sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-44412.89081701709,0.0,-0.0004441289081701708,9.621394652698393e+23,1.4160359480519805e+24,1.4850815086881128e+23,0.0,1207490511653.7363,1416035948051.9802,148508150868.81125,0.0,874605719075.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216778500.9078,1416035948051.976,148508150868.81088,0.0,-256331985922.69022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-336935334347.04004,0.0,0.0,0.0,-0.42285576462745667,0.0,0.0,0.0,-874605719075.517,0.0,0.0,0.0,781430594504.6208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256331985922.69022,0.0,0.0,0.0,-163156861352.21732,0.0,0.0,0.0,-44412.89081701502,9.453812318013626e-18,-0.00044412890817015015,9.453812318013625e-26,9.62139465269501e+23,1.4160359480519805e+24,1.4850815086881128e+23,0.0,1207490511653.312,1416035948051.9802,148508150868.81125,0.0,0.0,0.0,0.0,0.0,781430594504.6208,0.0,0.0,0.0,589216778500.9078,1416035948051.976,148508150868.81088,0.0,0.0,0.0,0.0,0.0,-163156861352.21732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877254614326.3005,50723.136876981574,23478280.309845276,6.461761829385704e-66,0.0,0.0,0.0,0.0,781951824908.0367,6295681.450488011,19.247217076094934,8.019876561569527e-64,0.0,0.0,0.0,0.0,589217063639.9294,1416085781024.5986,148515651829.8059,62589837.950572304
0.02,-1,-1,1,0.0,-44393.433635843605,0.0,-0.00044393433635843595,9.61171834446227e+23,1.4160359255388336e+24,1.4850813392298396e+23,0.0,1206276129456.0706,1416035925538.8333,148508133922.98392,0.0,874098593571.1577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216774573.2114,1416035925538.8293,148508133922.98358,0.0,-257039238688.2984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-88316664491815.75,0.0,0.0,0.0,-110.83791720867157,0.0,0.0,0.0,-874098593571.1577,0.0,0.0,0.0,781976969051.8246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257039238688.2984,0.0,0.0,0.0,-164917614279.8025,0.0,0.0,0.0,-44393.433635841604,9.453812318013626e-18,-0.000443934336358416,9.453812318013625e-26,9.611718343579118e+23,1.4160359255388336e+24,1.4850813392298396e+23,0.0,1206276129345.2344,1416035925538.8333,148508133922.98392,0.0,0.0,0.0,0.0,0.0,781976969051.8246,0.0,0.0,0.0,589216774573.2114,1416035925538.8293,148508133922.98358,0.0,0.0,0.0,0.0,0.0,-164917614279.8025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876754848687.8693,51464.930228632904,23491240.94440678,6.556260052403918e-66,0.0,0.0,0.0,0.0,782503893134.1837,6294939.662285018,19.580209600542556,8.018931579339294e-64,0.0,0.0,0.0,0.0,589217063639.9313,1416085781024.5996,148515651829.8065,62589837.95057232
0.04,-1,-1,1,0.0,-44373.78974369692,0.0,-0.0004437378974369692,9.601949179702969e+23,1.416035903150889e+24,1.4850811680255412e+23,0.0,1205050093711.8315,1416035903150.8887,148508116802.55408,0.0,873585866814.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216770597.7979,1416035903150.886,148508116802.5537,0.0,-257752543700.0111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-116474841123107.81,0.0,0.0,0.0,-146.17658933997154,0.0,0.0,0.0,-873585866814.0455,0.0,0.0,0.0,782528787226.6879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257752543700.0111,0.0,0.0,0.0,-166695464258.83047,0.0,0.0,0.0,-44373.78974369484,6.929457421306388e-18,-0.0004437378974369483,6.929457421306387e-26,9.601949178538222e+23,1.416035903150889e+24,1.4850811680255412e+23,0.0,1205050093565.6553,1416035903150.8887,148508116802.55408,0.0,0.0,0.0,0.0,0.0,782528787226.6879,0.0,0.0,0.0,589216770597.7979,1416035903150.886,148508116802.5537,0.0,0.0,0.0,0.0,0.0,-166695464258.83047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876249544751.4149,52207.40777302303,23504345.20181978,6.650845418954151e-66,0.0,0.0,0.0,0.0,783061460267.2593,6294197.18989282,19.925088512390207,8.017985725673749e-64,0.0,0.0,0.0,0.0,589217063639.9303,1416085781024.5999,148515651829.80606,62589837.95057233
0.06,-1,-1,1,0.0,-44353.95472146817,0.0,-0.00044353954721468167,9.592084959166787e+23,1.4160358808792163e+24,1.4850809950335053e+23,0.0,1203812128413.4265,1416035880879.2158,148508099503.3505,0.0,873067440872.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216766573.589,1416035880879.2126,148508099503.3501,0.0,-258472079032.57877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40003841803948.69,0.0,0.0,0.0,50.20504942536354,0.0,0.0,0.0,-873067440872.416,0.0,0.0,0.0,783086134291.6328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258472079032.57877,0.0,0.0,0.0,-168490772401.59137,0.0,0.0,0.0,-44353.95472146622,8.191634869660007e-18,-0.00044353954721466216,8.191634869660006e-26,9.592084959566828e+23,1.4160358808792163e+24,1.4850809950335053e+23,0.0,1203812128463.6318,1416035880879.2158,148508099503.3505,0.0,0.0,0.0,0.0,0.0,783086134291.6328,0.0,0.0,0.0,589216766573.589,1416035880879.2126,148508099503.3501,0.0,0.0,0.0,0.0,0.0,-168490772401.59137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875738606437.6409,52950.69787110314,23517595.576569423,6.745534281320333e-66,0.0,0.0,0.0,0.0,783624612738.7728,6293453.904951325,20.28249654663623,8.017038837050037e-64,0.0,0.0,0.0,0.0,589217063639.9297,1416085781024.5984,148515651829.80597,62589837.9505723
0.08,-1,-1,1,0.0,-44333.923939603315,0.0,-0.00044333923939603306,9.582123383544626e+23,1.4160358587150757e+24,1.4850808202101038e+23,0.0,1202561944996.2537,1416035858715.0754,148508082021.01035,0.0,872543211598.9414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216762499.452,1416035858715.0713,148508082021.00992,0.0,-259198029102.1387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34190325254562.19,0.0,0.0,0.0,42.90905302762985,0.0,0.0,0.0,-872543211598.9414,0.0,0.0,0.0,783649101572.8855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259198029102.1387,0.0,0.0,0.0,-170303919033.17413,0.0,0.0,0.0,-44333.92393960119,8.191634869660007e-18,-0.0004433392393960118,8.191634869660006e-26,9.582123383886547e+23,1.4160358587150757e+24,1.4850808202101038e+23,0.0,1202561945039.1648,1416035858715.0754,148508082021.01035,0.0,0.0,0.0,0.0,0.0,783649101572.8855,0.0,0.0,0.0,589216762499.452,1416035858715.0713,148508082021.00992,0.0,0.0,0.0,0.0,0.0,-170303919033.17413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875221931517.6604,53694.9318462894,23530994.72329172,6.840343369159804e-66,0.0,0.0,0.0,0.0,784193443106.1124,6292709.676138066,20.65312507472519,8.016090746171597e-64,0.0,0.0,0.0,0.0,589217063639.9293,1416085781024.598,148515651829.80582,62589837.95057229
0.1,-1,-1,1,0.0,-44313.69256364957,0.0,-0.00044313692563649563,9.572062047339658e+23,1.4160358366499018e+24,1.4850806435096943e+23,0.0,1201299241569.0898,1416035836649.9014,148508064350.9694,0.0,872013068289.1722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216758374.1974,1416035836649.8987,148508064350.96878,0.0,-259930585094.28036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29065300231857.82,0.0,0.0,0.0,36.47711741924286,0.0,0.0,0.0,-872013068289.1722,0.0,0.0,0.0,784217786782.8318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259930585094.28036,0.0,0.0,0.0,-172135303551.4625,0.0,0.0,0.0,-44313.692563647615,9.453812318013626e-18,-0.0004431369256364761,9.453812318013625e-26,9.572062047630305e+23,1.4160358366499018e+24,1.4850806435096943e+23,0.0,1201299241605.5662,1416035836649.9014,148508064350.9694,0.0,0.0,0.0,0.0,0.0,784217786782.8318,0.0,0.0,0.0,589216758374.1974,1416035836649.8987,148508064350.96878,0.0,0.0,0.0,0.0,0.0,-172135303551.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874699411276.1235,54440.24370854014,23544545.465278957,6.935289754350863e-66,0.0,0.0,0.0,0.0,784768050374.233,6291964.369443968,21.03771906606206,8.015141282319637e-64,0.0,0.0,0.0,0.0,589217063639.9294,1416085781024.5981,148515651829.80594,62589837.950572304
0.12,-1,-1,1,0.0,-44293.255532171315,0.0,-0.0004429325553217131,9.561898433457463e+23,1.416035814675284e+24,1.4850804648845053e+23,0.0,1200023702235.1514,1416035814675.2837,148508046488.4505,0.0,871476893463.4644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216754196.5784,1416035814675.282,148508046488.45,0.0,-260669945424.8916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24603509346676.105,0.0,0.0,0.0,30.877544432878494,0.0,0.0,0.0,-871476893463.4644,0.0,0.0,0.0,784792294196.9482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260669945424.8916,0.0,0.0,0.0,-173985346127.49783,0.0,0.0,0.0,-44293.25553216947,1.0715989766367245e-17,-0.0004429325553216946,1.0715989766367244e-25,9.561898433703489e+23,1.416035814675284e+24,1.4850804648845053e+23,0.0,1200023702266.0278,1416035814675.2837,148508046488.4505,0.0,0.0,0.0,0.0,0.0,784792294196.9482,0.0,0.0,0.0,589216754196.5784,1416035814675.282,148508046488.45,0.0,0.0,0.0,0.0,0.0,-173985346127.49783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874170930298.1628,55186.77074992231,23558250.799742058,7.030390926861391e-66,0.0,0.0,0.0,0.0,785348540177.879,6291217.847577932,21.43708184180231,8.014190270594488e-64,0.0,0.0,0.0,0.0,589217063639.9297,1416085781024.5986,148515651829.80603,62589837.95057231
0.14,-1,-1,1,0.0,-44272.60754624551,0.0,-0.000442726075462455,9.55162990669525e+23,1.4160357927829358e+24,1.48508028428451e+23,0.0,1198734996274.9858,1416035792782.9355,148508028428.45096,0.0,870934562545.3964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216749965.2858,1416035792782.9336,148508028428.45056,0.0,-261416316235.69583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20765347582120.035,0.0,0.0,0.0,26.060629546642303,0.0,0.0,0.0,-870934562545.3964,0.0,0.0,0.0,785372734943.7445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261416316235.69583,0.0,0.0,0.0,-175854488607.98364,0.0,0.0,0.0,-44272.60754624342,8.19159635106112e-18,-0.0004427260754624341,8.191596351061118e-26,9.551629906902902e+23,1.4160357927829358e+24,1.48508028428451e+23,0.0,1198734996301.0464,1416035792782.9355,148508028428.45096,0.0,0.0,0.0,0.0,0.0,785372734943.7445,0.0,0.0,0.0,589216749965.2858,1416035792782.9336,148508028428.45056,0.0,0.0,0.0,0.0,0.0,-175854488607.98364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873636366153.1334,55934.65370479372,23572113.905771684,7.125664815155214e-66,0.0,0.0,0.0,0.0,785935025074.2942,6290469.969806559,21.852080046774493,8.013237531711512e-64,0.0,0.0,0.0,0.0,589217063639.9297,1416085781024.5981,148515651829.80612,62589837.95057228
0.16,-1,-1,1,0.0,-44251.7430553104,0.0,-0.00044251743055310393,9.541253706704029e+23,1.4160357709646853e+24,1.4850801016572904e+23,0.0,1197432777263.2227,1416035770964.6848,148508010165.729,0.0,870385943520.5635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589216745678.947,1416035770964.6836,148508010165.7285,0.0,-262169911936.28854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17533423759129.506,0.0,0.0,0.0,22.004546731710434,0.0,0.0,0.0,-870385943520.5635,0.0,0.0,0.0,785959227311.0317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262169911936.28854,0.0,0.0,0.0,-177743195704.7527,0.0,0.0,0.0,-44251.743055308325,8.19159635106112e-18,-0.0004425174305530832,8.191596351061118e-26,9.541253706879356e+23,1.4160357709646853e+24,1.4850801016572904e+23,0.0,1197432777285.2266,1416035770964.6848,148508010165.729,0.0,0.0,0.0,0.0,0.0,785959227311.0317,0.0,0.0,0.0,589216745678.947,1416035770964.6836,148508010165.7285,0.0,0.0,0.0,0.0,0.0,-177743195704.7527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,873095589059.1224,56684.03701362397,23586138.152865943,7.22112981980231e-66,0.0,0.0,0.0,0.0,786527624853.2728,6289720.591690377,22.28364876001473,8.012282881664987e-64,0.0,0.0,0.0,0.0,589217063639.93,1416085781024.5994,148515651829.80603,62589837.950572304
