sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-55970.81622295251,0.0,-0.0005597081622295251,2.164648378513123e+24,1.4160335693582904e+24,2.2097265360495028e+23,0.0,1856417350633.1,1416033569358.29,220972653604.95016,0.0,1507254419204.774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573732723.3045,1416033569358.2874,220972653604.94974,0.0,-125410801294.97795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19565126849722.996,0.0,0.0,0.0,16.779187470674515,0.0,0.0,0.0,-1507254419204.774,0.0,0.0,0.0,1704425528240.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125410801294.97795,0.0,0.0,0.0,-322581910313.4809,0.0,0.0,0.0,-55970.816222950045,1.0462807015878099e-17,-0.0005597081622295004,1.0462807015878097e-25,2.1646483785326886e+24,1.4160335693582904e+24,2.2097265360495028e+23,0.0,1856417350649.88,1416033569358.29,220972653604.95016,0.0,0.0,0.0,0.0,0.0,1704425528240.056,0.0,0.0,0.0,474573732723.3045,1416033569358.2874,220972653604.94974,0.0,0.0,0.0,0.0,0.0,-322581910313.4809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514194101467.9998,799890.7359302709,20377008.997026544,1.018988271662631e-64,0.0,0.0,0.0,0.0,1709025796340.1055,35120219.31501156,25.824165770982983,4.47391626271844e-63,0.0,0.0,0.0,0.0,474574221263.36554,1416085781024.589,220983749413.63818,62589837.95057225
0.02,-1,-1,1,0.0,-55954.938241192416,0.0,-0.0005595493824119241,2.1634929419634443e+24,1.4160335568259631e+24,2.209726284187768e+23,0.0,1855426440294.1877,1416033556825.963,220972628418.77667,0.0,1506795835658.7883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573728647.5948,1416033556825.9612,220972628418.77615,0.0,-125943124012.19473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7206102604193066e+17,0.0,0.0,0.0,-147560.72038424015,0.0,0.0,0.0,-1506795835658.7883,0.0,0.0,0.0,1705339074242.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125943124012.19473,0.0,0.0,0.0,-324486510156.1366,0.0,0.0,0.0,-55954.938241189746,1.2987161912585337e-17,-0.0005595493824118974,1.2987161912585335e-25,2.1634927699024196e+24,1.4160335568259631e+24,2.209726284187768e+23,0.0,1855426292733.4685,1416033556825.963,220972628418.77667,0.0,0.0,0.0,0.0,0.0,1705339074242.01,0.0,0.0,0.0,474573728647.5948,1416033556825.9612,220972628418.77615,0.0,0.0,0.0,0.0,0.0,-324486510156.1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513765001363.9053,802420.9368318341,20437333.02175625,1.022211483617689e-64,0.0,0.0,0.0,0.0,1709966713850.6191,35117126.95036007,26.265159343551012,4.473522314585285e-63,0.0,0.0,0.0,0.0,474574221263.36444,1416085781024.5862,220983749413.63745,62589837.950572245
0.04,-1,-1,1,0.0,-55938.89093514169,0.0,-0.0005593889093514168,2.1623252122158955e+24,1.4160335442190828e+24,2.2097260298609412e+23,0.0,1854424987224.1565,1416033544219.0825,220972602986.094,0.0,1506332116233.9006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573724525.05695,1416033544219.0808,220972602986.09348,0.0,-126480853534.80193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.002094964433381e+17,0.0,0.0,0.0,-343222.41915145516,0.0,0.0,0.0,-1506332116233.9006,0.0,0.0,0.0,1706257373237.6248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126480853534.80193,0.0,0.0,0.0,-326406453760.94604,0.0,0.0,0.0,-55938.89093513926,1.4249339360938957e-17,-0.0005593889093513924,1.4249339360938954e-25,2.1623248120063968e+24,1.4160335442190828e+24,2.2097260298609412e+23,0.0,1854424644001.7354,1416033544219.0825,220972602986.094,0.0,0.0,0.0,0.0,0.0,1706257373237.6248,0.0,0.0,0.0,474573724525.05695,1416033544219.0808,220972602986.09348,0.0,0.0,0.0,0.0,0.0,-326406453760.94604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1513331064796.8584,804959.1640849727,20498336.960470602,1.0254449202555674e-64,0.0,0.0,0.0,0.0,1710912604847.8765,35114024.776031636,26.72149710862011,4.4731271167686566e-63,0.0,0.0,0.0,0.0,474574221263.3641,1416085781024.5867,220983749413.63718,62589837.95057226
0.06,-1,-1,1,0.0,-55922.673687544004,0.0,-0.00055922673687544,2.1611448697933454e+24,1.4160335315384595e+24,2.2097257730074464e+23,0.0,1853412717437.22,1416033531538.4592,220972577300.74454,0.0,1505863124359.3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573720355.1605,1416033531538.4568,220972577300.74405,0.0,-127024127277.28313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6299627123520128e+17,0.0,0.0,0.0,-139786.72426113486,0.0,0.0,0.0,-1505863124359.3433,0.0,0.0,0.0,1707180566188.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127024127277.28313,0.0,0.0,0.0,-328341708892.99646,0.0,0.0,0.0,-55922.673687541486,1.1724984464231718e-17,-0.0005592267368754148,1.1724984464231716e-25,2.1611447067970768e+24,1.4160335315384595e+24,2.2097257730074464e+23,0.0,1853412577650.4978,1416033531538.4592,220972577300.74454,0.0,0.0,0.0,0.0,0.0,1707180566188.332,0.0,0.0,0.0,474573720355.1605,1416033531538.4568,220972577300.74405,0.0,0.0,0.0,0.0,0.0,-328341708892.99646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512892162803.6328,807504.9419712012,20560038.956629425,1.0286879755861925e-64,0.0,0.0,0.0,0.0,1711863609831.6396,35110913.373440266,27.194000785667736,4.4727307433340086e-63,0.0,0.0,0.0,0.0,474574221263.3647,1416085781024.5872,220983749413.63754,62589837.950572275
0.08,-1,-1,1,0.0,-55906.277273560474,0.0,-0.0005590627727356046,2.1599516116717933e+24,1.4160335187775055e+24,2.209725513564293e+23,0.0,1852389371057.9087,1416033518777.5051,220972551356.42917,0.0,1505388733936.2114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573716135.8403,1416033518777.5037,220972551356.42853,0.0,-127573079014.14189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5994134908797635e+17,0.0,0.0,0.0,-137166.8019979,0.0,0.0,0.0,-1505388733936.2114,0.0,0.0,0.0,1708108751707.6897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127573079014.14189,0.0,0.0,0.0,-330293233952.42236,0.0,0.0,0.0,-55906.277273558066,1.1724984464231718e-17,-0.0005590627727355806,1.1724984464231716e-25,2.159951451730445e+24,1.4160335187775055e+24,2.209725513564293e+23,0.0,1852389233891.1072,1416033518777.5051,220972551356.42917,0.0,0.0,0.0,0.0,0.0,1708108751707.6897,0.0,0.0,0.0,474573716135.8403,1416033518777.5037,220972551356.42853,0.0,0.0,0.0,0.0,0.0,-330293233952.42236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1512448176690.215,810059.6770638718,20622455.714658823,1.0319424414519536e-64,0.0,0.0,0.0,0.0,1712819841191.1804,35107791.02349826,27.68353451143975,4.4723329752783895e-63,0.0,0.0,0.0,0.0,474574221263.36444,1416085781024.587,220983749413.63727,62589837.950572275
0.1,-1,-1,1,0.0,-55889.69872923564,0.0,-0.0005588969872923563,2.158745098847007e+24,1.4160335059351324e+24,2.209725251464927e+23,0.0,1851354657353.8599,1416033505935.132,220972525146.49258,0.0,1504908800885.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573711866.11346,1416033505935.1292,220972525146.49203,0.0,-128127855397.30797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5690581937366854e+17,0.0,0.0,0.0,-134563.51081863046,0.0,0.0,0.0,-1504908800885.055,0.0,0.0,0.0,1709042070201.4878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128127855397.30797,0.0,0.0,0.0,-332261259277.25226,0.0,0.0,0.0,-55889.69872923332,1.4249339360938957e-17,-0.0005588969872923331,1.4249339360938954e-25,2.1587449419411865e+24,1.4160335059351324e+24,2.209725251464927e+23,0.0,1851354522790.3481,1416033505935.132,220972525146.49258,0.0,0.0,0.0,0.0,0.0,1709042070201.4878,0.0,0.0,0.0,474573711866.11346,1416033505935.1292,220972525146.49203,0.0,0.0,0.0,0.0,0.0,-332261259277.25226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511998970495.9443,812623.3599812222,20685606.37036249,1.0352083059024727e-64,0.0,0.0,0.0,0.0,1713781442643.9456,35104657.73767111,28.191041463114704,4.471933814062373e-63,0.0,0.0,0.0,0.0,474574221263.36456,1416085781024.587,220983749413.63745,62589837.95057224
0.12,-1,-1,1,0.0,-55872.93327581897,0.0,-0.0005587293327581896,2.157524983538567e+24,1.4160334930087377e+24,2.209724986640119e+23,0.0,1850308278066.1914,1416033493008.7373,220972498664.01178,0.0,1504423178042.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573707544.6596,1416033493008.735,220972498664.0112,0.0,-128688607520.69283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5388471214596704e+17,0.0,0.0,0.0,-131972.58846315742,0.0,0.0,0.0,-1504423178042.224,0.0,0.0,0.0,1709980658724.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128688607520.69283,0.0,0.0,0.0,-334246220175.6314,0.0,0.0,0.0,-55872.93327581648,1.4249339360938957e-17,-0.0005587293327581648,1.4249339360938954e-25,2.1575248296538532e+24,1.4160334930087377e+24,2.209724986640119e+23,0.0,1850308146093.6016,1416033493008.7373,220972498664.01178,0.0,0.0,0.0,0.0,0.0,1709980658724.575,0.0,0.0,0.0,474573707544.6596,1416033493008.735,220972498664.0112,0.0,0.0,0.0,0.0,0.0,-334246220175.6314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511544405422.2188,815196.3547045508,20749510.460979525,1.0384860326013053e-64,0.0,0.0,0.0,0.0,1714748557501.595,35101513.07110795,28.717533503976117,4.4715332030160055e-63,0.0,0.0,0.0,0.0,474574221263.3648,1416085781024.5874,220983749413.6373,62589837.95057227
0.14,-1,-1,1,0.0,-55855.97592505366,0.0,-0.0005585597592505365,2.1562909027212899e+24,1.4160334799956173e+24,2.2097247190176217e+23,0.0,1849249921862.007,1416033479995.617,220972471901.76205,0.0,1503931711729.552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573703170.09766,1416033479995.6157,220972471901.76144,0.0,-129255493037.64275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5087727153671453e+17,0.0,0.0,0.0,-129393.38669374585,0.0,0.0,0.0,-1503931711729.552,0.0,0.0,0.0,1710924660448.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129255493037.64275,0.0,0.0,0.0,-336248571150.27655,0.0,0.0,0.0,-55855.97592505127,1.1724984464231718e-17,-0.0005585597592505126,1.1724984464231716e-25,2.1562907518440172e+24,1.4160334799956173e+24,2.2097247190176217e+23,0.0,1849249792468.6194,1416033479995.617,220972471901.76205,0.0,0.0,0.0,0.0,0.0,1710924660448.7983,0.0,0.0,0.0,474573703170.09766,1416033479995.6157,220972471901.76144,0.0,0.0,0.0,0.0,0.0,-336248571150.27655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511084336519.8733,817779.040436377,20814188.389445893,1.0417761045942836e-64,0.0,0.0,0.0,0.0,1715721335467.723,35098356.56035401,29.26410082676842,4.4711310831003305e-63,0.0,0.0,0.0,0.0,474574221263.3646,1416085781024.5874,220983749413.6374,62589837.950572275
0.16,-1,-1,1,0.0,-55838.821466382935,0.0,-0.0005583882146638293,2.1550424771918552e+24,1.4160334668929463e+24,2.2097244485219487e+23,0.0,1848179263533.9292,1416033466892.946,220972444852.19476,0.0,1503434241350.502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474573698740.98737,1416033466892.945,220972444852.19412,0.0,-129828676557.56013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.47882713244669e+17,0.0,0.0,0.0,-126825.23288825154,0.0,0.0,0.0,-1503434241350.502,0.0,0.0,0.0,1711874225042.9143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129828676557.56013,0.0,0.0,0.0,-338268787075.2055,0.0,0.0,0.0,-55838.82146638055,1.1724984464231718e-17,-0.0005583882146638053,1.1724984464231716e-25,2.1550423293091425e+24,1.4160334668929463e+24,2.2097244485219487e+23,0.0,1848179136708.6968,1416033466892.946,220972444852.19476,0.0,0.0,0.0,0.0,0.0,1711874225042.9143,0.0,0.0,0.0,474573698740.98737,1416033466892.945,220972444852.19412,0.0,0.0,0.0,0.0,0.0,-338268787075.2055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510618612307.474,820371.8122118168,20879661.47671796,1.045079025093685e-64,0.0,0.0,0.0,0.0,1716699933034.5608,35095187.722604096,29.831918456327088,4.470727392811626e-63,0.0,0.0,0.0,0.0,474574221263.365,1416085781024.5881,220983749413.6377,62589837.95057225
