sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-49394.306935452056,0.0,-0.0004939430693545204,0.0,1.4189661098079102e+24,1.830808251281321e+23,1.4160462586992297e+24,0.0,1483823065815.8113,183080825128.13205,1416046258699.2292,0.0,1306554339915.3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517878496.0372,183080825128.1317,1416046258699.22,0.0,-357249152595.6027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12693432394.101545,0.0,0.0,0.0,-0.013273613541969098,0.0,0.0,0.0,-1306554339915.3765,0.0,0.0,0.0,1040049867719.9757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357249152595.6027,0.0,0.0,0.0,-90744680400.2155,0.0,0.0,0.0,1.0652973338586895e-17,-49394.306935449924,1.0652973338586893e-25,-0.0004939430693544992,1.4189661098078976e+24,1.830808251281321e+23,1.4160462586992297e+24,0.0,1483823065815.798,183080825128.13205,1416046258699.2292,0.0,0.0,0.0,0.0,0.0,1040049867719.9757,0.0,0.0,0.0,534517878496.0372,183080825128.1317,1416046258699.22,0.0,0.0,0.0,0.0,0.0,-90744680400.2155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328470123176.7004,9343450.08224138,5864425.084398393,7.470582322066019e-64,0.0,0.0,0.0,0.0,1040253119771.4406,616432.5127724386,6688266.043576584,8.519953735415137e-64,0.0,0.0,0.0,0.0,534518057196.1887,183092018348.007,1416085781024.5918,62589837.95057228
0.02,-1,-1,1,-49369.77011652636,0.0,-0.0004936977011652635,0.0,1.4175017027630804e+24,1.8308082577224352e+23,1.4160461200320036e+24,0.0,1482291724837.445,183080825772.24347,1416046120032.0032,0.0,1306756325787.7805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517876599.965,183080825772.2431,1416046120031.9932,0.0,-358982477550.3013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.233764141437675e+16,0.0,0.0,0.0,12901.560355726106,0.0,0.0,0.0,-1306756325787.7805,0.0,0.0,0.0,1039378905490.4288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358982477550.3013,0.0,0.0,0.0,-91605044351.38928,0.0,0.0,0.0,1.0652973338586895e-17,-49369.770116523934,1.0652973338586893e-25,-0.0004936977011652392,1.4175017151007213e+24,1.8308082577224352e+23,1.4160461200320036e+24,0.0,1482291737739.005,183080825772.24347,1416046120032.0032,0.0,0.0,0.0,0.0,0.0,1039378905490.4288,0.0,0.0,0.0,534517876599.965,183080825772.2431,1416046120031.9932,0.0,0.0,0.0,0.0,0.0,-91605044351.38928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328778533461.9182,9321130.308480646,5868558.460599084,7.475846761269864e-64,0.0,0.0,0.0,0.0,1039584155319.584,616352.8054403132,6686888.248053856,8.518198922382007e-64,0.0,0.0,0.0,0.0,534518057196.189,183092018348.0071,1416085781024.5925,62589837.9505723
0.04,-1,-1,1,-49344.94006839083,0.0,-0.0004934494006839082,0.0,1.4160197868889211e+24,1.8308082641924323e+23,1.4160459800552908e+24,0.0,1480742074750.3308,183080826419.2432,1416045980055.2905,0.0,1306959032504.9365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517874672.89154,183080826419.2428,1416045980055.281,0.0,-360734832427.4978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.400992647208854e+16,0.0,0.0,0.0,35564.424701317424,0.0,0.0,0.0,-1306959032504.9365,0.0,0.0,0.0,1038701859226.0745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360734832427.4978,0.0,0.0,0.0,-92477623584.21059,0.0,0.0,0.0,9.390795890233276e-18,-49344.94006838878,9.390795890233274e-26,-0.0004934494006838877,1.416019820898848e+24,1.8308082641924323e+23,1.4160459800552908e+24,0.0,1480742110314.7559,183080826419.2432,1416045980055.2905,0.0,0.0,0.0,0.0,0.0,1038701859226.0745,0.0,0.0,0.0,534517874672.89154,183080826419.2428,1416045980055.281,0.0,0.0,0.0,0.0,0.0,-92477623584.21059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329088833020.166,9298674.14404253,5872618.427545856,7.481017695862424e-64,0.0,0.0,0.0,0.0,1038909135154.3672,616270.550852685,6685534.922334259,8.51647527755202e-64,0.0,0.0,0.0,0.0,534518057196.18823,183092018348.0067,1416085781024.5916,62589837.9505723
0.06,-1,-1,1,-49319.80877394636,0.0,-0.0004931980877394635,0.0,1.414519835078217e+24,1.8308082706892844e+23,1.416045838737054e+24,0.0,1479173564354.662,183080827068.9284,1416045838737.0535,0.0,1307162469373.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517872713.8892,183080827068.92816,1416045838737.0435,0.0,-362506777732.8799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2093036157538085e+17,0.0,0.0,0.0,126457.74879520373,0.0,0.0,0.0,-1307162469373.652,0.0,0.0,0.0,1038018586094.1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362506777732.8799,0.0,0.0,0.0,-93362767995.62914,0.0,0.0,0.0,1.0652973338586895e-17,-49319.80877394413,1.0652973338586893e-25,-0.0004931980877394413,1.414519956008577e+24,1.8308082706892844e+23,1.416045838737054e+24,0.0,1479173690812.4094,183080827068.9284,1416045838737.0535,0.0,0.0,0.0,0.0,0.0,1038018586094.1503,0.0,0.0,0.0,534517872713.8892,183080827068.92816,1416045838737.0435,0.0,0.0,0.0,0.0,0.0,-93362767995.62914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329401065588.2122,9276078.489554986,5876586.731265105,7.486071876162963e-64,0.0,0.0,0.0,0.0,1038227917249.0115,616185.5525891964,6684212.151091493,8.514790550818603e-64,0.0,0.0,0.0,0.0,534518057196.187,183092018348.00626,1416085781024.59,62589837.95057227
0.08,-1,-1,1,-49294.36785948964,0.0,-0.0004929436785948963,0.0,1.413001474565354e+24,1.830808277215549e+23,1.416045696043255e+24,0.0,1477585803846.756,183080827721.55484,1416045696043.2546,0.0,1307366662951.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517870722.0986,183080827721.55453,1416045696043.2454,0.0,-364298729826.48236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.270557702464733e+17,0.0,0.0,0.0,132863.1326947146,0.0,0.0,0.0,-1307366662951.14,0.0,0.0,0.0,1037328922953.4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364298729826.48236,0.0,0.0,0.0,-94260856965.60983,0.0,0.0,0.0,1.0652973338586895e-17,-49294.36785948748,1.0652973338586893e-25,-0.0004929436785948748,1.413001601621124e+24,1.830808277215549e+23,1.416045696043255e+24,0.0,1477585936709.889,183080827721.55484,1416045696043.2546,0.0,0.0,0.0,0.0,0.0,1037328922953.4004,0.0,0.0,0.0,534517870722.0986,183080827721.55453,1416045696043.2454,0.0,0.0,0.0,0.0,0.0,-94260856965.60983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1329715283308.0752,9253339.609335946,5880442.021361984,7.490982108816804e-64,0.0,0.0,0.0,0.0,1037540339335.569,616097.6711830685,6682927.051142331,8.513153806633117e-64,0.0,0.0,0.0,0.0,534518057196.189,183092018348.007,1416085781024.5925,62589837.95057228
0.1,-1,-1,1,-49268.60843955347,0.0,-0.0004926860843955346,0.0,1.4114641044411675e+24,1.8308082837683285e+23,1.4160455519394015e+24,0.0,1475978164851.5776,183080828376.8328,1416045551939.4011,0.0,1307571620359.8037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517868696.48175,183080828376.8325,1416045551939.3926,0.0,-366111324204.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3356242338151648e+17,0.0,0.0,0.0,139667.18667197754,0.0,0.0,0.0,-1307571620359.8037,0.0,0.0,0.0,1036632717691.7747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366111324204.707,0.0,0.0,0.0,-95172281869.49147,0.0,0.0,0.0,1.0652973338586895e-17,-49268.608439551244,1.0652973338586893e-25,-0.0004926860843955124,1.4114642380035922e+24,1.8308082837683285e+23,1.4160455519394015e+24,0.0,1475978304518.7656,183080828376.8328,1416045551939.4011,0.0,0.0,0.0,0.0,0.0,1036632717691.7747,0.0,0.0,0.0,534517868696.48175,183080828376.8325,1416045551939.3926,0.0,0.0,0.0,0.0,0.0,-95172281869.49147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330031532342.5928,9230454.242681578,5884159.29593453,7.49571654990821e-64,0.0,0.0,0.0,0.0,1036846250202.0018,616006.673796973,6681687.956475895,8.51157565963397e-64,0.0,0.0,0.0,0.0,534518057196.18835,183092018348.00684,1416085781024.591,62589837.95057231
0.12,-1,-1,1,-49242.521163594334,0.0,-0.0004924252116359433,0.0,1.4099071666113587e+24,1.8308082903464974e+23,1.416045406389353e+24,0.0,1474350063765.9048,183080829034.6497,1416045406389.3525,0.0,1307777355499.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517866636.00507,183080829034.64948,1416045406389.3442,0.0,-367945158369.99536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4047728432616938e+17,0.0,0.0,0.0,146898.10649146067,0.0,0.0,0.0,-1307777355499.894,0.0,0.0,0.0,1035929806342.6018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367945158369.99536,0.0,0.0,0.0,-96097462314.59665,0.0,0.0,0.0,1.0652973338586895e-17,-49242.52116359215,1.0652973338586893e-25,-0.0004924252116359215,1.409907307088642e+24,1.8308082903464974e+23,1.416045406389353e+24,0.0,1474350210664.0103,183080829034.6497,1416045406389.3525,0.0,0.0,0.0,0.0,0.0,1035929806342.6018,0.0,0.0,0.0,534517866636.00507,183080829034.64948,1416045406389.3442,0.0,0.0,0.0,0.0,0.0,-96097462314.59665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330349863304.599,9207418.799877962,5887709.343545663,7.50023799433649e-64,0.0,0.0,0.0,0.0,1036145486845.75,615912.3376992493,6680504.604263355,8.510068511521133e-64,0.0,0.0,0.0,0.0,534518057196.1889,183092018348.00693,1416085781024.592,62589837.95057228
0.14,-1,-1,1,-49216.09614869579,0.0,-0.0004921609614869578,0.0,1.4083300712056085e+24,1.8308082969487356e+23,1.4160452593555467e+24,0.0,1472700883758.1023,183080829694.8735,1416045259355.5464,0.0,1307983882007.9824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517864539.57477,183080829694.87323,1416045259355.5378,0.0,-369800862789.4552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4782916755706176e+17,0.0,0.0,0.0,154586.02365860099,0.0,0.0,0.0,-1307983882007.9824,0.0,0.0,0.0,1035220018826.1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369800862789.4552,0.0,0.0,0.0,-97036845021.60512,0.0,0.0,0.0,1.1915150786940514e-17,-49216.09614869361,1.1915150786940512e-25,-0.000492160961486936,1.4083302190347767e+24,1.8308082969487356e+23,1.4160452593555467e+24,0.0,1472701038344.1267,183080829694.8735,1416045259355.5464,0.0,0.0,0.0,0.0,0.0,1035220018826.1553,0.0,0.0,0.0,534517864539.57477,183080829694.87323,1416045259355.5378,0.0,0.0,0.0,0.0,0.0,-97036845021.60512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330670328571.9255,9184229.569814734,5891058.0507430835,7.50450299393118e-64,0.0,0.0,0.0,0.0,1035437880212.4932,615814.4211327992,6679388.365685314,8.508646845017768e-64,0.0,0.0,0.0,0.0,534518057196.18805,183092018348.00662,1416085781024.5913,62589837.9505723
0.16,-1,-1,1,-49189.322929019974,0.0,-0.0004918932292901996,0.0,1.4067321935605418e+24,1.830808303573532e+23,1.416045110798957e+24,0.0,1471029971613.1868,183080830357.35315,1416045110798.9568,0.0,1308191213105.6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534517862406.0434,183080830357.35284,1416045110798.9487,0.0,-371679103898.4741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5564885815007354e+17,0.0,0.0,0.0,162763.13034864346,0.0,0.0,0.0,-1308191213105.6167,0.0,0.0,0.0,1034503178753.5895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371679103898.4741,0.0,0.0,0.0,-97990906783.31647,0.0,0.0,0.0,1.0652973338586895e-17,-49189.32292901781,1.0652973338586893e-25,-0.0004918932292901781,1.4067323492093994e+24,1.830808303573532e+23,1.416045110798957e+24,0.0,1471030134376.3164,183080830357.35315,1416045110798.9568,0.0,0.0,0.0,0.0,0.0,1034503178753.5895,0.0,0.0,0.0,534517862406.0434,183080830357.35284,1416045110798.9487,0.0,0.0,0.0,0.0,0.0,-97990906783.31647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330992982321.2283,9160882.718412649,5894165.611605013,7.508460850752921e-64,0.0,0.0,0.0,0.0,1034723255006.6887,615712.6609730015,6678352.5094171725,8.507327559436688e-64,0.0,0.0,0.0,0.0,534518057196.18835,183092018348.00665,1416085781024.5923,62589837.9505723
