sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:I,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:I,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:I,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-28396.39810205577,0.0,-0.0002839639810205576,5.213483258728996e+23,0.0,1.6152710154376329e+22,4.990522098498822e+23,521348325872.8995,0.0,16152710154.376326,1234862728332.292,0.0,0.0,0.0,1096805221851.612,0.0,0.0,0.0,0.0,521348325872.8988,0.0,16152710154.377092,277912898759.25055,0.0,0.0,0.0,-139855392278.5706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79132052286.75104,0.0,0.0,0.0,0.1958056092262268,0.0,0.0,0.0,-1096805221851.612,0.0,0.0,0.0,2434867804320.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139855392278.5706,0.0,0.0,0.0,-1477917974746.8965,-28396.39810205414,8.797599837712286e-19,-0.00028396398102054136,8.797599837712284e-27,5.213483258728996e+23,0.0,1.6152710154376329e+22,4.9905220984996154e+23,521348325872.8995,0.0,16152710154.376326,1234862728332.4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434867804320.13,521348325872.8988,0.0,16152710154.377092,277912898759.25055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1477917974746.8965,0.0,0.0,0.0,0.0,654471.9239844288,8.337193184991141e-65,10040540.987413818,1100091742902.164,0.0,0.0,0.0,0.0,38919269.27210876,4.957860188077168e-63,6.307144107337193,2484511792440.4087,0.0,0.0,0.0,0.0,521424166644.7023,23046523.403540097,16154394822.642565,277914255654.1705
0.029333333333333336,-1,-1,1,0.0,-28384.55559379025,0.0,-0.00028384555593790245,5.2134832284997575e+23,0.0,1.6152705566288881e+22,4.9875349548890814e+23,521348322849.97565,0.0,16152705566.288877,1234123584764.7373,0.0,0.0,0.0,1096508263504.2524,0.0,0.0,0.0,0.0,521348322849.97455,0.0,16152705566.289566,277912896431.5077,0.0,0.0,0.0,-140297575171.02295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77770904298481.33,0.0,0.0,0.0,-192.43756298720837,0.0,0.0,0.0,-1096508263504.2524,0.0,0.0,0.0,2434872305356.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140297575171.02295,0.0,0.0,0.0,-1478661617215.986,-28384.555593788697,8.008738932491273e-19,-0.00028384555593788694,8.008738932491272e-27,5.2134832284997575e+23,0.0,1.6152705566288881e+22,4.987534954111376e+23,521348322849.97565,0.0,16152705566.288877,1234123584572.3008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434872305356.7793,521348322849.97455,0.0,16152705566.289566,277912896431.5077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1478661617215.986,0.0,0.0,0.0,0.0,654488.357060636,8.337402527098312e-65,10047813.733662037,1099805202128.0178,0.0,0.0,0.0,0.0,38919132.333924785,4.957842742901576e-63,6.389333841058305,2484541292510.9673,0.0,0.0,0.0,0.0,521424166644.70264,23046523.403540112,16154394822.642574,277914255654.17053
0.05866666666666667,-1,-1,1,0.0,-28372.5777469564,0.0,-0.0002837257774695639,5.213483197919034e+23,0.0,1.6152700934180181e+22,4.984513674039428e+23,521348319791.90326,0.0,16152700934.180178,1233375994224.2239,0.0,0.0,0.0,1096208790768.8933,0.0,0.0,0.0,0.0,521348319791.90283,0.0,16152700934.180813,277912894072.16693,0.0,0.0,0.0,-140745690616.8358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-259364858165457.0,0.0,0.0,0.0,-641.7765317261219,0.0,0.0,0.0,-1096208790768.8933,0.0,0.0,0.0,2434876642943.3286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140745690616.8358,0.0,0.0,0.0,-1479413543433.0466,-28372.577746954794,1.037532164815431e-18,-0.0002837257774695479,1.0375321648154307e-26,5.213483197919034e+23,0.0,1.6152700934180181e+22,4.984513671445777e+23,521348319791.90326,0.0,16152700934.180178,1233375993582.4468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434876642943.3286,521348319791.90283,0.0,16152700934.180813,277912894072.16693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1479413543433.0466,0.0,0.0,0.0,0.0,654504.9364256619,8.337613732790622e-65,10055146.720419798,1099516286771.6313,0.0,0.0,0.0,0.0,38918994.176703945,4.957825142427208e-63,6.474090574770365,2484570907605.8716,0.0,0.0,0.0,0.0,521424166644.7029,23046523.403540123,16154394822.642616,277914255654.1708
0.08800000000000001,-1,-1,1,0.0,-28360.461074011542,0.0,-0.0002836046107401154,5.2134831669776286e+23,0.0,1.6152696257023664e+22,4.981457374302911e+23,521348316697.76276,0.0,16152696257.02366,1232619738554.6274,0.0,0.0,0.0,1095906745119.8313,0.0,0.0,0.0,0.0,521348316697.7619,0.0,16152696257.024233,277912891680.34534,0.0,0.0,0.0,-141199898245.54922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28469586562373.895,0.0,0.0,0.0,-70.44559796154499,0.0,0.0,0.0,-1095906745119.8313,0.0,0.0,0.0,2434880812969.263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141199898245.54922,0.0,0.0,0.0,-1480173966165.4275,-28360.461074009974,8.797587800650133e-19,-0.00028360461074009973,8.797587800650131e-27,5.2134831669776286e+23,0.0,1.6152696257023664e+22,4.981457374018218e+23,521348316697.76276,0.0,16152696257.02366,1232619738484.1824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434880812969.263,521348316697.7619,0.0,16152696257.024233,277912891680.34534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1480173966165.4275,0.0,0.0,0.0,0.0,654521.6656118934,8.337826847067579e-65,10062541.337475825,1099224942068.0852,0.0,0.0,0.0,0.0,38918854.771010585,4.957807382904124e-63,6.56153817707963,2484600640767.296,0.0,0.0,0.0,0.0,521424166644.70245,23046523.403540105,16154394822.642569,277914255654.17053
0.11733333333333335,-1,-1,1,0.0,-28348.201916949136,0.0,-0.0002834820191694913,5.213483135665846e+23,0.0,1.6152691533754216e+22,4.978365135270547e+23,521348313566.5845,0.0,16152691533.754211,1231854590008.4844,0.0,0.0,0.0,1095602065817.9049,0.0,0.0,0.0,0.0,521348313566.58344,0.0,16152691533.754725,277912889255.1149,0.0,0.0,0.0,-141660365064.53574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28149916531280.25,0.0,0.0,0.0,-69.65460135042667,0.0,0.0,0.0,-1095602065817.9049,0.0,0.0,0.0,2434884811025.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141660365064.53574,0.0,0.0,0.0,-1480943110341.6892,-28348.20191694745,8.797587800650133e-19,-0.0002834820191694745,8.797587800650131e-27,5.213483135665846e+23,0.0,1.6152691533754216e+22,4.978365134989048e+23,521348313566.5845,0.0,16152691533.754211,1231854589938.8298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434884811025.409,521348313566.58344,0.0,16152691533.754725,277912889255.1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1480943110341.6892,0.0,0.0,0.0,0.0,654538.5484568656,8.338041918815821e-65,10069999.02655227,1098931111212.9105,0.0,0.0,0.0,0.0,38918714.08486614,4.957789460258438e-63,6.651808586986807,2484630495147.5776,0.0,0.0,0.0,0.0,521424166644.70245,23046523.403540112,16154394822.64258,277914255654.1706
0.14666666666666667,-1,-1,1,0.0,-28335.796482181013,0.0,-0.0002833579648218101,5.2134831039736736e+23,0.0,1.6152686763264585e+22,4.975235999243818e+23,521348310397.36725,0.0,16152686763.264582,1231080311611.35,0.0,0.0,0.0,1095294689726.08,0.0,0.0,0.0,0.0,521348310397.36646,0.0,16152686763.265041,277912886795.5113,0.0,0.0,0.0,-142127264910.24152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27830677055703.203,0.0,0.0,0.0,-68.86467011272907,0.0,0.0,0.0,-1095294689726.08,0.0,0.0,0.0,2434888632593.874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142127264910.24152,0.0,0.0,0.0,-1481721207846.901,-28335.79648217951,1.037532164815431e-18,-0.0002833579648217951,1.0375321648154307e-26,5.2134831039736736e+23,0.0,1.6152686763264585e+22,4.975235998965518e+23,521348310397.36725,0.0,16152686763.264582,1231080311542.4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434888632593.874,521348310397.36646,0.0,16152686763.265041,277912886795.5113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1481721207846.901,0.0,0.0,0.0,0.0,654555.588831493,8.338258997347284e-65,10077521.285946079,1098634735165.0045,0.0,0.0,0.0,0.0,38918572.086013846,4.957771370380823e-63,6.745042629136286,2484660474024.177,0.0,0.0,0.0,0.0,521424166644.7029,23046523.40354012,16154394822.642635,277914255654.171
0.17600000000000002,-1,-1,1,0.0,-28323.240809808827,0.0,-0.00028323240809808827,5.213483071890617e+23,0.0,1.6152681944403048e+22,4.9720689673799554e+23,521348307189.0615,0.0,16152681944.403044,1230296656207.9802,0.0,0.0,0.0,1094984551172.0948,0.0,0.0,0.0,0.0,521348307189.061,0.0,16152681944.403454,277912884300.5249,0.0,0.0,0.0,-142600779264.63962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27513720031424.3,0.0,0.0,0.0,-68.08038660883904,0.0,0.0,0.0,-1094984551172.0948,0.0,0.0,0.0,2434892272934.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142600779264.63962,0.0,0.0,0.0,-1482508501095.064,-28323.240809807205,1.037532164815431e-18,-0.000283232408098072,1.0375321648154307e-26,5.213483071890617e+23,0.0,1.6152681944403048e+22,4.972068967104818e+23,521348307189.0615,0.0,16152681944.403044,1230296656139.8997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434892272934.438,521348307189.061,0.0,16152681944.403454,277912884300.5249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1482508501095.064,0.0,0.0,0.0,0.0,654572.7908009588,8.338478134448515e-65,10085109.673149966,1098335752528.748,0.0,0.0,0.0,0.0,38918428.7405788,4.957753108955719e-63,6.84139071340378,2484690580806.1294,0.0,0.0,0.0,0.0,521424166644.70233,23046523.403540112,16154394822.642609,277914255654.17035
0.20533333333333337,-1,-1,1,0.0,-28310.530770088928,0.0,-0.00028310530770088926,5.213483039405776e+23,0.0,1.6152677075970435e+22,4.9688629979945914e+23,521348303940.57745,0.0,16152677075.97043,1229503366042.338,0.0,0.0,0.0,1094671581767.5428,0.0,0.0,0.0,0.0,521348303940.5767,0.0,16152677075.970797,277912881769.1037,0.0,0.0,0.0,-143081097494.30722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27167536829304.3,0.0,0.0,0.0,-67.22378538548946,0.0,0.0,0.0,-1094671581767.5428,0.0,0.0,0.0,2434895727100.9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143081097494.30722,0.0,0.0,0.0,-1483305242894.9053,-28310.53077008737,8.797599837712286e-19,-0.0002831053077008737,8.797599837712284e-27,5.213483039405776e+23,0.0,1.6152677075970435e+22,4.968862997722927e+23,521348303940.57745,0.0,16152677075.97043,1229503365975.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434895727100.9136,521348303940.5767,0.0,16152677075.970797,277912881769.1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1483305242894.9053,0.0,0.0,0.0,0.0,654590.1586004063,8.338699384071197e-65,10092765.808996854,1098034099378.8374,0.0,0.0,0.0,0.0,38918284.013268724,4.957734671487154e-63,6.941013690905845,2484720819045.8755,0.0,0.0,0.0,0.0,521424166644.7025,23046523.403540112,16154394822.642561,277914255654.1705
0.2346666666666667,-1,-1,1,0.0,-28297.662054619523,0.0,-0.0002829766205461952,5.213483006507734e+23,0.0,1.6152672156716779e+22,4.965617004338633e+23,521348300650.77325,0.0,16152672156.716774,1228700172207.498,0.0,0.0,0.0,1094355710222.0223,0.0,0.0,0.0,0.0,521348300650.77234,0.0,16152672156.717096,277912879200.14514,0.0,0.0,0.0,-143568417214.67014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26814273386933.465,0.0,0.0,0.0,-66.34966470301151,0.0,0.0,0.0,-1094355710222.0223,0.0,0.0,0.0,2434898989934.4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143568417214.67014,0.0,0.0,0.0,-1484111696993.4128,-28297.662054617893,1.037532164815431e-18,-0.0002829766205461789,1.0375321648154307e-26,5.213483006507734e+23,0.0,1.6152672156716779e+22,4.9656170040704877e+23,521348300650.77325,0.0,16152672156.716774,1228700172141.1477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2434898989934.4116,521348300650.77234,0.0,16152672156.717096,277912879200.14514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1484111696993.4128,0.0,0.0,0.0,0.0,654607.6966434957,8.338922802441306e-65,10100491.382004412,1097729709083.0005,0.0,0.0,0.0,0.0,38918137.86730424,4.957716053289647e-63,7.044083779703104,2484751192450.826,0.0,0.0,0.0,0.0,521424166644.70264,23046523.403540116,16154394822.642601,277914255654.1706
