sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-43659.67009381175,0.0,-0.0004365967009381174,0.0,1.4160422928156422e+24,2.118000753180038e+23,0.0,1.2190890585327967e+24,1416042292815.6418,211800075318.00375,0.0,1097180152679.5168,0.0,0.0,0.0,663461488491.6841,0.0,0.0,0.0,0.0,1416042292815.6365,211800075318.0031,0.0,489084589610.8162,0.0,0.0,0.0,-55365925422.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.8417576516504,3982089.7384529077,1.099192098409554e-67,664034730579.1061,0.0,0.0,0.0,0.0,6345540.635294032,172.8194926338292,8.083394017796356e-64,627563293508.7139,0.0,0.0,0.0,0.0,1416085399913.9822,211811299483.37286,62589821.10579336,489084601591.6593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12840651853217.02,0.0,0.0,0.0,-11.556586667895317,0.0,0.0,0.0,-663461488491.6841,0.0,0.0,0.0,627506877716.4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55365925422.985,0.0,0.0,0.0,-19411314659.28978,-2.524354896707238e-18,-43659.67009381046,-2.5243548967072378e-26,-0.0004365967009381045,1.4160422928156422e+24,2.118000753180038e+23,0.0,1.219089058519955e+24,1416042292815.6418,211800075318.00375,0.0,1097180152667.9595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627506877716.4324,1416042292815.6365,211800075318.0031,0.0,489084589610.8162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19411314659.28978
0.02,-1,-1,1,-43654.59004309143,0.0,-0.0004365459004309143,0.0,1.416042143808431e+24,2.1180005979138352e+23,0.0,1.2187369102380666e+24,1416042143808.4307,211800059791.38348,0.0,1096863219214.26,0.0,0.0,0.0,663586686191.585,0.0,0.0,0.0,0.0,1416042143808.4253,211800059791.3828,0.0,489084589435.05,0.0,0.0,0.0,-55808056412.375916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889.9036833806865,3981625.200841868,1.133666602595505e-67,664164538211.592,0.0,0.0,0.0,0.0,6345513.573557989,175.14196629497795,8.083359543290696e-64,627429238529.3883,0.0,0.0,0.0,0.0,1416085399913.9827,211811299483.3731,62589821.10579336,489084601591.65985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8089444359160136e+16,0.0,0.0,0.0,43280.49992324412,0.0,0.0,0.0,-663586686191.585,0.0,0.0,0.0,627372233465.4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55808056412.375916,0.0,0.0,0.0,-19593560405.74166,-2.524354896707238e-18,-43654.590043090124,-2.5243548967072378e-26,-0.00043654590043090116,1.416042143808431e+24,2.1180005979138352e+23,0.0,1.2187369583275116e+24,1416042143808.4307,211800059791.38348,0.0,1096863262494.7603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627372233465.4514,1416042143808.4253,211800059791.3828,0.0,489084589435.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19593560405.74166
0.04,-1,-1,1,-43649.41701625421,0.0,-0.000436494170162542,0.0,1.4160419932767882e+24,2.1180004413741257e+23,0.0,1.2183783464922204e+24,1416041993276.7878,211800044137.4125,0.0,1096540511842.9982,0.0,0.0,0.0,663713934692.1218,0.0,0.0,0.0,0.0,1416041993276.7825,211800044137.41177,0.0,489084589254.81116,0.0,0.0,0.0,-56258012103.9354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919.4104164347478,3981153.0197655363,1.1712551149007324e-67,664296478226.6626,0.0,0.0,0.0,0.0,6345484.067031751,177.53045401590168,8.08332195477675e-64,627292949480.9626,0.0,0.0,0.0,0.0,1416085399913.9824,211811299483.37268,62589821.105793364,489084601591.6595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.556999906974121e+16,0.0,0.0,0.0,41012.99916276708,0.0,0.0,0.0,-663713934692.1218,0.0,0.0,0.0,627235343587.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56258012103.9354,0.0,0.0,0.0,-19779379986.05928,-3.7865323450608574e-18,-43649.41701625274,-3.7865323450608567e-26,-0.0004364941701625273,1.4160419932767882e+24,2.1180004413741257e+23,0.0,1.2183783920622196e+24,1416041993276.7878,211800044137.4125,0.0,1096540552855.9974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627235343587.245,1416041993276.7825,211800044137.41177,0.0,489084589254.81116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19779379986.05928
0.06,-1,-1,1,-43644.14797304768,0.0,-0.00043644147973047673,0.0,1.416041841182275e+24,2.118000283526017e+23,0.0,1.2180131343502872e+24,1416041841182.2747,211800028352.60165,0.0,1096211820915.2583,0.0,0.0,0.0,663843273873.067,0.0,0.0,0.0,0.0,1416041841182.2686,211800028352.6011,0.0,489084589069.90356,0.0,0.0,0.0,-56716042027.71325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.7909609967552,3980673.0413462343,1.212504134877474e-67,664430593105.5392,0.0,0.0,0.0,0.0,6345451.686714142,179.98801468627175,8.083280705754999e-64,627154380894.7891,0.0,0.0,0.0,0.0,1416085399913.9824,211811299483.37296,62589821.10579338,489084601591.6599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8971648454512988e+16,0.0,0.0,0.0,26074.48360906169,0.0,0.0,0.0,-663843273873.067,0.0,0.0,0.0,627096162189.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56716042027.71325,0.0,0.0,0.0,-19968904269.967564,-1.262177448353619e-18,-43644.14797304624,-1.2621774483536189e-26,-0.00043644147973046236,1.416041841182275e+24,2.118000283526017e+23,0.0,1.2180131633219352e+24,1416041841182.2747,211800028352.60165,0.0,1096211846989.7416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627096162189.805,1416041841182.2686,211800028352.6011,0.0,489084589069.90356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19968904269.967564
0.08,-1,-1,1,-43638.77969387982,0.0,-0.0004363877969387981,0.0,1.4160416874852826e+24,2.118000124332479e+23,0.0,1.2176410256528235e+24,1416041687485.2822,211800012433.24783,0.0,1095876923087.5411,0.0,0.0,0.0,663974741825.7473,0.0,0.0,0.0,0.0,1416041687485.2761,211800012433.2471,0.0,489084588880.111,0.0,0.0,0.0,-57182407618.31818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.5724816140843,3980185.1174057135,1.2580852187326037e-67,664566923665.0271,0.0,0.0,0.0,0.0,6345415.905444323,182.5179195102017,8.083235124669154e-64,627013488953.6384,0.0,0.0,0.0,0.0,1416085399913.9827,211811299483.37314,62589821.10579335,489084601591.65985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.971745576614722e+16,0.0,0.0,0.0,35745.71018953249,0.0,0.0,0.0,-663974741825.7473,0.0,0.0,0.0,626954644997.1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57182407618.31818,0.0,0.0,0.0,-20162275044.026062,-2.524354896707238e-18,-43638.77969387839,-2.5243548967072378e-26,-0.00043638779693878384,1.4160416874852826e+24,2.118000124332479e+23,0.0,1.2176410653702788e+24,1416041687485.2822,211800012433.24783,0.0,1095876958833.2509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626954644997.1652,1416041687485.2761,211800012433.2471,0.0,489084588880.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20162275044.026062
0.1,-1,-1,1,-43633.30851792771,0.0,-0.00043633308517927705,0.0,1.416041532137962e+24,2.1179999637612983e+23,0.0,1.217261801039953e+24,1416041532137.9617,211799996376.1298,0.0,1095535620935.9578,0.0,0.0,0.0,664108420038.1035,0.0,0.0,0.0,0.0,1416041532137.9558,211799996376.12897,0.0,489084588685.19476,0.0,0.0,0.0,-57657387787.34173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027.4064529414477,3979688.9445050284,1.3088282929399216e-67,664705554300.7911,0.0,0.0,0.0,0.0,6345376.071752195,185.12353180825772,8.083184381592756e-64,626870184717.7333,0.0,0.0,0.0,0.0,1416085399913.982,211811299483.37308,62589821.10579336,489084601591.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0482882633329268e+16,0.0,0.0,0.0,18434.59436999634,0.0,0.0,0.0,-664108420038.1035,0.0,0.0,0.0,626810702553.2281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57657387787.34173,0.0,0.0,0.0,-20359651867.871227,-1.262177448353619e-18,-43633.30851792641,-1.2621774483536189e-26,-0.00043633308517926404,1.416041532137962e+24,2.1179999637612983e+23,0.0,1.2172618215228355e+24,1416041532137.9617,211799996376.1298,0.0,1095535639370.5519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626810702553.2281,1416041532137.9558,211799996376.12897,0.0,489084588685.19476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20359651867.871227
0.12,-1,-1,1,-43627.73077415882,0.0,-0.0004362773077415882,0.0,1.4160413750984116e+24,2.1179998017704746e+23,0.0,1.2168751760957173e+24,1416041375098.4111,211799980177.04742,0.0,1095187658486.1455,0.0,0.0,0.0,664244340604.1958,0.0,0.0,0.0,0.0,1416041375098.4048,211799980177.04675,0.0,489084588484.8947,0.0,0.0,0.0,-58141270602.94549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.095778814509,3979184.394341118,1.3657562026979681e-67,664846520109.7454,0.0,0.0,0.0,0.0,6345331.382739547,187.80860687814436,8.083127453680548e-64,626724430111.0044,0.0,0.0,0.0,0.0,1416085399913.9822,211811299483.37274,62589821.10579337,489084601591.6593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.102670766135885e+16,0.0,0.0,0.0,18924.036895222962,0.0,0.0,0.0,-664244340604.1958,0.0,0.0,0.0,626664296223.4194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58141270602.94549,0.0,0.0,0.0,-20561207298.132103,-2.524354896707238e-18,-43627.73077415757,-2.5243548967072378e-26,-0.00043627730774157566,1.4160413750984116e+24,2.1179998017704746e+23,0.0,1.216875197122426e+24,1416041375098.4111,211799980177.04742,0.0,1095187677410.1833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626664296223.4194,1416041375098.4048,211799980177.04675,0.0,489084588484.8947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20561207298.132103
0.14,-1,-1,1,-43622.04233438326,0.0,-0.0004362204233438325,0.0,1.4160412163187712e+24,2.1179996383200248e+23,0.0,1.216480876454273e+24,1416041216318.7708,211799963832.00244,0.0,1094832788808.8457,0.0,0.0,0.0,664382562772.3041,0.0,0.0,0.0,0.0,1416041216318.7651,211799963832.0018,0.0,489084588278.91956,0.0,0.0,0.0,-58634362242.37893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.635740003123,3978671.2410834986,1.430136876358113e-67,664989883531.707,0.0,0.0,0.0,0.0,6345280.843132574,190.57708387296094,8.083063073004074e-64,626576158707.1387,0.0,0.0,0.0,0.0,1416085399913.9822,211811299483.3731,62589821.10579339,489084601591.65967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1594438775446684e+16,0.0,0.0,0.0,19434.994897902012,0.0,0.0,0.0,-664382562772.3041,0.0,0.0,0.0,626515358941.6036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58634362242.37893,0.0,0.0,0.0,-20767138976.684196,-1.262177448353619e-18,-43622.042334381964,-1.2621774483536189e-26,-0.00043622042334381955,1.4160412163187712e+24,2.1179996383200248e+23,0.0,1.2164808980487116e+24,1416041216318.7708,211799963832.00244,0.0,1094832808243.8403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626515358941.6036,1416041216318.7651,211799963832.0018,0.0,489084588278.91956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20767138976.684196
0.16,-1,-1,1,-43616.23875299988,0.0,-0.0004361623875299988,0.0,1.4160410557516755e+24,2.1179994733651932e+23,0.0,1.216078593870352e+24,1416041055751.675,211799947336.51926,0.0,1094470734483.3165,0.0,0.0,0.0,664523130432.5616,0.0,0.0,0.0,0.0,1416041055751.6704,211799947336.5185,0.0,489084588066.9392,0.0,0.0,0.0,-59136984016.18504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1180.2598490736382,3978149.3127031475,1.5035417409283816e-67,665135691805.7917,0.0,0.0,0.0,0.0,6345223.219427366,193.4332419492004,8.082989668136335e-64,626425319708.2035,0.0,0.0,0.0,0.0,1416085399913.9824,211811299483.37305,62589821.10579337,489084601591.65985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.218613839371751e+16,0.0,0.0,0.0,19967.524554345757,0.0,0.0,0.0,-664523130432.5616,0.0,0.0,0.0,626363839178.4207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59136984016.18504,0.0,0.0,0.0,-20977672794.519882,-2.524354896707238e-18,-43616.23875299852,-2.5243548967072378e-26,-0.00043616238752998513,1.4160410557516755e+24,2.1179994733651932e+23,0.0,1.2160786160564897e+24,1416041055751.675,211799947336.51926,0.0,1094470754450.8407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626363839178.4207,1416041055751.6704,211799947336.5185,0.0,489084588066.9392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20977672794.519882
