sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-60619.59691004725,0.0,-0.0006061959691004724,0.0,1.743648364974943e+24,1.4160347800782195e+24,1.4567386016427934e+23,0.0,2221869349064.6167,1416034780078.2192,145673860164.2793,0.0,1705418890915.8455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698443693.9896,1416034780078.2173,145673860164.27905,0.0,-77247985545.22168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709430071744.5627,6550657.734010555,9065663.70006342,8.344751637706755e-64,0.0,0.0,0.0,0.0,1708227847158.4885,25181094.988527894,165656.2706029658,3.207771405077329e-63,0.0,0.0,0.0,0.0,593698451725.8896,1416085399913.9985,145682734079.84238,62589821.10579344,0.0,0.0,0.0,0.0,-186778879440964.1,0.0,0.0,0.0,-238.00571010685235,0.0,0.0,0.0,-1705418890915.8455,0.0,0.0,0.0,1706979162170.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77247985545.22168,0.0,0.0,0.0,-78808257037.40907,0.0,0.0,0.0,-1.8932661725304287e-18,-60619.5969100452,-1.8932661725304283e-26,-0.0006061959691004518,1.743648364788163e+24,1.4160347800782195e+24,1.4567386016427934e+23,0.0,2221869348826.6094,1416034780078.2192,145673860164.2793,0.0,0.0,0.0,0.0,0.0,1706979162170.0278,0.0,0.0,0.0,593698443693.9896,1416034780078.2173,145673860164.27905,0.0,0.0,0.0,0.0,0.0,-78808257037.40907,0.0,0.0,0.0
0.02,-1,-1,1,-60602.639651471305,0.0,-0.000606026396514713,0.0,1.7428178447261336e+24,1.416034753352833e+24,1.4567386022835428e+23,0.0,2220811046529.728,1416034753352.8325,145673860228.35425,0.0,1705394537784.6392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698443444.291,1416034753352.8296,145673860228.354,0.0,-78281934699.20374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709459656865.7432,6513945.461471897,9062014.61059567,8.297980886733541e-64,0.0,0.0,0.0,0.0,1708197771608.5444,25217806.50093523,165708.29036645108,3.2124484803771143e-63,0.0,0.0,0.0,0.0,593698451725.8888,1416085399913.997,145682734079.84222,62589821.10579342,0.0,0.0,0.0,0.0,-9.00163227298947e+16,0.0,0.0,0.0,-114704.61155276325,0.0,0.0,0.0,-1705394537784.6392,0.0,0.0,0.0,1706932762885.0786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78281934699.20374,0.0,0.0,0.0,-79820274504.25517,0.0,0.0,0.0,-1.8932661725304287e-18,-60602.639651469144,-1.8932661725304283e-26,-0.0006060263965146914,1.7428177547098103e+24,1.416034753352833e+24,1.4567386022835428e+23,0.0,2220810931825.1157,1416034753352.8325,145673860228.35425,0.0,0.0,0.0,0.0,0.0,1706932762885.0786,0.0,0.0,0.0,593698443444.291,1416034753352.8296,145673860228.354,0.0,0.0,0.0,0.0,0.0,-79820274504.25517,0.0,0.0,0.0
0.04,-1,-1,1,-60585.291304614824,0.0,-0.0006058529130461482,0.0,1.7419682494228184e+24,1.4160347263683375e+24,1.4567386029341047e+23,0.0,2219728437328.5474,1416034726368.3372,145673860293.41043,0.0,1705369211266.4106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698443183.3562,1416034726368.334,145673860293.41025,0.0,-79339217121.22133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709489485065.9373,6477118.240260163,9058335.306670366,8.251063704345388e-64,0.0,0.0,0.0,0.0,1708167424350.804,25254632.956624947,165760.98063802777,3.2171401988190286e-63,0.0,0.0,0.0,0.0,593698451725.8882,1416085399913.996,145682734079.84198,62589821.1057934,0.0,0.0,0.0,0.0,-3.34372940870005e+17,0.0,0.0,0.0,-426079.594601252,0.0,0.0,0.0,-1705369211266.4106,0.0,0.0,0.0,1706885706500.7334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79339217121.22133,0.0,0.0,0.0,-80856138435.13496,0.0,0.0,0.0,-2.524354896707238e-18,-60585.29130461274,-2.5243548967072378e-26,-0.0006058529130461274,1.7419679150498766e+24,1.4160347263683375e+24,1.4567386029341047e+23,0.0,2219728011248.9517,1416034726368.3372,145673860293.41043,0.0,0.0,0.0,0.0,0.0,1706885706500.7334,0.0,0.0,0.0,593698443183.3562,1416034726368.334,145673860293.41025,0.0,0.0,0.0,0.0,0.0,-80856138435.13496,0.0,0.0,0.0
0.06,-1,-1,1,-60567.53249970605,0.0,-0.0006056753249970604,0.0,1.7410983508639885e+24,1.4160346991230386e+24,1.4567386035921333e+23,0.0,2218619956408.0337,1416034699123.038,145673860359.2133,0.0,1705342830077.0095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698442910.4377,1416034699123.035,145673860359.21307,0.0,-80421316579.41316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709519552400.4597,6440182.203898044,9054626.323684774,8.204007906335248e-64,0.0,0.0,0.0,0.0,1708136808768.693,25291568.222174745,165814.28614542674,3.2218457788237314e-63,0.0,0.0,0.0,0.0,593698451725.8889,1416085399913.9966,145682734079.8424,62589821.1057934,0.0,0.0,0.0,0.0,-1.9796341389403008e+17,0.0,0.0,0.0,-252257.76618880304,0.0,0.0,0.0,-1705342830077.0095,0.0,0.0,0.0,1706837982293.6514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80421316579.41316,0.0,0.0,0.0,-81916721053.82202,0.0,0.0,0.0,-6.310887241768095e-19,-60567.532499704095,-6.3108872417680944e-27,-0.0006056753249970409,1.741098152900576e+24,1.4160346991230386e+24,1.4567386035921333e+23,0.0,2218619704150.2695,1416034699123.038,145673860359.2133,0.0,0.0,0.0,0.0,0.0,1706837982293.6514,0.0,0.0,0.0,593698442910.4377,1416034699123.035,145673860359.21307,0.0,0.0,0.0,0.0,0.0,-81916721053.82202,0.0,0.0,0.0
0.08,-1,-1,1,-60549.34678648676,0.0,-0.0006054934678648675,0.0,1.7402073340063035e+24,1.4160346716108425e+24,1.4567386042570964e+23,0.0,2217484565187.328,1416034671610.842,145673860425.7096,0.0,1705315346779.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698442624.8086,1416034671610.84,145673860425.7094,0.0,-81529224216.5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709549863098.5928,6403137.7171328375,9050887.162114361,8.156813959266404e-64,0.0,0.0,0.0,0.0,1708105919919.0073,25328611.932818014,165868.1921059055,3.2265651737349114e-63,0.0,0.0,0.0,0.0,593698451725.887,1416085399913.9954,145682734079.84164,62589821.105793394,0.0,0.0,0.0,0.0,3.3834695481671917e+17,0.0,0.0,0.0,431143.5398085108,0.0,0.0,0.0,-1705315346779.1035,0.0,0.0,0.0,1706789569264.0117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81529224216.5844,0.0,0.0,0.0,-83003015557.95271,0.0,0.0,0.0,-6.310887241768095e-19,-60549.34678648493,-6.3108872417680944e-27,-0.0006054934678648492,1.740207672353258e+24,1.4160346716108425e+24,1.4567386042570964e+23,0.0,2217484996330.8677,1416034671610.842,145673860425.7096,0.0,0.0,0.0,0.0,0.0,1706789569264.0117,0.0,0.0,0.0,593698442624.8086,1416034671610.84,145673860425.7094,0.0,0.0,0.0,0.0,0.0,-83003015557.95271,0.0,0.0,0.0
0.1,-1,-1,1,-60530.72525142303,0.0,-0.0006053072525142303,0.0,1.7392953992580288e+24,1.4160346438143148e+24,1.456738604932335e+23,0.0,2216322519039.5845,1416034643814.3145,145673860493.23346,0.0,1705286797006.4614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698442325.8948,1416034643814.3118,145673860493.23322,0.0,-82662720292.77228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709580441357.0073,6365970.252894583,9047114.802507658,8.109463357815105e-64,0.0,0.0,0.0,0.0,1708074732463.9514,25365778.615291703,165922.77502163526,3.231300234085014e-63,0.0,0.0,0.0,0.0,593698451725.8883,1416085399913.996,145682734079.84186,62589821.10579341,0.0,0.0,0.0,0.0,5.1778679207239816e+16,0.0,0.0,0.0,65979.73684176212,0.0,0.0,0.0,-1705286797006.4614,0.0,0.0,0.0,1706740421765.6543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82662720292.77228,0.0,0.0,0.0,-84116279072.22835,0.0,0.0,0.0,-1.8932661725304287e-18,-60530.72525142075,-1.8932661725304283e-26,-0.0006053072525142075,1.7392954510367095e+24,1.4160346438143148e+24,1.456738604932335e+23,0.0,2216322585019.323,1416034643814.3145,145673860493.23346,0.0,0.0,0.0,0.0,0.0,1706740421765.6543,0.0,0.0,0.0,593698442325.8948,1416034643814.3118,145673860493.23322,0.0,0.0,0.0,0.0,0.0,-84116279072.22835,0.0,0.0,0.0
0.12,-1,-1,1,-60511.64144411733,0.0,-0.0006051164144411733,0.0,1.7383606734132156e+24,1.4160346157357106e+24,1.4567386056135724e+23,0.0,2215131431004.814,1416034615735.7102,145673860561.3572,0.0,1705257050865.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698442012.6823,1416034615735.7065,145673860561.357,0.0,-83824061873.43607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709611274924.8037,6328692.320871149,9043310.834612632,8.061972041293526e-64,0.0,0.0,0.0,0.0,1708043258196.7603,25403055.76014212,165977.935286078,3.236049365942752e-63,0.0,0.0,0.0,0.0,593698451725.8884,1416085399913.9963,145682734079.8422,62589821.10579341,0.0,0.0,0.0,0.0,4.911143115504761e+16,0.0,0.0,0.0,62580.957126447596,0.0,0.0,0.0,-1705257050865.5667,0.0,0.0,0.0,1706690535854.5723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83824061873.43607,0.0,0.0,0.0,-85257484281.48354,0.0,0.0,0.0,-1.8932661725304287e-18,-60511.64144411545,-1.8932661725304283e-26,-0.0006051164144411544,1.7383607225246476e+24,1.4160346157357106e+24,1.4567386056135724e+23,0.0,2215131493585.7725,1416034615735.7102,145673860561.3572,0.0,0.0,0.0,0.0,0.0,1706690535854.5723,0.0,0.0,0.0,593698442012.6823,1416034615735.7065,145673860561.357,0.0,0.0,0.0,0.0,0.0,-85257484281.48354,0.0,0.0,0.0
0.14,-1,-1,1,-60492.079041686244,0.0,-0.0006049207904168624,0.0,1.737402547060863e+24,1.416034587366136e+24,1.4567386063016087e+23,0.0,2213910524532.164,1416034587366.1355,145673860630.16083,0.0,1705226078845.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698441684.3448,1416034587366.1326,145673860630.16055,0.0,-85013995997.19423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709642373235.7134,6291301.711974792,9039474.098113284,8.014337197665363e-64,0.0,0.0,0.0,0.0,1708011486781.8752,25440445.57638312,166033.6856369186,3.2408128505117705e-63,0.0,0.0,0.0,0.0,593698451725.8883,1416085399913.9958,145682734079.8421,62589821.10579341,0.0,0.0,0.0,0.0,-2.692232424620766e+16,0.0,0.0,0.0,-34306.16416119403,0.0,0.0,0.0,-1705226078845.0125,0.0,0.0,0.0,1706639881765.0205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85013995997.19423,0.0,0.0,0.0,-86427833223.36572,0.0,0.0,0.0,-1.8932661725304287e-18,-60492.07904168436,-1.8932661725304283e-26,-0.0006049207904168435,1.7374025201385407e+24,1.416034587366136e+24,1.4567386063016087e+23,0.0,2213910490226.0024,1416034587366.1355,145673860630.16083,0.0,0.0,0.0,0.0,0.0,1706639881765.0205,0.0,0.0,0.0,593698441684.3448,1416034587366.1326,145673860630.16055,0.0,0.0,0.0,0.0,0.0,-86427833223.36572,0.0,0.0,0.0
0.16,-1,-1,1,-60472.01458668873,0.0,-0.0006047201458668873,0.0,1.736419784847777e+24,1.416034558696619e+24,1.4567386069947043e+23,0.0,2212658225454.818,1416034558696.619,145673860699.4704,0.0,1705193807927.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698441339.8623,1416034558696.6157,145673860699.4702,0.0,-86234023812.14456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709673741526.5693,6253796.622543781,9035603.990107518,7.966556531420961e-64,0.0,0.0,0.0,0.0,1707979412136.6704,25477949.86760917,166089.99195432424,3.2455909173430435e-63,0.0,0.0,0.0,0.0,593698451725.8887,1416085399913.9956,145682734079.84232,62589821.10579342,0.0,0.0,0.0,0.0,-2.312799023707397e+16,0.0,0.0,0.0,-29471.17873388354,0.0,0.0,0.0,-1705193807927.103,0.0,0.0,0.0,1706588431575.0369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86234023812.14456,0.0,0.0,0.0,-87628676931.25981,0.0,0.0,0.0,-1.262177448353619e-18,-60472.0145866871,-1.2621774483536189e-26,-0.0006047201458668709,1.736419761719788e+24,1.416034558696619e+24,1.4567386069947043e+23,0.0,2212658195983.6406,1416034558696.619,145673860699.4704,0.0,0.0,0.0,0.0,0.0,1706588431575.0369,0.0,0.0,0.0,593698441339.8623,1416034558696.6157,145673860699.4702,0.0,0.0,0.0,0.0,0.0,-87628676931.25981,0.0,0.0,0.0
