sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-42685.93760003606,0.0,-0.0004268593760003605,0.0,1.416029151017333e+24,7.791711482238355e+22,6.159477091738998e+23,0.0,1416029151017.3325,77917114822.38353,1170300647430.4094,0.0,0.0,0.0,1129456523649.747,0.0,0.0,0.0,0.0,0.0,1416029151017.3303,77917114822.38336,700891750736.0135,0.0,0.0,0.0,-660047626955.3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3806862467508956e-65,265379.93383882777,2300732.0838492876,1136335374228.6523,0.0,0.0,0.0,0.0,3.8732122853160903e-63,30404715.55811437,0.05691316228247258,1761223471623.0269,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.0056,77921022499.12787,700895901071.9366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40202286878.69876,0.0,0.0,0.0,-0.07638434506952763,0.0,0.0,0.0,-1129456523649.747,0.0,0.0,0.0,1740701872487.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660047626955.3511,0.0,0.0,0.0,-1271292975792.7942,-42685.937600034245,-6.310887241768095e-19,-0.00042685937600034243,-6.3108872417680944e-27,0.0,1.416029151017333e+24,7.791711482238355e+22,6.159477091738596e+23,0.0,1416029151017.3325,77917114822.38353,1170300647430.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740701872487.1135,0.0,1416029151017.3303,77917114822.38336,700891750736.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1271292975792.7942
0.02,-1,-1,1,0.0,-42665.04291483319,0.0,-0.0004266504291483318,0.0,1.4160291443665441e+24,7.791710595055468e+22,6.152613259355441e+23,0.0,1416029144366.5437,77917105950.55466,1168996519277.5337,0.0,0.0,0.0,1129052651458.6128,0.0,0.0,0.0,0.0,0.0,1416029144366.5413,77917105950.5545,700891743349.9268,0.0,0.0,0.0,-660947875531.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.382239384714291e-65,265501.8547589264,2302136.5516336253,1135940886181.1423,0.0,0.0,0.0,0.0,3.8731346284145574e-63,30404105.973910086,0.05773199838180641,1761288392120.2803,0.0,0.0,0.0,0.0,62589821.105793424,1416085399914.0051,77921022499.12776,700895901071.9359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-305378473547140.3,0.0,0.0,0.0,-580.2190997395664,0.0,0.0,0.0,-1129052651458.6128,0.0,0.0,0.0,1740745012253.9556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660947875531.005,0.0,0.0,0.0,-1272640236906.566,-42665.04291483158,-1.262177448353619e-18,-0.0004266504291483157,-1.2621774483536189e-26,0.0,1.4160291443665441e+24,7.791710595055468e+22,6.15261325630166e+23,0.0,1416029144366.5437,77917105950.55466,1168996518697.3152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740745012253.9556,0.0,1416029144366.5413,77917105950.5545,700891743349.9268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1272640236906.566
0.04,-1,-1,1,0.0,-42643.97032884829,0.0,-0.00042643970328848287,0.0,1.4160291376589235e+24,7.791709699240594e+22,6.145690989152499e+23,0.0,1416029137658.923,77917096992.40591,1167681287938.9746,0.0,0.0,0.0,1128645291766.4146,0.0,0.0,0.0,0.0,0.0,1416029137658.9214,77917096992.40578,700891735897.7305,0.0,0.0,0.0,-661855739725.1714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.383805113023976e-65,265624.76401847956,2303553.1533570345,1135542990016.7341,0.0,0.0,0.0,0.0,3.873056341995688e-63,30403491.448173255,0.05857818723769207,1761353633208.9658,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.0042,77921022499.12782,700895901071.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1290193049400849.0,0.0,0.0,0.0,-2451.3667938616127,0.0,0.0,0.0,-1128645291766.4146,0.0,0.0,0.0,1740788290846.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661855739725.1714,0.0,0.0,0.0,-1273998741256.6929,-42643.97032884678,-1.262177448353619e-18,-0.00042643970328846775,-1.2621774483536189e-26,0.0,1.4160291376589235e+24,7.791709699240594e+22,6.145690976250573e+23,0.0,1416029137658.923,77917096992.40591,1167681285487.6086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740788290846.572,0.0,1416029137658.9214,77917096992.40578,700891735897.7305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1273998741256.6929
0.06,-1,-1,1,0.0,-42622.71550456704,0.0,-0.0004262271550456703,0.0,1.4160291308930962e+24,7.791708794580686e+22,6.138708850389464e+23,0.0,1416029130893.096,77917087945.80685,1166354681573.998,0.0,0.0,0.0,1128234359109.0955,0.0,0.0,0.0,0.0,0.0,1416029130893.0938,77917087945.80666,700891728377.8186,0.0,0.0,0.0,-662771405912.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3853837337291187e-65,265748.685328286,2304982.186914174,1135141602213.0825,0.0,0.0,0.0,0.0,3.8729774109570094e-63,30402871.86235398,0.05945314826220925,1761419203357.1682,0.0,0.0,0.0,0.0,62589821.10579342,1416085399914.0051,77921022499.128,700895901071.9368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-770355701328892.6,0.0,0.0,0.0,-1463.6758325248957,0.0,0.0,0.0,-1128234359109.0955,0.0,0.0,0.0,1740831712339.3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,662771405912.9153,0.0,0.0,0.0,-1275368760606.8855,-42622.715504565385,-1.262177448353619e-18,-0.0004262271550456538,-1.2621774483536189e-26,0.0,1.4160291308930962e+24,7.791708794580686e+22,6.138708842685907e+23,0.0,1416029130893.096,77917087945.80685,1166354680110.3223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740831712339.3914,0.0,1416029130893.0938,77917087945.80666,700891728377.8186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1275368760606.8855
0.08,-1,-1,1,0.0,-42601.273893781276,0.0,-0.00042601273893781266,0.0,1.4160291240675854e+24,7.791707880853885e+22,6.131665355497597e+23,0.0,1416029124067.585,77917078808.53883,1165016417544.5432,0.0,0.0,0.0,1127819764564.8972,0.0,0.0,0.0,0.0,0.0,1416029124067.5815,77917078808.53865,700891720788.4834,0.0,0.0,0.0,-663695067808.8373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3869755777073045e-65,265873.64466217556,2306423.962291711,1134736635866.81,0.0,0.0,0.0,0.0,3.872897818754656e-63,30402247.08658751,0.06035839668257337,1761485111373.2888,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.0051,77921022499.12785,700895901071.9362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1240059551967210.0,0.0,0.0,0.0,-2356.113148737699,0.0,0.0,0.0,-1127819764564.8972,0.0,0.0,0.0,1740875280828.5798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663695067808.8373,0.0,0.0,0.0,-1276750586428.6328,-42601.2738937798,-6.310887241768095e-19,-0.0004260127389377979,-6.3108872417680944e-27,0.0,1.4160291240675854e+24,7.791707880853885e+22,6.131665343097e+23,0.0,1416029124067.585,77917078808.53883,1165016415188.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740875280828.5798,0.0,1416029124067.5815,77917078808.53865,700891720788.4834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1276750586428.6328
0.1,-1,-1,1,0.0,-42579.640791743484,0.0,-0.0004257964079174348,0.0,1.416029117180902e+24,7.791706957828906e+22,6.124558952636661e+23,0.0,1416029117180.9016,77917069578.28905,1163666201000.9653,0.0,0.0,0.0,1127401415331.914,0.0,0.0,0.0,0.0,0.0,1416029117180.9006,77917069578.28886,700891713127.9886,0.0,0.0,0.0,-664626927458.9369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.388580970598977e-65,265999.6675828613,2307878.802987676,1134328000281.559,0.0,0.0,0.0,0.0,3.8728175491065935e-63,30401616.993064154,0.061295552454782465,1761551366460.954,0.0,0.0,0.0,0.0,62589821.10579344,1416085399914.0051,77921022499.12784,700895901071.9363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91769184073139.19,0.0,0.0,0.0,-174.36144973896444,0.0,0.0,0.0,-1127401415331.914,0.0,0.0,0.0,1740919000759.2156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664626927458.9369,0.0,0.0,0.0,-1278144513060.5986,-42579.64079174212,-1.262177448353619e-18,-0.00042579640791742113,-1.2621774483536189e-26,0.0,1.416029117180902e+24,7.791706957828906e+22,6.124558951718974e+23,0.0,1416029117180.9016,77917069578.28905,1163666200826.6047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740919000759.2156,0.0,1416029117180.9006,77917069578.28886,700891713127.9886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1278144513060.5986
0.12,-1,-1,1,0.0,-42557.81126181731,0.0,-0.000425578112618173,0.0,1.4160291102314513e+24,7.791706025264546e+22,6.117388026628852e+23,0.0,1416029110231.451,77917060252.64545,1162303725059.4817,0.0,0.0,0.0,1126979214721.9858,0.0,0.0,0.0,0.0,0.0,1416029110231.4485,77917060252.64526,700891705394.4845,0.0,0.0,0.0,-665567195056.9896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3902002708649504e-65,266126.7822294487,2309347.0459971232,1133915600960.0767,0.0,0.0,0.0,0.0,3.872736584089791e-63,30400981.44109378,0.062266349354392535,1761617978207.1987,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.0051,77921022499.12775,700895901071.9353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90431836622914.22,0.0,0.0,0.0,-171.82048958353698,0.0,0.0,0.0,-1126979214721.9858,0.0,0.0,0.0,1740962876599.8997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665567195056.9896,0.0,0.0,0.0,-1279550857106.7214,-42557.81126181581,-1.262177448353619e-18,-0.0004255781126181581,-1.2621774483536189e-26,0.0,1.4160291102314513e+24,7.791706025264546e+22,6.117388025724532e+23,0.0,1416029110231.451,77917060252.64545,1162303724887.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1740962876599.8997,0.0,1416029110231.4485,77917060252.64526,700891705394.4845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1279550857106.7214
0.14,-1,-1,1,0.0,-42535.780178469904,0.0,-0.000425357801784699,0.0,1.4160291032176004e+24,7.791705082909005e+22,6.110150891073982e+23,0.0,1416029103217.6,77917050829.09003,1160928669304.0564,0.0,0.0,0.0,1126553061741.9292,0.0,0.0,0.0,0.0,0.0,1416029103217.598,77917050829.08981,700891697586.0765,0.0,0.0,0.0,-666516090023.9502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3918338378642173e-65,266255.0168115418,2310829.0432321206,1133499339196.76,0.0,0.0,0.0,0.0,3.8726549057362925e-63,30400340.289632503,0.06327265097889254,1761684956634.5273,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0051,77921022499.12804,700895901071.9373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89090730623391.12,0.0,0.0,0.0,-169.27238818444312,0.0,0.0,0.0,-1126553061741.9292,0.0,0.0,0.0,1741006913150.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666516090023.9502,0.0,0.0,0.0,-1280969941602.078,-42535.78017846849,-1.262177448353619e-18,-0.0004253578017846849,-1.2621774483536189e-26,0.0,1.4160291032176004e+24,7.791705082909005e+22,6.11015089018308e+23,0.0,1416029103217.6,77917050829.09003,1160928669134.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741006913150.788,0.0,1416029103217.598,77917050829.08981,700891697586.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1280969941602.078
0.16,-1,-1,1,0.0,-42513.54218408911,0.0,-0.00042513542184089104,0.0,1.4160290961376348e+24,7.791704130499202e+22,6.102845786016223e+23,0.0,1416029096137.6345,77917041304.992,1159540699343.0823,0.0,0.0,0.0,1126122850940.9275,0.0,0.0,0.0,0.0,0.0,1416029096137.633,77917041304.99176,700891689700.7635,0.0,0.0,0.0,-667473841298.6064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3934820509955045e-65,266384.40111186146,2312325.1620440437,1133079111928.0552,0.0,0.0,0.0,0.0,3.872572495076161e-63,30399693.38977168,0.06431646807409183,1761752312210.1973,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0051,77921022499.12767,700895901071.9355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87746845283790.66,0.0,0.0,0.0,-166.7190060392022,0.0,0.0,0.0,-1126122850940.9275,0.0,0.0,0.0,1741051115392.7764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667473841298.6064,0.0,0.0,0.0,-1282402105917.174,-42513.542184087455,0.0,-0.0004251354218408745,0.0,0.0,1.4160290961376348e+24,7.791704130499202e+22,6.102845785138756e+23,0.0,1416029096137.6345,77917041304.992,1159540699176.3635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741051115392.7764,0.0,1416029096137.633,77917041304.99176,700891689700.7635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1282402105917.174
