sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-31873.122945554544,0.0,-0.0003187312294555454,1.9363241398231984e+22,5.213549418689864e+23,0.0,6.31742183062832e+23,19363241398.23198,521354941868.98627,0.0,1448645677693.585,0.0,0.0,0.0,1220525654115.6445,0.0,0.0,0.0,0.0,19363241398.231945,521354941868.9848,0.0,272833788119.21002,0.0,0.0,0.0,-44713764541.26856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42045429598.7688,0.0,0.0,0.0,-0.09641422005370259,0.0,0.0,0.0,-1220525654115.6445,0.0,0.0,0.0,1219840100001.9255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44713764541.26856,0.0,0.0,0.0,-44028210427.64642,-31873.12294555275,1.3089269903411887e-18,-0.00031873122945552744,1.3089269903411886e-26,1.9363241398231984e+22,5.213549418689864e+23,0.0,6.317421830627904e+23,19363241398.23198,521354941868.98627,0.0,1448645677693.4897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219840100001.9255,19363241398.231945,521354941868.9848,0.0,272833788119.21002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44028210427.64642,0.0,0.0,0.0,0.0,13301195.316098634,421365.6510076311,5.367613336128592e-65,1221429385665.5056,0.0,0.0,0.0,0.0,370396.8079583309,5949271.771879235,7.578599245360628e-64,1220208833948.8223,0.0,0.0,0.0,0.0,19365860050.0865,521424166644.7023,23046523.403540112,272833792469.01395
0.029333333333333336,-1,-1,1,0.0,-31866.616733984643,0.0,-0.0003186661673398464,1.9363241342255172e+22,5.213549308361335e+23,0.0,6.315650959976028e+23,19363241342.25517,521354930836.13336,0.0,1448239599995.281,0.0,0.0,0.0,1220537196083.188,0.0,0.0,0.0,0.0,19363241342.25514,521354930836.1321,0.0,272833788027.62668,0.0,0.0,0.0,-45131384115.53517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2493210449923585.0,0.0,0.0,0.0,5717.171717664227,0.0,0.0,0.0,-1220537196083.188,0.0,0.0,0.0,1219816685300.6125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45131384115.53517,0.0,0.0,0.0,-44410867615.787346,-31866.616733982766,9.93382628252784e-19,-0.0003186661673398276,9.933826282527838e-27,1.9363241342255172e+22,5.213549308361335e+23,0.0,6.315650984908129e+23,19363241342.25517,521354930836.13336,0.0,1448239605712.4521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219816685300.6125,19363241342.25514,521354930836.1321,0.0,272833788027.62668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44410867615.787346,0.0,0.0,0.0,0.0,13300954.965643842,419738.5865118888,5.346885337901955e-65,1221449498378.508,0.0,0.0,0.0,0.0,370178.72337763937,5950898.826412513,7.58067204518333e-64,1220188677497.7551,0.0,0.0,0.0,0.0,19365860050.086514,521424166644.7025,23046523.403540097,272833792469.01416
0.05866666666666667,-1,-1,1,0.0,-31859.95910588523,0.0,-0.0003185995910588523,1.93632412888003e+22,5.213549197570789e+23,0.0,6.313838905645264e+23,19363241288.800293,521354919757.0788,0.0,1447824078482.8057,0.0,0.0,0.0,1220548765665.0422,0.0,0.0,0.0,0.0,19363241288.800262,521354919757.07764,0.0,272833787932.1158,0.0,0.0,0.0,-45558475114.352776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-743644760839502.2,0.0,0.0,0.0,-1705.2490674387664,0.0,0.0,0.0,-1220548765665.0422,0.0,0.0,0.0,1219792968720.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45558475114.352776,0.0,0.0,0.0,-44802679874.899956,-31859.95910588359,1.3089269903411887e-18,-0.00031859959105883586,1.3089269903411886e-26,1.93632412888003e+22,5.213549197570789e+23,0.0,6.313838898208814e+23,19363241288.800293,521354919757.0788,0.0,1447824076777.5562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219792968720.34,19363241288.800262,521354919757.07764,0.0,272833787932.1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44802679874.899956,0.0,0.0,0.0,0.0,13300699.147096625,418113.1044040113,5.326177535543675e-65,1221469833058.0142,0.0,0.0,0.0,0.0,369971.04541522014,5952524.298561794,7.582742825419215e-64,1220168297146.233,0.0,0.0,0.0,0.0,19365860050.086555,521424166644.7024,23046523.40354012,272833792469.01437
0.08800000000000001,-1,-1,1,0.0,-31853.14205802109,0.0,-0.00031853142058021084,1.9363241237807083e+22,5.213549086294872e+23,0.0,6.311983448337844e+23,19363241237.80708,521354908629.48706,0.0,1447398604249.7085,0.0,0.0,0.0,1220560353109.2131,0.0,0.0,0.0,0.0,19363241237.807037,521354908629.48596,0.0,272833787832.39706,0.0,0.0,0.0,-45995536691.90375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1895848486911322.0,0.0,0.0,0.0,-4347.363196186721,0.0,0.0,0.0,-1220560353109.2131,0.0,0.0,0.0,1219768945579.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45995536691.90375,0.0,0.0,0.0,-45204133509.611046,-31853.142058019337,1.1511548092969864e-18,-0.00031853142058019333,1.1511548092969862e-26,1.9363241237807083e+22,5.213549086294872e+23,0.0,6.31198342937936e+23,19363241237.80708,521354908629.48706,0.0,1447398599902.3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219768945579.559,19363241237.807037,521354908629.48596,0.0,272833787832.39706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45204133509.611046,0.0,0.0,0.0,0.0,13300428.124051962,416488.99518178566,5.305487261707236e-65,1221490390193.8167,0.0,0.0,0.0,0.0,369773.5004404248,5954148.3978279745,7.584811852802915e-64,1220147692355.3484,0.0,0.0,0.0,0.0,19365860050.086517,521424166644.70215,23046523.40354011,272833792469.01395
0.11733333333333335,-1,-1,1,0.0,-31846.157191431917,0.0,-0.0003184615719143191,1.9363241189232488e+22,5.213548974511865e+23,0.0,6.31008230739749e+23,19363241189.232483,521354897451.1864,0.0,1446962654319.5366,0.0,0.0,0.0,1220571949030.657,0.0,0.0,0.0,0.0,19363241189.232445,521354897451.18494,0.0,272833787728.16687,0.0,0.0,0.0,-46443082439.28638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1827177488511721.0,0.0,0.0,0.0,-4189.89398219157,0.0,0.0,0.0,-1220571949030.657,0.0,0.0,0.0,1219744610249.9653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46443082439.28638,0.0,0.0,0.0,-45615747848.48889,-31846.157191430164,1.3089269903411887e-18,-0.0003184615719143016,1.3089269903411886e-26,1.9363241189232488e+22,5.213548974511865e+23,0.0,6.310082289125714e+23,19363241189.232483,521354897451.1864,0.0,1446962650129.6423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219744610249.9653,19363241189.232445,521354897451.18494,0.0,272833787728.16687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45615747848.48889,0.0,0.0,0.0,0.0,13300142.081207175,414866.081491852,5.284812258744198e-65,1221511170938.9138,0.0,0.0,0.0,0.0,369585.8787440537,5955771.3015633505,7.586879353099258e-64,1220126861920.7205,0.0,0.0,0.0,0.0,19365860050.08647,521424166644.7021,23046523.403540112,272833792469.01358
0.14666666666666667,-1,-1,1,0.0,-31838.995373360878,0.0,-0.0003183899537336087,1.9363241143021957e+22,5.2135488621958197e+23,0.0,6.308133002786658e+23,19363241143.021954,521354886219.58185,0.0,1446515659995.792,0.0,0.0,0.0,1220583543335.8318,0.0,0.0,0.0,0.0,19363241143.021923,521354886219.58093,0.0,272833787619.0904,0.0,0.0,0.0,-46901670959.129295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1757042694497499.0,0.0,0.0,0.0,-4029.068143853452,0.0,0.0,0.0,-1220583543335.8318,0.0,0.0,0.0,1219719956495.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46901670959.129295,0.0,0.0,0.0,-46038088147.87578,-31838.99537335913,9.93382628252784e-19,-0.0003183899537335912,9.933826282527838e-27,1.9363241143021957e+22,5.2135488621958197e+23,0.0,6.308132985216232e+23,19363241143.021954,521354886219.58185,0.0,1446515655966.7239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219719956495.5105,19363241143.021923,521354886219.58093,0.0,272833787619.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46038088147.87578,0.0,0.0,0.0,0.0,13299841.237487776,413244.13418619893,5.264149609282275e-65,1221532176661.4055,0.0,0.0,0.0,0.0,369407.93137590075,5957393.238914549,7.588945618045512e-64,1220105804421.446,0.0,0.0,0.0,0.0,19365860050.086487,521424166644.70233,23046523.403540112,272833792469.01398
0.17600000000000002,-1,-1,1,0.0,-31831.646785330042,0.0,-0.00031831646785330034,1.9363241099121935e+22,5.2135487493212485e+23,0.0,6.30613286205589e+23,19363241099.12193,521354874932.1247,0.0,1446057008460.0725,0.0,0.0,0.0,1220595124951.6028,0.0,0.0,0.0,0.0,19363241099.1219,521354874932.1232,0.0,272833787504.7984,0.0,0.0,0.0,-47371903996.32899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1685594562248671.8,0.0,0.0,0.0,-3865.2306944373995,0.0,0.0,0.0,-1220595124951.6028,0.0,0.0,0.0,1219694977823.9824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47371903996.32899,0.0,0.0,0.0,-46471760733.94024,-31831.64678532845,1.3089269903411887e-18,-0.0003183164678532844,1.3089269903411886e-26,1.9363241099121935e+22,5.2135487493212485e+23,0.0,6.306132845199948e+23,19363241099.12193,521354874932.1247,0.0,1446057004594.8425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219694977823.9824,19363241099.1219,521354874932.1232,0.0,272833787504.7984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46471760733.94024,0.0,0.0,0.0,0.0,13299525.808000173,411622.941008947,5.243496611277829e-65,1221553408634.9841,0.0,0.0,0.0,0.0,369239.4153426559,5959014.422136155,7.591010917845993e-64,1220084518530.332,0.0,0.0,0.0,0.0,19365860050.086494,521424166644.7021,23046523.4035401,272833792469.01373
0.20533333333333337,-1,-1,1,0.0,-31824.10083140252,0.0,-0.00031824100831402517,1.936324105747729e+22,5.2135486358617464e+23,0.0,6.304079001141839e+23,19363241057.477287,521354863586.1745,0.0,1445586038368.8716,0.0,0.0,0.0,1220606681884.8003,0.0,0.0,0.0,0.0,19363241057.477253,521354863586.17334,0.0,272833787384.8877,0.0,0.0,0.0,-47854430900.816086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1612997996741074.8,0.0,0.0,0.0,-3698.7597769373097,0.0,0.0,0.0,-1220606681884.8003,0.0,0.0,0.0,1219669667275.9666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47854430900.816086,0.0,0.0,0.0,-46917419990.74338,-31824.10083140073,1.1511548092969864e-18,-0.0003182410083140073,1.1511548092969862e-26,1.936324105747729e+22,5.2135486358617464e+23,0.0,6.304078985011851e+23,19363241057.477287,521354863586.1745,0.0,1445586034670.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219669667275.9666,19363241057.477253,521354863586.17334,0.0,272833787384.8877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46917419990.74338,0.0,0.0,0.0,0.0,13299196.010015063,410002.28727560345,5.222850531889747e-65,1221574868190.0854,0.0,0.0,0.0,0.0,369080.08415827533,5960635.065911357,7.593075525784857e-64,1220063002862.3452,0.0,0.0,0.0,0.0,19365860050.0866,521424166644.70233,23046523.403540112,272833792469.01468
0.2346666666666667,-1,-1,1,0.0,-31816.346058302275,0.0,-0.0003181634605830227,1.9363241018030897e+22,5.213548521789946e+23,0.0,6.301968302625357e+23,19363241018.03089,521354852178.9945,0.0,1445102034867.9514,0.0,0.0,0.0,1220618201121.5469,0.0,0.0,0.0,0.0,19363241018.030857,521354852178.99316,0.0,272833787258.90738,0.0,0.0,0.0,-48349953512.50279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1539425622677707.8,0.0,0.0,0.0,-3530.051236425061,0.0,0.0,0.0,-1220618201121.5469,0.0,0.0,0.0,1219644017383.1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48349953512.50279,0.0,0.0,0.0,-47375773304.129776,-31816.346058300624,1.1511548092969864e-18,-0.0003181634605830062,1.1511548092969862e-26,1.9363241018030897e+22,5.213548521789946e+23,0.0,6.301968287231102e+23,19363241018.03089,521354852178.9945,0.0,1445102031337.9004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219644017383.1243,19363241018.030857,521354852178.99316,0.0,272833787258.90738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47375773304.129776,0.0,0.0,0.0,0.0,13298852.06319213,408381.9560492218,5.202208609735393e-65,1221596556713.4517,0.0,0.0,0.0,0.0,368929.6876260524,5962255.387175757,7.595139718000334e-64,1220041255975.042,0.0,0.0,0.0,0.0,19365860050.086464,521424166644.70197,23046523.403540116,272833792469.01343
