sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-54539.08339878028,0.0,-0.0005453908339878027,0.0,1.8660823041804723e+24,1.9980959002526993e+23,1.4160297581004013e+24,0.0,1788222491336.9578,199809590025.26987,1416029758100.401,0.0,1346829036763.5261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053190961.60016,199809590025.26926,1416029758100.3977,0.0,-66659736388.168434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-209967746112.6446,0.0,0.0,0.0,-0.20120711997151375,0.0,0.0,0.0,-1346829036763.5261,0.0,0.0,0.0,2139880033921.3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66659736388.168434,0.0,0.0,0.0,-859710733546.2015,0.0,0.0,0.0,1.2535955045214295e-17,-54539.08339877794,1.2535955045214294e-25,-0.0005453908339877793,1.8660823041802632e+24,1.9980959002526993e+23,1.4160297581004013e+24,0.0,1788222491336.757,199809590025.26987,1416029758100.401,0.0,0.0,0.0,0.0,0.0,2139880033921.3567,0.0,0.0,0.0,508053190961.60016,199809590025.26926,1416029758100.3977,0.0,0.0,0.0,0.0,0.0,-859710733546.2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350905287551.51,11794972.998740565,4095752.2134912666,5.217499387393607e-64,0.0,0.0,0.0,0.0,2149808915060.5535,8752737.737155365,36388689.127751775,4.6354906827020393e-63,0.0,0.0,0.0,0.0,508053905810.7541,199820552509.56033,1416085781024.5903,62589837.950572275
0.02,-1,-1,1,-54527.05747660285,0.0,-0.0005452705747660284,0.0,1.865299053493831e+24,1.998095704925208e+23,1.4160297515163287e+24,0.0,1787471920747.9382,199809570492.52075,1416029751516.3284,0.0,1346543039913.8022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053187128.7342,199809570492.52026,1416029751516.3267,0.0,-67124306294.597336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2464920956437652.5,0.0,0.0,0.0,-2362.075393885374,0.0,0.0,0.0,-1346543039913.8022,0.0,0.0,0.0,2140538934523.6482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67124306294.597336,0.0,0.0,0.0,-861120203266.5189,0.0,0.0,0.0,1.1273777596860676e-17,-54527.05747660062,1.1273777596860675e-25,-0.0005452705747660061,1.8652990510289091e+24,1.998095704925208e+23,1.4160297515163287e+24,0.0,1787471918385.862,199809570492.52075,1416029751516.3284,0.0,0.0,0.0,0.0,0.0,2140538934523.6482,0.0,0.0,0.0,508053187128.7342,199809570492.52026,1416029751516.3267,0.0,0.0,0.0,0.0,0.0,-861120203266.5189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350647790695.525,11814277.195967963,4095705.9705105606,5.217440495542217e-64,0.0,0.0,0.0,0.0,2150484164283.9656,8756147.583826367,36388766.197525464,4.6355004980104014e-63,0.0,0.0,0.0,0.0,508053905810.7541,199820552509.56018,1416085781024.5906,62589837.95057226
0.04,-1,-1,1,-54514.87832376948,0.0,-0.0005451487832376947,0.0,1.8645058235178556e+24,1.9980955083411923e+23,1.4160297448769306e+24,0.0,1786711787242.2168,199809550834.11917,1416029744876.9304,0.0,1346254661315.0496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053183251.8454,199809550834.11868,1416029744876.9282,0.0,-67596057324.678406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5910966100984489.0,0.0,0.0,0.0,-5664.338868457824,0.0,0.0,0.0,-1346254661315.0496,0.0,0.0,0.0,2141199483312.1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67596057324.678406,0.0,0.0,0.0,-862540884986.0719,0.0,0.0,0.0,1.2535955045214295e-17,-54514.878323767254,1.2535955045214294e-25,-0.0005451487832376725,1.8645058176068907e+24,1.9980955083411923e+23,1.4160297448769306e+24,0.0,1786711781577.879,199809550834.11917,1416029744876.9304,0.0,0.0,0.0,0.0,0.0,2141199483312.1064,0.0,0.0,0.0,508053183251.8454,199809550834.11868,1416029744876.9282,0.0,0.0,0.0,0.0,0.0,-862540884986.0719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350388351463.6235,11835047.08163326,4095659.368678337,5.2173811467163264e-64,0.0,0.0,0.0,0.0,2151161195318.4067,8756009.13319758,36388843.86537006,4.6355103894811895e-63,0.0,0.0,0.0,0.0,508053905810.7535,199820552509.55997,1416085781024.5896,62589837.95057228
0.06,-1,-1,1,-54502.54038723392,0.0,-0.0005450254038723391,0.0,1.863702236115651e+24,1.9980953104940298e+23,1.4160297381806528e+24,0.0,1785941728460.1584,199809531049.40292,1416029738180.6523,0.0,1345963867203.5215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053179329.743,199809531049.40228,1416029738180.6501,0.0,-68075318073.10745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.434883309303852e+16,0.0,0.0,0.0,13750.147034741938,0.0,0.0,0.0,-1345963867203.5215,0.0,0.0,0.0,2141861661747.2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68075318073.10745,0.0,0.0,0.0,-863973098866.7054,0.0,0.0,0.0,1.2535955045214295e-17,-54502.54038723124,1.2535955045214294e-25,-0.0005450254038723123,1.8637022504644844e+24,1.9980953104940298e+23,1.4160297381806528e+24,0.0,1785941742210.306,199809531049.40292,1416029738180.6523,0.0,0.0,0.0,0.0,0.0,2141861661747.2668,0.0,0.0,0.0,508053179329.743,199809531049.40228,1416029738180.6501,0.0,0.0,0.0,0.0,0.0,-863973098866.7054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350126956050.198,11857496.4619002,4095612.397119891,5.217321327066232e-64,0.0,0.0,0.0,0.0,2151839993840.43,8751820.74434603,36388922.149410635,4.6355203594226783e-63,0.0,0.0,0.0,0.0,508053905810.7544,199820552509.56027,1416085781024.591,62589837.9505723
0.08,-1,-1,1,-54490.03661946539,0.0,-0.0005449003661946538,0.0,1.8628878605335631e+24,1.9980951113898028e+23,1.4160297314255465e+24,0.0,1785161331620.7358,199809511138.98022,1416029731425.5461,0.0,1345670637115.5708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053175360.96674,199809511138.9797,1416029731425.5437,0.0,-68562480855.80165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3708602908448274e+16,0.0,0.0,0.0,13136.629606731236,0.0,0.0,0.0,-1345670637115.5708,0.0,0.0,0.0,2142525405698.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68562480855.80165,0.0,0.0,0.0,-865417236302.1758,0.0,0.0,0.0,1.2535955045214295e-17,-54490.036619463026,1.2535955045214294e-25,-0.0005449003661946301,1.8628878742421665e+24,1.9980951113898028e+23,1.4160297314255465e+24,0.0,1785161344757.366,199809511138.98022,1416029731425.5461,0.0,0.0,0.0,0.0,0.0,2142525405698.573,0.0,0.0,0.0,508053175360.96674,199809511138.9797,1416029731425.5437,0.0,0.0,0.0,0.0,0.0,-865417236302.1758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349863607844.0054,11881856.63016699,4095565.0436068564,5.2172610210193844e-64,0.0,0.0,0.0,0.0,2152520500799.6047,8743043.058301711,36389001.070026636,4.6355304104302766e-63,0.0,0.0,0.0,0.0,508053905810.7539,199820552509.56,1416085781024.5903,62589837.9505723
0.1,-1,-1,1,-54477.36042340997,0.0,-0.0005447736042340996,0.0,1.862062254424397e+24,1.9980949110299385e+23,1.4160297246098575e+24,0.0,1784370172833.1042,199809491102.9938,1416029724609.8572,0.0,1345374943936.6296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053171344.1806,199809491102.9933,1416029724609.855,0.0,-69057942447.70723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3083534454626636e+16,0.0,0.0,0.0,12537.64130635187,0.0,0.0,0.0,-1345374943936.6296,0.0,0.0,0.0,2143190668283.2158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69057942447.70723,0.0,0.0,0.0,-866873654256.6512,0.0,0.0,0.0,1.2535955045214295e-17,-54477.360423407765,1.2535955045214294e-25,-0.0005447736042340776,1.8620622675079305e+24,1.9980949110299385e+23,1.4160297246098575e+24,0.0,1784370185370.7449,199809491102.9938,1416029724609.8572,0.0,0.0,0.0,0.0,0.0,2143190668283.2158,0.0,0.0,0.0,508053171344.1806,199809491102.9933,1416029724609.855,0.0,0.0,0.0,0.0,0.0,-866873654256.6512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349598303825.631,11908389.873131447,4095517.2961815516,5.217200213347482e-64,0.0,0.0,0.0,0.0,2153202674060.1572,8729070.380609045,36389080.6471472,4.635540545042071e-63,0.0,0.0,0.0,0.0,508053905810.7542,199820552509.56046,1416085781024.591,62589837.95057229
0.12,-1,-1,1,-54464.50389573131,0.0,-0.000544645038957313,0.0,1.8612249238216267e+24,1.998094709427436e+23,1.416029717731523e+24,0.0,1783567778740.8372,199809470942.74356,1416029717731.5227,0.0,1345076772548.2239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053167277.82605,199809470942.74307,1416029717731.5208,0.0,-69562161085.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.727748520023458e+16,0.0,0.0,0.0,-16556.605011250824,0.0,0.0,0.0,-1345076772548.2239,0.0,0.0,0.0,2143857361875.4329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69562161085.212,0.0,0.0,0.0,-868342766969.0262,0.0,0.0,0.0,1.0011600148507057e-17,-54464.50389572861,1.0011600148507056e-25,-0.000544645038957286,1.8612249065441434e+24,1.998094709427436e+23,1.416029717731523e+24,0.0,1783567762184.234,199809470942.74356,1416029717731.5227,0.0,0.0,0.0,0.0,0.0,2143857361875.4329,0.0,0.0,0.0,508053167277.82605,199809470942.74307,1416029717731.5208,0.0,0.0,0.0,0.0,0.0,-868342766969.0262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349331056724.296,11937378.946024997,4095469.1417902336,5.2171388874271664e-64,0.0,0.0,0.0,0.0,2153886431449.8813,8709254.967347525,36389160.90252825,4.635550766028584e-63,0.0,0.0,0.0,0.0,508053905810.7542,199820552509.5603,1416085781024.5908,62589837.950572275
0.14,-1,-1,1,-54451.459829942396,0.0,-0.0005445145982994239,0.0,1.8603753571501153e+24,1.9980945065816112e+23,1.4160297107886358e+24,0.0,1782753659113.5928,199809450658.16107,1416029710788.6355,0.0,1344776089475.0737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053163160.4742,199809450658.16046,1416029710788.6328,0.0,-70075593521.95454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7084518722370686e+16,0.0,0.0,0.0,-16371.689804125577,0.0,0.0,0.0,-1344776089475.0737,0.0,0.0,0.0,2144525446926.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70075593521.95454,0.0,0.0,0.0,-869824967345.3632,0.0,0.0,0.0,1.2535955045214295e-17,-54451.45982993998,1.2535955045214294e-25,-0.0005445145982993998,1.8603753400655973e+24,1.9980945065816112e+23,1.4160297107886358e+24,0.0,1782753642741.9038,199809450658.16107,1416029710788.6355,0.0,0.0,0.0,0.0,0.0,2144525446926.793,0.0,0.0,0.0,508053163160.4742,199809450658.16046,1416029710788.6328,0.0,0.0,0.0,0.0,0.0,-869824967345.3632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349061860783.8823,11969144.130756209,4095420.5662976513,5.217077025256535e-64,0.0,0.0,0.0,0.0,2154571738703.5056,8682871.976523792,36389241.85972749,4.63556107639015e-63,0.0,0.0,0.0,0.0,508053905810.75336,199820552509.55984,1416085781024.5896,62589837.95057226
0.16,-1,-1,1,-54438.21905311325,0.0,-0.0005443821905311325,0.0,1.8595129783552516e+24,1.998094302514078e+23,1.4160297037788825e+24,0.0,1781927261931.8755,199809430251.40775,1416029703778.882,0.0,1344472886175.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508053158990.3857,199809430251.40723,1416029703778.8801,0.0,-70598783233.59511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6875381774865496e+16,0.0,0.0,0.0,-16171.27881878987,0.0,0.0,0.0,-1344472886175.0835,0.0,0.0,0.0,2145194806647.5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70598783233.59511,0.0,0.0,0.0,-871320719877.2996,0.0,0.0,0.0,1.0011677185704833e-17,-54438.21905311086,1.0011677185704831e-25,-0.0005443821905311085,1.8595129614798693e+24,1.998094302514078e+23,1.4160297037788825e+24,0.0,1781927245760.5962,199809430251.40775,1416029703778.882,0.0,0.0,0.0,0.0,0.0,2145194806647.5093,0.0,0.0,0.0,508053158990.3857,199809430251.40723,1416029703778.8801,0.0,0.0,0.0,0.0,0.0,-871320719877.2996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1348790740491.5076,12004019.384513091,4095371.554955611,5.2170146080546996e-64,0.0,0.0,0.0,0.0,2155258485169.2737,8649172.200873945,36389323.54332525,4.635571479256919e-63,0.0,0.0,0.0,0.0,508053905810.75397,199820552509.56,1416085781024.5906,62589837.95057229
