sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-44097.04134211744,0.0,-0.00044097041342117436,0.0,1.416030274505032e+24,1.9164519103010134e+23,1.144645623928013e+24,0.0,1416030274505.0317,191645191030.1013,1144645623928.0125,0.0,0.0,0.0,770304205256.7102,0.0,0.0,0.0,0.0,0.0,1416030274505.0293,191645191030.10092,520970344436.3712,0.0,0.0,0.0,-146628925765.06805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172090488460085e-65,327505.0869866184,3598467.422451321,771828979109.5071,0.0,0.0,0.0,0.0,3.833642071517736e-63,30094100.121065073,0.848158192586444,1577594906322.3757,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.9858,191654789338.04285,520971731135.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-404420956969.26135,0.0,0.0,0.0,-0.40442095696926117,0.0,0.0,0.0,-770304205256.7102,0.0,0.0,0.0,1562448583182.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146628925765.06805,0.0,0.0,0.0,-938773303691.1305,-44097.04134211613,-1.262177448353619e-18,-0.00044097041342116124,-1.2621774483536189e-26,0.0,1.416030274505032e+24,1.9164519103010134e+23,1.144645623927608e+24,0.0,1416030274505.0317,191645191030.1013,1144645623927.6074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1562448583182.37,0.0,1416030274505.0293,191645191030.10092,520970344436.3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-938773303691.1305
0.02,-1,-1,1,0.0,-44079.500104108636,0.0,-0.0004407950010410863,0.0,1.416030267485163e+24,1.9164516932946735e+23,1.1435508148591817e+24,0.0,1416030267485.1626,191645169329.46732,1143550814859.1812,0.0,0.0,0.0,769690562082.8016,0.0,0.0,0.0,0.0,0.0,1416030267485.1594,191645169329.467,520970339471.8359,0.0,0.0,0.0,-147110086695.45486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.173434520731572e-65,327610.59333966667,3600634.2758322973,771220350080.2941,0.0,0.0,0.0,0.0,3.8335748699012544e-63,30093572.60673151,0.8602532538243322,1578210825309.4705,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9854,191654789338.04272,520971731135.4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1947804060293362.5,0.0,0.0,0.0,-1947.8040602933615,0.0,0.0,0.0,-769690562082.8016,0.0,0.0,0.0,1563037285676.9102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147110086695.45486,0.0,0.0,0.0,-940456812237.3673,-44079.500104107115,-2.524354896707238e-18,-0.0004407950010410711,-2.5243548967072378e-26,0.0,1.416030267485163e+24,1.9164516932946735e+23,1.143550812911377e+24,0.0,1416030267485.1626,191645169329.46732,1143550812911.3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563037285676.9102,0.0,1416030267485.1594,191645169329.467,520970339471.8359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-940456812237.3673
0.04,-1,-1,1,0.0,-44061.79993951271,0.0,-0.000440617999395127,0.0,1.416030260410498e+24,1.9164514741938097e+23,1.1424460874311922e+24,0.0,1416030260410.4976,191645147419.38092,1142446087431.1917,0.0,0.0,0.0,769071643570.8145,0.0,0.0,0.0,0.0,0.0,1416030260410.4954,191645147419.3805,520970334459.2722,0.0,0.0,0.0,-147595890598.89328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.174784966152841e-65,327716.60311949044,3602819.7381001734,770606494100.2737,0.0,0.0,0.0,0.0,3.833507347627273e-63,30093042.575346842,0.8727482552153233,1578829785266.8936,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.986,191654789338.04276,520971731135.4975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8408231093119834.0,0.0,0.0,0.0,-8408.23109311983,0.0,0.0,0.0,-769071643570.8145,0.0,0.0,0.0,1563628822898.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147595890598.89328,0.0,0.0,0.0,-942153078334.4043,-44061.79993951136,-3.7865323450608574e-18,-0.0004406179993951135,-3.7865323450608567e-26,0.0,1.416030260410498e+24,1.9164514741938097e+23,1.1424460790229609e+24,0.0,1416030260410.4976,191645147419.38092,1142446079022.9604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1563628822898.095,0.0,1416030260410.4954,191645147419.3805,520970334459.2722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-942153078334.4043
0.06,-1,-1,1,0.0,-44043.93702880833,0.0,-0.0004404393702880832,0.0,1.4160302532797262e+24,1.9164512529471956e+23,1.1413312008040418e+24,0.0,1416030253279.7258,191645125294.7195,1141331200804.0413,0.0,0.0,0.0,768447321563.3328,0.0,0.0,0.0,0.0,0.0,1416030253279.7236,191645125294.71915,520970329397.5291,0.0,0.0,0.0,-148086450156.81973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1761419827074225e-65,327823.1287293069,3605024.2620697203,769987284184.726,0.0,0.0,0.0,0.0,3.8334394967966063e-63,30092509.964896962,0.8856637739973126,1579451865544.6477,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9856,191654789338.04333,520971731135.4986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4997295407922941.0,0.0,0.0,0.0,-4997.2954079229385,0.0,0.0,0.0,-768447321563.3328,0.0,0.0,0.0,1564223269329.4568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148086450156.81973,0.0,0.0,0.0,-943862402920.2383,-44043.93702880689,-1.262177448353619e-18,-0.00044043937028806886,-1.2621774483536189e-26,0.0,1.4160302532797262e+24,1.9164512529471956e+23,1.1413311958067456e+24,0.0,1416030253279.7258,191645125294.7195,1141331195806.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564223269329.4568,0.0,1416030253279.7236,191645125294.71915,520970329397.5291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-943862402920.2383
0.08,-1,-1,1,0.0,-44025.90732152468,0.0,-0.0004402590732152468,0.0,1.4160302460913576e+24,1.9164510295015036e+23,1.1402059047899031e+24,0.0,1416030246091.3572,191645102950.1503,1140205904789.9026,0.0,0.0,0.0,767817463041.7384,0.0,0.0,0.0,0.0,0.0,1416030246091.3545,191645102950.14984,520970324285.3638,0.0,0.0,0.0,-148581882537.19806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.177505823455558e-65,327930.1900360174,3607248.3178333966,769362588534.5524,0.0,0.0,0.0,0.0,3.833371304756244e-63,30091974.676050656,0.8990218221396398,1580077148373.024,0.0,0.0,0.0,0.0,62589821.10579339,1416085399913.9858,191654789338.04294,520971731135.49866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7237595051852990.0,0.0,0.0,0.0,-7237.595051852986,0.0,0.0,0.0,-767817463041.7384,0.0,0.0,0.0,1564820701664.5525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148581882537.19806,0.0,0.0,0.0,-945585128397.6066,-44025.90732152334,-3.7865323450608574e-18,-0.00044025907321523333,-3.7865323450608567e-26,0.0,1.4160302460913576e+24,1.9164510295015036e+23,1.1402058975523084e+24,0.0,1416030246091.3572,191645102950.1503,1140205897552.3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1564820701664.5525,0.0,1416030246091.3545,191645102950.14984,520970324285.3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-945585128397.6066
0.1,-1,-1,1,0.0,-44007.70667091673,0.0,-0.00044007706670916714,0.0,1.4160302388439747e+24,1.916450803801171e+23,1.13906993821297e+24,0.0,1416030238843.9744,191645080380.11707,1139069938212.9695,0.0,0.0,0.0,767181928976.2642,0.0,0.0,0.0,0.0,0.0,1416030238843.9727,191645080380.11655,520970319121.52765,0.0,0.0,0.0,-149082309884.82196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.178876659897254e-65,328037.80050382204,3609492.39676621,768732269391.7184,0.0,0.0,0.0,0.0,3.8333027629311925e-63,30091436.641489495,0.9128459754119661,1580705719898.6887,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.9849,191654789338.04288,520971731135.4978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-704625967541709.9,0.0,0.0,0.0,-704.6259675417095,0.0,0.0,0.0,-767181928976.2642,0.0,0.0,0.0,1565421200752.9766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149082309884.82196,0.0,0.0,0.0,-947321582366.1578,-44007.70667091522,-1.262177448353619e-18,-0.0004400770667091521,-1.2621774483536189e-26,0.0,1.4160302388439747e+24,1.916450803801171e+23,1.1390699375083426e+24,0.0,1416030238843.9744,191645080380.11707,1139069937508.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1565421200752.9766,0.0,1416030238843.9727,191645080380.11655,520970319121.52765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-947321582366.1578
0.12,-1,-1,1,0.0,-43989.3306850742,0.0,-0.00043989330685074193,0.0,1.416030231535973e+24,1.9164505757882653e+23,1.1379230293928384e+24,0.0,1416030231535.9727,191645057578.82648,1137923029392.838,0.0,0.0,0.0,766540574814.1764,0.0,0.0,0.0,0.0,0.0,1416030231535.9702,191645057578.826,520970313904.6797,0.0,0.0,0.0,-149587859326.01694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.180254758131351e-65,328145.981022347,3611757.009712619,768096183527.688,0.0,0.0,0.0,0.0,3.833233858016504e-63,30090895.75676816,0.9271614543190084,1581337669575.1775,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9858,191654789338.0427,520971731135.49786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-701394908146933.0,0.0,0.0,0.0,-701.3949081469327,0.0,0.0,0.0,-766540574814.1764,0.0,0.0,0.0,1566024850058.968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149587859326.01694,0.0,0.0,0.0,-949072135272.2002,-43989.33068507257,-2.524354896707238e-18,-0.00043989330685072567,-2.5243548967072378e-26,0.0,1.416030231535973e+24,1.9164505757882653e+23,1.1379230286914441e+24,0.0,1416030231535.9727,191645057578.82648,1137923028691.4436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566024850058.968,0.0,1416030231535.9702,191645057578.826,520970313904.6797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-949072135272.2002
0.14,-1,-1,1,0.0,-43970.77483430261,0.0,-0.00043970774834302607,0.0,1.4160302241657793e+24,1.916450345402334e+23,1.1367648945852691e+24,0.0,1416030224165.7788,191645034540.23334,1136764894585.2686,0.0,0.0,0.0,765893249426.1449,0.0,0.0,0.0,0.0,0.0,1416030224165.7776,191645034540.2328,520970308633.4521,0.0,0.0,0.0,-150098663474.32797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.181640327751528e-65,328254.7480448093,3614042.6906541665,767454181195.2269,0.0,0.0,0.0,0.0,3.833164579532498e-63,30090351.939624067,0.9419952805553274,1581973091081.2878,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.9858,191654789338.04297,520971731135.4982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-698100544545799.8,0.0,0.0,0.0,-698.1005445457995,0.0,0.0,0.0,-765893249426.1449,0.0,0.0,0.0,1566631737360.8494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150098663474.32797,0.0,0.0,0.0,-950837152107.1313,-43970.77483430107,-2.524354896707238e-18,-0.0004397077483430106,-2.5243548967072378e-26,0.0,1.4160302241657793e+24,1.916450345402334e+23,1.1367648938871682e+24,0.0,1416030224165.7788,191645034540.23334,1136764893887.1677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1566631737360.8494,0.0,1416030224165.7776,191645034540.2328,520970308633.4521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-950837152107.1313
0.16,-1,-1,1,0.0,-43952.03437580721,0.0,-0.000439520343758072,0.0,1.416030216731722e+24,1.9164501125802488e+23,1.1355952377762007e+24,0.0,1416030216731.7217,191645011258.02484,1135595237776.2002,0.0,0.0,0.0,765239795116.1285,0.0,0.0,0.0,0.0,0.0,1416030216731.7185,191645011258.0243,520970303306.4073,0.0,0.0,0.0,-150614860646.33478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.183033606425143e-65,328364.1202274815,3616349.996625096,766806106140.5787,0.0,0.0,0.0,0.0,3.8330949155958006e-63,30089805.096778095,0.9573764486381989,1582612082170.913,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.9854,191654789338.0423,520971731135.4968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-694791919885203.5,0.0,0.0,0.0,-694.7919198852032,0.0,0.0,0.0,-765239795116.1285,0.0,0.0,0.0,1567241954148.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150614860646.33478,0.0,0.0,0.0,-952617020373.7299,-43952.034375805684,-2.524354896707238e-18,-0.0004395203437580568,-2.5243548967072378e-26,0.0,1.416030216731722e+24,1.9164501125802488e+23,1.1355952370814087e+24,0.0,1416030216731.7217,191645011258.02484,1135595237081.4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567241954148.732,0.0,1416030216731.7185,191645011258.0243,520970303306.4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-952617020373.7299
