sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-41950.40509956102,0.0,-0.0004195040509956102,0.0,1.7332840297165522e+23,1.41603329451358e+24,0.0,9.350442052592858e+23,173328402971.65518,1416033294513.5796,0.0,1028976643577.0221,0.0,0.0,0.0,662765645703.6022,0.0,0.0,0.0,0.0,173328402971.65475,1416033294513.5776,0.0,549949357433.1001,0.0,0.0,0.0,-183738359559.6804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-659639414339.4893,0.0,0.0,0.0,-0.7259053066372871,0.0,0.0,0.0,-662765645703.6022,0.0,0.0,0.0,940255402071.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183738359559.6804,0.0,0.0,0.0,-461228115928.10803,1.22888967519483e-17,-41950.4050995589,1.22888967519483e-25,-0.0004195040509955889,1.7332840297165522e+23,1.41603329451358e+24,0.0,9.350442052586262e+23,173328402971.65518,1416033294513.5796,0.0,1028976643576.2963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940255402071.303,173328402971.65475,1416033294513.5776,0.0,549949357433.1001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-461228115928.10803,0.0,0.0,0.0,0.0,3793314.093506415,141753.8198173738,1.8058173462610045e-65,665017595199.7574,0.0,0.0,0.0,0.0,1.3221548586212641,8406815.190655647,1.0709178241623946e-63,941317192429.6006,0.0,0.0,0.0,0.0,173337107946.39914,1416085781024.5933,62589837.95057228,549950098230.1819
0.02,-1,-1,1,-41934.052100495624,0.0,-0.00041934052100495617,0.0,1.733283831927788e+23,1.4160332850652127e+24,0.0,9.341167324636027e+23,173328383192.77878,1416033285065.2124,0.0,1027955998949.8022,0.0,0.0,0.0,662286989218.9042,0.0,0.0,0.0,0.0,173328383192.77835,1416033285065.2112,0.0,549949353153.611,0.0,0.0,0.0,-184280343422.71265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111595479704247.73,0.0,0.0,0.0,-122.80611066147685,0.0,0.0,0.0,-662286989218.9042,0.0,0.0,0.0,941136737351.1866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184280343422.71265,0.0,0.0,0.0,-463130091677.801,1.1026719303594682e-17,-41934.05210049391,1.102671930359468e-25,-0.00041934052100493904,1.733283831927788e+23,1.4160332850652127e+24,0.0,9.341167323520073e+23,173328383192.77878,1416033285065.2124,0.0,1027955998826.9962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941136737351.1866,173328383192.77835,1416033285065.2112,0.0,549949353153.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-463130091677.801,0.0,0.0,0.0,0.0,3795575.989663409,142062.7146559888,1.809752344751168e-65,664545590466.4034,0.0,0.0,0.0,0.0,1.3446020274220989,8406300.369367877,1.0708522408555293e-63,942202941407.5889,0.0,0.0,0.0,0.0,173337107946.39908,1416085781024.5923,62589837.95057228,549950098230.182
0.04,-1,-1,1,-41917.54963732109,0.0,-0.00041917549637321086,0.0,1.733283632206179e+23,1.4160332755506197e+24,0.0,9.331807827962258e+23,173328363220.61786,1416033275550.6194,0.0,1026926025883.4193,0.0,0.0,0.0,661804141527.1626,0.0,0.0,0.0,0.0,173328363220.6175,1416033275550.6174,0.0,549949348828.6761,0.0,0.0,0.0,-184827464472.4188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-394564438654635.9,0.0,0.0,0.0,-434.20149494335055,0.0,0.0,0.0,-661804141527.1626,0.0,0.0,0.0,942024713411.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184827464472.4188,0.0,0.0,0.0,-465048036790.4916,9.764541855241063e-18,-41917.549637319185,9.764541855241061e-26,-0.00041917549637319183,1.733283632206179e+23,1.4160332755506197e+24,0.0,9.331807824016615e+23,173328363220.61786,1416033275550.6194,0.0,1026926025449.2179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942024713411.0331,173328363220.6175,1416033275550.6174,0.0,549949348828.6761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-465048036790.4916,0.0,0.0,0.0,0.0,3797857.6694424874,142373.17010489758,1.813707223699959e-65,664069457575.8445,0.0,0.0,0.0,0.0,1.367825689881424,8405782.947079921,1.0707863262076892e-63,943095368225.062,0.0,0.0,0.0,0.0,173337107946.39908,1416085781024.5923,62589837.95057229,549950098230.1823
0.06,-1,-1,1,-41900.89404706423,0.0,-0.0004190089404706422,0.0,1.7332834305038248e+23,1.416033265968048e+24,0.0,9.322361480263684e+23,173328343050.38245,1416033265968.0476,0.0,1025886495228.69,0.0,0.0,0.0,661316999773.9811,0.0,0.0,0.0,0.0,173328343050.3821,1416033265968.0447,0.0,549949344457.172,0.0,0.0,0.0,-185379849002.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34972241656933.258,0.0,0.0,0.0,-38.48547441512346,0.0,0.0,0.0,-661316999773.9811,0.0,0.0,0.0,942919492909.2408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185379849002.4625,0.0,0.0,0.0,-466982342176.20746,1.1026719303594682e-17,-41900.894047062415,1.102671930359468e-25,-0.0004190089404706241,1.7332834305038248e+23,1.416033265968048e+24,0.0,9.322361479913973e+23,173328343050.38245,1416033265968.0476,0.0,1025886495190.2057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,942919492909.2408,173328343050.3821,1416033265968.0447,0.0,549949344457.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-466982342176.20746,0.0,0.0,0.0,0.0,3800159.6192093156,142685.23036876367,1.8176825462237855e-65,663589095222.6677,0.0,0.0,0.0,0.0,1.3918669527707637,8405262.850117791,1.0707200708336064e-63,943994636449.2279,0.0,0.0,0.0,0.0,173337107946.39917,1416085781024.5933,62589837.95057229,549950098230.1821
0.08,-1,-1,1,-41884.08149729282,0.0,-0.00041884081497292814,0.0,1.7332832267708207e+23,1.4160332563156594e+24,0.0,9.312826113798607e+23,173328322677.08203,1416033256315.6592,0.0,1024837168434.7988,0.0,0.0,0.0,660825456844.9672,0.0,0.0,0.0,0.0,173328322677.08167,1416033256315.6567,0.0,549949340037.9288,0.0,0.0,0.0,-185937628448.0973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34982651066032.625,0.0,0.0,0.0,-38.49692953005433,0.0,0.0,0.0,-660825456844.9672,0.0,0.0,0.0,943821245231.7653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185937628448.0973,0.0,0.0,0.0,-468933416873.3917,9.764541855241063e-18,-41884.08149729092,9.764541855241061e-26,-0.0004188408149729091,1.7332832267708207e+23,1.4160332563156594e+24,0.0,9.312826113448779e+23,173328322677.08203,1416033256315.6592,0.0,1024837168396.3018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943821245231.7653,173328322677.08167,1416033256315.6567,0.0,549949340037.9288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-468933416873.3917,0.0,0.0,0.0,0.0,3802482.3454546435,142998.9419056556,1.8216789041454512e-65,663104397904.936,0.0,0.0,0.0,0.0,1.4167697679144569,8404740.001051912,1.070653464869567e-63,944900916416.3024,0.0,0.0,0.0,0.0,173337107946.39917,1416085781024.5923,62589837.95057227,549950098230.1823
0.1,-1,-1,1,-41867.10800796361,0.0,-0.00041867108007963603,0.0,1.733283020955133e+23,1.4160332465915523e+24,0.0,9.303199469162044e+23,173328302095.51324,1416033246591.552,0.0,1023777796863.7732,0.0,0.0,0.0,660329401029.3066,0.0,0.0,0.0,0.0,173328302095.51282,1416033246591.5496,0.0,549949335569.7284,0.0,0.0,0.0,-186500939735.2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34955602734296.066,0.0,0.0,0.0,-38.46716398373246,0.0,0.0,0.0,-660329401029.3066,0.0,0.0,0.0,944730147055.0679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186500939735.2622,0.0,0.0,0.0,-470901685799.49,1.22888967519483e-17,-41867.10800796166,1.22888967519483e-25,-0.0004186710800796165,1.733283020955133e+23,1.4160332465915523e+24,0.0,9.303199468812487e+23,173328302095.51324,1416033246591.552,0.0,1023777796825.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,944730147055.0679,173328302095.51282,1416033246591.5496,0.0,549949335569.7284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-470901685799.49,0.0,0.0,0.0,0.0,3804826.3763169604,143314.3527126524,1.825696908894126e-65,662615255592.1946,0.0,0.0,0.0,0.0,1.4425811932007275,8404214.319887694,1.0705864981250851e-63,945814385789.0135,0.0,0.0,0.0,0.0,173337107946.39886,1416085781024.5925,62589837.95057229,549950098230.1814
0.12,-1,-1,1,-41849.969425562354,0.0,-0.0004184996942556235,0.0,1.733282813002487e+23,1.416033236793742e+24,0.0,9.293479190656215e+23,173328281300.24866,1416033236793.7415,0.0,1022708121281.025,0.0,0.0,0.0,659828715796.2267,0.0,0.0,0.0,0.0,173328281300.24823,1416033236793.7393,0.0,549949331051.3032,0.0,0.0,0.0,-187069925566.50497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34854385219459.844,0.0,0.0,0.0,-38.35577838495374,0.0,0.0,0.0,-659828715796.2267,0.0,0.0,0.0,945646382682.8629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187069925566.50497,0.0,0.0,0.0,-472887592491.4977,1.1026642266396906e-17,-41849.969425560426,1.1026642266396905e-25,-0.0004184996942556042,1.733282813002487e+23,1.416033236793742e+24,0.0,9.293479190307668e+23,173328281300.24866,1416033236793.7415,0.0,1022708121242.6688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945646382682.8629,173328281300.24823,1416033236793.7393,0.0,549949331051.3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-472887592491.4977,0.0,0.0,0.0,0.0,3807192.2625864753,143631.51283877224,1.8297371980398633e-65,662121553505.5105,0.0,0.0,0.0,0.0,1.4693517020214213,8403685.723210616,1.070519159973993e-63,946735229899.5886,0.0,0.0,0.0,0.0,173337107946.3992,1416085781024.593,62589837.950572275,549950098230.1824
0.14,-1,-1,1,-41832.6614160584,0.0,-0.0004183266141605839,0.0,1.7332826028562113e+23,1.4160332269201632e+24,0.0,9.283662820202176e+23,173328260285.6211,1416033226920.1628,0.0,1021627871185.3511,0.0,0.0,0.0,659323279500.8568,0.0,0.0,0.0,0.0,173328260285.62057,1416033226920.1611,0.0,549949326481.3285,0.0,0.0,0.0,-187644734796.83383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34643077859607.793,0.0,0.0,0.0,-38.12324356287718,0.0,0.0,0.0,-659323279500.8568,0.0,0.0,0.0,946570144512.4584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187644734796.83383,0.0,0.0,0.0,-474891599846.5586,9.764464818043287e-18,-41832.66141605657,9.764464818043286e-26,-0.0004183266141605656,1.7332826028562113e+23,1.4160332269201632e+24,0.0,9.28366281985574e+23,173328260285.6211,1416033226920.1628,0.0,1021627871147.2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946570144512.4584,173328260285.62057,1416033226920.1611,0.0,549949326481.3285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-474891599846.5586,0.0,0.0,0.0,0.0,3809580.579072338,143950.4744113955,1.8338004356299687e-65,661623171827.9357,0.0,0.0,0.0,0.0,1.4971355972464737,8403154.124142332,1.0704514393488337e-63,947663642217.8689,0.0,0.0,0.0,0.0,173337107946.39905,1416085781024.5918,62589837.95057228,549950098230.182
0.16,-1,-1,1,-41815.17945332379,0.0,-0.0004181517945332379,0.0,1.7332823904571208e+23,1.4160332169686587e+24,0.0,9.273747790771553e+23,173328239045.71204,1416033216968.6584,0.0,1020536764086.1245,0.0,0.0,0.0,658812965078.7214,0.0,0.0,0.0,0.0,173328239045.71143,1416033216968.6575,0.0,549949321858.4232,0.0,0.0,0.0,-188225522851.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34312066846539.73,0.0,0.0,0.0,-37.75897992774844,0.0,0.0,0.0,-658812965078.7214,0.0,0.0,0.0,947501633514.6129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188225522851.0199,0.0,0.0,0.0,-476914191324.6699,1.1026642266396906e-17,-41815.179453321995,1.1026642266396905e-25,-0.0004181517945332199,1.7332823904571208e+23,1.4160332169686587e+24,0.0,9.27374779042843e+23,173328239045.71204,1416033216968.6584,0.0,1020536764048.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947501633514.6129,173328239045.71143,1416033216968.6575,0.0,549949321858.4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-476914191324.6699,0.0,0.0,0.0,0.0,3811991.9260600167,144271.2917816345,1.8378873140406021e-65,661119985404.0092,0.0,0.0,0.0,0.0,1.5259915258606476,8402619.432098212,1.0703833247100074e-63,948599824834.1428,0.0,0.0,0.0,0.0,173337107946.3993,1416085781024.592,62589837.95057228,549950098230.1819
