sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:I,avg:g_CB:p,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:I,tot:g_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:I,avg:g_IB:p,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:I,tot:g_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:I,avg:g_VB:p,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:I,tot:g_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p
0.18,-1,-1,1,-49162.17518660252,0.0,-0.0004916217518660251,0.0,0.0,1.8308078276912298e+23,1.4051127807532826e+24,1.416044579580562e+24,0.0,183080782769.12292,1469336532173.327,1416044579580.5615,0.0,0.0,1308399147572.25,0.0,0.0,0.0,0.0,0.0,0.0,183080782769.12265,534517714767.59467,1416044579580.553,0.0,0.0,-373580330166.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51205150216577e-64,9137367.30243248,1331317649509.207,5896984.867306803,0.0,0.0,0.0,0.0,8.50612930141305e-64,615606.4370328496,1034001298808.5715,6677411.676314624,0.0,0.0,0.0,0.0,62589821.10579337,183091970091.63498,534517911729.3695,1416085399913.9868,0.0,0.0,0.0,0.0,0.0,0.0,1.373013111504945e+16,0.0,0.0,0.0,14357.69677367567,0.0,0.0,0.0,-1308399147572.25,0.0,0.0,0.0,1033778972594.5186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373580330166.519,0.0,0.0,0.0,-98960140831.08961,0.0,-1.262177448353619e-18,-49162.175186600965,-1.2621774483536189e-26,-0.0004916217518660096,0.0,1.8308078276912298e+23,1.405112794483413e+24,1.416044579580562e+24,0.0,183080782769.12292,1469336546531.0232,1416044579580.5615,0.0,0.0,0.0,0.0,0.0,0.0,1033778972594.5186,0.0,0.0,183080782769.12265,534517714767.59467,1416044579580.553,0.0,0.0,0.0,0.0,0.0,0.0,-98960140831.08961,0.0
0.2,-1,-1,1,-49134.6715388878,0.0,-0.000491346715388878,0.0,0.0,1.830807834355771e+23,1.4034713149484255e+24,1.4160444278551588e+24,0.0,183080783435.5771,1467620039585.3818,1416044427855.1584,0.0,0.0,1308608125503.031,0.0,0.0,0.0,0.0,0.0,0.0,183080783435.57687,534517712556.1623,1416044427855.1501,0.0,0.0,-375505798473.81195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.515207992872393e-64,9113693.209924903,1331644850247.8665,5899463.246488037,0.0,0.0,0.0,0.0,8.505077137794202e-64,615496.1064781505,1033272084250.1061,6676585.547742589,0.0,0.0,0.0,0.0,62589821.10579336,183091970091.63522,534517911729.3707,1416085399913.989,0.0,0.0,0.0,0.0,0.0,0.0,1.4634346976376336e+16,0.0,0.0,0.0,15303.241797688548,0.0,0.0,0.0,-1308608125503.031,0.0,0.0,0.0,1033047471610.8193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375505798473.81195,0.0,0.0,0.0,-99945129278.35759,0.0,-1.262177448353619e-18,-49134.67153888627,-1.2621774483536189e-26,-0.0004913467153888627,0.0,1.830807834355771e+23,1.4034713295827725e+24,1.4160444278551588e+24,0.0,183080783435.5771,1467620054888.6238,1416044427855.1584,0.0,0.0,0.0,0.0,0.0,0.0,1033047471610.8193,0.0,0.0,183080783435.57687,534517712556.1623,1416044427855.1501,0.0,0.0,0.0,0.0,0.0,0.0,-99945129278.35759,0.0
0.22,-1,-1,1,-49106.78417528548,0.0,-0.0004910678417528547,0.0,0.0,1.830807841036716e+23,1.401806947819644e+24,1.416044274480527e+24,0.0,183080784103.67154,1465879598918.4368,1416044274480.5266,0.0,0.0,1308817943113.1394,0.0,0.0,0.0,0.0,0.0,0.0,183080784103.67133,534517710303.77856,1416044274480.5178,0.0,0.0,-377456054498.4823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.517849224328303e-64,9089849.261900894,1331974412921.0625,5901537.073159577,0.0,0.0,0.0,0.0,8.504196727267104e-64,615380.984124576,1032535286272.3566,6675894.270357211,0.0,0.0,0.0,0.0,62589821.10579339,183091970091.63535,534517911729.37054,1416085399913.9893,0.0,0.0,0.0,0.0,0.0,0.0,1.5607309922996812e+16,0.0,0.0,0.0,16320.676142819233,0.0,0.0,0.0,-1308817943113.1394,0.0,0.0,0.0,1032308349454.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377456054498.4823,0.0,0.0,0.0,-100946444519.17168,0.0,-2.524354896707238e-18,-49106.78417528402,-2.5243548967072378e-26,-0.00049106784175284,0.0,1.830807841036716e+23,1.4018069634269527e+24,1.416044274480527e+24,0.0,183080784103.67154,1465879615239.1118,1416044274480.5266,0.0,0.0,0.0,0.0,0.0,0.0,1032308349454.505,0.0,0.0,183080784103.67133,534517710303.77856,1416044274480.5178,0.0,0.0,0.0,0.0,0.0,0.0,-100946444519.17168,0.0
0.24,-1,-1,1,-49078.49963807785,0.0,-0.0004907849963807784,0.0,0.0,1.830807847731302e+23,1.4001188761554395e+24,1.4160441194112323e+24,0.0,183080784773.13016,1464114370248.456,1416044119411.232,0.0,0.0,1309028609615.061,0.0,0.0,0.0,0.0,0.0,0.0,183080784773.1299,534517708009.00665,1416044119411.224,0.0,0.0,-379431947375.6131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.519881999277938e-64,9065831.145686407,1332306398945.8992,5903133.171327259,0.0,0.0,0.0,0.0,8.50351913558504e-64,615260.6876476621,1031790703271.9478,6675362.236221982,0.0,0.0,0.0,0.0,62589821.10579338,183091970091.63492,534517911729.3696,1416085399913.9866,0.0,0.0,0.0,0.0,0.0,0.0,1.6654526797454302e+16,0.0,0.0,0.0,17415.758353888334,0.0,0.0,0.0,-1309028609615.061,0.0,0.0,0.0,1031561403068.4874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379431947375.6131,0.0,0.0,0.0,-101964723413.28152,0.0,-2.524354896707238e-18,-49078.49963807643,-2.5243548967072378e-26,-0.0004907849963807642,0.0,1.830807847731302e+23,1.4001188928099655e+24,1.4160441194112323e+24,0.0,183080784773.13016,1464114387664.2136,1416044119411.232,0.0,0.0,0.0,0.0,0.0,0.0,1031561403068.4874,0.0,0.0,183080784773.1299,534517708009.00665,1416044119411.224,0.0,0.0,0.0,0.0,0.0,0.0,-101964723413.28152,0.0
0.26,-1,-1,1,-49049.80350846849,0.0,-0.0004904980350846849,0.0,0.0,1.8308078544363314e+23,1.3984062393817636e+24,1.4160439626001333e+24,0.0,183080785443.6331,1462323453666.9724,1416043962600.133,0.0,0.0,1309240132395.0361,0.0,0.0,0.0,0.0,0.0,0.0,183080785443.6328,534517705670.32153,1416043962600.125,0.0,0.0,-381434384398.3855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.521198056657241e-64,9041634.437561609,1332640871495.4097,5904166.536901014,0.0,0.0,0.0,0.0,8.503080449771104e-64,615134.7938066036,1031038126857.8633,6675017.780109291,0.0,0.0,0.0,0.0,62589821.1057934,183091970091.635,534517911729.36975,1416085399913.9885,0.0,0.0,0.0,0.0,0.0,0.0,1.7781891583732428e+16,0.0,0.0,0.0,18594.65181230253,0.0,0.0,0.0,-1309240132395.0361,0.0,0.0,0.0,1030806422488.7919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381434384398.3855,0.0,0.0,0.0,-103000655897.48961,0.0,-2.524354896707238e-18,-49049.8035084669,-2.5243548967072378e-26,-0.0004904980350846689,0.0,1.8308078544363314e+23,1.3984062571636557e+24,1.4160439626001333e+24,0.0,183080785443.6331,1462323472261.6248,1416043962600.133,0.0,0.0,0.0,0.0,0.0,0.0,1030806422488.7919,0.0,0.0,183080785443.6328,534517705670.32153,1416043962600.125,0.0,0.0,0.0,0.0,0.0,0.0,-103000655897.48961,0.0
0.28,-1,-1,1,-49020.68029736594,0.0,-0.0004902068029736594,0.0,0.0,1.830807861148059e+23,1.396668113043346e+24,1.416043803998307e+24,0.0,183080786114.80585,1460505882464.467,1416043803998.3066,0.0,0.0,1309452516568.5737,0.0,0.0,0.0,0.0,0.0,0.0,183080786114.80557,534517703286.0964,1416043803998.298,0.0,0.0,-383464337390.20233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.521671779411524e-64,9017254.608229307,1332977895447.0498,5904538.5378069645,0.0,0.0,0.0,0.0,8.502922542178846e-64,615002.8328047828,1030277341827.0691,6674893.779464471,0.0,0.0,0.0,0.0,62589821.10579338,183091970091.63464,534517911729.369,1416085399913.9866,0.0,0.0,0.0,0.0,0.0,0.0,1.8995668854122948e+16,0.0,0.0,0.0,19863.907426325415,0.0,0.0,0.0,-1309452516568.5737,0.0,0.0,0.0,1030043190805.0338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383464337390.20233,0.0,0.0,0.0,-104054991762.75656,0.0,-2.524354896707238e-18,-49020.68029736438,-2.5243548967072378e-26,-0.0004902068029736437,0.0,1.830807861148059e+23,1.396668132039015e+24,1.416043803998307e+24,0.0,183080786114.80585,1460505902328.3745,1416043803998.3066,0.0,0.0,0.0,0.0,0.0,0.0,1030043190805.0338,0.0,0.0,183080786114.80557,534517703286.0964,1416043803998.298,0.0,0.0,0.0,0.0,0.0,0.0,-104054991762.75656,0.0
0.3,-1,-1,1,-48991.11332079922,0.0,-0.0004899111332079922,0.0,0.0,1.830807867862154e+23,1.3949035013675956e+24,1.4160436435550424e+24,0.0,183080786786.21533,1458660615354.385,1416043643555.042,0.0,0.0,1309665764453.5564,0.0,0.0,0.0,0.0,0.0,0.0,183080786786.2151,534517700854.5998,1416043643555.035,0.0,0.0,-385522849953.7711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52115759685449e-64,8992687.030571839,1333317537302.8328,5904134.874315219,0.0,0.0,0.0,0.0,8.503093936372656e-64,614864.2817705282,1029508126201.4441,6675028.334297935,0.0,0.0,0.0,0.0,62589821.10579339,183091970091.63538,534517911729.3706,1416085399913.9895,0.0,0.0,0.0,0.0,0.0,0.0,2.030250588870163e+16,0.0,0.0,0.0,21230.476304500524,0.0,0.0,0.0,-1309665764453.5564,0.0,0.0,0.0,1029271484179.9457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385522849953.7711,0.0,0.0,0.0,-105128548449.68503,0.0,-2.524354896707238e-18,-48991.11332079758,-2.5243548967072378e-26,-0.0004899111332079757,0.0,1.830807867862154e+23,1.394903521670101e+24,1.4160436435550424e+24,0.0,183080786786.21533,1458660636584.861,1416043643555.042,0.0,0.0,0.0,0.0,0.0,0.0,1029271484179.9457,0.0,0.0,183080786786.2151,534517700854.5998,1416043643555.035,0.0,0.0,0.0,0.0,0.0,0.0,-105128548449.68503,0.0
0.32,-1,-1,1,-48961.08455731993,0.0,-0.0004896108455731993,0.0,0.0,1.8308078745735372e+23,1.3931113287534864e+24,1.4160434812177842e+24,0.0,183080787457.35367,1456786527573.0046,1416043481217.784,0.0,0.0,1309879874939.1462,0.0,0.0,0.0,0.0,0.0,0.0,183080787457.35327,534517698373.97675,1416043481217.777,0.0,0.0,-387611045740.11755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.51948705678523e-64,8967926.99106962,1333659865068.1519,5902823.280163866,0.0,0.0,0.0,0.0,8.503650783088858e-64,614718.557058313,1028730251357.3921,6675465.533478938,0.0,0.0,0.0,0.0,62589821.10579335,183091970091.63477,534517911729.36945,1416085399913.986,0.0,0.0,0.0,0.0,0.0,0.0,2.1709387715883576e+16,0.0,0.0,0.0,22701.66274123692,0.0,0.0,0.0,-1309879874939.1462,0.0,0.0,0.0,1028491071958.8407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387611045740.11755,0.0,0.0,0.0,-106222220058.15028,0.0,-2.524354896707238e-18,-48961.084557318325,-2.5243548967072378e-26,-0.0004896108455731832,0.0,1.8308078745735372e+23,1.3931113504628735e+24,1.4160434812177842e+24,0.0,183080787457.35367,1456786550274.6667,1416043481217.784,0.0,0.0,0.0,0.0,0.0,0.0,1028491071958.8407,0.0,0.0,183080787457.35327,534517698373.97675,1416043481217.777,0.0,0.0,0.0,0.0,0.0,0.0,-106222220058.15028,0.0
0.34,-1,-1,1,-48930.57448442543,0.0,-0.0004893057448442543,0.0,0.0,1.8308078812763316e+23,1.3912904300081863e+24,1.4160433169321586e+24,0.0,183080788127.63312,1454882400669.808,1416043316932.1582,0.0,0.0,1310094842728.3293,0.0,0.0,0.0,0.0,0.0,0.0,183080788127.63293,534517695842.2462,1416043316932.1501,0.0,0.0,-389730137900.7681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.516465547255513e-64,8942969.70609428,1334004948077.1375,5900450.948687743,0.0,0.0,0.0,0.0,8.504657952979922e-64,614565.0050630941,1027943482277.519,6676256.312694113,0.0,0.0,0.0,0.0,62589821.10579338,183091970091.63513,534517911729.37024,1416085399913.989,0.0,0.0,0.0,0.0,0.0,0.0,2.322359164880703e+16,0.0,0.0,0.0,24285.07667517908,0.0,0.0,0.0,-1310094842728.3293,0.0,0.0,0.0,1027701716897.9111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389730137900.7681,0.0,0.0,0.0,-107336987785.27379,0.0,-1.262177448353619e-18,-48930.574484424,-1.2621774483536189e-26,-0.00048930574484424,0.0,1.8308078812763316e+23,1.3912904532317775e+24,1.4160433169321586e+24,0.0,183080788127.63312,1454882424954.884,1416043316932.1582,0.0,0.0,0.0,0.0,0.0,0.0,1027701716897.9111,0.0,0.0,183080788127.63293,534517695842.2462,1416043316932.1501,0.0,0.0,0.0,0.0,0.0,0.0,-107336987785.27379,0.0
0.36,-1,-1,1,-48899.56189086188,0.0,-0.0004889956189086187,0.0,0.0,1.830807887963639e+23,1.3894395391440233e+24,1.4160431506419403e+24,0.0,183080788796.36386,1452946910792.3887,1416043150641.94,0.0,0.0,1310310657436.1743,0.0,0.0,0.0,0.0,0.0,0.0,183080788796.36362,534517693257.2764,1416043150641.9316,0.0,0.0,-391881439901.0623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.511868655900649e-64,8917810.343694855,1334352856757.5625,5896841.6744186245,0.0,0.0,0.0,0.0,8.50619025017098e-64,614402.8913085583,1027147577943.6509,6677459.4072491,0.0,0.0,0.0,0.0,62589821.10579336,183091970091.63458,534517911729.3689,1416085399913.9866,0.0,0.0,0.0,0.0,0.0,0.0,2.485263186923488e+16,0.0,0.0,0.0,25988.57574019442,0.0,0.0,0.0,-1310310657436.1743,0.0,0.0,0.0,1026903175530.1692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391881439901.0623,0.0,0.0,0.0,-108473932006.48274,0.0,-2.524354896707238e-18,-48899.56189086018,-2.5243548967072378e-26,-0.0004889956189086018,0.0,1.830807887963639e+23,1.3894395639966546e+24,1.4160431506419403e+24,0.0,183080788796.36386,1452946936780.9639,1416043150641.94,0.0,0.0,0.0,0.0,0.0,0.0,1026903175530.1692,0.0,0.0,183080788796.36362,534517693257.2764,1416043150641.9316,0.0,0.0,0.0,0.0,0.0,0.0,-108473932006.48274,0.0
0.38,-1,-1,1,-48868.02366158836,0.0,-0.0004886802366158836,0.0,0.0,1.83080789462744e+23,1.3875572765438141e+24,1.4160429822891206e+24,0.0,183080789462.74396,1450978615265.1438,1416042982289.1204,0.0,0.0,1310527302531.1196,0.0,0.0,0.0,0.0,0.0,0.0,183080789462.7437,534517690616.77783,1416042982289.1135,0.0,0.0,-394066377882.75323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50543816720834e-64,8892444.050758315,1334703662334.1694,5891792.7104049735,0.0,0.0,0.0,0.0,8.508333746503533e-64,614231.3876724795,1026342291877.1621,6679142.399630033,0.0,0.0,0.0,0.0,62589821.10579337,183091970091.63504,534517911729.37006,1416085399913.9885,0.0,0.0,0.0,0.0,0.0,0.0,2.6604169301201908e+16,0.0,0.0,0.0,27820.171019598616,0.0,0.0,0.0,-1310527302531.1196,0.0,0.0,0.0,1026095198674.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394066377882.75323,0.0,0.0,0.0,-109634246205.94156,0.0,-1.262177448353619e-18,-48868.02366158669,-1.2621774483536189e-26,-0.0004886802366158668,0.0,1.83080789462744e+23,1.3875573031479843e+24,1.4160429822891206e+24,0.0,183080789462.74396,1450978643085.316,1416042982289.1204,0.0,0.0,0.0,0.0,0.0,0.0,1026095198674.479,0.0,0.0,183080789462.7437,534517690616.77783,1416042982289.1135,0.0,0.0,0.0,0.0,0.0,0.0,-109634246205.94156,0.0
0.4,-1,-1,1,-48835.934532081024,0.0,-0.0004883593453208102,0.0,0.0,1.8308079012583277e+23,1.385642134295957e+24,1.4160428118139243e+24,0.0,183080790125.83273,1448975937254.076,1416042811813.9238,0.0,0.0,1310744754109.6392,0.0,0.0,0.0,0.0,0.0,0.0,183080790125.83243,534517687918.27026,1416042811813.9172,0.0,0.0,-396286504773.8342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.496877716399837e-64,8866865.98497787,1335057436472.8958,5885071.355934132,0.0,0.0,0.0,0.0,8.511187230241877e-64,614049.5576896105,1025527372824.564,6681382.85693072,0.0,0.0,0.0,0.0,62589821.10579337,183091970091.63516,534517911729.37,1416085399913.9875,0.0,0.0,0.0,0.0,0.0,0.0,2.848590239509383e+16,0.0,0.0,0.0,29787.91283828215,0.0,0.0,0.0,-1310744754109.6392,0.0,0.0,0.0,1025277532085.1755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396286504773.8342,0.0,0.0,0.0,-110819252961.45848,0.0,-3.7865323450608574e-18,-48835.93453207936,-3.7865323450608567e-26,-0.0004883593453207935,0.0,1.8308079012583277e+23,1.385642162781859e+24,1.4160428118139243e+24,0.0,183080790125.83273,1448975967041.9885,1416042811813.9238,0.0,0.0,0.0,0.0,0.0,0.0,1025277532085.1755,0.0,0.0,183080790125.83243,534517687918.27026,1416042811813.9172,0.0,0.0,0.0,0.0,0.0,0.0,-110819252961.45848,0.0
0.42,-1,-1,1,-48803.26680837182,0.0,-0.00048803266808371813,0.0,0.0,1.830807907845305e+23,1.3836924594845787e+24,1.4160426391548904e+24,0.0,183080790784.53046,1446937148293.1782,1416042639154.8901,0.0,0.0,1310962979492.4255,0.0,0.0,0.0,0.0,0.0,0.0,183080790784.53015,534517685159.0753,1416042639154.8826,0.0,0.0,-398543516358.3229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.485848144675849e-64,8841071.351245914,1335414250867.168,5876411.309931749,0.0,0.0,0.0,0.0,8.514863754324456e-64,613856.3398435113,1024702565589.6637,6684269.546386879,0.0,0.0,0.0,0.0,62589821.10579337,183091970091.63422,534517911729.36847,1416085399913.9858,0.0,0.0,0.0,0.0,0.0,0.0,3.0505416841937704e+16,0.0,0.0,0.0,31899.73360786387,0.0,0.0,0.0,-1310962979492.4255,0.0,0.0,0.0,1024449917243.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398543516358.3229,0.0,0.0,0.0,-112030422209.21526,0.0,-1.262177448353619e-18,-48803.26680837037,-1.2621774483536189e-26,-0.00048803266808370365,0.0,1.830807907845305e+23,1.3836924899899949e+24,1.4160426391548904e+24,0.0,183080790784.53046,1446937180192.9114,1416042639154.8901,0.0,0.0,0.0,0.0,0.0,0.0,1024449917243.0507,0.0,0.0,183080790784.53015,534517685159.0753,1416042639154.8826,0.0,0.0,0.0,0.0,0.0,0.0,-112030422209.21526,0.0
0.44,-1,-1,1,-48769.99004876381,0.0,-0.000487699900487638,0.0,0.0,1.830807914375567e+23,1.3817064351921654e+24,1.4160424642489456e+24,0.0,183080791437.55664,1444860348418.7495,1416042464248.9453,0.0,0.0,1311181935622.4766,0.0,0.0,0.0,0.0,0.0,0.0,183080791437.55634,534517682336.28864,1416042464248.9382,0.0,0.0,-400839269540.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.47196263680658e-64,8815055.442864254,1335774176760.9495,5865508.853859401,0.0,0.0,0.0,0.0,8.51949225716733e-64,613650.5286352519,1023867612028.3158,6687903.7077436345,0.0,0.0,0.0,0.0,62589821.10579338,183091970091.6354,534517911729.3703,1416085399913.9885,0.0,0.0,0.0,0.0,0.0,0.0,3.2669985420332348e+16,0.0,0.0,0.0,34163.238525187786,0.0,0.0,0.0,-1311181935622.4766,0.0,0.0,0.0,1023612092303.0571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400839269540.0162,0.0,0.0,0.0,-113269392057.35869,0.0,-1.262177448353619e-18,-48769.990048762294,-1.2621774483536189e-26,-0.00048769990048762286,0.0,1.830807914375567e+23,1.381706467862152e+24,1.4160424642489456e+24,0.0,183080791437.55664,1444860382581.9893,1416042464248.9453,0.0,0.0,0.0,0.0,0.0,0.0,1023612092303.0571,0.0,0.0,183080791437.55634,534517682336.28864,1416042464248.9382,0.0,0.0,0.0,0.0,0.0,0.0,-113269392057.35869,0.0
0.46,-1,-1,1,-48736.070702605764,0.0,-0.00048736070702605754,0.0,0.0,1.8308079208340857e+23,1.379682058939246e+24,1.4160422870315102e+24,0.0,183080792083.40854,1442743443623.617,1416042287031.5098,0.0,0.0,1311401567236.8105,0.0,0.0,0.0,0.0,0.0,0.0,183080792083.40826,534517679446.74005,1416042287031.5034,0.0,0.0,-403175803059.9349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.454781771130272e-64,8788813.688914537,1336137284396.108,5852018.966479793,0.0,0.0,0.0,0.0,8.525219212664725e-64,613430.7530248691,1023022252239.2006,6692400.348332748,0.0,0.0,0.0,0.0,62589821.105793364,183091970091.63492,534517911729.3696,1416085399913.9873,0.0,0.0,0.0,0.0,0.0,0.0,3.4986354176930024e+16,0.0,0.0,0.0,36585.481979716205,0.0,0.0,0.0,-1311401567236.8105,0.0,0.0,0.0,1022763793231.4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403175803059.9349,0.0,0.0,0.0,-114537992469.0519,0.0,-1.262177448353619e-18,-48736.070702604375,-1.2621774483536189e-26,-0.00048736070702604366,0.0,1.8308079208340857e+23,1.379682093925599e+24,1.4160422870315102e+24,0.0,183080792083.40854,1442743480209.0977,1416042287031.5098,0.0,0.0,0.0,0.0,0.0,0.0,1022763793231.4108,0.0,0.0,183080792083.40826,534517679446.74005,1416042287031.5034,0.0,0.0,0.0,0.0,0.0,0.0,-114537992469.0519,0.0
0.48,-1,-1,1,-48701.47170111851,0.0,-0.00048701471701118504,0.0,0.0,1.8308079272034014e+23,1.3776171182622126e+24,1.4160421074366318e+24,0.0,183080792720.3401,1440584120318.6868,1416042107436.6316,0.0,0.0,1311621804780.092,0.0,0.0,0.0,0.0,0.0,0.0,183080792720.33975,534517676486.9811,1416042107436.6257,0.0,0.0,-405555360948.3863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.433808676477535e-64,8762341.709532322,1336503642369.4585,5835551.523341341,0.0,0.0,0.0,0.0,8.532210244547616e-64,613195.4517285811,1022166225990.5732,6697889.509908424,0.0,0.0,0.0,0.0,62589821.10579339,183091970091.63507,534517911729.37024,1416085399913.9893,0.0,0.0,0.0,0.0,0.0,0.0,3.746040995027035e+16,0.0,0.0,0.0,39172.619880813676,0.0,0.0,0.0,-1311621804780.092,0.0,0.0,0.0,1021904755171.1528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405555360948.3863,0.0,0.0,0.0,-115838272166.82735,0.0,-2.524354896707238e-18,-48701.471701117,-2.5243548967072378e-26,-0.0004870147170111699,0.0,1.8308079272034014e+23,1.3776171557226216e+24,1.4160421074366318e+24,0.0,183080792720.3401,1440584159491.3054,1416042107436.6316,0.0,0.0,0.0,0.0,0.0,0.0,1021904755171.1528,0.0,0.0,183080792720.33975,534517676486.9811,1416042107436.6257,0.0,0.0,0.0,0.0,0.0,0.0,-115838272166.82735,0.0
