sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,-45478.07755724218,0.0,-0.0004547807755724217,0.0,8.580227983322237e+23,1.132701293047198e+23,1.4160268078819632e+24,0.0,1309221662062.2112,113270129304.71979,1416026807881.963,0.0,790233802941.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962025908.7455,113270129304.7196,1416026807881.9614,0.0,-125974166787.64803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791769781921.1385,9882783.587087113,811276.8186215181,1.033474732522058e-64,0.0,0.0,0.0,0.0,2368037177930.8223,115854.43447691345,36454310.809431694,4.6438443091888215e-63,0.0,0.0,0.0,0.0,644963423710.2714,113277091343.03926,1416085399914.001,62589821.105793454,0.0,0.0,0.0,0.0,-3079127337337211.5,0.0,0.0,0.0,-4698.313632371483,0.0,0.0,0.0,-790233802941.1119,0.0,0.0,0.0,2348533473440.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125974166787.64803,0.0,0.0,0.0,-1684273841985.631,0.0,0.0,0.0,-1.8932661725304287e-18,-45478.07755724059,-1.8932661725304283e-26,-0.00045478077557240584,8.580227952530963e+23,1.132701293047198e+23,1.4160268078819632e+24,0.0,1309221657363.8975,113270129304.71979,1416026807881.963,0.0,0.0,0.0,0.0,0.0,2348533473440.783,0.0,0.0,0.0,644962025908.7455,113270129304.7196,1416026807881.9614,0.0,0.0,0.0,0.0,0.0,-1684273841985.631,0.0,0.0,0.0
0.2,-1,-1,1,-45467.01830270789,0.0,-0.0004546701830270788,0.0,8.575704225624382e+23,1.132701290721914e+23,1.416026805201976e+24,0.0,1308531400499.9934,113270129072.19138,1416026805201.9756,0.0,790222022428.2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962023817.2606,113270129072.19113,1416026805201.9736,0.0,-126652645745.53519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791766331377.6345,9882976.218888484,811276.0150325706,1.0334737090590081e-64,0.0,0.0,0.0,0.0,2368038723817.013,115788.11456324217,36454317.505814806,4.643845162074736e-63,0.0,0.0,0.0,0.0,644963423710.2708,113277091343.03912,1416085399914.0,62589821.10579344,0.0,0.0,0.0,0.0,-2994125595874314.0,0.0,0.0,0.0,-4568.6129747053365,0.0,0.0,0.0,-790222022428.2664,0.0,0.0,0.0,2348527085266.3027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126652645745.53519,0.0,0.0,0.0,-1684957713152.1829,0.0,0.0,0.0,-1.262177448353619e-18,-45467.018302706514,-1.2621774483536189e-26,-0.00045467018302706503,8.575704195683128e+23,1.132701290721914e+23,1.416026805201976e+24,0.0,1308531395931.3809,113270129072.19138,1416026805201.9756,0.0,0.0,0.0,0.0,0.0,2348527085266.3027,0.0,0.0,0.0,644962023817.2606,113270129072.19113,1416026805201.9736,0.0,0.0,0.0,0.0,0.0,-1684957713152.1829,0.0,0.0,0.0
0.22,-1,-1,1,-45455.81436111233,0.0,-0.00045455814361112324,0.0,8.571121284026024e+23,1.1327012884468185e+23,1.4160268024878635e+24,0.0,1307832108310.0657,113270128844.68182,1416026802487.8633,0.0,790210289193.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962021695.1115,113270128844.68167,1416026802487.8616,0.0,-127340202578.32593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791763039576.3713,9883159.905689081,811275.2012476091,1.0334726726102663e-64,0.0,0.0,0.0,0.0,2368040198539.215,115724.88797458139,36454324.28716216,4.6438460257820647e-63,0.0,0.0,0.0,0.0,644963423710.2709,113277091343.03925,1416085399914.001,62589821.10579347,0.0,0.0,0.0,0.0,-2909534708782577.5,0.0,0.0,0.0,-4439.539222808737,0.0,0.0,0.0,-790210289193.279,0.0,0.0,0.0,2348520523179.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127340202578.32593,0.0,0.0,0.0,-1685650441003.864,0.0,0.0,0.0,-1.262177448353619e-18,-45455.81436111073,-1.2621774483536189e-26,-0.0004545581436111072,8.571121254930675e+23,1.1327012884468185e+23,1.4160268024878635e+24,0.0,1307832103870.5261,113270128844.68182,1416026802487.8633,0.0,0.0,0.0,0.0,0.0,2348520523179.276,0.0,0.0,0.0,644962021695.1115,113270128844.68167,1416026802487.8616,0.0,0.0,0.0,0.0,0.0,-1685650441003.864,0.0,0.0,0.0
0.24,-1,-1,1,-45444.45984025217,0.0,-0.00045444459840252163,0.0,8.566476748338569e+23,1.1327012862194553e+23,1.416026799738227e+24,0.0,1307123417731.6736,113270128621.94551,1416026799738.2268,0.0,790198592826.4604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962019541.0223,113270128621.94534,1416026799738.2256,0.0,-128037194635.80946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791759900494.7325,9883335.004800959,811274.3768494688,1.033471622644518e-64,0.0,0.0,0.0,0.0,2368041604801.813,115664.6289564484,36454331.15695026,4.643846900753552e-63,0.0,0.0,0.0,0.0,644963423710.2698,113277091343.03899,1416085399913.9985,62589821.105793394,0.0,0.0,0.0,0.0,-2825351192569305.5,0.0,0.0,0.0,-4311.087061363597,0.0,0.0,0.0,-790198592826.4604,0.0,0.0,0.0,2348513785635.2925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128037194635.80946,0.0,0.0,0.0,-1686352391755.727,0.0,0.0,0.0,-1.8932661725304287e-18,-45444.45984025058,-1.8932661725304283e-26,-0.00045444459840250574,8.566476720085061e+23,1.1327012862194553e+23,1.416026799738227e+24,0.0,1307123413420.5872,113270128621.94551,1416026799738.2268,0.0,0.0,0.0,0.0,0.0,2348513785635.2925,0.0,0.0,0.0,644962019541.0223,113270128621.94534,1416026799738.2256,0.0,0.0,0.0,0.0,0.0,-1686352391755.727,0.0,0.0,0.0
0.26,-1,-1,1,-45432.94843966078,0.0,-0.00045432948439660774,0.0,8.561768041374165e+23,1.1327012840374197e+23,1.4160267969515793e+24,0.0,1306404935522.3333,113270128403.74194,1416026796951.5789,0.0,790186922750.7235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962017353.6329,113270128403.74179,1416026796951.577,0.0,-128744004582.02388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791756908253.5214,9883501.86370825,811273.5413923608,1.0334705585939982e-64,0.0,0.0,0.0,0.0,2368042945244.334,115607.21537847185,36454338.118893705,4.643847787462365e-63,0.0,0.0,0.0,0.0,644963423710.2706,113277091343.03912,1416085399914.0002,62589821.10579344,0.0,0.0,0.0,0.0,-2741576200905986.5,0.0,0.0,0.0,-4183.258250709745,0.0,0.0,0.0,-790186922750.7235,0.0,0.0,0.0,2348506870733.573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128744004582.02388,0.0,0.0,0.0,-1687063956748.1284,0.0,0.0,0.0,-1.8932661725304287e-18,-45432.94843965931,-1.8932661725304283e-26,-0.000454329484396593,8.561768013958398e+23,1.1327012840374197e+23,1.4160267969515793e+24,0.0,1306404931339.0742,113270128403.74194,1416026796951.5789,0.0,0.0,0.0,0.0,0.0,2348506870733.573,0.0,0.0,0.0,644962017353.6329,113270128403.74179,1416026796951.577,0.0,0.0,0.0,0.0,0.0,-1687063956748.1284,0.0,0.0,0.0
0.28,-1,-1,1,-45421.273409812755,0.0,-0.00045421273409812745,0.0,8.556992402258393e+23,1.1327012818983231e+23,1.4160267941263197e+24,0.0,1305676240411.5842,113270128189.83229,1416026794126.3193,0.0,790175268190.7201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962015131.4825,113270128189.83215,1416026794126.3154,0.0,-129461042910.61975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791754057116.9672,9883660.820199596,811272.6943990377,1.0334694798508919e-64,0.0,0.0,0.0,0.0,2368044222441.511,115552.52867129569,36454345.17696956,4.6438486864150025e-63,0.0,0.0,0.0,0.0,644963423710.2694,113277091343.03896,1416085399913.9985,62589821.105793424,0.0,0.0,0.0,0.0,-2658183488084829.0,0.0,0.0,0.0,-4056.0127436022303,0.0,0.0,0.0,-790175268190.7201,0.0,0.0,0.0,2348499776187.8667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129461042910.61975,0.0,0.0,0.0,-1687785554963.7812,0.0,0.0,0.0,-1.262177448353619e-18,-45421.2734098112,-1.2621774483536189e-26,-0.00045421273409811195,8.55699237567655e+23,1.1327012818983231e+23,1.4160267941263197e+24,0.0,1305676236355.5703,113270128189.83229,1416026794126.3193,0.0,0.0,0.0,0.0,0.0,2348499776187.8667,0.0,0.0,0.0,644962015131.4825,113270128189.83215,1416026794126.3154,0.0,0.0,0.0,0.0,0.0,-1687785554963.7812,0.0,0.0,0.0
0.3,-1,-1,1,-45409.42750592932,0.0,-0.00045409427505929315,0.0,8.552146867535037e+23,1.132701279799831e+23,1.4160267912607353e+24,0.0,1304936880217.8428,113270127979.98308,1416026791260.7349,0.0,790163618137.5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962012873.0084,113270127979.98288,1416026791260.7327,0.0,-130188750792.75351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791751341492.4503,9883812.20250995,811271.8353574437,1.0334683857630304e-64,0.0,0.0,0.0,0.0,2368045438903.434,115500.45376083271,36454352.335444786,4.643849598154929e-63,0.0,0.0,0.0,0.0,644963423710.2704,113277091343.03905,1416085399914.0002,62589821.10579345,0.0,0.0,0.0,0.0,-2575172544789791.5,0.0,0.0,0.0,-3929.349762896675,0.0,0.0,0.0,-790163618137.5868,0.0,0.0,0.0,2348492499293.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130188750792.75351,0.0,0.0,0.0,-1688517635878.0435,0.0,0.0,0.0,-1.8932661725304287e-18,-45409.427505927975,-1.8932661725304283e-26,-0.00045409427505927965,8.552146841783308e+23,1.132701279799831e+23,1.4160267912607353e+24,0.0,1304936876288.4927,113270127979.98308,1416026791260.7349,0.0,0.0,0.0,0.0,0.0,2348492499293.528,0.0,0.0,0.0,644962012873.0084,113270127979.98288,1416026791260.7327,0.0,0.0,0.0,0.0,0.0,-1688517635878.0435,0.0,0.0,0.0
0.32,-1,-1,1,-45397.40293549222,0.0,-0.0004539740293549221,0.0,8.547228249696023e+23,1.1327012777396263e+23,1.4160267883529823e+24,0.0,1304186368572.3762,113270127773.9626,1416026788352.982,0.0,790151961308.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962010576.5237,113270127773.96236,1416026788352.9785,0.0,-130927603312.83725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791748755929.958,9883956.329470772,811270.9637170855,1.033467275629297e-64,0.0,0.0,0.0,0.0,2368046597075.828,115450.87900080756,36454359.598906875,4.643850523266412e-63,0.0,0.0,0.0,0.0,644963423710.2705,113277091343.03906,1416085399914.001,62589821.10579345,0.0,0.0,0.0,0.0,-2492536581380699.5,0.0,0.0,0.0,-3803.258948560675,0.0,0.0,0.0,-790151961308.6875,0.0,0.0,0.0,2348485036890.1943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130927603312.83725,0.0,0.0,0.0,-1689260682697.599,0.0,0.0,0.0,-1.8932661725304287e-18,-45397.40293549057,-1.8932661725304283e-26,-0.00045397402935490566,8.547228224770662e+23,1.1327012777396263e+23,1.4160267883529823e+24,0.0,1304186364769.118,113270127773.9626,1416026788352.982,0.0,0.0,0.0,0.0,0.0,2348485036890.1943,0.0,0.0,0.0,644962010576.5237,113270127773.96236,1416026788352.9785,0.0,0.0,0.0,0.0,0.0,-1689260682697.599,0.0,0.0,0.0
0.34,-1,-1,1,-45385.19129837931,0.0,-0.00045385191298379297,0.0,8.54223311269493e+23,1.1327012757154292e+23,1.4160267854010754e+24,0.0,1303424181183.0073,113270127571.5429,1416026785401.0752,0.0,790140286101.4939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962008240.2119,113270127571.54272,1416026785401.0735,0.0,-131678113158.6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791746295121.279,9884093.51066967,811270.0788848674,1.033466148694322e-64,0.0,0.0,0.0,0.0,2368047699340.457,115403.69610266248,36454366.972297646,4.643851462378932e-63,0.0,0.0,0.0,0.0,644963423710.2708,113277091343.03918,1416085399914.001,62589821.10579346,0.0,0.0,0.0,0.0,-2410286515376239.0,0.0,0.0,0.0,-3677.756959186505,0.0,0.0,0.0,-790140286101.4939,0.0,0.0,0.0,2348477385319.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131678113158.6997,0.0,0.0,0.0,-1690015216054.3267,0.0,0.0,0.0,-1.262177448353619e-18,-45385.19129837767,-1.2621774483536189e-26,-0.00045385191298377665,8.542233088592067e+23,1.1327012757154292e+23,1.4160267854010754e+24,0.0,1303424177505.2507,113270127571.5429,1416026785401.0752,0.0,0.0,0.0,0.0,0.0,2348477385319.365,0.0,0.0,0.0,644962008240.2119,113270127571.54272,1416026785401.0735,0.0,0.0,0.0,0.0,0.0,-1690015216054.3267,0.0,0.0,0.0
0.36,-1,-1,1,-45372.78351832504,0.0,-0.00045372783518325037,0.0,8.53715774391039e+23,1.1327012737249794e+23,1.4160267824028736e+24,0.0,1302649751556.1267,113270127372.49791,1416026782402.8733,0.0,790128580540.6268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962005862.112,113270127372.49777,1416026782402.8708,0.0,-132440834846.61328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791743953898.9196,9884224.046619374,811269.180220155,1.0334650041421914e-64,0.0,0.0,0.0,0.0,2368048748015.686,115358.8000631656,36454374.46095607,4.6438524161724294e-63,0.0,0.0,0.0,0.0,644963423710.2706,113277091343.03918,1416085399914.0,62589821.10579343,0.0,0.0,0.0,0.0,-2328367563912133.0,0.0,0.0,0.0,-3552.7602038570467,0.0,0.0,0.0,-790128580540.6268,0.0,0.0,0.0,2348469540375.8857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132440834846.61328,0.0,0.0,0.0,-1690781798234.6318,0.0,0.0,0.0,-1.262177448353619e-18,-45372.78351832361,-1.2621774483536189e-26,-0.00045372783518323606,8.537157720626723e+23,1.1327012737249794e+23,1.4160267824028736e+24,0.0,1302649748003.368,113270127372.49791,1416026782402.8733,0.0,0.0,0.0,0.0,0.0,2348469540375.8857,0.0,0.0,0.0,644962005862.112,113270127372.49777,1416026782402.8708,0.0,0.0,0.0,0.0,0.0,-1690781798234.6318,0.0,0.0,0.0
0.38,-1,-1,1,-45360.1697641139,0.0,-0.0004536016976411389,0.0,8.531998121910514e+23,1.1327012717660509e+23,1.4160267793560512e+24,0.0,1301862466077.9995,113270127176.60506,1416026779356.0508,0.0,790116832216.8826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962003440.0973,113270127176.60487,1416026779356.0488,0.0,-133216369578.98106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791741727234.769,9884348.22893694,811268.2670293362,1.0334638410894913e-64,0.0,0.0,0.0,0.0,2368049745357.044,115316.08908908538,36454382.07066187,4.6438533853830437e-63,0.0,0.0,0.0,0.0,644963423710.2701,113277091343.03918,1416085399914.0002,62589821.10579344,0.0,0.0,0.0,0.0,-2246801068949992.5,0.0,0.0,0.0,-3428.3012473928447,0.0,0.0,0.0,-790116832216.8826,0.0,0.0,0.0,2348461497252.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133216369578.98106,0.0,0.0,0.0,-1691561038042.482,0.0,0.0,0.0,-1.8932661725304287e-18,-45360.16976411227,-1.8932661725304283e-26,-0.00045360169764112264,8.53199809944251e+23,1.1327012717660509e+23,1.4160267793560512e+24,0.0,1301862462649.6992,113270127176.60506,1416026779356.0508,0.0,0.0,0.0,0.0,0.0,2348461497252.084,0.0,0.0,0.0,644962003440.0973,113270127176.60487,1416026779356.0488,0.0,0.0,0.0,0.0,0.0,-1691561038042.482,0.0,0.0,0.0
0.4,-1,-1,1,-45347.33935856797,0.0,-0.0004534733935856797,0.0,8.526749879224877e+23,1.1327012698364316e+23,1.4160267762580943e+24,0.0,1301061658334.2947,113270126983.64313,1416026776258.094,0.0,790105028216.7377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962000971.8607,113270126983.64299,1416026776258.0916,0.0,-134005370854.30492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791739610238.4796,9884466.340533122,811267.3385593303,1.0334626585770944e-64,0.0,0.0,0.0,0.0,2368050693558.01,115275.4645191781,36454389.80769078,4.643854370810095e-63,0.0,0.0,0.0,0.0,644963423710.2726,113277091343.03967,1416085399914.0012,62589821.10579345,0.0,0.0,0.0,0.0,-2165560075423060.5,0.0,0.0,0.0,-3304.3389601673116,0.0,0.0,0.0,-790105028216.7377,0.0,0.0,0.0,2348453250473.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134005370854.30492,0.0,0.0,0.0,-1692353596415.3245,0.0,0.0,0.0,-1.8932661725304287e-18,-45347.339358566416,-1.8932661725304283e-26,-0.0004534733935856641,8.526749857569274e+23,1.1327012698364316e+23,1.4160267762580943e+24,0.0,1301061655029.9556,113270126983.64313,1416026776258.094,0.0,0.0,0.0,0.0,0.0,2348453250473.418,0.0,0.0,0.0,644962000971.8607,113270126983.64299,1416026776258.0916,0.0,0.0,0.0,0.0,0.0,-1692353596415.3245,0.0,0.0,0.0
0.42,-1,-1,1,-45334.28067294176,0.0,-0.0004533428067294175,0.0,8.521408259146828e+23,1.1327012679339146e+23,1.4160267731062516e+24,0.0,1300246602518.7288,113270126793.39143,1416026773106.2512,0.0,790093155040.5387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644961998454.881,113270126793.39127,1416026773106.249,0.0,-134808550976.69153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791737598155.5804,9884578.655813497,811266.3939902796,1.0334614555608107e-64,0.0,0.0,0.0,0.0,2368051594750.894,115236.83074271445,36454397.67887455,4.6438553733237087e-63,0.0,0.0,0.0,0.0,644963423710.2712,113277091343.03938,1416085399914.0,62589821.105793424,0.0,0.0,0.0,0.0,-2084641110331779.2,0.0,0.0,0.0,-3180.868042873408,0.0,0.0,0.0,-790093155040.5387,0.0,0.0,0.0,2348444793823.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134808550976.69153,0.0,0.0,0.0,-1693160192940.752,0.0,0.0,0.0,-1.8932661725304287e-18,-45334.28067294028,-1.8932661725304283e-26,-0.00045334280672940276,8.521408238300412e+23,1.1327012679339146e+23,1.4160267731062516e+24,0.0,1300246599337.86,113270126793.39143,1416026773106.2512,0.0,0.0,0.0,0.0,0.0,2348444793823.7285,0.0,0.0,0.0,644961998454.881,113270126793.39127,1416026773106.249,0.0,0.0,0.0,0.0,0.0,-1693160192940.752,0.0,0.0,0.0
0.44,-1,-1,1,-45320.98100376365,0.0,-0.0004532098100376364,0.0,8.515968065355642e+23,1.132701266056321e+23,1.4160267698975355e+24,0.0,1299416505746.1165,113270126605.63208,1416026769897.5352,0.0,790081198507.1062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644961995886.413,113270126605.63193,1416026769897.5322,0.0,-135626688647.40384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791735686365.2876,9884685.44089195,811265.432426715,1.033460230900142e-64,0.0,0.0,0.0,0.0,2368052451007.823,115200.09511421413,36454405.69167518,4.643856393874319e-63,0.0,0.0,0.0,0.0,644963423710.2716,113277091343.03943,1416085399914.001,62589821.10579344,0.0,0.0,0.0,0.0,-2004036714952755.5,0.0,0.0,0.0,-3057.877114552195,0.0,0.0,0.0,-790081198507.1062,0.0,0.0,0.0,2348436120258.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135626688647.40384,0.0,0.0,0.0,-1693981613456.271,0.0,0.0,0.0,-1.8932661725304287e-18,-45320.98100376221,-1.8932661725304283e-26,-0.000453209810037622,8.515968045315274e+23,1.132701266056321e+23,1.4160267698975355e+24,0.0,1299416502688.239,113270126605.63208,1416026769897.5352,0.0,0.0,0.0,0.0,0.0,2348436120258.098,0.0,0.0,0.0,644961995886.413,113270126605.63193,1416026769897.5322,0.0,0.0,0.0,0.0,0.0,-1693981613456.271,0.0,0.0,0.0
0.46,-1,-1,1,-45307.42642842629,0.0,-0.0004530742642842628,0.0,8.510423602846101e+23,1.1327012642014624e+23,1.4160267666286568e+24,0.0,1298570499039.0576,113270126420.14621,1416026766628.6565,0.0,790069143641.9572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644961993263.44,113270126420.14604,1416026766628.655,0.0,-136460637866.34024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791733870378.0156,9884786.95381853,811264.4528875989,1.0334589833456594e-64,0.0,0.0,0.0,0.0,2368053264341.882,115165.1678638492,36454413.854267456,4.6438574335031055e-63,0.0,0.0,0.0,0.0,644963423710.2708,113277091343.03918,1416085399914.001,62589821.105793454,0.0,0.0,0.0,0.0,-1923737597857581.2,0.0,0.0,0.0,-2935.351997795605,0.0,0.0,0.0,-790069143641.9572,0.0,0.0,0.0,2348427221800.5635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136460637866.34024,0.0,0.0,0.0,-1694818718960.2974,0.0,0.0,0.0,-1.8932661725304287e-18,-45307.42642842453,-1.8932661725304283e-26,-0.00045307426428424524,8.51042358360873e+23,1.1327012642014624e+23,1.4160267666286568e+24,0.0,1298570496103.7063,113270126420.14621,1416026766628.6565,0.0,0.0,0.0,0.0,0.0,2348427221800.5635,0.0,0.0,0.0,644961993263.44,113270126420.14604,1416026766628.655,0.0,0.0,0.0,0.0,0.0,-1694818718960.2974,0.0,0.0,0.0
0.48,-1,-1,1,-45293.60163487405,0.0,-0.0004529360163487405,0.0,8.504768608263285e+23,1.1327012623671508e+23,1.4160267632960075e+24,0.0,1297707626698.0127,113270126236.71506,1416026763296.007,0.0,790056974545.5885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644961990582.6453,113270126236.71487,1416026763296.005,0.0,-137311338430.22157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791732145832.5542,9884883.444823565,811263.4542940876,1.0334577115232722e-64,0.0,0.0,0.0,0.0,2368054036708.4844,115131.96200270609,36454422.17564219,4.643858493355146e-63,0.0,0.0,0.0,0.0,644963423710.2699,113277091343.03888,1416085399914.0,62589821.105793424,0.0,0.0,0.0,0.0,-1843691078517660.0,0.0,0.0,0.0,-2813.2123095539773,0.0,0.0,0.0,-790056974545.5885,0.0,0.0,0.0,2348418089423.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137311338430.22157,0.0,0.0,0.0,-1695672456121.4282,0.0,0.0,0.0,-1.8932661725304287e-18,-45293.60163487245,-1.8932661725304283e-26,-0.00045293601634872443,8.504768589826369e+23,1.1327012623671508e+23,1.4160267632960075e+24,0.0,1297707623884.7998,113270126236.71506,1416026763296.007,0.0,0.0,0.0,0.0,0.0,2348418089423.583,0.0,0.0,0.0,644961990582.6453,113270126236.71487,1416026763296.005,0.0,0.0,0.0,0.0,0.0,-1695672456121.4282,0.0,0.0,0.0
