sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-25818.125034116154,0.0,-0.0002581812503411615,2.211182634039414e+22,5.213477925069244e+23,0.0,4.943536210868839e+23,22111826340.39414,521347792506.92426,0.0,1067980998012.621,0.0,0.0,0.0,993563118167.1149,0.0,0.0,0.0,0.0,22111826340.394108,521347792506.92377,0.0,268483649531.87427,0.0,0.0,0.0,-194065769686.36862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13911639328.35101,0.0,0.0,0.0,-0.030054126884351717,0.0,0.0,0.0,-993563118167.1149,0.0,0.0,0.0,2425583218248.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194065769686.36862,0.0,0.0,0.0,-1626085869767.8245,-25818.12503411477,1.3613628404895617e-18,-0.0002581812503411477,1.3613628404895615e-26,2.211182634039414e+22,5.213477925069244e+23,0.0,4.943536210868698e+23,22111826340.39414,521347792506.92426,0.0,1067980998012.5906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425583218248.536,22111826340.394108,521347792506.92377,0.0,268483649531.87427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1626085869767.8245,0.0,0.0,0.0,0.0,2209967.765085936,829551.830820895,1.0567554191488786e-64,998135352918.929,0.0,0.0,0.0,0.0,5564.316031551923,37460312.90385148,4.771996770864027e-63,2480209593709.07,0.0,0.0,0.0,0.0,22114857070.775116,521424166644.70154,23046523.403540105,268484943214.6817
0.029333333333333336,-1,-1,1,0.0,-25807.637250496966,0.0,-0.0002580763725049696,2.2111826249331713e+22,5.2134778978958565e+23,0.0,4.940506191771793e+23,22111826249.331707,521347789789.5855,0.0,1067326405291.6967,0.0,0.0,0.0,993548005688.5096,0.0,0.0,0.0,0.0,22111826249.331676,521347789789.5845,0.0,268483647422.64127,0.0,0.0,0.0,-194705247819.45477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-246565036017262.28,0.0,0.0,0.0,-532.6688467696149,0.0,0.0,0.0,-993548005688.5096,0.0,0.0,0.0,2425561933050.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194705247819.45477,0.0,0.0,0.0,-1626719175714.5818,-25807.63725049553,1.3613628404895617e-18,-0.00025807637250495525,1.3613628404895615e-26,2.2111826249331713e+22,5.2134778978958565e+23,0.0,4.940506189306142e+23,22111826249.331707,521347789789.5855,0.0,1067326404759.0278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425561933050.9697,22111826249.331676,521347789789.5845,0.0,268483647422.64127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1626719175714.5818,0.0,0.0,0.0,0.0,2209968.4972681366,829551.4640106959,1.0567549519497309e-64,998135316709.4851,0.0,0.0,0.0,0.0,5564.244253448691,37460315.960515566,4.771997160196652e-63,2480209598242.6157,0.0,0.0,0.0,0.0,22114857070.775078,521424166644.7015,23046523.403540116,268484943214.68155
0.05866666666666667,-1,-1,1,0.0,-25797.069053709696,0.0,-0.0002579706905370969,2.211182615750466e+22,5.2134778705092566e+23,0.0,4.937452941741946e+23,22111826157.504658,521347787050.92554,0.0,1066666793856.6901,0.0,0.0,0.0,993532777219.6536,0.0,0.0,0.0,0.0,22111826157.504627,521347787050.9245,0.0,268483645292.70923,0.0,0.0,0.0,-195349628655.67328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-606649618613258.4,0.0,0.0,0.0,-1310.5805995839874,0.0,0.0,0.0,-993532777219.6536,0.0,0.0,0.0,2425540484669.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195349628655.67328,0.0,0.0,0.0,-1627357337415.6438,-25797.069053708354,1.3613628404895617e-18,-0.0002579706905370835,1.3613628404895615e-26,2.211182615750466e+22,5.2134778705092566e+23,0.0,4.937452935675447e+23,22111826157.504658,521347787050.92554,0.0,1066666792546.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425540484669.042,22111826157.504627,521347787050.9245,0.0,268483645292.70923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1627357337415.6438,0.0,0.0,0.0,0.0,2209969.23579283,829551.0943553156,1.0567544811267786e-64,998135280095.4009,0.0,0.0,0.0,0.0,5564.1718972765175,37460319.040888615,4.771997552549107e-63,2480209602826.8164,0.0,0.0,0.0,0.0,22114857070.775055,521424166644.701,23046523.403540093,268484943214.6814
0.08800000000000001,-1,-1,1,0.0,-25786.418518892297,0.0,-0.0002578641851889229,2.2111826064894723e+22,5.2134778429050434e+23,0.0,4.934375886830711e+23,22111826064.89472,521347784290.5042,0.0,1066002039714.1362,0.0,0.0,0.0,993517429809.5327,0.0,0.0,0.0,0.0,22111826064.89467,521347784290.5038,0.0,268483643141.62143,0.0,0.0,0.0,-195999033237.0182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6288541244694957.0,0.0,0.0,0.0,13585.5029033407,0.0,0.0,0.0,-993517429809.5327,0.0,0.0,0.0,2425518869599.6465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195999033237.0182,0.0,0.0,0.0,-1628000459441.6326,-25786.41851889083,1.3613628404895617e-18,-0.00025786418518890827,1.3613628404895615e-26,2.2111826064894723e+22,5.2134778429050434e+23,0.0,4.934375949716124e+23,22111826064.89472,521347784290.5042,0.0,1066002053299.6393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425518869599.6465,22111826064.89467,521347784290.5038,0.0,268483643141.62143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1628000459441.6326,0.0,0.0,0.0,0.0,2209969.9811152215,829550.7217924247,1.0567540066006289e-64,998135242979.3378,0.0,0.0,0.0,0.0,5564.098955052093,37460322.14549056,4.7719979479875627e-63,2480209607473.8936,0.0,0.0,0.0,0.0,22114857070.77513,521424166644.7019,23046523.40354011,268484943214.6818
0.11733333333333335,-1,-1,1,0.0,-25775.68354012006,0.0,-0.00025775683540120057,2.211182597148536e+22,5.2134778150764806e+23,0.0,4.9312744489615726e+23,22111825971.48535,521347781507.64795,0.0,1065332017978.7893,0.0,0.0,0.0,993501960724.9524,0.0,0.0,0.0,0.0,22111825971.485313,521347781507.6473,0.0,268483640968.7249,0.0,0.0,0.0,-196653583714.88834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6073417076359343.0,0.0,0.0,0.0,13120.757599178509,0.0,0.0,0.0,-993501960724.9524,0.0,0.0,0.0,2425497082753.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196653583714.88834,0.0,0.0,0.0,-1628648692623.1138,-25775.683540118673,1.3613628404895617e-18,-0.0002577568354011867,1.3613628404895615e-26,2.211182597148536e+22,5.2134778150764806e+23,0.0,4.931274509695746e+23,22111825971.48535,521347781507.64795,0.0,1065332031099.5474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425497082753.9375,22111825971.485313,521347781507.6473,0.0,268483640968.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1628648692623.1138,0.0,0.0,0.0,0.0,2209970.7328035203,829550.3462376291,1.0567535282638006e-64,998135205507.9287,0.0,0.0,0.0,0.0,5564.025407773969,37460325.275024034,4.771998346601595e-63,2480209612165.438,0.0,0.0,0.0,0.0,22114857070.775143,521424166644.7013,23046523.40354011,268484943214.6818
0.14666666666666667,-1,-1,1,0.0,-25764.86211593946,0.0,-0.00025764862115939456,2.211182587725808e+22,5.213477787018919e+23,0.0,4.92814803618364e+23,22111825877.258076,521347778701.8918,0.0,1064656600768.0415,0.0,0.0,0.0,993486366936.9702,0.0,0.0,0.0,0.0,22111825877.25804,521347778701.8909,0.0,268483638773.52792,0.0,0.0,0.0,-197313404942.45703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5861937370092328.0,0.0,0.0,0.0,12663.885639260636,0.0,0.0,0.0,-993486366936.9702,0.0,0.0,0.0,2425475120482.9595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197313404942.45703,0.0,0.0,0.0,-1629302145824.562,-25764.862115938005,1.2035906594453594e-18,-0.00025764862115938,1.2035906594453592e-26,2.211182587725808e+22,5.213477787018919e+23,0.0,4.928148094803013e+23,22111825877.258076,521347778701.8918,0.0,1064656613431.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425475120482.9595,22111825877.25804,521347778701.8909,0.0,268483638773.52792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1629302145824.562,0.0,0.0,0.0,0.0,2209971.4913021927,829549.9676259877,1.056753046033566e-64,998135167595.7576,0.0,0.0,0.0,0.0,5563.951242853925,37460328.4300306,4.7719987484601164e-63,2480209616912.178,0.0,0.0,0.0,0.0,22114857070.77507,521424166644.7012,23046523.40354011,268484943214.6813
0.17600000000000002,-1,-1,1,0.0,-25753.95206959356,0.0,-0.0002575395206959356,2.211182578219396e+22,5.2134777587266446e+23,0.0,4.924996019611017e+23,22111825782.193954,521347775872.6643,0.0,1063975652220.0,0.0,0.0,0.0,993470645304.9282,0.0,0.0,0.0,0.0,22111825782.193913,521347775872.6635,0.0,268483636555.45325,0.0,0.0,0.0,-197978629640.38306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654111302488190.0,0.0,0.0,0.0,12214.906848319613,0.0,0.0,0.0,-993470645304.9282,0.0,0.0,0.0,2425452978369.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197978629640.38306,0.0,0.0,0.0,-1629960950489.9714,-25753.95206959222,1.3613628404895617e-18,-0.00025753952069592213,1.3613628404895615e-26,2.211182578219396e+22,5.2134777587266446e+23,0.0,4.9249960761521336e+23,22111825782.193954,521347775872.6643,0.0,1063975664434.9075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425452978369.423,22111825782.193913,521347775872.6635,0.0,268483636555.45325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1629960950489.9714,0.0,0.0,0.0,0.0,2209972.2567773666,829549.5858811705,1.0567525598127295e-64,998135129231.1765,0.0,0.0,0.0,0.0,5563.876445661167,37460331.61114612,4.771999153644145e-63,2480209621715.558,0.0,0.0,0.0,0.0,22114857070.775063,521424166644.7013,23046523.403540105,268484943214.68127
0.20533333333333337,-1,-1,1,0.0,-25742.951128327266,0.0,-0.0002574295112832726,2.2111825686273148e+22,5.213477730193698e+23,0.0,4.9218177426230215e+23,22111825686.273144,521347773019.3696,0.0,1063289030481.064,0.0,0.0,0.0,993454792549.6908,0.0,0.0,0.0,0.0,22111825686.273106,521347773019.369,0.0,268483634313.89627,0.0,0.0,0.0,-198649396382.52313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5449976656718463.0,0.0,0.0,0.0,11773.902851547453,0.0,0.0,0.0,-993454792549.6908,0.0,0.0,0.0,2425430651801.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198649396382.52313,0.0,0.0,0.0,-1630625243860.2092,-25742.951128325847,1.3613628404895617e-18,-0.00025742951128325845,1.3613628404895615e-26,2.2111825686273148e+22,5.213477730193698e+23,0.0,4.9218177971227876e+23,22111825686.273144,521347773019.3696,0.0,1063289042254.9666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425430651801.276,22111825686.273106,521347773019.369,0.0,268483634313.89627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1630625243860.2092,0.0,0.0,0.0,0.0,2209973.029402154,829549.200923425,1.0567520694996892e-64,998135090402.0466,0.0,0.0,0.0,0.0,5563.801000955791,37460334.81903552,4.7719995622383503e-63,2480209626577.1206,0.0,0.0,0.0,0.0,22114857070.77512,521424166644.70135,23046523.40354011,268484943214.68164
0.2346666666666667,-1,-1,1,0.0,-25731.856917277197,0.0,-0.00025731856917277193,2.2111825589474936e+22,5.213477701413871e+23,0.0,4.918612519098889e+23,22111825589.47493,521347770141.38696,0.0,1062596587324.5577,0.0,0.0,0.0,993438805244.7946,0.0,0.0,0.0,0.0,22111825589.47488,521347770141.3862,0.0,268483632048.22415,0.0,0.0,0.0,-199325849968.46048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5249498665716075.0,0.0,0.0,0.0,11340.798539618754,0.0,0.0,0.0,-993438805244.7946,0.0,0.0,0.0,2425408135959.2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199325849968.46048,0.0,0.0,0.0,-1631295169342.066,-25731.856917275745,1.3613628404895617e-18,-0.0002573185691727574,1.3613628404895615e-26,2.2111825589474936e+22,5.213477701413871e+23,0.0,4.918612571593881e+23,22111825589.47493,521347770141.38696,0.0,1062596598665.3574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2425408135959.2007,22111825589.47488,521347770141.3862,0.0,268483632048.22415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1631295169342.066,0.0,0.0,0.0,0.0,2209973.809357054,829548.8126695494,1.0567515749885005e-64,998135051095.6912,0.0,0.0,0.0,0.0,5563.724892851719,37460338.05439176,4.7719999743310065e-63,2480209631498.4204,0.0,0.0,0.0,0.0,22114857070.775158,521424166644.7017,23046523.403540105,268484943214.682
