sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-46442.78885765648,0.0,-0.00046442788857656476,0.0,1.4160517006301448e+24,0.0,1.1083840592848712e+24,1.5761208711311745e+23,1416051700630.1445,0.0,1325067093241.7837,157612087113.1174,0.0,0.0,1614879977009.2734,0.0,0.0,0.0,0.0,0.0,1416051700630.1555,0.0,574810016708.1338,157612087113.11725,0.0,0.0,-864622900475.6226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1927809323944.144,0.0,0.0,0.0,-2.3046855246648192,0.0,0.0,0.0,-1614879977009.2734,0.0,0.0,0.0,861010982076.9126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864622900475.6226,0.0,0.0,0.0,-110753905545.5669,0.0,7.842733400934816e-18,-46442.788857654334,7.842733400934814e-26,-0.00046442788857654324,1.4160517006301448e+24,0.0,1.108384059282944e+24,1.5761208711311745e+23,1416051700630.1445,0.0,1325067093239.48,157612087113.1174,0.0,0.0,0.0,0.0,0.0,0.0,861010982076.9126,0.0,1416051700630.1555,0.0,574810016708.1338,157612087113.11725,0.0,0.0,0.0,0.0,0.0,0.0,-110753905545.5669,0.0,0.0,0.0,0.0,0.0,1352.0927903897705,1.7221668888942353e-67,1659935381380.6753,15818327.010753091,0.0,0.0,0.0,0.0,6346133.815750622,8.084149746488656e-64,861362199909.5088,530504.1918975955,0.0,0.0,0.0,0.0,1416085781024.5964,62589837.95057229,574810597283.9642,157622275392.8505
0.02,-1,-1,1,-46422.59014002583,0.0,-0.0004642259014002582,0.0,1.4160515267112396e+24,0.0,1.1073296189675825e+24,1.5761208674566612e+23,1416051526711.2393,0.0,1323806515597.6702,157612086745.66608,0.0,0.0,1615176501342.3813,0.0,0.0,0.0,0.0,0.0,1416051526711.2485,0.0,574810013729.2964,157612086745.66586,0.0,0.0,-866179999474.0092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3092257033333256e+16,0.0,0.0,0.0,51516.55808296963,0.0,0.0,0.0,-1615176501342.3813,0.0,0.0,0.0,860440170585.1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866179999474.0092,0.0,0.0,0.0,-111443617200.17978,0.0,1.0367088297642053e-17,-46422.59014002369,1.0367088297642052e-25,-0.0004642259014002368,1.4160515267112396e+24,0.0,1.1073296620598384e+24,1.5761208674566612e+23,1416051526711.2393,0.0,1323806567114.2268,157612086745.66608,0.0,0.0,0.0,0.0,0.0,0.0,860440170585.1111,0.0,1416051526711.2485,0.0,574810013729.2964,157612086745.66586,0.0,0.0,0.0,0.0,0.0,0.0,-111443617200.17978,0.0,0.0,0.0,0.0,0.0,1375.0526463113692,1.7514106766691798e-67,1660313122357.3918,15770382.90333265,0.0,0.0,0.0,0.0,6346129.2238118155,8.084143897731084e-64,860793619286.385,529650.720593805,0.0,0.0,0.0,0.0,1416085781024.5962,62589837.9505723,574810597283.9648,157622275392.85068
0.04,-1,-1,1,-46402.17004795774,0.0,-0.0004640217004795773,0.0,1.4160513512132278e+24,0.0,1.106263587985022e+24,1.576120863774354e+23,1416051351213.2275,0.0,1322532081376.4863,157612086377.43533,0.0,0.0,1615474093897.1042,0.0,0.0,0.0,0.0,0.0,1416051351213.2354,0.0,574810010715.4872,157612086377.4351,0.0,0.0,-867752023236.1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2363943467769736e+17,0.0,0.0,0.0,147810.26932500023,0.0,0.0,0.0,-1615474093897.1042,0.0,0.0,0.0,859864423375.3092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867752023236.1067,0.0,0.0,0.0,-112142204904.04135,0.0,9.104910849288435e-18,-46402.17004795543,9.104910849288433e-26,-0.00046402170047955425,1.4160513512132278e+24,0.0,1.1062637116244563e+24,1.576120863774354e+23,1416051351213.2275,0.0,1322532229186.7551,157612086377.43533,0.0,0.0,0.0,0.0,0.0,0.0,859864423375.3092,0.0,1416051351213.2354,0.0,574810010715.4872,157612086377.4351,0.0,0.0,0.0,0.0,0.0,0.0,-112142204904.04135,0.0,0.0,0.0,0.0,0.0,1398.8056011183503,1.7816647737756138e-67,1660692709810.1062,15722199.214735253,0.0,0.0,0.0,0.0,6346124.473254358,8.084137846911672e-64,860220131646.0673,528792.5489769588,0.0,0.0,0.0,0.0,1416085781024.5974,62589837.9505723,574810597283.9647,157622275392.85077
0.06,-1,-1,1,-46381.52329351103,0.0,-0.0004638152329351103,0.0,1.4160511740973632e+24,0.0,1.1051858967754746e+24,1.576120860086997e+23,1416051174097.3628,0.0,1321243707417.582,157612086008.69965,0.0,0.0,1615772799090.3281,0.0,0.0,0.0,0.0,0.0,1416051174097.3691,0.0,574810007666.0027,157612086008.69943,0.0,0.0,-869339099338.7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6204754081866976e+16,0.0,0.0,0.0,19372.69505825569,0.0,0.0,0.0,-1615772799090.3281,0.0,0.0,0.0,859283616242.3068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869339099338.7474,0.0,0.0,0.0,-112849897118.032,0.0,1.0367088297642053e-17,-46381.5232935089,1.0367088297642052e-25,-0.00046381523293508893,1.4160511740973632e+24,0.0,1.1051859129802285e+24,1.576120860086997e+23,1416051174097.3628,0.0,1321243726790.2769,157612086008.69965,0.0,0.0,0.0,0.0,0.0,0.0,859283616242.3068,0.0,1416051174097.3691,0.0,574810007666.0027,157612086008.69943,0.0,0.0,0.0,0.0,0.0,0.0,-112849897118.032,0.0,0.0,0.0,0.0,0.0,1423.3935176882178,1.81298252801795e-67,1661074194813.843,15673769.450840853,0.0,0.0,0.0,0.0,6346119.555705727,8.084131583360823e-64,859641613522.0955,527929.3915467368,0.0,0.0,0.0,0.0,1416085781024.597,62589837.95057227,574810597283.965,157622275392.85077
0.08,-1,-1,1,-46360.64380619012,0.0,-0.00046360643806190113,0.0,1.4160509953236115e+24,0.0,1.1040959576719044e+24,1.576120856390095e+23,1416050995323.611,0.0,1319940691168.2234,157612085639.00946,0.0,0.0,1616072627236.271,0.0,0.0,0.0,0.0,0.0,1416050995323.6145,0.0,574810004579.6938,157612085639.00925,0.0,0.0,-870941940647.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6478858557092582e+16,0.0,0.0,0.0,19700.385462307604,0.0,0.0,0.0,-1616072627236.271,0.0,0.0,0.0,858697628551.3228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870941940647.74,0.0,0.0,0.0,-113566922262.406,0.0,7.842733400934816e-18,-46360.64380618794,7.842733400934814e-26,-0.0004636064380618793,1.4160509953236115e+24,0.0,1.1040959741507639e+24,1.576120856390095e+23,1416050995323.611,0.0,1319940710868.61,157612085639.00946,0.0,0.0,0.0,0.0,0.0,0.0,858697628551.3228,0.0,1416050995323.6145,0.0,574810004579.6938,157612085639.00925,0.0,0.0,0.0,0.0,0.0,0.0,-113566922262.406,0.0,0.0,0.0,0.0,0.0,1448.8612203421064,1.8454210601678774e-67,1661457624848.4048,15625087.29652701,0.0,0.0,0.0,0.0,6346114.462201117,8.084125095654393e-64,859057945018.2815,527061.39383013,0.0,0.0,0.0,0.0,1416085781024.5977,62589837.95057232,574810597283.965,157622275392.85065
0.1,-1,-1,1,-46339.52570022343,0.0,-0.0004633952570022342,0.0,1.4160508148500351e+24,0.0,1.1029935620375339e+24,1.5761208526847137e+23,1416050814850.0347,0.0,1318622783204.2817,157612085268.47134,0.0,0.0,1616373617220.6938,0.0,0.0,0.0,0.0,0.0,1416050814850.0366,0.0,574810001455.6868,157612085268.47116,0.0,0.0,-872560835472.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6762960822424816e+16,0.0,0.0,0.0,20040.02816986339,0.0,0.0,0.0,-1616373617220.6938,0.0,0.0,0.0,858106327873.9305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872560835472.0999,0.0,0.0,0.0,-114293526085.30788,0.0,1.0367088297642053e-17,-46339.525700221406,1.0367088297642052e-25,-0.00046339525700221396,1.4160508148500351e+24,0.0,1.102993578800495e+24,1.5761208526847137e+23,1416050814850.0347,0.0,1318622803244.3098,157612085268.47134,0.0,0.0,0.0,0.0,0.0,0.0,858106327873.9305,0.0,1416050814850.0366,0.0,574810001455.6868,157612085268.47116,0.0,0.0,0.0,0.0,0.0,0.0,-114293526085.30788,0.0,0.0,0.0,0.0,0.0,1475.2568372763224,1.879041700837228e-67,1661843053832.007,15576145.836418029,0.0,0.0,0.0,0.0,6346109.18311497,8.084118371526242e-64,858468994501.5562,526188.359050602,0.0,0.0,0.0,0.0,1416085781024.5977,62589837.95057233,574810597283.9641,157622275392.85037
0.12,-1,-1,1,-46318.16272036229,0.0,-0.0004631816272036228,0.0,1.4160506326329858e+24,0.0,1.101878383330657e+24,1.576120848970413e+23,1416050632632.9856,0.0,1317289593146.9292,157612084897.04126,0.0,0.0,1616675801982.4382,0.0,0.0,0.0,0.0,0.0,1416050632632.9878,0.0,574809998292.9858,157612084897.04105,0.0,0.0,-874196207128.4938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7057609977791202e+16,0.0,0.0,0.0,20392.279626889387,0.0,0.0,0.0,-1616675801982.4382,0.0,0.0,0.0,857509577997.9963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874196207128.4938,0.0,0.0,0.0,-115029962751.7728,0.0,1.0367088297642053e-17,-46318.16272036037,1.0367088297642052e-25,-0.0004631816272036036,1.4160506326329858e+24,0.0,1.1018784003882674e+24,1.576120848970413e+23,1416050632632.9856,0.0,1317289613539.2092,157612084897.04126,0.0,0.0,0.0,0.0,0.0,0.0,857509577997.9963,0.0,1416050632632.9878,0.0,574809998292.9858,157612084897.04105,0.0,0.0,0.0,0.0,0.0,0.0,-115029962751.7728,0.0,0.0,0.0,0.0,0.0,1502.632068351875,1.913910332950384e-67,1662230536771.9775,15526937.956752712,0.0,0.0,0.0,0.0,6346103.7081073765,8.08411139779983e-64,857874626582.5864,525310.1764507424,0.0,0.0,0.0,0.0,1416085781024.5964,62589837.9505723,574810597283.9646,157622275392.85062
0.14,-1,-1,1,-46296.54833978687,0.0,-0.00046296548339786863,0.0,1.4160504486269237e+24,0.0,1.1007500808327647e+24,1.5761208452467115e+23,1416050448626.9233,0.0,1315940713669.0483,157612084524.6711,0.0,0.0,1616979215898.9,0.0,0.0,0.0,0.0,0.0,1416050448626.9229,0.0,574809995090.546,157612084524.6709,0.0,0.0,-875848497320.3965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7363393772795004e+16,0.0,0.0,0.0,20757.842484828318,0.0,0.0,0.0,-1616979215898.9,0.0,0.0,0.0,856907236813.6619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,875848497320.3965,0.0,0.0,0.0,-115776497477.3159,0.0,9.104930108587878e-18,-46296.54833978471,9.104930108587877e-26,-0.000462965483397847,1.4160504486269237e+24,0.0,1.1007500981961592e+24,1.5761208452467115e+23,1416050448626.9233,0.0,1315940734426.8916,157612084524.6711,0.0,0.0,0.0,0.0,0.0,0.0,856907236813.6619,0.0,1416050448626.9229,0.0,574809995090.546,157612084524.6709,0.0,0.0,0.0,0.0,0.0,0.0,-115776497477.3159,0.0,0.0,0.0,0.0,0.0,1531.0425333550133,1.9500978372689338e-67,1662620131071.918,15477456.234478079,0.0,0.0,0.0,0.0,6346098.026054449,8.084104160298965e-64,857274700010.2285,524426.7305239349,0.0,0.0,0.0,0.0,1416085781024.5974,62589837.95057233,574810597283.9651,157622275392.8507
0.16,-1,-1,1,-46274.675742963926,0.0,-0.0004627467574296392,0.0,1.416050262784289e+24,0.0,1.0996082987536904e+24,1.576120841513114e+23,1416050262784.2888,0.0,1314575719425.437,157612084151.31134,0.0,0.0,1617283894887.1316,0.0,0.0,0.0,0.0,0.0,1416050262784.288,0.0,574809991847.2798,157612084151.31107,0.0,0.0,-877518167308.9742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7680966193374604e+16,0.0,0.0,0.0,21137.498580300016,0.0,0.0,0.0,-1617283894887.1316,0.0,0.0,0.0,856299155927.2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877518167308.9742,0.0,0.0,0.0,-116533407211.56546,0.0,7.84275266023426e-18,-46274.675742961976,7.842752660234258e-26,-0.00046274675742961967,1.416050262784289e+24,0.0,1.0996083164346565e+24,1.576120841513114e+23,1416050262784.2888,0.0,1314575740562.9353,157612084151.31134,0.0,0.0,0.0,0.0,0.0,0.0,856299155927.2211,0.0,1416050262784.288,0.0,574809991847.2798,157612084151.31107,0.0,0.0,0.0,0.0,0.0,0.0,-116533407211.56546,0.0,0.0,0.0,0.0,0.0,1560.5481523701842,1.9876805790966487e-67,1663011896694.8862,15427692.91313767,0.0,0.0,0.0,0.0,6346092.124972256,8.084096643750601e-64,856669067287.4432,523537.9006885561,0.0,0.0,0.0,0.0,1416085781024.5964,62589837.95057232,574810597283.9647,157622275392.85065
