sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-34627.380149361394,0.0,-0.0003462738014936139,0.0,0.0,1.4160456558067872e+24,4.2651257334397e+23,1.5935652170424681e+24,0.0,1416045655806.7869,426512573343.9699,318713043408.49347,0.0,0.0,0.0,169789346886.892,0.0,0.0,0.0,0.0,0.0,1416045655806.7773,426512573343.9684,149395794921.51056,0.0,0.0,0.0,-472098399.9092052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.387757105707317e-70,5.013738604405977,5741898.66034187,169788527035.99057,0.0,0.0,0.0,0.0,8.084486822185082e-64,6346398.457301858,4.113239554063806,169465891242.9371,0.0,0.0,0.0,0.0,62589821.10579323,1416085399913.947,426535577767.2664,149395794925.1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76423064917326.0,0.0,0.0,0.0,15.284612983465195,0.0,0.0,0.0,-169789346886.892,0.0,0.0,0.0,169471738268.25928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472098399.9092052,0.0,0.0,0.0,-154489765.99188548,-5.048709793414476e-18,-34627.38014936042,-5.0487097934144756e-26,-0.00034627380149360415,0.0,1.4160456558067872e+24,4.2651257334397e+23,1.5935652171188914e+24,0.0,1416045655806.7869,426512573343.9699,318713043423.77814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169471738268.25928,0.0,1416045655806.7773,426512573343.9684,149395794921.51056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-154489765.99188548
0.02,-1,-1,1,-34627.284131782195,0.0,-0.00034627284131782195,0.0,0.0,1.4160455169080312e+24,4.2651253404766917e+23,1.5935361423406634e+24,0.0,1416045516908.031,426512534047.66907,318707228468.13257,0.0,0.0,0.0,169792138215.49017,0.0,0.0,0.0,0.0,0.0,1416045516908.0217,426512534047.66766,149395794921.3495,0.0,0.0,0.0,-480704668.7071233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52921724549211e-70,5.1247607159570645,5741888.780121151,169791408147.0567,0.0,0.0,0.0,0.0,8.084486680724954e-64,6346398.34628053,4.204641897103971,169463008261.37503,0.0,0.0,0.0,0.0,62589821.10579324,1416085399913.9468,426535577767.2664,149395794925.15808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123142323475331.6,0.0,0.0,0.0,224.6284646950662,0.0,0.0,0.0,-169792138215.49017,0.0,0.0,0.0,169468845877.95248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480704668.7071233,0.0,0.0,0.0,-157412106.54084122,-5.048709793414476e-18,-34627.28413178135,-5.0487097934144756e-26,-0.00034627284131781344,0.0,1.4160455169080312e+24,4.2651253404766917e+23,1.5935361434638062e+24,0.0,1416045516908.031,426512534047.66907,318707228692.7611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169468845877.95248,0.0,1416045516908.0217,426512534047.66766,149395794921.3495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157412106.54084122
0.04,-1,-1,1,-34627.184663075335,0.0,-0.0003462718466307533,0.0,0.0,1.4160453772238006e+24,4.265124945152591e+23,1.5935059930183243e+24,0.0,1416045377223.8003,426512494515.259,318701198603.66473,0.0,0.0,0.0,169795029717.73645,0.0,0.0,0.0,0.0,0.0,1416045377223.7908,426512494515.2578,149395794921.17508,0.0,0.0,0.0,-489626035.24677575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6817697048348e-70,5.244490912594438,5741878.533126173,169794392694.9764,0.0,0.0,0.0,0.0,8.084486528172467e-64,6346398.226551186,4.303299385317907,169460021825.9509,0.0,0.0,0.0,0.0,62589821.10579324,1416085399913.9468,426535577767.2659,149395794925.15805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5265964706949892.0,0.0,0.0,0.0,1053.192941389978,0.0,0.0,0.0,-169795029717.73645,0.0,0.0,0.0,169465849656.83047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489626035.24677575,0.0,0.0,0.0,-160444921.14802322,-5.048709793414476e-18,-34627.18466307436,-5.0487097934144756e-26,-0.00034627184663074353,0.0,1.4160453772238006e+24,4.265124945152591e+23,1.59350599828429e+24,0.0,1416045377223.8003,426512494515.259,318701199656.85785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169465849656.83047,0.0,1416045377223.7908,426512494515.2578,149395794921.17508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160444921.14802322
0.06,-1,-1,1,-34627.08156193516,0.0,-0.0003462708156193516,0.0,0.0,1.4160452367327916e+24,4.265124547407097e+23,1.593474720868388e+24,0.0,1416045236732.7913,426512454740.7096,318694944173.6774,0.0,0.0,0.0,169798027145.0039,0.0,0.0,0.0,0.0,0.0,1416045236732.7827,426512454740.70825,149395794920.98627,0.0,0.0,0.0,-498877892.3129332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.847599285198618e-70,5.374644132775186,5741867.896490892,169797486596.72153,0.0,0.0,0.0,0.0,8.084486362342898e-64,6346398.096398862,4.410648570779657,169456926012.10864,0.0,0.0,0.0,0.0,62589821.10579322,1416085399913.9465,426535577767.2669,149395794925.15826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3151971618495883.0,0.0,0.0,0.0,630.3943236991763,0.0,0.0,0.0,-169798027145.0039,0.0,0.0,0.0,169462743666.90335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498877892.3129332,0.0,0.0,0.0,-163593783.81810057,-2.524354896707238e-18,-34627.08156193428,-2.5243548967072378e-26,-0.0003462708156193428,0.0,1.4160452367327916e+24,4.265124547407097e+23,1.593474724020359e+24,0.0,1416045236732.7913,426512454740.7096,318694944804.07166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169462743666.90335,0.0,1416045236732.7827,426512454740.70825,149395794920.98627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163593783.81810057
0.08,-1,-1,1,-34626.97466030943,0.0,-0.00034626974660309425,0.0,0.0,1.4160450954127852e+24,4.2651241471763133e+23,1.5934422652483266e+24,0.0,1416045095412.785,426512414717.6312,318688453049.66516,0.0,0.0,0.0,169801134635.30942,0.0,0.0,0.0,0.0,0.0,1416045095412.776,426512414717.63007,149395794920.78058,0.0,0.0,0.0,-508476506.4250478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.029457349598772e-70,5.51737997145945,5741856.852576445,169800694164.36108,0.0,0.0,0.0,0.0,8.084486180484806e-64,6346397.953664014,4.5284983484240175,169453716501.3906,0.0,0.0,0.0,0.0,62589821.10579324,1416085399913.9465,426535577767.2665,149395794925.15814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4255912500359120.0,0.0,0.0,0.0,851.1825000718236,0.0,0.0,0.0,-169801134635.30942,0.0,0.0,0.0,169459523574.63358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508476506.4250478,0.0,0.0,0.0,-166864594.566739,-5.048709793414476e-18,-34626.97466030846,-5.0487097934144756e-26,-0.0003462697466030845,0.0,1.4160450954127852e+24,4.2651241471763133e+23,1.5934422695042387e+24,0.0,1416045095412.785,426512414717.6312,318688453900.8476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169459523574.63358,0.0,1416045095412.776,426512414717.63007,149395794920.78058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-166864594.566739
0.1,-1,-1,1,-34626.863758646825,0.0,-0.00034626863758646816,0.0,0.0,1.4160449532402374e+24,4.265123744393543e+23,1.5934085710471936e+24,0.0,1416044953240.237,426512374439.3542,318681714209.4386,0.0,0.0,0.0,169804358356.21875,0.0,0.0,0.0,0.0,0.0,1416044953240.2283,426512374439.3531,149395794920.55615,0.0,0.0,0.0,-518439067.33663446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.230819035410294e-70,5.6754260709536775,5741845.37590629,169804021748.50858,0.0,0.0,0.0,0.0,8.084485979123116e-64,6346397.795619033,4.659132060894442,169450386937.24365,0.0,0.0,0.0,0.0,62589821.105793245,1416085399913.947,426535577767.26666,149395794925.1582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572767434846610.1,0.0,0.0,0.0,114.55348696932197,0.0,0.0,0.0,-169804358356.21875,0.0,0.0,0.0,169456183006.6787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518439067.33663446,0.0,0.0,0.0,-170263603.24298903,-2.524354896707238e-18,-34626.86375864593,-2.5243548967072378e-26,-0.00034626863758645927,0.0,1.4160449532402374e+24,4.265123744393543e+23,1.5934085716199616e+24,0.0,1416044953240.237,426512374439.3542,318681714323.9922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169456183006.6787,0.0,1416044953240.2283,426512374439.3531,149395794920.55615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-170263603.24298903
0.12,-1,-1,1,-34626.74866635056,0.0,-0.00034626748666350554,0.0,0.0,1.4160448101905287e+24,4.265123338988213e+23,1.593373571495098e+24,0.0,1416044810190.5283,426512333898.82117,318674714299.0195,0.0,0.0,0.0,169807703127.50806,0.0,0.0,0.0,0.0,0.0,1416044810190.5203,426512333898.8199,149395794920.31094,0.0,0.0,0.0,-528783748.79956615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.45608388741549e-70,5.852235593203406,5741833.445075686,169807474361.62692,0.0,0.0,0.0,0.0,8.08448575385826e-64,6346397.618810747,4.805439294677755,169446932302.3957,0.0,0.0,0.0,0.0,62589821.10579325,1416085399913.948,426535577767.2672,149395794925.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594241959564388.0,0.0,0.0,0.0,118.84839191287756,0.0,0.0,0.0,-169807703127.50806,0.0,0.0,0.0,169452716927.22382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528783748.79956615,0.0,0.0,0.0,-173797429.6669638,-7.573064690121715e-18,-34626.74866634963,-7.573064690121713e-26,-0.0003462674866634962,0.0,1.4160448101905287e+24,4.265123338988213e+23,1.5933735720893412e+24,0.0,1416044810190.5283,426512333898.82117,318674714417.8681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169452716927.22382,0.0,1416044810190.5203,426512333898.8199,149395794920.31094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-173797429.6669638
0.14,-1,-1,1,-34626.629166432205,0.0,-0.000346266291664322,0.0,0.0,1.416044666237615e+24,4.2651229308863394e+23,1.593337202294425e+24,0.0,1416044666237.6145,426512293088.63385,318667440458.8849,0.0,0.0,0.0,169811175304.95444,0.0,0.0,0.0,0.0,0.0,1416044666237.606,426512293088.6326,149395794920.041,0.0,0.0,0.0,-539529766.1106465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.710834347621327e-70,6.052190105016678,5741821.032326952,169811058562.46173,0.0,0.0,0.0,0.0,8.084485499107789e-64,6346397.4188576415,4.9710839302660546,169443346033.77002,0.0,0.0,0.0,0.0,62589821.105793245,1416085399913.9465,426535577767.26624,149395794925.15802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619136966299265.9,0.0,0.0,0.0,123.82739325985312,0.0,0.0,0.0,-169811175304.95444,0.0,0.0,0.0,169449118752.83865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539529766.1106465,0.0,0.0,0.0,-177473090.1676039,-5.048709793414476e-18,-34626.62916643136,-5.0487097934144756e-26,-0.0003462662916643136,0.0,1.416044666237615e+24,4.2651229308863394e+23,1.5933372029135632e+24,0.0,1416044666237.6145,426512293088.63385,318667440582.71246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169449118752.83865,0.0,1416044666237.606,426512293088.6326,149395794920.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-177473090.1676039
0.16,-1,-1,1,-34626.50503401121,0.0,-0.000346265050340112,0.0,0.0,1.416044521354112e+24,4.265122520009989e+23,1.5932993934415357e+24,0.0,1416044521354.1116,426512252000.9988,318659878688.30695,0.0,0.0,0.0,169814781211.5963,0.0,0.0,0.0,0.0,0.0,1416044521354.1047,426512252000.99756,149395794919.7446,0.0,0.0,0.0,-550697443.0344263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.002166959847892e-70,6.280859538262484,5741808.1089349,169814780888.0318,0.0,0.0,0.0,0.0,8.084485207775181e-64,6346397.19018981,5.160720369163266,169439621590.76083,0.0,0.0,0.0,0.0,62589821.10579324,1416085399913.9475,426535577767.2668,149395794925.15826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646954152733087.8,0.0,0.0,0.0,129.3908305466175,0.0,0.0,0.0,-169814781211.5963,0.0,0.0,0.0,169445381920.70752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550697443.0344263,0.0,0.0,0.0,-181298022.75472984,-5.048709793414476e-18,-34626.50503401033,-5.0487097934144756e-26,-0.0003462650503401033,0.0,1.416044521354112e+24,4.265122520009989e+23,1.5932993940884898e+24,0.0,1416044521354.1116,426512252000.9988,318659878817.6978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169445381920.70752,0.0,1416044521354.1047,426512252000.99756,149395794919.7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-181298022.75472984
