sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-37579.29136088676,0.0,-0.00037579291360886755,3.4919688996672704e+23,1.41603692374142e+24,0.0,1.4507032047525958e+24,349196889966.727,1416036923741.4197,0.0,580281281901.0383,0.0,0.0,0.0,322904928244.9103,0.0,0.0,0.0,0.0,349196889966.7265,1416036923741.4163,0.0,271710725798.42383,0.0,0.0,0.0,-14334372142.296432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4680841.397788682,730340.787563312,9.303926886101422e-65,323048962018.4339,0.0,0.0,0.0,0.0,515385.78605743026,5616067.211013494,7.154100481057331e-64,323186974794.21515,0.0,0.0,0.0,0.0,349217794809.1817,1416085399913.9604,62589821.105793275,271710726599.43265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170879065.990448,0.0,0.0,0.0,6.83516263961792e-05,0.0,0.0,0.0,-322904928244.9103,0.0,0.0,0.0,323145980339.8612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14334372142.296432,0.0,0.0,0.0,-14575424237.247118,-37579.29136088557,-7.573064690121715e-18,-0.0003757929136088556,-7.573064690121713e-26,3.4919688996672704e+23,1.41603692374142e+24,0.0,1.4507032047525958e+24,349196889966.727,1416036923741.4197,0.0,580281281901.0383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323145980339.8612,349196889966.7265,1416036923741.4163,0.0,271710725798.42383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14575424237.247118
0.02,-1,-1,1,0.0,-37571.56949847207,0.0,-0.00037571569498472064,3.491968735707869e+23,1.4160368567284867e+24,0.0,1.4494985116803746e+24,349196873570.7868,1416036856728.4863,0.0,579799404672.1499,0.0,0.0,0.0,322893238603.4965,0.0,0.0,0.0,0.0,349196873570.7864,1416036856728.4827,0.0,271710725753.93088,0.0,0.0,0.0,-14804559685.277634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4689897.096181332,718513.1205647957,9.153251196226048e-65,323042177153.4744,0.0,0.0,0.0,0.0,506350.45593139937,5627894.814136939,7.169168050697115e-64,323193758961.5692,0.0,0.0,0.0,0.0,349217794809.1818,1416085399913.9597,62589821.10579329,271710726599.43262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-539177069673314.6,0.0,0.0,0.0,-215.67082786932588,0.0,0.0,0.0,-322893238603.4965,0.0,0.0,0.0,323151192420.20123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14804559685.277634,0.0,0.0,0.0,-15062513717.653015,-37571.56949847107,-5.048709793414476e-18,-0.00037571569498471067,-5.0487097934144756e-26,3.491968735707869e+23,1.4160368567284867e+24,0.0,1.4494985111411976e+24,349196873570.7868,1416036856728.4863,0.0,579799404456.4791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323151192420.20123,349196873570.7864,1416036856728.4827,0.0,271710725753.93088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15062513717.653015
0.04,-1,-1,1,0.0,-37563.70210930167,0.0,-0.0003756370210930166,3.491968572872494e+23,1.41603679017835e+24,0.0,1.4482711125520885e+24,349196857287.2493,1416036790178.3496,0.0,579308445020.8354,0.0,0.0,0.0,322881573171.0839,0.0,0.0,0.0,0.0,349196857287.2486,1416036790178.3464,0.0,271710725707.25342,0.0,0.0,0.0,-15283853857.502628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4698871.503180363,706768.4667329439,9.003632233230233e-65,323035511438.20166,0.0,0.0,0.0,0.0,497396.23280314787,5639639.404234237,7.184129947644368e-64,323200423929.8018,0.0,0.0,0.0,0.0,349217794809.18146,1416085399913.959,62589821.10579326,271710726599.43237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6418487806812627.0,0.0,0.0,0.0,-2567.395122725051,0.0,0.0,0.0,-322881573171.0839,0.0,0.0,0.0,323156256405.75073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15283853857.502628,0.0,0.0,0.0,-15558539659.564528,-37563.702109300524,-7.573064690121715e-18,-0.0003756370210930052,-7.573064690121713e-26,3.491968572872494e+23,1.41603679017835e+24,0.0,1.4482711061336e+24,349196857287.2493,1416036790178.3496,0.0,579308442453.4401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323156256405.75073,349196857287.2486,1416036790178.3464,0.0,271710725707.25342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15558539659.564528
0.06,-1,-1,1,0.0,-37555.687747056676,0.0,-0.00037555687747056673,3.491968411169611e+23,1.4160367240909008e+24,0.0,1.447020773019257e+24,349196841116.961,1416036724090.9004,0.0,578808309207.7029,0.0,0.0,0.0,322869946923.4682,0.0,0.0,0.0,0.0,349196841116.96045,1416036724090.898,0.0,271710725658.2955,0.0,0.0,0.0,-15772363374.061123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4707754.185166024,695119.646419439,8.85523338682943e-65,323028980979.4487,0.0,0.0,0.0,0.0,488533.4957741323,5651288.161030221,7.198969832926849e-64,323206953597.3715,0.0,0.0,0.0,0.0,349217794809.1819,1416085399913.9592,62589821.10579326,271710726599.43283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2575021729629952.0,0.0,0.0,0.0,-1030.008691851981,0.0,0.0,0.0,-322869946923.4682,0.0,0.0,0.0,323161155961.7404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15772363374.061123,0.0,0.0,0.0,-16063573442.342318,-37555.687747055745,-5.048709793414476e-18,-0.0003755568774705574,-5.0487097934144756e-26,3.491968411169611e+23,1.4160367240909008e+24,0.0,1.4470207704442347e+24,349196841116.961,1416036724090.9004,0.0,578808308177.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323161155961.7404,349196841116.96045,1416036724090.898,0.0,271710725658.2955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16063573442.342318
0.08,-1,-1,1,0.0,-37547.52480536953,0.0,-0.00037547524805369527,3.4919682506107195e+23,1.4160366584663767e+24,0.0,1.4457472536443502e+24,349196825061.07184,1416036658466.3765,0.0,578298901457.7401,0.0,0.0,0.0,322858379128.977,0.0,0.0,0.0,0.0,349196825061.07117,1416036658466.3743,0.0,271710725606.95422,0.0,0.0,0.0,-16270203278.191422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4716535.374455211,683578.6556591465,8.708207545007128e-65,323022606242.71436,0.0,0.0,0.0,0.0,479771.94438672275,5662829.088563429,7.213672417745518e-64,323213327505.16895,0.0,0.0,0.0,0.0,349217794809.1818,1416085399913.9607,62589821.10579329,271710726599.43274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8789157442551803.0,0.0,0.0,0.0,-3515.662977020722,0.0,0.0,0.0,-322858379128.977,0.0,0.0,0.0,323165870358.5421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16270203278.191422,0.0,0.0,0.0,-16577698023.419437,-37547.524805368485,-5.048709793414476e-18,-0.0003754752480536848,-5.0487097934144756e-26,3.4919682506107195e+23,1.4160366584663767e+24,0.0,1.445747244855193e+24,349196825061.07184,1416036658466.3765,0.0,578298897942.0773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323165870358.5421,349196825061.07117,1416036658466.3743,0.0,271710725606.95422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16577698023.419437
0.1,-1,-1,1,0.0,-37539.21143762732,0.0,-0.0003753921143762731,3.491968091206597e+23,1.416036593305541e+24,0.0,1.4444502522827984e+24,349196809120.65967,1416036593305.5408,0.0,577780100913.1194,0.0,0.0,0.0,322846884894.1345,0.0,0.0,0.0,0.0,349196809120.6591,1416036593305.538,0.0,271710725553.1237,0.0,0.0,0.0,-16777509534.139132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4725206.08699683,672156.7043401016,8.562697579857025e-65,323016403749.81067,0.0,0.0,0.0,0.0,471120.50495420524,5674250.977015908,7.228223414890405e-64,323219529137.828,0.0,0.0,0.0,0.0,349217794809.1812,1416085399913.9597,62589821.105793305,271710726599.43256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25734363549854.605,0.0,0.0,0.0,10.293745419941843,0.0,0.0,0.0,-322846884894.1345,0.0,0.0,0.0,323170382774.57684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16777509534.139132,0.0,0.0,0.0,-17101007404.287928,-37539.2114376262,-5.048709793414476e-18,-0.000375392114376262,-5.0487097934144756e-26,3.491968091206597e+23,1.416036593305541e+24,0.0,1.4444502523085322e+24,349196809120.65967,1416036593305.5408,0.0,577780100923.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323170382774.57684,349196809120.6591,1416036593305.538,0.0,271710725553.1237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17101007404.287928
0.12,-1,-1,1,0.0,-37530.74562907656,0.0,-0.0003753074562907656,3.491967932971761e+23,1.4160365286094764e+24,0.0,1.4431294679326307e+24,349196793297.176,1416036528609.476,0.0,577251787173.0524,0.0,0.0,0.0,322835485108.30145,0.0,0.0,0.0,0.0,349196793297.1756,1416036528609.4727,0.0,271710725496.69363,0.0,0.0,0.0,-17294423431.943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4733757.952512399,660864.1854427055,8.418835955428695e-65,323010395861.11395,0.0,0.0,0.0,0.0,462587.47208574496,5685543.433473949,7.242609577955992e-64,323225536142.7509,0.0,0.0,0.0,0.0,349217794809.1819,1416085399913.9604,62589821.10579329,271710726599.43298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36272032274864.61,0.0,0.0,0.0,14.508812909945846,0.0,0.0,0.0,-322835485108.30145,0.0,0.0,0.0,323174670508.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17294423431.943,0.0,0.0,0.0,-17633608817.57193,-37530.74562907545,-5.048709793414476e-18,-0.0003753074562907544,-5.0487097934144756e-26,3.491967932971761e+23,1.4160365286094764e+24,0.0,1.4431294679689033e+24,349196793297.176,1416036528609.476,0.0,577251787187.5613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323174670508.439,349196793297.1756,1416036528609.4727,0.0,271710725496.69363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17633608817.57193
0.14,-1,-1,1,0.0,-37522.12511358589,0.0,-0.0003752212511358588,3.491967775920583e+23,1.4160364643797636e+24,0.0,1.4417845419994537e+24,349196777592.0582,1416036464379.7632,0.0,576713816799.7815,0.0,0.0,0.0,322824197845.1844,0.0,0.0,0.0,0.0,349196777592.05774,1416036464379.7617,0.0,271710725437.54688,0.0,0.0,0.0,-17821106482.950413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4742183.339927527,649710.7242365201,8.276745354125942e-65,323004602332.19586,0.0,0.0,0.0,0.0,454180.4078149379,5696696.832731326,7.256818638701356e-64,323231328772.3222,0.0,0.0,0.0,0.0,349217794809.1819,1416085399913.9602,62589821.10579329,271710726599.43268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46261389970313.76,0.0,0.0,0.0,18.504555988125503,0.0,0.0,0.0,-322824197845.1844,0.0,0.0,0.0,323178713423.1748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17821106482.950413,0.0,0.0,0.0,-18175622042.43622,-37522.125113584705,-2.524354896707238e-18,-0.00037522125113584695,-2.5243548967072378e-26,3.491967775920583e+23,1.4160364643797636e+24,0.0,1.441784542045715e+24,349196777592.0582,1416036464379.7632,0.0,576713816818.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323178713423.1748,349196777592.05774,1416036464379.7617,0.0,271710725437.54688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18175622042.43622
0.16,-1,-1,1,0.0,-37513.34740054092,0.0,-0.00037513347400540913,3.4919676200693786e+23,1.416036400618432e+24,0.0,1.4404150858443274e+24,349196762006.93774,1416036400618.4316,0.0,576166034337.7311,0.0,0.0,0.0,322813042728.69794,0.0,0.0,0.0,0.0,349196762006.93726,1416036400618.4282,0.0,271710725375.5628,0.0,0.0,0.0,-18357733766.530087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750475.270534937,638705.1792229266,8.136538688466527e-65,322999044610.40424,0.0,0.0,0.0,0.0,445906.21598890715,5707702.316346523,7.27083930587423e-64,323236885587.8826,0.0,0.0,0.0,0.0,349217794809.18195,1416085399913.9602,62589821.10579329,271710726599.43274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55704360023373.73,0.0,0.0,0.0,22.281744009349495,0.0,0.0,0.0,-322813042728.69794,0.0,0.0,0.0,323182489646.2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18357733766.530087,0.0,0.0,0.0,-18727180661.814888,-37513.34740053982,-5.048709793414476e-18,-0.00037513347400539807,-5.0487097934144756e-26,3.4919676200693786e+23,1.416036400618432e+24,0.0,1.4404150859000307e+24,349196762006.93774,1416036400618.4316,0.0,576166034360.0123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323182489646.2646,349196762006.93726,1416036400618.4282,0.0,271710725375.5628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-18727180661.814888
