sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,tot:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gother_forward_iv:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,tot:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,tot:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n
1.1400000000000001,-1,-1,1,-31041.976511261713,0.0,-0.00031041976511261707,0.0,1.5307406154869132e+24,0.0,1.416041172525349e+24,5.206814157741289e+23,765370307.7433721,0.0,1416041172525.3486,520681415774.1287,438968874.2655705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979381.9842971,0.0,1416041172525.3428,520681415774.1276,-85577948.50649595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414528920.9543189,3.495695455681509e-64,2756301.623639244,22726434.986175835,0.0,0.0,0.0,0.0,455249450.31362486,4.115188740424975e-64,3242996.9423166993,23410963.8840945,0.0,0.0,0.0,0.0,411979568.35220194,62589821.10579377,1416085399914.0935,520711310380.7652,0.0,0.0,0.0,0.0,-161375850439.08945,0.0,0.0,0.0,-8.068792521953583e-05,0.0,0.0,0.0,-438968874.2655705,0.0,0.0,0.0,481600739.918251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85577948.50649595,0.0,0.0,0.0,-128209814.15925711,0.0,0.0,0.0,-5.048709793414476e-18,-31041.976511261037,-5.0487097934144756e-26,-0.0003104197651126103,1.530740615486752e+24,0.0,1.416041172525349e+24,5.206814157741289e+23,765370307.7432915,0.0,1416041172525.3486,520681415774.1287,0.0,0.0,0.0,0.0,481600739.918251,0.0,0.0,0.0,411979381.9842971,0.0,1416041172525.3428,520681415774.1276,0.0,0.0,0.0,0.0,-128209814.15925711,0.0,0.0,0.0
1.16,-1,-1,1,-31041.170095458987,0.0,-0.00031041170095458986,0.0,1.4331325467451755e+24,0.0,1.416040248323015e+24,5.2068081149071116e+23,716566273.3725088,0.0,1416040248323.0146,520680811490.71106,432803363.0744071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411979165.5384656,0.0,1416040248323.0107,520680811490.71027,-128216255.24036463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409218145.61805123,3.4528040389292256e-64,2722463.900139535,22425092.59217436,0.0,0.0,0.0,0.0,463900076.97086596,4.1850475583949196e-64,3298109.737228447,23901862.74253462,0.0,0.0,0.0,0.0,411979568.3522029,62589821.10579382,1416085399914.0952,520711310380.7666,0.0,0.0,0.0,0.0,-205793417990.2304,0.0,0.0,0.0,-0.00010289670899510384,0.0,0.0,0.0,-432803363.0744071,0.0,0.0,0.0,490660776.17884946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128216255.24036463,0.0,0.0,0.0,-186073668.34490997,0.0,0.0,0.0,-7.573064690121715e-18,-31041.170095458227,-7.573064690121713e-26,-0.0003104117009545822,1.4331325467449702e+24,0.0,1.416040248323015e+24,5.2068081149071116e+23,716566273.372406,0.0,1416040248323.0146,520680811490.71106,0.0,0.0,0.0,0.0,490660776.17884946,0.0,0.0,0.0,411979165.5384656,0.0,1416040248323.0107,520680811490.71027,0.0,0.0,0.0,0.0,-186073668.34490997,0.0,0.0,0.0
1.18,-1,-1,1,-31039.970592522674,0.0,-0.0003103997059252267,0.0,1.2885248062126715e+24,0.0,1.4160387997100154e+24,5.2067969688249225e+23,644262403.1062646,0.0,1416038799710.0151,520679696882.4921,425186078.13813555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411978696.9776775,0.0,1416038799710.0117,520679696882.49146,-192902372.0095491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402792117.69036996,3.400366264204789e-64,2681099.229588988,22063412.67793011,0.0,0.0,0.0,0.0,474367233.93720585,4.2704548784743675e-64,3365481.951512443,24491044.802129887,0.0,0.0,0.0,0.0,411979568.3522024,62589821.1057938,1416085399914.095,520711310380.766,0.0,0.0,0.0,0.0,-240361317992.23694,0.0,0.0,0.0,-0.0001201806589961052,0.0,0.0,0.0,-425186078.13813555,0.0,0.0,0.0,501588000.7809783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192902372.0095491,0.0,0.0,0.0,-269304294.65251213,0.0,0.0,0.0,-7.573064690121715e-18,-31039.970592521964,-7.573064690121713e-26,-0.0003103997059252196,1.2885248062124304e+24,0.0,1.4160387997100154e+24,5.2067969688249225e+23,644262403.1061442,0.0,1416038799710.0151,520679696882.4921,0.0,0.0,0.0,0.0,501588000.7809783,0.0,0.0,0.0,411978696.9776775,0.0,1416038799710.0117,520679696882.49146,0.0,0.0,0.0,0.0,-269304294.65251213,0.0,0.0,0.0
1.2,-1,-1,1,-31038.177268488933,0.0,-0.00031038177268488925,0.0,1.0742161200086025e+24,0.0,1.4160362362290298e+24,5.2067748421400776e+23,537108060.004242,0.0,1416036236229.0295,520677484214.0076,416216202.90254045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411977682.25733364,0.0,1416036236229.027,520677484214.00714,-291085825.15563256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395476318.3674584,3.340412042214233e-64,2633806.988439122,21653012.73518018,0.0,0.0,0.0,0.0,486283598.944342,4.3681045109114695e-64,3442508.6160256867,25159580.104653448,0.0,0.0,0.0,0.0,411979568.35220253,62589821.10579378,1416085399914.0947,520711310380.7663,0.0,0.0,0.0,0.0,-267980620265.03662,0.0,0.0,0.0,-0.0001339903101325035,0.0,0.0,0.0,-416216202.90254045,0.0,0.0,0.0,513967740.15587294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291085825.15563256,0.0,0.0,0.0,-388837362.40909904,0.0,0.0,0.0,-1.0097419586828953e-17,-31038.177268488183,-1.0097419586828951e-25,-0.0003103817726848818,1.0742161200083347e+24,0.0,1.4160362362290298e+24,5.2067748421400776e+23,537108060.0041081,0.0,1416036236229.0295,520677484214.0076,0.0,0.0,0.0,0.0,513967740.15587294,0.0,0.0,0.0,411977682.25733364,0.0,1416036236229.027,520677484214.00714,0.0,0.0,0.0,0.0,-388837362.40909904,0.0,0.0,0.0
1.22,-1,-1,1,-31035.480911267387,0.0,-0.0003103548091126738,0.0,7.567079525412388e+23,0.0,1.4160312806575267e+24,5.206729004731447e+23,378353976.27057767,0.0,1416031280657.5264,520672900473.1446,406144313.03197694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411975484.183843,0.0,1416031280657.5256,520672900473.1441,-439765820.9452427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387702794.7967506,3.2767631253248295e-64,2583599.2233030894,21216547.740040023,0.0,0.0,0.0,0.0,498945397.88676345,4.471771827956291e-64,3524283.893528208,25870560.207229838,0.0,0.0,0.0,0.0,411979568.35220265,62589821.10579381,1416085399914.095,520711310380.7663,0.0,0.0,0.0,0.0,-275055761449.06934,0.0,0.0,0.0,-0.0001375278807245195,0.0,0.0,0.0,-406144313.03197694,0.0,0.0,0.0,527016715.72519565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439765820.9452427,0.0,0.0,0.0,-560638223.638599,0.0,0.0,0.0,-7.573064690121715e-18,-31035.48091126674,-7.573064690121713e-26,-0.0003103548091126673,7.567079525409641e+23,0.0,1.4160312806575267e+24,5.206729004731447e+23,378353976.2704403,0.0,1416031280657.5264,520672900473.1446,0.0,0.0,0.0,0.0,527016715.72519565,0.0,0.0,0.0,411975484.183843,0.0,1416031280657.5256,520672900473.1441,0.0,0.0,0.0,0.0,-560638223.638599,0.0,0.0,0.0
1.24,-1,-1,1,-31031.39830126658,0.0,-0.0003103139830126658,0.0,2.8672682377850744e+23,0.0,1.4160211677664174e+24,5.206631874315789e+23,143363411.8892379,0.0,1416021167766.417,520663187431.57874,395253645.3274019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411970721.8543959,0.0,1416021167766.4148,520663187431.5783,-663860955.2925601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380025313.0590433,3.214276301810638e-64,2534304.3269006745,20783297.768882602,0.0,0.0,0.0,0.0,511450627.08075404,4.573546401051152e-64,3604572.3359796596,26576287.991537504,0.0,0.0,0.0,0.0,411979568.3522023,62589821.10579377,1416085399914.0942,520711310380.76556,0.0,0.0,0.0,0.0,-262494198977.97623,0.0,0.0,0.0,-0.00013124709948897362,0.0,0.0,0.0,-395253645.3274019,0.0,0.0,0.0,539723221.717112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663860955.2925601,0.0,0.0,0.0,-808330531.6824018,0.0,0.0,0.0,-5.048709793414476e-18,-31031.39830126591,-5.0487097934144756e-26,-0.00031031398301265906,2.8672682377824495e+23,0.0,1.4160211677664174e+24,5.206631874315789e+23,143363411.88910666,0.0,1416021167766.417,520663187431.57874,0.0,0.0,0.0,0.0,539723221.717112,0.0,0.0,0.0,411970721.8543959,0.0,1416021167766.4148,520663187431.5783,0.0,0.0,0.0,0.0,-808330531.6824018,0.0,0.0,0.0
1.26,-1,-1,1,-31025.1580636887,0.0,-0.000310251580636887,0.0,-4.080838320054007e+23,0.0,1.4159999077304554e+24,5.206423677650075e+23,-204041916.00267783,0.0,1415999907730.455,520642367765.0074,383661168.7101407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411960402.4663091,0.0,1415999907730.453,520642367765.00684,-999663487.179128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372971382.51935375,3.157548905723864e-64,2489546.749356213,20381325.887239683,0.0,0.0,0.0,0.0,522940087.36791015,4.665940384211506e-64,3677470.6676555807,27231052.808662415,0.0,0.0,0.0,0.0,411979568.3522024,62589821.10579379,1416085399914.0945,520711310380.7658,0.0,0.0,0.0,0.0,-239009037613.89508,0.0,0.0,0.0,-0.00011950451880693436,0.0,0.0,0.0,-383661168.7101407,0.0,0.0,0.0,551093390.5321234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999663487.179128,0.0,0.0,0.0,-1167095709.0012302,0.0,0.0,0.0,-5.048709793414476e-18,-31025.158063688086,-5.0487097934144756e-26,-0.0003102515806368808,-4.080838320056397e+23,0.0,1.4159999077304554e+24,5.206423677650075e+23,-204041916.00279734,0.0,1415999907730.455,520642367765.0074,0.0,0.0,0.0,0.0,551093390.5321234,0.0,0.0,0.0,411960402.4663091,0.0,1415999907730.453,520642367765.00684,0.0,0.0,0.0,0.0,-1167095709.0012302,0.0,0.0,0.0
1.28,-1,-1,1,-31015.493523585326,0.0,-0.0003101549352358532,0.0,-1.4339773207071345e+24,0.0,1.4159545222036663e+24,5.205974868332358e+23,-716988660.3534882,0.0,1415954522203.666,520597486833.23566,371112398.72006834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411938039.5505536,0.0,1415954522203.664,520597486833.23486,-1500039098.624111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366908513.94591725,3.109763513991579e-64,2451836.23073246,20030305.343607783,0.0,0.0,0.0,0.0,532815213.99306166,4.743770198086109e-64,3738891.1850806954,27802813.208175123,0.0,0.0,0.0,0.0,411979568.35220206,62589821.10579377,1416085399914.094,520711310380.76544,0.0,0.0,0.0,0.0,-201210379600.5471,0.0,0.0,0.0,-0.00010060518980026245,0.0,0.0,0.0,-371112398.72006834,0.0,0.0,0.0,560368915.0413047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500039098.624111,0.0,0.0,0.0,-1689295614.9454477,0.0,0.0,0.0,-7.573064690121715e-18,-31015.493523584617,-7.573064690121713e-26,-0.0003101549352358461,-1.4339773207073356e+24,0.0,1.4159545222036663e+24,5.205974868332358e+23,-716988660.3535886,0.0,1415954522203.666,520597486833.23566,0.0,0.0,0.0,0.0,560368915.0413047,0.0,0.0,0.0,411938039.5505536,0.0,1415954522203.664,520597486833.23486,0.0,0.0,0.0,0.0,-1689295614.9454477,0.0,0.0,0.0
1.3,-1,-1,1,-31000.253159996937,0.0,-0.0003100025315999693,0.0,-2.947122838039901e+24,0.0,1.4158568863232625e+24,5.2050046670868864e+23,-1473561419.019788,0.0,1415856886323.2622,520500466708.68854,356828212.12451065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411889574.3530266,0.0,1415856886323.2605,520500466708.6877,-2242279205.4973264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361990045.72543144,3.072230856055811e-64,2422207.265941508,19738550.373190112,0.0,0.0,0.0,0.0,540826294.5416694,4.8049010097309144e-64,3787148.9720314704,28278031.21556005,0.0,0.0,0.0,0.0,411979568.35220253,62589821.10579381,1416085399914.095,520711310380.7662,0.0,0.0,0.0,0.0,-172842293977.7565,0.0,0.0,0.0,-8.642114698886871e-05,0.0,0.0,0.0,-356828212.12451065,0.0,0.0,0.0,567101613.0191034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2242279205.4973264,0.0,0.0,0.0,-2452552606.3920054,0.0,0.0,0.0,-7.573064690121715e-18,-31000.253159996213,-7.573064690121713e-26,-0.0003100025315999621,-2.9471228380400744e+24,0.0,1.4158568863232625e+24,5.2050046670868864e+23,-1473561419.0198746,0.0,1415856886323.2622,520500466708.68854,0.0,0.0,0.0,0.0,567101613.0191034,0.0,0.0,0.0,411889574.3530266,0.0,1415856886323.2605,520500466708.6877,0.0,0.0,0.0,0.0,-2452552606.3920054,0.0,0.0,0.0
1.32,-1,-1,1,-30975.64488093962,0.0,-0.0003097564488093962,0.0,-5.177268122199403e+24,0.0,1.4156460473996102e+24,5.2029045016306996e+23,-2588634061.0994163,0.0,1415646047399.6099,520290450163.0698,339393644.668942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411784535.94990516,0.0,1415646047399.608,520290450163.06885,-3339812241.7182636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358184897.9728658,3.044656529888869e-64,2400429.092604639,19504554.037930626,0.0,0.0,0.0,0.0,547023988.6864004,4.849812322487624e-64,3822619.8829911184,28659165.535456635,0.0,0.0,0.0,0.0,411979568.352203,62589821.10579379,1416085399914.0957,520711310380.7667,0.0,0.0,0.0,0.0,-126197934150.70973,0.0,0.0,0.0,-6.30989670753479e-05,0.0,0.0,0.0,-339393644.668942,0.0,0.0,0.0,571074374.7734909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3339812241.7182636,0.0,0.0,0.0,-3571492971.8228755,0.0,0.0,0.0,-1.0097419586828953e-17,-30975.644880938882,-1.0097419586828951e-25,-0.00030975644880938875,-5.177268122199532e+24,0.0,1.4156460473996102e+24,5.2029045016306996e+23,-2588634061.09948,0.0,1415646047399.6099,520290450163.0698,0.0,0.0,0.0,0.0,571074374.7734909,0.0,0.0,0.0,411784535.94990516,0.0,1415646047399.608,520290450163.06885,0.0,0.0,0.0,0.0,-3571492971.8228755,0.0,0.0,0.0
1.34,-1,-1,1,-30934.72977684384,0.0,-0.00030934729776843834,0.0,-8.46259405173845e+24,0.0,1.4151899059605233e+24,5.198355343976531e+23,-4231297025.8687577,0.0,1415189905960.523,519835534397.65295,316623345.61468875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411556883.4008564,0.0,1415189905960.5208,519835534397.6522,-4959477254.884305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355349186.4353732,3.0257602410030533e-64,2385493.632219388,19320822.91060472,0.0,0.0,0.0,0.0,551642677.2161624,4.880589398777866e-64,3846945.8147135763,28958424.598139703,0.0,0.0,0.0,0.0,411979568.3522024,62589821.1057938,1416085399914.0945,520711310380.76575,0.0,0.0,0.0,0.0,-102810561656.96326,0.0,0.0,0.0,-5.140528082847595e-05,0.0,0.0,0.0,-316623345.61468875,0.0,0.0,0.0,572136762.3461964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4959477254.884305,0.0,0.0,0.0,-5214990671.615863,0.0,0.0,0.0,-1.0097419586828953e-17,-30934.72977684312,-1.0097419586828951e-25,-0.00030934729776843113,-8.462594051738554e+24,0.0,1.4151899059605233e+24,5.198355343976531e+23,-4231297025.8688097,0.0,1415189905960.523,519835534397.65295,0.0,0.0,0.0,0.0,572136762.3461964,0.0,0.0,0.0,411556883.4008564,0.0,1415189905960.5208,519835534397.6522,0.0,0.0,0.0,0.0,-5214990671.615863,0.0,0.0,0.0
1.36,-1,-1,1,-30864.352508555494,0.0,-0.0003086435250855549,0.0,-1.3300981356240329e+25,0.0,1.4142021839425326e+24,5.188498460782996e+23,-6650490678.119431,0.0,1414202183942.5322,518849846078.2995,285326486.22882223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,411063493.39774156,0.0,1414202183942.53,518849846078.2989,-7346880657.745994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353295853.7538856,3.0138676599192395e-64,2376081.962477081,19177664.587145735,0.0,0.0,0.0,0.0,554987048.4579281,4.8999592802141744e-64,3862274.9456309243,29191597.329254463,0.0,0.0,0.0,0.0,411979568.3522029,62589821.105793804,1416085399914.0952,520711310380.7664,0.0,0.0,0.0,0.0,-88199973106.39401,0.0,0.0,0.0,-4.409998655319214e-05,0.0,0.0,0.0,-285326486.22882223,0.0,0.0,0.0,570024676.7401634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7346880657.745994,0.0,0.0,0.0,-7631578848.257377,0.0,0.0,0.0,-5.048709793414476e-18,-30864.352508554784,-5.0487097934144756e-26,-0.0003086435250855478,-1.3300981356240414e+25,0.0,1.4142021839425326e+24,5.188498460782996e+23,-6650490678.1194725,0.0,1414202183942.5322,518849846078.2995,0.0,0.0,0.0,0.0,570024676.7401634,0.0,0.0,0.0,411063493.39774156,0.0,1414202183942.53,518849846078.2989,0.0,0.0,0.0,0.0,-7631578848.257377,0.0,0.0,0.0
1.3800000000000001,-1,-1,1,-30738.777402809923,0.0,-0.00030738777402809916,0.0,-2.0425367473206753e+25,0.0,1.412062560023003e+24,5.1671388071682457e+23,-10212683736.60225,0.0,1412062560023.0027,516713880716.82446,240903176.96932214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409994235.7986158,0.0,1412062560023.0,516713880716.82404,-10863581149.370188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351841292.3749796,3.0072963263158168e-64,2370868.5232817954,19065782.968805954,0.0,0.0,0.0,0.0,557356163.5615925,4.910662251409365e-64,3870766.264651184,29373826.24984365,0.0,0.0,0.0,0.0,411979568.3522028,62589821.105793804,1416085399914.095,520711310380.7663,0.0,0.0,0.0,0.0,-90703368186.9607,0.0,0.0,0.0,-4.535168409347534e-05,0.0,0.0,0.0,-240903176.96932214,0.0,0.0,0.0,564191362.7561071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10863581149.370188,0.0,0.0,0.0,-11186869335.157019,0.0,0.0,0.0,-7.573064690121715e-18,-30738.777402809257,-7.573064690121713e-26,-0.0003073877740280925,-2.0425367473206843e+25,0.0,1.412062560023003e+24,5.1671388071682457e+23,-10212683736.602295,0.0,1412062560023.0027,516713880716.82446,0.0,0.0,0.0,0.0,564191362.7561071,0.0,0.0,0.0,409994235.7986158,0.0,1412062560023.0,516713880716.82404,0.0,0.0,0.0,0.0,-11186869335.157019,0.0,0.0,0.0
1.4000000000000001,-1,-1,1,-30506.327919268726,0.0,-0.0003050632791926872,0.0,-3.0914464805855045e+25,0.0,1.407427228106671e+24,5.120854043595763e+23,-15457232402.925817,0.0,1407427228106.6707,512085404359.5762,176704269.12092736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407677270.4775753,0.0,1407427228106.6685,512085404359.5755,-16041613942.524323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350828081.0940686,3.0045358546886687e-64,2368663.14697636,18977589.22679182,0.0,0.0,0.0,0.0,559006427.4093387,4.915158332432434e-64,3874358.2416355703,29517472.534469,0.0,0.0,0.0,0.0,411979568.3522022,62589821.105793774,1416085399914.0938,520711310380.7657,0.0,0.0,0.0,0.0,-105142593383.80066,0.0,0.0,0.0,-5.257129669189453e-05,0.0,0.0,0.0,-176704269.12092736,0.0,0.0,0.0,553638183.7524765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16041613942.524323,0.0,0.0,0.0,-16418547857.15592,0.0,0.0,0.0,-7.573064690121715e-18,-30506.32791926804,-7.573064690121713e-26,-0.00030506327919268037,-3.0914464805855166e+25,0.0,1.407427228106671e+24,5.120854043595763e+23,-15457232402.925877,0.0,1407427228106.6707,512085404359.5762,0.0,0.0,0.0,0.0,553638183.7524765,0.0,0.0,0.0,407677270.4775753,0.0,1407427228106.6685,512085404359.5755,0.0,0.0,0.0,0.0,-16418547857.15592,0.0,0.0,0.0
1.42,-1,-1,1,-30061.084005281944,0.0,-0.0003006108400528194,0.0,-4.635553438680326e+25,0.0,1.3973861119265438e+24,5.0205711348547534e+23,-23177767193.39907,0.0,1397386111926.5435,502057113485.4752,83063380.63339938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402657695.57403755,0.0,1397386111926.5417,502057113485.4744,-23663488269.606506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350131412.730946,3.00430457793279e-64,2368455.574140465,18907540.01187887,0.0,0.0,0.0,0.0,560141121.8961427,4.915535021336957e-64,3874696.3231099267,29631565.400129206,0.0,0.0,0.0,0.0,411979568.3522029,62589821.10579377,1416085399914.0955,520711310380.76685,0.0,0.0,0.0,0.0,-258982181549.10086,0.0,0.0,0.0,-0.00012949109077453613,0.0,0.0,0.0,-83063380.63339938,0.0,0.0,0.0,536712868.9023607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23663488269.606506,0.0,0.0,0.0,-24117137757.87559,0.0,0.0,0.0,-7.573064690121715e-18,-30061.084005281282,-7.573064690121713e-26,-0.0003006108400528128,-4.6355534386803536e+25,0.0,1.3973861119265438e+24,5.0205711348547534e+23,-23177767193.399208,0.0,1397386111926.5435,502057113485.4752,0.0,0.0,0.0,0.0,536712868.9023607,0.0,0.0,0.0,402657695.57403755,0.0,1397386111926.5417,502057113485.4744,0.0,0.0,0.0,0.0,-24117137757.87559,0.0,0.0,0.0
1.44,-1,-1,1,-29182.527952597502,0.0,-0.00029182527952597496,0.0,-6.908452600555966e+25,0.0,1.3756392262862122e+24,4.803333341515207e+23,-34542263002.77602,0.0,1375639226286.212,480333334151.52057,-54139838.357264854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391785836.3894166,0.0,1375639226286.2102,480333334151.51984,-34879909000.80817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349657124.06392366,3.0055706644174144e-64,2369431.988879453,18851816.427725628,0.0,0.0,0.0,0.0,560913616.1384308,4.913472900009174e-64,3873106.000766404,29722325.142903846,0.0,0.0,0.0,0.0,411979568.35220265,62589821.10579383,1416085399914.0952,520711310380.76624,0.0,0.0,0.0,0.0,-689744949340.8964,0.0,0.0,0.0,-0.00034487247467041016,0.0,0.0,0.0,54139838.357264854,0.0,0.0,0.0,510832570.30913174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34879909000.80817,0.0,0.0,0.0,-35444881409.4749,0.0,0.0,0.0,-7.573064690121715e-18,-29182.527952596833,-7.573064690121713e-26,-0.0002918252795259683,-6.908452600556033e+25,0.0,1.3756392262862122e+24,4.803333341515207e+23,-34542263002.77635,0.0,1375639226286.212,480333334151.52057,0.0,0.0,0.0,0.0,510832570.30913174,0.0,0.0,0.0,391785836.3894166,0.0,1375639226286.2102,480333334151.51984,0.0,0.0,0.0,0.0,-35444881409.4749,0.0,0.0,0.0
