sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-48234.63664925297,0.0,-0.0004823463664925296,0.0,1.416051551394501e+24,0.0,1.2180796382281124e+24,1.605113610881878e+23,1416051551394.5007,0.0,1434006311014.966,160511361088.18777,0.0,0.0,1505994617040.792,0.0,0.0,0.0,0.0,0.0,1416051551394.5112,0.0,570223659652.9796,160511361088.18756,0.0,0.0,-642211965678.8057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1575575976280.152,0.0,0.0,0.0,-1.854875348508358,0.0,0.0,0.0,-1505994617040.792,0.0,0.0,0.0,966537050479.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642211965678.8057,0.0,0.0,0.0,-102754399118.96939,0.0,1.0255942880551466e-17,-48234.63664925058,1.0255942880551464e-25,-0.0004823463664925057,1.416051551394501e+24,0.0,1.2180796382265366e+24,1.605113610881878e+23,1416051551394.5007,0.0,1434006311013.111,160511361088.18777,0.0,0.0,0.0,0.0,0.0,0.0,966537050479.101,0.0,1416051551394.5112,0.0,570223659652.9796,160511361088.18756,0.0,0.0,0.0,0.0,0.0,0.0,-102754399118.96939,0.0,0.0,0.0,0.0,0.0,1455.096331034769,1.8533622357663228e-67,1541624160812.2913,16085463.538834894,0.0,0.0,0.0,0.0,7219312.174869623,9.196465506652169e-64,966824630783.5396,509293.26890102995,0.0,0.0,0.0,0.0,1416085781024.596,62589837.95057227,570224078086.8376,160521508470.61664
0.02,-1,-1,1,-48212.3271201058,0.0,-0.0004821232712010579,0.0,1.4160513765396693e+24,0.0,1.2168969502302095e+24,1.6051136095586414e+23,1416051376539.669,0.0,1432613970153.3936,160511360955.8641,0.0,0.0,1506266319997.4775,0.0,0.0,0.0,0.0,0.0,1416051376539.6772,0.0,570223656967.6218,160511360955.86392,0.0,0.0,-643876006811.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.076185708894743e+16,0.0,0.0,0.0,71532.99652992189,0.0,0.0,0.0,-1506266319997.4775,0.0,0.0,0.0,965876252986.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643876006811.707,0.0,0.0,0.0,-103485868267.46306,0.0,8.993765432197847e-18,-48212.32712010353,8.993765432197846e-26,-0.00048212327120103525,1.4160513765396693e+24,0.0,1.216897010992065e+24,1.6051136095586414e+23,1416051376539.669,0.0,1432614041686.3882,160511360955.8641,0.0,0.0,0.0,0.0,0.0,0.0,965876252986.229,0.0,1416051376539.6772,0.0,570223656967.6218,160511360955.86392,0.0,0.0,0.0,0.0,0.0,0.0,-103485868267.46306,0.0,0.0,0.0,0.0,0.0,1480.1306833468361,1.8852483957888756e-67,1541988274532.2947,16036376.018697,0.0,0.0,0.0,0.0,7219306.055404364,9.196457712257401e-64,966165936534.6298,508248.13902746595,0.0,0.0,0.0,0.0,1416085781024.5972,62589837.95057232,570224078086.8381,160521508470.61667
0.04,-1,-1,1,-48189.763781471556,0.0,-0.00048189763781471544,0.0,1.4160512000806008e+24,0.0,1.2157007653462645e+24,1.6051136082541964e+23,1416051200080.6003,0.0,1431205739838.3271,160511360825.4196,0.0,0.0,1506538901913.2454,0.0,0.0,0.0,0.0,0.0,1416051200080.6062,0.0,570223654247.9271,160511360825.41937,0.0,0.0,-645556816322.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6807965911945107e+17,0.0,0.0,0.0,197874.82227446884,0.0,0.0,0.0,-1506538901913.2454,0.0,0.0,0.0,965209672763.2858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645556816322.845,0.0,0.0,0.0,-104227389298.0629,0.0,8.993765432197847e-18,-48189.763781469286,8.993765432197846e-26,-0.0004818976378146928,1.4160512000806008e+24,0.0,1.2157009334259243e+24,1.6051136082541964e+23,1416051200080.6003,0.0,1431205937713.1504,160511360825.4196,0.0,0.0,0.0,0.0,0.0,0.0,965209672763.2858,0.0,1416051200080.6062,0.0,570223654247.9271,160511360825.41937,0.0,0.0,0.0,0.0,0.0,0.0,-104227389298.0629,0.0,0.0,0.0,0.0,0.0,1506.041208589004,1.918250703267604e-67,1542354198192.6182,15987039.662343374,0.0,0.0,0.0,0.0,7219299.721765003,9.196449645026563e-64,965501488447.985,507196.5140917691,0.0,0.0,0.0,0.0,1416085781024.5972,62589837.95057233,570224078086.8391,160521508470.61682
0.06,-1,-1,1,-48166.9406214435,0.0,-0.0004816694062144349,0.0,1.4160510219773665e+24,0.0,1.214491033275809e+24,1.6051136069731855e+23,1416051021977.3662,0.0,1429781560852.6301,160511360697.3185,0.0,0.0,1506812408702.9326,0.0,0.0,0.0,0.0,0.0,1416051021977.3696,0.0,570223651493.2454,160511360697.31824,0.0,0.0,-647254499343.5471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4719565730516316e+16,0.0,0.0,0.0,29101.556376621127,0.0,0.0,0.0,-1506812408702.9326,0.0,0.0,0.0,964537160379.3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647254499343.5471,0.0,0.0,0.0,-104979221918.39665,0.0,7.731587983844228e-18,-48166.94062144122,7.731587983844227e-26,-0.00048166940621441215,1.4160510219773665e+24,0.0,1.2144910579953752e+24,1.6051136069731855e+23,1416051021977.3662,0.0,1429781589954.1868,160511360697.3185,0.0,0.0,0.0,0.0,0.0,0.0,964537160379.3375,0.0,1416051021977.3696,0.0,570223651493.2454,160511360697.31824,0.0,0.0,0.0,0.0,0.0,0.0,-104979221918.39665,0.0,0.0,0.0,0.0,0.0,1532.8747942636057,1.952428908740393e-67,1542721983549.573,15937447.549071869,0.0,0.0,0.0,0.0,7219293.162490229,9.196441290354006e-64,964831137839.6775,506137.92113832035,0.0,0.0,0.0,0.0,1416085781024.5952,62589837.95057228,570224078086.8368,160521508470.61624
0.08,-1,-1,1,-48143.85038239035,0.0,-0.00048143850382390344,0.0,1.4160508421890052e+24,0.0,1.2132670130389256e+24,1.6051136057099675e+23,1416050842189.005,0.0,1428340560864.2761,160511360570.9967,0.0,0.0,1507086837172.2126,0.0,0.0,0.0,0.0,0.0,1416050842189.0083,0.0,570223648702.3492,160511360570.99643,0.0,0.0,-648969925010.2878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5229615243385604e+16,0.0,0.0,0.0,29702.0214015916,0.0,0.0,0.0,-1507086837172.2126,0.0,0.0,0.0,963858576350.8414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648969925010.2878,0.0,0.0,0.0,-105741634486.89513,0.0,1.0255942880551466e-17,-48143.850382388235,1.0255942880551464e-25,-0.00048143850382388224,1.4160508421890052e+24,0.0,1.2132670382685398e+24,1.6051136057099675e+23,1416050842189.005,0.0,1428340590566.2961,160511360570.9967,0.0,0.0,0.0,0.0,0.0,0.0,963858576350.8414,0.0,1416050842189.0083,0.0,570223648702.3492,160511360570.99643,0.0,0.0,0.0,0.0,0.0,0.0,-105741634486.89513,0.0,0.0,0.0,0.0,0.0,1560.6816412787853,1.9878469846169565e-67,1543091675653.5608,15887593.225984337,0.0,0.0,0.0,0.0,7219286.365308814,9.196432632602004e-64,964154745997.6266,505072.7015907168,0.0,0.0,0.0,0.0,1416085781024.596,62589837.9505723,570224078086.8379,160521508470.61664
0.1,-1,-1,1,-48120.486280178455,0.0,-0.00048120486280178444,0.0,1.4160506606723435e+24,0.0,1.2120284748773133e+24,1.6051136044668892e+23,1416050660672.343,0.0,1426882469386.1453,160511360446.68887,0.0,0.0,1507362224184.7556,0.0,0.0,0.0,0.0,0.0,1416050660672.3445,0.0,570223645874.39,160511360446.6886,0.0,0.0,-650703400673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5760705523232924e+16,0.0,0.0,0.0,30327.25705049187,0.0,0.0,0.0,-1507362224184.7556,0.0,0.0,0.0,963173762628.4733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650703400673.0,0.0,0.0,0.0,-106514908789.46144,0.0,1.0255942880551466e-17,-48120.486280176185,1.0255942880551464e-25,-0.0004812048628017618,1.4160506606723435e+24,0.0,1.2120285006380182e+24,1.6051136044668892e+23,1416050660672.343,0.0,1426882499713.4016,160511360446.68887,0.0,0.0,0.0,0.0,0.0,0.0,963173762628.4733,0.0,1416050660672.3445,0.0,570223645874.39,160511360446.6886,0.0,0.0,0.0,0.0,0.0,0.0,-106514908789.46144,0.0,0.0,0.0,0.0,0.0,1589.5157402912657,2.024573732930935e-67,1543463328430.5234,15837469.381394865,0.0,0.0,0.0,0.0,7219279.317023109,9.196423654952294e-64,963472155683.5436,504000.55288803973,0.0,0.0,0.0,0.0,1416085781024.5967,62589837.95057232,570224078086.8375,160521508470.61652
0.12,-1,-1,1,-48096.84102624079,0.0,-0.00048096841026240783,0.0,1.4160504773824817e+24,0.0,1.2107750324108344e+24,1.6051136032441704e+23,1416050477382.4814,0.0,1425406831545.2244,160511360324.417,0.0,0.0,1507638597323.292,0.0,0.0,0.0,0.0,0.0,1416050477382.4812,0.0,570223643008.3656,160511360324.41675,0.0,0.0,-652455408786.4341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6314097425680772e+16,0.0,0.0,0.0,30978.747688435018,0.0,0.0,0.0,-1507638597323.292,0.0,0.0,0.0,962482557815.5024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652455408786.4341,0.0,0.0,0.0,-107299338299.8961,0.0,7.731587983844228e-18,-48096.84102623847,7.731587983844227e-26,-0.00048096841026238463,1.4160504773824817e+24,0.0,1.2107750587249324e+24,1.6051136032441704e+23,1416050477382.4814,0.0,1425406862523.9727,160511360324.417,0.0,0.0,0.0,0.0,0.0,0.0,962482557815.5024,0.0,1416050477382.4812,0.0,570223643008.3656,160511360324.41675,0.0,0.0,0.0,0.0,0.0,0.0,-107299338299.8961,0.0,0.0,0.0,0.0,0.0,1619.4351349720487,2.062683122319393e-67,1543836996243.7327,15787068.548045985,0.0,0.0,0.0,0.0,7219272.003444772,9.196414339323664e-64,962783206345.3666,502921.33800565935,0.0,0.0,0.0,0.0,1416085781024.597,62589837.950572304,570224078086.8383,160521508470.61667
0.14,-1,-1,1,-48072.907011204705,0.0,-0.000480729070112047,0.0,1.4160502922725507e+24,0.0,1.2095062822527739e+24,1.605113602042019e+23,1416050292272.5503,0.0,1423913172447.198,160511360204.20187,0.0,0.0,1507915985392.1687,0.0,0.0,0.0,0.0,0.0,1416050292272.5483,0.0,570223640103.2277,160511360204.2017,0.0,0.0,-654226453048.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6891193643314132e+16,0.0,0.0,0.0,31658.144660666585,0.0,0.0,0.0,-1507915985392.1687,0.0,0.0,0.0,961784793438.8892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654226453048.1995,0.0,0.0,0.0,-108095229436.7757,0.0,8.993765432197847e-18,-48072.90701120239,8.993765432197846e-26,-0.0004807290701120238,1.4160502922725507e+24,0.0,1.2095063091439665e+24,1.605113602042019e+23,1416050292272.5503,0.0,1423913204105.3416,160511360204.20187,0.0,0.0,0.0,0.0,0.0,0.0,961784793438.8892,0.0,1416050292272.5483,0.0,570223640103.2277,160511360204.2017,0.0,0.0,0.0,0.0,0.0,0.0,-108095229436.7757,0.0,0.0,0.0,0.0,0.0,1650.5023337787786,2.1022548145997943e-67,1544212735857.2993,15736382.926196625,0.0,0.0,0.0,0.0,7219264.409294076,9.196404666243174e-64,962087730391.963,501834.9141291695,0.0,0.0,0.0,0.0,1416085781024.596,62589837.95057231,570224078086.8375,160521508470.6166
0.16,-1,-1,1,-48048.67628455062,0.0,-0.00048048676284550613,0.0,1.4160501052935842e+24,0.0,1.2082218029315511e+24,1.6051136008606504e+23,1416050105293.5837,0.0,1422400995907.016,160511360086.065,0.0,0.0,1508194418507.6787,0.0,0.0,0.0,0.0,0.0,1416050105293.5823,0.0,570223637157.8837,160511360086.0648,0.0,0.0,-656017059758.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.749352635197562e+16,0.0,0.0,0.0,32367.25174894184,0.0,0.0,0.0,-1508194418507.6787,0.0,0.0,0.0,961080293478.3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656017059758.548,0.0,0.0,0.0,-108902902361.97878,0.0,8.993765432197847e-18,-48048.676284548426,8.993765432197846e-26,-0.0004804867628454842,1.4160501052935842e+24,0.0,1.2082218304250767e+24,1.6051136008606504e+23,1416050105293.5837,0.0,1422401028274.2668,160511360086.065,0.0,0.0,0.0,0.0,0.0,0.0,961080293478.3615,0.0,1416050105293.5823,0.0,570223637157.8837,160511360086.0648,0.0,0.0,0.0,0.0,0.0,0.0,-108902902361.97878,0.0,0.0,0.0,0.0,0.0,1682.784750035772,2.1433747275116393e-67,1544590606602.9324,15685404.35810623,0.0,0.0,0.0,0.0,7219256.518092323,9.196394614708792e-64,961385552724.3248,500741.13219199376,0.0,0.0,0.0,0.0,1416085781024.5967,62589837.95057228,570224078086.8375,160521508470.61658
