sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-57584.225163943585,0.0,-0.0005758422516394358,0.0,2.1355930631682327e+23,1.416037327170477e+24,0.0,2.203050562585578e+24,213559306316.8232,1416037327170.4766,0.0,1964527969702.8567,0.0,0.0,0.0,1622148564482.1536,0.0,0.0,0.0,0.0,213559306316.82266,1416037327170.4727,0.0,486302298855.95276,0.0,0.0,0.0,-143922893635.25046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.905307385017498e+16,0.0,0.0,0.0,61576.750564187765,0.0,0.0,0.0,-1622148564482.1536,0.0,0.0,0.0,1540957168923.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143922893635.25046,0.0,0.0,0.0,-62731436500.14558,1.2009020612429947e-17,-57584.225163941184,1.2009020612429946e-25,-0.0005758422516394117,2.1355930631682327e+23,1.416037327170477e+24,0.0,2.2030506316386525e+24,213559306316.8232,1416037327170.4766,0.0,1964528031279.6077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1540957168923.801,213559306316.82266,1416037327170.4727,0.0,486302298855.95276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-62731436500.14558,0.0,0.0,0.0,0.0,17257287.227604948,89638.53740459551,1.1419389091520538e-65,1629633656935.6287,0.0,0.0,0.0,0.0,5.321064048817535,31641938.079392955,4.0308277008408007e-63,1541939657441.0789,0.0,0.0,0.0,0.0,213570135629.1697,1416085781024.5881,62589837.95057226,486302385584.9014
0.02,-1,-1,1,-57568.05729602052,0.0,-0.0005756805729602051,0.0,2.1355928413314995e+23,1.4160372545311663e+24,0.0,2.201918503122167e+24,213559284133.1499,1416037254531.166,0.0,1963518477448.3406,0.0,0.0,0.0,1621857041491.8555,0.0,0.0,0.0,0.0,213559284133.14926,1416037254531.1624,0.0,486302296299.5649,0.0,0.0,0.0,-144640860343.08112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.713878285024389e+17,0.0,0.0,0.0,866216.4141536057,0.0,0.0,0.0,-1621857041491.8555,0.0,0.0,0.0,1541333904596.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144640860343.08112,0.0,0.0,0.0,-64116857230.90448,1.4533375509137187e-17,-57568.05729601777,1.4533375509137184e-25,-0.0005756805729601776,2.1355928413314995e+23,1.4160372545311663e+24,0.0,2.2019194745099957e+24,213559284133.1499,1416037254531.166,0.0,1963519343664.7546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541333904596.0928,213559284133.14926,1416037254531.1624,0.0,486302296299.5649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64116857230.90448,0.0,0.0,0.0,0.0,17285963.53101335,95893.11862737786,1.2216178748921652e-65,1629379525322.7485,0.0,0.0,0.0,0.0,5.406564157129918,31635683.717489615,4.030030911183365e-63,1542338796382.349,0.0,0.0,0.0,0.0,213570135629.16934,1416085781024.5889,62589837.95057227,486302385584.90125
0.04,-1,-1,1,-57551.6230907201,0.0,-0.0005755162309072009,0.0,2.135592615451093e+23,1.4160371851916783e+24,0.0,2.2007682333734664e+24,213559261545.10925,1416037185191.678,0.0,1962492746522.1409,0.0,0.0,0.0,1621549397166.3596,0.0,0.0,0.0,0.0,213559261545.10855,1416037185191.6748,0.0,486302293660.7014,0.0,0.0,0.0,-145358944304.92087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1278277172235421e+18,0.0,0.0,0.0,1005718.6762392819,0.0,0.0,0.0,-1621549397166.3596,0.0,0.0,0.0,1541733854996.2554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145358944304.92087,0.0,0.0,0.0,-65542396416.14012,1.2009020612429947e-17,-57551.62309071759,1.2009020612429946e-25,-0.0005755162309071759,2.135592615451093e+23,1.4160371851916783e+24,0.0,2.2007693612011835e+24,213559261545.10925,1416037185191.678,0.0,1962493752240.8171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1541733854996.2554,213559261545.10855,1416037185191.6748,0.0,486302293660.7014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65542396416.14012,0.0,0.0,0.0,0.0,17316458.70993225,102176.7061084352,1.3016663098646124e-65,1629109276641.6072,0.0,0.0,0.0,0.0,5.495666330513298,31629400.35025758,4.0292304268335955e-63,1542761798642.8735,0.0,0.0,0.0,0.0,213570135629.16977,1416085781024.5889,62589837.95057227,486302385584.90173
0.06,-1,-1,1,-57534.92830015045,0.0,-0.0005753492830015045,0.0,2.135592385607314e+23,1.4160371188770147e+24,0.0,2.1995999388468077e+24,213559238560.73132,1416037118877.0144,0.0,1961450942346.8528,0.0,0.0,0.0,1621226411187.828,0.0,0.0,0.0,0.0,213559238560.73056,1416037118877.012,0.0,486302290942.2518,0.0,0.0,0.0,-146077759783.22723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.101019333778775e+17,0.0,0.0,0.0,811565.8958381414,0.0,0.0,0.0,-1621226411187.828,0.0,0.0,0.0,1542155529685.4312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146077759783.22723,0.0,0.0,0.0,-67006066714.935165,1.2009020612429947e-17,-57534.92830014796,1.2009020612429946e-25,-0.0005753492830014795,2.135592385607314e+23,1.4160371188770147e+24,0.0,2.1996008489487397e+24,213559238560.73132,1416037118877.0144,0.0,1961451753912.7476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542155529685.4312,213559238560.73056,1416037118877.012,0.0,486302290942.2518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67006066714.935165,0.0,0.0,0.0,0.0,17348681.153506625,108478.35869921824,1.3819448331555072e-65,1628823722695.9392,0.0,0.0,0.0,0.0,5.588518397359824,31623098.91846109,4.028427641600653e-63,1543207141646.2412,0.0,0.0,0.0,0.0,213570135629.16937,1416085781024.5876,62589837.950572275,486302385584.90076
0.08,-1,-1,1,-57517.980643142044,0.0,-0.0005751798064314203,0.0,2.1355921518585915e+23,1.4160370553472656e+24,0.0,2.198413704698542e+24,213559215185.8591,1416037055347.2654,0.0,1960393140859.0154,0.0,0.0,0.0,1620888735202.9749,0.0,0.0,0.0,0.0,213559215185.8584,1416037055347.2622,0.0,486302288147.23444,0.0,0.0,0.0,-146797882491.19403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1023474811805326e+18,0.0,0.0,0.0,982997.1657886207,0.0,0.0,0.0,-1620888735202.9749,0.0,0.0,0.0,1542597647808.8418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146797882491.19403,0.0,0.0,0.0,-68505812099.895485,1.2009020612429947e-17,-57517.98064313948,1.2009020612429946e-25,-0.0005751798064313947,2.1355921518585915e+23,1.4160370553472656e+24,0.0,2.198414807046023e+24,213559215185.8591,1416037055347.2654,0.0,1960394123856.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542597647808.8418,213559215185.8584,1416037055347.2622,0.0,486302288147.23444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68505812099.895485,0.0,0.0,0.0,0.0,17382553.93385898,114787.92948496043,1.4623241820098783e-65,1628523545228.7385,0.0,0.0,0.0,0.0,5.685287270356415,31616789.568658333,4.027623848112074e-63,1543673511290.6978,0.0,0.0,0.0,0.0,213570135629.16965,1416085781024.5881,62589837.950572275,486302385584.9011
0.1,-1,-1,1,-57500.774820721475,0.0,-0.0005750077482072147,0.0,2.1355919142713617e+23,1.41603699433275e+24,0.0,2.1972096789424253e+24,213559191427.1361,1416036994332.7498,0.0,1959319474047.048,0.0,0.0,0.0,1620537103787.6016,0.0,0.0,0.0,0.0,213559191427.1353,1416036994332.7463,0.0,486302285276.41187,0.0,0.0,0.0,-147519915016.96423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104371262471791e+17,0.0,0.0,0.0,722691.7208516598,0.0,0.0,0.0,-1620537103787.6016,0.0,0.0,0.0,1543058783377.7993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147519915016.96423,0.0,0.0,0.0,-70040871915.44095,1.2009020612429947e-17,-57500.774820719,1.2009020612429946e-25,-0.0005750077482071899,2.1355919142713617e+23,1.41603699433275e+24,0.0,2.1972104893795527e+24,213559191427.1361,1416036994332.7498,0.0,1959320196738.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543058783377.7993,213559191427.1353,1416036994332.7463,0.0,486302285276.41187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70040871915.44095,0.0,0.0,0.0,0.0,17417990.61046715,121102.27537750767,1.5427643174274748e-65,1628209510315.4192,0.0,0.0,0.0,0.0,5.786142228700742,31610475.44382757,4.026819446757857e-63,1544159469288.8274,0.0,0.0,0.0,0.0,213570135629.16953,1416085781024.588,62589837.95057227,486302385584.9009
0.12,-1,-1,1,-57483.318337664874,0.0,-0.0005748331833766487,0.0,2.1355916728696697e+23,1.4160369356449964e+24,0.0,2.1959877992620046e+24,213559167286.96692,1416036935644.996,0.0,1958229886341.453,0.0,0.0,0.0,1620171976037.2004,0.0,0.0,0.0,0.0,213559167286.966,1416036935644.9927,0.0,486302282332.3883,0.0,0.0,0.0,-148244372028.13666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0489060203293146e+18,0.0,0.0,0.0,935341.770870775,0.0,0.0,0.0,-1620171976037.2004,0.0,0.0,0.0,1543537968513.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148244372028.13666,0.0,0.0,0.0,-71609429163.08249,1.4533375509137187e-17,-57483.31833766248,1.4533375509137184e-25,-0.0005748331833766247,2.1355916728696697e+23,1.4160369356449964e+24,0.0,2.195988848168025e+24,213559167286.96692,1416036935644.996,0.0,1958230821683.2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1543537968513.917,213559167286.966,1416036935644.9927,0.0,486302282332.3883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71609429163.08249,0.0,0.0,0.0,0.0,17454936.356212165,127413.69916744466,1.623167184254918e-65,1627882103941.06,0.0,0.0,0.0,0.0,5.8912866420962615,31604164.240908325,4.026015418089547e-63,1544664018381.6743,0.0,0.0,0.0,0.0,213570135629.16937,1416085781024.588,62589837.95057226,486302385584.9007
0.14,-1,-1,1,-57465.60310790732,0.0,-0.0005746560310790731,0.0,2.135591427690227e+23,1.4160368790563416e+24,0.0,2.1947480948035068e+24,213559142769.02264,1416036879056.3413,0.0,1957124403732.817,0.0,0.0,0.0,1619793925763.2246,0.0,0.0,0.0,0.0,213559142769.02194,1416036879056.3384,0.0,486302279315.0696,0.0,0.0,0.0,-148971801345.4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900526756104983e+17,0.0,0.0,0.0,704514.2790339887,0.0,0.0,0.0,-1619793925763.2246,0.0,0.0,0.0,1544034036948.5403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148971801345.4795,0.0,0.0,0.0,-73211208016.51463,1.2009020612429947e-17,-57465.6031079048,1.2009020612429946e-25,-0.0005746560310790479,2.135591427690227e+23,1.4160368790563416e+24,0.0,2.194748884856182e+24,213559142769.02264,1416036879056.3413,0.0,1957125108247.0955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544034036948.5403,213559142769.02194,1416036879056.3384,0.0,486302279315.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73211208016.51463,0.0,0.0,0.0,0.0,17493323.2050615,133722.01361439092,1.7035303988008824e-65,1627541928540.9731,0.0,0.0,0.0,0.0,6.00092636684618,31597856.147134986,4.0252117859440504e-63,1545185987842.0188,0.0,0.0,0.0,0.0,213570135629.16916,1416085781024.588,62589837.95057225,486302385584.90045
0.16,-1,-1,1,-57447.63534550756,0.0,-0.0005744763534550755,0.0,2.135591178729576e+23,1.416036824416624e+24,0.0,2.1934903878617674e+24,213559117872.95752,1416036824416.6235,0.0,1956002867755.977,0.0,0.0,0.0,1619403264768.8618,0.0,0.0,0.0,0.0,213559117872.9568,1416036824416.62,0.0,486302276226.532,0.0,0.0,0.0,-149702673239.41772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093891498094385e+18,0.0,0.0,0.0,975456.705498606,0.0,0.0,0.0,-1619403264768.8618,0.0,0.0,0.0,1544546257447.4927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149702673239.41772,0.0,0.0,0.0,-74844690461.34282,1.2009020612429947e-17,-57447.63534550512,1.2009020612429946e-25,-0.0005744763534550511,2.135591178729576e+23,1.416036824416624e+24,0.0,2.1934914817532645e+24,213559117872.95752,1416036824416.6235,0.0,1956003843212.6816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544546257447.4927,213559117872.9568,1416036824416.62,0.0,486302276226.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74844690461.34282,0.0,0.0,0.0,0.0,17533113.220726043,140021.55096225496,1.7837817596439963e-65,1627189320475.7705,0.0,0.0,0.0,0.0,6.115306393285054,31591556.830065377,4.024409272335575e-63,1545724621889.5605,0.0,0.0,0.0,0.0,213570135629.16934,1416085781024.588,62589837.95057228,486302385584.90063
