sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-41630.17477805591,0.0,-0.000416301747780559,0.0,7.841012183770775e+23,1.3741653511980125e+23,1.4160238060560497e+24,0.0,1044911033709.5358,137416535119.80122,1416023806056.0493,0.0,543586509331.90393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760580359.9719,137416535119.80089,1416023806056.0474,0.0,-105436055982.34123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545142475647.3362,8780846.798609825,694593.4883835291,8.848326773724986e-65,0.0,0.0,0.0,0.0,3038995455886.755,4905555.923254722,46326681.42328537,5.901461189479259e-63,0.0,0.0,0.0,0.0,606763118592.833,137424289559.57889,1416085399913.9976,62589821.105793424,0.0,0.0,0.0,0.0,5261859399.06921,0.0,0.0,0.0,0.007012072950601578,0.0,0.0,0.0,-543586509331.90393,0.0,0.0,0.0,3021231286848.102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105436055982.34123,0.0,0.0,0.0,-2583080833498.529,0.0,0.0,0.0,-1.8932661725304287e-18,-41630.17477805446,-1.8932661725304283e-26,-0.0004163017477805445,7.841012183770826e+23,1.3741653511980125e+23,1.4160238060560497e+24,0.0,1044911033709.5427,137416535119.80122,1416023806056.0493,0.0,0.0,0.0,0.0,0.0,3021231286848.102,0.0,0.0,0.0,606760580359.9719,137416535119.80089,1416023806056.0474,0.0,0.0,0.0,0.0,0.0,-2583080833498.529,0.0,0.0,0.0
0.02,-1,-1,1,-41621.1784618581,0.0,-0.000416211784618581,0.0,7.836798764777592e+23,1.3741652306701772e+23,1.4160238026226394e+24,0.0,1044349543956.3723,137416523067.01768,1416023802622.6392,0.0,543359181548.0693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760577131.6434,137416523067.01735,1416023802622.637,0.0,-105770214723.34149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544920048446.63074,8841622.26858569,694593.1394700014,8.848322330083839e-65,0.0,0.0,0.0,0.0,3039314641990.082,4813331.465105342,46326686.65684465,5.901461856025462e-63,0.0,0.0,0.0,0.0,606763118592.8306,137424289559.57811,1416085399913.996,62589821.10579337,0.0,0.0,0.0,0.0,-4279862882095006.5,0.0,0.0,0.0,-5703.44216212444,0.0,0.0,0.0,-543359181548.0693,0.0,0.0,0.0,3021544348967.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105770214723.34149,0.0,0.0,0.0,-2583955387845.8804,0.0,0.0,0.0,-1.262177448353619e-18,-41621.17846185676,-1.2621774483536189e-26,-0.0004162117846185676,7.836798721978964e+23,1.3741652306701772e+23,1.4160238026226394e+24,0.0,1044349538252.93,137416523067.01768,1416023802622.6392,0.0,0.0,0.0,0.0,0.0,3021544348967.169,0.0,0.0,0.0,606760577131.6434,137416523067.01735,1416023802622.637,0.0,0.0,0.0,0.0,0.0,-2583955387845.8804,0.0,0.0,0.0
0.04,-1,-1,1,-41612.04795615685,0.0,-0.00041612047956156843,0.0,7.832522503279344e+23,1.3741651102447418e+23,1.416023799160519e+24,0.0,1043779679668.724,137416511024.47414,1416023799160.5186,0.0,543132099097.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760573872.1422,137416511024.4738,1416023799160.5164,0.0,-106112993301.00246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544697990090.4445,8906867.953884566,694592.787363082,8.848317845772357e-65,0.0,0.0,0.0,0.0,3039632479013.0576,4715172.144833723,46326691.93830366,5.90146252867222e-63,0.0,0.0,0.0,0.0,606763118592.8326,137424289559.57874,1416085399913.998,62589821.10579344,0.0,0.0,0.0,0.0,-1.3626103111497374e+16,0.0,0.0,0.0,-18158.453467445448,0.0,0.0,0.0,-543132099097.583,0.0,0.0,0.0,3021856007943.3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106112993301.00246,0.0,0.0,0.0,-2584836920305.206,0.0,0.0,0.0,-1.8932661725304287e-18,-41612.04795615543,-1.8932661725304283e-26,-0.0004161204795615542,7.832522367018308e+23,1.3741651102447418e+23,1.416023799160519e+24,0.0,1043779661510.2698,137416511024.47414,1416023799160.5186,0.0,0.0,0.0,0.0,0.0,3021856007943.3335,0.0,0.0,0.0,606760573872.1422,137416511024.4738,1416023799160.5164,0.0,0.0,0.0,0.0,0.0,-2584836920305.206,0.0,0.0,0.0
0.06,-1,-1,1,-41602.77874022194,0.0,-0.00041602778740221935,0.0,7.828181256932335e+23,1.374164989960992e+23,1.4160237956689865e+24,0.0,1043201155353.0201,137416498996.09917,1416023795668.986,0.0,542905329602.75604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760570580.7031,137416498996.09888,1416023795668.9846,0.0,-106464744830.43967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544476373541.26074,8976486.490235658,694592.4319791892,8.848313319725838e-65,0.0,0.0,0.0,0.0,3039948869455.4277,4611264.324412577,46326697.26891548,5.901463207579237e-63,0.0,0.0,0.0,0.0,606763118592.8322,137424289559.5787,1416085399913.9968,62589821.10579342,0.0,0.0,0.0,0.0,-8937975891493538.0,0.0,0.0,0.0,-11910.949006535113,0.0,0.0,0.0,-542905329602.75604,0.0,0.0,0.0,3022166165348.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106464744830.43967,0.0,0.0,0.0,-2585725592486.704,0.0,0.0,0.0,-1.262177448353619e-18,-41602.778740220594,-1.2621774483536189e-26,-0.0004160277874022059,7.828181167552574e+23,1.374164989960992e+23,1.4160237956689865e+24,0.0,1043201143442.0709,137416498996.09917,1416023795668.986,0.0,0.0,0.0,0.0,0.0,3022166165348.07,0.0,0.0,0.0,606760570580.7031,137416498996.09888,1416023795668.9846,0.0,0.0,0.0,0.0,0.0,-2585725592486.704,0.0,0.0,0.0
0.08,-1,-1,1,-41593.36563574435,0.0,-0.0004159336563574434,0.0,7.823772598207847e+23,1.3741648698487217e+23,1.4160237921469922e+24,0.0,1042613647511.2887,137416486984.87213,1416023792146.992,0.0,542678922749.5019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760567256.225,137416486984.87187,1416023792146.9902,0.0,-106825842494.43985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544255254176.36884,9050327.264528397,694592.0731996059,8.848308750432362e-65,0.0,0.0,0.0,0.0,3040263741851.1167,4501867.562693792,46326702.65046168,5.901463892973293e-63,0.0,0.0,0.0,0.0,606763118592.8323,137424289559.57855,1416085399913.9978,62589821.105793424,0.0,0.0,0.0,0.0,4674951598956084.0,0.0,0.0,0.0,6229.946330038831,0.0,0.0,0.0,-542678922749.5019,0.0,0.0,0.0,3022474748200.1074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106825842494.43985,0.0,0.0,0.0,-2586621661715.0986,0.0,0.0,0.0,-1.262177448353619e-18,-41593.36563574298,-1.2621774483536189e-26,-0.00041593365635742973,7.823772644957351e+23,1.3741648698487217e+23,1.4160237921469922e+24,0.0,1042613653741.2335,137416486984.87213,1416023792146.992,0.0,0.0,0.0,0.0,0.0,3022474748200.1074,0.0,0.0,0.0,606760567256.225,137416486984.87187,1416023792146.9902,0.0,0.0,0.0,0.0,0.0,-2586621661715.0986,0.0,0.0,0.0
0.1,-1,-1,1,-41583.80336784134,0.0,-0.00041583803367841333,0.0,7.819294121244452e+23,1.374164749940086e+23,1.4160237885933808e+24,0.0,1042016835532.9895,137416474994.00856,1416023788593.3806,0.0,542452932502.6518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760563897.4857,137416474994.00826,1416023788593.378,0.0,-107196660867.14886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544034691736.80853,9128175.48505388,694591.7108960721,8.848304136258361e-65,0.0,0.0,0.0,0.0,3040577019300.239,4387329.622144295,46326708.08486542,5.901464585099428e-63,0.0,0.0,0.0,0.0,606763118592.8313,137424289559.57825,1416085399913.9956,62589821.105793394,0.0,0.0,0.0,0.0,-546610125772308.5,0.0,0.0,0.0,-728.4250274971128,0.0,0.0,0.0,-542452932502.6518,0.0,0.0,0.0,3022781678022.2173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107196660867.14886,0.0,0.0,0.0,-2587525407115.1357,0.0,0.0,0.0,-1.262177448353619e-18,-41583.80336783996,-1.2621774483536189e-26,-0.0004158380336783995,7.819294115778353e+23,1.374164749940086e+23,1.4160237885933808e+24,0.0,1042016834804.5646,137416474994.00856,1416023788593.3806,0.0,0.0,0.0,0.0,0.0,3022781678022.2173,0.0,0.0,0.0,606760563897.4857,137416474994.00826,1416023788593.378,0.0,0.0,0.0,0.0,0.0,-2587525407115.1357,0.0,0.0,0.0
0.12,-1,-1,1,-41574.08736783424,0.0,-0.00041574087367834235,0.0,7.814743624225284e+23,1.3741646302586875e+23,1.4160237850073008e+24,0.0,1041410425999.0225,137416463025.86871,1416023785007.3005,0.0,542227397175.89154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760560503.5652,137416463025.8685,1416023785007.2988,0.0,-107577531680.43477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543814729720.52374,9209772.220508967,694591.3449710958,8.848299475962098e-65,0.0,0.0,0.0,0.0,3040888648695.032,4268056.598084879,46326713.573589325,5.901465284143905e-63,0.0,0.0,0.0,0.0,606763118592.8313,137424289559.57852,1416085399913.996,62589821.1057934,0.0,0.0,0.0,0.0,-526476319526006.5,0.0,0.0,0.0,-701.594261514023,0.0,0.0,0.0,-542227397175.89154,0.0,0.0,0.0,3023086900683.663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107577531680.43477,0.0,0.0,0.0,-2588437035889.8003,0.0,0.0,0.0,-1.8932661725304287e-18,-41574.0873678328,-1.8932661725304283e-26,-0.0004157408736783279,7.814743618960527e+23,1.3741646302586875e+23,1.4160237850073008e+24,0.0,1041410425297.4287,137416463025.86871,1416023785007.3005,0.0,0.0,0.0,0.0,0.0,3023086900683.663,0.0,0.0,0.0,606760560503.5652,137416463025.8685,1416023785007.2988,0.0,0.0,0.0,0.0,0.0,-2588437035889.8003,0.0,0.0,0.0
0.14,-1,-1,1,-41564.21283817859,0.0,-0.0004156421283817858,0.0,7.810118877867706e+23,1.3741645108289738e+23,1.4160237813877274e+24,0.0,1040794121830.1366,137416451082.89735,1416023781387.727,0.0,542002356577.0771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760557073.3486,137416451082.89713,1416023781387.7246,0.0,-107968791820.29066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543595413255.14923,9294799.542227132,694590.9753103524,8.84829476808767e-65,0.0,0.0,0.0,0.0,3041198575192.1484,4144533.485420472,46326719.1183486,5.901465990325106e-63,0.0,0.0,0.0,0.0,606763118592.8328,137424289559.57886,1416085399913.997,62589821.10579339,0.0,0.0,0.0,0.0,-506393125452055.56,0.0,0.0,0.0,-674.8309424575418,0.0,0.0,0.0,-542002356577.0771,0.0,0.0,0.0,3023390360115.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107968791820.29066,0.0,0.0,0.0,-2589356796033.7246,0.0,0.0,0.0,-2.524354896707238e-18,-41564.21283817705,-2.5243548967072378e-26,-0.00041564212838177047,7.810118872803777e+23,1.3741645108289738e+23,1.4160237813877274e+24,0.0,1040794121155.306,137416451082.89735,1416023781387.727,0.0,0.0,0.0,0.0,0.0,3023390360115.681,0.0,0.0,0.0,606760557073.3486,137416451082.89713,1416023781387.7246,0.0,0.0,0.0,0.0,0.0,-2589356796033.7246,0.0,0.0,0.0
0.16,-1,-1,1,-41554.17506279597,0.0,-0.00041554175062795965,0.0,7.805417673329469e+23,1.3741643916697614e+23,1.416023777733615e+24,0.0,1040167628671.0139,137416439166.9761,1416023777733.6147,0.0,541777840152.18994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606760553605.7001,137416439166.97581,1416023777733.6133,0.0,-108370765086.87633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543376776955.9658,9382895.711704414,694590.6017986898,8.848290011168551e-65,0.0,0.0,0.0,0.0,3041506759326.561,4017301.6096853754,46326724.72086969,5.901466703863011e-63,0.0,0.0,0.0,0.0,606763118592.8325,137424289559.57858,1416085399913.9973,62589821.10579342,0.0,0.0,0.0,0.0,-486472435649218.4,0.0,0.0,0.0,-648.2841802714393,0.0,0.0,0.0,-541777840152.18994,0.0,0.0,0.0,3023692015644.9434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108370765086.87633,0.0,0.0,0.0,-2590284941227.913,0.0,0.0,0.0,-2.524354896707238e-18,-41554.1750627946,-2.5243548967072378e-26,-0.000415541750627946,7.805417668464746e+23,1.3741643916697614e+23,1.416023777733615e+24,0.0,1040167628022.73,137416439166.9761,1416023777733.6147,0.0,0.0,0.0,0.0,0.0,3023692015644.9434,0.0,0.0,0.0,606760553605.7001,137416439166.97581,1416023777733.6133,0.0,0.0,0.0,0.0,0.0,-2590284941227.913,0.0,0.0,0.0
