sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,-48304.70464198052,0.0,-0.00048304704641980513,0.0,1.1404567779925583e+24,1.4160241450363076e+24,1.4567497944968385e+23,0.0,1453243675648.484,1416024145036.3071,145674979449.6838,0.0,1018990815670.6373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695544312.9377,1416024145036.305,145674979449.68326,0.0,-159442684335.09134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030820235119.1941,3449256.041578883,3605705.244815538,4.3939555132012704e-64,0.0,0.0,0.0,0.0,3005284721811.7124,46397787.0471127,2309196.8380476213,5.91052355205424e-63,0.0,0.0,0.0,0.0,593698451725.8878,1416085399913.996,145682734079.84207,62589821.105793424,0.0,0.0,0.0,0.0,600801413264804.4,0.0,0.0,0.0,765.5799597110599,0.0,0.0,0.0,-1018990815670.6373,0.0,0.0,0.0,2990635408320.3286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159442684335.09134,0.0,0.0,0.0,-2131087276219.199,0.0,0.0,0.0,-1.8932661725304287e-18,-48304.704641979144,-1.8932661725304283e-26,-0.00048304704641979136,1.1404567785933606e+24,1.4160241450363076e+24,1.4567497944968385e+23,0.0,1453243676414.065,1416024145036.3071,145674979449.6838,0.0,0.0,0.0,0.0,0.0,2990635408320.3286,0.0,0.0,0.0,593695544312.9377,1416024145036.305,145674979449.68326,0.0,0.0,0.0,0.0,0.0,-2131087276219.199,0.0,0.0,0.0
0.2,-1,-1,1,-48295.64154814636,0.0,-0.0004829564154814635,0.0,1.1400128737319051e+24,1.4160241398964926e+24,1.4567496219614926e+23,0.0,1452678024172.833,1416024139896.4922,145674962196.14923,0.0,1018861799613.0974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695539363.1797,1416024139896.4895,145674962196.14874,0.0,-159879314803.44324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030723625500.8114,3449250.048002092,3613210.5864170296,4.3939478799576654e-64,0.0,0.0,0.0,0.0,3005837969861.082,46397805.02744125,2321971.004114576,5.910525842027435e-63,0.0,0.0,0.0,0.0,593698451725.8878,1416085399913.9956,145682734079.84183,62589821.105793394,0.0,0.0,0.0,0.0,576501424401622.5,0.0,0.0,0.0,734.6153446417302,0.0,0.0,0.0,-1018861799613.0974,0.0,0.0,0.0,2991181004963.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159879314803.44324,0.0,0.0,0.0,-2132198519419.3547,0.0,0.0,0.0,-1.262177448353619e-18,-48295.641548144675,-1.2621774483536189e-26,-0.0004829564154814467,1.1400128743084075e+24,1.4160241398964926e+24,1.4567496219614926e+23,0.0,1452678024907.4495,1416024139896.4922,145674962196.14923,0.0,0.0,0.0,0.0,0.0,2991181004963.625,0.0,0.0,0.0,593695539363.1797,1416024139896.4895,145674962196.14874,0.0,0.0,0.0,0.0,0.0,-2132198519419.3547,0.0,0.0,0.0
0.22,-1,-1,1,-48286.47219876145,0.0,-0.0004828647219876144,0.0,1.1395637651125965e+24,1.4160241347118564e+24,1.4567494476661454e+23,0.0,1452105740967.293,1416024134711.856,145674944766.6145,0.0,1018731280490.466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695534364.3098,1416024134711.8542,145674944766.614,0.0,-160321073887.483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030625893459.0221,3449244.00225184,3620805.0171594485,4.393940180267256e-64,0.0,0.0,0.0,0.0,3006394241320.5713,46397823.1642866,2334682.9234975767,5.910528151934686e-63,0.0,0.0,0.0,0.0,593698451725.8875,1416085399913.996,145682734079.8418,62589821.10579339,0.0,0.0,0.0,0.0,552687237454929.4,0.0,0.0,0.0,704.2697697468102,0.0,0.0,0.0,-1018731280490.466,0.0,0.0,0.0,2991729558820.7446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160321073887.483,0.0,0.0,0.0,-2133319351513.4907,0.0,0.0,0.0,-1.8932661725304287e-18,-48286.472198759715,-1.8932661725304283e-26,-0.0004828647219875971,1.1395637656652847e+24,1.4160241347118564e+24,1.4567494476661454e+23,0.0,1452105741671.564,1416024134711.856,145674944766.6145,0.0,0.0,0.0,0.0,0.0,2991729558820.7446,0.0,0.0,0.0,593695534364.3098,1416024134711.8542,145674944766.614,0.0,0.0,0.0,0.0,0.0,-2133319351513.4907,0.0,0.0,0.0
0.24,-1,-1,1,-48277.19310988897,0.0,-0.0004827719310988896,0.0,1.1391092814917468e+24,1.4160241294809945e+24,1.456749271564373e+23,0.0,1451526608587.679,1416024129480.9941,145674927156.43726,0.0,1018599215108.3057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695529314.8208,1416024129480.9927,145674927156.43665,0.0,-160768135835.44717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030527008722.7843,3449237.902683765,3628500.731139282,4.3939324120357916e-64,0.0,0.0,0.0,0.0,3006953620797.3325,46397841.462581694,2347277.2116418,5.910530482404246e-63,0.0,0.0,0.0,0.0,593698451725.8876,1416085399913.9956,145682734079.84177,62589821.10579341,0.0,0.0,0.0,0.0,529374191839888.0,0.0,0.0,0.0,674.5627814996988,0.0,0.0,0.0,-1018599215108.3057,0.0,0.0,0.0,2992281152374.892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160768135835.44717,0.0,0.0,0.0,-2134450072427.4697,0.0,0.0,0.0,-1.262177448353619e-18,-48277.19310988736,-1.2621774483536189e-26,-0.0004827719310988735,1.1391092820211217e+24,1.4160241294809945e+24,1.456749271564373e+23,0.0,1451526609262.2427,1416024129480.9941,145674927156.43726,0.0,0.0,0.0,0.0,0.0,2992281152374.892,0.0,0.0,0.0,593695529314.8208,1416024129480.9927,145674927156.43665,0.0,0.0,0.0,0.0,0.0,-2134450072427.4697,0.0,0.0,0.0
0.26,-1,-1,1,-48267.80055302358,0.0,-0.0004826780055302357,0.0,1.1386492402473482e+24,1.4160241242024198e+24,1.4567490936082838e+23,0.0,1450940394325.2354,1416024124202.4194,145674909360.82834,0.0,1018465558273.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695524213.1173,1416024124202.4182,145674909360.8279,0.0,-161220688161.1631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030426940004.1903,3449231.747557023,3636312.6820609435,4.393924573046176e-64,0.0,0.0,0.0,0.0,3007516194792.9463,46397859.92754944,2359684.7980595343,5.91053283410126e-63,0.0,0.0,0.0,0.0,593698451725.8884,1416085399913.9966,145682734079.842,62589821.10579344,0.0,0.0,0.0,0.0,506573388167492.06,0.0,0.0,0.0,645.5085250157863,0.0,0.0,0.0,-1018465558273.28,0.0,0.0,0.0,2992835869872.5586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161220688161.1631,0.0,0.0,0.0,-2135590999114.9314,0.0,0.0,0.0,-1.262177448353619e-18,-48267.800553021996,-1.2621774483536189e-26,-0.00048267800553021984,1.138649240753921e+24,1.4160241242024198e+24,1.4567490936082838e+23,0.0,1450940394970.7432,1416024124202.4194,145674909360.82834,0.0,0.0,0.0,0.0,0.0,2992835869872.5586,0.0,0.0,0.0,593695524213.1173,1416024124202.4182,145674909360.8279,0.0,0.0,0.0,0.0,0.0,-2135590999114.9314,0.0,0.0,0.0
0.28,-1,-1,1,-48258.29052277781,0.0,-0.00048258290522777805,0.0,1.138183445195546e+24,1.4160241188745553e+24,1.4567489137485834e+23,0.0,1450346848189.825,1416024118874.555,145674891374.8583,0.0,1018330262683.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695519057.5105,1416024118874.553,145674891374.85776,0.0,-161678933550.7792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030325655029.3214,3449225.5350239966,3644259.210262473,4.393916660945636e-64,0.0,0.0,0.0,0.0,3008082051352.062,46397878.56473183,2371819.890165732,5.910535207731539e-63,0.0,0.0,0.0,0.0,593698451725.8883,1416085399913.9958,145682734079.84195,62589821.105793394,0.0,0.0,0.0,0.0,484220946051348.8,0.0,0.0,0.0,617.0255997814238,0.0,0.0,0.0,-1018330262683.0928,0.0,0.0,0.0,2993393796957.767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161678933550.7792,0.0,0.0,0.0,-2136742467208.4255,0.0,0.0,0.0,-1.8932661725304287e-18,-48258.29052277623,-1.8932661725304283e-26,-0.0004825829052277623,1.1381834456797671e+24,1.4160241188745553e+24,1.4567489137485834e+23,0.0,1450346848806.8508,1416024118874.555,145674891374.8583,0.0,0.0,0.0,0.0,0.0,2993393796957.767,0.0,0.0,0.0,593695519057.5105,1416024118874.553,145674891374.85776,0.0,0.0,0.0,0.0,0.0,-2136742467208.4255,0.0,0.0,0.0
0.3,-1,-1,1,-48248.658699080996,0.0,-0.00048248658699080987,0.0,1.1377116847390838e+24,1.4160241134957264e+24,1.45674873193469e+23,0.0,1449745700550.5593,1416024113495.726,145674873193.46896,0.0,1018193278812.5258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695513846.2108,1416024113495.7239,145674873193.4685,0.0,-162143092108.17752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030223120590.2308,3449219.2631196682,3652362.8012595046,4.3939086732318394e-64,0.0,0.0,0.0,0.0,3008651279600.535,46397897.38002404,2383576.336053324,5.910537604045808e-63,0.0,0.0,0.0,0.0,593698451725.889,1416085399913.997,145682734079.84222,62589821.10579345,0.0,0.0,0.0,0.0,462388355558295.44,0.0,0.0,0.0,589.2051030565053,0.0,0.0,0.0,-1018193278812.5258,0.0,0.0,0.0,2993955020193.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162143092108.17752,0.0,0.0,0.0,-2137904832900.0215,0.0,0.0,0.0,-1.262177448353619e-18,-48248.65869907937,-1.2621774483536189e-26,-0.00048248658699079366,1.1377116852014719e+24,1.4160241134957264e+24,1.45674873193469e+23,0.0,1449745701139.7644,1416024113495.726,145674873193.46896,0.0,0.0,0.0,0.0,0.0,2993955020193.574,0.0,0.0,0.0,593695513846.2108,1416024113495.7239,145674873193.4685,0.0,0.0,0.0,0.0,0.0,-2137904832900.0215,0.0,0.0,0.0
0.32,-1,-1,1,-48238.900402884035,0.0,-0.00048238900402884026,0.0,1.1372337296976546e+24,1.4160241080641473e+24,1.4567485481148686e+23,0.0,1449136659371.091,1416024108064.147,145674854811.48682,0.0,1018054554796.3304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695508577.3116,1416024108064.145,145674854811.48633,0.0,-162613404002.55252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030119302623.462,3449212.9297479563,3660650.9972322793,4.393900607235594e-64,0.0,0.0,0.0,0.0,3009223969147.2896,46397916.37971479,2394823.3002781873,5.91054002384481e-63,0.0,0.0,0.0,0.0,593698451725.8881,1416085399913.9966,145682734079.8421,62589821.10579343,0.0,0.0,0.0,0.0,441057706383052.2,0.0,0.0,0.0,562.0242123734206,0.0,0.0,0.0,-1018054554796.3304,0.0,0.0,0.0,2994519626444.8394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162613404002.55252,0.0,0.0,0.0,-2139078475089.032,0.0,0.0,0.0,-1.262177448353619e-18,-48238.900402882384,-1.2621774483536189e-26,-0.0004823890040288237,1.1372337301387119e+24,1.4160241080641473e+24,1.4567485481148686e+23,0.0,1449136659933.115,1416024108064.147,145674854811.48682,0.0,0.0,0.0,0.0,0.0,2994519626444.8394,0.0,0.0,0.0,593695508577.3116,1416024108064.145,145674854811.48633,0.0,0.0,0.0,0.0,0.0,-2139078475089.032,0.0,0.0,0.0
0.34,-1,-1,1,-48229.010544117235,0.0,-0.00048229010544117225,0.0,1.1367493307588206e+24,1.416024102577914e+24,1.4567483622364654e+23,0.0,1448519406961.4114,1416024102577.9136,145674836223.6465,0.0,1017914036310.3206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695503248.7827,1416024102577.911,145674836223.64597,0.0,-163090132597.69263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030014166322.3627,3449206.5326685836,3669157.482969337,4.3938924601040645e-64,0.0,0.0,0.0,0.0,3009800209317.845,46397935.57052375,2405400.1721222787,5.910542467984394e-63,0.0,0.0,0.0,0.0,593698451725.8877,1416085399913.9956,145682734079.84198,62589821.10579342,0.0,0.0,0.0,0.0,420180399572959.3,0.0,0.0,0.0,535.420999808237,0.0,0.0,0.0,-1017914036310.3206,0.0,0.0,0.0,2995087702089.6357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163090132597.69263,0.0,0.0,0.0,-2140263797841.5881,0.0,0.0,0.0,-1.8932661725304287e-18,-48229.01054411559,-1.8932661725304283e-26,-0.0004822901054411558,1.1367493311789988e+24,1.416024102577914e+24,1.4567483622364654e+23,0.0,1448519407496.8298,1416024102577.9136,145674836223.6465,0.0,0.0,0.0,0.0,0.0,2995087702089.6357,0.0,0.0,0.0,593695503248.7827,1416024102577.911,145674836223.64597,0.0,0.0,0.0,0.0,0.0,-2140263797841.5881,0.0,0.0,0.0
0.36,-1,-1,1,-48218.9835604006,0.0,-0.00048218983560400597,0.0,1.1362582154759312e+24,1.416024097034986e+24,1.4567481742461766e+23,0.0,1447893596152.4043,1416024097034.9856,145674817424.6176,0.0,1017771666452.1102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695497858.4554,1416024097034.9836,145674817424.6172,0.0,-163573568158.16385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029907676291.6843,3449200.0694793942,3677923.365638026,4.393884228778166e-64,0.0,0.0,0.0,0.0,3010380088181.7017,46397954.959658004,2415110.643511712,5.9105449373823e-63,0.0,0.0,0.0,0.0,593698451725.8881,1416085399913.9956,145682734079.84204,62589821.1057934,0.0,0.0,0.0,0.0,399799964921212.0,0.0,0.0,0.0,509.45093383453786,0.0,0.0,0.0,-1017771666452.1102,0.0,0.0,0.0,2995659332021.2773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163573568158.16385,0.0,0.0,0.0,-2141461233217.8823,0.0,0.0,0.0,-2.524354896707238e-18,-48218.98356039873,-2.5243548967072378e-26,-0.0004821898356039872,1.136258215875731e+24,1.416024097034986e+24,1.4567481742461766e+23,0.0,1447893596661.855,1416024097034.9856,145674817424.6176,0.0,0.0,0.0,0.0,0.0,2995659332021.2773,0.0,0.0,0.0,593695497858.4554,1416024097034.9836,145674817424.6172,0.0,0.0,0.0,0.0,0.0,-2141461233217.8823,0.0,0.0,0.0
0.38,-1,-1,1,-48208.81334482381,0.0,-0.000482088133448238,0.0,1.1357600847307166e+24,1.4160240914331725e+24,1.4567479840904152e+23,0.0,1447258845788.2532,1416024091433.172,145674798409.04147,0.0,1017627385623.2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695492404.0051,1416024091433.1702,145674798409.04095,0.0,-164064032238.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029799796754.0693,3449193.537597506,3686998.661979052,4.393875909968323e-64,0.0,0.0,0.0,0.0,3010963691332.502,46397974.55486557,2423715.9307922744,5.910547433025377e-63,0.0,0.0,0.0,0.0,593698451725.8861,1416085399913.9941,145682734079.84143,62589821.105793394,0.0,0.0,0.0,0.0,379863885033511.1,0.0,0.0,0.0,484.0470933970064,0.0,0.0,0.0,-1017627385623.2261,0.0,0.0,0.0,2996234598399.166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164064032238.978,0.0,0.0,0.0,-2142671244530.8699,0.0,0.0,0.0,-1.8932661725304287e-18,-48208.81334482243,-1.8932661725304283e-26,-0.00048208813344822424,1.1357600851105819e+24,1.4160240914331725e+24,1.4567479840904152e+23,0.0,1447258846272.302,1416024091433.172,145674798409.04147,0.0,0.0,0.0,0.0,0.0,2996234598399.166,0.0,0.0,0.0,593695492404.0051,1416024091433.1702,145674798409.04095,0.0,0.0,0.0,0.0,0.0,-2142671244530.8699,0.0,0.0,0.0
0.4,-1,-1,1,-48198.49316107117,0.0,-0.00048198493161071167,0.0,1.135254608575875e+24,1.4160240857701204e+24,1.4567477917158155e+23,0.0,1446614735428.7993,1416024085770.12,145674779171.5815,0.0,1017481131413.8544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695486882.9398,1416024085770.1174,145674779171.58112,0.0,-164561882867.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029690491817.8386,3449186.9342361595,3696443.995127695,4.393867500125299e-64,0.0,0.0,0.0,0.0,3011551100384.473,46397994.364506796,2430927.180441017,5.910549955978422e-63,0.0,0.0,0.0,0.0,593698451725.8883,1416085399913.995,145682734079.84216,62589821.105793424,0.0,0.0,0.0,0.0,360416969160818.0,0.0,0.0,0.0,459.2665773369372,0.0,0.0,0.0,-1017481131413.8544,0.0,0.0,0.0,2996813579111.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164561882867.996,0.0,0.0,0.0,-2143894330106.6277,0.0,0.0,0.0,-2.524354896707238e-18,-48198.49316106937,-2.5243548967072378e-26,-0.00048198493161069356,1.1352546089362909e+24,1.4160240857701204e+24,1.4567477917158155e+23,0.0,1446614735888.0642,1416024085770.12,145674779171.5815,0.0,0.0,0.0,0.0,0.0,2996813579111.752,0.0,0.0,0.0,593695486882.9398,1416024085770.1174,145674779171.58112,0.0,0.0,0.0,0.0,0.0,-2143894330106.6277,0.0,0.0,0.0
0.42,-1,-1,1,-48188.015544303926,0.0,-0.0004818801554430392,0.0,1.1347414213803211e+24,1.416024080043276e+24,1.4567475970697642e+23,0.0,1445960799163.301,1416024080043.2756,145674759706.97638,0.0,1017332838490.7399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695481292.5613,1416024080043.2734,145674759706.976,0.0,-165067520620.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029579725813.9115,3449180.256378263,3706332.483564358,4.3938589954063466e-64,0.0,0.0,0.0,0.0,3012142391158.8843,46398014.39763271,2436397.205919668,5.910552507394245e-63,0.0,0.0,0.0,0.0,593698451725.888,1416085399913.9966,145682734079.84198,62589821.105793454,0.0,0.0,0.0,0.0,341417244765788.9,0.0,0.0,0.0,435.055901536718,0.0,0.0,0.0,-1017332838490.7399,0.0,0.0,0.0,2997396345924.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165067520620.00153,0.0,0.0,0.0,-2145131027619.0208,0.0,0.0,0.0,-1.262177448353619e-18,-48188.015544302456,-1.2621774483536189e-26,-0.0004818801554430245,1.1347414217217381e+24,1.416024080043276e+24,1.4567475970697642e+23,0.0,1445960799598.3564,1416024080043.2756,145674759706.97638,0.0,0.0,0.0,0.0,0.0,2997396345924.817,0.0,0.0,0.0,593695481292.5613,1416024080043.2734,145674759706.976,0.0,0.0,0.0,0.0,0.0,-2145131027619.0208,0.0,0.0,0.0
0.44,-1,-1,1,-48177.372186646826,0.0,-0.0004817737218664682,0.0,1.1342201162198985e+24,1.416024074249875e+24,1.4567474001011811e+23,0.0,1445296518462.7202,1416024074249.8745,145674740010.11807,0.0,1017182438487.3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695475629.9608,1416024074249.8726,145674740010.1176,0.0,-165581395654.58157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029467463706.3938,3449173.5007452862,3716751.773274904,4.3938503916357726e-64,0.0,0.0,0.0,0.0,3012737631555.4204,46398034.664078616,2439711.8662995812,5.910555088525554e-63,0.0,0.0,0.0,0.0,593698451725.8878,1416085399913.9968,145682734079.84207,62589821.10579344,0.0,0.0,0.0,0.0,322863292538559.56,0.0,0.0,0.0,411.413257420063,0.0,0.0,0.0,-1017182438487.3413,0.0,0.0,0.0,2997982962309.907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165581395654.58157,0.0,0.0,0.0,-2146381919065.7327,0.0,0.0,0.0,-1.8932661725304287e-18,-48177.37218664515,-1.8932661725304283e-26,-0.00048177372186645144,1.1342201165427622e+24,1.416024074249875e+24,1.4567474001011811e+23,0.0,1445296518874.134,1416024074249.8745,145674740010.11807,0.0,0.0,0.0,0.0,0.0,2997982962309.907,0.0,0.0,0.0,593695475629.9608,1416024074249.8726,145674740010.1176,0.0,0.0,0.0,0.0,0.0,-2146381919065.7327,0.0,0.0,0.0
0.46,-1,-1,1,-48166.55380678945,0.0,-0.0004816655380678945,0.0,1.133690238490482e+24,1.4160240683869082e+24,1.4567472007612992e+23,0.0,1444621314041.1226,1416024068386.9077,145674720076.12988,0.0,1017029859892.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695469891.981,1416024068386.9062,145674720076.12952,0.0,-166104015743.81277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029353671575.5792,3449166.663761581,3727806.1170988316,4.3938416842597414e-64,0.0,0.0,0.0,0.0,3013336879134.164,46398055.17457151,2440381.6334387455,5.910557700738486e-63,0.0,0.0,0.0,0.0,593698451725.888,1416085399913.9963,145682734079.84192,62589821.10579341,0.0,0.0,0.0,0.0,304783603160947.5,0.0,0.0,0.0,388.37494965363294,0.0,0.0,0.0,-1017029859892.952,0.0,0.0,0.0,2998573480978.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166104015743.81277,0.0,0.0,0.0,-2147647636441.219,0.0,0.0,0.0,-1.8932661725304287e-18,-48166.5538067877,-1.8932661725304283e-26,-0.00048166553806787687,1.1336902387952642e+24,1.4160240683869082e+24,1.4567472007612992e+23,0.0,1444621314429.4958,1416024068386.9077,145674720076.12988,0.0,0.0,0.0,0.0,0.0,2998573480978.734,0.0,0.0,0.0,593695469891.981,1416024068386.9062,145674720076.12952,0.0,0.0,0.0,0.0,0.0,-2147647636441.219,0.0,0.0,0.0
0.48,-1,-1,1,-48155.550004289646,0.0,-0.0004815555000428964,0.0,1.1331512787713397e+24,1.416024062451096e+24,1.4567469990046186e+23,0.0,1443934536761.7139,1416024062451.0955,145674699900.46182,0.0,1016875027934.4888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593695464075.1818,1416024062451.0925,145674699900.46146,0.0,-166635955247.9591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029238317164.0857,3449159.7415154525,3739618.3385308557,4.3938328682964644e-64,0.0,0.0,0.0,0.0,3013940178476.3833,46398075.94084553,2437834.217977438,5.910560345527624e-63,0.0,0.0,0.0,0.0,593698451725.888,1416085399913.9966,145682734079.84204,62589821.1057934,0.0,0.0,0.0,0.0,287109075801257.1,0.0,0.0,0.0,365.85292549524456,0.0,0.0,0.0,-1016875027934.4888,0.0,0.0,0.0,2999167941192.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166635955247.9591,0.0,0.0,0.0,-2148928868140.0752,0.0,0.0,0.0,-1.8932661725304287e-18,-48155.55000428787,-1.8932661725304283e-26,-0.0004815555000428786,1.1331512790584474e+24,1.416024062451096e+24,1.4567469990046186e+23,0.0,1443934537127.5652,1416024062451.0955,145674699900.46182,0.0,0.0,0.0,0.0,0.0,2999167941192.462,0.0,0.0,0.0,593695464075.1818,1416024062451.0925,145674699900.46146,0.0,0.0,0.0,0.0,0.0,-2148928868140.0752,0.0,0.0,0.0
