sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:I,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:p,tot:g_CB:I,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:I,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:p,tot:g_IB:I,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:I,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:p,tot:g_VB:I,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-23362.545678452152,0.0,-0.00023362545678452148,5.21352432651729e+23,5.8128309366066655e+23,4.108035550290213e+22,0.0,521352432651.7289,895742754179.1545,41080355502.90212,0.0,0.0,853603868941.1022,0.0,0.0,0.0,0.0,0.0,0.0,521352432651.728,238473658129.26456,41080355502.90537,0.0,0.0,-196334772891.21127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134642.9807061702,858228617321.9126,3884660.6150493063,1.7152331351654871e-65,0.0,0.0,0.0,0.0,8650325.179557828,1239994740768.5571,0.6740441237921629,1.1019378646173619e-63,0.0,0.0,0.0,0.0,521423987233.943,238475194012.14432,41084570501.119545,23046515.473730735,0.0,0.0,0.0,0.0,0.0,-310625922032.9019,0.0,0.0,0.0,-0.4786668010056019,0.0,0.0,0.0,-853603868941.1022,0.0,0.0,0.0,1236111621888.8247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196334772891.21127,0.0,0.0,0.0,-578842525839.4124,0.0,0.0,-23362.545678451104,8.779544244483655e-19,-0.000233625456784511,8.779544244483653e-27,5.21352432651729e+23,5.8128309366035624e+23,4.108035550290213e+22,0.0,521352432651.7289,895742754178.6764,41080355502.90212,0.0,0.0,0.0,0.0,0.0,0.0,1236111621888.8247,0.0,0.0,521352432651.728,238473658129.26456,41080355502.90537,0.0,0.0,0.0,0.0,0.0,0.0,-578842525839.4124,0.0,0.0
0.029333333333333336,-1,-1,1,0.0,-23347.900956457506,0.0,-0.00023347900956457505,5.213524241591594e+23,5.806899419601504e+23,4.108034433429871e+22,0.0,521352424159.15924,894828722197.7316,41080344334.2987,0.0,0.0,853155316576.2819,0.0,0.0,0.0,0.0,0.0,0.0,521352424159.1583,238473651359.31427,41080344334.301704,0.0,0.0,-196800245737.86386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134861.37431387414,857791036014.4376,3887327.470791889,1.7180152448256166e-65,0.0,0.0,0.0,0.0,8649961.192623368,1240854149539.3413,0.6839462828195249,1.1018914961197062e-63,0.0,0.0,0.0,0.0,521423987233.9427,238475194012.14395,41084570501.1194,23046515.47373073,0.0,0.0,0.0,0.0,0.0,-117308559078006.17,0.0,0.0,0.0,-180.76956468075514,0.0,0.0,0.0,-853155316576.2819,0.0,0.0,0.0,1236959186491.8188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196800245737.86386,0.0,0.0,0.0,-580604115834.171,0.0,0.0,-23347.900956456502,8.779544244483655e-19,-0.000233479009564565,8.779544244483653e-27,5.213524241591594e+23,5.8068994184284216e+23,4.108034433429871e+22,0.0,521352424159.15924,894828722016.9624,41080344334.2987,0.0,0.0,0.0,0.0,0.0,0.0,1236959186491.8188,0.0,0.0,521352424159.1583,238473651359.31427,41080344334.301704,0.0,0.0,0.0,0.0,0.0,0.0,-580604115834.171,0.0,0.0
0.05866666666666667,-1,-1,1,0.0,-23333.138527162908,0.0,-0.00023333138527162906,5.213524156085537e+23,5.800920232452034e+23,4.108033306384653e+22,0.0,521352415608.5536,893907344365.9266,41080333063.84652,0.0,0.0,852703229071.1792,0.0,0.0,0.0,0.0,0.0,0.0,521352415608.55255,238473644528.09482,41080333063.84928,0.0,0.0,-197269529233.34772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135080.8202008495,857350009386.8633,3890015.3222196274,1.7208107593834238e-65,0.0,0.0,0.0,0.0,8649595.451901529,1241719132605.0671,0.6941439583033201,1.1018449042070738e-63,0.0,0.0,0.0,0.0,521423987233.9428,238475194012.14404,41084570501.11942,23046515.473730728,0.0,0.0,0.0,0.0,0.0,-1013944025659306.5,0.0,0.0,0.0,-1562.4624628387392,0.0,0.0,0.0,-852703229071.1792,0.0,0.0,0.0,1237812239098.0288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197269529233.34772,0.0,0.0,0.0,-582378540822.6583,0.0,0.0,-23333.138527161886,8.779544244483655e-19,-0.00023333138527161884,8.779544244483653e-27,5.213524156085537e+23,5.80092022231259e+23,4.108033306384653e+22,0.0,521352415608.5536,893907342803.4636,41080333063.84652,0.0,0.0,0.0,0.0,0.0,0.0,1237812239098.0288,0.0,0.0,521352415608.55255,238473644528.09482,41080333063.84928,0.0,0.0,0.0,0.0,0.0,0.0,-582378540822.6583,0.0,0.0
0.08800000000000001,-1,-1,1,0.0,-23318.255865240004,0.0,-0.00023318255865240002,5.213524069986213e+23,5.7948923395556166e+23,4.108032168929923e+22,0.0,521352406998.62115,892978461099.9554,41080321689.29922,0.0,0.0,852247529463.4211,0.0,0.0,0.0,0.0,0.0,0.0,521352406998.62006,238473637634.2807,41080321689.30177,0.0,0.0,-197742705997.74524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135301.34340936376,856905462422.8721,3892724.6268006093,1.723619997851983e-65,0.0,0.0,0.0,0.0,8649227.915655475,1242589811249.8872,0.7046505892443753,1.1017980835625776e-63,0.0,0.0,0.0,0.0,521423987233.94293,238475194012.14407,41084570501.11948,23046515.473730735,0.0,0.0,0.0,0.0,0.0,-491060407515493.8,0.0,0.0,0.0,-756.7118443548679,0.0,0.0,0.0,-852247529463.4211,0.0,0.0,0.0,1238670899136.2786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197742705997.74524,0.0,0.0,0.0,-584166076427.3152,0.0,0.0,-23318.255865239025,5.624100623599607e-19,-0.0002331825586523902,5.624100623599606e-27,5.213524069986213e+23,5.7948923346450134e+23,4.108032168929923e+22,0.0,521352406998.62115,892978460343.2437,41080321689.29922,0.0,0.0,0.0,0.0,0.0,0.0,1238670899136.2786,0.0,0.0,521352406998.62006,238473637634.2807,41080321689.30177,0.0,0.0,0.0,0.0,0.0,0.0,-584166076427.3152,0.0,0.0
0.11733333333333335,-1,-1,1,0.0,-23303.25030035071,0.0,-0.00023303250300350708,5.213523983279934e+23,5.7888146686028346e+23,4.1080310208329205e+22,0.0,521352398327.9933,892041907159.6102,41080310208.32919,0.0,0.0,851788138067.5933,0.0,0.0,0.0,0.0,0.0,0.0,521352398327.9924,238473630676.48538,41080310208.331535,0.0,0.0,-198219861584.46783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135522.9708801176,856457317451.8982,3895455.8584781233,1.7264433034287128e-65,0.0,0.0,0.0,0.0,8648858.538984345,1243466311011.2207,0.7154804297263021,1.1017510284662629e-63,0.0,0.0,0.0,0.0,521423987233.9425,238475194012.14392,41084570501.11935,23046515.473730724,0.0,0.0,0.0,0.0,0.0,-139036309195475.81,0.0,0.0,0.0,-214.25148587301373,0.0,0.0,0.0,-851788138067.5933,0.0,0.0,0.0,1239535290182.9636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198219861584.46783,0.0,0.0,0.0,-585967013914.0894,0.0,0.0,-23303.250300349886,8.779544244483655e-19,-0.0002330325030034988,8.779544244483653e-27,5.213523983279934e+23,5.788814667212472e+23,4.1080310208329205e+22,0.0,521352398327.9933,892041906945.3588,41080310208.32919,0.0,0.0,0.0,0.0,0.0,0.0,1239535290182.9636,0.0,0.0,521352398327.9924,238473630676.48538,41080310208.331535,0.0,0.0,0.0,0.0,0.0,0.0,-585967013914.0894,0.0,0.0
0.14666666666666667,-1,-1,1,0.0,-23288.119082701705,0.0,-0.000232881190827017,5.213523895952689e+23,5.782686106371664e+23,4.108029861852215e+22,0.0,521352389595.2688,891097511000.1526,41080298618.52214,0.0,0.0,851324972175.7493,0.0,0.0,0.0,0.0,0.0,0.0,521352389595.26794,238473623653.2778,41080298618.52427,0.0,0.0,-198701084828.87323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135745.73003484195,856005493858.1707,3898209.509338723,1.7292810254387506e-65,0.0,0.0,0.0,0.0,8648487.276185518,1244348762200.0352,0.7266486321267248,1.1017037330960423e-63,0.0,0.0,0.0,0.0,521423987233.9423,238475194012.1439,41084570501.11936,23046515.47373073,0.0,0.0,0.0,0.0,0.0,-45189929975383.32,0.0,0.0,0.0,-69.63655536994338,0.0,0.0,0.0,-851324972175.7493,0.0,0.0,0.0,1240405540529.5005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198701084828.87323,0.0,0.0,0.0,-587781653252.2623,0.0,0.0,-23288.119082700625,5.624100623599607e-19,-0.0002328811908270062,5.624100623599606e-27,5.213523895952689e+23,5.782686105919766e+23,4.108029861852215e+22,0.0,521352389595.2688,891097510930.5164,41080298618.52214,0.0,0.0,0.0,0.0,0.0,0.0,1240405540529.5005,0.0,0.0,521352389595.26794,238473623653.2778,41080298618.52427,0.0,0.0,0.0,0.0,0.0,0.0,-587781653252.2623,0.0,0.0
0.17600000000000002,-1,-1,1,0.0,-23272.85936252537,0.0,-0.00023272859362525366,5.213523807989967e+23,5.77650549754824e+23,4.108028691737156e+22,0.0,521352380798.9966,890145094590.5969,41080286917.37155,0.0,0.0,850857945932.3687,0.0,0.0,0.0,0.0,0.0,0.0,521352380798.99567,238473616563.17484,41080286917.37351,0.0,0.0,-199186467904.94626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135969.6491620073,855549907957.359,3900986.0902088503,1.7321335242476753e-65,0.0,0.0,0.0,0.0,8648114.080111882,1245237300089.513,0.7381713102164817,1.1016561914458225e-63,0.0,0.0,0.0,0.0,521423987233.9423,238475194012.14398,41084570501.11942,23046515.47373073,0.0,0.0,0.0,0.0,0.0,-45050804906408.13,0.0,0.0,0.0,-69.42216710746288,0.0,0.0,0.0,-850857945932.3687,0.0,0.0,0.0,1241281783356.2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199186467904.94626,0.0,0.0,0.0,-589610305398.2217,0.0,0.0,-23272.85936252442,2.4686570027155594e-19,-0.00023272859362524417,2.468657002715559e-27,5.213523807989967e+23,5.776505497097735e+23,4.108028691737156e+22,0.0,521352380798.9966,890145094521.175,41080286917.37155,0.0,0.0,0.0,0.0,0.0,0.0,1241281783356.2227,0.0,0.0,521352380798.99567,238473616563.17484,41080286917.37351,0.0,0.0,0.0,0.0,0.0,0.0,-589610305398.2217,0.0,0.0
0.20533333333333337,-1,-1,1,0.0,-23257.468180331303,0.0,-0.00023257468180331299,5.2135237193767275e+23,5.7702716429864516e+23,4.1080275102274645e+22,0.0,521352371937.6726,889184473145.517,41080275102.274635,0.0,0.0,850386970176.9729,0.0,0.0,0.0,0.0,0.0,0.0,521352371937.67175,238473609404.6392,41080275102.27642,0.0,0.0,-199676106436.09384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136194.75757420342,855090472842.1041,3903786.131420876,1.7350011732661642e-65,0.0,0.0,0.0,0.0,8647738.901909454,1246132065161.9297,0.7500656195110593,1.1016083972920925e-63,0.0,0.0,0.0,0.0,521423987233.9428,238475194012.1441,41084570501.119484,23046515.473730728,0.0,0.0,0.0,0.0,0.0,-44901132342525.69,0.0,0.0,0.0,-69.19152541831136,0.0,0.0,0.0,-850386970176.9729,0.0,0.0,0.0,1242164156972.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199676106436.09384,0.0,0.0,0.0,-591453293301.2817,0.0,0.0,-23257.46818033032,5.624100623599607e-19,-0.00023257468180330317,5.624100623599606e-27,5.2135237193767275e+23,5.770271642537445e+23,4.1080275102274645e+22,0.0,521352371937.6726,889184473076.326,41080275102.274635,0.0,0.0,0.0,0.0,0.0,0.0,1242164156972.969,0.0,0.0,521352371937.67175,238473609404.6392,41080275102.27642,0.0,0.0,0.0,0.0,0.0,0.0,-591453293301.2817,0.0,0.0
0.2346666666666667,-1,-1,1,0.0,-23241.94246201502,0.0,-0.0002324194246201502,5.213523630097355e+23,5.763983297589595e+23,4.10802631705266e+22,0.0,521352363009.73535,888215454798.6151,41080263170.52659,0.0,0.0,849911952263.5145,0.0,0.0,0.0,0.0,0.0,0.0,521352363009.7344,238473602176.07343,41080263170.52819,0.0,0.0,-200170099640.97223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136421.0857076118,854627098205.0332,3906610.183734365,1.737884360217248e-65,0.0,0.0,0.0,0.0,8647361.690851549,1247033203396.3306,0.7623498456771627,1.1015603441727991e-63,0.0,0.0,0.0,0.0,521423987233.9424,238475194012.14395,41084570501.11939,23046515.473730724,0.0,0.0,0.0,0.0,0.0,-44717747222251.86,0.0,0.0,0.0,-68.90893352031708,0.0,0.0,0.0,-849911952263.5145,0.0,0.0,0.0,1243052805102.6987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200170099640.97223,0.0,0.0,0.0,-593310952549.0653,0.0,0.0,-23241.94246201414,5.624100623599607e-19,-0.00023241942462014136,5.624100623599606e-27,5.213523630097355e+23,5.7639832971424184e+23,4.10802631705266e+22,0.0,521352363009.73535,888215454729.7063,41080263170.52659,0.0,0.0,0.0,0.0,0.0,0.0,1243052805102.6987,0.0,0.0,521352363009.7344,238473602176.07343,41080263170.52819,0.0,0.0,0.0,0.0,0.0,0.0,-593310952549.0653,0.0,0.0
