sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:p,tot:g_CB:I,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gother_forward_iv:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:p,tot:g_IB:I,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:p,tot:g_VB:I,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-58169.1920922009,0.0,-0.0005816919209220089,0.0,2.03200302885043e+24,0.0,1.925878333665777e+23,1.416031883239963e+24,2022016019487.5618,0.0,192587833366.57767,1416031883239.9626,1534436567410.1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477805990.80115,0.0,192587833366.5772,1416031883239.96,-31898353913.36251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536188892490.46,5.553004845439472e-64,13816663.80153612,4359156.619597944,0.0,0.0,0.0,0.0,1838819420477.587,3.919758062348555e-63,3337054.109511258,30770127.231329925,0.0,0.0,0.0,0.0,519477910162.9116,62589821.105793394,192599064285.9639,1416085399913.9883,0.0,0.0,0.0,0.0,-16250229869195.316,0.0,0.0,0.0,-16.170362272765487,0.0,0.0,0.0,-1534436567410.1218,0.0,0.0,0.0,1834089256461.8655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31898353913.36251,0.0,0.0,0.0,-331551042981.2762,0.0,0.0,0.0,-2.524354896707238e-18,-58169.192092199075,-2.5243548967072378e-26,-0.0005816919209219907,2.0320030288341787e+24,0.0,1.925878333665777e+23,1.416031883239963e+24,2022016019471.3901,0.0,192587833366.57767,1416031883239.9626,0.0,0.0,0.0,0.0,1834089256461.8655,0.0,0.0,0.0,519477805990.80115,0.0,192587833366.5772,1416031883239.96,0.0,0.0,0.0,0.0,-331551042981.2762,0.0,0.0,0.0
0.02,-1,-1,1,-58155.586630928214,0.0,-0.0005815558663092821,0.0,2.0311496518719163e+24,0.0,1.925878218647234e+23,1.4160318786473448e+24,2021166836736.9863,0.0,192587821864.72336,1416031878647.3445,1534227448210.8262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477804518.3763,0.0,192587821864.72302,1416031878647.3416,-32538415992.217537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1536015210309.7905,5.552602145084344e-64,13906261.350037035,4358840.337110408,0.0,0.0,0.0,0.0,1839086017956.637,3.919807281283057e-63,3224925.327031978,30770513.789222743,0.0,0.0,0.0,0.0,519477910162.91095,62589821.10579339,192599064285.96338,1416085399913.987,0.0,0.0,0.0,0.0,2.48908025490112e+16,0.0,0.0,0.0,24768.4677519775,0.0,0.0,0.0,-1534227448210.8262,0.0,0.0,0.0,1834339937916.4583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32538415992.217537,0.0,0.0,0.0,-332650880929.38226,0.0,0.0,0.0,-3.7865323450608574e-18,-58155.586630926715,-3.7865323450608567e-26,-0.000581555866309267,2.031149676762717e+24,0.0,1.925878218647234e+23,1.4160318786473448e+24,2021166861505.4521,0.0,192587821864.72336,1416031878647.3445,0.0,0.0,0.0,0.0,1834339937916.4583,0.0,0.0,0.0,519477804518.3763,0.0,192587821864.72302,1416031878647.3416,0.0,0.0,0.0,0.0,-332650880929.38226,0.0,0.0,0.0
0.04,-1,-1,1,-58141.69476913656,0.0,-0.0005814169476913655,0.0,2.0302782893061004e+24,0.0,1.9258781041200835e+23,1.4160318739907904e+24,2020299756795.7432,0.0,192587810412.0083,1416031873990.79,1534018024185.9878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477803007.93756,0.0,192587810412.00793,1416031873990.7874,-33196070398.18378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535842201216.7346,5.5521999432020175e-64,13994397.960708503,4358524.4463347355,0.0,0.0,0.0,0.0,1839350835539.9307,3.9198564392931003e-63,3115548.007444537,30770899.86836846,0.0,0.0,0.0,0.0,519477910162.9117,62589821.1057934,192599064285.96378,1416085399913.9885,0.0,0.0,0.0,0.0,9.223930490356661e+16,0.0,0.0,0.0,91785.96168083651,0.0,0.0,0.0,-1534018024185.9878,0.0,0.0,0.0,1834588614467.1572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33196070398.18378,0.0,0.0,0.0,-333766568893.3904,0.0,0.0,0.0,-2.524354896707238e-18,-58141.694769134694,-2.5243548967072378e-26,-0.0005814169476913468,2.0302783815454056e+24,0.0,1.9258781041200835e+23,1.4160318739907904e+24,2020299848581.7053,0.0,192587810412.0083,1416031873990.79,0.0,0.0,0.0,0.0,1834588614467.1572,0.0,0.0,0.0,519477803007.93756,0.0,192587810412.00793,1416031873990.7874,0.0,0.0,0.0,0.0,-333766568893.3904,0.0,0.0,0.0
0.06,-1,-1,1,-58127.50443776764,0.0,-0.0005812750443776763,0.0,2.0293882599279813e+24,0.0,1.9258779900836677e+23,1.4160318692667266e+24,2019414101786.9563,0.0,192587799008.36673,1416031869266.7263,1533808262124.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477801457.61017,0.0,192587799008.36624,1416031869266.7231,-33871961795.619095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535669867859.774,5.551797981368947e-64,14080996.461309336,4358208.744282996,0.0,0.0,0.0,0.0,1839613881003.6538,3.919905567963792e-63,3009014.1680090986,30771285.716856778,0.0,0.0,0.0,0.0,519477910162.91095,62589821.10579338,192599064285.9634,1416085399913.9863,0.0,0.0,0.0,0.0,5.33024487411137e+16,0.0,0.0,0.0,53040.47469526669,0.0,0.0,0.0,-1533808262124.965,0.0,0.0,0.0,1834835282171.5962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33871961795.619095,0.0,0.0,0.0,-334898928801.77576,0.0,0.0,0.0,-3.7865323450608574e-18,-58127.50443776591,-3.7865323450608567e-26,-0.000581275044377659,2.0293883132304287e+24,0.0,1.9258779900836677e+23,1.4160318692667266e+24,2019414154827.4297,0.0,192587799008.36673,1416031869266.7263,0.0,0.0,0.0,0.0,1834835282171.5962,0.0,0.0,0.0,519477801457.61017,0.0,192587799008.36624,1416031869266.7231,0.0,0.0,0.0,0.0,-334898928801.77576,0.0,0.0,0.0
0.08,-1,-1,1,-58113.007016057345,0.0,-0.0005811300701605733,0.0,2.028479000936913e+24,0.0,1.9258778765349745e+23,1.4160318644727665e+24,2018509311676.066,0.0,192587787653.4974,1416031864472.766,1533598130529.8782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477799865.9281,0.0,192587787653.497,1416031864472.7634,-34566618719.74246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535498208138.838,5.5513960505607705e-64,14165995.270681424,4357893.066786558,0.0,0.0,0.0,0.0,1839875169262.9478,3.9199546928425494e-63,2905391.897751928,30771671.535333663,0.0,0.0,0.0,0.0,519477910162.9109,62589821.1057934,192599064285.96335,1416085399913.9863,0.0,0.0,0.0,0.0,-4.835772133557259e+16,0.0,0.0,0.0,-48120.04993012268,0.0,0.0,0.0,-1533598130529.8782,0.0,0.0,0.0,1835079948481.5361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34566618719.74246,0.0,0.0,0.0,-336048484791.4486,0.0,0.0,0.0,-2.524354896707238e-18,-58113.00701605567,-2.5243548967072378e-26,-0.0005811300701605566,2.0284789525791923e+24,0.0,1.9258778765349745e+23,1.4160318644727665e+24,2018509263556.0166,0.0,192587787653.4974,1416031864472.766,0.0,0.0,0.0,0.0,1835079948481.5361,0.0,0.0,0.0,519477799865.9281,0.0,192587787653.497,1416031864472.7634,0.0,0.0,0.0,0.0,-336048484791.4486,0.0,0.0,0.0
0.1,-1,-1,1,-58098.19662032703,0.0,-0.0005809819662032701,0.0,2.0275500602879102e+24,0.0,1.925877763463031e+23,1.4160318596072517e+24,2017584936639.8242,0.0,192587776346.30307,1416031859607.2515,1533387591646.4722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477798231.7546,0.0,192587776346.30267,1416031859607.249,-35280453238.403076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535327207214.0947,5.550993919895788e-64,14249351.749411756,4357577.2325361455,0.0,0.0,0.0,0.0,1840134734386.101,3.920003842148258e-63,2804721.8677212023,30772057.545393683,0.0,0.0,0.0,0.0,519477910162.9121,62589821.10579341,192599064285.964,1416085399913.9893,0.0,0.0,0.0,0.0,-5.3903677861147416e+16,0.0,0.0,0.0,-53638.74885865627,0.0,0.0,0.0,-1533387591646.4722,0.0,0.0,0.0,1835322642889.798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35280453238.403076,0.0,0.0,0.0,-337215558120.4787,0.0,0.0,0.0,-3.7865323450608574e-18,-58098.1966203252,-3.7865323450608567e-26,-0.0005809819662032519,2.0275500063842314e+24,0.0,1.925877763463031e+23,1.4160318596072517e+24,2017584883001.0745,0.0,192587776346.30307,1416031859607.2515,0.0,0.0,0.0,0.0,1835322642889.798,0.0,0.0,0.0,519477798231.7546,0.0,192587776346.30267,1416031859607.249,0.0,0.0,0.0,0.0,-337215558120.4787,0.0,0.0,0.0
0.12,-1,-1,1,-58083.0598569788,0.0,-0.0005808305985697879,0.0,2.0266006457870537e+24,0.0,1.9258776508767952e+23,1.4160318546665576e+24,2016640188377.8337,0.0,192587765087.67947,1416031854666.5571,1533176620061.8352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477796552.98395,0.0,192587765087.67908,1416031854666.5554,-36014228236.98625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535156882066.543,5.5505914002927905e-64,14331015.675607305,4357261.092995722,0.0,0.0,0.0,0.0,1840392561971.2095,3.9200530389908264e-63,2707051.0932541806,30772443.928576205,0.0,0.0,0.0,0.0,519477910162.911,62589821.10579338,192599064285.96326,1416085399913.9878,0.0,0.0,0.0,0.0,-4.9908086450474104e+16,0.0,0.0,0.0,-49662.79521833174,0.0,0.0,0.0,-1533176620061.8352,0.0,0.0,0.0,1835563338857.5588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36014228236.98625,0.0,0.0,0.0,-338400996695.50397,0.0,0.0,0.0,-2.524354896707238e-18,-58083.05985697704,-2.5243548967072378e-26,-0.0005808305985697703,2.026600595878967e+24,0.0,1.9258776508767952e+23,1.4160318546665576e+24,2016640138715.0383,0.0,192587765087.67947,1416031854666.5571,0.0,0.0,0.0,0.0,1835563338857.5588,0.0,0.0,0.0,519477796552.98395,0.0,192587765087.67908,1416031854666.5554,0.0,0.0,0.0,0.0,-338400996695.50397,0.0,0.0,0.0
0.14,-1,-1,1,-58067.58591624791,0.0,-0.000580675859162479,0.0,2.025630082513476e+24,0.0,1.9258775387699524e+23,1.4160318496475203e+24,2015674395286.3687,0.0,192587753876.99518,1416031849647.52,1532965174157.0835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477794827.8127,0.0,192587753876.9948,1416031849647.5178,-36768573698.52855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534987226070.8198,5.550188212691341e-64,14410960.615256267,4356944.428998184,0.0,0.0,0.0,0.0,1840648673367.7378,3.9201023174776623e-63,2612393.8509344966,30772830.952745616,0.0,0.0,0.0,0.0,519477910162.91156,62589821.10579339,192599064285.96387,1416085399913.9878,0.0,0.0,0.0,0.0,-4.611797939836887e+16,0.0,0.0,0.0,-45891.31600982626,0.0,0.0,0.0,-1532965174157.0835,0.0,0.0,0.0,1835802047794.8103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36768573698.52855,0.0,0.0,0.0,-339605493227.57,0.0,0.0,0.0,-2.524354896707238e-18,-58067.58591624595,-2.5243548967072378e-26,-0.0005806758591624594,2.025630036395497e+24,0.0,1.9258775387699524e+23,1.4160318496475203e+24,2015674349395.053,0.0,192587753876.99518,1416031849647.52,0.0,0.0,0.0,0.0,1835802047794.8103,0.0,0.0,0.0,519477794827.8127,0.0,192587753876.9948,1416031849647.5178,0.0,0.0,0.0,0.0,-339605493227.57,0.0,0.0,0.0
0.16,-1,-1,1,-58051.76304212156,0.0,-0.0005805176304212155,0.0,2.0246376330918918e+24,0.0,1.9258774271411207e+23,1.416031844546843e+24,2014686823614.2388,0.0,192587742714.11203,1416031844546.8425,1532753216200.6226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519477793054.2877,0.0,192587742714.11163,1416031844546.8398,-37544185640.67328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1534818240148.6658,5.54978410751093e-64,14489165.514690628,4356627.044522894,0.0,0.0,0.0,0.0,1840903078351.514,3.9201517081130393e-63,2520755.1511960393,30773218.857477304,0.0,0.0,0.0,0.0,519477910162.91113,62589821.10579337,192599064285.96338,1416085399913.987,0.0,0.0,0.0,0.0,-4.252923911562095e+16,0.0,0.0,0.0,-42320.21388130146,0.0,0.0,0.0,-1532753216200.6226,0.0,0.0,0.0,1836038768949.7766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37544185640.67328,0.0,0.0,0.0,-340829780710.04047,0.0,0.0,0.0,-2.524354896707238e-18,-58051.763042119885,-2.5243548967072378e-26,-0.0005805176304211988,2.0246375905626513e+24,0.0,1.9258774271411207e+23,1.416031844546843e+24,2014686781294.0237,0.0,192587742714.11203,1416031844546.8425,0.0,0.0,0.0,0.0,1836038768949.7766,0.0,0.0,0.0,519477793054.2877,0.0,192587742714.11163,1416031844546.8398,0.0,0.0,0.0,0.0,-340829780710.04047,0.0,0.0,0.0
