sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-52152.86153081467,0.0,-0.0005215286153081466,7.050156287804334e+22,1.416034421871236e+24,0.0,8.842949494728902e+23,70501562878.04332,1416034421871.2358,0.0,1768589898945.7798,0.0,0.0,0.0,1127912281222.9275,0.0,0.0,0.0,0.0,70501562878.0432,1416034421871.2327,0.0,712626509177.9009,0.0,0.0,0.0,-71948891455.04805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255775.1499504605,357734.6097755446,4.557047762313295e-65,1128659780713.5881,0.0,0.0,0.0,0.0,72713.9044777355,5988671.227092852,7.628788413984293e-64,1124914871251.1147,0.0,0.0,0.0,0.0,70505856809.93718,1416085399914.0059,62589821.10579345,712626520470.7109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2727167098.7829576,0.0,0.0,0.0,0.005454334197565913,0.0,0.0,0.0,-1127912281222.9275,0.0,0.0,0.0,1124698694603.6023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71948891455.04805,0.0,0.0,0.0,-68735304835.7168,-52152.86153081271,-6.310887241768095e-19,-0.000521528615308127,-6.3108872417680944e-27,7.050156287804334e+22,1.416034421871236e+24,0.0,8.842949494728937e+23,70501562878.04332,1416034421871.2358,0.0,1768589898945.7869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124698694603.6023,70501562878.0432,1416034421871.2327,0.0,712626509177.9009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68735304835.7168
0.02,-1,-1,1,0.0,-52135.37353154385,0.0,-0.0005213537353154384,7.050156283473375e+22,1.4160344091419387e+24,0.0,8.837491979446755e+23,70501562834.73373,1416034409141.9385,0.0,1767498395889.3503,0.0,0.0,0.0,1127922191365.517,0.0,0.0,0.0,0.0,70501562834.7336,1416034409141.937,0.0,712626508747.678,0.0,0.0,0.0,-73050304223.8453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255723.1195384148,356604.8801191323,4.542658777877158e-65,1128681174967.2786,0.0,0.0,0.0,0.0,72694.40391408719,5989800.949725836,7.630227312490189e-64,1124893353956.471,0.0,0.0,0.0,0.0,70505856809.93735,1416085399914.0063,62589821.10579346,712626520470.7115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653524935919005.9,0.0,0.0,0.0,1307.0498718380113,0.0,0.0,0.0,-1127922191365.517,0.0,0.0,0.0,1124673730045.2754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73050304223.8453,0.0,0.0,0.0,-69801841596.55351,-52135.37353154188,-1.262177448353619e-18,-0.0005213537353154188,-1.2621774483536189e-26,7.050156283473375e+22,1.4160344091419387e+24,0.0,8.837491985982007e+23,70501562834.73373,1416034409141.9385,0.0,1767498397196.4006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124673730045.2754,70501562834.7336,1416034409141.937,0.0,712626508747.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69801841596.55351
0.04,-1,-1,1,0.0,-52116.79557649318,0.0,-0.0005211679557649317,7.050156279209363e+22,1.4160343962635526e+24,0.0,8.831694311077342e+23,70501562792.09361,1416034396263.5522,0.0,1766338862215.4678,0.0,0.0,0.0,1127931559019.8225,0.0,0.0,0.0,0.0,70501562792.09349,1416034396263.551,0.0,712626508273.8643,0.0,0.0,0.0,-74219205078.21979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255670.111175627,355475.10242696886,4.5282693299040305e-65,1128702730339.9692,0.0,0.0,0.0,0.0,72675.3444818788,5990930.720391461,7.631666257349796e-64,1124871673192.2502,0.0,0.0,0.0,0.0,70505856809.937,1416085399914.0051,62589821.10579345,712626520470.7092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369713037339826.0,0.0,0.0,0.0,4739.42607467965,0.0,0.0,0.0,-1127931559019.8225,0.0,0.0,0.0,1124648383300.969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74219205078.21979,0.0,0.0,0.0,-70936024619.94089,-52116.795576491204,-9.466330862652144e-19,-0.0005211679557649119,-9.466330862652142e-27,7.050156279209363e+22,1.4160343962635526e+24,0.0,8.831694334774478e+23,70501562792.09361,1416034396263.5522,0.0,1766338866954.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124648383300.969,70501562792.09349,1416034396263.551,0.0,712626508273.8643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70936024619.94089
0.06,-1,-1,1,0.0,-52096.99518213489,0.0,-0.0005209699518213488,7.050156274980167e+22,1.4160343832256468e+24,0.0,8.825515163961669e+23,70501562749.80165,1416034383225.6465,0.0,1765103032792.3333,0.0,0.0,0.0,1127940285072.677,0.0,0.0,0.0,0.0,70501562749.80154,1416034383225.643,0.0,712626507749.0447,0.0,0.0,0.0,-75463760029.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255616.315619021,354345.5583170215,4.513883009934572e-65,1128724432853.888,0.0,0.0,0.0,0.0,72656.58137304826,5992060.257473478,7.633104889409014e-64,1124849842986.735,0.0,0.0,0.0,0.0,70505856809.93697,1416085399914.0056,62589821.10579347,712626520470.7087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365436672719632.5,0.0,0.0,0.0,2730.873345439264,0.0,0.0,0.0,-1127940285072.677,0.0,0.0,0.0,1124622641691.9033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75463760029.391,0.0,0.0,0.0,-72146113917.74335,-52096.99518213282,-1.262177448353619e-18,-0.0005209699518213282,-1.2621774483536189e-26,7.050156274980167e+22,1.4160343832256468e+24,0.0,8.82551517761603e+23,70501562749.80165,1416034383225.6465,0.0,1765103035523.2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124622641691.9033,70501562749.80154,1416034383225.643,0.0,712626507749.0447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-72146113917.74335
0.08,-1,-1,1,0.0,-52075.81820921419,0.0,-0.0005207581820921418,7.050156270748619e+22,1.4160343700167605e+24,0.0,8.818906419357128e+23,70501562707.48618,1416034370016.76,0.0,1763781283871.4248,0.0,0.0,0.0,1127948252036.7385,0.0,0.0,0.0,0.0,70501562707.48604,1416034370016.7583,0.0,712626507164.0967,0.0,0.0,0.0,-76793475329.41261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255561.9604558344,353216.66447186517,4.499505128880239e-65,1128746264129.779,0.0,0.0,0.0,0.0,72637.94747641624,5993189.14429191,7.634542677576694e-64,1124827881799.5596,0.0,0.0,0.0,0.0,70505856809.93706,1416085399914.0063,62589821.10579345,712626520470.7102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777296195828123.4,0.0,0.0,0.0,1554.592391656246,0.0,0.0,0.0,-1127948252036.7385,0.0,0.0,0.0,1124596492622.2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76793475329.41261,0.0,0.0,0.0,-73441714360.31303,-52075.8182092123,-9.466330862652144e-19,-0.0005207581820921229,-9.466330862652142e-27,7.050156270748619e+22,1.4160343700167605e+24,0.0,8.818906427130087e+23,70501562707.48618,1416034370016.76,0.0,1763781285426.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124596492622.2327,70501562707.48604,1416034370016.7583,0.0,712626507164.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-73441714360.31303
0.1,-1,-1,1,0.0,-52053.08521211359,0.0,-0.0005205308521211358,7.050156266470084e+22,1.416034356623973e+24,0.0,8.811812062890925e+23,70501562664.70082,1416034356623.9727,0.0,1762362412578.1843,0.0,0.0,0.0,1127955320604.301,0.0,0.0,0.0,0.0,70501562664.70073,1416034356623.9688,0.0,712626506507.7517,0.0,0.0,0.0,-78219414533.87032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255507.325293138,352088.9841541824,4.485142863207272e-65,1128768200203.7012,0.0,0.0,0.0,0.0,72619.24205989573,5994316.817587629,7.635978904206172e-64,1124805813713.5945,0.0,0.0,0.0,0.0,70505856809.93727,1416085399914.0066,62589821.10579346,712626520470.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258620147039300.0,0.0,0.0,0.0,6517.240294078598,0.0,0.0,0.0,-1127955320604.301,0.0,0.0,0.0,1124569924008.6997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78219414533.87032,0.0,0.0,0.0,-74834011421.02791,-52053.08521211134,-9.466330862652144e-19,-0.0005205308521211133,-9.466330862652142e-27,7.050156266470084e+22,1.416034356623973e+24,0.0,8.811812095477123e+23,70501562664.70082,1416034356623.9727,0.0,1762362419095.4238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124569924008.6997,70501562664.70073,1416034356623.9688,0.0,712626506507.7517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-74834011421.02791
0.12,-1,-1,1,0.0,-52028.58727639695,0.0,-0.0005202858727639694,7.050156262091896e+22,1.4160343430324127e+24,0.0,8.804166927516627e+23,70501562620.91895,1416034343032.4124,0.0,1760833385503.3247,0.0,0.0,0.0,1127961326525.2063,0.0,0.0,0.0,0.0,70501562620.91885,1416034343032.4104,0.0,712626505766.0272,0.0,0.0,0.0,-79754446787.90935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255452.7454609987,350963.2462900338,4.470805497397281e-65,1128790210993.466,0.0,0.0,0.0,0.0,72600.22882240513,5995442.548439086,7.637412640849212e-64,1124783668973.7583,0.0,0.0,0.0,0.0,70505856809.93745,1416085399914.007,62589821.105793454,712626520470.7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2958565596943518.5,0.0,0.0,0.0,5917.131193887035,0.0,0.0,0.0,-1127961326525.2063,0.0,0.0,0.0,1124542923955.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79754446787.90935,0.0,0.0,0.0,-76336038301.3007,-52028.58727639505,-3.1554436208840477e-19,-0.0005202858727639504,-3.1554436208840472e-27,7.050156262091896e+22,1.4160343430324127e+24,0.0,8.804166957102273e+23,70501562620.91895,1416034343032.4124,0.0,1760833391420.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124542923955.7285,70501562620.91885,1416034343032.4104,0.0,712626505766.0272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76336038301.3007
0.14,-1,-1,1,0.0,-52002.08317481275,0.0,-0.0005200208317481275,7.050156257551882e+22,1.4160343292253923e+24,0.0,8.795895718011272e+23,70501562575.5188,1416034329225.392,0.0,1759179143602.254,0.0,0.0,0.0,1127966076240.2378,0.0,0.0,0.0,0.0,70501562575.51866,1416034329225.3904,0.0,712626504921.5723,0.0,0.0,0.0,-81413437559.55609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255398.6274769623,349840.42201531905,4.456505398022247e-65,1128812257920.4468,0.0,0.0,0.0,0.0,72580.62830451394,5996565.3657164695,7.638842650848627e-64,1124761486382.041,0.0,0.0,0.0,0.0,70505856809.93727,1416085399914.0068,62589821.10579347,712626520470.7115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2664226409508789.5,0.0,0.0,0.0,5328.452819017577,0.0,0.0,0.0,-1127966076240.2378,0.0,0.0,0.0,1124515482624.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81413437559.55609,0.0,0.0,0.0,-77962838615.25073,-52002.083174810694,-9.466330862652144e-19,-0.0005200208317481069,-9.466330862652142e-27,7.050156257551882e+22,1.4160343292253923e+24,0.0,8.795895744653542e+23,70501562575.5188,1416034329225.392,0.0,1759179148930.7078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124515482624.385,70501562575.51866,1416034329225.3904,0.0,712626504921.5723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77962838615.25073
0.16,-1,-1,1,0.0,-51973.29678142695,0.0,-0.0005197329678142694,7.0501562527766895e+22,1.4160343151837457e+24,0.0,8.786912262321131e+23,70501562527.76688,1416034315183.7454,0.0,1757382452464.2256,0.0,0.0,0.0,1127969344364.6982,0.0,0.0,0.0,0.0,70501562527.76675,1416034315183.742,0.0,712626503952.9279,0.0,0.0,0.0,-83213395853.40219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2255345.4599889345,348721.7375005879,4.4422581762087075e-65,1128834292927.936,0.0,0.0,0.0,0.0,72560.11015474827,5997684.043256885,7.640267373091662e-64,1124739314288.266,0.0,0.0,0.0,0.0,70505856809.93707,1416085399914.0063,62589821.10579343,712626520470.7104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2379345100742096.5,0.0,0.0,0.0,4758.690201484191,0.0,0.0,0.0,-1127969344364.6982,0.0,0.0,0.0,1124487592663.7322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83213395853.40219,0.0,0.0,0.0,-79731639393.74548,-51973.29678142517,-9.466330862652144e-19,-0.0005197329678142517,-9.466330862652142e-27,7.0501562527766895e+22,1.4160343151837457e+24,0.0,8.786912286114575e+23,70501562527.76688,1416034315183.7454,0.0,1757382457222.9143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124487592663.7322,70501562527.76675,1416034315183.742,0.0,712626503952.9279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79731639393.74548
