sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:p,tot:g_CB:I,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:p,tot:g_IB:I,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:p,tot:g_VB:I,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p
0.18,-1,-1,1,-47230.04637518184,0.0,-0.0004723004637518183,0.0,9.227741613639455e+23,1.1180745789086807e+23,0.0,1.416035102574286e+24,1420025339952.192,111807457890.86804,0.0,1416035102574.2856,989896983967.4191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278945372.271,111807457890.86768,0.0,1416035102574.2827,-217150589387.4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992160742541.091,91868.75736462839,1.0529871969928962e-65,82657.80420581356,0.0,0.0,0.0,0.0,919734682794.3121,2.5008160749881068,7.979194485684809e-64,6263746.238730111,0.0,0.0,0.0,0.0,647279152583.8923,111813271513.45352,62589821.10579345,1416085399913.9998,0.0,0.0,0.0,0.0,509978371042609.9,0.0,0.0,0.0,784.788131299254,0.0,0.0,0.0,-989896983967.4191,0.0,0.0,0.0,919267208914.8306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217150589387.4987,0.0,0.0,0.0,-146520813550.12317,0.0,0.0,0.0,-1.8932661725304287e-18,-47230.04637518012,-1.8932661725304283e-26,-0.00047230046375180116,9.227741618739233e+23,1.1180745789086807e+23,0.0,1.416035102574286e+24,1420025340736.979,111807457890.86804,0.0,1416035102574.2856,0.0,0.0,0.0,0.0,919267208914.8306,0.0,0.0,0.0,647278945372.271,111807457890.86768,0.0,1416035102574.2827,0.0,0.0,0.0,0.0,-146520813550.12317,0.0,0.0,0.0
0.2,-1,-1,1,-47199.21885309406,0.0,-0.00047199218853094055,0.0,9.21523848967383e+23,1.1180744378644267e+23,0.0,1.4160350765965776e+24,1418101277315.5107,111807443786.44264,0.0,1416035076596.5774,989411193926.8867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278940690.1522,111807443786.44229,0.0,1416035076596.5754,-218588857301.5282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991689946097.0883,91923.42850951098,1.0684518125582375e-65,83871.75817444621,0.0,0.0,0.0,0.0,920248309555.4741,2.5544557410792392,7.97764802406133e-64,6262532.293048008,0.0,0.0,0.0,0.0,647279152583.8944,111813271513.45378,62589821.105793424,1416085399914.0005,0.0,0.0,0.0,0.0,455459696027180.1,0.0,0.0,0.0,700.8912221052451,0.0,0.0,0.0,-989411193926.8867,0.0,0.0,0.0,919772978243.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218588857301.5282,0.0,0.0,0.0,-148950640916.82288,0.0,0.0,0.0,-1.8932661725304287e-18,-47199.21885309244,-1.8932661725304283e-26,-0.0004719921885309243,9.215238494228421e+23,1.1180744378644267e+23,0.0,1.4160350765965776e+24,1418101278016.4011,111807443786.44264,0.0,1416035076596.5774,0.0,0.0,0.0,0.0,919772978243.0729,0.0,0.0,0.0,647278940690.1522,111807443786.44229,0.0,1416035076596.5754,0.0,0.0,0.0,0.0,-148950640916.82288,0.0,0.0,0.0
0.22,-1,-1,1,-47167.98002486381,0.0,-0.00047167980024863805,0.0,9.202568543249196e+23,1.1180742950900097e+23,0.0,1.416035050806482e+24,1416151542945.8115,111807429509.00093,0.0,1416035050806.4817,988918760536.2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278935909.486,111807429509.00052,0.0,1416035050806.4797,-220046153499.92664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991212704691.5027,91978.84683304506,1.083859583168064e-65,85081.25000769967,0.0,0.0,0.0,0.0,920768343861.8036,2.610478023575578,7.976107246933645e-64,6261322.809467557,0.0,0.0,0.0,0.0,647279152583.8936,111813271513.45355,62589821.105793454,1416085399914.0002,0.0,0.0,0.0,0.0,407828445715124.56,0.0,0.0,0.0,627.593133310962,0.0,0.0,0.0,-988918760536.2515,0.0,0.0,0.0,920285051738.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220046153499.92664,0.0,0.0,0.0,-151412444074.11526,0.0,0.0,0.0,-1.8932661725304287e-18,-47167.98002486226,-1.8932661725304283e-26,-0.00047167980024862254,9.202568547327485e+23,1.1180742950900097e+23,0.0,1.416035050806482e+24,1416151543573.4053,111807429509.00093,0.0,1416035050806.4817,0.0,0.0,0.0,0.0,920285051738.0334,0.0,0.0,0.0,647278935909.486,111807429509.00052,0.0,1416035050806.4797,0.0,0.0,0.0,0.0,-151412444074.11526,0.0,0.0,0.0
0.24,-1,-1,1,-47136.31874567924,0.0,-0.0004713631874567923,0.0,9.189727254263002e+23,1.1180741505364622e+23,0.0,1.4160350251881872e+24,1414175441260.0977,111807415053.6462,0.0,1416035025188.187,988419551136.8246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278931027.3893,111807415053.64583,0.0,1416035025188.1829,-221523040904.11798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990728891532.9148,92035.02698216574,1.0992141907629151e-65,86286.56872879335,0.0,0.0,0.0,0.0,921294899337.3071,2.6690441689229143,7.974571786107706e-64,6260117.498967567,0.0,0.0,0.0,0.0,647279152583.894,111813271513.45364,62589821.10579346,1416085399914.001,0.0,0.0,0.0,0.0,366130895998494.94,0.0,0.0,0.0,563.4262117707985,0.0,0.0,0.0,-988419551136.8246,0.0,0.0,0.0,920803540414.2917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221523040904.11798,0.0,0.0,0.0,-153907029618.1586,0.0,0.0,0.0,-1.8932661725304287e-18,-47136.318745677665,-1.8932661725304283e-26,-0.0004713631874567766,9.189727257924305e+23,1.1180741505364622e+23,0.0,1.4160350251881872e+24,1414175441823.5227,111807415053.6462,0.0,1416035025188.187,0.0,0.0,0.0,0.0,920803540414.2917,0.0,0.0,0.0,647278931027.3893,111807415053.64583,0.0,1416035025188.1829,0.0,0.0,0.0,0.0,-153907029618.1586,0.0,0.0,0.0
0.26,-1,-1,1,-47104.22328764668,0.0,-0.0004710422328764667,0.0,9.176709866118255e+23,1.118074004152073e+23,0.0,1.4160349997262821e+24,1412172240282.0586,111807400415.20726,0.0,1416034999726.2817,987913422398.6311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278926040.8254,111807400415.20682,0.0,1416034999726.2786,-223020108157.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990238369426.5521,92091.98480385878,1.1145193466489822e-65,87488.00566624006,0.0,0.0,0.0,0.0,921828099970.2317,2.7303305442809873,7.973041270452848e-64,6258916.0702215275,0.0,0.0,0.0,0.0,647279152583.8936,111813271513.4537,62589821.10579345,1416085399913.999,0.0,0.0,0.0,0.0,329555485332054.9,0.0,0.0,0.0,507.1415734051843,0.0,0.0,0.0,-987913422398.6311,0.0,0.0,0.0,921328565499.7684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223020108157.4,0.0,0.0,0.0,-156435250751.3942,0.0,0.0,0.0,-1.262177448353619e-18,-47104.22328764524,-1.2621774483536189e-26,-0.0004710422328764523,9.176709869413814e+23,1.118074004152073e+23,0.0,1.4160349997262821e+24,1412172240789.201,111807400415.20726,0.0,1416034999726.2817,0.0,0.0,0.0,0.0,921328565499.7684,0.0,0.0,0.0,647278926040.8254,111807400415.20682,0.0,1416034999726.2786,0.0,0.0,0.0,0.0,-156435250751.3942,0.0,0.0,0.0
0.28,-1,-1,1,-47071.68129893714,0.0,-0.00047071681298937134,0.0,9.16351136915354e+23,1.1180738558822053e+23,0.0,1.4160349744057043e+24,1410141169092.1724,111807385588.2205,0.0,1416034974405.7039,987400219812.7384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278920946.6057,111807385588.22014,0.0,1416034974405.702,-224537971667.17197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989740990288.1516,92149.73739577459,1.1297788008180412e-65,88685.85518556696,0.0,0.0,0.0,0.0,922368080552.5098,2.7945304689326407,7.971515324969878e-64,6257718.228865968,0.0,0.0,0.0,0.0,647279152583.8944,111813271513.45386,62589821.10579343,1416085399914.0002,0.0,0.0,0.0,0.0,297425652939262.4,0.0,0.0,0.0,457.6980821627076,0.0,0.0,0.0,-987400219812.7384,0.0,0.0,0.0,921860258865.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224537971667.17197,0.0,0.0,0.0,-158998010262.51715,0.0,0.0,0.0,-1.8932661725304287e-18,-47071.68129893569,-1.8932661725304283e-26,-0.00047071681298935686,9.163511372127798e+23,1.1180738558822053e+23,0.0,1.4160349744057043e+24,1410141169549.8708,111807385588.2205,0.0,1416034974405.7039,0.0,0.0,0.0,0.0,921860258865.7808,0.0,0.0,0.0,647278920946.6057,111807385588.22014,0.0,1416034974405.702,0.0,0.0,0.0,0.0,-158998010262.51715,0.0,0.0,0.0
0.3,-1,-1,1,-47038.67975896547,0.0,-0.00047038679758965463,0.0,9.150126482465433e+23,1.1180737056691026e+23,0.0,1.4160349492116747e+24,1408081415030.4192,111807370566.91023,0.0,1416034949211.6743,986879777109.9838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278915741.3639,111807370566.90987,0.0,1416034949211.672,-226077277820.92947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989236594586.0619,92208.3031640373,1.144996351821281e-65,89880.41546454489,0.0,0.0,0.0,0.0,922914987190.4736,2.86185633556833,7.969993569803673e-64,6256523.67672514,0.0,0.0,0.0,0.0,647279152583.8936,111813271513.45369,62589821.10579343,1416085399913.9995,0.0,0.0,0.0,0.0,269159114295022.28,0.0,0.0,0.0,414.1996804646915,0.0,0.0,0.0,-986879777109.9838,0.0,0.0,0.0,922398763527.3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226077277820.92947,0.0,0.0,0.0,-161596263824.08508,0.0,0.0,0.0,-1.8932661725304287e-18,-47038.67975896406,-1.8932661725304283e-26,-0.00047038679758964054,9.150126485157025e+23,1.1180737056691026e+23,0.0,1.4160349492116747e+24,1408081415444.6191,111807370566.91023,0.0,1416034949211.6743,0.0,0.0,0.0,0.0,922398763527.3401,0.0,0.0,0.0,647278915741.3639,111807370566.90987,0.0,1416034949211.672,0.0,0.0,0.0,0.0,-161596263824.08508,0.0,0.0,0.0
0.32,-1,-1,1,-47005.20492920605,0.0,-0.00047005204929206044,0.0,9.136549633959925e+23,1.1180735534516518e+23,0.0,1.4160349241296469e+24,1405992120626.465,111807355345.16516,0.0,1416034924129.6465,986351915604.7228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278910421.5591,111807355345.16473,0.0,1416034924129.6433,-227638705399.8179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988725010710.3357,92267.7018891119,1.160175857189114e-65,91071.98931127813,0.0,0.0,0.0,0.0,923468977887.3403,2.932542095266154,7.968475619201194e-64,6255332.110993074,0.0,0.0,0.0,0.0,647279152583.894,111813271513.45386,62589821.10579346,1416085399913.9998,0.0,0.0,0.0,0.0,244278061346017.8,0.0,0.0,0.0,375.91108597256243,0.0,0.0,0.0,-986351915604.7228,0.0,0.0,0.0,922944234214.0432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227638705399.8179,0.0,0.0,0.0,-164231023633.22668,0.0,0.0,0.0,-1.8932661725304287e-18,-47005.20492920455,-1.8932661725304283e-26,-0.00047005204929204537,9.136549636402702e+23,1.1180735534516518e+23,0.0,1.4160349241296469e+24,1405992121002.3757,111807355345.16516,0.0,1416034924129.6465,0.0,0.0,0.0,0.0,922944234214.0432,0.0,0.0,0.0,647278910421.5591,111807355345.16473,0.0,1416034924129.6433,0.0,0.0,0.0,0.0,-164231023633.22668,0.0,0.0,0.0
0.34,-1,-1,1,-46971.24229909775,0.0,-0.0004697124229909774,0.0,9.12277493841269e+23,1.11807339916513e+23,0.0,1.4160348991452544e+24,1403872380223.43,111807339916.51297,0.0,1416034899145.2542,985816443460.4241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278904983.4519,111807339916.51257,0.0,1416034899145.2522,-229222968220.44675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988206054266.0022,92327.9548008351,1.175321244438715e-65,92260.88502838426,0.0,0.0,0.0,0.0,924030223199.2672,3.006846203340115,7.966961080410659e-64,6254143.223369231,0.0,0.0,0.0,0.0,647279152583.8934,111813271513.45366,62589821.10579343,1416085399913.9998,0.0,0.0,0.0,0.0,222359991671245.03,0.0,0.0,0.0,342.1821242783917,0.0,0.0,0.0,-985816443460.4241,0.0,0.0,0.0,923496838013.2532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229222968220.44675,0.0,0.0,0.0,-166903362431.09366,0.0,0.0,0.0,-1.8932661725304287e-18,-46971.24229909614,-1.8932661725304283e-26,-0.0004697124229909614,9.12277494063629e+23,1.11807339916513e+23,0.0,1.4160348991452544e+24,1403872380565.612,111807339916.51297,0.0,1416034899145.2542,0.0,0.0,0.0,0.0,923496838013.2532,0.0,0.0,0.0,647278904983.4519,111807339916.51257,0.0,1416034899145.2522,0.0,0.0,0.0,0.0,-166903362431.09366,0.0,0.0,0.0
0.36,-1,-1,1,-46936.77652632524,0.0,-0.0004693677652632523,0.0,9.108796173248193e+23,1.1180732427409522e+23,0.0,1.4160348742442674e+24,1401721236250.62,111807324274.0952,0.0,1416034874244.267,985273154870.5739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278899423.0955,111807324274.09476,0.0,1416034874244.2644,-230830818043.0492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987679527284.265,92389.08466400356,1.1904365227836676e-65,93447.4173322102,0.0,0.0,0.0,0.0,924598906970.5531,3.0850551476838457,7.965449552510734e-64,6252956.699139457,0.0,0.0,0.0,0.0,647279152583.8943,111813271513.4537,62589821.105793424,1416085399914.0002,0.0,0.0,0.0,0.0,203053814150772.38,0.0,0.0,0.0,312.472513363231,0.0,0.0,0.0,-985273154870.5739,0.0,0.0,0.0,924056755090.8838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230830818043.0492,0.0,0.0,0.0,-169614417950.88544,0.0,0.0,0.0,-1.262177448353619e-18,-46936.77652632352,-1.2621774483536189e-26,-0.00046936776526323515,9.108796175278739e+23,1.1180732427409522e+23,0.0,1.4160348742442674e+24,1401721236563.0938,111807324274.0952,0.0,1416034874244.267,0.0,0.0,0.0,0.0,924056755090.8838,0.0,0.0,0.0,647278899423.0955,111807324274.09476,0.0,1416034874244.2644,0.0,0.0,0.0,0.0,-169614417950.88544,0.0,0.0,0.0
0.38,-1,-1,1,-46901.79137056785,0.0,-0.00046901791370567846,0.0,9.094606751669444e+23,1.1180730841063482e+23,0.0,1.416034849412524e+24,1399537675088.5579,111807308410.6348,0.0,1416034849412.5237,984721829143.2885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278893736.3099,111807308410.63445,0.0,1416034849412.5212,-232463047791.0421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987145217340.5695,92451.11587620531,1.2055257957467687e-65,94631.90834288007,0.0,0.0,0.0,0.0,925175227158.485,3.1674877135201576,7.963940625149108e-64,6251772.216185843,0.0,0.0,0.0,0.0,647279152583.8934,111813271513.45352,62589821.10579343,1416085399914.0,0.0,0.0,0.0,0.0,186051119850972.9,0.0,0.0,0.0,286.30765335296746,0.0,0.0,0.0,-984721829143.2885,0.0,0.0,0.0,924624179500.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232463047791.0421,0.0,0.0,0.0,-172365397861.59158,0.0,0.0,0.0,-1.8932661725304287e-18,-46901.79137056623,-1.8932661725304283e-26,-0.00046901791370566225,9.094606753529955e+23,1.1180730841063482e+23,0.0,1.416034849412524e+24,1399537675374.8655,111807308410.6348,0.0,1416034849412.5237,0.0,0.0,0.0,0.0,924624179500.146,0.0,0.0,0.0,647278893736.3099,111807308410.63445,0.0,1416034849412.5212,0.0,0.0,0.0,0.0,-172365397861.59158,0.0,0.0,0.0
0.4,-1,-1,1,-46866.26961963392,0.0,-0.00046866269619633914,0.0,9.080199692699249e+23,1.118072923184057e+23,0.0,1.4160348246358887e+24,1397320622458.7332,111807292318.40567,0.0,1416034824635.8884,984162229672.4731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278887918.679,111807292318.40529,0.0,1416034824635.8848,-234120495132.42014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986602896562.8802,92514.07457971743,1.2205932749454909e-65,95814.68866631131,0.0,0.0,0.0,0.0,925759396764.0839,3.254500185913549,7.962433877164016e-64,6250589.443904708,0.0,0.0,0.0,0.0,647279152583.8947,111813271513.45361,62589821.10579345,1416085399914.001,0.0,0.0,0.0,0.0,171071293246199.44,0.0,0.0,0.0,263.2557146907202,0.0,0.0,0.0,-984162229672.4731,0.0,0.0,0.0,925199320094.2244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234120495132.42014,0.0,0.0,0.0,-175157585290.91443,0.0,0.0,0.0,-1.262177448353619e-18,-46866.2696196324,-1.2621774483536189e-26,-0.00046866269619632396,9.080199694409962e+23,1.118072923184057e+23,0.0,1.4160348246358887e+24,1397320622721.989,111807292318.40567,0.0,1416034824635.8884,0.0,0.0,0.0,0.0,925199320094.2244,0.0,0.0,0.0,647278887918.679,111807292318.40529,0.0,1416034824635.8848,0.0,0.0,0.0,0.0,-175157585290.91443,0.0,0.0,0.0
0.42,-1,-1,1,-46830.193006773996,0.0,-0.0004683019300677399,0.0,9.065567587643864e+23,1.1180727598919298e+23,0.0,1.4160347999001925e+24,1395068938262.8108,111807275989.19295,0.0,1416034799900.1921,983594102773.984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278881965.5105,111807275989.19258,0.0,1416034799900.1902,-235804046476.68484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986052320509.2534,92577.98878928115,1.2356432953497109e-65,96996.09859175888,0.0,0.0,0.0,0.0,926351644889.4562,3.346492778093072,7.96092887505845e-64,6249408.042009113,0.0,0.0,0.0,0.0,647279152583.8947,111813271513.45383,62589821.10579345,1416085399914.0,0.0,0.0,0.0,0.0,157866278815864.06,0.0,0.0,0.0,242.9349732887349,0.0,0.0,0.0,-983594102773.984,0.0,0.0,0.0,925782401563.3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235804046476.68484,0.0,0.0,0.0,-177992345023.10068,0.0,0.0,0.0,-1.262177448353619e-18,-46830.19300677254,-1.2621774483536189e-26,-0.0004683019300677253,9.065567589222525e+23,1.1180727598919298e+23,0.0,1.4160347999001925e+24,1395068938505.7454,111807275989.19295,0.0,1416034799900.1921,0.0,0.0,0.0,0.0,925782401563.3341,0.0,0.0,0.0,647278881965.5105,111807275989.19258,0.0,1416034799900.1902,0.0,0.0,0.0,0.0,-177992345023.10068,0.0,0.0,0.0
0.44,-1,-1,1,-46793.54211789957,0.0,-0.0004679354211789956,0.0,9.05070256246214e+23,1.1180725941425268e+23,0.0,1.4160347751911853e+24,1392781410791.747,111807259414.25266,0.0,1416034775191.185,983017176362.6409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278875871.8281,111807259414.25235,0.0,1416034775191.1824,-237514641442.72302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985493226891.1964,92642.88853728256,1.2506803322916109e-65,98176.48942690354,0.0,0.0,0.0,0.0,926952217944.8322,3.4439177218282486,7.959425171299163e-64,6248227.659193812,0.0,0.0,0.0,0.0,647279152583.8936,111813271513.45357,62589821.10579344,1416085399914.0005,0.0,0.0,0.0,0.0,146217320518108.62,0.0,0.0,0.0,225.00879301683744,0.0,0.0,0.0,-983017176362.6409,0.0,0.0,0.0,926373665618.9882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237514641442.72302,0.0,0.0,0.0,-180871130474.0615,0.0,0.0,0.0,-1.8932661725304287e-18,-46793.54211789803,-1.8932661725304283e-26,-0.00046793542117898025,9.050702563924304e+23,1.1180725941425268e+23,0.0,1.4160347751911853e+24,1392781411016.7546,111807259414.25266,0.0,1416034775191.185,0.0,0.0,0.0,0.0,926373665618.9882,0.0,0.0,0.0,647278875871.8281,111807259414.25235,0.0,1416034775191.1824,0.0,0.0,0.0,0.0,-180871130474.0615,0.0,0.0,0.0
0.46,-1,-1,1,-46756.296287400044,0.0,-0.0004675629628740004,0.0,9.035596235510962e+23,1.1180724258426552e+23,0.0,1.4160347504944673e+24,1390456750223.3838,111807242584.26549,0.0,1416034750494.467,982431158445.6699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278869632.3428,111807242584.26514,0.0,1416034750494.464,-239253277854.62976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984925334119.006,92708.80603743184,1.26570902045185e-65,99356.22498812183,0.0,0.0,0.0,0.0,927561381028.3812,3.5472896982946236,7.957922302418075e-64,6247047.931644892,0.0,0.0,0.0,0.0,647279152583.8939,111813271513.45355,62589821.10579343,1416085399914.001,0.0,0.0,0.0,0.0,135924387612824.55,0.0,0.0,0.0,209.16935346607352,0.0,0.0,0.0,-982431158445.6699,0.0,0.0,0.0,926973372348.2327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239253277854.62976,0.0,0.0,0.0,-183795491548.02365,0.0,0.0,0.0,-1.8932661725304287e-18,-46756.29628739847,-1.8932661725304283e-26,-0.0004675629628739847,9.035596236870212e+23,1.1180724258426552e+23,0.0,1.4160347504944673e+24,1390456750432.554,111807242584.26549,0.0,1416034750494.467,0.0,0.0,0.0,0.0,926973372348.2327,0.0,0.0,0.0,647278869632.3428,111807242584.26514,0.0,1416034750494.464,0.0,0.0,0.0,0.0,-183795491548.02365,0.0,0.0,0.0
0.48,-1,-1,1,-46718.4334811979,0.0,-0.0004671843348119789,0.0,9.020239670113464e+23,1.118072254892811e+23,0.0,1.4160347257954198e+24,1388093581323.3303,111807225489.28107,0.0,1416034725795.4194,981835735408.8623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647278863241.4136,111807225489.28073,0.0,1416034725795.4175,-241021017326.94644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,984348339646.0927,92775.77586755312,1.2807341749875153e-65,100535.68325893725,0.0,0.0,0.0,0.0,928179419500.7701,3.6571996537238958,7.956419786899471e-64,6245868.481381401,0.0,0.0,0.0,0.0,647279152583.8928,111813271513.45349,62589821.10579342,1416085399913.9998,0.0,0.0,0.0,0.0,126819515605383.02,0.0,0.0,0.0,195.15817986702314,0.0,0.0,0.0,-981835735408.8623,0.0,0.0,0.0,927581801759.5626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241021017326.94644,0.0,0.0,0.0,-186767083482.4879,0.0,0.0,0.0,-1.8932661725304287e-18,-46718.43348119637,-1.8932661725304283e-26,-0.0004671843348119636,9.020239671381661e+23,1.118072254892811e+23,0.0,1.4160347257954198e+24,1388093581518.4888,111807225489.28107,0.0,1416034725795.4194,0.0,0.0,0.0,0.0,927581801759.5626,0.0,0.0,0.0,647278863241.4136,111807225489.28073,0.0,1416034725795.4175,0.0,0.0,0.0,0.0,-186767083482.4879,0.0,0.0,0.0
