sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:p,tot:g_CB:I,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gother_forward_iv:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:p,tot:g_IB:I,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:p,tot:g_VB:I,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p
0.18,-1,-1,1,-59257.95056515205,0.0,-0.0005925795056515204,0.0,2.0232598139025183e+24,0.0,1.8470654565531998e+23,1.4160346213119716e+24,2097849548487.0767,0.0,184706545655.31995,1416034621311.9712,1645243335466.5774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945758817.8287,0.0,184706545655.31958,1416034621311.9692,-79339545797.32881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649354950893.8984,8.081879907909217e-64,17866640.423770707,6344318.613169132,0.0,0.0,0.0,0.0,1648841950475.9316,3.234058579195008e-63,471588.05232601264,25387429.798190624,0.0,0.0,0.0,0.0,531945767251.0871,62589821.105793364,184717875496.52664,1416085399913.9893,0.0,0.0,0.0,0.0,-1.7829009092233218e+16,0.0,0.0,0.0,-18486.29544120205,0.0,0.0,0.0,-1645243335466.5774,0.0,0.0,0.0,1647547931906.9001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79339545797.32881,0.0,0.0,0.0,-81644160723.94748,0.0,0.0,0.0,-2.524354896707238e-18,-59257.950565149986,-2.5243548967072378e-26,-0.0005925795056514998,2.023259796073509e+24,0.0,1.8470654565531998e+23,1.4160346213119716e+24,2097849530000.781,0.0,184706545655.31995,1416034621311.9712,0.0,0.0,0.0,0.0,1647547931906.9001,0.0,0.0,0.0,531945758817.8287,0.0,184706545655.31958,1416034621311.9692,0.0,0.0,0.0,0.0,-81644160723.94748,0.0,0.0,0.0
0.2,-1,-1,1,-59239.18147876294,0.0,-0.0005923918147876293,0.0,2.022130017085639e+24,0.0,1.847065454832935e+23,1.4160345930833108e+24,2096678100447.6868,0.0,184706545483.29346,1416034593083.3105,1645237514984.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945758532.8235,0.0,184706545483.29327,1416034593083.309,-80505173069.39552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649409936993.8826,8.034334052851056e-64,17859410.94333476,6306997.889822324,0.0,0.0,0.0,0.0,1648786737817.365,3.2388131649066365e-63,471640.07155757747,25424749.7316626,0.0,0.0,0.0,0.0,531945767251.0873,62589821.105793394,184717875496.52664,1416085399913.99,0.0,0.0,0.0,0.0,-1.4381939799210634e+16,0.0,0.0,0.0,-14912.146085651464,0.0,0.0,0.0,-1645237514984.259,0.0,0.0,0.0,1647474997862.1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80505173069.39552,0.0,0.0,0.0,-82742670859.39456,0.0,0.0,0.0,-1.262177448353619e-18,-59239.18147876116,-1.2621774483536189e-26,-0.0005923918147876115,2.0221300027036996e+24,0.0,1.847065454832935e+23,1.4160345930833108e+24,2096678085535.541,0.0,184706545483.29346,1416034593083.3105,0.0,0.0,0.0,0.0,1647474997862.1104,0.0,0.0,0.0,531945758532.8235,0.0,184706545483.29327,1416034593083.309,0.0,0.0,0.0,0.0,-82742670859.39456,0.0,0.0,0.0
0.22,-1,-1,1,-59219.94040308681,0.0,-0.000592199404030868,0.0,2.0209718088847667e+24,0.0,1.8470654531139568e+23,1.4160345645628003e+24,2095477193606.8755,0.0,184706545311.39563,1416034564562.8,1645230720573.6458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945758233.66785,0.0,184706545311.3954,1416034564562.797,-81699285200.43927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649465434208.6885,7.986649946971297e-64,17852110.83613192,6269568.629400281,0.0,0.0,0.0,0.0,1648730965739.4595,3.243581575701035e-63,471695.92082231335,25462178.19680298,0.0,0.0,0.0,0.0,531945767251.0876,62589821.10579341,184717875496.52698,1416085399913.9902,0.0,0.0,0.0,0.0,-1.1230395358375698e+16,0.0,0.0,0.0,-11644.416436294097,0.0,0.0,0.0,-1645230720573.6458,0.0,0.0,0.0,1647401044742.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81699285200.43927,0.0,0.0,0.0,-83869621013.90625,0.0,0.0,0.0,-1.262177448353619e-18,-59219.94040308486,-1.2621774483536189e-26,-0.0005921994040308485,2.0209717976543705e+24,0.0,1.8470654531139568e+23,1.4160345645628003e+24,2095477181962.4585,0.0,184706545311.39563,1416034564562.8,0.0,0.0,0.0,0.0,1647401044742.695,0.0,0.0,0.0,531945758233.66785,0.0,184706545311.3954,1416034564562.797,0.0,0.0,0.0,0.0,-83869621013.90625,0.0,0.0,0.0
0.24,-1,-1,1,-59200.20642642658,0.0,-0.0005920020642642657,0.0,2.0197839305046166e+24,0.0,1.8470654513916547e+23,1.416034535742019e+24,2094245522762.4631,0.0,184706545139.16544,1416034535742.0186,1645222894765.9353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945757919.4359,0.0,184706545139.1651,1416034535742.0164,-82923129922.90892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649521450113.1633,7.93882638434552e-64,17844739.420902114,6232029.883369786,0.0,0.0,0.0,0.0,1648674625278.4746,3.24836393217063e-63,471755.29567690846,25499716.142097116,0.0,0.0,0.0,0.0,531945767251.08844,62589821.10579339,184717875496.5273,1416085399913.991,0.0,0.0,0.0,0.0,-8363494022339570.0,0.0,0.0,0.0,-8671.823577960302,0.0,0.0,0.0,-1645222894765.9353,0.0,0.0,0.0,1647326042963.8455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82923129922.90892,0.0,0.0,0.0,-85026286792.64197,0.0,0.0,0.0,-2.524354896707238e-18,-59200.20642642465,-2.5243548967072378e-26,-0.0005920020642642464,2.0197839221411226e+24,0.0,1.8470654513916547e+23,1.416034535742019e+24,2094245514090.6394,0.0,184706545139.16544,1416034535742.0186,0.0,0.0,0.0,0.0,1647326042963.8455,0.0,0.0,0.0,531945757919.4359,0.0,184706545139.1651,1416034535742.0164,0.0,0.0,0.0,0.0,-85026286792.64197,0.0,0.0,0.0
0.26,-1,-1,1,-59179.95725226583,0.0,-0.0005917995725226582,0.0,2.0185650397897024e+24,0.0,1.8470654496613094e+23,1.416034506612156e+24,2092981696278.9004,0.0,184706544966.1309,1416034506612.1558,1645213976373.4592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945757589.1222,0.0,184706544966.13052,1416034506612.1536,-84178037683.68407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649577992875.1619,7.890862135057805e-64,17837295.92651415,6194380.684224416,0.0,0.0,0.0,0.0,1648617706832.3997,3.253160357307033e-63,471817.9032174532,25537364.535003453,0.0,0.0,0.0,0.0,531945767251.08746,62589821.105793364,184717875496.52686,1416085399913.99,0.0,0.0,0.0,0.0,-5770065082895483.0,0.0,0.0,0.0,-5982.784981798955,0.0,0.0,0.0,-1645213976373.4592,0.0,0.0,0.0,1647249960937.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84178037683.68407,0.0,0.0,0.0,-86214028230.6023,0.0,0.0,0.0,-1.262177448353619e-18,-59179.95725226414,-1.2621774483536189e-26,-0.0005917995725226412,2.0185650340196359e+24,0.0,1.8470654496613094e+23,1.416034506612156e+24,2092981690296.1138,0.0,184706544966.1309,1416034506612.1558,0.0,0.0,0.0,0.0,1647249960937.594,0.0,0.0,0.0,531945757589.1222,0.0,184706544966.13052,1416034506612.1536,0.0,0.0,0.0,0.0,-86214028230.6023,0.0,0.0,0.0
0.28,-1,-1,1,-59159.16907214557,0.0,-0.0005915916907214555,0.0,2.0173137035720365e+24,0.0,1.8470654479180718e+23,1.4160344771639965e+24,2091684228152.8604,0.0,184706544791.80713,1416034477163.996,1645203900109.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945757241.6388,0.0,184706544791.8068,1416034477163.993,-85465429198.27278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649635071269.127,7.842755937182146e-64,17829779.49173424,6156620.0391762545,0.0,0.0,0.0,0.0,1648560200143.9104,3.257970977302838e-63,471883.460553452,25575124.36826055,0.0,0.0,0.0,0.0,531945767251.0873,62589821.105793394,184717875496.52658,1416085399913.99,0.0,0.0,0.0,0.0,-3438833455798053.5,0.0,0.0,0.0,-3565.609894980982,0.0,0.0,0.0,-1645203900109.494,0.0,0.0,0.0,1647172764929.8276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85465429198.27278,0.0,0.0,0.0,-87434297584.21646,0.0,0.0,0.0,-3.7865323450608574e-18,-59159.169072143595,-3.7865323450608567e-26,-0.0005915916907214358,2.017313700133202e+24,0.0,1.8470654479180718e+23,1.4160344771639965e+24,2091684224587.2495,0.0,184706544791.80713,1416034477163.996,0.0,0.0,0.0,0.0,1647172764929.8276,0.0,0.0,0.0,531945757241.6388,0.0,184706544791.8068,1416034477163.993,0.0,0.0,0.0,0.0,-87434297584.21646,0.0,0.0,0.0
0.3,-1,-1,1,-59137.81805640722,0.0,-0.0005913781805640721,0.0,2.0160286485426782e+24,0.0,1.847065446158314e+23,1.4160344473859156e+24,2090351798133.4453,0.0,184706544615.83136,1416034447385.9153,1645192615747.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945756875.84015,0.0,184706544615.8311,1416034447385.9124,-86786574489.92262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649692701277.9124,7.79450332616346e-64,17822188.267802317,6118744.441387785,0.0,0.0,0.0,0.0,1648502087636.9417,3.2627962386135813e-63,471951.73024669086,25612999.148602568,0.0,0.0,0.0,0.0,531945767251.0879,62589821.10579338,184717875496.52707,1416085399913.9912,0.0,0.0,0.0,0.0,-3.103448431370371e+17,0.0,0.0,0.0,-321786.05267434736,0.0,0.0,0.0,-1645192615747.526,0.0,0.0,0.0,1647094411546.7144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86786574489.92262,0.0,0.0,0.0,-88688692075.16425,0.0,0.0,0.0,-1.262177448353619e-18,-59137.81805640538,-1.2621774483536189e-26,-0.0005913781805640537,2.016028338197834e+24,0.0,1.847065446158314e+23,1.4160344473859156e+24,2090351476347.3914,0.0,184706544615.83136,1416034447385.9153,0.0,0.0,0.0,0.0,1647094411546.7144,0.0,0.0,0.0,531945756875.84015,0.0,184706544615.8311,1416034447385.9124,0.0,0.0,0.0,0.0,-88688692075.16425,0.0,0.0,0.0
0.32,-1,-1,1,-59115.87361989336,0.0,-0.0005911587361989335,0.0,2.014707702006917e+24,0.0,1.8470654443738768e+23,1.4160344172718504e+24,2088982153427.125,0.0,184706544437.38763,1416034417271.85,1645180008145.3962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945756490.35254,0.0,184706544437.38745,1416034417271.847,-88143611208.62386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649750879186.146,7.746109642464283e-64,17814523.083943374,6080758.080185414,0.0,0.0,0.0,0.0,1648443371551.3352,3.2676356071929844e-63,472022.36794203945,25650984.686764523,0.0,0.0,0.0,0.0,531945767251.08765,62589821.10579336,184717875496.52676,1416085399913.9895,0.0,0.0,0.0,0.0,-2.9013220280814285e+17,0.0,0.0,0.0,-300828.2507665862,0.0,0.0,0.0,-1645180008145.3962,0.0,0.0,0.0,1647014877645.2856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88143611208.62386,0.0,0.0,0.0,-89978781536.76474,0.0,0.0,0.0,-1.262177448353619e-18,-59115.873619891514,-1.2621774483536189e-26,-0.000591158736198915,2.0147074118747125e+24,0.0,1.8470654443738768e+23,1.4160344172718504e+24,2088981852598.8723,0.0,184706544437.38763,1416034417271.85,0.0,0.0,0.0,0.0,1647014877645.2856,0.0,0.0,0.0,531945756490.35254,0.0,184706544437.38745,1416034417271.847,0.0,0.0,0.0,0.0,-89978781536.76474,0.0,0.0,0.0
0.34,-1,-1,1,-59093.30816950207,0.0,-0.0005909330816950205,0.0,2.013349373697312e+24,0.0,1.8470654425607188e+23,1.4160343868089347e+24,2087573748826.0837,0.0,184706544256.07184,1416034386808.9343,1645166017751.0603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945756083.807,0.0,184706544256.0716,1416034386808.9312,-89538025008.78209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649809622892.2705,7.697569915850338e-64,17806781.824724797,6042657.051398457,0.0,0.0,0.0,0.0,1648384032279.7898,3.272489580064497e-63,472095.15095930255,25689084.886804216,0.0,0.0,0.0,0.0,531945767251.0875,62589821.10579337,184717875496.5268,1416085399913.9895,0.0,0.0,0.0,0.0,-2.7068629531483155e+17,0.0,0.0,0.0,-280665.44815742515,0.0,0.0,0.0,-1645166017751.0603,0.0,0.0,0.0,1646934113942.4124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89538025008.78209,0.0,0.0,0.0,-91306401865.58243,0.0,0.0,0.0,-2.524354896707238e-18,-59093.30816950018,-2.5243548967072378e-26,-0.0005909330816950018,2.0133491030110182e+24,0.0,1.8470654425607188e+23,1.4160343868089347e+24,2087573468160.6372,0.0,184706544256.07184,1416034386808.9343,0.0,0.0,0.0,0.0,1646934113942.4124,0.0,0.0,0.0,531945756083.807,0.0,184706544256.0716,1416034386808.9312,0.0,0.0,0.0,0.0,-91306401865.58243,0.0,0.0,0.0
0.36,-1,-1,1,-59070.09024567927,0.0,-0.0005907009024567926,0.0,2.0119517698862321e+24,0.0,1.847065440713003e+23,1.41603435598589e+24,2086124620788.3047,0.0,184706544071.30026,1416034355985.8896,1645150558090.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945755654.66254,0.0,184706544071.29996,1416034355985.8882,-90971692957.14284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649868943773.0193,7.64888267033342e-64,17798963.26188338,6004440.193385591,0.0,0.0,0.0,0.0,1648324056729.3606,3.277358304826951e-63,472169.82004954433,25727300.910308365,0.0,0.0,0.0,0.0,531945767251.0881,62589821.105793394,184717875496.5271,1416085399913.9907,0.0,0.0,0.0,0.0,-2.520005858873091e+17,0.0,0.0,0.0,-261290.86916547694,0.0,0.0,0.0,-1645150558090.784,0.0,0.0,0.0,1646852076316.4119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90971692957.14284,0.0,0.0,0.0,-92673472473.6409,0.0,0.0,0.0,-2.524354896707238e-18,-59070.09024567732,-2.5243548967072378e-26,-0.0005907009024567731,2.0119515178856457e+24,0.0,1.847065440713003e+23,1.41603435598589e+24,2086124359497.435,0.0,184706544071.30026,1416034355985.8896,0.0,0.0,0.0,0.0,1646852076316.4119,0.0,0.0,0.0,531945755654.66254,0.0,184706544071.29996,1416034355985.8882,0.0,0.0,0.0,0.0,-92673472473.6409,0.0,0.0,0.0
0.38,-1,-1,1,-59046.185968932536,0.0,-0.0005904618596893253,0.0,2.0105128511797222e+24,0.0,1.847065438824507e+23,1.4160343247908144e+24,2084632654735.295,0.0,184706543882.45065,1416034324790.814,1645133535879.6453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945755201.22833,0.0,184706543882.45044,1416034324790.8113,-92446636345.58006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649928853912.2925,7.600046351984145e-64,17791066.0724637,5966106.283053146,0.0,0.0,0.0,0.0,1648263431030.7698,3.2822419368732793e-63,472246.1173593494,25765633.98031407,0.0,0.0,0.0,0.0,531945767251.08734,62589821.10579341,184717875496.52686,1416085399913.9902,0.0,0.0,0.0,0.0,-2.3407462663418646e+17,0.0,0.0,0.0,-242704.04938733604,0.0,0.0,0.0,-1645133535879.6453,0.0,0.0,0.0,1646768717478.7397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92446636345.58006,0.0,0.0,0.0,-94082060648.72356,0.0,0.0,0.0,-1.262177448353619e-18,-59046.18596893063,-1.2621774483536189e-26,-0.0005904618596893062,2.010512617105096e+24,0.0,1.847065438824507e+23,1.4160343247908144e+24,2084632412031.2458,0.0,184706543882.45065,1416034324790.814,0.0,0.0,0.0,0.0,1646768717478.7397,0.0,0.0,0.0,531945755201.22833,0.0,184706543882.45044,1416034324790.8113,0.0,0.0,0.0,0.0,-94082060648.72356,0.0,0.0,0.0
0.4,-1,-1,1,-59021.55878216192,0.0,-0.0005902155878216191,0.0,2.0090304170030337e+24,0.0,1.847065436888599e+23,1.4160342932111123e+24,2083095568965.658,0.0,184706543688.85986,1416034293211.1118,1645114850251.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945754721.6519,0.0,184706543688.85962,1416034293211.1086,-93965036007.0369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1649989366129.0579,7.55105931817951e-64,17783088.837181445,5927654.027380504,0.0,0.0,0.0,0.0,1648202140505.6934,3.2871406404657946e-63,472323.78438349295,25804085.3897837,0.0,0.0,0.0,0.0,531945767251.0874,62589821.10579337,184717875496.52667,1416085399913.9907,0.0,0.0,0.0,0.0,-2.1690695504814294e+17,0.0,0.0,0.0,-224903.47239871454,0.0,0.0,0.0,-1645114850251.044,0.0,0.0,0.0,1646683986686.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93965036007.0369,0.0,0.0,0.0,-95534397345.46669,0.0,0.0,0.0,-1.262177448353619e-18,-59021.558782160115,-1.2621774483536189e-26,-0.0005902155878216011,2.0090302000960795e+24,0.0,1.847065436888599e+23,1.4160342932111123e+24,2083095344062.1865,0.0,184706543688.85986,1416034293211.1118,0.0,0.0,0.0,0.0,1646683986686.0002,0.0,0.0,0.0,531945754721.6519,0.0,184706543688.85962,1416034293211.1086,0.0,0.0,0.0,0.0,-95534397345.46669,0.0,0.0,0.0
0.42,-1,-1,1,-58996.169157691904,0.0,-0.000589961691576919,0.0,2.0075020879651188e+24,0.0,1.8470654348981415e+23,1.4160342612334369e+24,2081510896369.4353,0.0,184706543489.81412,1416034261233.4365,1645094391880.0574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945754213.8918,0.0,184706543489.81384,1416034261233.4343,-95529249724.51323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650050494008.2312,7.5019198262644e-64,17775030.038538482,5889082.054480822,0.0,0.0,0.0,0.0,1648140169630.5366,3.2920545898700245e-63,472402.5597496243,25842656.51054338,0.0,0.0,0.0,0.0,531945767251.0877,62589821.10579337,184717875496.5269,1416085399913.9902,0.0,0.0,0.0,0.0,-2.0049497789881744e+17,0.0,0.0,0.0,-207886.44936691542,0.0,0.0,0.0,-1645094391880.0574,0.0,0.0,0.0,1646597829413.3982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95529249724.51323,0.0,0.0,0.0,-97032895144.30412,0.0,0.0,0.0,-2.524354896707238e-18,-58996.16915768991,-2.5243548967072378e-26,-0.000589961691576899,2.007501887470142e+24,0.0,1.8470654348981415e+23,1.4160342612334369e+24,2081510688482.987,0.0,184706543489.81412,1416034261233.4365,0.0,0.0,0.0,0.0,1646597829413.3982,0.0,0.0,0.0,531945754213.8918,0.0,184706543489.81384,1416034261233.4343,0.0,0.0,0.0,0.0,-97032895144.30412,0.0,0.0,0.0
0.44,-1,-1,1,-58969.974262846925,0.0,-0.0005896997426284692,0.0,2.0059252857277964e+24,0.0,1.8470654328453964e+23,1.41603422884362e+24,2079875963555.1274,0.0,184706543284.5396,1416034228843.6196,1645072041981.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945753675.6961,0.0,184706543284.53943,1416034228843.6172,-97141832102.37964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650112251934.894,7.452626021512275e-64,17766888.058705352,5850388.90410557,0.0,0.0,0.0,0.0,1648077501996.6553,3.296983970558622e-63,472482.17679830757,25881348.802778445,0.0,0.0,0.0,0.0,531945767251.0871,62589821.105793364,184717875496.52658,1416085399913.9888,0.0,0.0,0.0,0.0,-1.8483505777198915e+17,0.0,0.0,0.0,-191649.20878037688,0.0,0.0,0.0,-1645072041981.808,0.0,0.0,0.0,1646510186983.5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97141832102.37964,0.0,0.0,0.0,-98580168753.31476,0.0,0.0,0.0,-3.7865323450608574e-18,-58969.97426284481,-3.7865323450608567e-26,-0.0005896997426284481,2.0059251008927375e+24,0.0,1.8470654328453964e+23,1.41603422884362e+24,2079875771905.9175,0.0,184706543284.5396,1416034228843.6196,0.0,0.0,0.0,0.0,1646510186983.5334,0.0,0.0,0.0,531945753675.6961,0.0,184706543284.53943,1416034228843.6172,0.0,0.0,0.0,0.0,-98580168753.31476,0.0,0.0,0.0
0.46,-1,-1,1,-58942.927576710346,0.0,-0.0005894292757671033,0.0,2.004297209936245e+24,0.0,1.847065430721982e+23,1.4160341960265825e+24,2078187866929.7014,0.0,184706543072.19815,1416034196026.5823,1645047671162.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945753104.5804,0.0,184706543072.1978,1416034196026.5789,-98805557336.92249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650174655131.8853,7.403175924324006e-64,17758661.17718656,5811573.017544938,0.0,0.0,0.0,0.0,1648014120266.6875,3.301928980491515e-63,472562.36091227893,25920163.825132646,0.0,0.0,0.0,0.0,531945767251.0876,62589821.10579338,184717875496.52682,1416085399913.9893,0.0,0.0,0.0,0.0,-1.699224925388847e+17,0.0,0.0,0.0,-176186.87516109235,0.0,0.0,0.0,-1645047671162.041,0.0,0.0,0.0,1646420996142.8892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98805557336.92249,0.0,0.0,0.0,-100179058504.64536,0.0,0.0,0.0,-2.524354896707238e-18,-58942.92757670854,-2.5243548967072378e-26,-0.0005894292757670853,2.0042970400137517e+24,0.0,1.847065430721982e+23,1.4160341960265825e+24,2078187690742.8254,0.0,184706543072.19815,1416034196026.5823,0.0,0.0,0.0,0.0,1646420996142.8892,0.0,0.0,0.0,531945753104.5804,0.0,184706543072.1978,1416034196026.5789,0.0,0.0,0.0,0.0,-100179058504.64536,0.0,0.0,0.0
0.48,-1,-1,1,-58914.97844910621,0.0,-0.000589149784491062,0.0,2.0026148116715853e+24,0.0,1.8470654285186947e+23,1.416034162766243e+24,2076443445172.4758,0.0,184706542851.86942,1416034162766.2427,1645021138092.541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531945752497.78345,0.0,184706542851.86905,1416034162766.24,-100523445417.84692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650237719701.0544,7.353567416586811e-64,17750347.568294108,5772632.726860756,0.0,0.0,0.0,0.0,1647950006126.829,3.306889831479975e-63,472642.82654052996,25959103.245474827,0.0,0.0,0.0,0.0,531945767251.08734,62589821.10579337,184717875496.52667,1416085399913.9897,0.0,0.0,0.0,0.0,-1.557514913883145e+17,0.0,0.0,0.0,-161493.44421314495,0.0,0.0,0.0,-1645021138092.541,0.0,0.0,0.0,1646330188576.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100523445417.84692,0.0,0.0,0.0,-101832657395.7163,0.0,0.0,0.0,-2.524354896707238e-18,-58914.97844910418,-2.5243548967072378e-26,-0.0005891497844910416,2.002614655920096e+24,0.0,1.8470654285186947e+23,1.416034162766243e+24,2076443283679.0337,0.0,184706542851.86942,1416034162766.2427,0.0,0.0,0.0,0.0,1646330188576.965,0.0,0.0,0.0,531945752497.78345,0.0,184706542851.86905,1416034162766.24,0.0,0.0,0.0,0.0,-101832657395.7163,0.0,0.0,0.0
