sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-47414.32578788317,0.0,-0.0004741432578788317,1.526859118025393e+24,1.416035080851749e+24,2.1879950230211386e+23,0.0,1324534863490.353,1416035080851.7488,218799502302.1138,0.0,961425197152.561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478012007313.0827,1416035080851.7456,218799502302.1134,0.0,-114902340975.29152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1345888248257.5955,0.0,0.0,0.0,-1.167544461786747,0.0,0.0,0.0,-961425197152.561,0.0,0.0,0.0,1006478575199.9331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114902340975.29152,0.0,0.0,0.0,-159955719023.82993,0.0,0.0,0.0,-47414.32578788117,1.1808261675027022e-17,-0.0004741432578788117,1.180826167502702e-25,1.526859118024048e+24,1.416035080851749e+24,2.1879950230211386e+23,0.0,1324534863489.1863,1416035080851.7488,218799502302.1138,0.0,0.0,0.0,0.0,0.0,1006478575199.9331,0.0,0.0,0.0,478012007313.0827,1416035080851.7456,218799502302.1134,0.0,0.0,0.0,0.0,0.0,-159955719023.82993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969946779120.3167,271821.9851242023,8099797.85627429,3.4627941013649454e-65,0.0,0.0,0.0,0.0,1006688030796.2579,11186120.799647808,14.275538575550597,1.4249654571854785e-63,0.0,0.0,0.0,0.0,478012219264.1662,1416085781024.586,218810520196.2613,62589837.95057222
0.02,-1,-1,1,0.0,-47401.616553536915,0.0,-0.0004740161655353691,1.5259447698074585e+24,1.4160350616943605e+24,2.1879947740833477e+23,0.0,1323741675646.2837,1416035061694.36,218799477408.33472,0.0,961127236398.5049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478012004030.5084,1416035061694.3582,218799477408.33432,0.0,-115397564782.72972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2063093313259784e+16,0.0,0.0,0.0,-19139.51061028242,0.0,0.0,0.0,-961127236398.5049,0.0,0.0,0.0,1007703799588.9404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115397564782.72972,0.0,0.0,0.0,-161974147112.67532,0.0,0.0,0.0,-47401.616553534885,1.1808261675027022e-17,-0.0004740161655353488,1.180826167502702e-25,1.5259447477443656e+24,1.4160350616943605e+24,2.1879947740833477e+23,0.0,1323741656506.7734,1416035061694.36,218799477408.33472,0.0,0.0,0.0,0.0,0.0,1007703799588.9404,0.0,0.0,0.0,478012004030.5084,1416035061694.3582,218799477408.33432,0.0,0.0,0.0,0.0,0.0,-161974147112.67532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969685556625.3466,274420.75242969784,8122639.41590789,3.495899960688567e-65,0.0,0.0,0.0,0.0,1007916040968.6548,11184561.549334584,14.553760165029939,1.4247668220325007e-63,0.0,0.0,0.0,0.0,478012219264.16724,1416085781024.5872,218810520196.26202,62589837.95057225
0.04,-1,-1,1,0.0,-47388.77370800731,0.0,-0.00047388773708007307,1.5250208126904363e+24,1.4160350425405718e+24,2.1879945226632284e+23,0.0,1322940152179.306,1416035042540.5715,218799452266.32278,0.0,960825752895.8746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478012000704.979,1416035042540.568,218799452266.32224,0.0,-115897601421.5481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.887242923016949e+16,0.0,0.0,0.0,-42396.33874180913,0.0,0.0,0.0,-960825752895.8746,0.0,0.0,0.0,1008939667763.9044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115897601421.5481,0.0,0.0,0.0,-164011558685.91626,0.0,0.0,0.0,-47388.773708005305,1.1808261675027022e-17,-0.000473887737080053,1.180826167502702e-25,1.525020763818006e+24,1.4160350425405718e+24,2.1879945226632284e+23,0.0,1322940109782.9663,1416035042540.5715,218799452266.32278,0.0,0.0,0.0,0.0,0.0,1008939667763.9044,0.0,0.0,0.0,478012000704.979,1416035042540.568,218799452266.32224,0.0,0.0,0.0,0.0,0.0,-164011558685.91626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969421168388.7603,277023.17882688314,8145757.8123710565,3.52905242945473e-65,0.0,0.0,0.0,0.0,1009154721114.6724,11183000.103571428,14.842146529009561,1.424567907222876e-63,0.0,0.0,0.0,0.0,478012219264.1672,1416085781024.5872,218810520196.2621,62589837.95057227
0.06,-1,-1,1,0.0,-47375.79466987578,0.0,-0.0004737579466987577,1.5240870032494825e+24,1.4160350233864576e+24,2.1879942686997643e+23,0.0,1322130081920.8271,1416035023386.4573,218799426869.97638,0.0,960520661774.0249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478011997335.5324,1416035023386.4543,218799426869.9759,0.0,-116402577188.73035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2003896689278984e+16,0.0,0.0,0.0,-10413.259137652814,0.0,0.0,0.0,-960520661774.0249,0.0,0.0,0.0,1010186405780.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116402577188.73035,0.0,0.0,0.0,-166068331608.02338,0.0,0.0,0.0,-47375.794669873445,1.0546084226673403e-17,-0.0004737579466987344,1.0546084226673402e-25,1.5240869912455866e+24,1.4160350233864576e+24,2.1879942686997643e+23,0.0,1322130071507.5686,1416035023386.4573,218799426869.97638,0.0,0.0,0.0,0.0,0.0,1010186405780.0588,0.0,0.0,0.0,478011997335.5324,1416035023386.4543,218799426869.9759,0.0,0.0,0.0,0.0,0.0,-166068331608.02338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,969153538910.2078,279629.53360215627,8169159.646839386,3.5622549381222493e-65,0.0,0.0,0.0,0.0,1010404297807.8934,11181436.30078749,15.141251877007425,1.424368692173846e-63,0.0,0.0,0.0,0.0,478012219264.166,1416085781024.5857,218810520196.26132,62589837.950572245
0.08,-1,-1,1,0.0,-47362.674817293686,0.0,-0.00047362674817293674,1.52314309339228e+24,1.4160350042266367e+24,2.1879940121297595e+23,0.0,1321311249653.2676,1416035004226.6362,218799401212.9759,0.0,960211876923.1831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478011993920.9883,1416035004226.6333,218799401212.97528,0.0,-116912621190.9031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1603589868695066e+16,0.0,0.0,0.0,-10065.997013926506,0.0,0.0,0.0,-960211876923.1831,0.0,0.0,0.0,1011444239257.7483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116912621190.9031,0.0,0.0,0.0,-168144993591.46515,0.0,0.0,0.0,-47362.67481729165,1.1808261675027022e-17,-0.0004736267481729164,1.180826167502702e-25,1.5231430817886912e+24,1.4160350042266367e+24,2.1879940121297595e+23,0.0,1321311239587.2715,1416035004226.6362,218799401212.9759,0.0,0.0,0.0,0.0,0.0,1011444239257.7483,0.0,0.0,0.0,478011993920.9883,1416035004226.6333,218799401212.97528,0.0,0.0,0.0,0.0,0.0,-168144993591.46515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968882591658.4237,282240.30100439885,8192851.610477483,3.595513655597427e-65,0.0,0.0,0.0,0.0,1011664997394.1887,11179869.850435352,15.451666740455517,1.424169139871973e-63,0.0,0.0,0.0,0.0,478012219264.16705,1416085781024.5867,218810520196.26205,62589837.95057225
0.1,-1,-1,1,0.0,-47349.410918233545,0.0,-0.00047349410918233535,1.5221888198458864e+24,1.416034985056825e+24,2.1879937528869257e+23,0.0,1320483426990.0085,1416034985056.8247,218799375288.6925,0.0,959899306257.4629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478011990460.2542,1416034985056.822,218799375288.69186,0.0,-117427869727.70857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.120444931810169e+16,0.0,0.0,0.0,-9719.746617637575,0.0,0.0,0.0,-959899306257.4629,0.0,0.0,0.0,1012713414004.8616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117427869727.70857,0.0,0.0,0.0,-170241987194.8538,0.0,0.0,0.0,-47349.41091823142,1.0546084226673403e-17,-0.0004734941091823141,1.0546084226673402e-25,1.5221888086414375e+24,1.416034985056825e+24,2.1879937528869257e+23,0.0,1320483417270.2622,1416034985056.8247,218799375288.6925,0.0,0.0,0.0,0.0,0.0,1012713414004.8616,0.0,0.0,0.0,478011990460.2542,1416034985056.822,218799375288.69186,0.0,0.0,0.0,0.0,0.0,-170241987194.8538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968608244659.43,284855.8095711379,8216840.871107953,3.6288327671934922e-65,0.0,0.0,0.0,0.0,1012937066290.2163,11178300.555393612,15.77402891223284,1.4239692252053852e-63,0.0,0.0,0.0,0.0,478012219264.1672,1416085781024.5872,218810520196.26202,62589837.950572275
0.12,-1,-1,1,0.0,-47335.99917060552,0.0,-0.00047335999170605513,1.5212239090673954e+24,1.416034965872381e+24,2.187993490902183e+23,0.0,1319646376635.342,1416034965872.3809,218799349090.21826,0.0,959582854045.9135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478011986952.1556,1416034965872.3782,218799349090.21765,0.0,-117948464362.72699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0807205757142248e+16,0.0,0.0,0.0,-9375.141840696335,0.0,0.0,0.0,-959582854045.9135,0.0,0.0,0.0,1013994185252.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117948464362.72699,0.0,0.0,0.0,-172359804944.04483,0.0,0.0,0.0,-47335.999170603514,1.433261657173426e-17,-0.0004733599917060351,1.4332616571734258e-25,1.5212238982601906e+24,1.416034965872381e+24,2.187993490902183e+23,0.0,1319646367260.201,1416034965872.3809,218799349090.21826,0.0,0.0,0.0,0.0,0.0,1013994185252.09,0.0,0.0,0.0,478011986952.1556,1416034965872.3782,218799349090.21765,0.0,0.0,0.0,0.0,0.0,-172359804944.04483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968330412684.1854,287476.44395019807,8241134.882870326,3.6622171730326008e-65,0.0,0.0,0.0,0.0,1014220760405.5374,11176728.184875071,16.109024635547012,1.423768918773342e-63,0.0,0.0,0.0,0.0,478012219264.1672,1416085781024.587,218810520196.2619,62589837.95057225
0.14,-1,-1,1,0.0,-47322.43560303604,0.0,-0.0004732243560303603,1.5202480753344981e+24,1.416034946668594e+24,2.187993226103363e+23,0.0,1318799850728.0508,1416034946668.5935,218799322610.33627,0.0,959262420117.9457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478011983395.4611,1416034946668.5916,218799322610.3356,0.0,-118474552785.35577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0412604863471414e+16,0.0,0.0,0.0,-9032.829550936818,0.0,0.0,0.0,-959262420117.9457,0.0,0.0,0.0,1015286820732.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118474552785.35577,0.0,0.0,0.0,-174498962432.53052,0.0,0.0,0.0,-47322.435603034006,1.3070439123380641e-17,-0.00047322435603034,1.307043912338064e-25,1.5202480649218943e+24,1.416034946668594e+24,2.187993226103363e+23,0.0,1318799841695.2222,1416034946668.5935,218799322610.33627,0.0,0.0,0.0,0.0,0.0,1015286820732.2908,0.0,0.0,0.0,478011983395.4611,1416034946668.5916,218799322610.3356,0.0,0.0,0.0,0.0,0.0,-174498962432.53052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968049006517.8557,290102.60150640196,8265741.451031632,3.69567193524653e-65,0.0,0.0,0.0,0.0,1015516348185.0437,11175152.500462312,16.45739504339153,1.4235681902030549e-63,0.0,0.0,0.0,0.0,478012219264.1662,1416085781024.5864,218810520196.26123,62589837.95057227
0.16,-1,-1,1,0.0,-47308.71606411464,0.0,-0.00047308716064114635,1.5192610199717797e+24,1.416034927440674e+24,2.1879929584150348e+23,0.0,1317943590170.229,1416034927440.6736,218799295841.50342,0.0,958937899587.7716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478011979788.88763,1416034927440.671,218799295841.50284,0.0,-119006289206.43059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0021256422644878e+16,0.0,0.0,0.0,-8693.3387311697,0.0,0.0,0.0,-958937899587.7716,0.0,0.0,0.0,1016591601423.7518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119006289206.43059,0.0,0.0,0.0,-176659999735.74915,0.0,0.0,0.0,-47308.7160641126,1.433261657173426e-17,-0.000473087160641126,1.4332616571734258e-25,1.5192610099505228e+24,1.416034927440674e+24,2.1879929584150348e+23,0.0,1317943581476.89,1416034927440.6736,218799295841.50342,0.0,0.0,0.0,0.0,0.0,1016591601423.7518,0.0,0.0,0.0,478011979788.88763,1416034927440.671,218799295841.50284,0.0,0.0,0.0,0.0,0.0,-176659999735.74915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967763932713.5769,292734.6934790708,8290668.754223284,3.729202292713828e-65,0.0,0.0,0.0,0.0,1016824111354.1597,11173573.255413232,16.819942139000403,1.4233670080612533e-63,0.0,0.0,0.0,0.0,478012219264.1665,1416085781024.5867,218810520196.26172,62589837.95057227
