sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-25901.752739471733,0.0,-0.00025901752739471726,5.213559906398652e+23,0.0,6.255067700870755e+23,3.5224829623650858e+22,521355990639.8652,0.0,1060079575743.9902,35224829623.65085,0.0,0.0,1068593470741.6617,0.0,0.0,0.0,0.0,0.0,521355990639.8632,0.0,247738986435.39447,35224829623.65391,0.0,0.0,-256252881433.06543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219101.90108983856,3.6407122004872436e-59,1073840214809.9489,10930987.104822187,0.0,0.0,0.0,0.0,58921158.9545312,9.790160727057527e-57,967525250003.5947,4.335078882275445,0.0,0.0,0.0,0.0,521402021374.33167,45012376.12872891,247739409655.12994,35228469331.64579,0.0,0.0,0.0,0.0,0.0,0.0,-188798819761.5091,0.0,0.0,0.0,-0.3199673965573311,0.0,0.0,0.0,-1068593470741.6617,0.0,0.0,0.0,966272901239.3795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256252881433.06543,0.0,0.0,0.0,-153932311931.10367,0.0,-25901.752739470863,-5.048962605340929e-18,-0.0002590175273947086,-5.048962605340928e-26,5.213559906398652e+23,0.0,6.255067700868866e+23,3.5224829623650858e+22,521355990639.8652,0.0,1060079575743.67,35224829623.65085,0.0,0.0,0.0,0.0,0.0,0.0,966272901239.3795,0.0,521355990639.8632,0.0,247738986435.39447,35224829623.65391,0.0,0.0,0.0,0.0,0.0,0.0,-153932311931.10367,0.0
0.03,-1,-1,1,0.0,-25884.349559890103,0.0,-0.000258843495598901,5.21355959000752e+23,0.0,6.248658618841584e+23,3.522481997158596e+22,521355959000.75195,0.0,1058993394541.2755,35224819971.58595,0.0,0.0,1068154385285.3501,0.0,0.0,0.0,0.0,0.0,521355959000.75037,0.0,247738980822.9022,35224819971.5888,0.0,0.0,-256899971566.97617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225957.6665472785,3.754630336017854e-59,1073414393242.721,10937492.04154568,0.0,0.0,0.0,0.0,58914303.617283985,9.789021545629115e-57,968014014513.651,4.400171175581712,0.0,0.0,0.0,0.0,521402021374.3318,45012376.1287289,247739409655.1298,35228469331.64581,0.0,0.0,0.0,0.0,0.0,0.0,1451709835577256.0,0.0,0.0,0.0,2460.289832495153,0.0,0.0,0.0,-1068154385285.3501,0.0,0.0,0.0,966748356198.3145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256899971566.97617,0.0,0.0,0.0,-155493940019.6511,0.0,-25884.349559889288,-7.573315036435131e-18,-0.00025884349559889285,-7.57331503643513e-26,5.21355959000752e+23,0.0,6.248658633358679e+23,3.522481997158596e+22,521355959000.75195,0.0,1058993397001.5651,35224819971.58595,0.0,0.0,0.0,0.0,0.0,0.0,966748356198.3145,0.0,521355959000.75037,0.0,247738980822.9022,35224819971.5888,0.0,0.0,0.0,0.0,0.0,0.0,-155493940019.6511,0.0
0.06,-1,-1,1,0.0,-25866.78361977535,0.0,-0.0002586678361977535,5.213559280441077e+23,0.0,6.242189576255578e+23,3.5224810216372493e+22,521355928044.1077,0.0,1057897051504.2389,35224810216.37248,0.0,0.0,1067708471912.1477,0.0,0.0,0.0,0.0,0.0,521355928044.1062,0.0,247738975136.5829,35224810216.37511,0.0,0.0,-257550395544.49094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232790.99657765028,3.868175636214906e-59,1072981812080.8291,10944100.24531408,0.0,0.0,0.0,0.0,58907470.713963,9.787886092554258e-57,968509942883.002,4.467347723094101,0.0,0.0,0.0,0.0,521402021374.3314,45012376.1287289,247739409655.1296,35228469331.64569,0.0,0.0,0.0,0.0,0.0,0.0,5651555553151563.0,0.0,0.0,0.0,9577.991637475789,0.0,0.0,0.0,-1067708471912.1477,0.0,0.0,0.0,967230828734.7036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257550395544.49094,0.0,0.0,0.0,-157072742789.05475,0.0,-25866.78361977453,-2.5246035012394745e-18,-0.00025866783619774524,-2.524603501239474e-26,5.213559280441077e+23,0.0,6.242189632771141e+23,3.5224810216372493e+22,521355928044.1077,0.0,1057897061082.2317,35224810216.37248,0.0,0.0,0.0,0.0,0.0,0.0,967230828734.7036,0.0,521355928044.1062,0.0,247738975136.5829,35224810216.37511,0.0,0.0,0.0,0.0,0.0,0.0,-157072742789.05475,0.0
0.09,-1,-1,1,0.0,-25849.05241434549,0.0,-0.0002584905241434549,5.2135589772098397e+23,0.0,6.235659704699368e+23,3.522480035651559e+22,521355897720.98395,0.0,1056790399458.2496,35224800356.51558,0.0,0.0,1067255804278.5216,0.0,0.0,0.0,0.0,0.0,521355897720.98236,0.0,247738969375.8631,35224800356.51802,0.0,0.0,-258204374196.13464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239603.40310621023,3.981373224959958e-59,1072542549510.3059,10950810.52265233,0.0,0.0,0.0,0.0,58900658.73273825,9.786754116594165e-57,969012918638.451,4.536703568769571,0.0,0.0,0.0,0.0,521402021374.3315,45012376.1287289,247739409655.1298,35228469331.64578,0.0,0.0,0.0,0.0,0.0,0.0,2785177527622518.0,0.0,0.0,0.0,4720.188418492675,0.0,0.0,0.0,-1067255804278.5216,0.0,0.0,0.0,967720201972.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258204374196.13464,0.0,0.0,0.0,-158668767170.38742,0.0,-25849.05241434456,-5.0489564707261124e-18,-0.00025849052414344555,-5.0489564707261114e-26,5.2135589772098397e+23,0.0,6.235659732551141e+23,3.522480035651559e+22,521355897720.98395,0.0,1056790404178.4379,35224800356.51558,0.0,0.0,0.0,0.0,0.0,0.0,967720201972.9626,0.0,521355897720.98236,0.0,247738969375.8631,35224800356.51802,0.0,0.0,0.0,0.0,0.0,0.0,-158668767170.38742,0.0
0.12,-1,-1,1,0.0,-25831.153456110256,0.0,-0.0002583115345611025,5.213558679869589e+23,0.0,6.229068041395537e+23,3.522479039037272e+22,521355867986.9589,0.0,1055673275236.3009,35224790390.37271,0.0,0.0,1066796436007.3033,0.0,0.0,0.0,0.0,0.0,521355867986.95734,0.0,247738963540.12775,35224790390.37493,0.0,0.0,-258862124311.1308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246396.309271488,4.094246750743711e-59,1072096663601.0074,10957621.98709008,0.0,0.0,0.0,0.0,58893866.2505609,9.785625381263892e-57,969522848403.2863,4.608340362633552,0.0,0.0,0.0,0.0,521402021374.33136,45012376.12872891,247739409655.1296,35228469331.64573,0.0,0.0,0.0,0.0,0.0,0.0,1416312121943974.0,0.0,0.0,0.0,2400.299445427954,0.0,0.0,0.0,-1066796436007.3033,0.0,0.0,0.0,968216382067.5685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258862124311.1308,0.0,0.0,0.0,-160282067971.0958,0.0,-25831.15345610949,-7.573304734380106e-18,-0.0002583115345610948,-7.573304734380104e-26,5.213558679869589e+23,0.0,6.229068055558664e+23,3.522479039037272e+22,521355867986.9589,0.0,1055673277636.6012,35224790390.37271,0.0,0.0,0.0,0.0,0.0,0.0,968216382067.5685,0.0,521355867986.95734,0.0,247738963540.12775,35224790390.37493,0.0,0.0,0.0,0.0,0.0,0.0,-160282067971.0958,0.0
0.15,-1,-1,1,0.0,-25813.084002201653,0.0,-0.0002581308400220165,5.213558388009999e+23,0.0,6.222413547854329e+23,3.522478031616514e+22,521355838800.9999,0.0,1054545502840.0127,35224780316.16513,0.0,0.0,1066330404368.8647,0.0,0.0,0.0,0.0,0.0,521355838800.99817,0.0,247738957628.6277,35224780316.167175,0.0,0.0,-259523859157.47922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253171.19585567148,4.206820819815698e-59,1071644195998.5142,10964534.002537226,0.0,0.0,0.0,0.0,58887091.786742106,9.784499640500933e-57,970039657556.935,4.682366700484181,0.0,0.0,0.0,0.0,521402021374.3318,45012376.128728904,247739409655.1298,35228469331.645775,0.0,0.0,0.0,0.0,0.0,0.0,6805158283623727.0,0.0,0.0,0.0,11533.063511319458,0.0,0.0,0.0,-1066330404368.8647,0.0,0.0,0.0,968719293615.6979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259523859157.47922,0.0,0.0,0.0,-161912736871.2484,0.0,-25813.084002200794,-5.048952936861254e-18,-0.0002581308400220079,-5.048952936861253e-26,5.213558388009999e+23,0.0,6.222413615905913e+23,3.522478031616514e+22,521355838800.9999,0.0,1054545514373.0764,35224780316.16513,0.0,0.0,0.0,0.0,0.0,0.0,968719293615.6979,0.0,521355838800.99817,0.0,247738957628.6277,35224780316.167175,0.0,0.0,0.0,0.0,0.0,0.0,-161912736871.2484,0.0
0.18,-1,-1,1,0.0,-25794.840865697985,0.0,-0.0002579484086569798,5.21355810124669e+23,0.0,6.215695121633879e+23,3.5224770131982438e+22,521355810124.669,0.0,1053406895432.7019,35224770131.98243,0.0,0.0,1065857732725.9146,0.0,0.0,0.0,0.0,0.0,521355810124.6671,0.0,247738951640.411,35224770131.9843,0.0,0.0,-260189788933.6235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259929.69570078762,4.319122565039665e-59,1071185174378.1759,10971546.145656534,0.0,0.0,0.0,0.0,58880333.70854255,9.783376622976642e-57,970563287332.6276,4.758898572866037,0.0,0.0,0.0,0.0,521402021374.33203,45012376.128728904,247739409655.12994,35228469331.6458,0.0,0.0,0.0,0.0,0.0,0.0,5895901503077659.0,0.0,0.0,0.0,9992.097708456218,0.0,0.0,0.0,-1065857732725.9146,0.0,0.0,0.0,969228876581.2557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260189788933.6235,0.0,0.0,0.0,-163560922796.8663,0.0,-25794.840865697217,-7.573291769853038e-18,-0.00025794840865697217,-7.573291769853037e-26,5.21355810124669e+23,0.0,6.215695180592897e+23,3.5224770131982438e+22,521355810124.669,0.0,1053406905424.8003,35224770131.98243,0.0,0.0,0.0,0.0,0.0,0.0,969228876581.2557,0.0,521355810124.6671,0.0,247738951640.411,35224770131.9843,0.0,0.0,0.0,0.0,0.0,0.0,-163560922796.8663,0.0
0.21,-1,-1,1,0.0,-25776.420892628008,0.0,-0.00025776420892628004,5.213557819229161e+23,0.0,6.20891156638579e+23,3.522475983577186e+22,521355781922.91614,0.0,1052257250262.8457,35224759835.77185,0.0,0.0,1065378428033.0704,0.0,0.0,0.0,0.0,0.0,521355781922.9143,0.0,247738945574.50436,35224759835.77356,0.0,0.0,-260860123344.72906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266673.32537985954,4.431177187241542e-59,1070719609997.6149,10978658.243244428,0.0,0.0,0.0,0.0,58873590.49948412,9.782256076682698e-57,971093697513.032,4.838060205586469,0.0,0.0,0.0,0.0,521402021374.33154,45012376.1287289,247739409655.12988,35228469331.645775,0.0,0.0,0.0,0.0,0.0,0.0,5122767408458545.0,0.0,0.0,0.0,8681.826257832348,0.0,0.0,0.0,-1065378428033.0704,0.0,0.0,0.0,969745089466.1581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260860123344.72906,0.0,0.0,0.0,-165226776095.9903,0.0,-25776.420892627262,-7.573295055960574e-18,-0.00025776420892627256,-7.573295055960574e-26,5.213557819229161e+23,0.0,6.208911617613463e+23,3.522475983577186e+22,521355781922.91614,0.0,1052257258944.6719,35224759835.77185,0.0,0.0,0.0,0.0,0.0,0.0,969745089466.1581,0.0,521355781922.9143,0.0,247738945574.50436,35224759835.77356,0.0,0.0,0.0,0.0,0.0,0.0,-165226776095.9903,0.0
0.24,-1,-1,1,0.0,-25757.820631477443,0.0,-0.0002575782063147744,5.213557541630038e+23,0.0,6.202061611304813e+23,3.522474942534524e+22,521355754163.0038,0.0,1051096351960.3225,35224749425.34523,0.0,0.0,1064892484083.1532,0.0,0.0,0.0,0.0,0.0,521355754163.0022,0.0,247738939429.79193,35224749425.346794,0.0,0.0,-261535071552.6228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273403.6632321903,4.543010913512216e-59,1070247500941.5859,10985870.322778972,0.0,0.0,0.0,0.0,58866860.58132695,9.781137739348218e-57,971630862627.364,4.919984562057576,0.0,0.0,0.0,0.0,521402021374.3313,45012376.1287289,247739409655.12952,35228469331.64572,0.0,0.0,0.0,0.0,0.0,0.0,4462984831272321.0,0.0,0.0,0.0,7563.657649666071,0.0,0.0,0.0,-1064892484083.1532,0.0,0.0,0.0,970267905195.5254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261535071552.6228,0.0,0.0,0.0,-166910485101.33725,0.0,-25757.820631476556,-5.04894353046059e-18,-0.0002575782063147655,-5.04894353046059e-26,5.213557541630038e+23,0.0,6.202061655934663e+23,3.522474942534524e+22,521355754163.0038,0.0,1051096359523.9806,35224749425.34523,0.0,0.0,0.0,0.0,0.0,0.0,970267905195.5254,0.0,521355754163.0022,0.0,247738939429.79193,35224749425.346794,0.0,0.0,0.0,0.0,0.0,0.0,-166910485101.33725,0.0
