sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:I,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:p,tot:g_CB:I,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:I,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:p,tot:g_IB:I,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:I,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:p,tot:g_VB:I,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-28238.365627711253,0.0,-0.0002823836562771125,5.2135457125082215e+23,1.2317632682654514e+24,7.438678117245208e+22,0.0,521354571250.822,1166758962418.7246,74386781172.45204,0.0,0.0,1053838194587.321,0.0,0.0,0.0,0.0,0.0,0.0,521354571250.8208,185779532276.85208,74386781172.45755,0.0,0.0,-72858764445.44942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251664.88000515712,1064056152726.4198,6235925.77272984,3.206015101282864e-65,0.0,0.0,0.0,0.0,11990856.561357895,1118325765300.7314,2.021593707792828,1.52747836613738e-63,0.0,0.0,0.0,0.0,521423987233.9375,185779771389.70807,74394430494.6072,23046515.47373072,0.0,0.0,0.0,0.0,0.0,-249896225339.80865,0.0,0.0,0.0,-0.2367083579301834,0.0,0.0,0.0,-1053838194587.321,0.0,0.0,0.0,1117705245587.8247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72858764445.44942,0.0,0.0,0.0,-136725815446.18814,0.0,0.0,-28238.36562771016,1.8883357918727974e-18,-0.0002823836562771016,1.888335791872797e-26,5.2135457125082215e+23,1.2317632682652e+24,7.438678117245208e+22,0.0,521354571250.822,1166758962418.4866,74386781172.45204,0.0,0.0,0.0,0.0,0.0,0.0,1117705245587.8247,0.0,0.0,521354571250.8208,185779532276.85208,74386781172.45755,0.0,0.0,0.0,0.0,0.0,0.0,-136725815446.18814,0.0,0.0
0.029333333333333336,-1,-1,1,0.0,-28228.244164554966,0.0,-0.00028228244164554963,5.213545504334488e+23,1.2310964146776996e+24,7.438676106691132e+22,0.0,521354550433.44867,1166127300945.9597,74386761066.91129,0.0,0.0,1053556645258.352,0.0,0.0,0.0,0.0,0.0,0.0,521354550433.44727,185779527800.47107,74386761066.91635,0.0,0.0,-73208872112.86363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254666.99564645754,1063823711922.3633,6255854.3253169535,3.2442593192028737e-65,0.0,0.0,0.0,0.0,11989055.303578772,1119787887493.1587,2.0566332565734657,1.5272489008110647e-63,0.0,0.0,0.0,0.0,521423987233.9373,185779771389.7078,74394430494.6071,23046515.473730713,0.0,0.0,0.0,0.0,0.0,-3.733278632000375e+16,0.0,0.0,0.0,-35362.609158061445,0.0,0.0,0.0,-1053556645258.352,0.0,0.0,0.0,1119157724351.3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73208872112.86363,0.0,0.0,0.0,-138809986568.4502,0.0,0.0,-28228.244164553897,1.2572470676959878e-18,-0.0002822824416455389,1.2572470676959876e-26,5.213545504334488e+23,1.2310963773449135e+24,7.438676106691132e+22,0.0,521354550433.44867,1166127265583.3508,74386761066.91129,0.0,0.0,0.0,0.0,0.0,0.0,1119157724351.3306,0.0,0.0,521354550433.44727,185779527800.47107,74386761066.91635,0.0,0.0,0.0,0.0,0.0,0.0,-138809986568.4502,0.0,0.0
0.05866666666666667,-1,-1,1,0.0,-28218.02224545731,0.0,-0.00028218022245457303,5.213545296508699e+23,1.2304230001127148e+24,7.4386740774316244e+22,0.0,521354529650.8698,1165489424740.879,74386740774.31621,0.0,0.0,1053271914040.2108,0.0,0.0,0.0,0.0,0.0,0.0,521354529650.8686,185779523266.48334,74386740774.32086,0.0,0.0,-73562012565.81529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257667.22876587108,1063588514588.3728,6276019.224219297,3.2824795497503525e-65,0.0,0.0,0.0,0.0,11987255.175294152,1121261671396.639,2.0927871819638897,1.527019579408997e-63,0.0,0.0,0.0,0.0,521423987233.93726,185779771389.7079,74394430494.60707,23046515.47373072,0.0,0.0,0.0,0.0,0.0,-1.4374673599890981e+17,0.0,0.0,0.0,-136160.73548072577,0.0,0.0,0.0,-1053271914040.2108,0.0,0.0,0.0,1120621782196.988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73562012565.81529,0.0,0.0,0.0,-140912016883.32794,0.0,0.0,-28218.022245456268,1.2572470676959878e-18,-0.0002821802224545626,1.2572470676959876e-26,5.213545296508699e+23,1.230422856365978e+24,7.4386740774316244e+22,0.0,521354529650.8698,1165489288580.1426,74386740774.31621,0.0,0.0,0.0,0.0,0.0,0.0,1120621782196.988,0.0,0.0,521354529650.8686,185779523266.48334,74386740774.32086,0.0,0.0,0.0,0.0,0.0,0.0,-140912016883.32794,0.0,0.0
0.08800000000000001,-1,-1,1,0.0,-28207.700420362202,0.0,-0.000282077004203622,5.213545088994755e+23,1.2297428707210555e+24,7.4386720290617615e+22,0.0,521354508899.4754,1164845188073.1946,74386720290.61758,0.0,0.0,1052983932909.8356,0.0,0.0,0.0,0.0,0.0,0.0,521354508899.4744,185779518674.0727,74386720290.62187,0.0,0.0,-73918263510.7123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260665.6208541489,1063350503601.2272,6296425.370271202,3.3206763214794285e-65,0.0,0.0,0.0,0.0,11985456.15160986,1122747313024.2537,2.130108229367666,1.526790398759849e-63,0.0,0.0,0.0,0.0,521423987233.93726,185779771389.70773,74394430494.60709,23046515.47373072,0.0,0.0,0.0,0.0,0.0,-9.337977875019149e+16,0.0,0.0,0.0,-88451.81259454787,0.0,0.0,0.0,-1052983932909.8356,0.0,0.0,0.0,1122097614550.3198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73918263510.7123,0.0,0.0,0.0,-143032033603.00845,0.0,0.0,-28207.700420361198,1.2572470676959878e-18,-0.00028207700420361195,1.2572470676959876e-26,5.213545088994755e+23,1.229742777341277e+24,7.4386720290617615e+22,0.0,521354508899.4754,1164845099621.3823,74386720290.61758,0.0,0.0,0.0,0.0,0.0,0.0,1122097614550.3198,0.0,0.0,521354508899.4744,185779518674.0727,74386720290.62187,0.0,0.0,0.0,0.0,0.0,0.0,-143032033603.00845,0.0,0.0
0.11733333333333335,-1,-1,1,0.0,-28197.27487933319,0.0,-0.0002819727487933318,5.2135448817245766e+23,1.2290558801830063e+24,7.43866996116684e+22,0.0,521354488172.4575,1164194452344.9778,74386699611.66837,0.0,0.0,1052692636476.1007,0.0,0.0,0.0,0.0,0.0,0.0,521354488172.4561,185779514021.85693,74386699611.67229,0.0,0.0,-74277698152.97968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263662.72071774397,1063109623838.5255,6317077.4898278965,3.3588566257123412e-65,0.0,0.0,0.0,0.0,11983657.903244127,1124244990486.5964,2.1686513970684436,1.5265613169156905e-63,0.0,0.0,0.0,0.0,521423987233.938,185779771389.7082,74394430494.60738,23046515.473730724,0.0,0.0,0.0,0.0,0.0,-1.0447529892535346e+16,0.0,0.0,0.0,-9896.178471386433,0.0,0.0,0.0,-1052692636476.1007,0.0,0.0,0.0,1123585397524.4104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74277698152.97968,0.0,0.0,0.0,-145170469097.4679,0.0,0.0,-28197.274879332115,1.8883357918727974e-18,-0.0002819727487933211,1.888335791872797e-26,5.2135448817245766e+23,1.2290558697354766e+24,7.43866996116684e+22,0.0,521354488172.4575,1164194442448.7993,74386699611.66837,0.0,0.0,0.0,0.0,0.0,0.0,1123585397524.4104,0.0,0.0,521354488172.4561,185779514021.85693,74386699611.67229,0.0,0.0,0.0,0.0,0.0,0.0,-145170469097.4679,0.0,0.0
0.14666666666666667,-1,-1,1,0.0,-28186.741640388394,0.0,-0.0002818674164038839,5.213544674630254e+23,1.2283618770864947e+24,7.438667873315837e+22,0.0,521354467463.02527,1163537074134.6812,74386678733.15834,0.0,0.0,1052397956577.1486,0.0,0.0,0.0,0.0,0.0,0.0,521354467463.0241,185779509308.38968,74386678733.16196,0.0,0.0,-74640391750.85635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266659.0886102686,1062865817695.704,6337980.518904476,3.397027599636934e-65,0.0,0.0,0.0,0.0,11981860.094046896,1125754891932.999,2.208475225194709,1.5263322910533854e-63,0.0,0.0,0.0,0.0,521423987233.93744,185779771389.7078,74394430494.60707,23046515.47373072,0.0,0.0,0.0,0.0,0.0,-2.7246776656344776e+16,0.0,0.0,0.0,-25808.872272655368,0.0,0.0,0.0,-1052397956577.1486,0.0,0.0,0.0,1125085317168.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74640391750.85635,0.0,0.0,0.0,-147327778151.5203,0.0,0.0,-28186.741640387325,6.261583435191782e-19,-0.00028186741640387323,6.261583435191781e-27,5.213544674630254e+23,1.2283618498397183e+24,7.438667873315837e+22,0.0,521354467463.02527,1163537048325.809,74386678733.15834,0.0,0.0,0.0,0.0,0.0,0.0,1125085317168.94,0.0,0.0,521354467463.0241,185779509308.38968,74386678733.16196,0.0,0.0,0.0,0.0,0.0,0.0,-147327778151.5203,0.0,0.0
0.17600000000000002,-1,-1,1,0.0,-28176.099668550778,0.0,-0.00028176099668550777,5.213544467667048e+23,1.2276606947747008e+24,7.438665765057373e+22,0.0,521354446766.70465,1162872895580.5283,74386657650.5737,0.0,0.0,1052099818283.2621,0.0,0.0,0.0,0.0,0.0,0.0,521354446766.70355,185779504532.5503,74386657650.577,0.0,0.0,-75006427235.28381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269654.93701451685,1062619021877.3464,6359139.878667346,3.4351919501985583e-65,0.0,0.0,0.0,0.0,11980062.596529378,1127277234986.0867,2.2496427758759157,1.5261033049312616e-63,0.0,0.0,0.0,0.0,521423987233.93713,185779771389.70776,74394430494.60703,23046515.473730713,0.0,0.0,0.0,0.0,0.0,-2.6458211657491172e+16,0.0,0.0,0.0,-25061.922510825098,0.0,0.0,0.0,-1052099818283.2621,0.0,0.0,0.0,1126597589894.3582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75006427235.28381,0.0,0.0,0.0,-149504223908.30435,0.0,0.0,-28176.09966854973,1.8883357918727974e-18,-0.00028176099668549725,1.888335791872797e-26,5.213544467667048e+23,1.227660668316489e+24,7.438665765057373e+22,0.0,521354446766.70465,1162872870518.6057,74386657650.5737,0.0,0.0,0.0,0.0,0.0,0.0,1126597589894.3582,0.0,0.0,521354446766.70355,185779504532.5503,74386657650.577,0.0,0.0,0.0,0.0,0.0,0.0,-149504223908.30435,0.0,0.0
0.20533333333333337,-1,-1,1,0.0,-28165.3461924109,0.0,-0.00028165346192410897,5.213544260778127e+23,1.2269521653758846e+24,7.4386636359241975e+22,0.0,521354426077.81256,1162201757669.9377,74386636359.24194,0.0,0.0,1051798145577.1981,0.0,0.0,0.0,0.0,0.0,0.0,521354426077.811,185779499692.96027,74386636359.24492,0.0,0.0,-75375887600.22002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272650.67584570625,1062369172009.0865,6380561.080954771,3.473354899475007e-65,0.0,0.0,0.0,0.0,11978265.164744034,1128812237736.7131,2.2922208857565334,1.525874327216848e-63,0.0,0.0,0.0,0.0,521423987233.9374,185779771389.7077,74394430494.60693,23046515.47373072,0.0,0.0,0.0,0.0,0.0,-2.566148236275826e+16,0.0,0.0,0.0,-24307.23931057006,0.0,0.0,0.0,-1051798145577.1981,0.0,0.0,0.0,1128122431983.0415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75375887600.22002,0.0,0.0,0.0,-151700198313.30225,0.0,0.0,-28165.346192409837,1.2572470676959878e-18,-0.00028165346192409835,1.2572470676959876e-26,5.213544260778127e+23,1.2269521397144015e+24,7.4386636359241975e+22,0.0,521354426077.81256,1162201733362.698,74386636359.24194,0.0,0.0,0.0,0.0,0.0,0.0,1128122431983.0415,0.0,0.0,521354426077.811,185779499692.96027,74386636359.24492,0.0,0.0,0.0,0.0,0.0,0.0,-151700198313.30225,0.0,0.0
0.2346666666666667,-1,-1,1,0.0,-28154.47855298286,0.0,-0.0002815447855298285,5.213544053908381e+23,1.2262361136970615e+24,7.4386614854301986e+22,0.0,521354405390.83795,1161523494455.45,74386614854.30196,0.0,0.0,1051492858884.2637,0.0,0.0,0.0,0.0,0.0,0.0,521354405390.83685,185779494788.21158,74386614854.30466,0.0,0.0,-75748859217.0248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275646.697309419,1062116200632.4104,6402249.901630545,3.5115214439450763e-65,0.0,0.0,0.0,0.0,11976467.563368991,1130360130826.054,2.336280893562975,1.5256453279312704e-63,0.0,0.0,0.0,0.0,521423987233.9372,185779771389.70782,74394430494.60715,23046515.473730717,0.0,0.0,0.0,0.0,0.0,-2.4860464561727036e+16,0.0,0.0,0.0,-23548.49392297119,0.0,0.0,0.0,-1051492858884.2637,0.0,0.0,0.0,1129660072253.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75748859217.0248,0.0,0.0,0.0,-153916096134.4913,0.0,0.0,-28154.47855298186,6.261583435191782e-19,-0.00028154478552981855,6.261583435191781e-27,5.213544053908381e+23,1.2262360888365974e+24,7.4386614854301986e+22,0.0,521354405390.83795,1161523470906.9565,74386614854.30196,0.0,0.0,0.0,0.0,0.0,0.0,1129660072253.2373,0.0,0.0,521354405390.83685,185779494788.21158,74386614854.30466,0.0,0.0,0.0,0.0,0.0,0.0,-153916096134.4913,0.0,0.0
