sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-29192.80643631781,0.0,-0.00029192806436317804,5.2135687253411014e+23,0.0,6.391871854640526e+23,2.6112224586828295e+22,521356872534.1101,0.0,1274602733146.5664,26112224586.8283,0.0,0.0,1166018690412.2432,0.0,0.0,0.0,0.0,0.0,521356872534.10803,0.0,262156640971.71725,26112224586.829784,0.0,0.0,-153572598237.39493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111199.25588429795,1.847727438358179e-59,1169162011698.6372,7628569.037114154,0.0,0.0,0.0,0.0,59029054.8469008,9.80809057582939e-57,1086491757838.8036,85.19155450285236,0.0,0.0,0.0,0.0,521402021374.3323,45012376.1287289,262156766977.03677,26114961365.166294,0.0,0.0,0.0,0.0,0.0,0.0,-256687586172420.1,0.0,0.0,0.0,-511.86054154485464,0.0,0.0,0.0,-1166018690412.2432,0.0,0.0,0.0,1085924859299.8868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153572598237.39493,0.0,0.0,0.0,-73478767636.89934,0.0,-29192.80643631681,-5.048709793414476e-18,-0.00029192806436316806,-5.0487097934144756e-26,5.2135687253411014e+23,0.0,6.39187185207364e+23,2.6112224586828295e+22,521356872534.1101,0.0,1274602732634.7039,26112224586.8283,0.0,0.0,0.0,0.0,0.0,0.0,1085924859299.8868,0.0,521356872534.10803,0.0,262156640971.71725,26112224586.829784,0.0,0.0,0.0,0.0,0.0,0.0,-73478767636.89934,0.0
0.03,-1,-1,1,0.0,-29169.550543701273,0.0,-0.0002916955054370127,5.213567455925341e+23,0.0,6.384593047779587e+23,2.6112218708467257e+22,521356745592.53406,0.0,1273151266763.9507,26112218708.467262,0.0,0.0,1165943736573.618,0.0,0.0,0.0,0.0,0.0,521356745592.5317,0.0,262156637521.75314,26112218708.46863,0.0,0.0,-154949107331.42123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127613.30066876573,2.1204676434297853e-59,1169115284607.653,7629142.188792972,0.0,0.0,0.0,0.0,59012641.83094126,9.805363173603669e-57,1086544702847.1273,86.27938035707437,0.0,0.0,0.0,0.0,521402021374.33234,45012376.12872891,262156766977.03674,26114961365.166264,0.0,0.0,0.0,0.0,0.0,0.0,7.364723933029851e+16,0.0,0.0,0.0,146859.91001360118,0.0,0.0,0.0,-1165943736573.618,0.0,0.0,0.0,1085965082246.9537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154949107331.42123,0.0,0.0,0.0,-74970306144.84753,0.0,-29169.55054370024,-5.048709793414476e-18,-0.00029169550543700233,-5.0487097934144756e-26,5.213567455925341e+23,0.0,6.384593784251985e+23,2.6112218708467257e+22,521356745592.53406,0.0,1273151413623.8613,26112218708.467262,0.0,0.0,0.0,0.0,0.0,0.0,1085965082246.9537,0.0,521356745592.5317,0.0,262156637521.75314,26112218708.46863,0.0,0.0,0.0,0.0,0.0,0.0,-74970306144.84753,0.0
0.06,-1,-1,1,0.0,-29145.732594155215,0.0,-0.00029145732594155213,5.213566296931139e+23,0.0,6.377138693197997e+23,2.611221259903956e+22,521356629693.11395,0.0,1271664794422.262,26112212599.039562,0.0,0.0,1165827489465.6626,0.0,0.0,0.0,0.0,0.0,521356629693.11237,0.0,262156633906.94043,26112212599.040844,0.0,0.0,-156319328950.3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144608.2511921651,2.4028602474739855e-59,1169027134146.1892,7630224.829998998,0.0,0.0,0.0,0.0,58995647.945049234,9.802539247382e-57,1086644563493.1097,87.43066731801335,0.0,0.0,0.0,0.0,521402021374.3322,45012376.12872889,262156766977.0367,26114961365.16626,0.0,0.0,0.0,0.0,0.0,0.0,6.886308559450779e+16,0.0,0.0,0.0,137319.8322928548,0.0,0.0,0.0,-1165827489465.6626,0.0,0.0,0.0,1086051526976.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156319328950.3422,0.0,0.0,0.0,-76543229141.47281,0.0,-29145.73259415425,-2.524354896707238e-18,-0.0002914573259415425,-2.5243548967072378e-26,5.213566296931139e+23,0.0,6.37713938182886e+23,2.611221259903956e+22,521356629693.11395,0.0,1271664931742.096,26112212599.039562,0.0,0.0,0.0,0.0,0.0,0.0,1086051526976.627,0.0,521356629693.11237,0.0,262156633906.94043,26112212599.040844,0.0,0.0,0.0,0.0,0.0,0.0,-76543229141.47281,0.0
0.09,-1,-1,1,0.0,-29121.38970347087,0.0,-0.0002912138970347087,5.213565238521733e+23,0.0,6.369519973998258e+23,2.6112206274156734e+22,521356523852.17334,0.0,1270145546143.2134,26112206274.15674,0.0,0.0,1165673433363.5032,0.0,0.0,0.0,0.0,0.0,521356523852.17145,0.0,262156630132.1673,26112206274.157917,0.0,0.0,-157684517352.4574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161955.8174988379,2.691111894610482e-59,1168901070596.7021,7631773.780674568,0.0,0.0,0.0,0.0,58978301.46482903,9.799656730725655e-57,1086787325332.0774,88.64534257574378,0.0,0.0,0.0,0.0,521402021374.3321,45012376.12872892,262156766977.0364,26114961365.16623,0.0,0.0,0.0,0.0,0.0,0.0,6.576294483919459e+16,0.0,0.0,0.0,131137.84371466935,0.0,0.0,0.0,-1165673433363.5032,0.0,0.0,0.0,1086180233368.8478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157684517352.4574,0.0,0.0,0.0,-78191186219.95888,0.0,-29121.389703469766,-2.524354896707238e-18,-0.0002912138970346976,-2.5243548967072378e-26,5.213565238521733e+23,0.0,6.369520631627704e+23,2.6112206274156734e+22,521356523852.17334,0.0,1270145677281.0566,26112206274.15674,0.0,0.0,0.0,0.0,0.0,0.0,1086180233368.8478,0.0,521356523852.17145,0.0,262156630132.1673,26112206274.157917,0.0,0.0,0.0,0.0,0.0,0.0,-78191186219.95888,0.0
0.12,-1,-1,1,0.0,-29096.552376652286,0.0,-0.0002909655237665228,5.213564269752131e+23,0.0,6.361746371022184e+23,2.6112199749941135e+22,521356426975.21313,0.0,1268595412500.8271,26112199749.94114,0.0,0.0,1165485325275.2659,0.0,0.0,0.0,0.0,0.0,521356426975.211,0.0,262156626202.05637,26112199749.942226,0.0,0.0,-159046538976.49457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179478.69744510858,2.982276468481411e-59,1168740889488.4746,7633742.351778708,0.0,0.0,0.0,0.0,58960779.68129456,9.796745084800083e-57,1086968640855.101,89.92321532309369,0.0,0.0,0.0,0.0,521402021374.33246,45012376.12872891,262156766977.03625,26114961365.166214,0.0,0.0,0.0,0.0,0.0,0.0,7.76867116750718e+16,0.0,0.0,0.0,154915.01907743514,0.0,0.0,0.0,-1165485325275.2659,0.0,0.0,0.0,1086346907006.1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159046538976.49457,0.0,0.0,0.0,-79907965792.33607,0.0,-29096.5523766513,-7.573064690121715e-18,-0.000290965523766513,-7.573064690121713e-26,5.213564269752131e+23,0.0,6.3617471478893e+23,2.6112199749941135e+22,521356426975.21313,0.0,1268595567415.846,26112199749.94114,0.0,0.0,0.0,0.0,0.0,0.0,1086346907006.1252,0.0,521356426975.211,0.0,262156626202.05637,26112199749.942226,0.0,0.0,0.0,0.0,0.0,0.0,-79907965792.33607,0.0
0.15,-1,-1,1,0.0,-29071.243948380154,0.0,-0.0002907124394838015,5.213563379823255e+23,0.0,6.353825408585198e+23,2.611219304143679e+22,521356337982.3255,0.0,1267015893918.3318,26112193041.436794,0.0,0.0,1165266795977.0408,0.0,0.0,0.0,0.0,0.0,521356337982.3234,0.0,262156622120.41595,26112193041.43778,0.0,0.0,-160407524179.12396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197046.2126533142,3.2741825751495694e-59,1168550265486.0457,7636085.340502497,0.0,0.0,0.0,0.0,58943213.26463449,9.793826023546075e-57,1087184294447.2596,91.2642715841277,0.0,0.0,0.0,0.0,521402021374.3317,45012376.1287289,262156766977.03598,26114961365.166225,0.0,0.0,0.0,0.0,0.0,0.0,6.510344749299235e+16,0.0,0.0,0.0,129822.74050376564,0.0,0.0,0.0,-1165266795977.0408,0.0,0.0,0.0,1086547380018.9838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160407524179.12396,0.0,0.0,0.0,-81687978398.32669,0.0,-29071.243948379128,-5.048709793414476e-18,-0.0002907124394837912,-5.0487097934144756e-26,5.213563379823255e+23,0.0,6.353826059619681e+23,2.611219304143679e+22,521356337982.3255,0.0,1267016023741.074,26112193041.436794,0.0,0.0,0.0,0.0,0.0,0.0,1086547380018.9838,0.0,521356337982.3234,0.0,262156622120.41595,26112193041.43778,0.0,0.0,0.0,0.0,0.0,0.0,-81687978398.32669,0.0
0.18,-1,-1,1,0.0,-29045.48318174058,0.0,-0.00029045483181740575,5.2135625588447476e+23,0.0,6.345762906757998e+23,2.6112186161727967e+22,521356255884.47473,0.0,1265408150975.6304,26112186161.72797,0.0,0.0,1165021116858.1182,0.0,0.0,0.0,0.0,0.0,521356255884.47284,0.0,262156617890.38135,26112186161.728893,0.0,0.0,-161769583772.8688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214563.93955060825,3.565261246781073e-59,1168332513425.5083,7638761.969614844,0.0,0.0,0.0,0.0,58925696.63251773,9.790915236642968e-57,1087430476469.293,92.66887238870663,0.0,0.0,0.0,0.0,521402021374.332,45012376.12872889,262156766977.03616,26114961365.166187,0.0,0.0,0.0,0.0,0.0,0.0,3.856926508321227e+16,0.0,0.0,0.0,76910.94535136223,0.0,0.0,0.0,-1165021116858.1182,0.0,0.0,0.0,1086777885021.7416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161769583772.8688,0.0,0.0,0.0,-83526275025.54808,0.0,-29045.483181739437,-7.573064690121715e-18,-0.0002904548318173943,-7.573064690121713e-26,5.2135625588447476e+23,0.0,6.345763292450655e+23,2.6112186161727967e+22,521356255884.47473,0.0,1265408227886.5771,26112186161.72797,0.0,0.0,0.0,0.0,0.0,0.0,1086777885021.7416,0.0,521356255884.47284,0.0,262156617890.38135,26112186161.728893,0.0,0.0,0.0,0.0,0.0,0.0,-83526275025.54808,0.0
0.21,-1,-1,1,0.0,-29019.28556386014,0.0,-0.00029019285563860136,5.213561798090355e+23,0.0,6.337563253615689e+23,2.6112179121748695e+22,521356179809.0355,0.0,1263773058698.483,26112179121.7487,0.0,0.0,1164751131108.9211,0.0,0.0,0.0,0.0,0.0,521356179809.0334,0.0,262156613514.48126,26112179121.749535,0.0,0.0,-163134685924.9186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231964.7609840421,3.854397250574879e-59,1168090516984.4387,7641736.76494704,0.0,0.0,0.0,0.0,58908296.897911675,9.78802387641946e-57,1087703866081.5801,94.13782507035582,0.0,0.0,0.0,0.0,521402021374.33185,45012376.128728904,262156766977.03647,26114961365.16624,0.0,0.0,0.0,0.0,0.0,0.0,8.339088238931378e+16,0.0,0.0,0.0,166289.7020311132,0.0,0.0,0.0,-1164751131108.9211,0.0,0.0,0.0,1087035138119.5387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163134685924.9186,0.0,0.0,0.0,-85418526645.83496,0.0,-29019.28556385921,-2.524354896707238e-18,-0.00029019285563859203,-2.5243548967072378e-26,5.213561798090355e+23,0.0,6.337564087524517e+23,2.6112179121748695e+22,521356179809.0355,0.0,1263773224988.1858,26112179121.7487,0.0,0.0,0.0,0.0,0.0,0.0,1087035138119.5387,0.0,521356179809.0334,0.0,262156613514.48126,26112179121.749535,0.0,0.0,0.0,0.0,0.0,0.0,-85418526645.83496,0.0
0.24,-1,-1,1,0.0,-28992.656862252818,0.0,-0.0002899265686225281,5.2135610897536677e+23,0.0,6.329229050354356e+23,2.6112171930763204e+22,521356108975.36676,0.0,1262111135791.2234,26112171930.76321,0.0,0.0,1164459340983.0764,0.0,0.0,0.0,0.0,0.0,521356108975.36505,0.0,262156608993.4177,26112171930.763958,0.0,0.0,-164504814185.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249208.13070608015,4.140916865285059e-59,1167826819188.0664,7644978.442308666,0.0,0.0,0.0,0.0,58891054.604546905,9.785158680088499e-57,1088001530147.0997,95.67228114849117,0.0,0.0,0.0,0.0,521402021374.3332,45012376.12872893,262156766977.03702,26114961365.166283,0.0,0.0,0.0,0.0,0.0,0.0,5.3847159666991e+16,0.0,0.0,0.0,107376.58458202332,0.0,0.0,0.0,-1164459340983.0764,0.0,0.0,0.0,1087316232917.6981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164504814185.271,0.0,0.0,0.0,-87361598743.30795,0.0,-28992.65686225179,-5.048709793414476e-18,-0.00028992656862251786,-5.0487097934144756e-26,5.2135610897536677e+23,0.0,6.329229588825959e+23,2.6112171930763204e+22,521356108975.36676,0.0,1262111243167.809,26112171930.76321,0.0,0.0,0.0,0.0,0.0,0.0,1087316232917.6981,0.0,521356108975.36505,0.0,262156608993.4177,26112171930.763958,0.0,0.0,0.0,0.0,0.0,0.0,-87361598743.30795,0.0
