sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-47361.17893523019,0.0,-0.00047361178935230187,0.0,1.4160339593734037e+24,7.050227923221456e+22,0.0,7.347581568132373e+23,1416033959373.4033,70502279232.21454,0.0,1469516313626.4739,0.0,0.0,0.0,1156274320451.4304,0.0,0.0,0.0,0.0,1416033959373.4006,70502279232.21436,0.0,712625843523.0554,0.0,0.0,0.0,-399383850348.01324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135436.25921813922,2214895.008038381,1.7253331475642996e-65,1160435801027.2583,0.0,0.0,0.0,0.0,6210968.140961102,39.47053605594979,7.91195988771717e-64,1091324886917.4543,0.0,0.0,0.0,0.0,1416085399914.0063,70505856809.93697,62589821.10579343,712626520470.7097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163175160065.29337,0.0,0.0,0.0,0.3263503201305866,0.0,0.0,0.0,-1156274320451.4304,0.0,0.0,0.0,1090253254597.6782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399383850348.01324,0.0,0.0,0.0,-333362784493.93463,-6.310887241768095e-19,-47361.178935228396,-6.3108872417680944e-27,-0.0004736117893522839,1.4160339593734037e+24,7.050227923221456e+22,0.0,7.347581568134001e+23,1416033959373.4033,70502279232.21454,0.0,1469516313626.7996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090253254597.6782,1416033959373.4006,70502279232.21436,0.0,712625843523.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-333362784493.93463
0.02,-1,-1,1,-47325.95378417629,0.0,-0.00047325953784176284,0.0,1.4160339448561668e+24,7.050227104757044e+22,0.0,7.336588776386542e+23,1416033944856.1665,70502271047.57042,0.0,1467317755277.3079,0.0,0.0,0.0,1155884617822.3916,0.0,0.0,0.0,0.0,1416033944856.1638,70502271047.57025,0.0,712625835656.9474,0.0,0.0,0.0,-401192698202.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136042.65580597185,2216214.618166447,1.733058036956462e-65,1160064954861.783,0.0,0.0,0.0,0.0,6210361.748441832,40.18080648491651,7.911187398744507e-64,1091736680638.2665,0.0,0.0,0.0,0.0,1416085399914.0059,70505856809.93709,62589821.10579345,712626520470.7103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130837053076364.16,0.0,0.0,0.0,-261.6741061527282,0.0,0.0,0.0,-1155884617822.3916,0.0,0.0,0.0,1090656635032.5232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401192698202.0316,0.0,0.0,0.0,-335964715673.83716,-6.310887241768095e-19,-47325.95378417474,-6.3108872417680944e-27,-0.0004732595378417473,1.4160339448561668e+24,7.050227104757044e+22,0.0,7.336588775078177e+23,1416033944856.1665,70502271047.57042,0.0,1467317755015.6348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1090656635032.5232,1416033944856.1638,70502271047.57025,0.0,712625835656.9474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-335964715673.83716
0.04,-1,-1,1,-47290.39531278883,0.0,-0.0004729039531278882,0.0,1.4160339302653267e+24,7.050226277979461e+22,0.0,7.325491966139835e+23,1416033930265.3264,70502262779.79459,0.0,1465098393227.9663,0.0,0.0,0.0,1155491251185.3364,0.0,0.0,0.0,0.0,1416033930265.3237,70502262779.79439,0.0,712625827684.3422,0.0,0.0,0.0,-403018685641.7147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136649.83342270282,2217546.6134484354,1.7407928757143453e-65,1159690623363.4465,0.0,0.0,0.0,0.0,6209754.57489807,40.91709511826872,7.910413914835236e-64,1092151847246.7478,0.0,0.0,0.0,0.0,1416085399914.0076,70505856809.93732,62589821.105793476,712626520470.7117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-524852104516700.1,0.0,0.0,0.0,-1049.7042090333998,0.0,0.0,0.0,-1155491251185.3364,0.0,0.0,0.0,1091063310433.3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403018685641.7147,0.0,0.0,0.0,-338590745939.47577,-6.310887241768095e-19,-47290.39531278704,-6.3108872417680944e-27,-0.0004729039531278703,1.4160339302653267e+24,7.050226277979461e+22,0.0,7.325491960891309e+23,1416033930265.3264,70502262779.79459,0.0,1465098392178.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091063310433.3939,1416033930265.3237,70502262779.79439,0.0,712625827684.3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338590745939.47577
0.06,-1,-1,1,-47254.4956228174,0.0,-0.0004725449562281739,0.0,1.4160339155978614e+24,7.050225442675687e+22,0.0,7.314288666769565e+23,1416033915597.861,70502254426.75685,0.0,1462857733353.9126,0.0,0.0,0.0,1155094130130.8787,0.0,0.0,0.0,0.0,1416033915597.859,70502254426.75658,0.0,712625819602.707,0.0,0.0,0.0,-404862216379.6743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137257.8722920146,2218891.299857365,1.7485386858096494e-65,1159312720331.8894,0.0,0.0,0.0,0.0,6209146.540106699,41.68085793506988,7.90963933379218e-64,1092570469128.6171,0.0,0.0,0.0,0.0,1416085399914.0073,70505856809.93712,62589821.10579347,712626520470.7108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-315274003601633.1,0.0,0.0,0.0,-630.548007203266,0.0,0.0,0.0,-1155094130130.8787,0.0,0.0,0.0,1091473361334.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404862216379.6743,0.0,0.0,0.0,-341241448213.349,-9.466330862652144e-19,-47254.49562281579,-9.466330862652142e-27,-0.00047254495622815783,1.4160339155978614e+24,7.050225442675687e+22,0.0,7.314288663616829e+23,1416033915597.861,70502254426.75685,0.0,1462857732723.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091473361334.0063,1416033915597.859,70502254426.75658,0.0,712625819602.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-341241448213.349
0.08,-1,-1,1,-47218.24639428946,0.0,-0.00047218246394289455,0.0,1.4160339008506153e+24,7.050224598623685e+22,0.0,7.302976288838596e+23,1416033900850.615,70502245986.23683,0.0,1460595257767.7185,0.0,0.0,0.0,1154693160363.5042,0.0,0.0,0.0,0.0,1416033900850.612,70502245986.2366,0.0,712625811409.3859,0.0,0.0,0.0,-406723714005.17114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137866.8571202377,2220248.9963027164,1.756296546317676e-65,1158931155888.2227,0.0,0.0,0.0,0.0,6208537.559361925,42.4736609070776,7.908863547707793e-64,1092992632189.6316,0.0,0.0,0.0,0.0,1416085399914.0066,70505856809.93716,62589821.105793454,712626520470.7108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-590842504427768.5,0.0,0.0,0.0,-1181.6850088555366,0.0,0.0,0.0,-1154693160363.5042,0.0,0.0,0.0,1091886871687.9451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406723714005.17114,0.0,0.0,0.0,-343917426511.29755,-9.466330862652144e-19,-47218.24639428771,-9.466330862652142e-27,-0.000472182463942877,1.4160339008506153e+24,7.050224598623685e+22,0.0,7.302976282930176e+23,1416033900850.615,70502245986.23683,0.0,1460595256586.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091886871687.9451,1416033900850.612,70502245986.2366,0.0,712625811409.3859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-343917426511.29755
0.1,-1,-1,1,-47181.639027289275,0.0,-0.0004718163902728927,0.0,1.4160338860203573e+24,7.050223745591312e+22,0.0,7.29155214058111e+23,1416033886020.357,70502237455.9131,0.0,1458310428116.2212,0.0,0.0,0.0,1154288243250.0854,0.0,0.0,0.0,0.0,1416033886020.3542,70502237455.91289,0.0,712625803101.6261,0.0,0.0,0.0,-408603618235.4915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138476.8736625126,2221620.0363751967,1.7640675496738021e-65,1158545835984.3665,0.0,0.0,0.0,0.0,6207927.546909204,43.29719208122449,7.908086447338552e-64,1093418426364.7527,0.0,0.0,0.0,0.0,1416085399914.0068,70505856809.93707,62589821.105793476,712626520470.7102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30697801482863.734,0.0,0.0,0.0,-61.39560296572745,0.0,0.0,0.0,-1154288243250.0854,0.0,0.0,0.0,1092303929414.8474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408603618235.4915,0.0,0.0,0.0,-346619304461.649,-6.310887241768095e-19,-47181.639027287776,-6.3108872417680944e-27,-0.00047181639027287766,1.4160338860203573e+24,7.050223745591312e+22,0.0,7.291552140274131e+23,1416033886020.357,70502237455.9131,0.0,1458310428054.8257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092303929414.8474,1416033886020.3542,70502237455.91289,0.0,712625803101.6261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-346619304461.649
0.12,-1,-1,1,-47144.66444056185,0.0,-0.0004714466444056185,0.0,1.416033871103688e+24,7.050222883336132e+22,0.0,7.280013396283427e+23,1416033871103.6875,70502228833.3613,0.0,1456002679256.6848,0.0,0.0,0.0,1153879275766.1763,0.0,0.0,0.0,0.0,1416033871103.685,70502228833.36105,0.0,712625794676.5326,0.0,0.0,0.0,-410502391186.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139088.0130128845,2223004.768328536,1.7718528563253446e-65,1158156662414.517,0.0,0.0,0.0,0.0,6207316.411655082,44.15327230972563,7.907307916639693e-64,1093847945568.469,0.0,0.0,0.0,0.0,1416085399914.0068,70505856809.93726,62589821.105793476,712626520470.7109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29631138541735.72,0.0,0.0,0.0,-59.26227708347142,0.0,0.0,0.0,-1153879275766.1763,0.0,0.0,0.0,1092724626297.3016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410502391186.0243,0.0,0.0,0.0,-349347741776.4112,-9.466330862652144e-19,-47144.66444055995,-9.466330862652142e-27,-0.00047144664440559945,1.416033871103688e+24,7.050222883336132e+22,0.0,7.28001339598712e+23,1416033871103.6875,70502228833.3613,0.0,1456002679197.4233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1092724626297.3016,1416033871103.685,70502228833.36105,0.0,712625794676.5326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-349347741776.4112
0.14,-1,-1,1,-47107.31320557695,0.0,-0.00047107313205576944,0.0,1.416033856097114e+24,7.050222011604433e+22,0.0,7.268357110222474e+23,1416033856097.1138,70502220116.04431,0.0,1453671422044.4941,0.0,0.0,0.0,1153466150032.6865,0.0,0.0,0.0,0.0,1416033856097.1108,70502220116.04407,0.0,712625786131.0936,0.0,0.0,0.0,-412420514119.28754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139700.3681213756,2224403.556889761,1.7796536503628388e-65,1157763532317.7595,0.0,0.0,0.0,0.0,6206704.060650147,45.04386994054728,7.906527837202162e-64,1094281288204.7424,0.0,0.0,0.0,0.0,1416085399914.0068,70505856809.93712,62589821.105793454,712626520470.7114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28548290602862.844,0.0,0.0,0.0,-57.09658120572567,0.0,0.0,0.0,-1153466150032.6865,0.0,0.0,0.0,1093149058528.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412420514119.28754,0.0,0.0,0.0,-352103422671.7369,-6.310887241768095e-19,-47107.31320557514,-6.3108872417680944e-27,-0.0004710731320557514,1.416033856097114e+24,7.050222011604433e+22,0.0,7.268357109936986e+23,1416033856097.1138,70502220116.04431,0.0,1453671421987.3967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093149058528.04,1416033856097.1108,70502220116.04407,0.0,712625786131.0936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-352103422671.7369
0.16,-1,-1,1,-47069.57543481386,0.0,-0.0004706957543481385,0.0,1.4160338409969958e+24,7.05022113013071e+22,0.0,7.256580196776797e+23,1416033840996.9954,70502211301.30708,0.0,1451316039355.359,0.0,0.0,0.0,1153048753114.7598,0.0,0.0,0.0,0.0,1416033840996.9924,70502211301.30685,0.0,712625777462.1575,0.0,0.0,0.0,-414358491221.56055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140314.03600494371,2225816.783887481,1.7874711676858457e-65,1157366338016.1008,0.0,0.0,0.0,0.0,6206090.3968781,45.9711156587829,7.905746085436041e-64,1094718557302.6575,0.0,0.0,0.0,0.0,1416085399914.007,70505856809.93718,62589821.10579347,712626520470.7118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27453116255812.355,0.0,0.0,0.0,-54.906232511624694,0.0,0.0,0.0,-1153048753114.7598,0.0,0.0,0.0,1093577326815.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414358491221.56055,0.0,0.0,0.0,-354887064977.66833,-9.466330862652144e-19,-47069.57543481207,-9.466330862652142e-27,-0.0004706957543481206,1.4160338409969958e+24,7.05022113013071e+22,0.0,7.25658019650226e+23,1416033840996.9954,70502211301.30708,0.0,1451316039300.4514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093577326815.9626,1416033840996.9924,70502211301.30685,0.0,712625777462.1575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-354887064977.66833
