sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-43664.85144980028,0.0,-0.00043664851449800267,0.0,0.0,1.4160341856767042e+24,1.0517708219824149e+23,7.52584154853327e+23,0.0,1416034185676.7039,105177082198.24147,1204134647765.3232,0.0,0.0,0.0,1018342323247.75,0.0,0.0,0.0,0.0,0.0,1416034185676.7012,105177082198.2413,657768083002.1838,0.0,0.0,0.0,-471975758484.61163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2069225972258696e-65,94740.84603236207,2703309.334996196,1023260172924.4165,0.0,0.0,0.0,0.0,7.963800944995154e-64,6251663.279237992,0.5466710954509105,937656282291.6815,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.0015,105182378510.97043,657769070860.327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-373393797781.3185,0.0,0.0,0.0,-0.5974300764501095,0.0,0.0,0.0,-1018342323247.75,0.0,0.0,0.0,936401455824.6215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471975758484.61163,0.0,0.0,0.0,-390034891062.07935,-1.8932661725304287e-18,-43664.851449798865,-1.8932661725304283e-26,-0.00043664851449798863,0.0,1.4160341856767042e+24,1.0517708219824149e+23,7.525841548529528e+23,0.0,1416034185676.7039,105177082198.24147,1204134647764.7244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936401455824.6215,0.0,1416034185676.7012,105177082198.2413,657768083002.1838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-390034891062.07935
0.02,-1,-1,1,-43643.59373417904,0.0,-0.0004364359373417904,0.0,0.0,1.4160341736347938e+24,1.0517707010552129e+23,7.517549185319703e+23,0.0,1416034173634.7935,105177070105.52127,1202807869651.1523,0.0,0.0,0.0,1017881505992.7172,0.0,0.0,0.0,0.0,0.0,1416034173634.792,105177070105.52107,657768077042.9249,0.0,0.0,0.0,-472841713384.4899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2121717297198505e-65,95152.89631439222,2704917.811611593,1022808381784.7856,0.0,0.0,0.0,0.0,7.963276031723027e-64,6251251.2317579435,0.5561074308373415,938158705865.8756,0.0,0.0,0.0,0.0,62589821.105793424,1416085399914.0007,105182378510.97017,657769070860.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-129577082543401.05,0.0,0.0,0.0,-207.32333206944168,0.0,0.0,0.0,-1017881505992.7172,0.0,0.0,0.0,936897983815.6978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472841713384.4899,0.0,0.0,0.0,-391858191414.7931,-1.262177448353619e-18,-43643.59373417759,-1.2621774483536189e-26,-0.00043643593734177586,0.0,1.4160341736347938e+24,1.0517707010552129e+23,7.517549184023931e+23,0.0,1416034173634.7935,105177070105.52127,1202807869443.8289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936897983815.6978,0.0,1416034173634.792,105177070105.52107,657768077042.9249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-391858191414.7931
0.04,-1,-1,1,-43622.14809049717,0.0,-0.00043622148090497164,0.0,0.0,1.416034161525414e+24,1.0517705789293014e+23,7.50918351624649e+23,0.0,1416034161525.4138,105177057892.93011,1201469362599.4382,0.0,0.0,0.0,1017416547049.8235,0.0,0.0,0.0,0.0,0.0,1416034161525.4124,105177057892.92986,657768071023.6667,0.0,0.0,0.0,-473715255474.05194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2174479198200751e-65,95567.0706077448,2706540.7534513003,1022352528039.4668,0.0,0.0,0.0,0.0,7.962748412690165e-64,6250837.06028063,0.5658758421568185,938665042094.6613,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.0012,105182378510.97025,657769070860.3265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-647705362146953.1,0.0,0.0,0.0,-1036.328579435125,0.0,0.0,0.0,-1017416547049.8235,0.0,0.0,0.0,937398374044.8346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473715255474.05194,0.0,0.0,0.0,-393697083505.3916,-6.310887241768095e-19,-43622.1480904957,-6.3108872417680944e-27,-0.0004362214809049569,0.0,1.416034161525414e+24,1.0517705789293014e+23,7.509183509769433e+23,0.0,1416034161525.4138,105177057892.93011,1201469361563.1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937398374044.8346,0.0,1416034161525.4124,105177057892.92986,657768071023.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-393697083505.3916
0.06,-1,-1,1,-43600.50985274028,0.0,-0.00043600509852740276,0.0,0.0,1.416034149346415e+24,1.0517704555745559e+23,7.500742713166578e+23,0.0,1416034149346.4146,105177045557.45557,1200118834106.6523,0.0,0.0,0.0,1016947344119.205,0.0,0.0,0.0,0.0,0.0,1416034149346.413,105177045557.45529,657768064942.9199,0.0,0.0,0.0,-474596574955.47253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.222751973048169e-65,95983.43214513604,2708178.5183588224,1021892511370.4122,0.0,0.0,0.0,0.0,7.962218007344395e-64,6250420.701573765,0.575994168535372,939175387054.7922,0.0,0.0,0.0,0.0,62589821.10579344,1416085399914.0012,105182378510.97049,657769070860.3274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-358871348790125.94,0.0,0.0,0.0,-574.1941580642015,0.0,0.0,0.0,-1016947344119.205,0.0,0.0,0.0,937902721341.8971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474596574955.47253,0.0,0.0,0.0,-395551952752.3596,-1.8932661725304287e-18,-43600.509852738636,-1.8932661725304283e-26,-0.00043600509852738633,0.0,1.416034149346415e+24,1.0517704555745559e+23,7.500742709577862e+23,0.0,1416034149346.4146,105177045557.45557,1200118833532.4578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937902721341.8971,0.0,1416034149346.413,105177045557.45529,657768064942.9199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395551952752.3596
0.08,-1,-1,1,-43578.674119473624,0.0,-0.00043578674119473614,0.0,0.0,1.4160341370955354e+24,1.0517703309595824e+23,7.492224873501589e+23,0.0,1416034137095.5352,105177033095.9582,1198755979760.2542,0.0,0.0,0.0,1016473790660.3767,0.0,0.0,0.0,0.0,0.0,1416034137095.5327,105177033095.95792,657768058799.1195,0.0,0.0,0.0,-475485869699.2432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2280847410381288e-65,96402.04777906206,2709831.478957686,1021428227299.3589,0.0,0.0,0.0,0.0,7.961684730522319e-64,6250002.08878532,0.5864814987472705,939689840798.2065,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.001,105182378510.97035,657769070860.3265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-707375625642016.6,0.0,0.0,0.0,-1131.8010010272264,0.0,0.0,0.0,-1016473790660.3767,0.0,0.0,0.0,938411124447.5936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475485869699.2432,0.0,0.0,0.0,-397423204618.26025,-1.262177448353619e-18,-43578.67411947217,-1.2621774483536189e-26,-0.00043578674119472167,0.0,1.4160341370955354e+24,1.0517703309595824e+23,7.49222486642784e+23,0.0,1416034137095.5352,105177033095.9582,1198755978628.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938411124447.5936,0.0,1416034137095.5327,105177033095.95792,657768058799.1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-397423204618.26025
0.1,-1,-1,1,-43556.63582713052,0.0,-0.00043556635827130517,0.0,0.0,1.4160341247704637e+24,1.0517702050516291e+23,7.483628011674963e+23,0.0,1416034124770.4634,105177020505.16289,1197380481867.994,0.0,0.0,0.0,1015995775394.6167,0.0,0.0,0.0,0.0,0.0,1416034124770.4614,105177020505.16254,657768052590.6525,0.0,0.0,0.0,-476383346117.2753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2334470936994448e-65,96822.98579664057,2711500.024351815,1020959566699.3899,0.0,0.0,0.0,0.0,7.961148495232978e-64,6249581.153628583,0.5973583170094188,940208507855.6536,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.0012,105182378510.97028,657769070860.3263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34547625789418.816,0.0,0.0,0.0,-55.27620126307011,0.0,0.0,0.0,-1015995775394.6167,0.0,0.0,0.0,938923686540.7443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476383346117.2753,0.0,0.0,0.0,-399311257318.6785,-1.262177448353619e-18,-43556.63582712901,-1.2621774483536189e-26,-0.00043556635827129,0.0,1.4160341247704637e+24,1.0517702050516291e+23,7.483628011329487e+23,0.0,1416034124770.4634,105177020505.16289,1197380481812.7178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938923686540.7443,0.0,1416034124770.4614,105177020505.16254,657768052590.6525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-399311257318.6785
0.12,-1,-1,1,-43534.38964484064,0.0,-0.0004353438964484063,0.0,0.0,1.4160341123687558e+24,1.0517700778165148e+23,7.47495005861853e+23,0.0,1416034112368.7556,105177007781.65146,1195992009378.9646,0.0,0.0,0.0,1015513182286.6151,0.0,0.0,0.0,0.0,0.0,1416034112368.753,105177007781.65111,657768046315.8193,0.0,0.0,0.0,-477289219223.46985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2388399544721982e-65,97246.3186870809,2713184.560170753,1020486415777.2233,0.0,0.0,0.0,0.0,7.960609209132352e-64,6249157.823614902,0.6086466613406674,940731497215.5908,0.0,0.0,0.0,0.0,62589821.10579345,1416085399914.0012,105182378510.97046,657769070860.3269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33943664452526.72,0.0,0.0,0.0,-54.30986312404275,0.0,0.0,0.0,-1015513182286.6151,0.0,0.0,0.0,939440515183.6963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477289219223.46985,0.0,0.0,0.0,-401216552174.86,-6.310887241768095e-19,-43534.38964483926,-6.3108872417680944e-27,-0.00043534389644839255,0.0,1.4160341123687558e+24,1.0517700778165148e+23,7.474950058279095e+23,0.0,1416034112368.7556,105177007781.65146,1195992009324.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939440515183.6963,0.0,1416034112368.753,105177007781.65111,657768046315.8193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-401216552174.86
0.14,-1,-1,1,-43511.93004072746,0.0,-0.0004351193004072745,0.0,0.0,1.4160340998878928e+24,1.0517699492185245e+23,7.46618885226007e+23,0.0,1416034099887.8926,105176994921.85243,1194590216361.611,0.0,0.0,0.0,1015025890038.3881,0.0,0.0,0.0,0.0,0.0,1416034099887.89,105176994921.85207,657768039972.8563,0.0,0.0,0.0,-478203713649.6336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2442642734822054e-65,97672.12103439997,2714885.510343295,1020008655577.6133,0.0,0.0,0.0,0.0,7.960066777207865e-64,6248732.024160671,0.6203703445029431,941258922829.2277,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.0017,105182378510.9703,657769070860.3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33277831973973.664,0.0,0.0,0.0,-53.24453115835786,0.0,0.0,0.0,-1015025890038.3881,0.0,0.0,0.0,939961722850.2261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478203713649.6336,0.0,0.0,0.0,-403139546514.7167,-1.8932661725304287e-18,-43511.93004072607,-1.8932661725304283e-26,-0.00043511930040726057,0.0,1.4160340998878928e+24,1.0517699492185245e+23,7.466188851927294e+23,0.0,1416034099887.8926,105176994921.85243,1194590216308.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939961722850.2261,0.0,1416034099887.89,105176994921.85207,657768039972.8563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-403139546514.7167
0.16,-1,-1,1,-43489.25122338738,0.0,-0.00043489251223387374,0.0,0.0,1.4160340873252377e+24,1.051769819220336e+23,7.457342133445502e+23,0.0,1416034087325.2373,105176981922.03357,1193174741351.28,0.0,0.0,0.0,1014533771888.0569,0.0,0.0,0.0,0.0,0.0,1416034087325.2346,105176981922.03319,657768033559.9176,0.0,0.0,0.0,-479127064096.69666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2497210460425137e-65,98100.47096976331,2716603.3178357873,1019526161786.6703,0.0,0.0,0.0,0.0,7.959521099928223e-64,6248303.67713533,0.6325551717754937,941790903781.1188,0.0,0.0,0.0,0.0,62589821.1057934,1416085399914.0,105182378510.97026,657769070860.3252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32547483855159.953,0.0,0.0,0.0,-52.075974168255925,0.0,0.0,0.0,-1014533771888.0569,0.0,0.0,0.0,940487427077.6407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479127064096.69666,0.0,0.0,0.0,-405080719338.3564,-1.262177448353619e-18,-43489.25122338609,-1.2621774483536189e-26,-0.00043489251223386083,0.0,1.4160340873252377e+24,1.051769819220336e+23,7.457342133120018e+23,0.0,1416034087325.2373,105176981922.03357,1193174741299.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,940487427077.6407,0.0,1416034087325.2346,105176981922.03319,657768033559.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-405080719338.3564
