sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:p,tot:g_CB:I,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:p,tot:g_IB:I,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:p,tot:g_VB:I,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-44285.35281115548,0.0,-0.0004428535281115547,0.0,9.701285139707322e+23,1.518015777014282e+23,0.0,1.416035635471297e+24,1196237354797.263,151801577701.42816,0.0,1416035635471.2966,864509336094.0754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006181460.3768,151801577701.42786,0.0,1416035635471.2937,-252278162757.18927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867117437023.372,22011281.98649855,6.13651390203325e-66,48169.99013632945,0.0,0.0,0.0,0.0,771088982343.0131,5.455575939068504,8.02312806826561e-64,6298233.816016122,0.0,0.0,0.0,0.0,584006454764.8221,151809244614.6072,62589821.10579342,1416085399913.9944,0.0,0.0,0.0,0.0,-785069386142.743,0.0,0.0,0.0,-0.9680463075637817,0.0,0.0,0.0,-864509336094.0754,0.0,0.0,0.0,770583289427.1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252278162757.18927,0.0,0.0,0.0,-158352116091.21945,0.0,0.0,0.0,-1.262177448353619e-18,-44285.35281115392,-1.2621774483536189e-26,-0.00044285352811153914,9.701285139699475e+23,1.518015777014282e+23,0.0,1.416035635471297e+24,1196237354796.2954,151801577701.42816,0.0,1416035635471.2966,0.0,0.0,0.0,0.0,770583289427.1377,0.0,0.0,0.0,584006181460.3768,151801577701.42786,0.0,1416035635471.2937,0.0,0.0,0.0,0.0,-158352116091.21945,0.0,0.0,0.0
0.02,-1,-1,1,-44266.06445718146,0.0,-0.00044266064457181454,0.0,9.691522167334017e+23,1.5180156040645493e+23,0.0,1.416035612160591e+24,1195033510968.4697,151801560406.4549,0.0,1416035612160.5906,864000080503.5707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006177590.477,151801560406.45462,0.0,1416035612160.587,-252972747125.57816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866615410102.7782,22023352.818145066,6.231589662441016e-66,48916.31648895441,0.0,0.0,0.0,0.0,771643363440.1404,5.549736607168314,8.022177310620372e-64,6297487.494815572,0.0,0.0,0.0,0.0,584006454764.8225,151809244614.6074,62589821.10579342,1416085399913.9944,0.0,0.0,0.0,0.0,-43756995219450.54,0.0,0.0,0.0,-53.95548266172409,0.0,0.0,0.0,-864000080503.5707,0.0,0.0,0.0,771132003345.9924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252972747125.57816,0.0,0.0,0.0,-160104670021.95517,0.0,0.0,0.0,-2.524354896707238e-18,-44266.06445717993,-2.5243548967072378e-26,-0.0004426606445717992,9.691522166896452e+23,1.5180156040645493e+23,0.0,1.416035612160591e+24,1195033510914.515,151801560406.4549,0.0,1416035612160.5906,0.0,0.0,0.0,0.0,771132003345.9924,0.0,0.0,0.0,584006177590.477,151801560406.45462,0.0,1416035612160.587,0.0,0.0,0.0,0.0,-160104670021.95517,0.0,0.0,0.0
0.04,-1,-1,1,-44246.59107384896,0.0,-0.0004424659107384895,0.0,9.68166553674349e+23,1.5180154293258926e+23,0.0,1.416035588999504e+24,1193818118416.3462,151801542932.58923,0.0,1416035588999.504,863485079271.7705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006173673.3403,151801542932.58887,0.0,1416035588999.501,-253673134528.7644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866107697906.5765,22035560.34633749,6.326737275828553e-66,49663.2070146649,0.0,0.0,0.0,0.0,772203404984.4397,5.647255780482639,8.021225834445315e-64,6296740.609444582,0.0,0.0,0.0,0.0,584006454764.8231,151809244614.60782,62589821.10579341,1416085399913.995,0.0,0.0,0.0,0.0,229058530423079.7,0.0,0.0,0.0,282.4454354047775,0.0,0.0,0.0,-863485079271.7705,0.0,0.0,0.0,771686322253.1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253673134528.7644,0.0,0.0,0.0,-161874377227.68964,0.0,0.0,0.0,-2.524354896707238e-18,-44246.59107384767,-2.5243548967072378e-26,-0.00044246591073847656,9.681665539034077e+23,1.5180154293258926e+23,0.0,1.416035588999504e+24,1193818118698.792,151801542932.58923,0.0,1416035588999.504,0.0,0.0,0.0,0.0,771686322253.1415,0.0,0.0,0.0,584006173673.3403,151801542932.58887,0.0,1416035588999.501,0.0,0.0,0.0,0.0,-161874377227.68964,0.0,0.0,0.0
0.06,-1,-1,1,-44226.92835468364,0.0,-0.0004422692835468363,0.0,9.671713071027313e+23,1.5180152527560447e+23,0.0,1.4160355659779522e+24,1192590908712.6235,151801525275.60443,0.0,1416035565977.952,862964238165.3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006169707.9213,151801525275.60406,0.0,1416035565977.9487,-254379499160.64487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865594208014.0405,22047906.79522978,6.42197356366318e-66,50410.793757250045,0.0,0.0,0.0,0.0,772769188935.9521,5.74831581310879,8.02027347152573e-64,6295993.027860323,0.0,0.0,0.0,0.0,584006454764.8223,151809244614.60782,62589821.10579338,1416085399913.9941,0.0,0.0,0.0,0.0,-51202155305494.59,0.0,0.0,0.0,-63.135893791913986,0.0,0.0,0.0,-862964238165.3462,0.0,0.0,0.0,772246326974.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254379499160.64487,0.0,0.0,0.0,-163661588033.13165,0.0,0.0,0.0,-2.524354896707238e-18,-44226.928354682015,-2.5243548967072378e-26,-0.00044226928354682005,9.671713070515294e+23,1.5180152527560447e+23,0.0,1.4160355659779522e+24,1192590908649.488,151801525275.60443,0.0,1416035565977.952,0.0,0.0,0.0,0.0,772246326974.697,0.0,0.0,0.0,584006169707.9213,151801525275.60406,0.0,1416035565977.9487,0.0,0.0,0.0,0.0,-163661588033.13165,0.0,0.0,0.0
0.08,-1,-1,1,-44207.07179725914,0.0,-0.00044207071797259135,0.0,9.6616624907739e+23,1.5180150743107863e+23,0.0,1.416035543086136e+24,1191351600789.6648,151801507431.07858,0.0,1416035543086.1357,862437456357.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006165693.1317,151801507431.0781,0.0,1416035543086.1335,-255092021261.15823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865074841473.705,22060394.546979897,6.517315589772724e-66,51159.210663119164,0.0,0.0,0.0,0.0,773340803811.0735,5.853112532263927,8.019320051223372e-64,6295244.616117236,0.0,0.0,0.0,0.0,584006454764.8228,151809244614.60764,62589821.105793424,1416085399913.9956,0.0,0.0,0.0,0.0,-410888426371405.7,0.0,0.0,0.0,-506.6546103954315,0.0,0.0,0.0,-862437456357.69,0.0,0.0,0.0,772812104836.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255092021261.15823,0.0,0.0,0.0,-165466670246.4179,0.0,0.0,0.0,-2.524354896707238e-18,-44207.07179725758,-2.5243548967072378e-26,-0.0004420707179725758,9.661662486665013e+23,1.5180150743107863e+23,0.0,1.416035543086136e+24,1191351600283.01,151801507431.07858,0.0,1416035543086.1357,0.0,0.0,0.0,0.0,772812104836.296,0.0,0.0,0.0,584006165693.1317,151801507431.0781,0.0,1416035543086.1335,0.0,0.0,0.0,0.0,-165466670246.4179,0.0,0.0,0.0
0.1,-1,-1,1,-44187.01669805713,0.0,-0.0004418701669805712,0.0,9.651511408432612e+23,1.518014893943824e+23,0.0,1.4160355203144977e+24,1190099900245.5205,151801489394.38235,0.0,1416035520314.4973,861904626145.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006161627.8228,151801489394.38184,0.0,1416035520314.4941,-255810887527.30557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864549492523.9469,22073026.14834489,6.612780766367551e-66,51908.59441355407,0.0,0.0,0.0,0.0,773918344938.8068,5.961856201496652,8.018365399416094e-64,6294495.237535019,0.0,0.0,0.0,0.0,584006454764.8221,151809244614.60727,62589821.1057934,1416085399913.9941,0.0,0.0,0.0,0.0,44820746023292.26,0.0,0.0,0.0,55.26716294884682,0.0,0.0,0.0,-861904626145.0037,0.0,0.0,0.0,773383749912.829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255810887527.30557,0.0,0.0,0.0,-167290011239.8634,0.0,0.0,0.0,-2.524354896707238e-18,-44187.0166980556,-2.5243548967072378e-26,-0.000441870166980556,9.651511408880822e+23,1.518014893943824e+23,0.0,1.4160355203144977e+24,1190099900300.7878,151801489394.38235,0.0,1416035520314.4973,0.0,0.0,0.0,0.0,773383749912.829,0.0,0.0,0.0,584006161627.8228,151801489394.38184,0.0,1416035520314.4941,0.0,0.0,0.0,0.0,-167290011239.8634,0.0,0.0,0.0
0.12,-1,-1,1,-44166.75810223277,0.0,-0.00044166758102232766,0.0,9.64125732497005e+23,1.5180147116066833e+23,0.0,1.4160354976536525e+24,1188835498931.6245,151801471160.66827,0.0,1416035497653.652,861365632905.7358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006157510.7852,151801471160.66776,0.0,1416035497653.6497,-256536291484.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864018048556.5547,22085804.311350327,6.708387053901695e-66,52659.0859935832,0.0,0.0,0.0,0.0,774501914447.1115,6.074772387923935,8.017409336499357e-64,6293744.751129589,0.0,0.0,0.0,0.0,584006454764.822,151809244614.60715,62589821.10579342,1416085399913.9941,0.0,0.0,0.0,0.0,38704967499434.67,0.0,0.0,0.0,47.725973695516586,0.0,0.0,0.0,-861365632905.7358,0.0,0.0,0.0,773961363003.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256536291484.898,0.0,0.0,0.0,-169132021534.88663,0.0,0.0,0.0,-1.262177448353619e-18,-44166.75810223124,-1.2621774483536189e-26,-0.0004416675810223123,9.641257325357089e+23,1.5180147116066833e+23,0.0,1.4160354976536525e+24,1188835498979.349,151801471160.66827,0.0,1416035497653.652,0.0,0.0,0.0,0.0,773961363003.451,0.0,0.0,0.0,584006157510.7852,151801471160.66776,0.0,1416035497653.6497,0.0,0.0,0.0,0.0,-169132021534.88663,0.0,0.0,0.0
0.14,-1,-1,1,-44146.290840726266,0.0,-0.0004414629084072626,0.0,9.630897620756143e+23,1.5180145272485635e+23,0.0,1.4160354750944277e+24,1187558073828.9849,151801452724.85632,0.0,1416035475094.4275,860820354514.1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006153340.7537,151801452724.85577,0.0,1416035475094.4243,-257268434025.87915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,863480389536.0953,22098731.92699301,6.804152737007917e-66,53410.82893311366,0.0,0.0,0.0,0.0,775091621844.4138,6.192103537015772,8.016451679626851e-64,6292993.013372035,0.0,0.0,0.0,0.0,584006454764.8226,151809244614.60767,62589821.10579341,1416085399913.9958,0.0,0.0,0.0,0.0,33343955906820.215,0.0,0.0,0.0,41.11546567082405,0.0,0.0,0.0,-860820354514.1107,0.0,0.0,0.0,774545052223.3796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257268434025.87915,0.0,0.0,0.0,-170993131694.0329,0.0,0.0,0.0,-1.262177448353619e-18,-44146.2908407246,-1.2621774483536189e-26,-0.0004414629084072459,9.630897621089585e+23,1.5180145272485635e+23,0.0,1.4160354750944277e+24,1187558073870.1008,151801452724.85632,0.0,1416035475094.4275,0.0,0.0,0.0,0.0,774545052223.3796,0.0,0.0,0.0,584006153340.7537,151801452724.85577,0.0,1416035475094.4243,0.0,0.0,0.0,0.0,-170993131694.0329,0.0,0.0,0.0
0.16,-1,-1,1,-44125.60948947277,0.0,-0.00044125609489472766,0.0,9.620429550376408e+23,1.518014340816196e+23,0.0,1.4160354526277945e+24,1186267286408.4985,151801434081.61957,0.0,1416035452627.7942,860268661166.8618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584006149116.394,151801434081.619,0.0,1416035452627.7917,-258007523874.75757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862936387831.7292,22111812.06902545,6.900096604173357e-66,54163.97071735141,0.0,0.0,0.0,0.0,775687584143.8837,6.31411104007357,8.015492240913663e-64,6292239.876778146,0.0,0.0,0.0,0.0,584006454764.823,151809244614.60773,62589821.105793424,1416085399913.9954,0.0,0.0,0.0,0.0,28693607557134.168,0.0,0.0,0.0,35.38125589489937,0.0,0.0,0.0,-860268661166.8618,0.0,0.0,0.0,775134933117.1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258007523874.75757,0.0,0.0,0.0,-172873795789.66983,0.0,0.0,0.0,-1.262177448353619e-18,-44125.60948947133,-1.2621774483536189e-26,-0.00044125609489471324,9.620429550663337e+23,1.518014340816196e+23,0.0,1.4160354526277945e+24,1186267286443.879,151801434081.61957,0.0,1416035452627.7942,0.0,0.0,0.0,0.0,775134933117.1554,0.0,0.0,0.0,584006149116.394,151801434081.619,0.0,1416035452627.7917,0.0,0.0,0.0,0.0,-172873795789.66983,0.0,0.0,0.0
