sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-45663.34096838724,0.0,-0.00045663340968387235,1.7340580890046013e+23,1.4160348361828015e+24,0.0,1.146037442414605e+24,173405808900.46008,1416034836182.801,0.0,1260641186656.0657,0.0,0.0,0.0,753961818308.6334,0.0,0.0,0.0,0.0,173405808900.45984,1416034836182.7979,0.0,549824394246.1699,0.0,0.0,0.0,-43145025898.73872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511389.177519871,403595.95320472354,5.141238841845256e-65,754407717687.2212,0.0,0.0,0.0,0.0,149215.64118452137,5942810.1663887715,7.570369303502332e-64,753808899917.8319,0.0,0.0,0.0,0.0,173416424741.29608,1416085399913.9897,62589821.10579339,549824399100.9093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3643079808.9978366,0.0,0.0,0.0,0.004007387789897621,0.0,0.0,0.0,-753961818308.6334,0.0,0.0,0.0,753676416308.9209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43145025898.73872,0.0,0.0,0.0,-42859623899.021286,-45663.34096838602,-2.524354896707238e-18,-0.00045663340968386015,-2.5243548967072378e-26,1.7340580890046013e+23,1.4160348361828015e+24,0.0,1.1460374424146094e+24,173405808900.46008,1416034836182.801,0.0,1260641186656.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753676416308.9209,173405808900.45984,1416034836182.7979,0.0,549824394246.1699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42859623899.021286
0.02,-1,-1,1,0.0,-45656.64142866868,0.0,-0.0004565664142866867,1.7340580766044848e+23,1.416034820194553e+24,0.0,1.1456573162676743e+24,173405807660.44843,1416034820194.5525,0.0,1260223047894.442,0.0,0.0,0.0,753975140004.794,0.0,0.0,0.0,0.0,173405807660.44818,1416034820194.55,0.0,549824394157.5922,0.0,0.0,0.0,-43576486267.945595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511789.8546212637,401784.28057218465,5.118159586901911e-65,754425539043.4207,0.0,0.0,0.0,0.0,148756.39007607743,5944621.827941422,7.572677229096574e-64,753791067969.8029,0.0,0.0,0.0,0.0,173416424741.29593,1416085399913.9905,62589821.1057934,549824399100.9093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6527496682172535.0,0.0,0.0,0.0,7180.246350389789,0.0,0.0,0.0,-753975140004.794,0.0,0.0,0.0,753657295613.9142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43576486267.945595,0.0,0.0,0.0,-43258634696.8189,-45656.641428667215,-2.524354896707238e-18,-0.00045656641428667207,-2.5243548967072378e-26,1.7340580766044848e+23,1.416034820194553e+24,0.0,1.1456573227951699e+24,173405807660.44843,1416034820194.5525,0.0,1260223055074.687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753657295613.9142,173405807660.44818,1416034820194.55,0.0,549824394157.5922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43258634696.8189
0.04,-1,-1,1,0.0,-45649.83559297174,0.0,-0.0004564983559297174,1.7340580644513017e+23,1.4160348042745327e+24,0.0,1.1452711543804759e+24,173405806445.13013,1416034804274.5322,0.0,1259798269818.5234,0.0,0.0,0.0,753988806281.9297,0.0,0.0,0.0,0.0,173405806445.12982,1416034804274.5298,0.0,549824394066.7432,0.0,0.0,0.0,-44014930530.15093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512177.2554972274,399992.22876008507,5.095330361164907e-65,754443777785.7806,0.0,0.0,0.0,0.0,148309.02524221022,5946413.868786458,7.57496015176911e-64,753772817747.5508,0.0,0.0,0.0,0.0,173416424741.29578,1416085399913.9893,62589821.105793364,549824399100.9088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1972451880747896e+16,0.0,0.0,0.0,24169.697068822687,0.0,0.0,0.0,-753988806281.9297,0.0,0.0,0.0,753637736619.2776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44014930530.15093,0.0,0.0,0.0,-43663836697.801,-45649.83559297022,-3.7865323450608574e-18,-0.00045649835592970217,-3.7865323450608567e-26,1.7340580644513017e+23,1.4160348042745327e+24,0.0,1.1452711763529277e+24,173405806445.13013,1416034804274.5322,0.0,1259798293988.2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753637736619.2776,173405806445.12982,1416034804274.5298,0.0,549824394066.7432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43663836697.801
0.06,-1,-1,1,0.0,-45642.91856064916,0.0,-0.00045642918560649155,1.7340580525463714e+23,1.4160347884208404e+24,0.0,1.1448786942376165e+24,173405805254.6371,1416034788420.84,0.0,1259366563661.3782,0.0,0.0,0.0,754002821591.8228,0.0,0.0,0.0,0.0,173405805254.63684,1416034788420.838,0.0,549824393973.5028,0.0,0.0,0.0,-44460651903.94648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512551.4263957557,398219.4873974016,5.072747212650198e-65,754462441423.3386,0.0,0.0,0.0,0.0,147873.4760198854,5948186.599293222,7.577218466718334e-64,753754141692.4215,0.0,0.0,0.0,0.0,173416424741.29605,1416085399913.9902,62589821.10579339,549824399100.909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4412384104379028e+16,0.0,0.0,0.0,15853.622514816932,0.0,0.0,0.0,-754002821591.8228,0.0,0.0,0.0,753617730747.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44460651903.94648,0.0,0.0,0.0,-44075545205.643906,-45642.9185606478,-2.524354896707238e-18,-0.0004564291856064779,-2.5243548967072378e-26,1.7340580525463714e+23,1.4160347884208404e+24,0.0,1.1448787086500018e+24,173405805254.6371,1416034788420.84,0.0,1259366579515.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753617730747.142,173405805254.63684,1416034788420.838,0.0,549824393973.5028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44075545205.643906
0.08,-1,-1,1,0.0,-45635.88512153327,0.0,-0.0004563588512153326,1.7340580408903637e+23,1.416034772632658e+24,0.0,1.1444796318274966e+24,173405804089.03632,1416034772632.6577,0.0,1258927595010.2463,0.0,0.0,0.0,754017184451.2761,0.0,0.0,0.0,0.0,173405804089.03604,1416034772632.6553,0.0,549824393877.7401,0.0,0.0,0.0,-44913983318.769226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3512912.4602116514,396465.87613842904,5.050407845813018e-65,754481531943.9869,0.0,0.0,0.0,0.0,147449.643177125,5949940.199806566,7.579452403498749e-64,753735037768.7456,0.0,0.0,0.0,0.0,173416424741.2957,1416085399913.9893,62589821.10579338,549824399100.9084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230673803259375.2,0.0,0.0,0.0,1353.7411835853127,0.0,0.0,0.0,-754017184451.2761,0.0,0.0,0.0,753597274952.3545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44913983318.769226,0.0,0.0,0.0,-44494072466.10667,-45635.8851215318,-3.7865323450608574e-18,-0.0004563588512153179,-3.7865323450608567e-26,1.7340580408903637e+23,1.416034772632658e+24,0.0,1.1444796330581712e+24,173405804089.03632,1416034772632.6577,0.0,1258927596363.9883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753597274952.3545,173405804089.03604,1416034772632.6553,0.0,549824393877.7401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44494072466.10667
0.1,-1,-1,1,0.0,-45628.72958843456,0.0,-0.0004562872958843455,1.734058029483654e+23,1.4160347569088987e+24,0.0,1.1440736344352827e+24,173405802948.36536,1416034756908.8984,0.0,1258480997878.811,0.0,0.0,0.0,754031892898.9069,0.0,0.0,0.0,0.0,173405802948.36505,1416034756908.8958,0.0,549824393779.319,0.0,0.0,0.0,-45375288799.416306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513260.4581225393,394731.190070957,5.028309652227268e-65,754501051181.6371,0.0,0.0,0.0,0.0,147037.41973638965,5951674.87523764,7.581662222952994e-64,753715504093.5824,0.0,0.0,0.0,0.0,173416424741.29614,1416085399913.9902,62589821.105793394,549824399100.9094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2311826485215517.0,0.0,0.0,0.0,2543.0091337370686,0.0,0.0,0.0,-754031892898.9069,0.0,0.0,0.0,753576366249.1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45375288799.416306,0.0,0.0,0.0,-44919759606.62283,-45628.729588432856,-2.524354896707238e-18,-0.0004562872958843285,-2.5243548967072378e-26,1.734058029483654e+23,1.4160347569088987e+24,0.0,1.1440736367471087e+24,173405802948.36536,1416034756908.8984,0.0,1258481000421.8196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753576366249.1221,173405802948.36505,1416034756908.8958,0.0,549824393779.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44919759606.62283
0.12,-1,-1,1,0.0,-45621.445887033726,0.0,-0.00045621445887033716,1.7340580183273473e+23,1.416034741247901e+24,0.0,1.143660365250125e+24,173405801832.73468,1416034741247.9006,0.0,1258026401775.1377,0.0,0.0,0.0,754046948659.3003,0.0,0.0,0.0,0.0,173405801832.73438,1416034741247.898,0.0,549824393678.0806,0.0,0.0,0.0,-45844940562.24378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513595.4795470336,393015.16813478514,5.006449308347714e-65,754521004741.6665,0.0,0.0,0.0,0.0,146636.72818888148,5953390.886645288,7.58384825743557e-64,753695535008.1742,0.0,0.0,0.0,0.0,173416424741.29602,1416085399913.9897,62589821.10579338,549824399100.9092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2233343967821565.5,0.0,0.0,0.0,2456.678364603722,0.0,0.0,0.0,-754046948659.3003,0.0,0.0,0.0,753554997748.404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45844940562.24378,0.0,0.0,0.0,-45352987194.66898,-45621.44588703229,-2.524354896707238e-18,-0.00045621445887032285,-2.5243548967072378e-26,1.7340580183273473e+23,1.416034741247901e+24,0.0,1.143660367483468e+24,173405801832.73468,1416034741247.9006,0.0,1258026404231.815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753554997748.404,173405801832.73438,1416034741247.898,0.0,549824393678.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45352987194.66898
0.14,-1,-1,1,0.0,-45614.02736145877,0.0,-0.00045614027361458765,1.7340580074219522e+23,1.4160347256479816e+24,0.0,1.143239445928315e+24,173405800742.1952,1416034725647.9812,0.0,1257563390521.1465,0.0,0.0,0.0,754062351183.7306,0.0,0.0,0.0,0.0,173405800742.1949,1416034725647.9788,0.0,549824393573.8568,0.0,0.0,0.0,-46323354236.44116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3513917.610273151,391317.55546337133,4.984823569601078e-65,754541396408.7194,0.0,0.0,0.0,0.0,146247.47063445512,5955088.488894683,7.586010831403845e-64,753675126674.0393,0.0,0.0,0.0,0.0,173416424741.2963,1416085399913.9907,62589821.10579338,549824399100.9097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2155605022942816.5,0.0,0.0,0.0,2371.1655252370983,0.0,0.0,0.0,-754062351183.7306,0.0,0.0,0.0,753533164287.0908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46323354236.44116,0.0,0.0,0.0,-45794164968.635735,-45614.0273614573,-1.262177448353619e-18,-0.00045614027361457295,-1.2621774483536189e-26,1.7340580074219522e+23,1.4160347256479816e+24,0.0,1.143239448083919e+24,173405800742.1952,1416034725647.9812,0.0,1257563392892.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753533164287.0908,173405800742.1949,1416034725647.9788,0.0,549824393573.8568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45794164968.635735
0.16,-1,-1,1,0.0,-45606.46681083433,0.0,-0.0004560646681083433,1.7340579967679704e+23,1.416034710107364e+24,0.0,1.142810467886544e+24,173405799676.797,1416034710107.3638,0.0,1257091514675.1985,0.0,0.0,0.0,754078099678.1698,0.0,0.0,0.0,0.0,173405799676.7967,1416034710107.36,0.0,549824393466.46,0.0,0.0,0.0,-46810978469.43241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3514226.934377255,389638.0962996386,4.963429180182463e-65,754562230066.3739,0.0,0.0,0.0,0.0,145869.5505953133,5956767.937741554,7.588150270438321e-64,753654275151.9598,0.0,0.0,0.0,0.0,173416424741.29602,1416085399913.9907,62589821.1057934,549824399100.9093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2078680571264492.0,0.0,0.0,0.0,2286.5486283909413,0.0,0.0,0.0,-754078099678.1698,0.0,0.0,0.0,753510860490.3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46810978469.43241,0.0,0.0,0.0,-46243736995.060616,-45606.46681083291,-2.524354896707238e-18,-0.0004560646681083291,-2.5243548967072378e-26,1.7340579967679704e+23,1.416034710107364e+24,0.0,1.1428104699652246e+24,173405799676.797,1416034710107.3638,0.0,1257091516961.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753510860490.3472,173405799676.7967,1416034710107.36,0.0,549824393466.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46243736995.060616
