sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-39936.60384402681,0.0,-0.000399366038440268,0.0,1.416030956167632e+24,0.0,8.200540064848423e+23,1.7310008708791918e+23,1416030956167.6316,0.0,903515709700.4286,173100087087.91913,0.0,0.0,487531346004.7189,0.0,0.0,0.0,0.0,0.0,1416030956167.6287,0.0,550310153439.8114,173100087087.91888,0.0,0.0,-134325789744.10196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,830419170715.301,0.0,0.0,0.0,0.9149357974529266,0.0,0.0,0.0,-487531346004.7189,0.0,0.0,0.0,1222485674907.2341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134325789744.10196,0.0,0.0,0.0,-869280118645.702,0.0,1.1035540062739975e-17,-39936.603844024954,1.1035540062739974e-25,-0.0003993660384402495,1.416030956167632e+24,0.0,8.200540064856727e+23,1.7310008708791918e+23,1416030956167.6316,0.0,903515709701.3436,173100087087.91913,0.0,0.0,0.0,0.0,0.0,0.0,1222485674907.2341,0.0,1416030956167.6287,0.0,550310153439.8114,173100087087.91888,0.0,0.0,0.0,0.0,0.0,0.0,-869280118645.702,0.0,0.0,0.0,0.0,0.0,211470.81400580707,2.693921247718744e-65,489520956479.79944,4554736.356188272,0.0,0.0,0.0,0.0,10714804.680068647,1.3649245852587882e-63,1223674037825.717,212.61610699780255,0.0,0.0,0.0,0.0,1416085781024.5935,62589837.95057233,550311306112.4535,173108781018.0213
0.02,-1,-1,1,-39923.02437356337,0.0,-0.00039923024373563366,0.0,1.416030948809799e+24,0.0,8.192847603753055e+23,1.7310006738058566e+23,1416030948809.7986,0.0,902668172905.1733,173100067380.5856,0.0,0.0,487179360926.51044,0.0,0.0,0.0,0.0,0.0,1416030948809.7966,0.0,550310148412.2484,173100067380.5853,0.0,0.0,-134821336433.58531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27299118549021.977,0.0,0.0,0.0,-30.077509865164757,0.0,0.0,0.0,-487179360926.51044,0.0,0.0,0.0,1223663329343.5732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134821336433.58531,0.0,0.0,0.0,-871305304880.7245,0.0,1.2297717511093594e-17,-39923.02437356154,1.2297717511093593e-25,-0.0003992302437356153,1.416030948809799e+24,0.0,8.192847603480063e+23,1.7310006738058566e+23,1416030948809.7986,0.0,902668172875.0958,173100067380.5856,0.0,0.0,0.0,0.0,0.0,0.0,1223663329343.5732,0.0,1416030948809.7966,0.0,550310148412.2484,173100067380.5853,0.0,0.0,0.0,0.0,0.0,0.0,-871305304880.7245,0.0,0.0,0.0,0.0,0.0,211542.64473300433,2.6948362976829774e-65,489176326133.0431,4557474.39965168,0.0,0.0,0.0,0.0,10714589.189240474,1.364897133760273e-63,1224854485982.343,216.23568597498303,0.0,0.0,0.0,0.0,1416085781024.593,62589837.95057229,550311306112.4523,173108781018.02066
0.04,-1,-1,1,-39909.31446399224,0.0,-0.0003990931446399224,0.0,1.4160309413911725e+24,0.0,8.185081252327719e+23,1.7310004748161475e+23,1416030941391.172,0.0,901812495051.7203,173100047481.61472,0.0,0.0,486824321492.677,0.0,0.0,0.0,0.0,0.0,1416030941391.17,0.0,550310143331.6605,173100047481.6143,0.0,0.0,-135321969772.61751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128978299421939.45,0.0,0.0,0.0,-142.1051769964397,0.0,0.0,0.0,-486824321492.677,0.0,0.0,0.0,1224849727318.7107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135321969772.61751,0.0,0.0,0.0,-873347375740.7549,0.0,1.1035540062739975e-17,-39909.314463990464,1.1035540062739974e-25,-0.0003990931446399046,1.4160309413911725e+24,0.0,8.185081251037935e+23,1.7310004748161475e+23,1416030941391.172,0.0,901812494909.615,173100047481.61472,0.0,0.0,0.0,0.0,0.0,0.0,1224849727318.7107,0.0,1416030941391.17,0.0,550310143331.6605,173100047481.6143,0.0,0.0,0.0,0.0,0.0,0.0,-873347375740.7549,0.0,0.0,0.0,0.0,0.0,211614.84798231637,2.695756093294699e-65,488828716928.38934,4560236.080046597,0.0,0.0,0.0,0.0,10714372.580852909,1.3648695398923343e-63,1226043700973.4192,219.98054120418323,0.0,0.0,0.0,0.0,1416085781024.5938,62589837.95057232,550311306112.4541,173108781018.0212
0.06,-1,-1,1,-39895.470928543444,0.0,-0.0003989547092854344,0.0,1.416030933910243e+24,0.0,8.177239203232677e+23,1.7310002738628117e+23,1416030933910.2427,0.0,900948477011.7399,173100027386.28113,0.0,0.0,486466153003.64844,0.0,0.0,0.0,0.0,0.0,1416030933910.2407,0.0,550310138196.74,173100027386.28076,0.0,0.0,-135827814188.64853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6463052651510.438,0.0,0.0,0.0,-7.120835404843092,0.0,0.0,0.0,-486466153003.64844,0.0,0.0,0.0,1226045082605.9202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135827814188.64853,0.0,0.0,0.0,-875406743798.041,0.0,1.1035540062739975e-17,-39895.47092854167,1.1035540062739974e-25,-0.0003989547092854166,1.416030933910243e+24,0.0,8.17723920316805e+23,1.7310002738628117e+23,1416030933910.2427,0.0,900948477004.6193,173100027386.28113,0.0,0.0,0.0,0.0,0.0,0.0,1226045082605.9202,0.0,1416030933910.2407,0.0,550310138196.74,173100027386.28076,0.0,0.0,0.0,0.0,0.0,0.0,-875406743798.041,0.0,0.0,0.0,0.0,0.0,211687.4347888753,2.6966807750619892e-65,488478056012.3162,4563021.975249201,0.0,0.0,0.0,0.0,10714154.82180077,1.3648417994397293e-63,1227241897143.5815,223.8572963359502,0.0,0.0,0.0,0.0,1416085781024.5935,62589837.9505723,550311306112.453,173108781018.02103
0.08,-1,-1,1,-39881.49043979883,0.0,-0.00039881490439798824,0.0,1.4160309263654484e+24,0.0,8.169319574001006e+23,1.7310000708966914e+23,1416030926365.448,0.0,900075911379.5701,173100007089.6691,0.0,0.0,486104777703.2136,0.0,0.0,0.0,0.0,0.0,1416030926365.4465,0.0,550310133006.1334,173100007089.6686,0.0,0.0,-136338999329.77663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6626955663484.37,0.0,0.0,0.0,-7.301419787108898,0.0,0.0,0.0,-486104777703.2136,0.0,0.0,0.0,1227249617700.2292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136338999329.77663,0.0,0.0,0.0,-877483839334.0935,0.0,9.773324095787469e-18,-39881.49043979699,9.773324095787467e-26,-0.0003988149043979698,1.4160309263654484e+24,0.0,8.169319573934735e+23,1.7310000708966914e+23,1416030926365.448,0.0,900075911372.2684,173100007089.6691,0.0,0.0,0.0,0.0,0.0,0.0,1227249617700.2292,0.0,1416030926365.4465,0.0,550310133006.1334,173100007089.6686,0.0,0.0,0.0,0.0,0.0,0.0,-877483839334.0935,0.0,0.0,0.0,0.0,0.0,211760.41666339958,2.697610489549425e-65,488124267552.4484,4565832.686707169,0.0,0.0,0.0,0.0,10713935.877552124,1.3648139080055263e-63,1228449297582.7317,227.87304997106713,0.0,0.0,0.0,0.0,1416085781024.5923,62589837.9505723,550311306112.4525,173108781018.0205
0.1,-1,-1,1,-39867.36953805833,0.0,-0.00039867369538058324,0.0,1.4160309187551596e+24,0.0,8.16132040392732e+23,1.7309998658665448e+23,1416030918755.1592,0.0,899194582129.4246,173099986586.65442,0.0,0.0,485740114547.90265,0.0,0.0,0.0,0.0,0.0,1416030918755.157,0.0,550310127758.429,173099986586.654,0.0,0.0,-136855660176.90648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6787680038558.48,0.0,0.0,0.0,-7.47850202396512,0.0,0.0,0.0,-485740114547.90265,0.0,0.0,0.0,1228463564517.7515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136855660176.90648,0.0,0.0,0.0,-879579110154.234,0.0,1.2297678992494706e-17,-39867.36953805648,1.2297678992494705e-25,-0.00039867369538056476,1.4160309187551596e+24,0.0,8.161320403859449e+23,1.7309998658665448e+23,1416030918755.1592,0.0,899194582121.9467,173099986586.65442,0.0,0.0,0.0,0.0,0.0,0.0,1228463564517.7515,0.0,1416030918755.157,0.0,550310127758.429,173099986586.654,0.0,0.0,0.0,0.0,0.0,0.0,-879579110154.234,0.0,0.0,0.0,0.0,0.0,211833.8055505181,2.6985453888598237e-65,487767272508.6965,4568668.841157588,0.0,0.0,0.0,0.0,10713715.712273296,1.364785861026632e-63,1229666134824.856,232.03542144066358,0.0,0.0,0.0,0.0,1416085781024.5928,62589837.95057229,550311306112.4521,173108781018.0207
0.12,-1,-1,1,-39853.10461497652,0.0,-0.0003985310461497651,0.0,1.4160309110776798e+24,0.0,8.153239648964448e+23,1.7309996587189138e+23,1416030911077.6794,0.0,898304264053.12,173099965871.89133,0.0,0.0,485372079012.095,0.0,0.0,0.0,0.0,0.0,1416030911077.6777,0.0,550310122452.1558,173099965871.89078,0.0,0.0,-137377937411.13092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6914130971738.035,0.0,0.0,0.0,-7.617822609841824,0.0,0.0,0.0,-485372079012.095,0.0,0.0,0.0,1229687164950.5508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137377937411.13092,0.0,0.0,0.0,-881693023357.2039,0.0,9.773324095787469e-18,-39853.104614974734,9.773324095787467e-26,-0.0003985310461497473,1.4160309110776798e+24,0.0,8.153239648895311e+23,1.7309996587189138e+23,1416030911077.6794,0.0,898304264045.5026,173099965871.89133,0.0,0.0,0.0,0.0,0.0,0.0,1229687164950.5508,0.0,1416030911077.6777,0.0,550310122452.1558,173099965871.89078,0.0,0.0,0.0,0.0,0.0,0.0,-881693023357.2039,0.0,0.0,0.0,0.0,0.0,211907.61389149766,2.6994856314437588e-65,487406988443.8535,4571531.0920487875,0.0,0.0,0.0,0.0,10713494.288640719,1.3647576537495334e-63,1230892651405.2424,236.3525978176638,0.0,0.0,0.0,0.0,1416085781024.593,62589837.95057229,550311306112.4528,173108781018.02075
0.14,-1,-1,1,-39838.69190634488,0.0,-0.00039838691906344875,0.0,1.4160309033312392e+24,0.0,8.145075176772366e+23,1.730999449397998e+23,1416030903331.239,0.0,897404722214.5796,173099944939.79977,0.0,0.0,485000582858.8208,0.0,0.0,0.0,0.0,0.0,1416030903331.2378,0.0,550310117085.779,173099944939.7993,0.0,0.0,-137905977730.01987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6985840715892.798,0.0,0.0,0.0,-7.696830675005913,0.0,0.0,0.0,-485000582858.8208,0.0,0.0,0.0,1230920671534.7915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137905977730.01987,0.0,0.0,0.0,-883826066413.6865,0.0,1.1035501544141087e-17,-39838.69190634325,1.1035501544141086e-25,-0.00039838691906343243,1.4160309033312392e+24,0.0,8.14507517670251e+23,1.730999449397998e+23,1416030903331.239,0.0,897404722206.8829,173099944939.79977,0.0,0.0,0.0,0.0,0.0,0.0,1230920671534.7915,0.0,1416030903331.2378,0.0,550310117085.779,173099944939.7993,0.0,0.0,0.0,0.0,0.0,0.0,-883826066413.6865,0.0,0.0,0.0,0.0,0.0,211981.8546512287,2.700431382450255e-65,487043329299.06256,4574420.121273121,0.0,0.0,0.0,0.0,10713271.567759981,1.3647292812197603e-63,1232129100530.2134,240.8333878034488,0.0,0.0,0.0,0.0,1416085781024.593,62589837.9505723,550311306112.4531,173108781018.0209
0.16,-1,-1,1,-39824.12748216442,0.0,-0.00039824127482164414,0.0,1.4160308955139934e+24,0.0,8.136824761094275e+23,1.730999237845493e+23,1416030895513.9932,0.0,896495711330.2029,173099923784.54926,0.0,0.0,484625533902.3968,0.0,0.0,0.0,0.0,0.0,1416030895513.9902,0.0,550310111657.6965,173099923784.54874,0.0,0.0,-138439934229.8905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6984891009785.938,0.0,0.0,0.0,-7.6957843117415905,0.0,0.0,0.0,-484625533902.3968,0.0,0.0,0.0,1232164348134.9211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138439934229.8905,0.0,0.0,0.0,-885978748470.1107,0.0,1.1035501544141087e-17,-39824.12748216269,1.1035501544141086e-25,-0.0003982412748216268,1.4160308955139934e+24,0.0,8.136824761024424e+23,1.730999237845493e+23,1416030895513.9932,0.0,896495711322.507,173099923784.54926,0.0,0.0,0.0,0.0,0.0,0.0,1232164348134.9211,0.0,1416030895513.9902,0.0,550310111657.6965,173099923784.54874,0.0,0.0,0.0,0.0,0.0,0.0,-885978748470.1107,0.0,0.0,0.0,0.0,0.0,212056.54135793354,2.7013828142339233e-65,486676205162.02325,4577336.641001083,0.0,0.0,0.0,0.0,10713047.509046666,1.3647007382666793e-63,1233375746763.4287,245.48728170807163,0.0,0.0,0.0,0.0,1416085781024.593,62589837.95057232,550311306112.4525,173108781018.02066
