sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-43584.97031524515,0.0,-0.00043584970315245145,0.0,1.7179267108047244e+23,1.416029369811316e+24,0.0,1.020895148780504e+24,171792671080.4724,1416029369811.3154,0.0,1132537836436.2266,0.0,0.0,0.0,768937860426.6158,0.0,0.0,0.0,0.0,171792671080.47208,1416029369811.313,0.0,552377652349.2875,0.0,0.0,0.0,-188777676339.67465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507057386187.1957,0.0,0.0,0.0,0.5625079870223999,0.0,0.0,0.0,-768937860426.6158,0.0,0.0,0.0,1829922574974.9011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188777676339.67465,0.0,0.0,0.0,-1249762390887.3982,9.8235138301382e-18,-43584.97031524328,9.823513830138198e-26,-0.0004358497031524327,1.7179267108047244e+23,1.416029369811316e+24,0.0,1.0208951487810108e+24,171792671080.4724,1416029369811.3154,0.0,1132537836436.7888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829922574974.9011,171792671080.47208,1416029369811.313,0.0,552377652349.2875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1249762390887.3982,0.0,0.0,0.0,0.0,17515674.254521355,345913.7515511756,4.406592232719619e-65,771015599545.0985,0.0,0.0,0.0,0.0,3.6128204649952544,33983984.55414837,4.329167524191353e-63,1847847235573.6973,0.0,0.0,0.0,0.0,171801270930.7732,1416085781024.593,62589837.95057229,552379756614.617
0.02,-1,-1,1,-43567.71563467639,0.0,-0.0004356771563467638,0.0,1.7179265165912536e+23,1.4160293632139355e+24,0.0,1.0199243832170373e+24,171792651659.1253,1416029363213.9353,0.0,1131460910238.42,0.0,0.0,0.0,768395867914.6952,0.0,0.0,0.0,0.0,171792651659.12506,1416029363213.9336,0.0,552377646428.863,0.0,0.0,0.0,-189312604105.13663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1703420720185287.2,0.0,0.0,0.0,-1889.702795907855,0.0,0.0,0.0,-768395867914.6952,0.0,0.0,0.0,1830441772015.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189312604105.13663,0.0,0.0,0.0,-1251358510095.2793,8.561336381784581e-18,-43567.71563467464,8.56133638178458e-26,-0.00043567715634674635,1.7179265165912536e+23,1.4160293632139355e+24,0.0,1.0199243815136158e+24,171792651659.1253,1416029363213.9353,0.0,1131460908348.7163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830441772015.1348,171792651659.12506,1416029363213.9336,0.0,552377646428.863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1251358510095.2793,0.0,0.0,0.0,0.0,17526246.50626467,345947.8628804344,4.407026772681547e-65,770479534595.0675,0.0,0.0,0.0,0.0,3.664105471410867,33983776.10285816,4.329140968971094e-63,1848389368498.5835,0.0,0.0,0.0,0.0,171801270930.77374,1416085781024.5938,62589837.95057228,552379756614.6185
0.04,-1,-1,1,-43550.306586758175,0.0,-0.0004355030658675817,0.0,1.7179263205078137e+23,1.416029356564189e+24,0.0,1.0189449329675903e+24,171792632050.78134,1416029356564.1887,0.0,1130374349617.8403,0.0,0.0,0.0,767849232212.7786,0.0,0.0,0.0,0.0,171792632050.781,1416029356564.186,0.0,552377640453.8263,0.0,0.0,0.0,-189852523048.76282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4435304418962867.5,0.0,0.0,0.0,-4920.338858097792,0.0,0.0,0.0,-767849232212.7786,0.0,0.0,0.0,1830963450901.9026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189852523048.76282,0.0,0.0,0.0,-1252966746658.2256,1.1085691278491819e-17,-43550.30658675632,1.1085691278491817e-25,-0.00043550306586756315,1.7179263205078137e+23,1.416029356564189e+24,0.0,1.0189449285322845e+24,171792632050.78134,1416029356564.1887,0.0,1130374344697.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830963450901.9026,171792632050.781,1416029356564.186,0.0,552377640453.8263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1252966746658.2256,0.0,0.0,0.0,0.0,17536909.242370408,345982.19248336816,4.407464093200811e-65,769938881769.0189,0.0,0.0,0.0,0.0,3.7170809881918916,33983566.317717135,4.329114243827896e-63,1848934157394.9192,0.0,0.0,0.0,0.0,171801270930.77402,1416085781024.5945,62589837.95057231,552379756614.6189
0.06,-1,-1,1,-43532.7394629742,0.0,-0.0004353273946297419,0.0,1.717926122508767e+23,1.4160293498608317e+24,0.0,1.0179565883098973e+24,171792612250.87668,1416029349860.8313,0.0,1129277921917.4893,0.0,0.0,0.0,767297840797.7625,0.0,0.0,0.0,0.0,171792612250.87622,1416029349860.8293,0.0,552377634422.8739,0.0,0.0,0.0,-190397553303.14496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-640725036939209.5,0.0,0.0,0.0,-710.7932170629501,0.0,0.0,0.0,-767297840797.7625,0.0,0.0,0.0,1831487676752.6372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190397553303.14496,0.0,0.0,0.0,-1254587389968.8123,1.1085691278491819e-17,-43532.7394629722,1.1085691278491817e-25,-0.0004353273946297219,1.717926122508767e+23,1.4160293498608317e+24,0.0,1.0179565876691723e+24,171792612250.87668,1416029349860.8313,0.0,1129277921206.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831487676752.6372,171792612250.87622,1416029349860.8293,0.0,552377634422.8739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1254587389968.8123,0.0,0.0,0.0,0.0,17547664.654975805,346016.7450106656,4.407904253537869e-65,769393529876.5392,0.0,0.0,0.0,0.0,3.7718329653752085,33983355.17030497,4.3290873451402687e-63,1849481671537.5051,0.0,0.0,0.0,0.0,171801270930.77332,1416085781024.5935,62589837.95057229,552379756614.6174
0.08,-1,-1,1,-43515.010363394205,0.0,-0.000435150103633942,0.0,1.717925922546653e+23,1.4160293431024943e+24,0.0,1.0169591312575615e+24,171792592254.66525,1416029343102.494,0.0,1128171385312.4912,0.0,0.0,0.0,766741576780.6837,0.0,0.0,0.0,0.0,171792592254.6649,1416029343102.4924,0.0,552377628334.6227,0.0,0.0,0.0,-190947819802.8138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-639198138346906.9,0.0,0.0,0.0,-709.0993404388428,0.0,0.0,0.0,-766741576780.6837,0.0,0.0,0.0,1832014516860.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190947819802.8138,0.0,0.0,0.0,-1256220760591.2974,9.8235138301382e-18,-43515.0103633922,9.823513830138198e-26,-0.0004351501036339219,1.717925922546653e+23,1.4160293431024943e+24,0.0,1.0169591306183636e+24,171792592254.66525,1416029343102.494,0.0,1128171384603.3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832014516860.069,171792592254.6649,1416029343102.4924,0.0,552377628334.6227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1256220760591.2974,0.0,0.0,0.0,0.0,17558515.020992927,346051.52911673253,4.408347363956685e-65,768843363414.6765,0.0,0.0,0.0,0.0,3.8284532270303093,33983142.607735485,4.3290602661698666e-63,1850031982824.3242,0.0,0.0,0.0,0.0,171801270930.77356,1416085781024.594,62589837.95057231,552379756614.6182
0.1,-1,-1,1,-43497.11525722255,0.0,-0.0004349711525722254,0.0,1.7179257205720028e+23,1.4160293362878012e+24,0.0,1.015952334513048e+24,171792572057.20023,1416029336287.8008,0.0,1127054487648.5889,0.0,0.0,0.0,766180318262.2201,0.0,0.0,0.0,0.0,171792572057.19983,1416029336287.7979,0.0,552377622187.6459,0.0,0.0,0.0,-191503452801.27426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-637706295087483.1,0.0,0.0,0.0,-707.4443527162075,0.0,0.0,0.0,-766180318262.2201,0.0,0.0,0.0,1832544041714.3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191503452801.27426,0.0,0.0,0.0,-1257867176960.8843,1.1085691278491819e-17,-43497.1152572207,1.1085691278491817e-25,-0.0004349711525722069,1.7179257205720028e+23,1.4160293362878012e+24,0.0,1.0159523338753427e+24,171792572057.20023,1416029336287.8008,0.0,1127054486941.1455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832544041714.3845,171792572057.19983,1416029336287.7979,0.0,552377622187.6459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1257867176960.8843,0.0,0.0,0.0,0.0,17569462.714958385,346086.55100859154,4.408793503541875e-65,768288261928.9547,0.0,0.0,0.0,0.0,3.8870402207675108,33982928.59207833,4.329033002083729e-63,1850585166320.334,0.0,0.0,0.0,0.0,171801270930.77383,1416085781024.595,62589837.95057231,552379756614.6189
0.12,-1,-1,1,-43479.0499338198,0.0,-0.0004347904993381979,0.0,1.7179255165332668e+23,1.416029329415297e+24,0.0,1.0149359611817586e+24,171792551653.32663,1416029329415.2966,0.0,1125926966124.9485,0.0,0.0,0.0,765613938263.533,0.0,0.0,0.0,0.0,171792551653.32617,1416029329415.295,0.0,552377615980.4507,0.0,0.0,0.0,-192064588119.03412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-636218728345218.4,0.0,0.0,0.0,-705.7941091805696,0.0,0.0,0.0,-765613938263.533,0.0,0.0,0.0,1833076324678.1836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192064588119.03412,0.0,0.0,0.0,-1259526975239.4802,9.8235138301382e-18,-43479.04993381778,9.823513830138198e-26,-0.0004347904993381778,1.7179255165332668e+23,1.416029329415297e+24,0.0,1.014935960545539e+24,171792551653.32663,1416029329415.2966,0.0,1125926965419.1536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833076324678.1836,171792551653.32617,1416029329415.295,0.0,552377615980.4507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1259526975239.4802,0.0,0.0,0.0,0.0,17580510.210642688,346121.81812317966,4.409242767040682e-65,767728099946.7546,0.0,0.0,0.0,0.0,3.947699777678532,33982713.07788705,4.329005547091772e-63,1851141300217.9382,0.0,0.0,0.0,0.0,171801270930.77356,1416085781024.5933,62589837.95057227,552379756614.6183
0.14,-1,-1,1,-43460.810000000616,0.0,-0.0004346081000000061,0.0,1.7179253103766888e+23,1.4160293224834673e+24,0.0,1.013909764098907e+24,171792531037.66882,1416029322483.467,0.0,1124788546547.4255,0.0,0.0,0.0,765042304369.4607,0.0,0.0,0.0,0.0,171792531037.66824,1416029322483.4653,0.0,552377609711.4797,0.0,0.0,0.0,-192631367533.51306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-634740867432643.1,0.0,0.0,0.0,-704.1546328812838,0.0,0.0,0.0,-765042304369.4607,0.0,0.0,0.0,1833611442271.1624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192631367533.51306,0.0,0.0,0.0,-1261200506139.3687,1.1085691278491819e-17,-43460.809999998586,1.1085691278491817e-25,-0.0004346080999999858,1.7179253103766888e+23,1.4160293224834673e+24,0.0,1.013909763464166e+24,171792531037.66882,1416029322483.467,0.0,1124788545843.2708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833611442271.1624,171792531037.66824,1416029322483.4653,0.0,552377609711.4797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1261200506139.3687,0.0,0.0,0.0,0.0,17591660.088309858,346157.33836682374,4.409695255173461e-65,767162746624.6388,0.0,0.0,0.0,0.0,4.010545982507594,33982496.01684639,4.32897789503884e-63,1851700466076.1626,0.0,0.0,0.0,0.0,171801270930.77332,1416085781024.5933,62589837.95057228,552379756614.6176
0.16,-1,-1,1,-43442.390868469505,0.0,-0.000434423908684695,0.0,1.7179251020461604e+23,1.4160293154907194e+24,0.0,1.012873485178914e+24,171792510204.616,1416029315490.719,0.0,1123638942606.81,0.0,0.0,0.0,764465278386.0322,0.0,0.0,0.0,0.0,171792510204.61545,1416029315490.7168,0.0,552377603379.1038,0.0,0.0,0.0,-193203939158.32404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-633220412461820.2,0.0,0.0,0.0,-702.4679045379162,0.0,0.0,0.0,-764465278386.0322,0.0,0.0,0.0,1834149474371.9563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193203939158.32404,0.0,0.0,0.0,-1262888135846.7156,8.561297863185693e-18,-43442.390868467475,8.561297863185692e-26,-0.00043442390868467473,1.7179251020461604e+23,1.4160293154907194e+24,0.0,1.012873484545693e+24,171792510204.616,1416029315490.719,0.0,1123638941904.3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1834149474371.9563,171792510204.61545,1416029315490.7168,0.0,552377603379.1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1262888135846.7156,0.0,0.0,0.0,0.0,17602915.041657645,346193.1201051519,4.410151074505319e-65,766592065409.9689,0.0,0.0,0.0,0.0,4.075701976984807,33982277.357835226,4.3289500394126276e-63,1852262749035.8628,0.0,0.0,0.0,0.0,171801270930.77338,1416085781024.5935,62589837.95057231,552379756614.6178
