sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:p,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:p,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:p,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:p,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:p,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:p,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-49423.1157095883,0.0,-0.000494231157095883,0.0,0.0,1.8310547209109125e+23,1.4160464030506227e+24,1.420844832198552e+24,0.0,183105472091.09122,1416046403050.6223,1485596376753.4155,0.0,0.0,0.0,1306319485265.707,0.0,0.0,0.0,0.0,0.0,183105472091.09103,1416046403050.613,534478883340.8055,0.0,0.0,0.0,-355201991853.09644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12858947227.475155,0.0,0.0,0.0,-0.013444962445646524,0.0,0.0,0.0,-1306319485265.707,0.0,0.0,0.0,1040645615758.9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,355201991853.09644,0.0,0.0,0.0,-89528122346.36482,1.1914303377764983e-17,-49423.11570958613,1.1914303377764982e-25,-0.0004942311570958612,0.0,1.8310547209109125e+23,1.4160464030506227e+24,1.4208448321985389e+24,0.0,183105472091.09122,1416046403050.6223,1485596376753.4019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040645615758.9603,0.0,183105472091.09103,1416046403050.613,534478883340.8055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-89528122346.36482,0.0,0.0,0.0,0.0,2.6470054403551e-64,9253793.7224433,2078013.685893333,1328113472458.7651,0.0,0.0,0.0,0.0,1.0127812664083952e-63,587783.1086114863,7950402.427618266,1040844811518.7496,0.0,0.0,0.0,0.0,62589837.950572304,183116668943.1691,1416085781024.5928,534479060528.8281
0.02,-1,-1,1,-49398.4806211623,0.0,-0.0004939848062116229,0.0,0.0,1.83105472733763e+23,1.4160462632884256e+24,1.419374369078437e+24,0.0,183105472733.76297,1416046263288.4253,1484058900856.0566,0.0,0.0,0.0,1306524449274.0017,0.0,0.0,0.0,0.0,0.0,183105472733.76273,1416046263288.4163,534478881440.95404,0.0,0.0,0.0,-356944429858.9015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5105268320659358e+16,0.0,0.0,0.0,15793.65415457543,0.0,0.0,0.0,-1306524449274.0017,0.0,0.0,0.0,1039969157248.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356944429858.9015,0.0,0.0,0.0,-90389122039.40471,1.1914303377764983e-17,-49398.480621160015,1.1914303377764982e-25,-0.0004939848062116,0.0,1.83105472733763e+23,1.4160462632884256e+24,1.419374384183705e+24,0.0,183105472733.76297,1416046263288.4253,1484058916649.7102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039969157248.16,0.0,183105472733.76273,1416046263288.4163,534478881440.95404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90389122039.40471,0.0,0.0,0.0,0.0,2.672871301130596e-64,9231558.54708954,2098319.5931524034,1328425404059.3235,0.0,0.0,0.0,0.0,1.0119190710663173e-63,587560.9640387214,7943633.816679935,1040170357794.0164,0.0,0.0,0.0,0.0,62589837.950572275,183116668943.16858,1416085781024.5906,534479060528.82684
0.04,-1,-1,1,-49373.55188964046,0.0,-0.0004937355188964045,0.0,0.0,1.831054733795117e+23,1.41604612220595e+24,1.4178863691136074e+24,0.0,183105473379.51166,1416046122205.9497,1482503088914.9736,0.0,0.0,0.0,1306730146917.9321,0.0,0.0,0.0,0.0,0.0,183105473379.51138,1416046122205.9404,534478879510.0078,0.0,0.0,0.0,-358705937512.9666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.077059677557775e+16,0.0,0.0,0.0,42628.61747834319,0.0,0.0,0.0,-1306730146917.9321,0.0,0.0,0.0,1039286561903.7487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358705937512.9666,0.0,0.0,0.0,-91262309870.16626,1.1914303377764983e-17,-49373.551889638235,1.1914303377764982e-25,-0.0004937355188963823,0.0,1.831054733795117e+23,1.41604612220595e+24,1.417886409884205e+24,0.0,183105473379.51166,1416046122205.9497,1482503131543.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039286561903.7487,0.0,183105473379.51138,1416046122205.9404,534478879510.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91262309870.16626,0.0,0.0,0.0,0.0,2.6992147490737064e-64,9209187.840248693,2119000.4192526955,1328739239713.3108,0.0,0.0,0.0,0.0,1.0110409561523025e-63,587334.8448233479,7936740.23302209,1039489795645.0077,0.0,0.0,0.0,0.0,62589837.950572275,183116668943.16916,1416085781024.5916,534479060528.82837
0.06,-1,-1,1,-49348.3216505609,0.0,-0.0004934832165056089,0.0,0.0,1.8310547402814368e+23,1.4160459797705434e+24,1.416380307471528e+24,0.0,183105474028.14365,1416045979770.543,1480928392179.667,0.0,0.0,0.0,1306936588801.3699,0.0,0.0,0.0,0.0,0.0,183105474028.14337,1416045979770.5347,534478877547.0334,0.0,0.0,0.0,-360487074168.73737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.407032079941158e+17,0.0,0.0,0.0,147115.41419353988,0.0,0.0,0.0,-1306936588801.3699,0.0,0.0,0.0,1038597683797.6562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360487074168.73737,0.0,0.0,0.0,-92148022049.60968,9.389948481057745e-18,-49348.3216505588,9.389948481057744e-26,-0.0004934832165055879,0.0,1.8310547402814368e+23,1.4160459797705434e+24,1.4163804481747363e+24,0.0,183105474028.14365,1416045979770.543,1480928539295.0818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038597683797.6562,0.0,183105474028.14337,1416045979770.5347,534478877547.0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92148022049.60968,0.0,0.0,0.0,0.0,2.7260469631516003e-64,9186678.436909769,2140064.939190329,1329055024356.8655,0.0,0.0,0.0,0.0,1.0101465490341202e-63,587104.5706692113,7929718.751643833,1038802979926.8745,0.0,0.0,0.0,0.0,62589837.950572275,183116668943.16943,1416085781024.5928,534479060528.8284
0.08,-1,-1,1,-49322.78178857132,0.0,-0.0004932278178857131,0.0,0.0,1.8310547467997003e+23,1.4160458359473395e+24,1.4148558460886855e+24,0.0,183105474679.97,1416045835947.339,1479334457180.2014,0.0,0.0,0.0,1307143805612.6838,0.0,0.0,0.0,0.0,0.0,183105474679.9698,1416045835947.3296,534478875551.19104,0.0,0.0,0.0,-362288223983.67456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4661240974645194e+17,0.0,0.0,0.0,153293.91343134316,0.0,0.0,0.0,-1307143805612.6838,0.0,0.0,0.0,1037902354682.1659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362288223983.67456,0.0,0.0,0.0,-93046619759.243,1.0652125929411364e-17,-49322.781788569286,1.0652125929411363e-25,-0.0004932278178856928,0.0,1.8310547467997003e+23,1.4160458359473395e+24,1.4148559927010942e+24,0.0,183105474679.97,1416045835947.339,1479334610474.1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037902354682.1659,0.0,183105474679.9698,1416045835947.3296,534478875551.19104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93046619759.243,0.0,0.0,0.0,0.0,2.7533792168771912e-64,9164026.503911885,2161522.002290327,1329372812256.1892,0.0,0.0,0.0,0.0,1.009235473928009e-63,586869.958441072,7922566.422767387,1038109743233.0886,0.0,0.0,0.0,0.0,62589837.9505723,183116668943.16916,1416085781024.5918,534479060528.8281
0.1,-1,-1,1,-49296.92362725635,0.0,-0.0004929692362725635,0.0,0.0,1.8310547533471397e+23,1.4160456907010914e+24,1.4133123849741672e+24,0.0,183105475334.71393,1416045690701.091,1477720656582.5386,0.0,0.0,0.0,1307351805933.2456,0.0,0.0,0.0,0.0,0.0,183105475334.7137,1416045690701.0823,534478873521.44885,0.0,0.0,0.0,-364110022872.1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5289275877288544e+17,0.0,0.0,0.0,159860.4740768005,0.0,0.0,0.0,-1307351805933.2456,0.0,0.0,0.0,1037200418686.9542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364110022872.1566,0.0,0.0,0.0,-93958475765.3916,1.0652125929411364e-17,-49296.92362725414,1.0652125929411363e-25,-0.0004929692362725412,0.0,1.8310547533471397e+23,1.4160456907010914e+24,1.4133125378669263e+24,0.0,183105475334.71393,1416045690701.091,1477720816443.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037200418686.9542,0.0,183105475334.7137,1416045690701.0823,534478873521.44885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93958475765.3916,0.0,0.0,0.0,0.0,2.7812224082104265e-64,9141228.69209951,2183380.162996683,1329692651025.2825,0.0,0.0,0.0,0.0,1.00830736756865e-63,586630.805041698,7915280.3949077595,1037409930561.3221,0.0,0.0,0.0,0.0,62589837.95057228,183116668943.1688,1416085781024.5916,534479060528.82764
0.12,-1,-1,1,-49270.7380986342,0.0,-0.000492707380986342,0.0,0.0,1.8310547599229655e+23,1.4160455439947353e+24,1.4117493828299048e+24,0.0,183105475992.2965,1416045543994.735,1476086424420.2686,0.0,0.0,0.0,1307560606623.9648,0.0,0.0,0.0,0.0,0.0,183105475992.29626,1416045543994.7253,534478871456.78125,0.0,0.0,0.0,-365953053660.47784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5957142607381683e+17,0.0,0.0,0.0,166843.50538251502,0.0,0.0,0.0,-1307560606623.9648,0.0,0.0,0.0,1036491706799.7938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365953053660.47784,0.0,0.0,0.0,-94883986992.80096,9.389948481057745e-18,-49270.738098632064,9.389948481057744e-26,-0.0004927073809863206,0.0,1.8310547599229655e+23,1.4160455439947353e+24,1.411749542401332e+24,0.0,183105475992.2965,1416045543994.735,1476086591263.7751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1036491706799.7938,0.0,183105475992.29626,1416045543994.7253,534478871456.78125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94883986992.80096,0.0,0.0,0.0,0.0,2.8095871931362264e-64,9118281.295551592,2205647.785476429,1330014593299.2288,0.0,0.0,0.0,0.0,1.007361874756549e-63,586386.8968625697,7907857.880004579,1036703373823.337,0.0,0.0,0.0,0.0,62589837.950572275,183116668943.1696,1416085781024.5923,534479060528.8287
0.14,-1,-1,1,-49244.21565090033,0.0,-0.0004924421565090033,0.0,0.0,1.831054766526233e+23,1.416045395789666e+24,1.410166269475776e+24,0.0,183105476652.62326,1416045395789.6655,1474431164528.698,0.0,0.0,0.0,1307770224721.637,0.0,0.0,0.0,0.0,0.0,183105476652.62302,1416045395789.6565,534478869356.1058,0.0,0.0,0.0,-367817929549.04614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6667771559196646e+17,0.0,0.0,0.0,174273.64674706385,0.0,0.0,0.0,-1307770224721.637,0.0,0.0,0.0,1035776043216.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367817929549.04614,0.0,0.0,0.0,-95823573770.07079,1.1914303377764983e-17,-49244.21565089806,1.1914303377764982e-25,-0.0004924421565089806,0.0,1.831054766526233e+23,1.416045395789666e+24,1.410166436153492e+24,0.0,183105476652.62326,1416045395789.6655,1474431338802.345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035776043216.309,0.0,183105476652.62302,1416045395789.6565,534478869356.1058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95823573770.07079,0.0,0.0,0.0,0.0,2.8384837570262204e-64,9095180.466240672,2228332.8638641117,1330338693754.1362,0.0,0.0,0.0,0.0,1.006398655979327e-63,586138.0061059827,7900296.213340649,1035989898192.9523,0.0,0.0,0.0,0.0,62589837.950572275,183116668943.16934,1416085781024.5916,534479060528.82837
0.16,-1,-1,1,-49217.346205373826,0.0,-0.0004921734620537382,0.0,0.0,1.831054773155881e+23,1.4160452460456696e+24,1.40856244327959e+24,0.0,183105477315.58804,1416045246045.6692,1472754247857.7131,0.0,0.0,0.0,1307980677356.0195,0.0,0.0,0.0,0.0,0.0,183105477315.5877,1416045246045.662,534478867218.2894,0.0,0.0,0.0,-369705296716.5969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7424321305812608e+17,0.0,0.0,0.0,182183.92334403237,0.0,0.0,0.0,-1307980677356.0195,0.0,0.0,0.0,1035053245035.901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369705296716.5969,0.0,0.0,0.0,-96777682212.55457,1.0652125929411364e-17,-49217.346205371534,1.0652125929411363e-25,-0.0004921734620537152,0.0,1.831054773155881e+23,1.4160452460456696e+24,1.408562617522803e+24,0.0,183105477315.58804,1416045246045.6692,1472754430041.6367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035053245035.901,0.0,183105477315.5877,1416045246045.662,534478867218.2894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-96777682212.55457,0.0,0.0,0.0,0.0,2.867921617808853e-64,9071922.208855927,2251442.8675789367,1330665009184.2346,0.0,0.0,0.0,0.0,1.0054173939727087e-63,585883.8893564268,7892592.9051025305,1035269321807.4292,0.0,0.0,0.0,0.0,62589837.950572275,183116668943.16898,1416085781024.592,534479060528.82794
