sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-51211.640539052256,0.0,-0.0005121164053905224,0.0,1.6034391156512798e+23,1.4160507186603575e+24,0.0,1.3748307376912669e+24,160343911565.12793,1416050718660.3572,0.0,1619984561303.9194,0.0,0.0,0.0,1342766979394.9224,0.0,0.0,0.0,0.0,160343911565.1277,1416050718660.3594,0.0,570489782229.7382,0.0,0.0,0.0,-293272200320.7411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98955587150921.39,0.0,0.0,0.0,-116.60091605782509,0.0,0.0,0.0,-1342766979394.9224,0.0,0.0,0.0,1139694048714.5059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293272200320.7411,0.0,0.0,0.0,-90199269756.92677,9.000140260313769e-18,-51211.64053904995,9.000140260313767e-26,-0.0005121164053904993,1.6034391156512798e+23,1.4160507186603575e+24,0.0,1.3748307375923113e+24,160343911565.12793,1416050718660.3572,0.0,1619984561187.3186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139694048714.5059,160343911565.1277,1416050718660.3594,0.0,570489782229.7382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90199269756.92677,0.0,0.0,0.0,0.0,13709718.00187068,16.271038661612618,2.0724897083277204e-69,1360756811815.149,0.0,0.0,0.0,0.0,55123.20618760322,8643064.507583644,1.1010140885063607e-63,1139894641620.9402,0.0,0.0,0.0,0.0,160353445000.08847,1416085781024.5955,62589837.95057229,570489950582.5059
0.02,-1,-1,1,-51195.24750735503,0.0,-0.0005119524750735502,0.0,1.6034390722373937e+23,1.416050547616531e+24,0.0,1.373962410334131e+24,160343907223.73932,1416050547616.5308,0.0,1618961397597.9058,0.0,0.0,0.0,1342922801325.4094,0.0,0.0,0.0,0.0,160343907223.73904,1416050547616.5315,0.0,570489780973.5184,0.0,0.0,0.0,-294451184701.0224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589290444399922e+17,0.0,0.0,0.0,187268.57879823446,0.0,0.0,0.0,-1342922801325.4094,0.0,0.0,0.0,1139078842107.6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294451184701.0224,0.0,0.0,0.0,-90607038214.63783,9.000140260313769e-18,-51195.247507352724,9.000140260313767e-26,-0.0005119524750735272,1.6034390722373937e+23,1.416050547616531e+24,0.0,1.3739625692631768e+24,160343907223.73932,1416050547616.5308,0.0,1618961584866.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139078842107.6045,160343907223.73904,1416050547616.5315,0.0,570489780973.5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90607038214.63783,0.0,0.0,0.0,0.0,13676254.252902647,16.5537896545863,2.1085096269470223e-69,1360985043338.3103,0.0,0.0,0.0,0.0,57323.683260295154,8643064.413333977,1.1010140764997215e-63,1139280378955.839,0.0,0.0,0.0,0.0,160353445000.08893,1416085781024.5972,62589837.95057228,570489950582.5074
0.04,-1,-1,1,-51178.613946952944,0.0,-0.0005117861394695293,0.0,1.6034390294050905e+23,1.4160503746639684e+24,0.0,1.3730815227726463e+24,160343902940.509,1416050374663.968,0.0,1617923434006.6594,0.0,0.0,0.0,1343080935443.6702,0.0,0.0,0.0,0.0,160343902940.50876,1416050374663.967,0.0,570489779695.8309,0.0,0.0,0.0,-295647281132.8411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1660936017177853e+17,0.0,0.0,0.0,137402.6329226792,0.0,0.0,0.0,-1343080935443.6702,0.0,0.0,0.0,1138452772911.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295647281132.8411,0.0,0.0,0.0,-91018981197.93355,7.73796281196015e-18,-51178.61394695037,7.737962811960148e-26,-0.0005117861394695036,1.6034390294050905e+23,1.4160503746639684e+24,0.0,1.373081639382005e+24,160343902940.509,1416050374663.968,0.0,1617923571409.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138452772911.395,160343902940.50876,1416050374663.967,0.0,570489779695.8309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91018981197.93355,0.0,0.0,0.0,0.0,13642300.1768745,16.847123757046187,2.1458785741598722e-69,1361216638005.255,0.0,0.0,0.0,0.0,59560.035807555105,8643064.315556627,1.1010140640434056e-63,1138655263356.9229,0.0,0.0,0.0,0.0,160353445000.08862,1416085781024.5972,62589837.95057232,570489950582.5062
0.06,-1,-1,1,-51161.73662082221,0.0,-0.000511617366208222,0.0,1.6034389871242617e+23,1.4160501997667124e+24,0.0,1.3721877022730107e+24,160343898712.42612,1416050199766.712,0.0,1616870231332.1116,0.0,0.0,0.0,1343241339999.371,0.0,0.0,0.0,0.0,160343898712.42587,1416050199766.7095,0.0,570489778396.1014,0.0,0.0,0.0,-296860887063.3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.940632876812344e+16,0.0,0.0,0.0,117132.03195521235,0.0,0.0,0.0,-1343241339999.371,0.0,0.0,0.0,1137815798904.5725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296860887063.3611,0.0,0.0,0.0,-91435228836.53052,1.1524495157021007e-17,-51161.736620819844,1.1524495157021005e-25,-0.0005116173662081983,1.6034389871242617e+23,1.4160501997667124e+24,0.0,1.3721878016793394e+24,160343898712.42612,1416050199766.712,0.0,1616870348464.1436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137815798904.5725,160343898712.42587,1416050199766.7095,0.0,570489778396.1014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91435228836.53052,0.0,0.0,0.0,0.0,13607858.582426267,17.15162378214254,2.184670841870329e-69,1361451578456.355,0.0,0.0,0.0,0.0,61831.901584261774,8643064.214057362,1.1010140511126505e-63,1138019252906.6255,0.0,0.0,0.0,0.0,160353445000.08893,1416085781024.5974,62589837.95057231,570489950582.5073
0.08,-1,-1,1,-51144.61141592415,0.0,-0.0005114461141592414,0.0,1.603438945380006e+23,1.4160500228819283e+24,0.0,1.3712807473429348e+24,160343894538.00055,1416050022881.928,0.0,1615801552152.7466,0.0,0.0,0.0,1343404013928.886,0.0,0.0,0.0,0.0,160343894538.0003,1416050022881.9255,0.0,570489777073.852,0.0,0.0,0.0,-298092238849.99335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.894366392189482e+16,0.0,0.0,0.0,104803.71032527089,0.0,0.0,0.0,-1343404013928.886,0.0,0.0,0.0,1137167792565.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298092238849.99335,0.0,0.0,0.0,-91855912682.96416,1.0262317708667388e-17,-51144.61141592176,1.0262317708667386e-25,-0.0005114461141592175,1.603438945380006e+23,1.4160500228819283e+24,0.0,1.3712808362865986e+24,160343894538.00055,1416050022881.928,0.0,1615801656956.457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137167792565.568,160343894538.0003,1416050022881.9255,0.0,570489777073.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-91855912682.96416,0.0,0.0,0.0,0.0,13572928.143139834,17.467925746699333,2.224967527947332e-69,1361689878136.5676,0.0,0.0,0.0,0.0,64138.16794003313,8643064.108624099,1.1010140376804228e-63,1137372220390.3564,0.0,0.0,0.0,0.0,160353445000.08887,1416085781024.5955,62589837.95057229,570489950582.5066
0.1,-1,-1,1,-51127.23409276932,0.0,-0.0005112723409276932,0.0,1.6034389041556434e+23,1.416049843965289e+24,0.0,1.3703604384566484e+24,160343890415.5643,1416049843965.2886,0.0,1614717137797.916,0.0,0.0,0.0,1343568953968.2239,0.0,0.0,0.0,0.0,160343890415.56403,1416049843965.2847,0.0,570489775728.586,0.0,0.0,0.0,-299341591898.89453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.959456797786605e+16,0.0,0.0,0.0,93787.52434960008,0.0,0.0,0.0,-1343568953968.2239,0.0,0.0,0.0,1136508626591.5522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299341591898.89453,0.0,0.0,0.0,-92281170734.69788,7.73796281196015e-18,-51127.234092766965,7.737962811960148e-26,-0.0005112723409276696,1.6034389041556434e+23,1.416049843965289e+24,0.0,1.3703605180512158e+24,160343890415.5643,1416049843965.2886,0.0,1614717231585.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1136508626591.5522,160343890415.56403,1416049843965.2847,0.0,570489775728.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92281170734.69788,0.0,0.0,0.0,0.0,13537507.628450045,17.79671402503804,2.266855966303217e-69,1361931549462.931,0.0,0.0,0.0,0.0,66477.83204168054,8643063.999028817,1.1010140237176124e-63,1136714038826.2107,0.0,0.0,0.0,0.0,160353445000.08932,1416085781024.5974,62589837.95057229,570489950582.508
0.12,-1,-1,1,-51109.600235022226,0.0,-0.0005110960023502222,0.0,1.6034388634333304e+23,1.416049662970588e+24,0.0,1.36942654181706e+24,160343886343.333,1416049662970.588,0.0,1613616712780.85,0.0,0.0,0.0,1343736156265.8708,0.0,0.0,0.0,0.0,160343886343.33276,1416049662970.5835,0.0,570489774359.7734,0.0,0.0,0.0,-300609217844.7937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.125366864827449e+16,0.0,0.0,0.0,83959.31221345067,0.0,0.0,0.0,-1343736156265.8708,0.0,0.0,0.0,1135838169937.5598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300609217844.7937,0.0,0.0,0.0,-92711147557.16936,1.0262317708667388e-17,-51109.60023501991,1.0262317708667386e-25,-0.0005110960023501991,1.6034388634333304e+23,1.416049662970588e+24,0.0,1.3694266130707303e+24,160343886343.333,1416049662970.588,0.0,1613616796740.1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135838169937.5598,160343886343.33276,1416049662970.5835,0.0,570489774359.7734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92711147557.16936,0.0,0.0,0.0,0.0,13501595.70387633,18.13872654895034,2.310430415824723e-69,1362176605264.4067,0.0,0.0,0.0,0.0,68849.98205976556,8643063.885025436,1.1010140091927946e-63,1136044577504.4285,0.0,0.0,0.0,0.0,160353445000.08896,1416085781024.5955,62589837.95057229,570489950582.5074
0.14,-1,-1,1,-51091.7055378716,0.0,-0.0005109170553787159,0.0,1.6034388231861146e+23,1.4160494798521997e+24,0.0,1.368478699562242e+24,160343882318.61142,1416049479852.1992,0.0,1612499855427.2424,0.0,0.0,0.0,1343905595521.3374,0.0,0.0,0.0,0.0,160343882318.6111,1416049479852.1943,0.0,570489772966.7866,0.0,0.0,0.0,-301895513060.88153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1035097131771616e+17,0.0,0.0,0.0,247859.83950448036,0.0,0.0,0.0,-1343905595521.3374,0.0,0.0,0.0,1135156326712.2673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301895513060.88153,0.0,0.0,0.0,-93145996391.97173,1.0262317708667388e-17,-51091.705537869304,1.0262317708667386e-25,-0.000510917055378693,1.6034388231861146e+23,1.4160494798521997e+24,0.0,1.368478909913213e+24,160343882318.61142,1416049479852.1992,0.0,1612500103287.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135156326712.2673,160343882318.6111,1416049479852.1943,0.0,570489772966.7866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93145996391.97173,0.0,0.0,0.0,0.0,13465192.78362319,18.49475556112697,2.3557921365164956e-69,1362425044579.2898,0.0,0.0,0.0,0.0,71254.28807534721,8643063.766349928,1.1010139940722207e-63,1135363740887.714,0.0,0.0,0.0,0.0,160353445000.0889,1416085781024.5972,62589837.950572304,570489950582.5076
0.16,-1,-1,1,-51073.54442076515,0.0,-0.0005107354442076515,0.0,1.603438783412689e+23,1.4160492945536767e+24,0.0,1.367516887243743e+24,160343878341.26886,1416049294553.6763,0.0,1611366536929.0999,0.0,0.0,0.0,1344077315804.4526,0.0,0.0,0.0,0.0,160343878341.2686,1416049294553.6697,0.0,570489771549.2139,0.0,0.0,0.0,-303200550424.5681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9128041211495232e+17,0.0,0.0,0.0,225388.7013221979,0.0,0.0,0.0,-1344077315804.4526,0.0,0.0,0.0,1134462862401.5884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303200550424.5681,0.0,0.0,0.0,-93585871633.00249,1.0262317708667388e-17,-51073.54442076319,1.0262317708667386e-25,-0.0005107354442076317,1.603438783412689e+23,1.4160492945536767e+24,0.0,1.3675170785241542e+24,160343878341.26886,1416049294553.6763,0.0,1611366762317.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134462862401.5884,160343878341.2686,1416049294553.6697,0.0,570489771549.2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-93585871633.00249,0.0,0.0,0.0,0.0,13428292.733648501,18.865676630454416,2.40305301738314e-69,1362676915965.4636,0.0,0.0,0.0,0.0,73688.94118550145,8643063.642710444,1.101013978318594e-63,1134671294819.716,0.0,0.0,0.0,0.0,160353445000.08878,1416085781024.5962,62589837.95057228,570489950582.5065
