sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-45688.236416843974,0.0,-0.0004568823641684397,0.0,1.0998039854159891e+24,1.6391743992907435e+23,1.4160489493103434e+24,0.0,1271669032678.7952,163917439929.0743,1416048949310.343,0.0,1606902352964.6384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834505334.021,163917439929.07404,1416048949310.3345,0.0,-900067825619.8641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93548655043.16516,0.0,0.0,0.0,0.10816739095753292,0.0,0.0,0.0,-1606902352964.6384,0.0,0.0,0.0,833409552881.2332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900067825619.8641,0.0,0.0,0.0,-126575025536.35045,0.0,0.0,0.0,1.0125422608220343e-17,-45688.23641684202,1.0125422608220342e-25,-0.0004568823641684201,1.0998039854160833e+24,1.6391743992907435e+23,1.4160489493103434e+24,0.0,1271669032678.904,163917439929.0743,1416048949310.343,0.0,0.0,0.0,0.0,0.0,833409552881.2332,0.0,0.0,0.0,564834505334.021,163917439929.07404,1416048949310.3345,0.0,0.0,0.0,0.0,0.0,-126575025536.35045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1653799580055.5862,17002772.304018013,4673938.72577895,5.9540677791598365e-64,0.0,0.0,0.0,0.0,833812791905.8052,597364.0410894585,5411620.167305066,6.893680623977415e-64,0.0,0.0,0.0,0.0,564835102028.6,163927991027.82727,1416085781024.5952,62589837.9505723
0.02,-1,-1,1,-45668.30594147544,0.0,-0.0004566830594147543,0.0,1.0987282610377015e+24,1.639174395846091e+23,1.416048796343481e+24,0.0,1270425206144.5164,163917439584.60907,1416048796343.4805,0.0,1607165933898.5493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834502371.8242,163917439584.60883,1416048796343.4724,0.0,-901575230125.8579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6605532553171278e+16,0.0,0.0,0.0,19200.459171840863,0.0,0.0,0.0,-1607165933898.5493,0.0,0.0,0.0,832902066382.2727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,901575230125.8579,0.0,0.0,0.0,-127311343409.12157,0.0,0.0,0.0,7.601067711513105e-18,-45668.30594147323,7.601067711513104e-26,-0.0004566830594147322,1.0987282776432341e+24,1.639174395846091e+23,1.416048796343481e+24,0.0,1270425225344.9756,163917439584.60907,1416048796343.4805,0.0,0.0,0.0,0.0,0.0,832902066382.2727,0.0,0.0,0.0,564834502371.8242,163917439584.60883,1416048796343.4724,0.0,0.0,0.0,0.0,0.0,-127311343409.12157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654141779119.098,16958295.510963447,4678549.685645782,5.9599402680319905e-64,0.0,0.0,0.0,0.0,833307687758.5854,596630.2254773448,5410697.976090207,6.892506126202925e-64,0.0,0.0,0.0,0.0,564835102028.5999,163927991027.8273,1416085781024.5945,62589837.950572275
0.04,-1,-1,1,-45648.16579838167,0.0,-0.00045648165798381664,0.0,1.0976411987366821e+24,1.6391743923653533e+23,1.416048642020528e+24,0.0,1269168269923.944,163917439236.5353,1416048642020.5276,0.0,1607430568323.1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834499374.5076,163917439236.5351,1416048642020.52,0.0,-903096797773.6674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.659666596728704e+16,0.0,0.0,0.0,65440.958950737084,0.0,0.0,0.0,-1607430568323.1035,0.0,0.0,0.0,832390275858.3173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903096797773.6674,0.0,0.0,0.0,-128056439867.92226,0.0,0.0,0.0,8.863245159866724e-18,-45648.16579837947,8.863245159866723e-26,-0.00045648165798379463,1.0976412553333481e+24,1.6391743923653533e+23,1.416048642020528e+24,0.0,1269168335364.9033,163917439236.5353,1416048642020.5276,0.0,0.0,0.0,0.0,0.0,832390275858.3173,0.0,0.0,0.0,564834499374.5076,163917439236.5351,1416048642020.52,0.0,0.0,0.0,0.0,0.0,-128056439867.92226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654485770172.7344,16913583.122511774,4683195.658655613,5.9658573545825854e-64,0.0,0.0,0.0,0.0,832798307982.3132,595890.7844869682,5409768.782246737,6.891322708892752e-64,0.0,0.0,0.0,0.0,564835102028.5985,163927991027.82675,1416085781024.5933,62589837.950572275
0.06,-1,-1,1,-45627.810812368836,0.0,-0.0004562781081236883,0.0,1.0965426219206525e+24,1.6391743888491458e+23,1.4160484863085635e+24,0.0,1267898019828.9373,163917438884.91455,1416048486308.563,0.0,1607696290983.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834496341.26,163917438884.9144,1416048486308.5535,0.0,-904632767496.3047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6977021399027164.0,0.0,0.0,0.0,8067.312149377431,0.0,0.0,0.0,-1607696290983.983,0.0,0.0,0.0,831874075026.3485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904632767496.3047,0.0,0.0,0.0,-128810543471.35793,0.0,0.0,0.0,1.0125422608220343e-17,-45627.81081236663,1.0125422608220342e-25,-0.00045627810812366623,1.0965426288976747e+24,1.6391743888491458e+23,1.4160484863085635e+24,0.0,1267898027896.2502,163917438884.91455,1416048486308.563,0.0,0.0,0.0,0.0,0.0,831874075026.3485,0.0,0.0,0.0,564834496341.26,163917438884.9144,1416048486308.5535,0.0,0.0,0.0,0.0,0.0,-128810543471.35793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654831600423.7466,16868629.027669992,4687876.336499801,5.971818646447315e-64,0.0,0.0,0.0,0.0,832284547033.1512,595145.4618883361,5408832.647436205,6.890130450519759e-64,0.0,0.0,0.0,0.0,564835102028.6002,163927991027.82748,1416085781024.5955,62589837.950572275
0.08,-1,-1,1,-45607.23558378653,0.0,-0.00045607235583786527,0.0,1.0954321124643288e+24,1.63917438529393e+23,1.4160483291734242e+24,0.0,1266613972394.276,163917438529.39294,1416048329173.4238,0.0,1607963121676.2373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834493271.0514,163917438529.3927,1416048329173.4158,0.0,-906183642553.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7136445472284678.0,0.0,0.0,0.0,8251.649230996947,0.0,0.0,0.0,-1607963121676.2373,0.0,0.0,0.0,831353357948.4105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906183642553.0127,0.0,0.0,0.0,-129573870573.537,0.0,0.0,0.0,8.863245159866724e-18,-45607.23558378433,8.863245159866723e-26,-0.0004560723558378432,1.0954321196007741e+24,1.63917438529393e+23,1.4160483291734242e+24,0.0,1266613980645.9248,163917438529.39294,1416048329173.4238,0.0,0.0,0.0,0.0,0.0,831353357948.4105,0.0,0.0,0.0,564834493271.0514,163917438529.3927,1416048329173.4158,0.0,0.0,0.0,0.0,0.0,-129573870573.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655179315907.8691,16823427.085397698,4692591.163518468,5.977823436322895e-64,0.0,0.0,0.0,0.0,831766299672.55,594394.2669874544,5407889.682790386,6.888929492544583e-64,0.0,0.0,0.0,0.0,564835102028.6,163927991027.8273,1416085781024.5947,62589837.95057229
0.1,-1,-1,1,-45586.43448289234,0.0,-0.0004558643448289234,0.0,1.0943094117383099e+24,1.6391743816991916e+23,1.4160481705794603e+24,0.0,1265315828574.853,163917438169.91913,1416048170579.46,0.0,1608231093397.8184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834490162.9473,163917438169.91895,1416048170579.4526,0.0,-907749754985.9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7302289708689693.0,0.0,0.0,0.0,8443.409746944475,0.0,0.0,0.0,-1608231093397.8184,0.0,0.0,0.0,830828010736.8405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907749754985.9116,0.0,0.0,0.0,-130346663881.52357,0.0,0.0,0.0,1.0125422608220343e-17,-45586.43448289022,1.0125422608220342e-25,-0.0004558643448289021,1.0943094190406009e+24,1.6391743816991916e+23,1.4160481705794603e+24,0.0,1265315837018.2644,163917438169.91913,1416048170579.46,0.0,0.0,0.0,0.0,0.0,830828010736.8405,0.0,0.0,0.0,564834490162.9473,163917438169.91895,1416048170579.4526,0.0,0.0,0.0,0.0,0.0,-130346663881.52357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655528966939.229,16777970.733544093,4697339.28298103,5.9838706334284455e-64,0.0,0.0,0.0,0.0,831243452797.6111,593636.9941645004,5406940.05965508,6.887720053123407e-64,0.0,0.0,0.0,0.0,564835102028.6,163927991027.82742,1416085781024.5947,62589837.9505723
0.12,-1,-1,1,-45565.40163161431,0.0,-0.00045565401631614304,0.0,1.0931742024777218e+24,1.6391743780635273e+23,1.4160480104895542e+24,0.0,1264003221527.1943,163917437806.3527,1416048010489.554,0.0,1608500237174.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834487015.9374,163917437806.35248,1416048010489.5447,0.0,-909331502663.7113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7474887431631645.0,0.0,0.0,0.0,8642.979108654996,0.0,0.0,0.0,-1608500237174.97,0.0,0.0,0.0,830297915710.9252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909331502663.7113,0.0,0.0,0.0,-131129172556.68811,0.0,0.0,0.0,8.863245159866724e-18,-45565.40163161234,8.863245159866723e-26,-0.00045565401631612326,1.0931742099526097e+24,1.6391743780635273e+23,1.4160480104895542e+24,0.0,1264003230170.174,163917437806.3527,1416048010489.554,0.0,0.0,0.0,0.0,0.0,830297915710.9252,0.0,0.0,0.0,564834487015.9374,163917437806.35248,1416048010489.5447,0.0,0.0,0.0,0.0,0.0,-131129172556.68811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1655880605292.264,16732253.18288584,4702119.460805482,5.989958666228084e-64,0.0,0.0,0.0,0.0,830715889533.1317,592873.486945348,5405984.024846426,6.88650244656342e-64,0.0,0.0,0.0,0.0,564835102028.6012,163927991027.82773,1416085781024.5957,62589837.950572275
0.14,-1,-1,1,-45544.13088610675,0.0,-0.0004554413088610675,0.0,1.0920261530725827e+24,1.639174374385432e+23,1.4160478488650093e+24,0.0,1262675767821.0247,163917437438.54318,1416047848865.009,0.0,1608770585282.3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834483828.9569,163917437438.54297,1416047848864.9998,0.0,-910929301290.3247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7654644128584447.0,0.0,0.0,0.0,8850.826168642729,0.0,0.0,0.0,-1608770585282.3923,0.0,0.0,0.0,829762950219.5834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910929301290.3247,0.0,0.0,0.0,-131921657376.68947,0.0,0.0,0.0,8.863245159866724e-18,-45544.13088610471,8.863245159866723e-26,-0.000455441308861047,1.0920261607272263e+24,1.639174374385432e+23,1.4160478488650093e+24,0.0,1262675776671.8503,163917437438.54318,1416047848865.009,0.0,0.0,0.0,0.0,0.0,829762950219.5834,0.0,0.0,0.0,564834483828.9569,163917437438.54297,1416047848864.9998,0.0,0.0,0.0,0.0,0.0,-131921657376.68947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656234284920.3428,16686267.36174563,4706929.997163313,5.9960853697579713e-64,0.0,0.0,0.0,0.0,830183488071.0101,592103.5819610003,5405021.9183297055,6.885277105857386e-64,0.0,0.0,0.0,0.0,564835102028.5995,163927991027.82712,1416085781024.5938,62589837.95057228
0.16,-1,-1,1,-45522.61581783376,0.0,-0.0004552261581783375,0.0,1.0908649165468628e+24,1.6391743706633416e+23,1.4160476856654742e+24,0.0,1261333066258.7869,163917437066.3341,1416047685665.4739,0.0,1609042171306.6204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564834480600.9036,163917437066.33395,1416047685665.4648,0.0,-912543585648.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7841969506477447.0,0.0,0.0,0.0,9067.424658246564,0.0,0.0,0.0,-1609042171306.6204,0.0,0.0,0.0,829222986346.4796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912543585648.736,0.0,0.0,0.0,-132724391621.17131,0.0,0.0,0.0,7.601067711513105e-18,-45522.615817831844,7.601067711513104e-26,-0.00045522615817831835,1.0908649243888327e+24,1.6391743706633416e+23,1.4160476856654742e+24,0.0,1261333075326.212,163917437066.3341,1416047685665.4739,0.0,0.0,0.0,0.0,0.0,829222986346.4796,0.0,0.0,0.0,564834480600.9036,163917437066.33395,1416047685665.4648,0.0,0.0,0.0,0.0,0.0,-132724391621.17131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1656590062084.0935,16640005.899928624,4711768.617866322,6.0022478472676885e-64,0.0,0.0,0.0,0.0,829646121378.208,591327.1084883896,5404054.194942101,6.884044610355398e-64,0.0,0.0,0.0,0.0,564835102028.601,163927991027.82782,1416085781024.5952,62589837.9505723
