sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,0.0,-39969.47297770147,0.0,-0.00039969472977701467,8.047230154796256e+23,1.6800495140046503e+23,1.4160302143459258e+24,0.0,910663346055.342,168004951400.465,1416030214345.9255,0.0,484921455054.11945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369613216.4489,168004951400.4645,1416030214345.9238,0.0,-132627722215.22673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486879854007.1717,10508229.81873254,257657.25165274547,3.2822840564469426e-65,0.0,0.0,0.0,0.0,1290194414433.957,8009731.513322345,10576244.866869414,1.3472735281973958e-63,0.0,0.0,0.0,0.0,558370834876.8553,168014046982.98483,1416085399913.992,62589821.10579341,0.0,0.0,0.0,0.0,6563758222012.337,0.0,0.0,0.0,7.427865128964186,0.0,0.0,0.0,-484921455054.11945,0.0,0.0,0.0,1288921024500.7559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132627722215.22673,0.0,0.0,0.0,-936627291654.434,0.0,0.0,0.0,-39969.47297770022,-3.7865323450608574e-18,-0.00039969472977700215,-3.7865323450608567e-26,8.04723015486189e+23,1.6800495140046503e+23,1.4160302143459258e+24,0.0,910663346062.7695,168004951400.465,1416030214345.9255,0.0,0.0,0.0,0.0,0.0,1288921024500.7559,0.0,0.0,0.0,558369613216.4489,168004951400.4645,1416030214345.9238,0.0,0.0,0.0,0.0,0.0,-936627291654.434,0.0,0.0,0.0
0.2,-1,-1,1,0.0,-39954.92052183579,0.0,-0.00039954920521835784,8.03920408593611e+23,1.6800493382866297e+23,1.4160302076130449e+24,0.0,909755077423.3713,168004933828.66293,1416030207613.0444,0.0,484611274719.20245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369607802.3805,168004933828.66226,1416030207613.0417,0.0,-133225805098.21152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486578553066.863,10508765.178736992,257648.9539005701,3.2821783693890462e-65,0.0,0.0,0.0,0.0,1291186997745.5356,8021887.163012674,10576269.759975571,1.3472766988092968e-63,0.0,0.0,0.0,0.0,558370834876.8557,168014046982.98474,1416085399913.9915,62589821.10579341,0.0,0.0,0.0,0.0,6433561685835.756,0.0,0.0,0.0,7.280528454110026,0.0,0.0,0.0,-484611274719.20245,0.0,0.0,0.0,1289911001575.978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133225805098.21152,0.0,0.0,0.0,-938525531947.7062,0.0,0.0,0.0,-39954.92052183453,-2.524354896707238e-18,-0.0003995492052183452,-2.5243548967072378e-26,8.03920408600045e+23,1.6800493382866297e+23,1.4160302076130449e+24,0.0,909755077430.6523,168004933828.66293,1416030207613.0444,0.0,0.0,0.0,0.0,0.0,1289911001575.978,0.0,0.0,0.0,558369607802.3805,168004933828.66226,1416030207613.0417,0.0,0.0,0.0,0.0,0.0,-938525531947.7062,0.0,0.0,0.0
0.22,-1,-1,1,0.0,-39940.20206713227,0.0,-0.0003994020206713226,8.031086464017367e+23,1.68004916076153e+23,1.4160302008127147e+24,0.0,908836448206.071,168004916076.15295,1416030200812.7144,0.0,484298166448.4685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369602323.5627,168004916076.1524,1416030200812.7112,0.0,-133831320565.96043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486274434225.37085,10509619.865515027,257640.58222060394,3.282071740714318e-65,0.0,0.0,0.0,0.0,1292187811659.6887,8033092.444572308,10576294.874863775,1.347279897669707e-63,0.0,0.0,0.0,0.0,558370834876.8552,168014046982.9847,1416085399913.9912,62589821.105793394,0.0,0.0,0.0,0.0,6299393800828.207,0.0,0.0,0.0,7.128697609528899,0.0,0.0,0.0,-484298166448.4685,0.0,0.0,0.0,1290909182695.8176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133831320565.96043,0.0,0.0,0.0,-940442336806.182,0.0,0.0,0.0,-39940.20206713099,-2.524354896707238e-18,-0.0003994020206713098,-2.5243548967072378e-26,8.031086464080358e+23,1.68004916076153e+23,1.4160302008127147e+24,0.0,908836448213.1996,168004916076.15295,1416030200812.7144,0.0,0.0,0.0,0.0,0.0,1290909182695.8176,0.0,0.0,0.0,558369602323.5627,168004916076.1524,1416030200812.7112,0.0,0.0,0.0,0.0,0.0,-940442336806.182,0.0,0.0,0.0
0.24,-1,-1,1,0.0,-39925.311949362454,0.0,-0.0003992531194936245,8.022874165041112e+23,1.6800489813838964e+23,1.4160301939429123e+24,0.0,907907104876.6691,168004898138.3896,1416030193942.912,0.0,483982056415.09717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369596778.0673,168004898138.3891,1416030193942.9092,0.0,-134444548316.49602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485967427746.4962,10510856.023908664,257632.13437710097,3.2819641419466392e-65,0.0,0.0,0.0,0.0,1293197057607.5713,8043148.910571714,10576320.218241211,1.3472831256329066e-63,0.0,0.0,0.0,0.0,558370834876.8558,168014046982.9849,1416085399913.9922,62589821.10579339,0.0,0.0,0.0,0.0,6167931763427.074,0.0,0.0,0.0,6.979928832501173,0.0,0.0,0.0,-483982056415.09717,0.0,0.0,0.0,1291915768328.824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134444548316.49602,0.0,0.0,0.0,-942378260223.2404,0.0,0.0,0.0,-39925.311949361174,-1.262177448353619e-18,-0.00039925311949361164,-1.2621774483536189e-26,8.022874165102796e+23,1.6800489813838964e+23,1.4160301939429123e+24,0.0,907907104883.6495,168004898138.3896,1416030193942.912,0.0,0.0,0.0,0.0,0.0,1291915768328.824,0.0,0.0,0.0,558369596778.0673,168004898138.3891,1416030193942.9092,0.0,0.0,0.0,0.0,0.0,-942378260223.2404,0.0,0.0,0.0
0.26,-1,-1,1,0.0,-39910.24407898135,0.0,-0.0003991024407898134,8.014563830430374e+23,1.6800488001071083e+23,1.4160301870014922e+24,0.0,906966667362.409,168004880010.7108,1416030187001.492,0.0,483662868854.4447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369591163.857,168004880010.71027,1416030187001.4893,0.0,-135065792655.8935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485657462310.70575,10512546.670738066,257623.60800612174,3.2818555429779235e-65,0.0,0.0,0.0,0.0,1294214941051.0364,8051823.399722422,10576345.797199633,1.3472863836021385e-63,0.0,0.0,0.0,0.0,558370834876.8561,168014046982.9849,1416085399913.9922,62589821.10579337,0.0,0.0,0.0,0.0,6031138630073.78,0.0,0.0,0.0,6.825127130374312,0.0,0.0,0.0,-483662868854.4447,0.0,0.0,0.0,1292930962897.4424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135065792655.8935,0.0,0.0,0.0,-944333886692.0663,0.0,0.0,0.0,-39910.24407898011,-2.524354896707238e-18,-0.000399102440789801,-2.5243548967072378e-26,8.014563830490685e+23,1.6800488001071083e+23,1.4160301870014922e+24,0.0,906966667369.2343,168004880010.7108,1416030187001.492,0.0,0.0,0.0,0.0,0.0,1292930962897.4424,0.0,0.0,0.0,558369591163.857,168004880010.71027,1416030187001.4893,0.0,0.0,0.0,0.0,0.0,-944333886692.0663,0.0,0.0,0.0
0.28,-1,-1,1,0.0,-39894.99188885515,0.0,-0.0003989499188885514,8.006151838200415e+23,1.6800486168834763e+23,1.4160301799861947e+24,0.0,906014725782.043,168004861688.3476,1416030179986.1943,0.0,483340526174.94525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369585478.7825,168004861688.34695,1416030179986.1926,0.0,-135695385871.68576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485344465174.38794,10514777.431217678,257615.00060393216,3.281745911920205e-65,0.0,0.0,0.0,0.0,1295241670914.9768,8058842.54881332,10576371.619250216,1.3472896725340442e-63,0.0,0.0,0.0,0.0,558370834876.8561,168014046982.985,1416085399913.9917,62589821.10579339,0.0,0.0,0.0,0.0,5891240950406.482,0.0,0.0,0.0,6.666812174022198,0.0,0.0,0.0,-483340526174.94525,0.0,0.0,0.0,1293954974201.1921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135695385871.68576,0.0,0.0,0.0,-946309833891.266,0.0,0.0,0.0,-39894.99188885389,-2.524354896707238e-18,-0.0003989499188885389,-2.5243548967072378e-26,8.006151838259322e+23,1.6800486168834763e+23,1.4160301799861947e+24,0.0,906014725788.7092,168004861688.3476,1416030179986.1943,0.0,0.0,0.0,0.0,0.0,1293954974201.1921,0.0,0.0,0.0,558369585478.7825,168004861688.34695,1416030179986.1926,0.0,0.0,0.0,0.0,0.0,-946309833891.266,0.0,0.0,0.0
0.3,-1,-1,1,0.0,-39879.54827462709,0.0,-0.0003987954827462709,7.997634270067746e+23,1.680048431664331e+23,1.4160301728946144e+24,0.0,905050836723.728,168004843166.43304,1416030172894.614,0.0,483014949105.715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369579720.5673,168004843166.43262,1416030172894.6118,0.0,-136333692102.55461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485028362372.9517,10517648.493985215,257606.309514265,3.2816352149425496e-65,0.0,0.0,0.0,0.0,1296277458878.488,8063886.629865277,10576397.692361707,1.347292993443548e-63,0.0,0.0,0.0,0.0,558370834876.8561,168014046982.98483,1416085399913.9922,62589821.105793394,0.0,0.0,0.0,0.0,5751529166857.048,0.0,0.0,0.0,6.508707586675882,0.0,0.0,0.0,-483014949105.715,0.0,0.0,0.0,1294988012697.5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136333692102.55461,0.0,0.0,0.0,-948306755687.8419,0.0,0.0,0.0,-39879.54827462582,-2.524354896707238e-18,-0.0003987954827462582,-2.5243548967072378e-26,7.997634270125261e+23,1.680048431664331e+23,1.4160301728946144e+24,0.0,905050836730.2367,168004843166.43304,1416030172894.614,0.0,0.0,0.0,0.0,0.0,1294988012697.5105,0.0,0.0,0.0,558369579720.5673,168004843166.43262,1416030172894.6118,0.0,0.0,0.0,0.0,0.0,-948306755687.8419,0.0,0.0,0.0
0.32,-1,-1,1,0.0,-39863.90552657896,0.0,-0.0003986390552657895,7.989006873868907e+23,1.6800482444001625e+23,1.4160301657241998e+24,0.0,904074518992.1547,168004824440.0162,1416030165724.1995,0.0,482686056890.0273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369573886.7997,168004824440.01575,1416030165724.1968,0.0,-136981111784.67276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484709078978.1444,10521276.788564596,257597.53191402194,3.2815234160882034e-65,0.0,0.0,0.0,0.0,1297322518492.1145,8066582.706439328,10576424.02500338,1.3472963474093546e-63,0.0,0.0,0.0,0.0,558370834876.8551,168014046982.98453,1416085399913.9915,62589821.10579339,0.0,0.0,0.0,0.0,5611801178853.247,0.0,0.0,0.0,6.350584661588073,0.0,0.0,0.0,-482686056890.0273,0.0,0.0,0.0,1296030290607.5247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136981111784.67276,0.0,0.0,0.0,-950325345495.8203,0.0,0.0,0.0,-39863.905526577626,-2.524354896707238e-18,-0.0003986390552657762,-2.5243548967072378e-26,7.989006873925025e+23,1.6800482444001625e+23,1.4160301657241998e+24,0.0,904074518998.5052,168004824440.0162,1416030165724.1995,0.0,0.0,0.0,0.0,0.0,1296030290607.5247,0.0,0.0,0.0,558369573886.7997,168004824440.01575,1416030165724.1968,0.0,0.0,0.0,0.0,0.0,-950325345495.8203,0.0,0.0,0.0
0.34,-1,-1,1,0.0,-39848.05525168421,0.0,-0.00039848055251684195,7.980265020569668e+23,1.680048055040807e+23,1.416030158472243e+24,0.0,903085248743.5007,168004805504.08066,1416030158472.2427,0.0,482353767535.02234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369567974.922,168004805504.08017,1416030158472.2412,0.0,-137638086766.44427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484386539421.3067,10525798.377582058,257588.66479725044,3.281410477070492e-65,0.0,0.0,0.0,0.0,1298377064084.3054,8066497.140911651,10576450.626193028,1.347299735580066e-63,0.0,0.0,0.0,0.0,558370834876.8558,168014046982.98492,1416085399913.9917,62589821.10579338,0.0,0.0,0.0,0.0,5470678969142.51,0.0,0.0,0.0,6.190883968025446,0.0,0.0,0.0,-482353767535.02234,0.0,0.0,0.0,1297082020809.8315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638086766.44427,0.0,0.0,0.0,-952366340035.062,0.0,0.0,0.0,-39848.05525168294,-3.7865323450608574e-18,-0.0003984805525168294,-3.7865323450608567e-26,7.980265020624373e+23,1.680048055040807e+23,1.416030158472243e+24,0.0,903085248749.6915,168004805504.08066,1416030158472.2427,0.0,0.0,0.0,0.0,0.0,1297082020809.8315,0.0,0.0,0.0,558369567974.922,168004805504.08017,1416030158472.2412,0.0,0.0,0.0,0.0,0.0,-952366340035.062,0.0,0.0,0.0
0.36,-1,-1,1,0.0,-39831.988284500454,0.0,-0.0003983198828450045,7.971403655118169e+23,1.6800478635356204e+23,1.4160301511358484e+24,0.0,902082453923.7363,168004786353.562,1416030151135.8481,0.0,482017998126.7249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369561982.2089,168004786353.56152,1416030151135.845,0.0,-138305106185.19797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484060667893.06085,10531371.038947988,257579.70495645635,3.2812963570344803e-65,0.0,0.0,0.0,0.0,1299441309424.761,8063127.54044683,10576477.505553016,1.3473031591813257e-63,0.0,0.0,0.0,0.0,558370834876.8556,168014046982.9847,1416085399913.992,62589821.10579342,0.0,0.0,0.0,0.0,5322540918702.436,0.0,0.0,0.0,6.023243810981512,0.0,0.0,0.0,-482017998126.7249,0.0,0.0,0.0,1298143415489.9744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138305106185.19797,0.0,0.0,0.0,-954430523542.4236,0.0,0.0,0.0,-39831.98828449917,-2.524354896707238e-18,-0.00039831988284499167,-2.5243548967072378e-26,7.971403655171395e+23,1.6800478635356204e+23,1.4160301511358484e+24,0.0,902082453929.7599,168004786353.562,1416030151135.8481,0.0,0.0,0.0,0.0,0.0,1298143415489.9744,0.0,0.0,0.0,558369561982.2089,168004786353.56152,1416030151135.845,0.0,0.0,0.0,0.0,0.0,-954430523542.4236,0.0,0.0,0.0
0.38,-1,-1,1,0.0,-39815.69458565112,0.0,-0.0003981569458565112,7.962417240453848e+23,1.6800476698337983e+23,1.4160301437119263e+24,0.0,901065507932.4038,168004766983.3798,1416030143711.926,0.0,481678665215.33765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369555905.7605,168004766983.37927,1416030143711.9243,0.0,-138982713188.69476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483731388825.68005,10538176.988838933,257570.64896139692,3.2811810122880107e-65,0.0,0.0,0.0,0.0,1300515466126.367,8055894.308582964,10576504.67337408,1.3473066195239022e-63,0.0,0.0,0.0,0.0,558370834876.8557,168014046982.9849,1416085399913.992,62589821.105793394,0.0,0.0,0.0,0.0,5177492503844.816,0.0,0.0,0.0,5.859100034460425,0.0,0.0,0.0,-481678665215.33765,0.0,0.0,0.0,1299214684527.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138982713188.69476,0.0,0.0,0.0,-956518732494.9231,0.0,0.0,0.0,-39815.69458564998,-2.524354896707238e-18,-0.0003981569458564998,-2.5243548967072378e-26,7.962417240505616e+23,1.6800476698337983e+23,1.4160301437119263e+24,0.0,901065507938.2621,168004766983.3798,1416030143711.926,0.0,0.0,0.0,0.0,0.0,1299214684527.424,0.0,0.0,0.0,558369555905.7605,168004766983.37927,1416030143711.9243,0.0,0.0,0.0,0.0,0.0,-956518732494.9231,0.0,0.0,0.0
0.4,-1,-1,1,0.0,-39799.16312691403,0.0,-0.00039799163126914025,7.953299694127958e+23,1.680047473884633e+23,1.4160301361971707e+24,0.0,900033722450.2897,168004747388.46326,1416030136197.1704,0.0,481335685269.5362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369549742.4753,168004747388.46277,1416030136197.1677,0.0,-139671512561.7226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483398627457.8361,10546425.662837805,257561.49313470512,3.281064395991928e-65,0.0,0.0,0.0,0.0,1301599741789.2908,8044132.077406222,10576532.140688261,1.3473101180129698e-63,0.0,0.0,0.0,0.0,558370834876.856,168014046982.9848,1416085399913.9924,62589821.10579339,0.0,0.0,0.0,0.0,5028255964224.419,0.0,0.0,0.0,5.690216774120927,0.0,0.0,0.0,-481335685269.5362,0.0,0.0,0.0,1300296033623.7925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139671512561.7226,0.0,0.0,0.0,-958631860910.2886,0.0,0.0,0.0,-39799.16312691277,-2.524354896707238e-18,-0.0003979916312691276,-2.5243548967072378e-26,7.95329969417824e+23,1.680047473884633e+23,1.4160301361971707e+24,0.0,900033722455.9799,168004747388.46326,1416030136197.1704,0.0,0.0,0.0,0.0,0.0,1300296033623.7925,0.0,0.0,0.0,558369549742.4753,168004747388.46277,1416030136197.1677,0.0,0.0,0.0,0.0,0.0,-958631860910.2886,0.0,0.0,0.0
0.42,-1,-1,1,0.0,-39782.38176229771,0.0,-0.000397823817622977,7.944044317198004e+23,1.680047275637906e+23,1.4160301285880255e+24,0.0,898986339392.7773,168004727563.79056,1416030128588.0251,0.0,480988975191.0544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369543489.036,168004727563.7901,1416030128588.0217,0.0,-140372179287.31305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483062310473.5802,10556356.428136544,257552.23352475424,3.28094645781506e-65,0.0,0.0,0.0,0.0,1302694337916.0833,8027081.437884505,10576559.919350293,1.3473136561584592e-63,0.0,0.0,0.0,0.0,558370834876.8546,168014046982.98447,1416085399913.991,62589821.10579337,0.0,0.0,0.0,0.0,4876763404091.774,0.0,0.0,0.0,5.518780492246151,0.0,0.0,0.0,-480988975191.0544,0.0,0.0,0.0,1301387662201.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140372179287.31305,0.0,0.0,0.0,-960770866292.2003,0.0,0.0,0.0,-39782.38176229666,-2.524354896707238e-18,-0.0003978238176229665,-2.5243548967072378e-26,7.944044317246772e+23,1.680047275637906e+23,1.4160301285880255e+24,0.0,898986339398.2963,168004727563.79056,1416030128588.0251,0.0,0.0,0.0,0.0,0.0,1301387662201.461,0.0,0.0,0.0,558369543489.036,168004727563.7901,1416030128588.0217,0.0,0.0,0.0,0.0,0.0,-960770866292.2003,0.0,0.0,0.0
0.44,-1,-1,1,0.0,-39765.337084933024,0.0,-0.0003976533708493302,7.934643715296081e+23,1.6800470750442722e+23,1.4160301208806758e+24,0.0,897922521977.5594,168004707504.4272,1416030120880.6755,0.0,480638452873.82874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369537141.8849,168004707504.42673,1416030120880.6736,0.0,-141085468038.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482722366699.9553,10568241.042680385,257542.86587557956,3.280827143551238e-65,0.0,0.0,0.0,0.0,1303799447651.0679,8003881.567703121,10576588.022128051,1.347317235586564e-63,0.0,0.0,0.0,0.0,558370834876.8563,168014046982.98508,1416085399913.9922,62589821.1057934,0.0,0.0,0.0,0.0,4721322378879.204,0.0,0.0,0.0,5.342875936999917,0.0,0.0,0.0,-480638452873.82874,0.0,0.0,0.0,1302489761126.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141085468038.155,0.0,0.0,0.0,-962936776285.3988,0.0,0.0,0.0,-39765.337084931685,-2.524354896707238e-18,-0.00039765337084931684,-2.5243548967072378e-26,7.934643715343289e+23,1.6800470750442722e+23,1.4160301208806758e+24,0.0,897922521982.9016,168004707504.4272,1416030120880.6755,0.0,0.0,0.0,0.0,0.0,1302489761126.415,0.0,0.0,0.0,558369537141.8849,168004707504.42673,1416030120880.6736,0.0,0.0,0.0,0.0,0.0,-962936776285.3988,0.0,0.0,0.0
0.46,-1,-1,1,0.0,-39748.01427003967,0.0,-0.00039748014270039666,7.925089712019389e+23,1.6800468720556285e+23,1.4160301130709972e+24,0.0,896841344923.4907,168004687205.5628,1416030113070.9968,0.0,480284037785.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369530697.1898,168004687205.56238,1416030113070.9949,0.0,-141812223559.38727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482378727840.8856,10582385.60673985,257533.38559410715,3.280706394701447e-65,0.0,0.0,0.0,0.0,1304915253418.4639,7973564.57886827,10576616.462800669,1.3473208580522468e-63,0.0,0.0,0.0,0.0,558370834876.8549,168014046982.9846,1416085399913.9915,62589821.105793394,0.0,0.0,0.0,0.0,4566055986495.393,0.0,0.0,0.0,5.167169004678726,0.0,0.0,0.0,-480284037785.6875,0.0,0.0,0.0,1303602510330.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141812223559.38727,0.0,0.0,0.0,-965130696099.0201,0.0,0.0,0.0,-39748.01427003851,-2.524354896707238e-18,-0.00039748014270038506,-2.5243548967072378e-26,7.925089712065049e+23,1.6800468720556285e+23,1.4160301130709972e+24,0.0,896841344928.6577,168004687205.5628,1416030113070.9968,0.0,0.0,0.0,0.0,0.0,1303602510330.487,0.0,0.0,0.0,558369530697.1898,168004687205.56238,1416030113070.9949,0.0,0.0,0.0,0.0,0.0,-965130696099.0201,0.0,0.0,0.0
0.48,-1,-1,1,0.0,-39730.396904729896,0.0,-0.0003973039690472989,7.915373255059199e+23,1.680046666625598e+23,1.4160301051545467e+24,0.0,895741783827.6898,168004666662.55975,1416030105154.5464,0.0,479925651544.40717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558369524150.8333,168004666662.5593,1416030105154.5442,0.0,-142553391867.55124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482031329218.4037,10599131.669458026,257523.7877143953,3.2805841480172036e-65,0.0,0.0,0.0,0.0,1306041924554.7192,7935052.66819313,10576645.256265875,1.347324525452969e-63,0.0,0.0,0.0,0.0,558370834876.8568,168014046982.9851,1416085399913.993,62589821.105793424,0.0,0.0,0.0,0.0,4406758141486.244,0.0,0.0,0.0,4.986899886280298,0.0,0.0,0.0,-479925651544.40717,0.0,0.0,0.0,1304726076429.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142553391867.55124,0.0,0.0,0.0,-967353816747.6178,0.0,0.0,0.0,-39730.39690472868,-1.262177448353619e-18,-0.0003973039690472867,-1.2621774483536189e-26,7.915373255103268e+23,1.680046666625598e+23,1.4160301051545467e+24,0.0,895741783832.6769,168004666662.55975,1416030105154.5464,0.0,0.0,0.0,0.0,0.0,1304726076429.461,0.0,0.0,0.0,558369524150.8333,168004666662.5593,1416030105154.5442,0.0,0.0,0.0,0.0,0.0,-967353816747.6178,0.0,0.0,0.0
