sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-25878.866435545224,0.0,-0.0002587886643554522,0.0,4.467411997183117e+22,0.0,7.200670263129181e+23,5.213704999667727e+23,44674119971.831154,0.0,1049187177003.3213,521370499966.7726,0.0,0.0,1638903276985.856,0.0,0.0,0.0,0.0,0.0,44674119971.83109,0.0,232785467730.33878,521370499966.8333,0.0,0.0,-822501567712.8724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113130238766.35524,0.0,0.0,0.0,0.1648385379521642,0.0,0.0,0.0,-1638903276985.856,0.0,0.0,0.0,981793179784.4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822501567712.8724,0.0,0.0,0.0,-165391470511.34747,0.0,8.167724449400439e-19,-25878.866435544136,8.167724449400438e-27,-0.0002587886643554413,4.467411997183117e+22,0.0,7.200670263130312e+23,5.213704999667727e+23,44674119971.831154,0.0,1049187177003.4861,521370499966.7726,0.0,0.0,0.0,0.0,0.0,0.0,981793179784.4961,0.0,44674119971.83109,0.0,232785467730.33878,521370499966.8333,0.0,0.0,0.0,0.0,0.0,0.0,-165391470511.34747,0.0,0.0,0.0,0.0,0.0,9014268.21271453,1.2371254223663814e-64,1723275299198.2864,971185.2658076915,0.0,0.0,0.0,0.0,336456.43733383436,7.867935494506907e-64,983195551559.8085,6176398.838481757,0.0,0.0,0.0,0.0,44680594397.07202,23046523.403540075,232786472388.49274,521424166644.7006
0.029333333333333336,-1,-1,1,-25856.218287686792,0.0,-0.0002585621828768679,0.0,4.467411962918525e+22,0.0,7.190969450405506e+23,5.2137036081017067e+23,44674119629.18524,0.0,1047773701876.109,521370360810.17053,0.0,0.0,1638955679384.4624,0.0,0.0,0.0,0.0,0.0,44674119629.185135,0.0,232785462753.58276,521370360810.2261,0.0,0.0,-823967440261.9342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18412303071031e+16,0.0,0.0,0.0,31824.174598755373,0.0,0.0,0.0,-1638955679384.4624,0.0,0.0,0.0,981289739007.5764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823967440261.9342,0.0,0.0,0.0,-166301468060.8748,0.0,-1.2986064132517037e-19,-25856.21828768569,-1.2986064132517035e-27,-0.00025856218287685683,4.467411962918525e+22,0.0,7.19096966881781e+23,5.2137036081017067e+23,44674119629.18524,0.0,1047773733700.2836,521370360810.17053,0.0,0.0,0.0,0.0,0.0,0.0,981289739007.5764,0.0,44674119629.185135,0.0,232785462753.58276,521370360810.2261,0.0,0.0,0.0,0.0,0.0,0.0,-166301468060.8748,0.0,0.0,0.0,0.0,0.0,8986898.08212809,1.2508298581345935e-64,1723478104874.4778,981943.9628878392,0.0,0.0,0.0,0.0,335949.1083506792,7.865194607353193e-64,982699865241.7056,6174247.111453665,0.0,0.0,0.0,0.0,44680594397.07189,23046523.403540064,232786472388.49225,521424166644.6999
0.05866666666666667,-1,-1,1,-25833.351808979227,0.0,-0.0002583335180897922,0.0,4.467411927805405e+22,0.0,7.181174786291793e+23,5.2137022051620506e+23,44674119278.05404,0.0,1046346551955.9435,521370220516.20496,0.0,0.0,1639007533683.249,0.0,0.0,0.0,0.0,0.0,44674119278.05399,0.0,232785457720.40884,521370220516.2563,0.0,0.0,-825446439447.7156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.109119180314157e+16,0.0,0.0,0.0,118155.44317231377,0.0,0.0,0.0,-1639007533683.249,0.0,0.0,0.0,980782418010.2089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825446439447.7156,0.0,0.0,0.0,-167221205619.23,0.0,5.012280828516392e-19,-25833.351808978216,5.012280828516391e-27,-0.00025833351808978214,4.467411927805405e+22,0.0,7.181175597203701e+23,5.2137022051620506e+23,44674119278.05404,0.0,1046346670111.3855,521370220516.20496,0.0,0.0,0.0,0.0,0.0,0.0,980782418010.2089,0.0,44674119278.05399,0.0,232785457720.40884,521370220516.2563,0.0,0.0,0.0,0.0,0.0,0.0,-167221205619.23,0.0,0.0,0.0,0.0,0.0,8959418.99812371,1.264825193202828e-64,1723681709018.181,992931.0289507455,0.0,0.0,0.0,0.0,335438.0866381104,7.862395540339489e-64,982200381722.6313,6172049.710860225,0.0,0.0,0.0,0.0,44680594397.071945,23046523.403540067,232786472388.49237,521424166644.7001
0.08800000000000001,-1,-1,1,-25810.262262203032,0.0,-0.0002581026226220303,0.0,4.46741189185756e+22,0.0,7.171285721321926e+23,5.213700790603047e+23,44674118918.575584,0.0,1044905647181.8333,521370079060.30457,0.0,0.0,1639058851098.968,0.0,0.0,0.0,0.0,0.0,44674118918.57555,0.0,232785452629.7834,521370079060.35126,0.0,0.0,-826938656546.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2367125849517866e+16,0.0,0.0,0.0,18019.75286125898,0.0,0.0,0.0,-1639058851098.968,0.0,0.0,0.0,980271129560.4047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826938656546.917,0.0,0.0,0.0,-168150916988.5996,0.0,8.167724449400439e-19,-25810.262262202086,8.167724449400438e-27,-0.0002581026226220208,4.46741189185756e+22,0.0,7.171285844993185e+23,5.213700790603047e+23,44674118918.575584,0.0,1044905665201.586,521370079060.30457,0.0,0.0,0.0,0.0,0.0,0.0,980271129560.4047,0.0,44674118918.57555,0.0,232785452629.7834,521370079060.35126,0.0,0.0,0.0,0.0,0.0,0.0,-168150916988.5996,0.0,0.0,0.0,0.0,0.0,8931828.20455385,1.2791206392042975e-64,1723886132205.9163,1004153.6970053528,0.0,0.0,0.0,0.0,334923.19206113357,7.859536451139124e-64,981697015763.8655,6169805.190105935,0.0,0.0,0.0,0.0,44680594397.07191,23046523.403540064,232786472388.4925,521424166644.7003
0.11733333333333335,-1,-1,1,-25786.94459261499,0.0,-0.0002578694459261499,0.0,4.467411854998346e+22,0.0,7.161298329446196e+23,5.2136993641728056e+23,44674118549.98345,0.0,1043450415501.3354,521369936417.28046,0.0,0.0,1639109594902.8774,0.0,0.0,0.0,0.0,0.0,44674118549.983376,0.0,232785447480.00784,521369936417.32294,0.0,0.0,-828444626881.5492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2545030187728144e+16,0.0,0.0,0.0,18278.971716674772,0.0,0.0,0.0,-1639109594902.8774,0.0,0.0,0.0,979755791329.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828444626881.5492,0.0,0.0,0.0,-169090805029.0306,0.0,5.012280828516392e-19,-25786.94459261396,5.012280828516391e-27,-0.00025786944592613953,4.467411854998346e+22,0.0,7.161298454896498e+23,5.2136993641728056e+23,44674118549.98345,0.0,1043450433780.3074,521369936417.28046,0.0,0.0,0.0,0.0,0.0,0.0,979755791329.331,0.0,44674118549.983376,0.0,232785447480.00784,521369936417.32294,0.0,0.0,0.0,0.0,0.0,0.0,-169090805029.0306,0.0,0.0,0.0,0.0,0.0,8904123.183636904,1.29372577358316e-64,1724091392623.653,1015619.487584899,0.0,0.0,0.0,0.0,334404.46041464875,7.856615424263275e-64,981189686766.105,6167512.045090619,0.0,0.0,0.0,0.0,44680594397.07194,23046523.403540056,232786472388.4923,521424166644.6999
0.14666666666666667,-1,-1,1,-25763.393658830766,0.0,-0.0002576339365883076,0.0,4.4674118172153634e+22,0.0,7.151211024696744e+23,5.213697925608044e+23,44674118172.153625,0.0,1041980625828.0267,521369792560.80426,0.0,0.0,1639159762810.9136,0.0,0.0,0.0,0.0,0.0,44674118172.15354,0.0,232785442269.7808,521369792560.84265,0.0,0.0,-829964579252.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2730312496755206e+16,0.0,0.0,0.0,18548.940782960388,0.0,0.0,0.0,-1639159762810.9136,0.0,0.0,0.0,979236311997.2987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829964579252.6666,0.0,0.0,0.0,-170041109890.11072,0.0,5.012280828516392e-19,-25763.39365882972,5.012280828516391e-27,-0.00025763393658829716,4.4674118172153634e+22,0.0,7.151211151999868e+23,5.213697925608044e+23,44674118172.153625,0.0,1041980644376.9673,521369792560.80426,0.0,0.0,0.0,0.0,0.0,0.0,979236311997.2987,0.0,44674118172.15354,0.0,232785442269.7808,521369792560.84265,0.0,0.0,0.0,0.0,0.0,0.0,-170041109890.11072,0.0,0.0,0.0,0.0,0.0,8876301.078672951,1.308650610037026e-64,1724297511455.4597,1027336.2639272388,0.0,0.0,0.0,0.0,333881.7610958615,7.853630456972438e-64,980678305457.0707,6165168.703173417,0.0,0.0,0.0,0.0,44680594397.07201,23046523.403540067,232786472388.49268,521424166644.70044
0.17600000000000002,-1,-1,1,-25739.604097704243,0.0,-0.0002573960409770424,0.0,4.467411778477941e+22,0.0,7.141021509898735e+23,5.213696474635984e+23,44674117784.7794,0.0,1040495943447.7351,521369647463.5983,0.0,0.0,1639209343074.8193,0.0,0.0,0.0,0.0,0.0,44674117784.77934,0.0,232785436997.6269,521369647463.63336,0.0,0.0,-831498836624.7117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.292337843342518e+16,0.0,0.0,0.0,18830.251130008895,0.0,0.0,0.0,-1639209343074.8193,0.0,0.0,0.0,978712598379.5038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831498836624.7117,0.0,0.0,0.0,-171002073099.14423,0.0,1.4478611691168535e-18,-25739.604097703257,1.4478611691168533e-26,-0.00025739604097703254,4.467411778477941e+22,0.0,7.141021639132517e+23,5.213696474635984e+23,44674117784.7794,0.0,1040495962277.9858,521369647463.5983,0.0,0.0,0.0,0.0,0.0,0.0,978712598379.5038,0.0,44674117784.77934,0.0,232785436997.6269,521369647463.63336,0.0,0.0,0.0,0.0,0.0,0.0,-171002073099.14423,0.0,0.0,0.0,0.0,0.0,8848358.99069061,1.3239055974000946e-64,1724504510081.3127,1039312.2308346769,0.0,0.0,0.0,0.0,333355.002660892,7.850579459499748e-64,980162780711.1403,6162773.523400861,0.0,0.0,0.0,0.0,44680594397.07198,23046523.403540056,232786472388.49237,521424166644.70013
0.20533333333333337,-1,-1,1,-25715.57034201242,0.0,-0.00025715570342012414,0.0,4.467411738754299e+22,0.0,7.130727400465744e+23,5.213695010973271e+23,44674117387.542984,0.0,1038996020909.82,521369501097.327,0.0,0.0,1639258323522.1719,0.0,0.0,0.0,0.0,0.0,44674117387.54291,0.0,232785431662.01743,521369501097.35815,0.0,0.0,-833047734274.3691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3124646254605912e+16,0.0,0.0,0.0,19123.512186840642,0.0,0.0,0.0,-1639258323522.1719,0.0,0.0,0.0,978184553706.5518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,833047734274.3691,0.0,0.0,0.0,-171973945335.23593,0.0,8.167724449400439e-19,-25715.57034201143,8.167724449400438e-27,-0.00025715570342011427,4.467411738754299e+22,0.0,7.130727531712206e+23,5.213695010973271e+23,44674117387.542984,0.0,1038996040033.332,521369501097.327,0.0,0.0,0.0,0.0,0.0,0.0,978184553706.5518,0.0,44674117387.54291,0.0,232785431662.01743,521369501097.35815,0.0,0.0,0.0,0.0,0.0,0.0,-171973945335.23593,0.0,0.0,0.0,0.0,0.0,8820293.906903278,1.3395016512505153e-64,1724712410719.9062,1051555.959154046,0.0,0.0,0.0,0.0,332824.0902680732,7.847460248729601e-64,979643017896.1321,6160324.791610787,0.0,0.0,0.0,0.0,44680594397.07192,23046523.403540067,232786472388.49237,521424166644.7002
0.2346666666666667,-1,-1,1,-25691.286610965515,0.0,-0.0002569128661096551,0.0,4.467411698011526e+22,0.0,7.120326220335513e+23,5.213693534325291e+23,44674116980.11525,0.0,1037480497434.982,521369353432.529,0.0,0.0,1639306691550.2468,0.0,0.0,0.0,0.0,0.0,44674116980.115166,0.0,232785426261.36508,521369353432.557,0.0,0.0,-834611620376.6273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.333457176104068e+16,0.0,0.0,0.0,19429.388086484425,0.0,0.0,0.0,-1639306691550.2468,0.0,0.0,0.0,977652077409.8835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834611620376.6273,0.0,0.0,0.0,-172956986806.87714,0.0,1.1323168070284487e-18,-25691.286610964435,1.1323168070284485e-26,-0.0002569128661096443,4.467411698011526e+22,0.0,7.12032635368123e+23,5.213693534325291e+23,44674116980.11525,0.0,1037480516864.37,521369353432.529,0.0,0.0,0.0,0.0,0.0,0.0,977652077409.8835,0.0,44674116980.115166,0.0,232785426261.36508,521369353432.557,0.0,0.0,0.0,0.0,0.0,0.0,-172956986806.87714,0.0,0.0,0.0,0.0,0.0,8792102.691784564,1.3554501818027844e-64,1724921236482.6309,1064076.4073814068,0.0,0.0,0.0,0.0,332288.92561475746,7.844270542619068e-64,979118918661.962,6157820.716111464,0.0,0.0,0.0,0.0,44680594397.07194,23046523.40354007,232786472388.49243,521424166644.70044
