sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-40404.03959063097,0.0,-0.0004040403959063097,0.0,1.4160312386232804e+24,3.159695200482155e+23,1.5796425404088857e+24,0.0,1416031238623.28,315969520048.2154,789821270204.4426,0.0,0.0,0.0,484227784686.88403,0.0,0.0,0.0,0.0,0.0,1416031238623.2778,315969520048.2148,324283423965.827,0.0,0.0,0.0,-18689938448.26597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.427186087834007e-65,426030.10294860596,4621724.801616841,484417591333.00366,0.0,0.0,0.0,0.0,3.7708872888325827e-63,29601491.15774294,3.7627224163560644,1068160046932.5747,0.0,0.0,0.0,0.0,62589821.10579333,1416085399913.9658,315985327791.57324,324283715336.4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2124795444309.712,0.0,0.0,0.0,-1.0623977221548557,0.0,0.0,0.0,-484227784686.88403,0.0,0.0,0.0,1058602041029.9753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18689938448.26597,0.0,0.0,0.0,-593064194792.4192,-40404.03959062986,-2.524354896707238e-18,-0.0004040403959062985,-2.5243548967072378e-26,0.0,1.4160312386232804e+24,3.159695200482155e+23,1.5796425404067616e+24,0.0,1416031238623.28,315969520048.2154,789821270203.3806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1058602041029.9753,0.0,1416031238623.2778,315969520048.2148,324283423965.827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-593064194792.4192
0.02,-1,-1,1,0.0,-40389.41652162987,0.0,-0.00040389416521629867,0.0,1.4160312273769426e+24,3.1596948451738244e+23,1.5778172340116228e+24,0.0,1416031227376.9424,315969484517.3823,788908617005.8112,0.0,0.0,0.0,483470801179.6593,0.0,0.0,0.0,0.0,0.0,1416031227376.9395,315969484517.3818,324283421277.4324,0.0,0.0,0.0,-18845605451.27838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.433350499527015e-65,426514.0138451198,4624414.056790847,483662227589.09344,0.0,0.0,0.0,0.0,3.7705790682345845e-63,29599071.68161836,3.8159892270416207,1070234819462.2555,0.0,0.0,0.0,0.0,62589821.105793305,1416085399913.965,315985327791.57263,324283715336.4867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4266286703370512.5,0.0,0.0,0.0,-2133.1433516852558,0.0,0.0,0.0,-483470801179.6593,0.0,0.0,0.0,1060629284155.4159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18845605451.27838,0.0,0.0,0.0,-596004090560.1779,-40389.41652162873,-5.048709793414476e-18,-0.00040389416521628723,-5.0487097934144756e-26,0.0,1.4160312273769426e+24,3.1596948451738244e+23,1.5778172297453362e+24,0.0,1416031227376.9424,315969484517.3823,788908614872.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060629284155.4159,0.0,1416031227376.9395,315969484517.3818,324283421277.4324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-596004090560.1779
0.04,-1,-1,1,0.0,-40374.65687016571,0.0,-0.00040374656870165697,0.0,1.416031216068292e+24,3.159694486465741e+23,1.5759748805892483e+24,0.0,1416031216068.2917,315969448646.574,787987440294.6239,0.0,0.0,0.0,482707261547.41565,0.0,0.0,0.0,0.0,0.0,1416031216068.2898,315969448646.57336,324283418555.8401,0.0,0.0,0.0,-19003239808.629368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.439492680704106e-65,426996.17942755914,4627126.579384603,482900328211.23413,0.0,0.0,0.0,0.0,3.770271959162443e-63,29596660.93177364,3.8709971387838396,1072320222872.9508,0.0,0.0,0.0,0.0,62589821.1057933,1416085399913.9653,315985327791.5725,324283715336.4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9039346576005224e+16,0.0,0.0,0.0,-9519.67328800261,0.0,0.0,0.0,-482707261547.41565,0.0,0.0,0.0,1062666853362.8525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19003239808.629368,0.0,0.0,0.0,-598962841143.7389,-40374.656870164676,0.0,-0.0004037465687016467,0.0,0.0,1.416031216068292e+24,3.159694486465741e+23,1.575974861549903e+24,0.0,1416031216068.2917,315969448646.574,787987430774.9513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062666853362.8525,0.0,1416031216068.2898,315969448646.57336,324283418555.8401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-598962841143.7389
0.06,-1,-1,1,0.0,-40359.757403626645,0.0,-0.0004035975740362664,0.0,1.416031204695578e+24,3.1596941242756816e+23,1.5741150711796783e+24,0.0,1416031204695.5776,315969412427.568,787057535589.839,0.0,0.0,0.0,481937009319.37103,0.0,0.0,0.0,0.0,0.0,1416031204695.575,315969412427.56726,324283415800.26514,0.0,0.0,0.0,-19162889529.795235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.445612888606216e-65,427476.6198991912,4629862.9254337875,482131737226.6905,0.0,0.0,0.0,0.0,3.769965948754089e-63,29594258.80719628,3.927834561318837,1074416523138.4569,0.0,0.0,0.0,0.0,62589821.10579331,1416085399913.9663,315985327791.5741,324283715336.4877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1203321067370478e+16,0.0,0.0,0.0,-5601.660533685237,0.0,0.0,0.0,-481937009319.37103,0.0,0.0,0.0,1064715007400.5839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19162889529.795235,0.0,0.0,0.0,-601940893212.6683,-40359.7574036255,-5.048709793414476e-18,-0.00040359757403625495,-5.0487097934144756e-26,0.0,1.416031204695578e+24,3.1596941242756816e+23,1.574115059976357e+24,0.0,1416031204695.5776,315969412427.568,787057529988.1783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064715007400.5839,0.0,1416031204695.575,315969412427.56726,324283415800.26514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-601940893212.6683
0.08,-1,-1,1,0.0,-40344.7146753165,0.0,-0.00040344714675316493,0.0,1.4160311932568296e+24,3.159693758518057e+23,1.5722373815311946e+24,0.0,1416031193256.8293,315969375851.8056,786118690765.597,0.0,0.0,0.0,481159882333.9259,0.0,0.0,0.0,0.0,0.0,1416031193256.827,315969375851.8047,324283413009.87164,0.0,0.0,0.0,-19324604578.197895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.45171158425036e-65,427955.3714768493,4632623.671384627,481356292992.14667,0.0,0.0,0.0,0.0,3.769661013958682e-63,29591865.12680755,3.9865960859765193,1076523995338.9088,0.0,0.0,0.0,0.0,62589821.10579331,1416085399913.9648,315985327791.57275,324283715336.4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.783205871406943e+16,0.0,0.0,0.0,-8916.029357034713,0.0,0.0,0.0,-481159882333.9259,0.0,0.0,0.0,1066774013298.2062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19324604578.197895,0.0,0.0,0.0,-604938744458.507,-40344.714675315314,-2.524354896707238e-18,-0.00040344714675315306,-2.5243548967072378e-26,0.0,1.4160311932568296e+24,3.159693758518057e+23,1.5722373636991367e+24,0.0,1416031193256.8293,315969375851.8056,786118681849.5681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066774013298.2062,0.0,1416031193256.827,315969375851.8047,324283413009.87164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-604938744458.507
0.1,-1,-1,1,0.0,-40329.52517950494,0.0,-0.0004032952517950493,0.0,1.4160311817501706e+24,3.159693389103768e+23,1.570341368295966e+24,0.0,1416031181750.1702,315969338910.37665,785170684147.9829,0.0,0.0,0.0,480375710953.08496,0.0,0.0,0.0,0.0,0.0,1416031181750.1685,315969338910.376,324283410183.81226,0.0,0.0,0.0,-19488436988.91216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.457789022641118e-65,428432.45421440835,4635409.420372609,480573826409.6967,0.0,0.0,0.0,0.0,3.7693571420259797e-63,29589479.790341478,4.047383140389137,1078642928158.242,0.0,0.0,0.0,0.0,62589821.105793305,1416085399913.9656,315985327791.573,324283715336.48706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1433002841092646.5,0.0,0.0,0.0,-716.5014205463231,0.0,0.0,0.0,-480375710953.08496,0.0,0.0,0.0,1068844151914.5996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19488436988.91216,0.0,0.0,0.0,-607956878666.9275,-40329.52517950379,-2.524354896707238e-18,-0.00040329525179503786,-2.5243548967072378e-26,0.0,1.4160311817501706e+24,3.159693389103768e+23,1.5703413668629634e+24,0.0,1416031181750.1702,315969338910.37665,785170683431.4814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1068844151914.5996,0.0,1416031181750.1685,315969338910.376,324283410183.81226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-607956878666.9275
0.12,-1,-1,1,0.0,-40314.185179510816,0.0,-0.0004031418517951081,0.0,1.416031170173479e+24,3.159693015939959e+23,1.5684265709226634e+24,0.0,1416031170173.4788,315969301593.9957,784213285461.3315,0.0,0.0,0.0,479584319106.75183,0.0,0.0,0.0,0.0,0.0,1416031170173.4768,315969301593.995,324283407321.18335,0.0,0.0,0.0,-19654440966.601154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4638456780113095e-65,428907.90537436464,4638220.798409601,479784161972.438,0.0,0.0,0.0,0.0,3.7690543092443674e-63,29587102.611491982,4.1103043335840335,1080773620653.5831,0.0,0.0,0.0,0.0,62589821.10579332,1416085399913.9658,315985327791.5733,324283715336.48724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1430376670584083.0,0.0,0.0,0.0,-715.1883352920413,0.0,0.0,0.0,-479584319106.75183,0.0,0.0,0.0,1070925713569.3108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19654440966.601154,0.0,0.0,0.0,-610995836144.3488,-40314.18517950975,-5.048709793414476e-18,-0.00040314185179509744,-5.0487097934144756e-26,0.0,1.416031170173479e+24,3.159693015939959e+23,1.568426569492287e+24,0.0,1416031170173.4788,315969301593.9957,784213284746.1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070925713569.3108,0.0,1416031170173.4768,315969301593.995,324283407321.18335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-610995836144.3488
0.14,-1,-1,1,0.0,-40298.69083837419,0.0,-0.00040298690838374185,0.0,1.4160311585246786e+24,3.1596926389297396e+23,1.5664925080282235e+24,0.0,1416031158524.6782,315969263892.9738,783246254014.1116,0.0,0.0,0.0,478785522608.31616,0.0,0.0,0.0,0.0,0.0,1416031158524.675,315969263892.973,324283404421.057,0.0,0.0,0.0,-19822673015.25965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4698818716839735e-65,429381.7502057185,4641058.460283786,478987116081.683,0.0,0.0,0.0,0.0,3.768752499547671e-63,29584733.46401783,4.175476110220263,1082916386404.338,0.0,0.0,0.0,0.0,62589821.10579331,1416085399913.9653,315985327791.57275,324283715336.48706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1427616151690483.5,0.0,0.0,0.0,-713.8080758452415,0.0,0.0,0.0,-478785522608.31616,0.0,0.0,0.0,1073019003153.3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19822673015.25965,0.0,0.0,0.0,-614056154274.0624,-40298.69083837287,-2.524354896707238e-18,-0.0004029869083837287,-2.5243548967072378e-26,0.0,1.4160311585246786e+24,3.1596926389297396e+23,1.5664925066006075e+24,0.0,1416031158524.6782,315969263892.9738,783246253300.3036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073019003153.3119,0.0,1416031158524.675,315969263892.973,324283404421.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-614056154274.0624
0.16,-1,-1,1,0.0,-40283.03813429772,0.0,-0.0004028303813429772,0.0,1.4160311468015675e+24,3.159692257972052e+23,1.564538677595434e+24,0.0,1416031146801.5671,315969225797.2051,782269338797.7168,0.0,0.0,0.0,477979129383.5637,0.0,0.0,0.0,0.0,0.0,1416031146801.565,315969225797.20416,324283401482.4638,0.0,0.0,0.0,-19993192068.308792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475897976249419e-65,429854.0179657678,4643923.088664831,478182497277.35657,0.0,0.0,0.0,0.0,3.7684516943063723e-63,29582372.20163747,4.243023279595897,1085071552442.9213,0.0,0.0,0.0,0.0,62589821.10579332,1416085399913.966,315985327791.57367,324283715336.48755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1424669772990048.2,0.0,0.0,0.0,-712.334886495024,0.0,0.0,0.0,-477979129383.5637,0.0,0.0,0.0,1075124338504.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19993192068.308792,0.0,0.0,0.0,-617138401901.1333,-40283.038134296556,-2.524354896707238e-18,-0.0004028303813429655,-2.5243548967072378e-26,0.0,1.4160311468015675e+24,3.159692257972052e+23,1.564538676170764e+24,0.0,1416031146801.5671,315969225797.2051,782269338085.3817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1075124338504.0536,0.0,1416031146801.565,315969225797.20416,324283401482.4638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617138401901.1333
