sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-42036.27060974739,0.0,-0.00042036270609747386,9.267967253118684e+23,1.4160332318056536e+24,1.700463891784105e+23,0.0,1037618023688.2152,1416033231805.6533,170046389178.41046,0.0,670337569945.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141660681.207,1416033231805.651,170046389178.4102,0.0,-187861206938.00253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-420899840854.541,0.0,0.0,0.0,-0.4712287485599518,0.0,0.0,0.0,-670337569945.0106,0.0,0.0,0.0,954196508722.9479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187861206938.00253,0.0,0.0,0.0,-471720145716.4105,0.0,0.0,0.0,-42036.27060974555,8.628204669453706e-18,-0.00042036270609745543,8.628204669453704e-26,9.267967253114469e+23,1.4160332318056536e+24,1.700463891784105e+23,0.0,1037618023687.7433,1416033231805.6533,170046389178.41046,0.0,0.0,0.0,0.0,0.0,954196508722.9479,0.0,0.0,0.0,555141660681.207,1416033231805.651,170046389178.4102,0.0,0.0,0.0,0.0,0.0,-471720145716.4105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672642094479.5884,145018.6496968391,1834089.3781391839,1.847407616475976e-65,0.0,0.0,0.0,0.0,955282649407.833,8401373.843894357,2.1171285043555983,1.0702246530058996e-63,0.0,0.0,0.0,0.0,555142426910.4402,1416085781024.5928,170054930239.63724,62589837.9505723
0.02,-1,-1,1,0.0,-42019.86033487395,0.0,-0.00042019860334873945,9.258818956729732e+23,1.416033222465094e+24,1.7004636976597644e+23,0.0,1036593803709.878,1416033222465.0938,170046369765.9764,0.0,669862875464.0723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141656343.5023,1416033222465.0916,170046369765.97595,0.0,-188410728097.69675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105682094341534.33,0.0,0.0,0.0,-118.31898287404329,0.0,0.0,0.0,-669862875464.0723,0.0,0.0,0.0,955070450864.0922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188410728097.69675,0.0,0.0,0.0,-473618303616.0354,0.0,0.0,0.0,-42019.860334872144,9.890382117807325e-18,-0.0004201986033487214,9.890382117807323e-26,9.258818955672912e+23,1.416033222465094e+24,1.7004636976597644e+23,0.0,1036593803591.5592,1416033222465.0938,170046369765.9764,0.0,0.0,0.0,0.0,0.0,955070450864.0922,0.0,0.0,0.0,555141656343.5023,1416033222465.0916,170046369765.97595,0.0,0.0,0.0,0.0,0.0,-473618303616.0354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672174145463.4639,145322.44685387972,1835184.1501972694,1.8512776746888154e-65,0.0,0.0,0.0,0.0,956160996378.8853,8400867.518681217,2.153130174198726,1.0701601520369641e-63,0.0,0.0,0.0,0.0,555142426910.4404,1416085781024.5918,170054930239.63742,62589837.95057227
0.04,-1,-1,1,0.0,-42003.29941015062,0.0,-0.00042003299410150617,9.249586677961319e+23,1.4160332130583627e+24,1.7004635016374832e+23,0.0,1035560181278.0986,1416033213058.3623,170046350163.7483,0.0,669384023456.4624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141651959.6951,1416033213058.3604,170046350163.74796,0.0,-188965494138.05942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-375290050557090.3,0.0,0.0,0.0,-420.16518825944513,0.0,0.0,0.0,-669384023456.4624,0.0,0.0,0.0,955950977686.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188965494138.05942,0.0,0.0,0.0,-475532448788.0414,0.0,0.0,0.0,-42003.29941014867,9.890382117807325e-18,-0.0004200329941014866,9.890382117807323e-26,9.24958667420841e+23,1.4160332130583627e+24,1.7004635016374832e+23,0.0,1035560180857.9325,1416033213058.3623,170046350163.7483,0.0,0.0,0.0,0.0,0.0,955950977686.279,0.0,0.0,0.0,555141651959.6951,1416033213058.3604,170046350163.74796,0.0,0.0,0.0,0.0,0.0,-475532448788.0414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671702103303.7263,145627.78101952304,1836288.4981668044,1.855167312731042e-65,0.0,0.0,0.0,0.0,957045965130.807,8400358.631803768,2.190378482470742,1.0700953247375493e-63,0.0,0.0,0.0,0.0,555142426910.4418,1416085781024.5938,170054930239.63776,62589837.9505723
0.06,-1,-1,1,0.0,-41986.58413785994,0.0,-0.00041986584137859934,9.240268350810727e+23,1.4160332035837053e+24,1.700463303670176e+23,0.0,1034516925088.4716,1416033203583.705,170046330367.01758,0.0,668900911782.9275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141647528.6426,1416033203583.7026,170046330367.01715,0.0,-189525634223.09787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32862577642574.18,0.0,0.0,0.0,-36.792105469852686,0.0,0.0,0.0,-668900911782.9275,0.0,0.0,0.0,956838250675.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189525634223.09787,0.0,0.0,0.0,-477462973152.7183,0.0,0.0,0.0,-41986.584137858,9.890382117807325e-18,-0.00041986584137858,9.890382117807323e-26,9.240268350482103e+23,1.4160332035837053e+24,1.700463303670176e+23,0.0,1034516925051.6796,1416033203583.705,170046330367.01758,0.0,0.0,0.0,0.0,0.0,956838250675.756,0.0,0.0,0.0,555141647528.6426,1416033203583.7026,170046330367.01715,0.0,0.0,0.0,0.0,0.0,-477462973152.7183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671225867445.506,145934.6955741108,1837402.6576964995,1.8590770832208222e-65,0.0,0.0,0.0,0.0,957937718061.1698,8399847.11096192,2.2289394192633787,1.0700301618973436e-63,0.0,0.0,0.0,0.0,555142426910.4406,1416085781024.5933,170054930239.6376,62589837.950572304
0.08,-1,-1,1,0.0,-41969.71064895722,0.0,-0.0004196971064895721,9.23086182398775e+23,1.416033194039299e+24,1.7004631037088142e+23,0.0,1033463794288.021,1416033194039.2988,170046310370.88138,0.0,668413434085.4316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141643049.1558,1416033194039.2969,170046310370.88092,0.0,-190091282846.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32900238096732.574,0.0,0.0,0.0,-36.83426915574819,0.0,0.0,0.0,-668413434085.4316,0.0,0.0,0.0,957732437973.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190091282846.5667,0.0,0.0,0.0,-479410286771.36096,0.0,0.0,0.0,-41969.7106489552,9.890382117807325e-18,-0.00041969710648955195,9.890382117807323e-26,9.230861823658749e+23,1.416033194039299e+24,1.7004631037088142e+23,0.0,1033463794251.1869,1416033194039.2988,170046310370.88138,0.0,0.0,0.0,0.0,0.0,957732437973.392,0.0,0.0,0.0,555141643049.1558,1416033194039.2969,170046310370.88092,0.0,0.0,0.0,0.0,0.0,-479410286771.36096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670745333180.8141,146243.2361227923,1838526.8741928644,1.863007567113661e-65,0.0,0.0,0.0,0.0,958836424263.852,8399332.880147556,2.268883790164896,1.0699646538337631e-63,0.0,0.0,0.0,0.0,555142426910.4402,1416085781024.5933,170054930239.63742,62589837.95057229
0.1,-1,-1,1,0.0,-41952.6749243424,0.0,-0.00041952674924342396,9.221364854946776e+23,1.4160331844232496e+24,1.700462901702273e+23,0.0,1032400537807.048,1416033184423.2493,170046290170.22723,0.0,667921479457.5217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141638519.9985,1416033184423.2463,170046290170.22668,0.0,-190662580170.47223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32924409201296.977,0.0,0.0,0.0,-36.86133050918579,0.0,0.0,0.0,-667921479457.5217,0.0,0.0,0.0,958633714925.4918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190662580170.47223,0.0,0.0,0.0,-481374815675.304,0.0,0.0,0.0,-41952.67492434042,9.890420636406213e-18,-0.0004195267492434041,9.890420636406211e-26,9.221364854617529e+23,1.4160331844232496e+24,1.700462901702273e+23,0.0,1032400537770.1864,1416033184423.2493,170046290170.22723,0.0,0.0,0.0,0.0,0.0,958633714925.4918,0.0,0.0,0.0,555141638519.9985,1416033184423.2463,170046290170.22668,0.0,0.0,0.0,0.0,0.0,-481374815675.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670260391323.2334,146553.4498095977,1839661.4035490036,1.8669593649657709e-65,0.0,0.0,0.0,0.0,959742260074.5383,8398815.860787865,2.3102876788233426,1.0698987905375335e-63,0.0,0.0,0.0,0.0,555142426910.4409,1416085781024.5933,170054930239.63757,62589837.9505723
0.12,-1,-1,1,0.0,-41935.47276919891,0.0,-0.000419354727691989,9.211775105187164e+23,1.4160331747335763e+24,1.7004626975972155e+23,0.0,1031326893832.9733,1416033174733.576,170046269759.7215,0.0,667424932218.2969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141633939.8755,1416033174733.5735,170046269759.72098,0.0,-191239672325.1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32895029444521.664,0.0,0.0,0.0,-36.82843768130988,0.0,0.0,0.0,-667424932218.2969,0.0,0.0,0.0,959542264425.4054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191239672325.1995,0.0,0.0,0.0,-483357004569.1359,0.0,0.0,0.0,-41935.472769196975,8.628243188052594e-18,-0.0004193547276919697,8.628243188052592e-26,9.211775104858215e+23,1.4160331747335763e+24,1.7004626975972155e+23,0.0,1031326893796.145,1416033174733.576,170046269759.7215,0.0,0.0,0.0,0.0,0.0,959542264425.4054,0.0,0.0,0.0,555141633939.8755,1416033174733.5735,170046269759.72098,0.0,0.0,0.0,0.0,0.0,-483357004569.1359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669770927985.699,146865.38580127608,1840806.5126334834,1.8709331030996378e-65,0.0,0.0,0.0,0.0,960655409418.4146,8398295.970938768,2.3532328926764787,1.0698325615699504e-63,0.0,0.0,0.0,0.0,555142426910.439,1416085781024.592,170054930239.63712,62589837.950572304
0.14,-1,-1,1,0.0,-41918.09980599057,0.0,-0.0004191809980599056,9.202090134346847e+23,1.416033164968225e+24,1.700462491337984e+23,0.0,1030242589149.0712,1416033164968.2246,170046249133.79837,0.0,666923671613.8949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141629307.4459,1416033164968.2227,170046249133.79785,0.0,-191822711772.26898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32776322257048.06,0.0,0.0,0.0,-36.695536135695875,0.0,0.0,0.0,-666923671613.8949,0.0,0.0,0.0,960458277388.9817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191822711772.26898,0.0,0.0,0.0,-485357317584.05194,0.0,0.0,0.0,-41918.099805988684,1.241477553311345e-17,-0.0004191809980598868,1.2414775533113449e-25,9.202090134019082e+23,1.416033164968225e+24,1.700462491337984e+23,0.0,1030242589112.3754,1416033164968.2246,170046249133.79837,0.0,0.0,0.0,0.0,0.0,960458277388.9817,0.0,0.0,0.0,555141629307.4459,1416033164968.2227,170046249133.79785,0.0,0.0,0.0,0.0,0.0,-485357317584.05194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669276824286.482,147179.09530721232,1841962.4799554371,1.874929433859964e-65,0.0,0.0,0.0,0.0,961576064287.3081,8397773.125251839,2.3978074401679255,1.0697659560586013e-63,0.0,0.0,0.0,0.0,555142426910.4407,1416085781024.5933,170054930239.63742,62589837.95057228
0.16,-1,-1,1,0.0,-41900.551463039505,0.0,-0.00041900551463039496,9.192307393834927e+23,1.416033155125046e+24,1.700462282866412e+23,0.0,1029147338421.5918,1416033155125.0454,170046228286.64114,0.0,666417571505.3197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555141624621.2975,1416033155125.043,170046228286.64056,0.0,-192411857705.02548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32542281667341.258,0.0,0.0,0.0,-36.43351024854928,0.0,0.0,0.0,-666417571505.3197,0.0,0.0,0.0,961381953247.8384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192411857705.02548,0.0,0.0,0.0,-487376239483.97766,0.0,0.0,0.0,-41900.551463037606,1.1152521047562056e-17,-0.000419005514630376,1.1152521047562054e-25,9.1923073935095e+23,1.416033155125046e+24,1.700462282866412e+23,0.0,1029147338385.158,1416033155125.0454,170046228286.64114,0.0,0.0,0.0,0.0,0.0,961381953247.8384,0.0,0.0,0.0,555141624621.2975,1416033155125.043,170046228286.64056,0.0,0.0,0.0,0.0,0.0,-487376239483.97766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668777956041.898,147494.63171406882,1843129.5963750817,1.8789490373309593e-65,0.0,0.0,0.0,0.0,962504425235.8322,8397247.234749941,2.44410605635227,1.0696989626687465e-63,0.0,0.0,0.0,0.0,555142426910.4395,1416085781024.5935,170054930239.6369,62589837.950572304
