sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:I,avg:g_CB:p,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:I,tot:g_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:I,avg:g_IB:p,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:I,tot:g_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:I,avg:g_VB:p,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:I,tot:g_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p
0.18,-1,-1,1,-45500.8352171226,0.0,-0.00045500835217122596,0.0,0.0,1.639173867224555e+23,1.08968991255363e+24,1.4160471397507628e+24,0.0,163917386722.45547,1259974484708.7322,1416047139750.7625,0.0,0.0,1609314783299.6526,0.0,0.0,0.0,0.0,0.0,0.0,163917386722.45532,564834334575.922,1416047139750.753,0.0,0.0,-914174633166.8408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0084415002202345e-64,16593475.408715975,1656947736039.544,4716631.712828106,0.0,0.0,0.0,0.0,6.882804857879377e-64,590544.371304059,829103574745.6359,5403080.7745108325,0.0,0.0,0.0,0.0,62589821.105793424,163927941057.22394,564834959273.6571,1416085399913.993,0.0,0.0,0.0,0.0,0.0,0.0,8037324368354453.0,0.0,0.0,0.0,9293.307676605604,0.0,0.0,0.0,-1609314783299.6526,0.0,0.0,0.0,828677808527.8472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914174633166.8408,0.0,0.0,0.0,-133537649101.72775,0.0,-1.262177448353619e-18,-45500.83521712114,-1.2621774483536189e-26,-0.0004550083521712113,0.0,1.639173867224555e+23,1.0896899205909564e+24,1.4160471397507628e+24,0.0,163917386722.45547,1259974494002.0422,1416047139750.7625,0.0,0.0,0.0,0.0,0.0,0.0,828677808527.8472,0.0,0.0,163917386722.45532,564834334575.922,1416047139750.753,0.0,0.0,0.0,0.0,0.0,0.0,-133537649101.72775,0.0
0.2,-1,-1,1,-45478.81097980503,0.0,-0.0004547881097980502,0.0,0.0,1.6391738634092725e+23,1.0885011939705003e+24,1.4160469732730112e+24,0.0,163917386340.92722,1258600006458.555,1416046973273.0107,0.0,0.0,1609588951504.9712,0.0,0.0,0.0,0.0,0.0,0.0,163917386340.927,564834331262.1749,1416046973273.0024,0.0,0.0,-915823276308.5908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0146630279906e-64,16546639.21620578,1657307886967.9707,4721516.690764116,0.0,0.0,0.0,0.0,6.881560552271443e-64,589754.2164339337,828555873962.4738,5402103.779628872,0.0,0.0,0.0,0.0,62589821.1057934,163927941057.22406,564834959273.6569,1416085399913.9927,0.0,0.0,0.0,0.0,0.0,0.0,8241177329360187.0,0.0,0.0,0.0,9529.01650215363,0.0,0.0,0.0,-1609588951504.9712,0.0,0.0,0.0,828127441436.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,915823276308.5908,0.0,0.0,0.0,-134361756710.90724,0.0,-2.524354896707238e-18,-45478.810979803566,-2.5243548967072378e-26,-0.0004547881097980356,0.0,1.6391738634092725e+23,1.0885012022116782e+24,1.4160469732730112e+24,0.0,163917386340.92722,1258600015987.572,1416046973273.0107,0.0,0.0,0.0,0.0,0.0,0.0,828127441436.304,0.0,0.0,163917386340.927,564834331262.1749,1416046973273.0024,0.0,0.0,0.0,0.0,0.0,0.0,-134361756710.90724,0.0
0.22,-1,-1,1,-45456.52121497906,0.0,-0.00045456521214979056,0.0,0.0,1.639173859544599e+23,1.0872981437528469e+24,1.4160468050880933e+24,0.0,163917385954.45984,1257208956986.0361,1416046805088.093,0.0,0.0,1609864467098.629,0.0,0.0,0.0,0.0,0.0,0.0,163917385954.4596,564834327903.6984,1416046805088.0833,0.0,0.0,-917489838016.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.02090537037159e-64,16499503.26600353,1657670319630.4485,4726418.008772948,0.0,0.0,0.0,0.0,6.880312083741184e-64,588956.9324911907,828002792019.7367,5401123.516728285,0.0,0.0,0.0,0.0,62589821.105793394,163927941057.22437,564834959273.6581,1416085399913.993,0.0,0.0,0.0,0.0,0.0,0.0,8454038330722955.0,0.0,0.0,0.0,9775.141044022726,0.0,0.0,0.0,-1609864467098.629,0.0,0.0,0.0,827571657111.3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917489838016.291,0.0,0.0,0.0,-135197018253.91806,0.0,-1.262177448353619e-18,-45456.521214977656,-1.2621774483536189e-26,-0.00045456521214977646,0.0,1.639173859544599e+23,1.0872981522068852e+24,1.4160468050880933e+24,0.0,163917385954.45984,1257208966761.1772,1416046805088.093,0.0,0.0,0.0,0.0,0.0,0.0,827571657111.3976,0.0,0.0,163917385954.4596,564834327903.6984,1416046805088.0833,0.0,0.0,0.0,0.0,0.0,0.0,-135197018253.91806,0.0
0.24,-1,-1,1,-45433.95813441269,0.0,-0.00045433958134412686,0.0,0.0,1.639173855628525e+23,1.0860803415352052e+24,1.416046635147834e+24,0.0,163917385562.85245,1255800850235.6907,1416046635147.8337,0.0,0.0,1610141369798.9492,0.0,0.0,0.0,0.0,0.0,0.0,163917385562.85223,564834324499.1514,1416046635147.8245,0.0,0.0,-919174844062.4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.027160606266084e-64,16452058.764739675,1658035101167.8706,4731329.447695772,0.0,0.0,0.0,0.0,6.879061036508137e-64,588152.3150681077,827444177339.0914,5400141.229639896,0.0,0.0,0.0,0.0,62589821.1057934,163927941057.2241,564834959273.6578,1416085399913.994,0.0,0.0,0.0,0.0,0.0,0.0,8676499801188664.0,0.0,0.0,0.0,10032.366309108205,0.0,0.0,0.0,-1610141369798.9492,0.0,0.0,0.0,827010302897.8737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919174844062.4127,0.0,0.0,0.0,-136043767128.96886,0.0,-1.262177448353619e-18,-45433.95813441122,-1.2621774483536189e-26,-0.0004543395813441122,0.0,1.639173855628525e+23,1.0860803502117039e+24,1.416046635147834e+24,0.0,163917385562.85245,1255800860268.0557,1416046635147.8337,0.0,0.0,0.0,0.0,0.0,0.0,827010302897.8737,0.0,0.0,163917385562.85223,564834324499.1514,1416046635147.8245,0.0,0.0,0.0,0.0,0.0,0.0,-136043767128.96886,0.0
0.26,-1,-1,1,-45411.11354258347,0.0,-0.00045411113542583465,0.0,0.0,1.63917385165894e+23,1.0848473449686877e+24,1.416046463401759e+24,0.0,163917385165.89395,1254375174733.2856,1416046463401.7588,0.0,0.0,1610419701097.5684,0.0,0.0,0.0,0.0,0.0,0.0,163917385165.89368,564834321047.1338,1416046463401.7505,0.0,0.0,-920878847411.4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.033418780347619e-64,16404296.496273456,1658402301913.9414,4736243.1908716615,0.0,0.0,0.0,0.0,6.877809401637647e-64,587340.1501806843,826879871153.556,5399158.481694765,0.0,0.0,0.0,0.0,62589821.1057934,163927941057.22476,564834959273.6586,1416085399913.9944,0.0,0.0,0.0,0.0,0.0,0.0,8909130768117961.0,0.0,0.0,0.0,10301.350246012924,0.0,0.0,0.0,-1610419701097.5684,0.0,0.0,0.0,826443218893.3896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920878847411.4161,0.0,0.0,0.0,-136902354905.88785,0.0,-1.262177448353619e-18,-45411.113542582,-1.2621774483536189e-26,-0.00045411113542581996,0.0,1.63917385165894e+23,1.0848473538778187e+24,1.416046463401759e+24,0.0,163917385165.89395,1254375185034.6362,1416046463401.7588,0.0,0.0,0.0,0.0,0.0,0.0,826443218893.3896,0.0,0.0,163917385165.89368,564834321047.1338,1416046463401.7505,0.0,0.0,0.0,0.0,0.0,0.0,-136902354905.88785,0.0
0.28,-1,-1,1,-45387.97880227517,0.0,-0.00045387978802275157,0.0,0.0,1.6391738476335815e+23,1.0835986878639474e+24,1.4160462897969659e+24,0.0,163917384763.3581,1252931391438.6086,1416046289796.9656,0.0,0.0,1610699504339.198,0.0,0.0,0.0,0.0,0.0,0.0,163917384763.35788,564834317546.1694,1416046289796.9565,0.0,0.0,-922602430446.7599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0396674491908945e-64,16356206.795341488,1658771995591.3967,4741149.467752442,0.0,0.0,0.0,0.0,6.876559667814888e-64,586520.213650006,826309707052.6958,5398177.227001182,0.0,0.0,0.0,0.0,62589821.10579338,163927941057.2244,564834959273.6584,1416085399913.9937,0.0,0.0,0.0,0.0,0.0,0.0,9152556603551230.0,0.0,0.0,0.0,10582.815952936893,0.0,0.0,0.0,-1610699504339.198,0.0,0.0,0.0,825870237488.3209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,922602430446.7599,0.0,0.0,0.0,-137773153013.06595,0.0,0.0,-45387.97880227374,0.0,-0.00045387978802273736,0.0,1.6391738476335815e+23,1.0835986970165035e+24,1.4160462897969659e+24,0.0,163917384763.3581,1252931402021.424,1416046289796.9656,0.0,0.0,0.0,0.0,0.0,0.0,825870237488.3209,0.0,0.0,163917384763.35788,564834317546.1694,1416046289796.9565,0.0,0.0,0.0,0.0,0.0,0.0,-137773153013.06595,0.0
0.3,-1,-1,1,-45364.544794969675,0.0,-0.00045364544794969673,0.0,0.0,1.6391738435500668e+23,1.0823338780533239e+24,1.4160461142779572e+24,0.0,163917384355.00665,1251468931273.5327,1416046114277.9568,0.0,0.0,1610980824786.2751,0.0,0.0,0.0,0.0,0.0,0.0,163917384355.00644,564834313994.7075,1416046114277.9482,0.0,0.0,-924346207507.4497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.045891128566436e-64,16307779.522500204,1659144259509.3508,4746036.119996103,0.0,0.0,0.0,0.0,6.875314931885906e-64,585692.2703582686,825733510513.6329,5397199.897225912,0.0,0.0,0.0,0.0,62589821.10579342,163927941057.22397,564834959273.6571,1416085399913.9932,0.0,0.0,0.0,0.0,0.0,0.0,9407433610181952.0,0.0,0.0,0.0,10877.522292230315,0.0,0.0,0.0,-1610980824786.2751,0.0,0.0,0.0,825291182890.4048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924346207507.4497,0.0,0.0,0.0,-138656554734.05585,0.0,-1.262177448353619e-18,-45364.544794968104,-1.2621774483536189e-26,-0.00045364544794968095,0.0,1.6391738435500668e+23,1.0823338874607579e+24,1.4160461142779572e+24,0.0,163917384355.00665,1251468942151.0552,1416046114277.9568,0.0,0.0,0.0,0.0,0.0,0.0,825291182890.4048,0.0,0.0,163917384355.00644,564834313994.7075,1416046114277.9482,0.0,0.0,0.0,0.0,0.0,0.0,-138656554734.05585,0.0
0.32,-1,-1,1,-45340.80187525983,0.0,-0.00045340801875259825,0.0,0.0,1.639173839405839e+23,1.081052394930146e+24,1.4160459367864924e+24,0.0,163917383940.58386,1249987192276.7888,1416045936786.4922,0.0,0.0,1611263709670.3608,0.0,0.0,0.0,0.0,0.0,0.0,163917383940.58365,564834310391.1165,1416045936786.484,0.0,0.0,-926110827784.6874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0520706209919744e-64,16259004.039553862,1659519174766.2288,4750888.073602552,0.0,0.0,0.0,0.0,6.8740790333473e-64,584856.0733753114,825151098409.9551,5396229.507167001,0.0,0.0,0.0,0.0,62589821.10579338,163927941057.22403,564834959273.657,1416085399913.9924,0.0,0.0,0.0,0.0,0.0,0.0,9674470622384322.0,0.0,0.0,0.0,11186.288866988602,0.0,0.0,0.0,-1611263709670.3608,0.0,0.0,0.0,824705870626.1652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,926110827784.6874,0.0,0.0,0.0,-139552977554.20395,0.0,-2.524354896707238e-18,-45340.801875258316,-2.5243548967072378e-26,-0.0004534080187525831,0.0,1.639173839405839e+23,1.0810524046046158e+24,1.4160459367864924e+24,0.0,163917383940.58386,1249987203463.0767,1416045936786.4922,0.0,0.0,0.0,0.0,0.0,0.0,824705870626.1652,0.0,0.0,163917383940.58365,564834310391.1165,1416045936786.484,0.0,0.0,0.0,0.0,0.0,0.0,-139552977554.20395,0.0
0.34,-1,-1,1,-45316.73981854831,0.0,-0.00045316739818548305,0.0,0.0,1.6391738351981254e+23,1.0797536866257353e+24,1.4160457572614062e+24,0.0,163917383519.8125,1248485536339.824,1416045757261.4058,0.0,0.0,1611548208235.5383,0.0,0.0,0.0,0.0,0.0,0.0,163917383519.81232,564834306733.6704,1416045757261.3958,0.0,0.0,-927896978629.3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0581821983908476e-64,16209869.183817394,1659896826466.2715,4755686.697300436,0.0,0.0,0.0,0.0,6.872856717814617e-64,584011.362978339,824562278485.2751,5395269.7830763785,0.0,0.0,0.0,0.0,62589821.105793454,163927941057.22403,564834959273.6575,1416085399913.994,0.0,0.0,0.0,0.0,0.0,0.0,9954413204914890.0,0.0,0.0,0.0,11509.977750503545,0.0,0.0,0.0,-1611548208235.5383,0.0,0.0,0.0,824114107005.7745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927896978629.3865,0.0,0.0,0.0,-140462865889.64325,0.0,-2.524354896707238e-18,-45316.739818546805,-2.5243548967072378e-26,-0.000453167398185468,0.0,1.6391738351981254e+23,1.0797536965801481e+24,1.4160457572614062e+24,0.0,163917383519.8125,1248485547849.8013,1416045757261.4058,0.0,0.0,0.0,0.0,0.0,0.0,824114107005.7745,0.0,0.0,163917383519.81232,564834306733.6704,1416045757261.3958,0.0,0.0,0.0,0.0,0.0,0.0,-140462865889.64325,0.0
0.36,-1,-1,1,-45292.34776124561,0.0,-0.00045292347761245603,0.0,0.0,1.6391738309239253e+23,1.0784371667814475e+24,1.416045575638415e+24,0.0,163917383092.3925,1246963285474.412,1416045575638.4146,0.0,0.0,1611834371779.6462,0.0,0.0,0.0,0.0,0.0,0.0,163917383092.39227,564834303020.5436,1416045575638.4055,0.0,0.0,-929705389325.7793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06419660958224e-64,16160363.239215616,1660277303958.261,4760409.023358359,0.0,0.0,0.0,0.0,6.871653835524255e-64,583157.865596463,823966848776.555,5394325.318497468,0.0,0.0,0.0,0.0,62589821.10579341,163927941057.2241,564834959273.6576,1416085399913.993,0.0,0.0,0.0,0.0,0.0,0.0,1.0248054718123956e+16,0.0,0.0,0.0,11849.506280622409,0.0,0.0,0.0,-1611834371779.6462,0.0,0.0,0.0,823515688536.3658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929705389325.7793,0.0,0.0,0.0,-141386694232.9901,0.0,0.0,-45292.34776124416,0.0,-0.00045292347761244155,0.0,1.6391738309239253e+23,1.0784371770295019e+24,1.416045575638415e+24,0.0,163917383092.3925,1246963297323.918,1416045575638.4146,0.0,0.0,0.0,0.0,0.0,0.0,823515688536.3658,0.0,0.0,163917383092.39227,564834303020.5436,1416045575638.4055,0.0,0.0,0.0,0.0,0.0,0.0,-141386694232.9901,0.0
0.38,-1,-1,1,-45267.614132443,0.0,-0.0004526761413244299,0.0,0.0,1.639173826579959e+23,1.0771022108605464e+24,1.4160453918499255e+24,0.0,163917382657.99588,1245419717548.1895,1416045391849.925,0.0,0.0,1612122253696.285,0.0,0.0,0.0,0.0,0.0,0.0,163917382657.99554,564834299249.8024,1416045391849.916,0.0,0.0,-931536835397.8969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0700778761559425e-64,16110473.90255401,1660660701103.005,4765026.802162681,0.0,0.0,0.0,0.0,6.870477582158604e-64,582295.2927136703,823364596975.1813,5393401.763349583,0.0,0.0,0.0,0.0,62589821.105793394,163927941057.22418,564834959273.658,1416085399913.994,0.0,0.0,0.0,0.0,0.0,0.0,1.0556250951457752e+16,0.0,0.0,0.0,12205.863980010407,0.0,0.0,0.0,-1612122253696.285,0.0,0.0,0.0,822910401271.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931536835397.8969,0.0,0.0,0.0,-142324970767.35492,0.0,-2.524354896707238e-18,-45267.61413244154,-2.5243548967072378e-26,-0.0004526761413244153,0.0,1.639173826579959e+23,1.0771022214167976e+24,1.4160453918499255e+24,0.0,163917382657.99588,1245419729754.0537,1416045391849.925,0.0,0.0,0.0,0.0,0.0,0.0,822910401271.606,0.0,0.0,163917382657.99554,564834299249.8024,1416045391849.916,0.0,0.0,0.0,0.0,0.0,0.0,-142324970767.35492,0.0
0.4,-1,-1,1,-45242.526575610296,0.0,-0.00045242526575610284,0.0,0.0,1.6391738221626413e+23,1.0757481519217389e+24,1.4160452058247767e+24,0.0,163917382216.2641,1243854061397.7244,1416045205824.7764,0.0,0.0,1612411909515.1272,0.0,0.0,0.0,0.0,0.0,0.0,163917382216.26385,564834295419.3916,1416045205824.7678,0.0,0.0,-933392143536.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.075781832978494e-64,16060188.244282674,1661047116571.6975,4769505.356203239,0.0,0.0,0.0,0.0,6.869336790744708e-64,581423.3397425232,822755299720.5515,5392506.053130628,0.0,0.0,0.0,0.0,62589821.10579342,163927941057.22415,564834959273.6577,1416085399913.9937,0.0,0.0,0.0,0.0,0.0,0.0,1.0879899657823926e+16,0.0,0.0,0.0,12580.088892375374,0.0,0.0,0.0,-1612411909515.1272,0.0,0.0,0.0,822298020092.0398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933392143536.795,0.0,0.0,0.0,-143278241533.6174,0.0,-2.524354896707238e-18,-45242.52657560875,-2.5243548967072378e-26,-0.0004524252657560874,0.0,1.6391738221626413e+23,1.0757481628016391e+24,1.4160452058247767e+24,0.0,163917382216.2641,1243854073977.814,1416045205824.7764,0.0,0.0,0.0,0.0,0.0,0.0,822298020092.0398,0.0,0.0,163917382216.26385,564834295419.3916,1416045205824.7678,0.0,0.0,0.0,0.0,0.0,0.0,-143278241533.6174,0.0
0.42,-1,-1,1,-45217.07185828836,0.0,-0.0004521707185828835,0.0,0.0,1.639173817668033e+23,1.0743742757445653e+24,1.4160450174880097e+24,0.0,163917381766.80325,1242265491192.159,1416045017488.0093,0.0,0.0,1612703396930.79,0.0,0.0,0.0,0.0,0.0,0.0,163917381766.80304,564834291527.1277,1416045017488.0,0.0,0.0,-935272197265.7587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.081254361050345e-64,16009492.664363082,1661436654171.5068,4773802.192458776,0.0,0.0,0.0,0.0,6.868242285082962e-64,580541.6848545003,822138721829.3441,5391646.686439865,0.0,0.0,0.0,0.0,62589821.105793394,163927941057.2242,564834959273.6576,1416085399913.993,0.0,0.0,0.0,0.0,0.0,0.0,1.1219954652758608e+16,0.0,0.0,0.0,12973.283884895201,0.0,0.0,0.0,-1612703396930.79,0.0,0.0,0.0,821678307918.9557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935272197265.7587,0.0,0.0,0.0,-144247095280.63953,0.0,-2.524354896707238e-18,-45217.07185828665,-2.5243548967072378e-26,-0.0004521707185828664,0.0,1.639173817668033e+23,1.0743742869645205e+24,1.4160450174880097e+24,0.0,163917381766.80325,1242265504165.4434,1416045017488.0093,0.0,0.0,0.0,0.0,0.0,0.0,821678307918.9557,0.0,0.0,163917381766.80304,564834291527.1277,1416045017488.0,0.0,0.0,0.0,0.0,0.0,0.0,-144247095280.63953,0.0
0.44,-1,-1,1,-45191.23576707537,0.0,-0.00045191235767075364,0.0,0.0,1.6391738130917952e+23,1.0729798151610769e+24,1.4160448267605767e+24,0.0,163917381309.17947,1240653119879.1035,1416044826760.5764,0.0,0.0,1612996775804.8198,0.0,0.0,0.0,0.0,0.0,0.0,163917381309.1793,564834287570.6847,1416044826760.5679,0.0,0.0,-937177943496.4004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.086429250708382e-64,15958372.844935115,1661829423191.0647,4777865.324569925,0.0,0.0,0.0,0.0,6.867207307106547e-64,579649.9877238413,821514615470.1057,5390834.060543138,0.0,0.0,0.0,0.0,62589821.105793394,163927941057.22397,564834959273.657,1416085399913.993,0.0,0.0,0.0,0.0,0.0,0.0,1.157742633826139e+16,0.0,0.0,0.0,13386.617253911922,0.0,0.0,0.0,-1612996775804.8198,0.0,0.0,0.0,821051014870.8369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,937177943496.4004,0.0,0.0,0.0,-145232169175.7996,0.0,-2.524354896707238e-18,-45191.23576707409,-2.5243548967072378e-26,-0.00045191235767074085,0.0,1.6391738130917952e+23,1.072979826738504e+24,1.4160448267605767e+24,0.0,163917381309.17947,1240653133265.7217,1416044826760.5764,0.0,0.0,0.0,0.0,0.0,0.0,821051014870.8369,0.0,0.0,163917381309.1793,564834287570.6847,1416044826760.5679,0.0,0.0,0.0,0.0,0.0,0.0,-145232169175.7996,0.0
0.46,-1,-1,1,-45165.00298455674,0.0,-0.0004516500298455673,0.0,0.0,1.639173808429136e+23,1.0715639434127078e+24,1.4160446335590728e+24,0.0,163917380842.91357,1239015991503.3948,1416044633559.0725,0.0,0.0,1613292108122.3628,0.0,0.0,0.0,0.0,0.0,0.0,163917380842.91336,564834283547.5796,1416044633559.063,0.0,0.0,-939110400166.5485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.091225622270347e-64,15906813.70187363,1662225538757.3557,4781631.247630123,0.0,0.0,0.0,0.0,6.866248032752639e-64,578747.8881207699,820882719294.3304,5390080.87641447,0.0,0.0,0.0,0.0,62589821.1057934,163927941057.2238,564834959273.6564,1416085399913.9932,0.0,0.0,0.0,0.0,0.0,0.0,1.1953368699871012e+16,0.0,0.0,0.0,13821.307690055568,0.0,0.0,0.0,-1613292108122.3628,0.0,0.0,0.0,820415877372.8975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939110400166.5485,0.0,0.0,0.0,-146234155595.77493,0.0,-2.524354896707238e-18,-45165.00298455526,-2.5243548967072378e-26,-0.00045165002984555257,0.0,1.639173808429136e+23,1.0715639553660756e+24,1.4160446335590728e+24,0.0,163917380842.91357,1239016005324.7014,1416044633559.0725,0.0,0.0,0.0,0.0,0.0,0.0,820415877372.8975,0.0,0.0,163917380842.91336,564834283547.5796,1416044633559.063,0.0,0.0,0.0,0.0,0.0,0.0,-146234155595.77493,0.0
0.48,-1,-1,1,-45138.35694419181,0.0,-0.00045138356944191796,0.0,0.0,1.639173803674737e+23,1.0701257663175504e+24,1.4160444377954005e+24,0.0,163917380367.47366,1237353072150.3613,1416044437795.4001,0.0,0.0,1613589457885.812,0.0,0.0,0.0,0.0,0.0,0.0,163917380367.4734,564834279455.1615,1416044437795.392,0.0,0.0,-941070665190.6122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.09554481926935e-64,15854799.336826943,1662625122198.4143,4785022.499005788,0.0,0.0,0.0,0.0,6.86538419331544e-64,577835.0042964438,820242757531.0421,5389402.626571706,0.0,0.0,0.0,0.0,62589821.105793424,163927941057.2245,564834959273.6588,1416085399913.9956,0.0,0.0,0.0,0.0,0.0,0.0,1.2348858542173132e+16,0.0,0.0,0.0,14278.600268908936,0.0,0.0,0.0,-1613589457885.812,0.0,0.0,0.0,819772617225.8683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941070665190.6122,0.0,0.0,0.0,-147253810252.06876,0.0,-1.262177448353619e-18,-45138.35694419045,-1.2621774483536189e-26,-0.00045138356944190435,0.0,1.639173803674737e+23,1.0701257786664083e+24,1.4160444377954005e+24,0.0,163917380367.47366,1237353086428.961,1416044437795.4001,0.0,0.0,0.0,0.0,0.0,0.0,819772617225.8683,0.0,0.0,163917380367.4734,564834279455.1615,1416044437795.392,0.0,0.0,0.0,0.0,0.0,0.0,-147253810252.06876,0.0
