sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-43667.17318689398,0.0,-0.00043667173186893977,0.0,1.41603038648533e+24,2.118006941235214e+23,1.219621940529053e+24,0.0,1416030386485.3298,211800694123.52136,1097659746476.1476,0.0,0.0,0.0,719104794003.9032,0.0,0.0,0.0,0.0,0.0,1416030386485.3281,211800694123.52115,489083465109.7009,0.0,0.0,0.0,-110528512637.45456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.383535211217842e-65,344103.49606047623,3782090.987823344,720252997839.1737,0.0,0.0,0.0,0.0,3.823069834922205e-63,30011110.813496795,1.1439003868041293,1519083437123.4087,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9817,211811299483.3727,489084601591.6591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-532632300423.2513,0.0,0.0,0.0,-0.47936907038092613,0.0,0.0,0.0,-719104794003.9032,0.0,0.0,0.0,1504627682709.7737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110528512637.45456,0.0,0.0,0.0,-896051401343.8042,-43667.17318689272,-2.524354896707238e-18,-0.0004366717318689272,-2.5243548967072378e-26,0.0,1.41603038648533e+24,2.118006941235214e+23,1.2196219405285197e+24,0.0,1416030386485.3298,211800694123.52136,1097659746475.6677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504627682709.7737,0.0,1416030386485.3281,211800694123.52115,489083465109.7009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-896051401343.8042
0.02,-1,-1,1,0.0,-43650.2276141132,0.0,-0.00043650227614113195,0.0,1.416030379064944e+24,2.1180067016706265e+23,1.2184467984198198e+24,0.0,1416030379064.9438,211800670167.0626,1096602118577.8379,0.0,0.0,0.0,718463190289.2471,0.0,0.0,0.0,0.0,0.0,1416030379064.9407,211800670167.06223,489083460479.40625,0.0,0.0,0.0,-110944532190.81349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.385033770744499e-65,344221.1328272349,3784359.8043732573,719615729015.0157,0.0,0.0,0.0,0.0,3.8229949069426314e-63,30010522.649033666,1.160186785696155,1519872219774.9238,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.9824,211811299483.37283,489084601591.65955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2329496273365285.5,0.0,0.0,0.0,-2096.546646028757,0.0,0.0,0.0,-718463190289.2471,0.0,0.0,0.0,1505387090225.9563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110944532190.81349,0.0,0.0,0.0,-897868434224.0688,-43650.22761411193,-1.262177448353619e-18,-0.00043650227614111926,-1.2621774483536189e-26,0.0,1.416030379064944e+24,2.1180067016706265e+23,1.2184467960903237e+24,0.0,1416030379064.9438,211800670167.0626,1096602116481.2913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505387090225.9563,0.0,1416030379064.9407,211800670167.06223,489083460479.40625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-897868434224.0688
0.04,-1,-1,1,0.0,-43633.12743931761,0.0,-0.0004363312743931761,0.0,1.4160303715887e+24,2.1180064597974766e+23,1.2172609358859152e+24,0.0,1416030371588.6997,211800645979.74762,1095534842297.3236,0.0,0.0,0.0,717816073704.787,0.0,0.0,0.0,0.0,0.0,1416030371588.6973,211800645979.74713,489083455803.4724,0.0,0.0,0.0,-111364687210.93408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.386537075064688e-65,344339.14205034997,3786648.0941978716,718972990416.7296,0.0,0.0,0.0,0.0,3.8229197417233695e-63,30009932.62234964,1.1770106401176184,1520664903867.8777,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9822,211811299483.37265,489084601591.65894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0075545422260962e+16,0.0,0.0,0.0,-9067.990880034864,0.0,0.0,0.0,-717816073704.787,0.0,0.0,0.0,1506150183540.8062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111364687210.93408,0.0,0.0,0.0,-899698806114.9438,-43633.12743931647,-1.262177448353619e-18,-0.00043633127439316464,-1.2621774483536189e-26,0.0,1.4160303715887e+24,2.1180064597974766e+23,1.2172609258103697e+24,0.0,1416030371588.6997,211800645979.74762,1095534833229.3326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506150183540.8062,0.0,1416030371588.6973,211800645979.74713,489083455803.4724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-899698806114.9438
0.06,-1,-1,1,0.0,-43615.86895502947,0.0,-0.00043615868955029465,0.0,1.416030364055264e+24,2.11800621555941e+23,1.216064092976587e+24,0.0,1416030364055.2637,211800621555.94095,1094457683678.9283,0.0,0.0,0.0,717163310581.3956,0.0,0.0,0.0,0.0,0.0,1416030364055.2615,211800621555.94052,489083451080.8095,0.0,0.0,0.0,-111789077983.27464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38804525983119e-65,344457.5343811667,3788956.3302048994,718324649418.561,0.0,0.0,0.0,0.0,3.822844332481775e-63,30009340.68018958,1.1943995383805552,1521461590846.159,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.983,211811299483.373,489084601591.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5987482891066208.0,0.0,0.0,0.0,-5388.734601959586,0.0,0.0,0.0,-717163310581.3956,0.0,0.0,0.0,1506917059007.5674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111789077983.27464,0.0,0.0,0.0,-901542831798.1821,-43615.868955028214,-2.524354896707238e-18,-0.0004361586895502821,-2.5243548967072378e-26,0.0,1.416030364055264e+24,2.11800621555941e+23,1.2160640869891042e+24,0.0,1416030364055.2637,211800621555.94095,1094457678290.1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506917059007.5674,0.0,1416030364055.2615,211800621555.94052,489083451080.8095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-901542831798.1821
0.08,-1,-1,1,0.0,-43598.448224215594,0.0,-0.00043598448224215587,0.0,1.4160303564631026e+24,2.1180059688977746e+23,1.2148559997066972e+24,0.0,1416030356463.1023,211800596889.7774,1093370399736.0272,0.0,0.0,0.0,716504762228.762,0.0,0.0,0.0,0.0,0.0,1416030356463.1,211800596889.77686,489083446310.2413,0.0,0.0,0.0,-112217808802.97395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38955857036151e-65,344576.32908022316,3791285.0031827106,717670568415.4006,0.0,0.0,0.0,0.0,3.822768666951985e-63,30008746.72625427,1.2123830010630936,1522262385781.1519,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.983,211811299483.37292,489084601591.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8714027339294553.0,0.0,0.0,0.0,-7842.6246053650975,0.0,0.0,0.0,-716504762228.762,0.0,0.0,0.0,1507687815891.6416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112217808802.97395,0.0,0.0,0.0,-903400870308.477,-43598.448224214146,-2.524354896707238e-18,-0.0004359844822421414,-2.5243548967072378e-26,0.0,1.4160303564631026e+24,2.1180059688977746e+23,1.2148559909926703e+24,0.0,1416030356463.1023,211800596889.7774,1093370391893.4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507687815891.6416,0.0,1416030356463.1,211800596889.77686,489083446310.2413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-903400870308.477
0.1,-1,-1,1,0.0,-43580.861221893094,0.0,-0.00043580861221893086,0.0,1.4160303488107637e+24,2.1180057197514358e+23,1.2136363741952943e+24,0.0,1416030348810.7634,211800571975.14352,1092272736775.7646,0.0,0.0,0.0,715840283661.9792,0.0,0.0,0.0,0.0,0.0,1416030348810.7612,211800571975.143,489083441490.5844,0.0,0.0,0.0,-112650988376.79742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.391077153693359e-65,344695.53769285645,3793634.6262465953,717010603553.84,0.0,0.0,0.0,0.0,3.822692737782107e-63,30008150.70281846,1.2309926517384284,1523067398786.284,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9822,211811299483.373,489084601591.6598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-841223643927110.6,0.0,0.0,0.0,-757.1012795343995,0.0,0.0,0.0,-715840283661.9792,0.0,0.0,0.0,1508462558766.669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112650988376.79742,0.0,0.0,0.0,-905273264238.5875,-43580.861221891886,-2.524354896707238e-18,-0.00043580861221891883,-2.5243548967072378e-26,0.0,1.4160303488107637e+24,2.1180057197514358e+23,1.2136363733540704e+24,0.0,1416030348810.7634,211800571975.14352,1092272736018.6632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508462558766.669,0.0,1416030348810.7612,211800571975.143,489083441490.5844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-905273264238.5875
0.12,-1,-1,1,0.0,-43563.10367965133,0.0,-0.0004356310367965132,0.0,1.4160303410966032e+24,2.118005468056676e+23,1.21240492327445e+24,0.0,1416030341096.6028,211800546805.66754,1091164430947.0049,0.0,0.0,0.0,715169724187.5105,0.0,0.0,0.0,0.0,0.0,1416030341096.601,211800546805.6669,489083436620.5673,0.0,0.0,0.0,-113088729861.0716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.392601266152614e-65,344815.18034257274,3796005.7326721433,716344605318.763,0.0,0.0,0.0,0.0,3.822616532155845e-63,30007552.509268556,1.2502623284521637,1523876744145.59,0.0,0.0,0.0,0.0,62589821.10579337,1416085399913.982,211811299483.37286,489084601591.65936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-837857561993102.2,0.0,0.0,0.0,-754.071805793792,0.0,0.0,0.0,-715169724187.5105,0.0,0.0,0.0,1509241395635.732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113088729861.0716,0.0,0.0,0.0,-907160402063.3629,-43563.10367965001,-2.524354896707238e-18,-0.00043563103679650005,-2.5243548967072378e-26,0.0,1.4160303410966032e+24,2.118005468056676e+23,1.2124049224365926e+24,0.0,1416030341096.6028,211800546805.66754,1091164430192.9332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509241395635.732,0.0,1416030341096.601,211800546805.6669,489083436620.5673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-907160402063.3629
0.14,-1,-1,1,0.0,-43545.171199190336,0.0,-0.00043545171199190326,0.0,1.416030333319006e+24,2.1180052137470086e+23,1.2111613407303383e+24,0.0,1416030333319.0059,211800521374.7008,1090045206657.3044,0.0,0.0,0.0,714492926237.6896,0.0,0.0,0.0,0.0,0.0,1416030333319.0042,211800521374.7002,489083431698.8949,0.0,0.0,0.0,-113531151279.27867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.394131094805345e-65,344935.2717146216,3798398.8799588974,715672417372.3754,0.0,0.0,0.0,0.0,3.8225400407198956e-63,30006952.07218039,1.270228286904715,1524690541568.4531,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.982,211811299483.3728,489084601591.65936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-834430894255638.2,0.0,0.0,0.0,-750.9878048300743,0.0,0.0,0.0,-714492926237.6896,0.0,0.0,0.0,1510024440032.0376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113531151279.27867,0.0,0.0,0.0,-909062665824.6151,-43545.17119918894,-3.7865323450608574e-18,-0.0004354517119918893,-3.7865323450608567e-26,0.0,1.416030333319006e+24,2.1180052137470086e+23,1.211161339895907e+24,0.0,1416030333319.0059,211800521374.7008,1090045205906.3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510024440032.0376,0.0,1416030333319.0042,211800521374.7002,489083431698.8949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-909062665824.6151
0.16,-1,-1,1,0.0,-43527.059174253074,0.0,-0.00043527059174253065,0.0,1.416030325476266e+24,2.1180049567530203e+23,1.2099053071281093e+24,0.0,1416030325476.2656,211800495675.30197,1088914776415.2982,0.0,0.0,0.0,713809725418.0798,0.0,0.0,0.0,0.0,0.0,1416030325476.264,211800495675.30142,489083426724.208,0.0,0.0,0.0,-113978375726.98819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.395666857034042e-65,345055.8288726701,3800814.6496068207,714993876603.7585,0.0,0.0,0.0,0.0,3.82246325260514e-63,30006349.306238327,1.290929410876824,1525508915953.8347,0.0,0.0,0.0,0.0,62589821.10579341,1416085399913.9834,211811299483.37305,489084601591.65985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-830963273263640.0,0.0,0.0,0.0,-747.8669459372759,0.0,0.0,0.0,-713809725418.0798,0.0,0.0,0.0,1510811810294.6392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113978375726.98819,0.0,0.0,0.0,-910980461351.4131,-43527.059174251735,-2.524354896707238e-18,-0.00043527059174251726,-2.5243548967072378e-26,0.0,1.416030325476266e+24,2.1180049567530203e+23,1.209905306297147e+24,0.0,1416030325476.2656,211800495675.30197,1088914775667.4321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510811810294.6392,0.0,1416030325476.264,211800495675.30142,489083426724.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-910980461351.4131
