sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:n,avg:g_CB:p,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:n,tot:g_CB:p,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:n,avg:g_IB:p,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:n,tot:g_IB:p,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:n,avg:g_VB:p,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:n,tot:g_VB:p,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-48433.21134461995,0.0,-0.00048433211344619945,0.0,0.0,2.142082038334813e+23,1.4160261078949157e+24,1.567160798142342e+24,0.0,214208203833.4812,1416026107894.9153,1392728969398.7388,0.0,0.0,0.0,976082268385.9017,0.0,0.0,0.0,0.0,0.0,214208203833.48044,1416026107894.9133,485273733699.3762,0.0,0.0,0.0,-68627032686.5388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22053600388.88805,0.0,0.0,0.0,-0.019598938524723053,0.0,0.0,0.0,-976082268385.9017,0.0,0.0,0.0,2686338231148.5107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68627032686.5388,0.0,0.0,0.0,-1778882995449.1658,1.4508492494255704e-17,-48433.2113446179,1.45084924942557e-25,-0.0004843321134461789,0.0,2.142082038334813e+23,1.4160261078949157e+24,1.567160798142321e+24,0.0,214208203833.4812,1416026107894.9153,1392728969398.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2686338231148.5107,0.0,214208203833.48044,1416026107894.9133,485273733699.3762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1778882995449.1658,0.0,0.0,0.0,0.0,4.347458121363626e-64,7618680.732226514,3412749.4431228694,981165871249.9813,0.0,0.0,0.0,0.0,5.924473690485571e-63,608483.1661676319,46507311.61053534,2698559998608.2163,0.0,0.0,0.0,0.0,62589837.95057229,214219332863.14133,1416085781024.5874,485275370682.5236
0.02,-1,-1,1,-48424.22645043315,0.0,-0.00048424226450433143,0.0,0.0,2.142081807037552e+23,1.416026099272708e+24,1.5665298107570818e+24,0.0,214208180703.7551,1416026099272.7075,1392168213660.196,0.0,0.0,0.0,975832576401.0604,0.0,0.0,0.0,0.0,0.0,214208180703.75427,1416026099272.705,485273728205.8119,0.0,0.0,0.0,-68938090946.67674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6608382509802086e+16,0.0,0.0,0.0,-14759.797133564949,0.0,0.0,0.0,-975832576401.0604,0.0,0.0,0.0,2687682900089.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68938090946.67674,0.0,0.0,0.0,-1780788429394.9106,1.1984137597548464e-17,-48424.22645043112,1.1984137597548463e-25,-0.0004842422645043111,0.0,2.142081807037552e+23,1.416026099272708e+24,1.5665297941487004e+24,0.0,214208180703.7551,1416026099272.7075,1392168198900.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687682900089.501,0.0,214208180703.75427,1416026099272.705,485273728205.8119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1780788429394.9106,0.0,0.0,0.0,0.0,4.347447530209184e-64,7637866.596476142,3412741.127116554,980939251980.3579,0.0,0.0,0.0,0.0,5.924476867831854e-63,618876.1956251127,46507336.557991296,2699917798831.211,0.0,0.0,0.0,0.0,62589837.95057227,214219332863.14096,1416085781024.5872,485275370682.5234
0.04,-1,-1,1,-48415.14713503253,0.0,-0.0004841514713503252,0.0,0.0,2.1420815736889188e+23,1.4160260905934546e+24,1.5658921934938452e+24,0.0,214208157368.89175,1416026090593.4543,1391601565977.9988,0.0,0.0,0.0,975580333707.4382,0.0,0.0,0.0,0.0,0.0,214208157368.89105,1416026090593.4526,485273722663.47784,0.0,0.0,0.0,-69252490392.91737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.59498122812038e+16,0.0,0.0,0.0,-31948.441454015672,0.0,0.0,0.0,-975580333707.4382,0.0,0.0,0.0,2689033651915.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69252490392.91737,0.0,0.0,0.0,-1782705840549.2617,1.1984137597548464e-17,-48415.14713503038,1.1984137597548463e-25,-0.0004841514713503037,0.0,2.1420815736889188e+23,1.4160260905934546e+24,1.565892157544033e+24,0.0,214208157368.89175,1416026090593.4543,1391601534029.5571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2689033651915.338,0.0,214208157368.89105,1416026090593.4526,485273722663.47784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1782705840549.2617,0.0,0.0,0.0,0.0,4.347436870833428e-64,7657187.931707362,3412732.757542926,980710329904.6716,0.0,0.0,0.0,0.0,5.92448006564454e-63,629602.1534442741,46507361.666146204,2701281764212.2856,0.0,0.0,0.0,0.0,62589837.95057227,214219332863.14075,1416085781024.5874,485275370682.52313
0.06,-1,-1,1,-48405.97153186779,0.0,-0.0004840597153186779,0.0,0.0,2.142081338240425e+23,1.4160260818559917e+24,1.5652477930748577e+24,0.0,214208133824.0424,1416026081855.9912,1391028890134.8557,0.0,0.0,0.0,975325479089.5763,0.0,0.0,0.0,0.0,0.0,214208133824.04147,1416026081855.99,485273717071.358,0.0,0.0,0.0,-69570306026.07762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769559754273149.5,0.0,0.0,0.0,1572.600039370358,0.0,0.0,0.0,-975325479089.5763,0.0,0.0,0.0,2690390647389.7173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69570306026.07762,0.0,0.0,0.0,-1784635472753.6182,1.1984137597548464e-17,-48405.97153186581,1.1984137597548463e-25,-0.00048405971531865805,0.0,2.142081338240425e+23,1.4160260818559917e+24,1.5652477948444186e+24,0.0,214208133824.0424,1416026081855.9912,1391028891707.4568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2690390647389.7173,0.0,214208133824.04147,1416026081855.99,485273717071.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1784635472753.6182,0.0,0.0,0.0,0.0,4.347426141859999e-64,7676645.925677191,3412724.333322596,980479049374.08,0.0,0.0,0.0,0.0,5.924483284336516e-63,640676.1946284745,46507386.93823645,2702652057181.7324,0.0,0.0,0.0,0.0,62589837.95057227,214219332863.1405,1416085781024.5867,485275370682.5228
0.08,-1,-1,1,-48396.69645780383,0.0,-0.0004839669645780382,0.0,0.0,2.1420811006408208e+23,1.416026073058394e+24,1.5645964204335484e+24,0.0,214208110064.08197,1416026073058.3938,1390450018108.1304,0.0,0.0,0.0,975067946710.0304,0.0,0.0,0.0,0.0,0.0,214208110064.0813,1416026073058.392,485273711427.94635,0.0,0.0,0.0,-69891640029.8463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1702889778794313.2,0.0,0.0,0.0,1513.3507228046656,0.0,0.0,0.0,-975067946710.0304,0.0,0.0,0.0,2691754054756.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69891640029.8463,0.0,0.0,0.0,-1786577746562.8804,1.4508492494255704e-17,-48396.696457801714,1.45084924942557e-25,-0.000483966964578017,0.0,2.1420811006408208e+23,1.416026073058394e+24,1.5645964221364377e+24,0.0,214208110064.08197,1416026073058.3938,1390450019621.4805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2691754054756.415,0.0,214208110064.0813,1416026073058.392,485273711427.94635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1786577746562.8804,0.0,0.0,0.0,0.0,4.3474153409166795e-64,7696241.632961895,3412715.852593751,980245352135.8506,0.0,0.0,0.0,0.0,5.924486524619462e-63,652115.0851925086,46507412.37984914,2704028848867.112,0.0,0.0,0.0,0.0,62589837.95057227,214219332863.141,1416085781024.5872,485275370682.52344
0.1,-1,-1,1,-48387.31966040251,0.0,-0.000483873196604025,0.0,0.0,2.1420808608375247e+23,1.4160260641992738e+24,1.5639379038505232e+24,0.0,214208086083.75235,1416026064199.2734,1389864797291.5457,0.0,0.0,0.0,974807669924.6855,0.0,0.0,0.0,0.0,0.0,214208086083.75162,1416026064199.2715,485273705732.05884,0.0,0.0,0.0,-70216578365.19781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637703561979137.0,0.0,0.0,0.0,1455.4200160950422,0.0,0.0,0.0,-974807669924.6855,0.0,0.0,0.0,2693124047940.6416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70216578365.19781,0.0,0.0,0.0,-1788532954925.733,1.1984137597548464e-17,-48387.31966040037,1.1984137597548463e-25,-0.00048387319660400365,0.0,2.1420808608375247e+23,1.4160260641992738e+24,1.5639379054882286e+24,0.0,214208086083.75235,1416026064199.2734,1389864798746.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2693124047940.6416,0.0,214208086083.75162,1416026064199.2715,485273705732.05884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1788532954925.733,0.0,0.0,0.0,0.0,4.347404466348311e-64,7715976.121159385,3412707.3140567862,980009177926.2504,0.0,0.0,0.0,0.0,5.924489786989937e-63,663935.9599221022,46507437.99488256,2705412315196.949,0.0,0.0,0.0,0.0,62589837.950572275,214219332863.14087,1416085781024.5874,485275370682.5234
0.12,-1,-1,1,-48377.83848162292,0.0,-0.0004837783848162292,0.0,0.0,2.1420806187755036e+23,1.4160260552770005e+24,1.5632720566536406e+24,0.0,214208061877.55026,1416026055277.0002,1389273061790.3826,0.0,0.0,0.0,974544578677.327,0.0,0.0,0.0,0.0,0.0,214208061877.54944,1416026055276.9985,485273699982.3517,0.0,0.0,0.0,-70545216869.29651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573969417896346.2,0.0,0.0,0.0,1398.7797600924969,0.0,0.0,0.0,-974544578677.327,0.0,0.0,0.0,2694500808835.5386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70545216869.29651,0.0,0.0,0.0,-1790501445628.7285,1.1984137597548464e-17,-48377.83848162099,1.1984137597548463e-25,-0.0004837783848162098,0.0,2.1420806187755036e+23,1.4160260552770005e+24,1.5632720582276095e+24,0.0,214208061877.55026,1416026055277.0002,1389273063189.162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2694500808835.5386,0.0,214208061877.54944,1416026055276.9985,485273699982.3517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1790501445628.7285,0.0,0.0,0.0,0.0,4.3473935161905994e-64,7735850.381291852,3412698.716168558,979770463802.6929,0.0,0.0,0.0,0.0,5.924493072037195e-63,676157.1644488435,46507463.787965395,2706802640444.7085,0.0,0.0,0.0,0.0,62589837.95057226,214219332863.14072,1416085781024.5867,485275370682.5229
0.14,-1,-1,1,-48368.250143500765,0.0,-0.0004836825014350076,0.0,0.0,2.142080374397374e+23,1.416026046289876e+24,1.562598683748579e+24,0.0,214208037439.7373,1416026046289.8755,1388674638225.169,0.0,0.0,0.0,974278599891.7491,0.0,0.0,0.0,0.0,0.0,214208037439.7364,1416026046289.8738,485273694177.4204,0.0,0.0,0.0,-70877655844.00017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1511723456158533.8,0.0,0.0,0.0,1343.4620452523232,0.0,0.0,0.0,-974278599891.7491,0.0,0.0,0.0,2695884527181.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70877655844.00017,0.0,0.0,0.0,-1792483581789.8823,1.4508492494255704e-17,-48368.25014349878,1.45084924942557e-25,-0.0004836825014349877,0.0,2.142080374397374e+23,1.416026046289876e+24,1.562598685260304e+24,0.0,214208037439.7373,1416026046289.8755,1388674639568.6323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2695884527181.095,0.0,214208037439.7364,1416026046289.8738,485273694177.4204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1792483581789.8823,0.0,0.0,0.0,0.0,4.347382488391809e-64,7755865.335981794,3412690.057316593,979529144134.1184,0.0,0.0,0.0,0.0,5.924496380376773e-63,688798.1509616557,46507489.76393525,2708200016835.321,0.0,0.0,0.0,0.0,62589837.950572245,214219332863.1401,1416085781024.5864,485275370682.5222
0.16,-1,-1,1,-48358.5517398571,0.0,-0.0004835855173985709,0.0,0.0,2.142080127643282e+23,1.4160260372361232e+24,1.5619175810366318e+24,0.0,214208012764.3281,1416026037236.1228,1388069345214.2734,0.0,0.0,0.0,974009657285.0529,0.0,0.0,0.0,0.0,0.0,214208012764.32736,1416026037236.1204,485273688315.7985,0.0,0.0,0.0,-71214000386.57889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450919413052660.8,0.0,0.0,0.0,1289.425757214427,0.0,0.0,0.0,-974009657285.0529,0.0,0.0,0.0,2697275401035.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71214000386.57889,0.0,0.0,0.0,-1794479742847.8167,1.4508492494255704e-17,-48358.551739854876,1.45084924942557e-25,-0.0004835855173985487,0.0,2.142080127643282e+23,1.4160260372361232e+24,1.561917582487549e+24,0.0,214208012764.3281,1416026037236.1228,1388069346503.6975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697275401035.718,0.0,214208012764.32736,1416026037236.1204,485273688315.7985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1794479742847.8167,0.0,0.0,0.0,0.0,4.3473713808075134e-64,7776021.831136398,3412681.335815348,979285150438.8401,0.0,0.0,0.0,0.0,5.924499712652028e-63,701879.5499571136,46507515.92784866,2709604645023.547,0.0,0.0,0.0,0.0,62589837.950572275,214219332863.14078,1416085781024.5876,485275370682.5235
