sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-49768.28312310453,0.0,-0.0004976828312310452,0.0,1.3109577921671618e+23,1.4160514799896835e+24,0.0,1.1300561503498276e+24,131095779216.71616,1416051479989.683,0.0,1559144648122.1697,0.0,0.0,0.0,1554927377335.721,0.0,0.0,0.0,0.0,131095779216.716,1416051479989.692,0.0,616761525185.2668,0.0,0.0,0.0,-612544254398.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2671154521906.091,0.0,0.0,0.0,3.6854064958170056,0.0,0.0,0.0,-1554927377335.721,0.0,0.0,0.0,1066927658957.8282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612544254398.8182,0.0,0.0,0.0,-124544536017.23973,7.596907702833229e-18,-49768.28312310226,7.596907702833227e-26,-0.0004976828312310225,1.3109577921671618e+23,1.4160514799896835e+24,0.0,1.1300561503525e+24,131095779216.71616,1416051479989.683,0.0,1559144648125.8567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066927658957.8282,131095779216.716,1416051479989.692,0.0,616761525185.2668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124544536017.23973,0.0,0.0,0.0,0.0,943814.4107864829,14.350469931472286,1.8278501237295833e-69,1588925374146.001,0.0,0.0,0.0,0.0,34396.0677324984,7219664.354711981,9.196914082682193e-64,1067278337044.0692,0.0,0.0,0.0,0.0,131103958417.54645,1416085781024.6006,62589837.95057232,616761957047.2045
0.02,-1,-1,1,-49751.66276990242,0.0,-0.0004975166276990241,0.0,1.310957785983836e+23,1.4160513025453025e+24,0.0,1.1293043308361698e+24,131095778598.38356,1416051302545.3022,0.0,1558107358629.3328,0.0,0.0,0.0,1555077970354.8684,0.0,0.0,0.0,0.0,131095778598.38338,1416051302545.3093,0.0,616761523275.0569,0.0,0.0,0.0,-613732135000.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.663446756197488e+16,0.0,0.0,0.0,119530.04848507035,0.0,0.0,0.0,-1555077970354.8684,0.0,0.0,0.0,1066332888183.2711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613732135000.593,0.0,0.0,0.0,-124986933298.94557,7.596907702833229e-18,-49751.66276990015,7.596907702833227e-26,-0.0004975166276990014,1.310957785983836e+23,1.4160513025453025e+24,0.0,1.1293044174706372e+24,131095778598.38356,1416051302545.3022,0.0,1558107478159.3813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066332888183.2711,131095778598.38338,1416051302545.3093,0.0,616761523275.0569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-124986933298.94557,0.0,0.0,0.0,0.0,940897.49754902,14.600094684081416,1.8596474907763363e-69,1589141902786.0066,0.0,0.0,0.0,0.0,34433.97809990032,7219664.293693041,9.196914004955289e-64,1066684837643.9714,0.0,0.0,0.0,0.0,131103958417.54626,1416085781024.6003,62589837.950572304,616761957047.2037
0.04,-1,-1,1,-49734.87872033871,0.0,-0.000497348787203387,0.0,1.3109577797341735e+23,1.4160511234382698e+24,0.0,1.1285450561730589e+24,131095777973.41733,1416051123438.2695,0.0,1557059783226.0417,0.0,0.0,0.0,1555229080006.1323,0.0,0.0,0.0,0.0,131095777973.41713,1416051123438.274,0.0,616761521342.1566,0.0,0.0,0.0,-614930818122.2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3047095862806816e+17,0.0,0.0,0.0,317982.0414952828,0.0,0.0,0.0,-1555229080006.1323,0.0,0.0,0.0,1065732819536.8431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614930818122.2467,0.0,0.0,0.0,-125434239670.91472,6.334730254479609e-18,-49734.87872033636,6.334730254479608e-26,-0.0004973487872033636,1.3109577797341735e+23,1.4160511234382698e+24,0.0,1.1285452866440198e+24,131095777973.41733,1416051123438.2695,0.0,1557060101208.0867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065732819536.8431,131095777973.41713,1416051123438.274,0.0,616761521342.1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125434239670.91472,0.0,0.0,0.0,0.0,937965.4749476617,14.858580893693839,1.8925742217042193e-69,1589359547683.6064,0.0,0.0,0.0,0.0,34472.245458727426,7219664.230507956,9.196913924467723e-64,1066086054475.539,0.0,0.0,0.0,0.0,131103958417.54617,1416085781024.5996,62589837.95057233,616761957047.2034
0.06,-1,-1,1,-49717.927461957435,0.0,-0.0004971792746195743,0.0,1.3109577734233469e+23,1.416050942625862e+24,0.0,1.1277785177475906e+24,131095777342.33466,1416050942625.8616,0.0,1556002185970.119,0.0,0.0,0.0,1555380753338.3381,0.0,0.0,0.0,0.0,131095777342.33447,1416050942625.8643,0.0,616761519386.369,0.0,0.0,0.0,-616140086754.589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.917858951788609e+16,0.0,0.0,0.0,54054.914128716104,0.0,0.0,0.0,-1555380753338.3381,0.0,0.0,0.0,1065127306075.9603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,616140086754.589,0.0,0.0,0.0,-125886585437.2957,8.859085151186848e-18,-49717.927461955034,8.859085151186846e-26,-0.0004971792746195502,1.3109577734233469e+23,1.416050942625862e+24,0.0,1.1277785569261799e+24,131095777342.33466,1416050942625.8616,0.0,1556002240025.0327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065127306075.9603,131095777342.33447,1416050942625.8643,0.0,616761519386.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-125886585437.2957,0.0,0.0,0.0,0.0,935017.8896873972,15.126410515187807,1.926691864428644e-69,1589578343833.7395,0.0,0.0,0.0,0.0,34510.81729540601,7219664.165038958,9.196913841069049e-64,1065481840972.6935,0.0,0.0,0.0,0.0,131103958417.54585,1416085781024.5996,62589837.9505723,616761957047.2028
0.08,-1,-1,1,-49700.803749667,0.0,-0.0004970080374966699,0.0,1.3109577670401162e+23,1.4160507600650706e+24,0.0,1.1270040075879837e+24,131095776704.01158,1416050760065.0703,0.0,1554933590069.027,0.0,0.0,0.0,1555532962929.7693,0.0,0.0,0.0,0.0,131095776704.01138,1416050760065.0715,0.0,616761517406.5391,0.0,0.0,0.0,-617360890267.2825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0033328954218504e+16,0.0,0.0,0.0,55234.202801481704,0.0,0.0,0.0,-1555532962929.7693,0.0,0.0,0.0,1064516225612.7375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617360890267.2825,0.0,0.0,0.0,-126344097716.04756,7.596907702833229e-18,-49700.803749664745,7.596907702833227e-26,-0.0004970080374966473,1.3109577670401162e+23,1.4160507600650706e+24,0.0,1.1270040476213128e+24,131095776704.01158,1416050760065.0703,0.0,1554933645303.2302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1064516225612.7375,131095776704.01138,1416050760065.0715,0.0,616761517406.5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126344097716.04756,0.0,0.0,0.0,0.0,932054.3670015421,15.404099113549009,1.9620662257526892e-69,1589798316497.792,0.0,0.0,0.0,0.0,34549.787736856095,7219664.097159994,9.196913754598362e-64,1064872075315.2003,0.0,0.0,0.0,0.0,131103958417.5459,1416085781024.6,62589837.95057233,616761957047.2032
0.1,-1,-1,1,-49683.50336483247,0.0,-0.0004968350336483246,0.0,1.3109577605859324e+23,1.416050575709803e+24,0.0,1.1262215063919814e+24,131095776058.5932,1416050575709.8025,0.0,1553853968891.3376,0.0,0.0,0.0,1555685740808.0615,0.0,0.0,0.0,0.0,131095776058.59303,1416050575709.803,0.0,616761515402.2108,0.0,0.0,0.0,-618593287318.9338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.092513050395864e+16,0.0,0.0,0.0,56464.62627471704,0.0,0.0,0.0,-1555685740808.0615,0.0,0.0,0.0,1063899426079.7341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,618593287318.9338,0.0,0.0,0.0,-126806916125.98013,7.596907702833229e-18,-49683.50336483011,7.596907702833227e-26,-0.000496835033648301,1.3109577605859324e+23,1.416050575709803e+24,0.0,1.1262215473171119e+24,131095776058.5932,1416050575709.8025,0.0,1553854025355.9636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063899426079.7341,131095776058.59303,1416050575709.803,0.0,616761515402.2108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-126806916125.98013,0.0,0.0,0.0,0.0,929074.4400902056,15.692203349162039,1.9987683041765189e-69,1590019500947.6497,0.0,0.0,0.0,0.0,34589.1369651659,7219664.026735022,9.196913664882192e-64,1064256605839.3757,0.0,0.0,0.0,0.0,131103958417.54573,1416085781024.5996,62589837.950572304,616761957047.2026
0.12,-1,-1,1,-49666.02156234104,0.0,-0.0004966602156234104,0.0,1.31095775405876e+23,1.416050389512272e+24,0.0,1.1254307995328538e+24,131095775405.87598,1416050389512.2715,0.0,1552763026315.3774,0.0,0.0,0.0,1555839104026.5896,0.0,0.0,0.0,0.0,131095775405.87575,1416050389512.2715,0.0,616761513372.708,0.0,0.0,0.0,-619837591083.9207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.185650700433869e+16,0.0,0.0,0.0,57749.65152368788,0.0,0.0,0.0,-1555839104026.5896,0.0,0.0,0.0,1063276755346.5873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619837591083.9207,0.0,0.0,0.0,-127275184654.26836,8.227996427010038e-18,-49666.021562338574,8.227996427010037e-26,-0.0004966602156233857,1.31095775405876e+23,1.416050389512272e+24,0.0,1.1254308413893596e+24,131095775405.87598,1416050389512.2715,0.0,1552763084065.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063276755346.5873,131095775405.87575,1416050389512.2715,0.0,616761513372.708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127275184654.26836,0.0,0.0,0.0,0.0,926077.6425331946,15.991322527160403,2.0368744933229307e-69,1590241931609.027,0.0,0.0,0.0,0.0,34628.87616104707,7219663.953617519,9.196913571733724e-64,1063635280830.8635,0.0,0.0,0.0,0.0,131103958417.5461,1416085781024.5996,62589837.9505723,616761957047.2034
0.14,-1,-1,1,-49648.35338211124,0.0,-0.0004964835338211124,0.0,1.310957747456457e+23,1.4160502014225364e+24,0.0,1.1246316626604153e+24,131095774745.64566,1416050201422.536,0.0,1551660452803.9692,0.0,0.0,0.0,1555993070403.2332,0.0,0.0,0.0,0.0,131095774745.64545,1416050201422.5344,0.0,616761511317.3204,0.0,0.0,0.0,-621094128916.5853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.283023943144574e+16,0.0,0.0,0.0,59093.11547630385,0.0,0.0,0.0,-1555993070403.2332,0.0,0.0,0.0,1062648054448.4432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621094128916.5853,0.0,0.0,0.0,-127749053868.67844,8.227996427010038e-18,-49648.353382109046,8.227996427010037e-26,-0.0004964835338210903,1.310957747456457e+23,1.4160502014225364e+24,0.0,1.1246317054906548e+24,131095774745.64566,1416050201422.536,0.0,1551660511897.0847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062648054448.4432,131095774745.64545,1416050201422.5344,0.0,616761511317.3204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-127749053868.67844,0.0,0.0,0.0,0.0,923063.4865764403,16.302103053190308,2.0764671910042252e-69,1590465644462.1921,0.0,0.0,0.0,0.0,34669.016972159276,7219663.877649481,9.196913474951578e-64,1063007941759.0807,0.0,0.0,0.0,0.0,131103958417.54608,1416085781024.5999,62589837.9505723,616761957047.2035
0.16,-1,-1,1,-49630.49363483421,0.0,-0.000496304936348342,0.0,1.3109577407767975e+23,1.4160500113883695e+24,0.0,1.1238238610561438e+24,131095774077.67972,1416050011388.3691,0.0,1550545924514.685,0.0,0.0,0.0,1556147658571.125,0.0,0.0,0.0,0.0,131095774077.67957,1416050011388.3667,0.0,616761509235.306,0.0,0.0,0.0,-622363243291.7455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.384936179517929e+16,0.0,0.0,0.0,60499.20417260879,0.0,0.0,0.0,-1556147658571.125,0.0,0.0,0.0,1062013157137.9723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622363243291.7455,0.0,0.0,0.0,-128228681359.38837,8.227996427010038e-18,-49630.49363483173,8.227996427010037e-26,-0.0004963049363483173,1.3109577407767975e+23,1.4160500113883695e+24,0.0,1.1238239049055054e+24,131095774077.67972,1416050011388.3691,0.0,1550545985013.889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062013157137.9723,131095774077.67957,1416050011388.3667,0.0,616761509235.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128228681359.38837,0.0,0.0,0.0,0.0,920031.4611459046,16.625242829306718,2.1176354239530722e-69,1590690677146.1184,0.0,0.0,0.0,0.0,34709.571545087674,7219663.79866031,9.196913374318107e-64,1062374422830.286,0.0,0.0,0.0,0.0,131103958417.54599,1416085781024.6,62589837.95057233,616761957047.2032
