sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-41588.30877311107,0.0,-0.00041588308773111065,0.0,1.4160437584915355e+24,2.586930267423656e+23,0.0,1.3157164555916933e+24,1416043758491.5352,258693026742.3655,0.0,921001518914.185,0.0,0.0,0.0,535932706155.42395,0.0,0.0,0.0,0.0,1416043758491.5286,258693026742.36453,0.0,414896840910.69946,0.0,0.0,0.0,-29828028151.939346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.6942171013932,4437012.582809585,8.492972894038242e-68,536239244652.7508,0.0,0.0,0.0,0.0,6345736.78146017,238.54358505517038,8.083643912616224e-64,516496233260.95703,0.0,0.0,0.0,0.0,1416085399913.9746,258706905391.37726,62589821.10579335,414896845385.73926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-376550102872.50806,0.0,0.0,0.0,-0.26358507201075554,0.0,0.0,0.0,-535932706155.42395,0.0,0.0,0.0,516469068622.77155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29828028151.939346,0.0,0.0,0.0,-10364390619.550165,-2.524354896707238e-18,-41588.30877310991,-2.5243548967072378e-26,-0.000415883087731099,1.4160437584915355e+24,2.586930267423656e+23,0.0,1.3157164555913162e+24,1416043758491.5352,258693026742.3655,0.0,921001518913.9211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516469068622.77155,1416043758491.5286,258693026742.36453,0.0,414896840910.69946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10364390619.550165
0.02,-1,-1,1,-41585.265650411005,0.0,-0.00041585265650410995,0.0,1.416043621221932e+24,2.586930068068509e+23,0.0,1.3154453049082432e+24,1416043621221.9316,258693006806.85083,0.0,920811713435.77,0.0,0.0,0.0,536011572846.5214,0.0,0.0,0.0,0.0,1416043621221.925,258693006806.85007,0.0,414896840838.8664,0.0,0.0,0.0,-30096700249.61895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.2027486429267,4436718.209570879,8.6778277892369e-68,536320912699.9866,0.0,0.0,0.0,0.0,6345722.273030327,242.12370538357217,8.083625427125904e-64,516413266490.9046,0.0,0.0,0.0,0.0,1416085399913.9744,258706905391.37714,62589821.10579333,414896845385.73883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.805048384817585e+16,0.0,0.0,0.0,40635.33869372308,0.0,0.0,0.0,-536011572846.5214,0.0,0.0,0.0,516385757649.47186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30096700249.61895,0.0,0.0,0.0,-10470844417.23083,-2.524354896707238e-18,-41585.2656504097,-2.5243548967072378e-26,-0.00041585265650409694,1.416043621221932e+24,2.586930068068509e+23,0.0,1.3154453629587265e+24,1416043621221.9316,258693006806.85083,0.0,920811754071.1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516385757649.47186,1416043621221.925,258693006806.85007,0.0,414896840838.8664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10470844417.23083
0.04,-1,-1,1,-41582.16955489106,0.0,-0.00041582169554891054,0.0,1.416043482687059e+24,2.5869298670802995e+23,0.0,1.315169481092985e+24,1416043482687.0586,258692986708.02988,0.0,920618636765.0892,0.0,0.0,0.0,536091714184.0703,0.0,0.0,0.0,0.0,1416043482687.0518,258692986708.02902,0.0,414896840765.2784,0.0,0.0,0.0,-30369918184.260235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696.4274855375775,4436419.031598667,8.871805463342527e-68,536403902791.80817,0.0,0.0,0.0,0.0,6345707.048400136,245.81539726539353,8.083606029357635e-64,516328945493.0792,0.0,0.0,0.0,0.0,1416085399913.9749,258706905391.37738,62589821.10579333,414896845385.7393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.064991753028973e+16,0.0,0.0,0.0,28454.942271202803,0.0,0.0,0.0,-536091714184.0703,0.0,0.0,0.0,516301086100.27594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30369918184.260235,0.0,0.0,0.0,-10579261645.5232,-1.262177448353619e-18,-41582.16955488969,-1.2621774483536189e-26,-0.0004158216955488969,1.416043482687059e+24,2.5869298670802995e+23,0.0,1.3151695217429025e+24,1416043482687.0586,258692986708.02988,0.0,920618665220.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516301086100.27594,1416043482687.0518,258692986708.02902,0.0,414896840765.2784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10579261645.5232
0.06,-1,-1,1,-41579.01900675508,0.0,-0.00041579019006755076,0.0,1.416043342858967e+24,2.5869296644161514e+23,0.0,1.314888802568512e+24,1416043342858.9668,258692966441.61508,0.0,920422161797.9581,0.0,0.0,0.0,536173139235.8222,0.0,0.0,0.0,0.0,1416043342858.9587,258692966441.61423,0.0,414896840689.86694,0.0,0.0,0.0,-30647818127.731525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.4377430819526,4436115.0062816525,9.075788570460591e-68,536488225415.62274,0.0,0.0,0.0,0.0,6345691.038254822,249.6243323439231,8.08358563104605e-64,516243259071.7497,0.0,0.0,0.0,0.0,1416085399913.9756,258706905391.37744,62589821.105793335,414896845385.7395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56377262276624e+16,0.0,0.0,0.0,17946.408359363675,0.0,0.0,0.0,-536173139235.8222,0.0,0.0,0.0,516215042581.4402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30647818127.731525,0.0,0.0,0.0,-10689703526.940954,-3.7865323450608574e-18,-41579.01900675388,-3.7865323450608567e-26,-0.0004157901900675387,1.416043342858967e+24,2.5869296644161514e+23,0.0,1.314888828206238e+24,1416043342858.9668,258692966441.61508,0.0,920422179744.3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516215042581.4402,1416043342858.9587,258692966441.61423,0.0,414896840689.86694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10689703526.940954
0.08,-1,-1,1,-41575.81240110744,0.0,-0.00041575812401107437,0.0,1.4160432017072383e+24,2.5869294600334355e+23,0.0,1.3146030940856774e+24,1416043201707.238,258692946003.34348,0.0,920222165859.9739,0.0,0.0,0.0,536255867923.75964,0.0,0.0,0.0,0.0,1416043201707.2314,258692946003.3427,0.0,414896840612.5598,0.0,0.0,0.0,-30930542676.34655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.3146308470301,4435806.051771271,9.290809991199873e-68,536573901980.0235,0.0,0.0,0.0,0.0,6345674.161485364,253.5565609928018,8.083564128903048e-64,516156184916.51196,0.0,0.0,0.0,0.0,1416085399913.9744,258706905391.37738,62589821.10579333,414896845385.7393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.388548236226931e+16,0.0,0.0,0.0,44719.8376535885,0.0,0.0,0.0,-536255867923.75964,0.0,0.0,0.0,516127604573.7474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30930542676.34655,0.0,0.0,0.0,-10802234606.496597,-2.524354896707238e-18,-41575.81240110625,-2.5243548967072378e-26,-0.0004157581240110624,1.4160432017072383e+24,2.5869294600334355e+23,0.0,1.31460315797116e+24,1416043201707.238,258692946003.34348,0.0,920222210579.8116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516127604573.7474,1416043201707.2314,258692946003.3427,0.0,414896840612.5598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10802234606.496597
0.1,-1,-1,1,-41572.54771909751,0.0,-0.000415725477190975,0.0,1.4160430591915867e+24,2.586929253900467e+23,0.0,1.3143122657119375e+24,1416043059191.5864,258692925390.04663,0.0,920018585998.3558,0.0,0.0,0.0,536339988539.6389,0.0,0.0,0.0,0.0,1416043059191.579,258692925390.04565,0.0,414896840533.2811,0.0,0.0,0.0,-31218243074.565056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.1546506313418,4435491.842348566,9.518098673125833e-68,536661022353.7209,0.0,0.0,0.0,0.0,6345656.321590625,257.6182826786726,8.083541400033857e-64,516067631104.5555,0.0,0.0,0.0,0.0,1416085399913.9756,258706905391.3777,62589821.10579336,414896845385.7396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3252573144494426e+16,0.0,0.0,0.0,9276.801201146096,0.0,0.0,0.0,-536339988539.6389,0.0,0.0,0.0,516038679926.9074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31218243074.565056,0.0,0.0,0.0,-10916925185.032663,-3.7865323450608574e-18,-41572.547719096285,-3.7865323450608567e-26,-0.00041572547719096283,1.4160430591915867e+24,2.586929253900467e+23,0.0,1.31431227896451e+24,1416043059191.5864,258692925390.04663,0.0,920018595275.1569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516038679926.9074,1416043059191.579,258692925390.04565,0.0,414896840533.2811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10916925185.032663
0.12,-1,-1,1,-41569.22334391342,0.0,-0.0004156922334391342,0.0,1.4160429152826935e+24,2.5869290459654545e+23,0.0,1.3140160848619168e+24,1416042915282.693,258692904596.54538,0.0,919811259403.3414,0.0,0.0,0.0,536425493465.9039,0.0,0.0,0.0,0.0,1416042915282.6855,258692904596.54465,0.0,414896840451.9489,0.0,0.0,0.0,-31511074514.512463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.070443982312,4435172.392695933,9.759089156216486e-68,536749580536.8767,0.0,0.0,0.0,0.0,6345637.405929863,261.81665894925067,8.083517300984515e-64,515977603118.3457,0.0,0.0,0.0,0.0,1416085399913.975,258706905391.37762,62589821.10579335,414896845385.73956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.350623433651669e+16,0.0,0.0,0.0,9454.36403556168,0.0,0.0,0.0,-536425493465.9039,0.0,0.0,0.0,515948273896.0932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31511074514.512463,0.0,0.0,0.0,-11033845490.337889,-2.524354896707238e-18,-41569.2233439121,-2.5243548967072378e-26,-0.0004156922334391209,1.4160429152826935e+24,2.5869290459654545e+23,0.0,1.3140160983681507e+24,1416042915282.693,258692904596.54538,0.0,919811268857.7052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515948273896.0932,1416042915282.6855,258692904596.54465,0.0,414896840451.9489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11033845490.337889
0.14,-1,-1,1,-41565.837237193155,0.0,-0.00041565837237193153,0.0,1.4160427699413056e+24,2.5869288361871946e+23,0.0,1.3137144020594936e+24,1416042769941.3054,258692883618.7194,0.0,919600081441.6453,0.0,0.0,0.0,536512442745.55096,0.0,0.0,0.0,0.0,1416042769941.2993,258692883618.71857,0.0,414896840368.47614,0.0,0.0,0.0,-31809201672.38255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.1974916025121,4434847.4759990275,1.0015506928845937e-67,536839638289.27203,0.0,0.0,0.0,0.0,6345617.279023332,266.15911930481116,8.08349165920614e-64,515886037534.28613,0.0,0.0,0.0,0.0,1416085399913.975,258706905391.37753,62589821.10579334,414896845385.73944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3769665206857028e+16,0.0,0.0,0.0,9638.765644799918,0.0,0.0,0.0,-536512442745.55096,0.0,0.0,0.0,515856322809.8458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31809201672.38255,0.0,0.0,0.0,-11153072097.91149,-3.7865323450608574e-18,-41565.83723719194,-3.7865323450608567e-26,-0.00041565837237191933,1.4160427699413056e+24,2.5869288361871946e+23,0.0,1.3137144158291585e+24,1416042769941.3054,258692883618.7194,0.0,919600091080.4108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515856322809.8458,1416042769941.2993,258692883618.71857,0.0,414896840368.47614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11153072097.91149
0.16,-1,-1,1,-41562.38734944974,0.0,-0.0004156238734944973,0.0,1.4160426231287938e+24,2.586928624519186e+23,0.0,1.3134070346248948e+24,1416042623128.7935,258692862451.91855,0.0,919384924237.4261,0.0,0.0,0.0,536600880541.56915,0.0,0.0,0.0,0.0,1416042623128.7866,258692862451.9177,0.0,414896840282.7695,0.0,0.0,0.0,-32112796586.91348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.6980192347193,4434516.921004532,1.0289418193292935e-67,536931241567.34283,0.0,0.0,0.0,0.0,6345595.778646414,270.65382207119234,8.08346426807851e-64,515792886952.737,0.0,0.0,0.0,0.0,1416085399913.9756,258706905391.37735,62589821.10579336,414896845385.73944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4043365004525658e+16,0.0,0.0,0.0,9830.355503167957,0.0,0.0,0.0,-536600880541.56915,0.0,0.0,0.0,515762779008.8507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32112796586.91348,0.0,0.0,0.0,-11274685223.839184,-3.7865323450608574e-18,-41562.38734944857,-3.7865323450608567e-26,-0.0004156238734944856,1.4160426231287938e+24,2.586928624519186e+23,0.0,1.3134070486682592e+24,1416042623128.7935,258692862451.91855,0.0,919384934067.7811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515762779008.8507,1416042623128.7866,258692862451.9177,0.0,414896840282.7695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11274685223.839184
