sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-43928.72824284353,0.0,-0.0004392872824284352,9.834748352585842e+23,1.4160292449350746e+24,1.5906642373597964e+23,0.0,1166719890901.7852,1416029244935.0742,159066423735.9796,0.0,802262267269.2192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511150317.0588,1416029244935.0723,159066423735.97922,0.0,-208053526684.4931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59703845230.626,0.0,0.0,0.0,-0.07082810997962952,0.0,0.0,0.0,-802262267269.2192,0.0,0.0,0.0,1861166385585.5405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208053526684.4931,0.0,0.0,0.0,-1266957645000.8845,0.0,0.0,0.0,-43928.728242841666,9.048981843703429e-18,-0.00043928728242841655,9.048981843703428e-26,9.834748352585242e+23,1.4160292449350746e+24,1.5906642373597964e+23,0.0,1166719890901.7139,1416029244935.0742,159066423735.9796,0.0,0.0,0.0,0.0,0.0,1861166385585.5405,0.0,0.0,0.0,572511150317.0588,1416029244935.0723,159066423735.97922,0.0,0.0,0.0,0.0,0.0,-1266957645000.8845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804557881789.7654,358179.9340998557,13607145.850454558,4.562846587714933e-65,0.0,0.0,0.0,0.0,1879338210872.7156,33909027.00353297,7.763593608475051,4.319618646812797e-63,0.0,0.0,0.0,0.0,572513384719.0964,1416085781024.5962,159074390683.00058,62589837.95057228
0.02,-1,-1,1,0.0,-43911.800967886615,0.0,-0.0004391180096788661,9.825842751642464e+23,1.416029238657143e+24,1.5906640571281805e+23,0.0,1165663398006.5356,1416029238657.1426,159066405712.81802,0.0,801739073462.3107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511144618.8263,1416029238657.1404,159066405712.81763,0.0,-208586820074.59866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1343025294535793.2,0.0,0.0,0.0,-1593.2632630169392,0.0,0.0,0.0,-801739073462.3107,0.0,0.0,0.0,1861593598148.5278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208586820074.59866,0.0,0.0,0.0,-1268441346354.0793,0.0,0.0,0.0,-43911.80096788451,9.048981843703429e-18,-0.000439118009678845,9.048981843703428e-26,9.825842738212211e+23,1.416029238657143e+24,1.5906640571281805e+23,0.0,1165663396413.2725,1416029238657.1426,159066405712.81802,0.0,0.0,0.0,0.0,0.0,1861593598148.5278,0.0,0.0,0.0,572511144618.8263,1416029238657.1404,159066405712.81763,0.0,0.0,0.0,0.0,0.0,-1268441346354.0793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804040599716.7896,358240.7403993114,13615382.132901696,4.563621190539297e-65,0.0,0.0,0.0,0.0,1879786744073.4631,33908655.42162872,7.874397925526809,4.319571309972899e-63,0.0,0.0,0.0,0.0,572513384719.096,1416085781024.595,159074390683.0002,62589837.9505723
0.04,-1,-1,1,0.0,-43894.72276213663,0.0,-0.0004389472276213663,9.81685774602496e+23,1.4160292323287312e+24,1.5906638751552997e+23,0.0,1164597485143.4932,1416029232328.7307,159066387515.52994,0.0,801211383512.963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511138868.4292,1416029232328.7283,159066387515.52957,0.0,-209125037237.8972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3461155608232324.5,0.0,0.0,0.0,-4106.052284061909,0.0,0.0,0.0,-801211383512.963,0.0,0.0,0.0,1862022851247.3457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209125037237.8972,0.0,0.0,0.0,-1269936509078.3313,0.0,0.0,0.0,-43894.722762134785,6.524626946996191e-18,-0.0004389472276213478,6.52462694699619e-26,9.8168577114134e+23,1.4160292323287312e+24,1.5906638751552997e+23,0.0,1164597481037.4407,1416029232328.7307,159066387515.52994,0.0,0.0,0.0,0.0,0.0,1862022851247.3457,0.0,0.0,0.0,572511138868.4292,1416029232328.7283,159066387515.52957,0.0,0.0,0.0,0.0,0.0,-1269936509078.3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803518876085.2328,358301.99781376007,13623689.136076462,4.564401540030125e-65,0.0,0.0,0.0,0.0,1880237482510.9802,33908281.08300048,7.988871756205076,4.3195236219478066e-63,0.0,0.0,0.0,0.0,572513384719.0969,1416085781024.5957,159074390683.001,62589837.950572304
0.06,-1,-1,1,0.0,-43877.489978367616,0.0,-0.00043877489978367607,9.80779140808273e+23,1.4160292259486287e+24,1.5906636913984817e+23,0.0,1163521923630.823,1416029225948.6284,159066369139.84814,0.0,800679088040.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511133064.6097,1416029225948.6255,159066369139.84772,0.0,-209668297473.79648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-499144188718601.8,0.0,0.0,0.0,-592.1467764377594,0.0,0.0,0.0,-800679088040.01,0.0,0.0,0.0,1862454198671.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209668297473.79648,0.0,0.0,0.0,-1271443408696.9788,0.0,0.0,0.0,-43877.48997836567,9.048981843703429e-18,-0.00043877489978365666,9.048981843703428e-26,9.807791403091279e+23,1.4160292259486287e+24,1.5906636913984817e+23,0.0,1163521923038.6753,1416029225948.6284,159066369139.84814,0.0,0.0,0.0,0.0,0.0,1862454198671.044,0.0,0.0,0.0,572511133064.6097,1416029225948.6255,159066369139.84772,0.0,0.0,0.0,0.0,0.0,-1271443408696.9788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802992602837.0658,358363.71663272183,13632068.581058692,4.5651877672721195e-65,0.0,0.0,0.0,0.0,1880690483933.1125,33907903.924769975,8.107203931906307,4.319475574726816e-63,0.0,0.0,0.0,0.0,572513384719.096,1416085781024.5955,159074390683.00055,62589837.9505723
0.08,-1,-1,1,0.0,-43860.09878470903,0.0,-0.00043860098784709024,9.798641733500413e+23,1.4160292195155118e+24,1.5906635058133506e+23,0.0,1162436475691.7651,1416029219515.5115,159066350581.33502,0.0,800142073370.8673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511127206.0388,1416029219515.5098,159066350581.33456,0.0,-210216724885.13898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-497113901643866.75,0.0,0.0,0.0,-589.7381979674101,0.0,0.0,0.0,-800142073370.8673,0.0,0.0,0.0,1862887696034.481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210216724885.13898,0.0,0.0,0.0,-1272962348138.4907,0.0,0.0,0.0,-43860.098784706985,9.048981843703429e-18,-0.0004386009878470698,9.048981843703428e-26,9.798641728529281e+23,1.4160292195155118e+24,1.5906635058133506e+23,0.0,1162436475102.0278,1416029219515.5115,159066350581.33502,0.0,0.0,0.0,0.0,0.0,1862887696034.481,0.0,0.0,0.0,572511127206.0388,1416029219515.5098,159066350581.33456,0.0,0.0,0.0,0.0,0.0,-1272962348138.4907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,802461667676.537,358425.91063236794,13640522.256067527,4.565980047770019e-65,0.0,0.0,0.0,0.0,1881145808307.0347,33907523.862752214,8.229596525014847,4.3194271575846266e-63,0.0,0.0,0.0,0.0,572513384719.0962,1416085781024.5952,159074390683.00067,62589837.95057232
0.1,-1,-1,1,0.0,-43842.54521737312,0.0,-0.0004384254521737311,9.789406632632369e+23,1.4160292130280592e+24,1.590663318353654e+23,0.0,1161340893426.6228,1416029213028.0588,159066331835.36536,0.0,799600220967.3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511121291.3488,1416029213028.057,159066331835.365,0.0,-210770448832.05264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-495086130418890.2,0.0,0.0,0.0,-587.3326041102409,0.0,0.0,0.0,-799600220967.3278,0.0,0.0,0.0,1863323401585.2368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210770448832.05264,0.0,0.0,0.0,-1274493630037.2942,0.0,0.0,0.0,-43842.54521737098,1.0311159292057048e-17,-0.0004384254521737097,1.0311159292057047e-25,9.789406627681507e+23,1.4160292130280592e+24,1.590663318353654e+23,0.0,1161340892839.29,1416029213028.0588,159066331835.36536,0.0,0.0,0.0,0.0,0.0,1863323401585.2368,0.0,0.0,0.0,572511121291.3488,1416029213028.057,159066331835.365,0.0,0.0,0.0,0.0,0.0,-1274493630037.2942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801925953500.8853,358488.5916869097,13649052.02556701,4.566778532802665e-65,0.0,0.0,0.0,0.0,1881603518228.1814,33907140.82438512,8.356266010253593,4.3193783612764194e-63,0.0,0.0,0.0,0.0,572513384719.096,1416085781024.5945,159074390683.00043,62589837.950572275
0.12,-1,-1,1,0.0,-43824.825136593216,0.0,-0.0004382482513659321,9.780083927509655e+23,1.4160292064848736e+24,1.5906631289711936e+23,0.0,1160234918457.693,1416029206484.8733,159066312897.11932,0.0,799053407319.0397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511115319.1077,1416029206484.871,159066312897.11896,0.0,-211329604180.4543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-493079869926649.6,0.0,0.0,0.0,-584.9525289535522,0.0,0.0,0.0,-799053407319.0397,0.0,0.0,0.0,1863761375964.9385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211329604180.4543,0.0,0.0,0.0,-1276037573411.3018,0.0,0.0,0.0,-43824.825136591346,1.0311159292057048e-17,-0.00043824825136591335,1.0311159292057047e-25,9.780083922578851e+23,1.4160292064848736e+24,1.5906631289711936e+23,0.0,1160234917872.74,1416029206484.8733,159066312897.11932,0.0,0.0,0.0,0.0,0.0,1863761375964.9385,0.0,0.0,0.0,572511115319.1077,1416029206484.871,159066312897.11896,0.0,0.0,0.0,0.0,0.0,-1276037573411.3018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801385338296.3884,358551.7729203239,13657659.83203799,4.567583389571259e-65,0.0,0.0,0.0,0.0,1882063678921.385,33906754.72946894,8.487444309200006,4.3193291755843407e-63,0.0,0.0,0.0,0.0,572513384719.096,1416085781024.596,159074390683.00058,62589837.95057232
0.14,-1,-1,1,0.0,-43806.93422317441,0.0,-0.00043806934223174405,9.77067134576457e+23,1.4160291998844916e+24,1.590662937615684e+23,0.0,1159118281208.5212,1416029199884.4912,159066293761.56836,0.0,798501503599.8368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511109287.8206,1416029199884.4885,159066293761.568,0.0,-211894331679.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-491066912652185.44,0.0,0.0,0.0,-582.564509242773,0.0,0.0,0.0,-798501503599.8368,0.0,0.0,0.0,1864201682442.9944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211894331679.1348,0.0,0.0,0.0,-1277594511104.8572,0.0,0.0,0.0,-43806.934223172364,1.0311159292057048e-17,-0.0004380693422317236,1.0311159292057047e-25,9.770671340853904e+23,1.4160291998844916e+24,1.590662937615684e+23,0.0,1159118280625.957,1416029199884.4912,159066293761.56836,0.0,0.0,0.0,0.0,0.0,1864201682442.9944,0.0,0.0,0.0,572511109287.8206,1416029199884.4885,159066293761.568,0.0,0.0,0.0,0.0,0.0,-1277594511104.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800839694798.6567,358615.4681323003,13666347.701576004,4.568394793884204e-65,0.0,0.0,0.0,0.0,1882526358438.0298,33906365.49367564,8.62338010001909,4.319279589764537e-63,0.0,0.0,0.0,0.0,572513384719.0956,1416085781024.5947,159074390683.00052,62589837.9505723
0.16,-1,-1,1,0.0,-43788.86796695995,0.0,-0.00043788867966959946,9.761166514563168e+23,1.4160291932253837e+24,1.590662744234632e+23,0.0,1157990700184.0994,1416029193225.3833,159066274423.46317,0.0,797944375334.8074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572511103195.9249,1416029193225.3806,159066274423.46277,0.0,-212464778346.63132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-489072288633939.3,0.0,0.0,0.0,-580.1982387155294,0.0,0.0,0.0,-797944375334.8074,0.0,0.0,0.0,1864644387082.9983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212464778346.63132,0.0,0.0,0.0,-1279164790675.0183,0.0,0.0,0.0,-43788.86796695803,9.048981843703429e-18,-0.0004378886796695802,9.048981843703428e-26,9.761166509672456e+23,1.4160291932253837e+24,1.590662744234632e+23,0.0,1157990699603.9023,1416029193225.3833,159066274423.46317,0.0,0.0,0.0,0.0,0.0,1864644387082.9983,0.0,0.0,0.0,572511103195.9249,1416029193225.3806,159066274423.46277,0.0,0.0,0.0,0.0,0.0,-1279164790675.0183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800288890163.7671,358679.69185976806,13675117.749366304,4.569212930938515e-65,0.0,0.0,0.0,0.0,1882991627835.3276,33905973.0281704,8.764340383916606,4.319229592499436e-63,0.0,0.0,0.0,0.0,572513384719.0961,1416085781024.5952,159074390683.00046,62589837.9505723
