sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-45571.92566731354,0.0,-0.00045571925667313527,0.0,8.61861225042933e+23,1.132701708226022e+23,1.4160272117513694e+24,0.0,1315078493357.8242,113270170822.60217,1416027211751.3691,0.0,790343734381.5106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962203385.1028,113270170822.602,1416027211751.3674,0.0,-120227444408.7895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30806188352.931732,0.0,0.0,0.0,0.0470058921182499,0.0,0.0,0.0,-790343734381.5106,0.0,0.0,0.0,2348583493114.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120227444408.7895,0.0,0.0,0.0,-1678467203141.9434,0.0,0.0,0.0,7.017934642951538e-18,-45571.925667311385,7.017934642951536e-26,-0.0004557192566731138,8.618612250429642e+23,1.132701708226022e+23,1.4160272117513694e+24,0.0,1315078493357.8718,113270170822.60217,1416027211751.3691,0.0,0.0,0.0,0.0,0.0,2348583493114.713,0.0,0.0,0.0,644962203385.1028,113270170822.602,1416027211751.3674,0.0,0.0,0.0,0.0,0.0,-1678467203141.9434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791809159182.1837,9880512.842591532,811283.8438606807,1.0334836800289179e-64,0.0,0.0,0.0,0.0,2368019832268.3623,116612.32911862551,36454257.45479514,4.6438375137446174e-63,0.0,0.0,0.0,0.0,644963583568.2932,113277130502.4347,1416085781024.6035,62589837.95057232
0.02,-1,-1,1,-45561.95565384122,0.0,-0.0004556195565384122,0.0,8.614534046269685e+23,1.1327017053321632e+23,1.4160272093278982e+24,0.0,1314456217006.8252,113270170533.2163,1416027209327.8977,0.0,790331076443.3032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962201523.5293,113270170533.21616,1416027209327.896,0.0,-120837060960.00754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-585512378393822.4,0.0,0.0,0.0,-893.4091870557786,0.0,0.0,0.0,-790331076443.3032,0.0,0.0,0.0,2348578648454.4653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120837060960.00754,0.0,0.0,0.0,-1679084633864.5789,0.0,0.0,0.0,7.017934642951538e-18,-45561.955653839075,7.017934642951536e-26,-0.00045561955653839067,8.614534040414556e+23,1.1327017053321632e+23,1.4160272093278982e+24,0.0,1314456216113.4153,113270170533.2163,1416027209327.8977,0.0,0.0,0.0,0.0,0.0,2348578648454.4653,0.0,0.0,0.0,644962201523.5293,113270170533.21616,1416027209327.896,0.0,0.0,0.0,0.0,0.0,-1679084633864.5789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791803985643.466,9880803.732572645,811283.1169227278,1.0334827541890143e-64,0.0,0.0,0.0,0.0,2368022150888.5825,116511.88414038786,36454263.512437895,4.643838285277855e-63,0.0,0.0,0.0,0.0,644963583568.2924,113277130502.43427,1416085781024.6038,62589837.95057231
0.04,-1,-1,1,-45551.88045869517,0.0,-0.00045551880458695156,0.0,8.610412818230521e+23,1.1327017025123641e+23,1.4160272068797005e+24,0.0,1313827375819.5151,113270170251.23639,1416027206879.7002,0.0,790318555469.3309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962199639.843,113270170251.23615,1416027206879.6975,0.0,-121453379289.6594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1348429653131040.8,0.0,0.0,0.0,-2057.513187868786,0.0,0.0,0.0,-790318555469.3309,0.0,0.0,0.0,2348573631267.369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121453379289.6594,0.0,0.0,0.0,-1679708457145.2139,0.0,0.0,0.0,7.649023367128347e-18,-45551.88045869292,7.649023367128346e-26,-0.00045551880458692906,8.610412804746227e+23,1.1327017025123641e+23,1.4160272068797005e+24,0.0,1313827373762.0022,113270170251.23639,1416027206879.7002,0.0,0.0,0.0,0.0,0.0,2348573631267.369,0.0,0.0,0.0,644962199639.843,113270170251.23615,1416027206879.6975,0.0,0.0,0.0,0.0,0.0,-1679708457145.2139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791799031364.0437,9881082.002042282,811282.382595052,1.0334818189375157e-64,0.0,0.0,0.0,0.0,2368024371141.4214,116415.83679457677,36454269.63165969,4.6438390646540863e-63,0.0,0.0,0.0,0.0,644963583568.2935,113277130502.43459,1416085781024.6045,62589837.950572334
0.06,-1,-1,1,-45541.69659964448,0.0,-0.0004554169659964447,0.0,8.606247145203815e+23,1.1327016997637931e+23,1.4160272044059338e+24,0.0,1313191752954.8813,113270169976.37929,1416027204405.9333,0.0,790306161659.2942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962197733.2758,113270169976.37915,1416027204405.9316,0.0,-122076606437.68909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3598238456646172.0,0.0,0.0,0.0,-5490.403641343431,0.0,0.0,0.0,-790306161659.2942,0.0,0.0,0.0,2348568442272.1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122076606437.68909,0.0,0.0,0.0,-1680338892540.9036,0.0,0.0,0.0,5.755757194597918e-18,-45541.69659964218,5.755757194597918e-26,-0.00045541696599642173,8.606247109221438e+23,1.1327016997637931e+23,1.4160272044059338e+24,0.0,1313191747464.479,113270169976.37929,1416027204405.9333,0.0,0.0,0.0,0.0,0.0,2348568442272.1084,0.0,0.0,0.0,644962197733.2758,113270169976.37915,1416027204405.9316,0.0,0.0,0.0,0.0,0.0,-1680338892540.9036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791794289085.1403,9881348.101489328,811281.6406277874,1.033480873956193e-64,0.0,0.0,0.0,0.0,2368026496292.9204,116324.02605051949,36454275.8145431,4.643839852138508e-63,0.0,0.0,0.0,0.0,644963583568.2917,113277130502.43433,1416085781024.6035,62589837.95057231
0.08,-1,-1,1,-45531.40050098778,0.0,-0.0004553140050098777,0.0,8.602035554848829e+23,1.132701697083695e+23,1.4160272019057727e+24,0.0,1312549123754.5251,113270169708.36948,1416027201905.7722,0.0,790293885217.3728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962195803.0804,113270169708.36934,1416027201905.7703,0.0,-122706957265.92871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3510598110322869.0,0.0,0.0,0.0,-5356.67685186585,0.0,0.0,0.0,-790293885217.3728,0.0,0.0,0.0,2348563082141.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122706957265.92871,0.0,0.0,0.0,-1680976159547.0671,0.0,0.0,0.0,6.386845918774728e-18,-45531.400500985656,6.386845918774727e-26,-0.0004553140050098565,8.60203551974285e+23,1.132701697083695e+23,1.4160272019057727e+24,0.0,1312549118397.8486,113270169708.36948,1416027201905.7722,0.0,0.0,0.0,0.0,0.0,2348563082141.835,0.0,0.0,0.0,644962195803.0804,113270169708.36934,1416027201905.7703,0.0,0.0,0.0,0.0,0.0,-1680976159547.0671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791789751648.5046,9881602.470114997,811280.8907706517,1.0334799189262879e-64,0.0,0.0,0.0,0.0,2368028529562.8926,116236.29545313279,36454282.063173264,4.6438406479967456e-63,0.0,0.0,0.0,0.0,644963583568.2942,113277130502.43478,1416085781024.6052,62589837.950572304
0.1,-1,-1,1,-45520.98826567776,0.0,-0.00045520988265677757,0.0,8.597776459055212e+23,1.1327016944693188e+23,1.4160271993782674e+24,0.0,1311899245895.2378,113270169446.93185,1416027199378.267,0.0,790281716301.8158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962193848.3933,113270169446.93167,1416027199378.2656,0.0,-123344664254.97102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3423414725617453.0,0.0,0.0,0.0,-5223.64732127231,0.0,0.0,0.0,-790281716301.8158,0.0,0.0,0.0,2348557551162.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123344664254.97102,0.0,0.0,0.0,-1681620504339.6553,0.0,0.0,0.0,7.649023367128347e-18,-45520.98826567542,7.649023367128346e-26,-0.00045520988265675415,8.597776424821071e+23,1.1327016944693188e+23,1.4160271993782674e+24,0.0,1311899240671.5913,113270169446.93185,1416027199378.267,0.0,0.0,0.0,0.0,0.0,2348557551162.85,0.0,0.0,0.0,644962193848.3933,113270169446.93167,1416027199378.2656,0.0,0.0,0.0,0.0,0.0,-1681620504339.6553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791785412066.2837,9881845.537219973,811280.1327435273,1.0334789534910322e-64,0.0,0.0,0.0,0.0,2368030474093.8354,116152.49208961026,36454288.37988497,4.6438414525261066e-63,0.0,0.0,0.0,0.0,644963583568.2926,113277130502.43428,1416085781024.6042,62589837.95057235
0.12,-1,-1,1,-45510.455815559835,0.0,-0.00045510455815559825,0.0,8.593468189666386e+23,1.1327016919179874e+23,1.4160271968224513e+24,0.0,1311241864839.8882,113270169191.79872,1416027196822.451,0.0,790269645041.8315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962191868.3354,113270169191.79861,1416027196822.449,0.0,-123989972070.27863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3336679110048915.0,0.0,0.0,0.0,-5091.301023135213,0.0,0.0,0.0,-790269645041.8315,0.0,0.0,0.0,2348551849467.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123989972070.27863,0.0,0.0,0.0,-1682272181587.6392,0.0,0.0,0.0,7.017934642951538e-18,-45510.455815557594,7.017934642951536e-26,-0.00045510455815557586,8.593468156299593e+23,1.1327016919179874e+23,1.4160271968224513e+24,0.0,1311241859748.587,113270169191.79872,1416027196822.451,0.0,0.0,0.0,0.0,0.0,2348551849467.891,0.0,0.0,0.0,644962191868.3354,113270169191.79861,1416027196822.449,0.0,0.0,0.0,0.0,0.0,-1682272181587.6392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791781263471.1996,9882077.721380819,811279.3662563856,1.03347797728106e-64,0.0,0.0,0.0,0.0,2368032332973.1816,116072.4672408504,36454294.76709478,4.6438422660344014e-63,0.0,0.0,0.0,0.0,644963583568.2933,113277130502.4347,1416085781024.6038,62589837.95057234
0.14,-1,-1,1,-45499.79883035246,0.0,-0.0004549979883035246,0.0,8.589108979484185e+23,1.1327016894270367e+23,1.4160271942372951e+24,0.0,1310576710938.9973,113270168942.70364,1416027194237.2947,0.0,790257661519.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962189861.9702,113270168942.70341,1416027194237.2925,0.0,-124643140442.05667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3250400707487797.5,0.0,0.0,0.0,-4959.652367467078,0.0,0.0,0.0,-790257661519.083,0.0,0.0,0.0,2348545976954.5874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124643140442.05667,0.0,0.0,0.0,-1682931460837.2168,0.0,0.0,0.0,5.755757194597918e-18,-45499.79883035015,5.755757194597918e-26,-0.00045499798830350144,8.589108946980177e+23,1.1327016894270367e+23,1.4160271942372951e+24,0.0,1310576705979.3447,113270168942.70364,1416027194237.2947,0.0,0.0,0.0,0.0,0.0,2348545976954.5874,0.0,0.0,0.0,644962189861.9702,113270168942.70341,1416027194237.2925,0.0,0.0,0.0,0.0,0.0,-1682931460837.2168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791777299133.396,9882299.430732023,811278.5910022727,1.0334769899054222e-64,0.0,0.0,0.0,0.0,2368034109225.883,115996.07615135275,36454301.22736046,4.6438430888474213e-63,0.0,0.0,0.0,0.0,644963583568.2924,113277130502.4343,1416085781024.6035,62589837.95057235
0.16,-1,-1,1,-45489.01272700969,0.0,-0.00045489012727009686,0.0,8.584696953827573e+23,1.132701686993868e+23,1.416027191621708e+24,0.0,1309903498142.7185,113270168699.38676,1416027191621.7078,0.0,790245755753.7799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644962187828.3083,113270168699.38663,1416027191621.7058,0.0,-125304445439.37051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3164551399871508.0,0.0,0.0,0.0,-4828.6584500760055,0.0,0.0,0.0,-790245755753.7799,0.0,0.0,0.0,2348539933270.0303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125304445439.37051,0.0,0.0,0.0,-1683598627784.2817,0.0,0.0,0.0,7.017934642951538e-18,-45489.0127270076,7.017934642951536e-26,-0.0004548901272700759,8.584696922182065e+23,1.132701686993868e+23,1.416027191621708e+24,0.0,1309903493314.061,113270168699.38676,1416027191621.7078,0.0,0.0,0.0,0.0,0.0,2348539933270.0303,0.0,0.0,0.0,644962187828.3083,113270168699.38663,1416027191621.7058,0.0,0.0,0.0,0.0,0.0,-1683598627784.2817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791773512462.1777,9882511.063047245,811277.8066558257,1.0334759909497405e-64,0.0,0.0,0.0,0.0,2368035805813.701,115923.17797707896,36454307.76339338,4.643843921310475e-63,0.0,0.0,0.0,0.0,644963583568.2928,113277130502.43445,1416085781024.604,62589837.9505723
