sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:p,tot:g_CB:I,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:p,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:p,tot:g_IB:I,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:p,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:p,tot:g_VB:I,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:p,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p
0.18,-1,-1,1,-49947.29274443436,0.0,-0.0004994729274443435,0.0,9.743595811138954e+23,1.0077131994296093e+23,0.0,1.4160344717979116e+24,1600659300476.1772,100771319942.9609,0.0,1416034471797.9114,999351571276.3629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737513037.6786,100771319942.96075,0.0,1416034471797.9097,-63429783837.8644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000004909726.1014,7594101.183599789,4.6282995432581394e-65,363328.8122396171,0.0,0.0,0.0,0.0,997090897078.9415,263794.3838071387,7.62166323558141e-64,5983077.0593661,0.0,0.0,0.0,0.0,664737522005.5549,100777477279.20193,62589821.10579346,1416085399914.0022,0.0,0.0,0.0,0.0,3365258936969865.0,0.0,0.0,0.0,5528.383073745063,0.0,0.0,0.0,-999351571276.3629,0.0,0.0,0.0,996899986553.4783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63429783837.8644,0.0,0.0,0.0,-60978193586.5968,0.0,0.0,0.0,-1.8932661725304287e-18,-49947.292744432474,-1.8932661725304283e-26,-0.0004994729274443247,9.74359584479155e+23,1.0077131994296093e+23,0.0,1.4160344717979116e+24,1600659306004.5615,100771319942.9609,0.0,1416034471797.9114,0.0,0.0,0.0,0.0,996899986553.4783,0.0,0.0,0.0,664737513037.6786,100771319942.96075,0.0,1416034471797.9097,0.0,0.0,0.0,0.0,-60978193586.5968,0.0,0.0,0.0
0.2,-1,-1,1,-49934.4839754152,0.0,-0.0004993448397541519,0.0,9.738729382055661e+23,1.0077131981502563e+23,0.0,1.416034459169457e+24,1599859852805.8032,100771319815.0256,0.0,1416034459169.4568,999366911326.9951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737512780.5688,100771319815.02538,0.0,1416034459169.4539,-64244571301.762665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000028745710.7578,7594021.605107069,4.613315564299947e-65,362152.42058894044,0.0,0.0,0.0,0.0,997066971780.9075,263650.14669094555,7.623161633542091e-64,5984253.443717789,0.0,0.0,0.0,0.0,664737522005.5542,100777477279.20207,62589821.10579345,1416085399914.002,0.0,0.0,0.0,0.0,3223257614660529.0,0.0,0.0,0.0,5295.106015008176,0.0,0.0,0.0,-999366911326.9951,0.0,0.0,0.0,996873562912.1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64244571301.762665,0.0,0.0,0.0,-61751217591.79325,0.0,0.0,0.0,-1.8932661725304287e-18,-49934.48397541355,-1.8932661725304283e-26,-0.0004993448397541354,9.73872941428823e+23,1.0077131981502563e+23,0.0,1.416034459169457e+24,1599859858100.9082,100771319815.0256,0.0,1416034459169.4568,0.0,0.0,0.0,0.0,996873562912.1315,0.0,0.0,0.0,664737512780.5688,100771319815.02538,0.0,1416034459169.4539,0.0,0.0,0.0,0.0,-61751217591.79325,0.0,0.0,0.0
0.22,-1,-1,1,-49921.063412021824,0.0,-0.0004992106341202182,0.0,9.733630511096353e+23,1.0077131969154114e+23,0.0,1.416034446441844e+24,1599022220028.2188,100771319691.5411,0.0,1416034446441.8435,999382117432.4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737512503.8309,100771319691.54097,0.0,1416034446441.8398,-65097409908.02563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000052844464.2224,7593934.008454285,4.598349291185217e-65,360977.40862340236,0.0,0.0,0.0,0.0,997042781247.7699,263511.4719407561,7.624658260918348e-64,5985428.448389837,0.0,0.0,0.0,0.0,664737522005.5542,100777477279.20195,62589821.105793454,1416085399914.0024,0.0,0.0,0.0,0.0,3077706210073405.5,0.0,0.0,0.0,5055.996948945103,0.0,0.0,0.0,-999382117432.4127,0.0,0.0,0.0,996846751830.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65097409908.02563,0.0,0.0,0.0,-62562039250.43425,0.0,0.0,0.0,-1.262177448353619e-18,-49921.06341202011,-1.2621774483536189e-26,-0.000499210634120201,9.733630541873413e+23,1.0077131969154114e+23,0.0,1.416034446441844e+24,1599022225084.2156,100771319691.5411,0.0,1416034446441.8435,0.0,0.0,0.0,0.0,996846751830.819,0.0,0.0,0.0,664737512503.8309,100771319691.54097,0.0,1416034446441.8398,0.0,0.0,0.0,0.0,-62562039250.43425,0.0,0.0,0.0
0.24,-1,-1,1,-49906.967356077424,0.0,-0.0004990696735607742,0.0,9.728274997107837e+23,1.0077131957225993e+23,0.0,1.4160344336068842e+24,1598142426424.2244,100771319572.2599,0.0,1416034433606.8838,999397147195.1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737512204.7434,100771319572.25977,0.0,1416034433606.8823,-65992232975.673965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000077204596.2386,7593838.692021727,4.5833988333701675e-65,359803.62748657836,0.0,0.0,0.0,0.0,997018326826.332,263378.0739975211,7.62615330676457e-64,5986602.222237768,0.0,0.0,0.0,0.0,664737522005.5541,100777477279.20181,62589821.105793476,1416085399914.0027,0.0,0.0,0.0,0.0,2928325301589892.0,0.0,0.0,0.0,4810.596847060369,0.0,0.0,0.0,-999397147195.1531,0.0,0.0,0.0,996819541838.8254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65992232975.673965,0.0,0.0,0.0,-63414622808.74833,0.0,0.0,0.0,-1.262177448353619e-18,-49906.967356075475,-1.2621774483536189e-26,-0.0004990696735607547,9.728275026391093e+23,1.0077131957225993e+23,0.0,1.4160344336068842e+24,1598142431234.8215,100771319572.2599,0.0,1416034433606.8838,0.0,0.0,0.0,0.0,996819541838.8254,0.0,0.0,0.0,664737512204.7434,100771319572.25977,0.0,1416034433606.8823,0.0,0.0,0.0,0.0,-63414622808.74833,0.0,0.0,0.0
0.26,-1,-1,1,-49892.122238640426,0.0,-0.0004989212223864041,0.0,9.722634888687218e+23,1.007713194569002e+23,0.0,1.4160344206555166e+24,1597215880190.7654,100771319456.90018,0.0,1416034420655.5164,999411950709.8309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737511880.0441,100771319456.90004,0.0,1416034420655.5134,-66933582399.11164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000101823553.3486,7593735.999936456,4.568462542605001e-65,358630.9473328304,0.0,0.0,0.0,0.0,996993611031.0234,263249.63227864745,7.627646935905748e-64,5987774.895106388,0.0,0.0,0.0,0.0,664737522005.554,100777477279.20206,62589821.105793454,1416085399914.0024,0.0,0.0,0.0,0.0,2774861211728225.0,0.0,0.0,0.0,4558.488972834544,0.0,0.0,0.0,-999411950709.8309,0.0,0.0,0.0,996791920643.7258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66933582399.11164,0.0,0.0,0.0,-64313547774.51653,0.0,0.0,0.0,-1.8932661725304287e-18,-49892.122238638614,-1.8932661725304283e-26,-0.000498921222386386,9.722634916435833e+23,1.007713194569002e+23,0.0,1.4160344206555166e+24,1597215884749.2546,100771319456.90018,0.0,1416034420655.5164,0.0,0.0,0.0,0.0,996791920643.7258,0.0,0.0,0.0,664737511880.0441,100771319456.90004,0.0,1416034420655.5134,0.0,0.0,0.0,0.0,-64313547774.51653,0.0,0.0,0.0
0.28,-1,-1,1,-49876.44263082673,0.0,-0.0004987644263082672,0.0,9.716677728422659e+23,1.0077131934513705e+23,0.0,1.4160344075776459e+24,1596237249286.2493,100771319345.13702,0.0,1416034407577.6455,999426468918.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737511525.7897,100771319345.13681,0.0,1416034407577.6436,-67926731157.56121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000126697250.9912,7593626.333200955,4.553539108147239e-65,357459.26480890356,0.0,0.0,0.0,0.0,996968637913.6672,263125.78345319553,7.629139279416122e-64,5988946.57034836,0.0,0.0,0.0,0.0,664737522005.5535,100777477279.2018,62589821.10579345,1416085399914.0015,0.0,0.0,0.0,0.0,2617152911051903.5,0.0,0.0,0.0,4299.408790186513,0.0,0.0,0.0,-999426468918.0197,0.0,0.0,0.0,996763875099.8032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67926731157.56121,0.0,0.0,0.0,-65264133039.93601,0.0,0.0,0.0,-1.262177448353619e-18,-49876.44263082497,-1.2621774483536189e-26,-0.0004987644263082496,9.716677754594196e+23,1.0077131934513705e+23,0.0,1.4160344075776459e+24,1596237253585.6594,100771319345.13702,0.0,1416034407577.6455,0.0,0.0,0.0,0.0,996763875099.8032,0.0,0.0,0.0,664737511525.7897,100771319345.13681,0.0,1416034407577.6436,0.0,0.0,0.0,0.0,-65264133039.93601,0.0,0.0,0.0
0.3,-1,-1,1,-49859.828793119836,0.0,-0.0004985982879311983,0.0,9.710365621791117e+23,1.0077131923659503e+23,0.0,1.416034394361964e+24,1595200308470.8447,100771319236.59502,0.0,1416034394361.9639,999440631551.9707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737511137.1781,100771319236.59491,0.0,1416034394361.9614,-68977834218.3065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000151819590.4664,7593510.163996201,4.538627682242166e-65,356288.51291532797,0.0,0.0,0.0,0.0,996943413548.988,263006.11160979886,7.630630422071184e-64,5990117.314962711,0.0,0.0,0.0,0.0,664737522005.5532,100777477279.2018,62589821.105793454,1416085399914.0017,0.0,0.0,0.0,0.0,2455141578529499.0,0.0,0.0,0.0,4033.259669049876,0.0,0.0,0.0,-999440631551.9707,0.0,0.0,0.0,996735391199.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68977834218.3065,0.0,0.0,0.0,-66272589832.096504,0.0,0.0,0.0,-6.310887241768095e-19,-49859.82879311809,-6.3108872417680944e-27,-0.0004985982879311808,9.710365646342514e+23,1.0077131923659503e+23,0.0,1.416034394361964e+24,1595200312504.101,100771319236.59502,0.0,1416034394361.9639,0.0,0.0,0.0,0.0,996735391199.0206,0.0,0.0,0.0,664737511137.1781,100771319236.59491,0.0,1416034394361.9614,0.0,0.0,0.0,0.0,-66272589832.096504,0.0,0.0,0.0
0.32,-1,-1,1,-49842.16366382738,0.0,-0.0004984216366382738,0.0,9.703654092965929e+23,1.0077131913083542e+23,0.0,1.4160343809956987e+24,1594097751340.7378,100771319130.8354,0.0,1416034380995.6982,999454354567.6044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737510708.2988,100771319130.83525,0.0,1416034380995.6956,-70094113935.16527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000177181824.7877,7593388.054109609,4.523728044916365e-65,355118.6739592073,0.0,0.0,0.0,0.0,996917946672.1079,262890.13569979393,7.63212038586825e-64,5991287.146642259,0.0,0.0,0.0,0.0,664737522005.554,100777477279.20189,62589821.10579344,1416085399914.0022,0.0,0.0,0.0,0.0,2288933529644508.0,0.0,0.0,0.0,3760.216262469301,0.0,0.0,0.0,-999454354567.6044,0.0,0.0,0.0,996706454100.6516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70094113935.16527,0.0,0.0,0.0,-67346209707.99686,0.0,0.0,0.0,-6.310887241768095e-19,-49842.163663825435,-6.3108872417680944e-27,-0.0004984216366382542,9.703654115855271e+23,1.0077131913083542e+23,0.0,1.4160343809956987e+24,1594097755100.955,100771319130.8354,0.0,1416034380995.6982,0.0,0.0,0.0,0.0,996706454100.6516,0.0,0.0,0.0,664737510708.2988,100771319130.83525,0.0,1416034380995.6956,0.0,0.0,0.0,0.0,-67346209707.99686,0.0,0.0,0.0
0.34,-1,-1,1,-49823.309184679376,0.0,-0.0004982330918467937,0.0,9.69649068878321e+23,1.0077131902734037e+23,0.0,1.4160343674643132e+24,1592920960990.4001,100771319027.34035,0.0,1416034367464.3127,999467536956.7855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737510231.8273,100771319027.34018,0.0,1416034367464.3098,-71284086198.2127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000202771728.6725,7593260.67866429,4.508840818965152e-65,353949.7964547455,0.0,0.0,0.0,0.0,996892249512.9286,262777.2934924616,7.633609108527822e-64,5992456.016873082,0.0,0.0,0.0,0.0,664737522005.553,100777477279.20181,62589821.10579344,1416085399914.0017,0.0,0.0,0.0,0.0,2118868861174288.2,0.0,0.0,0.0,3480.837274931604,0.0,0.0,0.0,-999467536956.7855,0.0,0.0,0.0,996677048223.8274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71284086198.2127,0.0,0.0,0.0,-68493593984.417114,0.0,0.0,0.0,-1.262177448353619e-18,-49823.30918467747,-1.2621774483536189e-26,-0.0004982330918467746,9.696490709971909e+23,1.0077131902734037e+23,0.0,1.4160343674643132e+24,1592920964471.239,100771319027.34035,0.0,1416034367464.3127,0.0,0.0,0.0,0.0,996677048223.8274,0.0,0.0,0.0,664737510231.8273,100771319027.34018,0.0,1416034367464.3098,0.0,0.0,0.0,0.0,-68493593984.417114,0.0,0.0,0.0
0.36,-1,-1,1,-49803.10188068855,0.0,-0.0004980310188068854,0.0,9.68881329937487e+23,1.007713189254948e+23,0.0,1.4160343537511269e+24,1591659734129.3896,100771318925.49478,0.0,1416034353751.1265,999480056833.8306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737509698.6058,100771318925.49467,0.0,1416034353751.1245,-72557832403.04842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000228572520.449,7593128.85652135,4.493967747212248e-65,352782.0169221075,0.0,0.0,0.0,0.0,996866338880.107,262666.9211561917,7.635096415767498e-64,5993623.789135901,0.0,0.0,0.0,0.0,664737522005.5543,100777477279.20189,62589821.10579345,1416085399914.0027,0.0,0.0,0.0,0.0,1945590448788481.2,0.0,0.0,0.0,3196.1788103019353,0.0,0.0,0.0,-999480056833.8306,0.0,0.0,0.0,996647157438.8589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72557832403.04842,0.0,0.0,0.0,-69724929811.8974,0.0,0.0,0.0,-1.262177448353619e-18,-49803.101880686925,-1.2621774483536189e-26,-0.0004980310188068692,9.688813318830772e+23,1.007713189254948e+23,0.0,1.4160343537511269e+24,1591659737325.568,100771318925.49478,0.0,1416034353751.1265,0.0,0.0,0.0,0.0,996647157438.8589,0.0,0.0,0.0,664737509698.6058,100771318925.49467,0.0,1416034353751.1245,0.0,0.0,0.0,0.0,-69724929811.8974,0.0,0.0,0.0
0.38,-1,-1,1,-49781.34767463969,0.0,-0.0004978134767463969,0.0,9.680548188011167e+23,1.0077131882456116e+23,0.0,1.4160343398368257e+24,1590301957428.6506,100771318824.56113,0.0,1416034339836.8254,999491766729.6777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737509097.0969,100771318824.56091,0.0,1416034339836.823,-73927318398.12503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000254561481.3887,7592993.588764417,4.4791120432774554e-65,351615.58746966266,0.0,0.0,0.0,0.0,996840237549.2836,262558.2275577418,7.636581986225282e-64,5994790.211323906,0.0,0.0,0.0,0.0,664737522005.5538,100777477279.20186,62589821.10579345,1416085399914.0017,0.0,0.0,0.0,0.0,1770126983996269.8,0.0,0.0,0.0,2907.9307833339553,0.0,0.0,0.0,-999491766729.6777,0.0,0.0,0.0,996616765407.8578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73927318398.12503,0.0,0.0,0.0,-71052314168.37413,0.0,0.0,0.0,-1.262177448353619e-18,-49781.34767463781,-1.2621774483536189e-26,-0.000497813476746378,9.680548205712446e+23,1.0077131882456116e+23,0.0,1.4160343398368257e+24,1590301960336.583,100771318824.56113,0.0,1416034339836.8254,0.0,0.0,0.0,0.0,996616765407.8578,0.0,0.0,0.0,664737509097.0969,100771318824.56091,0.0,1416034339836.823,0.0,0.0,0.0,0.0,-71052314168.37413,0.0,0.0,0.0
0.4,-1,-1,1,-49757.816059552024,0.0,-0.0004975781605955201,0.0,9.671607777015375e+23,1.0077131872365013e+23,0.0,1.416034325698884e+24,1588833243794.8057,100771318723.6501,0.0,1416034325698.8838,999502488131.5956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737508412.698,100771318723.6499,0.0,1416034325698.8813,-75406752749.48898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000280708230.4767,7592856.106342912,4.464278821737558e-65,350450.90962424397,0.0,0.0,0.0,0.0,996813975998.0496,262450.26259191905,7.638065308443473e-64,5995954.881912796,0.0,0.0,0.0,0.0,664737522005.5542,100777477279.20184,62589821.10579345,1416085399914.0024,0.0,0.0,0.0,0.0,1594005709932031.5,0.0,0.0,0.0,2618.6021198641974,0.0,0.0,0.0,-999502488131.5956,0.0,0.0,0.0,996585856141.8281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75406752749.48898,0.0,0.0,0.0,-72490118141.11978,0.0,0.0,0.0,-1.8932661725304287e-18,-49757.81605955,-1.8932661725304283e-26,-0.0004975781605954999,9.671607792955424e+23,1.0077131872365013e+23,0.0,1.416034325698884e+24,1588833246413.4065,100771318723.6501,0.0,1416034325698.8838,0.0,0.0,0.0,0.0,996585856141.8281,0.0,0.0,0.0,664737508412.698,100771318723.6499,0.0,1416034325698.8813,0.0,0.0,0.0,0.0,-72490118141.11978,0.0,0.0,0.0
0.42,-1,-1,1,-49732.234023164056,0.0,-0.0004973223402316404,0.0,9.661888339462986e+23,1.0077131862168544e+23,0.0,1.4160343113108598e+24,1587236553166.912,100771318621.68541,0.0,1416034311310.8594,999512005521.5742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737507626.8517,100771318621.68524,0.0,1416034311310.8567,-77012959981.51482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000306972653.9733,7592717.926843821,4.4494755995936735e-65,349288.5737761455,0.0,0.0,0.0,0.0,996787594488.3712,262341.8795745916,7.639545630721956e-64,5997117.210515947,0.0,0.0,0.0,0.0,664737522005.5543,100777477279.20181,62589821.105793454,1416085399914.0024,0.0,0.0,0.0,0.0,1419265874307540.0,0.0,0.0,0.0,2331.5428570648655,0.0,0.0,0.0,-999512005521.5742,0.0,0.0,0.0,996554414854.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77012959981.51482,0.0,0.0,0.0,-74055366982.59805,0.0,0.0,0.0,-1.8932661725304287e-18,-49732.23402316236,-1.8932661725304283e-26,-0.0004973223402316235,9.661888353655636e+23,1.0077131862168544e+23,0.0,1.4160343113108598e+24,1587236555498.4536,100771318621.68541,0.0,1416034311310.8594,0.0,0.0,0.0,0.0,996554414854.201,0.0,0.0,0.0,664737507626.8517,100771318621.68524,0.0,1416034311310.8567,0.0,0.0,0.0,0.0,-74055366982.59805,0.0,0.0,0.0
0.44,-1,-1,1,-49704.280563308166,0.0,-0.0004970428056330816,0.0,9.651267915382773e+23,1.0077131851736389e+23,0.0,1.4160342966415848e+24,1585491850193.9543,100771318517.36386,0.0,1416034296641.5845,999520060543.8434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737506716.0077,100771318517.3637,0.0,1416034296641.5823,-78765717065.8975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000333302580.9384,7592580.917946573,4.434712832990529e-65,348129.40140627895,0.0,0.0,0.0,0.0,996761145405.0924,262231.6932940277,7.641021907446164e-64,5998276.37565761,0.0,0.0,0.0,0.0,664737522005.5541,100777477279.20178,62589821.105793424,1416085399914.0017,0.0,0.0,0.0,0.0,1248481724151586.0,0.0,0.0,0.0,2050.981918762671,0.0,0.0,0.0,-999520060543.8434,0.0,0.0,0.0,996522429188.4646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78765717065.8975,0.0,0.0,0.0,-75768083659.53734,0.0,0.0,0.0,-1.262177448353619e-18,-49704.280563306434,-1.2621774483536189e-26,-0.0004970428056330643,9.651267927867581e+23,1.0077131851736389e+23,0.0,1.4160342966415848e+24,1585491852244.9348,100771318517.36386,0.0,1416034296641.5845,0.0,0.0,0.0,0.0,996522429188.4646,0.0,0.0,0.0,664737506716.0077,100771318517.3637,0.0,1416034296641.5823,0.0,0.0,0.0,0.0,-75768083659.53734,0.0,0.0,0.0
0.46,-1,-1,1,-49673.58325334445,0.0,-0.0004967358325334444,0.0,9.639605006848582e+23,1.0077131840911722e+23,0.0,1.4160342816543396e+24,1583575889867.0168,100771318409.1172,0.0,1416034281654.3394,999526347492.8938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737505650.4435,100771318409.11705,0.0,1416034281654.337,-80687963276.32281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000359631459.0254,7592447.360858171,4.420004406588722e-65,346974.4836026314,0.0,0.0,0.0,0.0,996734695595.0369,262118.03806077692,7.642492750150022e-64,5999431.286256641,0.0,0.0,0.0,0.0,664737522005.5537,100777477279.20181,62589821.10579346,1416085399914.002,0.0,0.0,0.0,0.0,1084615492149141.9,0.0,0.0,0.0,1781.7856042061467,0.0,0.0,0.0,-999526347492.8938,0.0,0.0,0.0,996489890858.8002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80687963276.32281,0.0,0.0,0.0,-77651504860.44371,0.0,0.0,0.0,-1.262177448353619e-18,-49673.58325334265,-1.2621774483536189e-26,-0.0004967358325334264,9.63960501769472e+23,1.0077131840911722e+23,0.0,1.4160342816543396e+24,1583575891648.7998,100771318409.1172,0.0,1416034281654.3394,0.0,0.0,0.0,0.0,996489890858.8002,0.0,0.0,0.0,664737505650.4435,100771318409.11705,0.0,1416034281654.337,0.0,0.0,0.0,0.0,-77651504860.44371,0.0,0.0,0.0
0.48,-1,-1,1,-49639.71898327602,0.0,-0.0004963971898327601,0.0,9.626738859562223e+23,1.0077131829507999e+23,0.0,1.4160342663060885e+24,1581462263777.1843,100771318295.07996,0.0,1416034266306.0881,999530511975.5461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664737504393.0917,100771318295.07982,0.0,1416034266306.0857,-82805752591.45505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000385876520.2394,7592320.000939577,4.405367929963816e-65,345825.20441546844,0.0,0.0,0.0,0.0,996708328214.7987,261998.93400154795,7.643956397875872e-64,6000580.558271393,0.0,0.0,0.0,0.0,664737522005.5542,100777477279.20198,62589821.10579342,1416085399914.0024,0.0,0.0,0.0,0.0,930715693218492.1,0.0,0.0,0.0,1528.961955447914,0.0,0.0,0.0,-999530511975.5461,0.0,0.0,0.0,996456797640.9258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82805752591.45505,0.0,0.0,0.0,-79732036727.87326,0.0,0.0,0.0,-1.262177448353619e-18,-49639.71898327444,-1.2621774483536189e-26,-0.0004963971898327443,9.62673886886938e+23,1.0077131829507999e+23,0.0,1.4160342663060885e+24,1581462265306.1462,100771318295.07996,0.0,1416034266306.0881,0.0,0.0,0.0,0.0,996456797640.9258,0.0,0.0,0.0,664737504393.0917,100771318295.07982,0.0,1416034266306.0857,0.0,0.0,0.0,0.0,-79732036727.87326,0.0,0.0,0.0
