sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-57210.173925717725,0.0,-0.0005721017392571772,0.0,1.416032939604238e+24,0.0,2.072284198540744e+24,2.0313660651019363e+23,1416032939604.2375,0.0,1951608650966.4744,203136606510.1936,0.0,0.0,1537498792303.7998,0.0,0.0,0.0,0.0,0.0,1416032939604.235,0.0,502791458642.6767,203136606510.19305,0.0,0.0,-88681599980.00432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15319504293385.11,0.0,0.0,0.0,14.427401959896088,0.0,0.0,0.0,-1537498792303.7998,0.0,0.0,0.0,1763460827599.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88681599980.00432,0.0,0.0,0.0,-314643635260.94653,0.0,1.240845848289586e-17,-57210.17392571509,1.2408458482895859e-25,-0.0005721017392571508,1.416032939604238e+24,0.0,2.0722841985560624e+24,2.0313660651019363e+23,1416032939604.2375,0.0,1951608650980.9004,203136606510.1936,0.0,0.0,0.0,0.0,0.0,0.0,1763460827599.1697,0.0,1416032939604.235,0.0,502791458642.6767,203136606510.19305,0.0,0.0,0.0,0.0,0.0,0.0,-314643635260.94653,0.0,0.0,0.0,0.0,0.0,1537858.7308459007,1.9590343770342303e-64,1542414851978.4993,4627108.122897904,0.0,0.0,0.0,0.0,34218287.71544925,4.359021737178386e-63,1767947927180.59,150.58965170554137,0.0,0.0,0.0,0.0,1416085781024.5872,62589837.95057224,502791767425.85944,203146858365.82318
0.02,-1,-1,1,-57195.82992307314,0.0,-0.0005719582992307314,0.0,1.4160329300411706e+24,0.0,2.0713336269132444e+24,2.031365830889713e+23,1416032930041.1702,0.0,1950713434078.3186,203136583088.97125,0.0,0.0,1537117988393.582,0.0,0.0,0.0,0.0,0.0,1416032930041.169,0.0,502791455733.0225,203136583088.97067,0.0,0.0,-89196010048.28745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.656254725027956e+16,0.0,0.0,0.0,-62686.4033106491,0.0,0.0,0.0,-1537117988393.582,0.0,0.0,0.0,1764218928505.5806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89196010048.28745,0.0,0.0,0.0,-316297012846.69006,0.0,1.240845848289586e-17,-57195.8299230706,1.2408458482895859e-25,-0.000571958299230706,1.4160329300411706e+24,0.0,2.0713335603506943e+24,2.031365830889713e+23,1416032930041.1702,0.0,1950713371391.9128,203136583088.97125,0.0,0.0,0.0,0.0,0.0,0.0,1764218928505.5806,0.0,1416032930041.169,0.0,502791455733.0225,203136583088.97067,0.0,0.0,0.0,0.0,0.0,0.0,-316297012846.69006,0.0,0.0,0.0,0.0,0.0,1540396.1657995498,1.9622667923232197e-64,1542062583626.9897,4641070.700274198,0.0,0.0,0.0,0.0,34215186.50400689,4.3586266641933003e-63,1768729789635.8118,153.25408447607163,0.0,0.0,0.0,0.0,1416085781024.5894,62589837.95057231,502791767425.8611,203146858365.82422
0.04,-1,-1,1,-57181.309680525635,0.0,-0.0005718130968052563,0.0,1.4160329204100256e+24,0.0,2.0703713863237762e+24,2.0313655943504245e+23,1416032920410.0251,0.0,1949807227748.106,203136559435.04242,0.0,0.0,1536732798514.3955,0.0,0.0,0.0,0.0,0.0,1416032920410.0227,0.0,502791452781.09784,203136559435.0418,0.0,0.0,-89717023547.38672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5389050732898992e+17,0.0,0.0,0.0,-144928.98494152725,0.0,0.0,0.0,-1536732798514.3955,0.0,0.0,0.0,1764980965057.6042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89717023547.38672,0.0,0.0,0.0,-317965335019.5798,0.0,1.240845848289586e-17,-57181.30968052303,1.2408458482895859e-25,-0.0005718130968052302,1.4160329204100256e+24,0.0,2.070371232433271e+24,2.0313655943504245e+23,1416032920410.0251,0.0,1949807082819.123,203136559435.04242,0.0,0.0,0.0,0.0,0.0,0.0,1764980965057.6042,0.0,1416032920410.0227,0.0,502791452781.09784,203136559435.0418,0.0,0.0,0.0,0.0,0.0,0.0,-317965335019.5798,0.0,0.0,0.0,0.0,0.0,1542937.1967284582,1.9655037888765624e-64,1541706295659.3203,4655192.570801744,0.0,0.0,0.0,0.0,34212080.897603735,4.3582310312758824e-63,1769515802494.0518,156.01417854055916,0.0,0.0,0.0,0.0,1416085781024.5884,62589837.9505723,502791767425.8593,203146858365.82355
0.06,-1,-1,1,-57166.6103715641,0.0,-0.0005716661037156409,0.0,1.4160329107100006e+24,0.0,2.069397183009233e+24,2.031365355425065e+23,1416032910710.0002,0.0,1948889755319.4685,203136535542.50647,0.0,0.0,1536343107662.319,0.0,0.0,0.0,0.0,0.0,1416032910709.9968,0.0,502791449786.0192,203136535542.50586,0.0,0.0,-90244802128.87025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.7096772159422536e+16,0.0,0.0,0.0,-53771.84971398115,0.0,0.0,0.0,-1536343107662.319,0.0,0.0,0.0,1765747048104.487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90244802128.87025,0.0,0.0,0.0,-319648796342.88715,0.0,1.1146281034542241e-17,-57166.610371561546,1.114628103454224e-25,-0.0005716661037156154,1.4160329107100006e+24,0.0,2.06939712591246e+24,2.031365355425065e+23,1416032910710.0002,0.0,1948889701547.618,203136535542.50647,0.0,0.0,0.0,0.0,0.0,0.0,1765747048104.487,0.0,1416032910709.9968,0.0,502791449786.0192,203136535542.50586,0.0,0.0,0.0,0.0,0.0,0.0,-319648796342.88715,0.0,0.0,0.0,0.0,0.0,1545481.6598634657,1.968745158008193e-64,1541345882039.806,4669477.94047498,0.0,0.0,0.0,0.0,34208971.09639541,4.357834863932228e-63,1770306079399.9724,158.8752031595099,0.0,0.0,0.0,0.0,1416085781024.5867,62589837.95057222,502791767425.85956,203146858365.8235
0.08,-1,-1,1,-57151.72486101061,0.0,-0.000571517248610106,0.0,1.4160329009372457e+24,0.0,2.068410689123244e+24,2.0313651140529492e+23,1416032900937.2454,0.0,1947960708037.5476,203136511405.2949,0.0,0.0,1535948800215.763,0.0,0.0,0.0,0.0,0.0,1416032900937.2434,0.0,502791446746.2672,203136511405.29434,0.0,0.0,-90779538924.48277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.567859653467268e+16,0.0,0.0,0.0,-52436.25886220485,0.0,0.0,0.0,-1535948800215.763,0.0,0.0,0.0,1766517274132.9749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90779538924.48277,0.0,0.0,0.0,-321348065277.95465,0.0,1.240845848289586e-17,-57151.72486100805,1.2408458482895859e-25,-0.0005715172486100804,1.4160329009372457e+24,0.0,2.0684106334446484e+24,2.0313651140529492e+23,1416032900937.2454,0.0,1947960655601.2896,203136511405.2949,0.0,0.0,0.0,0.0,0.0,0.0,1766517274132.9749,0.0,1416032900937.2434,0.0,502791446746.2672,203136511405.29434,0.0,0.0,0.0,0.0,0.0,0.0,-321348065277.95465,0.0,0.0,0.0,0.0,0.0,1548030.4311135437,1.9719920154760825e-64,1540981237862.0781,4683930.969874243,0.0,0.0,0.0,0.0,34205856.029860355,4.357438025791907e-63,1771100726446.0276,161.84275955291258,0.0,0.0,0.0,0.0,1416085781024.5881,62589837.95057228,502791767425.86,203146858365.82358
0.1,-1,-1,1,-57136.64898778812,0.0,-0.0005713664898778811,0.0,1.4160328910901108e+24,0.0,2.0674115794060102e+24,2.0313648701701086e+23,1416032891090.1106,0.0,1947019779583.4336,203136487017.01083,0.0,0.0,1535549752136.1658,0.0,0.0,0.0,0.0,0.0,1416032891090.1077,0.0,502791443660.72076,203136487017.01025,0.0,0.0,-91321416213.45389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.427094820773459e+16,0.0,0.0,0.0,-51110.58227097988,0.0,0.0,0.0,-1535549752136.1658,0.0,0.0,0.0,1767291758900.8606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91321416213.45389,0.0,0.0,0.0,-323063474088.73083,0.0,1.240845848289586e-17,-57136.64898778559,1.2408458482895859e-25,-0.0005713664898778559,1.4160328910901108e+24,0.0,2.067411525135062e+24,2.0313648701701086e+23,1416032891090.1106,0.0,1947019728472.851,203136487017.01083,0.0,0.0,0.0,0.0,0.0,0.0,1767291758900.8606,0.0,1416032891090.1077,0.0,502791443660.72076,203136487017.01025,0.0,0.0,0.0,0.0,0.0,0.0,-323063474088.73083,0.0,0.0,0.0,0.0,0.0,1550583.6014724318,1.97524447714205e-64,1540612249201.478,4698556.176214013,0.0,0.0,0.0,0.0,34202735.58678774,4.357040502694043e-63,1771899864163.0933,164.92292151608,0.0,0.0,0.0,0.0,1416085781024.5889,62589837.95057229,502791767425.861,203146858365.82422
0.12,-1,-1,1,-57121.37756172936,0.0,-0.0005712137756172935,0.0,1.416032881166261e+24,0.0,2.0663995098908327e+24,2.0313646237098863e+23,1416032881166.2607,0.0,1946066646020.6768,203136462370.98862,0.0,0.0,1535145834741.085,0.0,0.0,0.0,0.0,0.0,1416032881166.258,0.0,502791440528.0863,203136462370.98795,0.0,0.0,-91870629248.49489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.287240277309788e+16,0.0,0.0,0.0,-49793.47848235443,0.0,0.0,0.0,-1535145834741.085,0.0,0.0,0.0,1768070619503.7827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91870629248.49489,0.0,0.0,0.0,-324795463804.67126,0.0,1.240845848289586e-17,-57121.37756172684,1.2408458482895859e-25,-0.0005712137756172683,1.416032881166261e+24,0.0,2.0663994570184305e+24,2.0313646237098863e+23,1416032881166.2607,0.0,1946066596227.1985,203136462370.98862,0.0,0.0,0.0,0.0,0.0,0.0,1768070619503.7827,0.0,1416032881166.258,0.0,502791440528.0863,203136462370.98795,0.0,0.0,0.0,0.0,0.0,0.0,-324795463804.67126,0.0,0.0,0.0,0.0,0.0,1553141.4774229967,1.9785029334035255e-64,1540238798209.6633,4713358.231417051,0.0,0.0,0.0,0.0,34199609.39259863,4.356642246923376e-63,1772703615982.6768,168.12222037808618,0.0,0.0,0.0,0.0,1416085781024.5874,62589837.950572245,502791767425.8596,203146858365.82364
0.14,-1,-1,1,-57105.905159550464,0.0,-0.0005710590515955045,0.0,1.4160328711632667e+24,0.0,2.0653741211622885e+24,2.0313643746026717e+23,1416032871163.2664,0.0,1945100968863.7307,203136437460.26715,0.0,0.0,1534736913523.9033,0.0,0.0,0.0,0.0,0.0,1416032871163.2637,0.0,502791437347.0186,203136437460.26642,0.0,0.0,-92427382007.19107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.148257220739121e+16,0.0,0.0,0.0,-48484.58206876367,0.0,0.0,0.0,-1534736913523.9033,0.0,0.0,0.0,1768853978405.3013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92427382007.19107,0.0,0.0,0.0,-326544495373.17114,0.0,1.1146281034542241e-17,-57105.90515954784,1.114628103454224e-25,-0.0005710590515954783,1.4160328711632667e+24,0.0,2.0653740696797156e+24,2.0313643746026717e+23,1416032871163.2664,0.0,1945100920379.1482,203136437460.26715,0.0,0.0,0.0,0.0,0.0,0.0,1768853978405.3013,0.0,1416032871163.2637,0.0,502791437347.0186,203136437460.26642,0.0,0.0,0.0,0.0,0.0,0.0,-326544495373.17114,0.0,0.0,0.0,0.0,0.0,1555704.3788996283,1.981767791826538e-64,1539860761698.364,4728342.018565175,0.0,0.0,0.0,0.0,34196477.05627435,4.3562432086662954e-63,1773512110990.3232,171.44770274340337,0.0,0.0,0.0,0.0,1416085781024.588,62589837.950572275,502791767425.8604,203146858365.8239
0.16,-1,-1,1,-57090.22611018909,0.0,-0.0005709022611018908,0.0,1.4160328610785807e+24,0.0,2.0643350373840508e+24,2.0313641227756173e+23,1416032861078.5803,0.0,1944122394162.3865,203136412277.5617,0.0,0.0,1534322847781.7107,0.0,0.0,0.0,0.0,0.0,1416032861078.5781,0.0,502791434116.1026,203136412277.56107,0.0,0.0,-92991887735.42853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.010104276902421e+16,0.0,0.0,0.0,-47183.50338207558,0.0,0.0,0.0,-1534322847781.7107,0.0,0.0,0.0,1769641963777.9915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92991887735.42853,0.0,0.0,0.0,-328311050915.21246,0.0,1.240845848289586e-17,-57090.226110186464,1.2408458482895859e-25,-0.0005709022611018646,1.4160328610785807e+24,0.0,2.0643349872830081e+24,2.0313641227756173e+23,1416032861078.5803,0.0,1944122346978.883,203136412277.5617,0.0,0.0,0.0,0.0,0.0,0.0,1769641963777.9915,0.0,1416032861078.5781,0.0,502791434116.1026,203136412277.56107,0.0,0.0,0.0,0.0,0.0,0.0,-328311050915.21246,0.0,0.0,0.0,0.0,0.0,1558272.6400378144,1.9850394781030967e-64,1539478010797.1309,4743512.646032789,0.0,0.0,0.0,0.0,34193338.1694403,4.3558433358937545e-63,1774325484285.0989,174.90698268022436,0.0,0.0,0.0,0.0,1416085781024.588,62589837.95057227,502791767425.8603,203146858365.82373
