sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n
0.27,-1,-1,1,0.0,-30350.459570415154,0.0,-0.0003035045957041515,5.213547178556625e+23,0.0,6.754230883155837e+23,2.6111422653211446e+22,521354717855.6625,0.0,1346860722453.8196,26111422653.21145,0.0,0.0,1128703676763.1953,0.0,0.0,0.0,0.0,0.0,521354717855.6612,0.0,262156762699.29007,26111422653.211407,0.0,0.0,-43999717008.664566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3860424.1132188304,6.414284612394948e-58,1129594741321.4983,7877967.231683608,0.0,0.0,0.0,0.0,55280050.08092852,9.185139348996051e-57,1128640415295.2693,237681.09218492944,0.0,0.0,0.0,0.0,521402021374.3323,45012376.1287289,262156766977.03674,26114961365.166264,0.0,0.0,0.0,0.0,0.0,0.0,-1006906292238746.1,0.0,0.0,0.0,-2007.871154641849,0.0,0.0,0.0,-1128703676763.1953,0.0,0.0,0.0,1128324353400.164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43999717008.664566,0.0,0.0,0.0,-43620395653.50364,0.0,-30350.459570414136,-7.573064690121715e-18,-0.0003035045957041413,-7.573064690121713e-26,5.213547178556625e+23,0.0,6.754230873086781e+23,2.6111422653211446e+22,521354717855.6625,0.0,1346860720445.95,26111422653.21145,0.0,0.0,0.0,0.0,0.0,0.0,1128324353400.164,0.0,521354717855.6612,0.0,262156762699.29007,26111422653.211407,0.0,0.0,0.0,0.0,0.0,0.0,-43620395653.50364,0.0
0.3,-1,-1,1,0.0,-30343.489489337535,0.0,-0.0003034348948933753,5.213547058723578e+23,0.0,6.75204931572757e+23,2.6111422533375437e+22,521354705872.3578,0.0,1346425696240.8655,26111422533.375443,0.0,0.0,1128718118087.589,0.0,0.0,0.0,0.0,0.0,521354705872.3561,0.0,262156762605.03848,26111422533.37538,0.0,0.0,-44449184451.76313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844305.923383048,6.387501266276357e-58,1129618421172.52,7877902.958665822,0.0,0.0,0.0,0.0,55296167.38869876,9.187817683779801e-57,1128616702207.5117,237470.9870782607,0.0,0.0,0.0,0.0,521402021374.332,45012376.128728904,262156766977.03644,26114961365.166283,0.0,0.0,0.0,0.0,0.0,0.0,-970837343055303.1,0.0,0.0,0.0,-1935.9460875309305,0.0,0.0,0.0,-1128718118087.589,0.0,0.0,0.0,1128297181917.183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44449184451.76313,0.0,0.0,0.0,-44028250217.302574,0.0,-30343.489489336567,-7.573064690121715e-18,-0.0003034348948933656,-7.573064690121713e-26,5.213547058723578e+23,0.0,6.752049306019192e+23,2.6111422533375437e+22,521354705872.3578,0.0,1346425694304.9187,26111422533.375443,0.0,0.0,0.0,0.0,0.0,0.0,1128297181917.183,0.0,521354705872.3561,0.0,262156762605.03848,26111422533.37538,0.0,0.0,0.0,0.0,0.0,0.0,-44028250217.302574,0.0
0.32999999999999996,-1,-1,1,0.0,-30336.35040370285,0.0,-0.00030336350403702844,5.213546938523326e+23,0.0,6.749814850201599e+23,2.6111422418684656e+22,521354693852.33264,0.0,1345980121621.835,26111422418.68466,0.0,0.0,1128732653751.6162,0.0,0.0,0.0,0.0,0.0,521354693852.3312,0.0,262156762506.54282,26111422418.68462,0.0,0.0,-44909294636.32455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3828231.1381505663,6.360790128452355e-58,1129642413705.1682,7877825.109428822,0.0,0.0,0.0,0.0,55312241.2936894,9.190488797733613e-57,1128592674265.029,237270.82176583225,0.0,0.0,0.0,0.0,521402021374.33215,45012376.1287289,262156766977.03647,26114961365.166245,0.0,0.0,0.0,0.0,0.0,0.0,-932872601655959.9,0.0,0.0,0.0,-1860.2406224476872,0.0,0.0,0.0,-1128732653751.6162,0.0,0.0,0.0,1128269609108.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44909294636.32455,0.0,0.0,0.0,-44446251853.29614,0.0,-30336.35040370191,-5.048709793414476e-18,-0.00030336350403701906,-5.0487097934144756e-26,5.213546938523326e+23,0.0,6.749814840872883e+23,2.6111422418684656e+22,521354693852.33264,0.0,1345980119761.5964,26111422418.68466,0.0,0.0,0.0,0.0,0.0,0.0,1128269609108.3474,0.0,521354693852.3312,0.0,262156762506.54282,26111422418.68462,0.0,0.0,0.0,0.0,0.0,0.0,-44446251853.29614,0.0
0.36,-1,-1,1,0.0,-30329.032485938187,0.0,-0.0003032903248593818,5.213546817925143e+23,0.0,6.747524410574454e+23,2.6111422309047495e+22,521354681792.5143,0.0,1345523385211.0845,26111422309.0475,0.0,0.0,1128747272407.7058,0.0,0.0,0.0,0.0,0.0,521354681792.51294,0.0,262156762403.46997,26111422309.04746,0.0,0.0,-45380649600.09303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3812196.8622205826,6.3341463908498504e-58,1129666719927.38,7877733.9111135835,0.0,0.0,0.0,0.0,55328274.6910468,9.19315317166485e-57,1128568330389.8098,237080.35871886357,0.0,0.0,0.0,0.0,521402021374.3319,45012376.12872888,262156766977.03635,26114961365.16621,0.0,0.0,0.0,0.0,0.0,0.0,-893127172076284.0,0.0,0.0,0.0,-1780.9842882714001,0.0,0.0,0.0,-1128747272407.7058,0.0,0.0,0.0,1128241628726.4033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45380649600.09303,0.0,0.0,0.0,-44875007699.77439,0.0,-30329.03248593717,-5.048709793414476e-18,-0.00030329032485937167,-5.0487097934144756e-26,5.213546817925143e+23,0.0,6.747524401643175e+23,2.6111422309047495e+22,521354681792.5143,0.0,1345523383430.0984,26111422309.0475,0.0,0.0,0.0,0.0,0.0,0.0,1128241628726.4033,0.0,521354681792.51294,0.0,262156762403.46997,26111422309.04746,0.0,0.0,0.0,0.0,0.0,0.0,-44875007699.77439,0.0
0.39,-1,-1,1,0.0,-30321.525087400434,0.0,-0.0003032152508740043,5.213546696896973e+23,0.0,6.745174663849351e+23,2.611142220436821e+22,521354669689.69727,0.0,1345054822375.9512,26111422204.368217,0.0,0.0,1128761961742.17,0.0,0.0,0.0,0.0,0.0,521354669689.69574,0.0,262156762295.45093,26111422204.368176,0.0,0.0,-45863901661.66913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3796200.143751479,6.307565151682796e-58,1129691340912.7122,7877629.5942094,0.0,0.0,0.0,0.0,55344270.53245466,9.195811295752147e-57,1128543669436.8943,236899.35627955696,0.0,0.0,0.0,0.0,521402021374.33185,45012376.1287289,262156766977.0362,26114961365.166245,0.0,0.0,0.0,0.0,0.0,0.0,-851722755047708.4,0.0,0.0,0.0,-1698.4197683481034,0.0,0.0,0.0,-1128761961742.17,0.0,0.0,0.0,1128213234024.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45863901661.66913,0.0,0.0,0.0,-45315175642.828636,0.0,-30321.52508739932,-5.048709793414476e-18,-0.00030321525087399315,-5.0487097934144756e-26,5.213546696896973e+23,0.0,6.745174655332126e+23,2.611142220436821e+22,521354669689.69727,0.0,1345054820677.5317,26111422204.368217,0.0,0.0,0.0,0.0,0.0,0.0,1128213234024.91,0.0,521354669689.69574,0.0,262156762295.45093,26111422204.368176,0.0,0.0,0.0,0.0,0.0,0.0,-45315175642.828636,0.0
0.42,-1,-1,1,0.0,-30313.816649578304,0.0,-0.00030313816649578303,5.213546575405337e+23,0.0,6.742761992242578e+23,2.61114221045467e+22,521354657540.5337,0.0,1344573711694.4307,26111422104.546707,0.0,0.0,1128776708369.73,0.0,0.0,0.0,0.0,0.0,521354657540.53204,0.0,262156762182.0773,26111422104.54667,0.0,0.0,-46359758857.37686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3780237.9750095266,6.281041416550709e-58,1129716277806.4177,7877512.392563488,0.0,0.0,0.0,0.0,55360231.82548592,9.198463669435549e-57,1128518690188.2876,236727.56857777355,0.0,0.0,0.0,0.0,521402021374.3323,45012376.1287289,262156766977.03674,26114961365.166313,0.0,0.0,0.0,0.0,0.0,0.0,-808790681307338.2,0.0,0.0,0.0,-1612.8089492116123,0.0,0.0,0.0,-1128776708369.73,0.0,0.0,0.0,1128184417705.3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46359758857.37686,0.0,0.0,0.0,-45767469805.8409,0.0,-30313.816649577242,-5.048709793414476e-18,-0.00030313816649577235,-5.0487097934144756e-26,5.213546575405337e+23,0.0,6.742761984154677e+23,2.61114221045467e+22,521354657540.5337,0.0,1344573710081.6228,26111422104.546707,0.0,0.0,0.0,0.0,0.0,0.0,1128184417705.3865,0.0,521354657540.53204,0.0,262156762182.0773,26111422104.54667,0.0,0.0,0.0,0.0,0.0,0.0,-45767469805.8409,0.0
0.44999999999999996,-1,-1,1,0.0,-30305.894603294062,0.0,-0.0003030589460329406,5.2135464534153016e+23,0.0,6.740282461633672e+23,2.611142200947834e+22,521354645341.53015,0.0,1344079268663.8276,26111422009.478348,0.0,0.0,1128791497712.566,0.0,0.0,0.0,0.0,0.0,521354645341.52844,0.0,262156762062.8953,26111422009.478302,0.0,0.0,-46868991111.63509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3764307.293290394,6.2545700999923744e-58,1129741531831.1055,7877382.543409634,0.0,0.0,0.0,0.0,55376161.63267969,9.20111080126126e-57,1128493391347.2104,236564.7454332673,0.0,0.0,0.0,0.0,521402021374.3322,45012376.12872888,262156766977.03665,26114961365.16629,0.0,0.0,0.0,0.0,0.0,0.0,-764489120190408.2,0.0,0.0,0.0,-1524.4672362260753,0.0,0.0,0.0,-1128791497712.566,0.0,0.0,0.0,1128155171858.4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46868991111.63509,0.0,0.0,0.0,-46232666782.00246,0.0,-30305.894603293047,-2.524354896707238e-18,-0.0003030589460329304,-2.5243548967072378e-26,5.2135464534153016e+23,0.0,6.740282453988772e+23,2.611142200947834e+22,521354645341.53015,0.0,1344079267139.3591,26111422009.478348,0.0,0.0,0.0,0.0,0.0,0.0,1128155171858.4673,0.0,521354645341.52844,0.0,262156762062.8953,26111422009.478302,0.0,0.0,0.0,0.0,0.0,0.0,-46232666782.00246,0.0
0.48,-1,-1,1,0.0,-30297.74525395491,0.0,-0.00030297745253954903,5.213546330890381e+23,0.0,6.737731785649207e+23,2.611142191905419e+22,521354633089.0381,0.0,1343570638538.709,26111421919.054195,0.0,0.0,1128806313861.3103,0.0,0.0,0.0,0.0,0.0,521354633089.03656,0.0,262156761937.39798,26111421919.05415,0.0,0.0,-47392437260.00013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3748404.982166648,6.2281460275835276e-58,1129767104291.8293,7877240.287421681,0.0,0.0,0.0,0.0,55392063.07029594,9.203753208671722e-57,1128467771532.9878,236410.6322396068,0.0,0.0,0.0,0.0,521402021374.3324,45012376.1287289,262156766977.03708,26114961365.166325,0.0,0.0,0.0,0.0,0.0,0.0,-718970542482172.9,0.0,0.0,0.0,-1433.6986712809885,0.0,0.0,0.0,-1128806313861.3103,0.0,0.0,0.0,1128125487898.3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47392437260.00013,0.0,0.0,0.0,-46711612730.733185,0.0,-30297.74525395384,-5.048709793414476e-18,-0.00030297745253953835,-5.0487097934144756e-26,5.213546330890381e+23,0.0,6.737731778459502e+23,2.611142191905419e+22,521354633089.0381,0.0,1343570637105.0103,26111421919.054195,0.0,0.0,0.0,0.0,0.0,0.0,1128125487898.3452,0.0,521354633089.03656,0.0,262156761937.39798,26111421919.05415,0.0,0.0,0.0,0.0,0.0,0.0,-46711612730.733185,0.0
0.51,-1,-1,1,0.0,-30289.35365053248,0.0,-0.00030289353650532475,5.2135462077924416e+23,0.0,6.735105284653905e+23,2.6111421833160287e+22,521354620779.24414,0.0,1343046888153.32,26111421833.160294,0.0,0.0,1128821139414.852,0.0,0.0,0.0,0.0,0.0,521354620779.2427,0.0,262156761805.02054,26111421833.160248,0.0,0.0,-47931013066.55261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732527.873123155,6.201763938681528e-58,1129792996580.3987,7877085.868800716,0.0,0.0,0.0,0.0,55407939.306678064,9.206391417731225e-57,1128441829276.6765,236264.96982356056,0.0,0.0,0.0,0.0,521402021374.33264,45012376.12872891,262156766977.0367,26114961365.166256,0.0,0.0,0.0,0.0,0.0,0.0,-672418469700889.9,0.0,0.0,0.0,-1340.8692145114765,0.0,0.0,0.0,-1128821139414.852,0.0,0.0,0.0,1128095356489.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47931013066.55261,0.0,0.0,0.0,-47205231481.92587,0.0,-30289.35365053138,-5.048709793414476e-18,-0.00030289353650531374,-5.0487097934144756e-26,5.2135462077924416e+23,0.0,6.735105277929722e+23,2.6111421833160287e+22,521354620779.24414,0.0,1343046886812.4512,26111421833.160294,0.0,0.0,0.0,0.0,0.0,0.0,1128095356489.356,0.0,521354620779.2427,0.0,262156761805.02054,26111421833.160248,0.0,0.0,0.0,0.0,0.0,0.0,-47205231481.92587,0.0
0.54,-1,-1,1,0.0,-30280.703435500916,0.0,-0.0003028070343550091,5.213546084081652e+23,0.0,6.732397838781127e+23,2.6111421751677988e+22,521354608408.16516,0.0,1342506996555.402,26111421751.677994,0.0,0.0,1128835955295.132,0.0,0.0,0.0,0.0,0.0,521354608408.16376,0.0,262156761665.1302,26111421751.677948,0.0,0.0,-48485720404.86039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716672.7476576697,6.175418489945784e-58,1129819210178.5486,7876919.535404006,0.0,0.0,0.0,0.0,55423793.560153954,9.209025962773892e-57,1128415563017.832,236127.49427507675,0.0,0.0,0.0,0.0,521402021374.33234,45012376.12872891,262156766977.03674,26114961365.166264,0.0,0.0,0.0,0.0,0.0,0.0,-625021289329307.4,0.0,0.0,0.0,-1246.354529269156,0.0,0.0,0.0,-1128835955295.132,0.0,0.0,0.0,1128064767463.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48485720404.86039,0.0,0.0,0.0,-47714533819.74418,0.0,-30280.703435499836,-2.524354896707238e-18,-0.00030280703435499833,-2.5243548967072378e-26,5.213546084081652e+23,0.0,6.732397832530918e+23,2.6111421751677988e+22,521354608408.16516,0.0,1342506995309.048,26111421751.677994,0.0,0.0,0.0,0.0,0.0,0.0,1128064767463.661,0.0,521354608408.16376,0.0,262156761665.1302,26111421751.677948,0.0,0.0,0.0,0.0,0.0,0.0,-47714533819.74418,0.0
0.57,-1,-1,1,0.0,-30271.7766724109,0.0,-0.00030271776672410893,5.213545959716346e+23,0.0,6.729603833963823e+23,2.611142167448331e+22,521354595971.6346,0.0,1341949844244.2249,26111421674.48332,0.0,0.0,1128850740532.5327,0.0,0.0,0.0,0.0,0.0,521354595971.6329,0.0,262156761517.01596,26111421674.483257,0.0,0.0,-49057657805.32574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700836.3399415864,6.149104259791929e-58,1129845746659.7424,7876741.5389286345,0.0,0.0,0.0,0.0,55439629.09637445,9.211657385958115e-57,1128388971102.661,235997.93673950384,0.0,0.0,0.0,0.0,521402021374.33246,45012376.12872891,262156766977.037,26114961365.16628,0.0,0.0,0.0,0.0,0.0,0.0,-576988048231842.4,0.0,0.0,0.0,-1150.5714757646201,0.0,0.0,0.0,-1128850740532.5327,0.0,0.0,0.0,1128033709728.5142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49057657805.32574,0.0,0.0,0.0,-48240628151.87813,0.0,-30271.77667240986,-5.048709793414476e-18,-0.0003027177667240985,-5.0487097934144756e-26,5.213545959716346e+23,0.0,6.729603828193933e+23,2.611142167448331e+22,521354595971.6346,0.0,1341949843093.6516,26111421674.48332,0.0,0.0,0.0,0.0,0.0,0.0,1128033709728.5142,0.0,521354595971.6329,0.0,262156761517.01596,26111421674.483257,0.0,0.0,0.0,0.0,0.0,0.0,-48240628151.87813,0.0
0.6,-1,-1,1,0.0,-30262.553647101802,0.0,-0.000302625536471018,5.213545834652947e+23,0.0,6.726717099714238e+23,2.6111421601447e+22,521354583465.2947,0.0,1341374200763.2444,26111421601.447002,0.0,0.0,1128865472016.3167,0.0,0.0,0.0,0.0,0.0,521354583465.29315,0.0,262156761359.8757,26111421601.44695,0.0,0.0,-49648032612.94878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685015.340159838,6.122815753977658e-58,1129872607689.0615,7876552.135162027,0.0,0.0,0.0,0.0,55455449.22497443,9.214286236708261e-57,1128362051784.0857,235876.02316363883,0.0,0.0,0.0,0.0,521402021374.3326,45012376.128728926,262156766977.03705,26114961365.166317,0.0,0.0,0.0,0.0,0.0,0.0,-528532849917543.7,0.0,0.0,0.0,-1053.9469976600958,0.0,0.0,0.0,-1128865472016.3167,0.0,0.0,0.0,1128002171161.5122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49648032612.94878,0.0,0.0,0.0,-48784732812.09205,0.0,-30262.553647100707,-7.573064690121715e-18,-0.00030262553647100705,-7.573064690121713e-26,5.213545834652947e+23,0.0,6.726717094428904e+23,2.6111421601447e+22,521354583465.2947,0.0,1341374199709.2961,26111421601.447002,0.0,0.0,0.0,0.0,0.0,0.0,1128002171161.5122,0.0,521354583465.29315,0.0,262156761359.8757,26111421601.44695,0.0,0.0,0.0,0.0,0.0,0.0,-48784732812.09205,0.0
0.63,-1,-1,1,0.0,-30253.012637721567,0.0,-0.0003025301263772156,5.213545708845839e+23,0.0,6.723730837140657e+23,2.611142153243404e+22,521354570884.5839,0.0,1340778710345.9236,26111421532.434044,0.0,0.0,1128880124203.6226,0.0,0.0,0.0,0.0,0.0,521354570884.58234,0.0,262156761192.80475,26111421532.433987,0.0,0.0,-50258175050.50372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3669206.3986684014,6.09654741255159e-58,1129899795020.7478,7876351.5843172725,0.0,0.0,0.0,0.0,55471257.29541459,9.216913071019449e-57,1128334803224.1294,235761.47398477234,0.0,0.0,0.0,0.0,521402021374.33234,45012376.128728904,262156766977.037,26114961365.166332,0.0,0.0,0.0,0.0,0.0,0.0,-479892358754478.0,0.0,0.0,0.0,-956.9530272114789,0.0,0.0,0.0,-1128880124203.6226,0.0,0.0,0.0,1127970138491.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50258175050.50372,0.0,0.0,0.0,-49348190295.563835,0.0,-30253.01263772053,-2.524354896707238e-18,-0.0003025301263772052,-2.5243548967072378e-26,5.213545708845839e+23,0.0,6.723730832341732e+23,2.611142153243404e+22,521354570884.5839,0.0,1340778709388.9705,26111421532.434044,0.0,0.0,0.0,0.0,0.0,0.0,1127970138491.73,0.0,521354570884.58234,0.0,262156761192.80475,26111421532.433987,0.0,0.0,0.0,0.0,0.0,0.0,-49348190295.563835,0.0
0.6599999999999999,-1,-1,1,0.0,-30243.129647689333,0.0,-0.0003024312964768933,5.21354558224726e+23,0.0,6.720637535364604e+23,2.6111421467303447e+22,521354558224.72595,0.0,1340161875248.4958,26111421467.30345,0.0,0.0,1128894668778.972,0.0,0.0,0.0,0.0,0.0,521354558224.72394,0.0,262156761014.77594,26111421467.303417,0.0,0.0,-50889554545.2515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3653406.131155982,6.07029361847362e-58,1129927310492.7144,7876140.151473355,0.0,0.0,0.0,0.0,55487056.69182088,9.219538450595723e-57,1128307223499.3965,235654.0037497042,0.0,0.0,0.0,0.0,521402021374.3324,45012376.128728904,262156766977.03687,26114961365.16631,0.0,0.0,0.0,0.0,0.0,0.0,-431311939704033.06,0.0,0.0,0.0,-860.0788465219084,0.0,0.0,0.0,-1128894668778.972,0.0,0.0,0.0,1127937597164.3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50889554545.2515,0.0,0.0,0.0,-49932483790.70742,0.0,-30243.12964768819,-7.573064690121715e-18,-0.00030243129647688187,-7.573064690121713e-26,5.21354558224726e+23,0.0,6.72063753105149e+23,2.6111421467303447e+22,521354558224.72595,0.0,1340161874388.4177,26111421467.30345,0.0,0.0,0.0,0.0,0.0,0.0,1127937597164.3489,0.0,521354558224.72394,0.0,262156761014.77594,26111421467.303417,0.0,0.0,0.0,0.0,0.0,0.0,-49932483790.70742,0.0
0.69,-1,-1,1,0.0,-30232.87809444178,0.0,-0.00030232878094441773,5.2135454548071176e+23,0.0,6.717428874099269e+23,2.611142140590798e+22,521354545480.71173,0.0,1339522036323.1316,26111421405.907986,0.0,0.0,1128909074254.5327,0.0,0.0,0.0,0.0,0.0,521354545480.7103,0.0,262156760824.62033,26111421405.907925,0.0,0.0,-51543798756.02155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3637611.125022043,6.044048708262431e-58,1129955156017.1929,7875918.107144728,0.0,0.0,0.0,0.0,55502850.82660645,9.22216294178526e-57,1128279310610.3684,235553.32064807706,0.0,0.0,0.0,0.0,521402021374.33203,45012376.1287289,262156766977.0366,26114961365.16625,0.0,0.0,0.0,0.0,0.0,0.0,-383046653889956.94,0.0,0.0,0.0,-763.8330728053115,0.0,0.0,0.0,-1128909074254.5327,0.0,0.0,0.0,1127904531185.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51543798756.02155,0.0,0.0,0.0,-50539256451.12051,0.0,-30232.878094440675,-5.048709793414476e-18,-0.00030232878094440667,-5.0487097934144756e-26,5.2135454548071176e+23,0.0,6.717428870268801e+23,2.611142140590798e+22,521354545480.71173,0.0,1339522035559.298,26111421405.907986,0.0,0.0,0.0,0.0,0.0,0.0,1127904531185.799,0.0,521354545480.7103,0.0,262156760824.62033,26111421405.907925,0.0,0.0,0.0,0.0,0.0,0.0,-50539256451.12051,0.0
0.72,-1,-1,1,0.0,-30222.228445193658,0.0,-0.00030222228445193655,5.2135453264729196e+23,0.0,6.714095609642759e+23,2.611142134809361e+22,521354532647.29193,0.0,1338857350283.864,26111421348.093616,0.0,0.0,1128923305499.149,0.0,0.0,0.0,0.0,0.0,521354532647.2904,0.0,262156760621.00476,26111421348.09358,0.0,0.0,-52222715836.28934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3621817.9472526386,6.0178069851359696e-58,1129983333566.5667,7875685.728012415,0.0,0.0,0.0,0.0,55518643.132596195,9.224787114266321e-57,1128251062495.565,235459.12594059188,0.0,0.0,0.0,0.0,521402021374.332,45012376.12872888,262156766977.03635,26114961365.166203,0.0,0.0,0.0,0.0,0.0,0.0,-335363774535144.75,0.0,0.0,0.0,-668.7486754142446,0.0,0.0,0.0,-1128923305499.149,0.0,0.0,0.0,1127870922945.749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52222715836.28934,0.0,0.0,0.0,-51170333951.638855,0.0,-30222.228445192715,-2.524354896707238e-18,-0.0003022222844519271,-2.5243548967072378e-26,5.2135453264729196e+23,0.0,6.714095606289121e+23,2.611142134809361e+22,521354532647.29193,0.0,1338857349615.115,26111421348.093616,0.0,0.0,0.0,0.0,0.0,0.0,1127870922945.749,0.0,521354532647.2904,0.0,262156760621.00476,26111421348.09358,0.0,0.0,0.0,0.0,0.0,0.0,-51170333951.638855,0.0
