sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,avg:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,avg:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,avg:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n
0.75,-1,-1,1,0.0,-30211.147788895134,0.0,-0.00030211147788895127,5.2135451971895306e+23,0.0,6.710627440901279e+23,2.6111421293699136e+22,521354519718.95306,0.0,1338165762990.277,26111421293.699142,0.0,0.0,1128937323181.3203,0.0,0.0,0.0,0.0,0.0,521354519718.95166,0.0,262156760402.39893,26111421293.699093,0.0,0.0,-52928320593.44224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3606023.1541326325,5.991562735209238e-58,1130011845153.0781,7875443.297854484,0.0,0.0,0.0,0.0,55534437.05331495,9.227411539427402e-57,1128222477051.8455,235371.11325760707,0.0,0.0,0.0,0.0,521402021374.33215,45012376.12872889,262156766977.03653,26114961365.166245,0.0,0.0,0.0,0.0,0.0,0.0,-288547838263927.25,0.0,0.0,0.0,-575.3930486383615,0.0,0.0,0.0,-1128937323181.3203,0.0,0.0,0.0,1127836753011.5815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52928320593.44224,0.0,0.0,0.0,-51827750999.09696,0.0,-30211.14778889399,-7.573064690121715e-18,-0.0003021114778889399,-7.573064690121713e-26,5.2135451971895306e+23,0.0,6.710627438015803e+23,2.6111421293699136e+22,521354519718.95306,0.0,1338165762414.8845,26111421293.699142,0.0,0.0,0.0,0.0,0.0,0.0,1127836753011.5815,0.0,521354519718.95166,0.0,262156760402.39893,26111421293.699093,0.0,0.0,0.0,0.0,0.0,0.0,-51827750999.09696,0.0
0.78,-1,-1,1,0.0,-30199.599330975798,0.0,-0.00030199599330975796,5.213545066899019e+23,0.0,6.70701285124483e+23,2.611142124255516e+22,521354506689.90186,0.0,1337444977911.964,26111421242.555164,0.0,0.0,1128951083107.7185,0.0,0.0,0.0,0.0,0.0,521354506689.89996,0.0,262156760167.04208,26111421242.555126,0.0,0.0,-53662865362.797066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3590223.303223614,5.965310247463709e-58,1130040692800.825,7875191.108724092,0.0,0.0,0.0,0.0,55550236.03101062,9.230036788370435e-57,1128193552162.4404,235288.96773882463,0.0,0.0,0.0,0.0,521402021374.3321,45012376.12872891,262156766977.0365,26114961365.166237,0.0,0.0,0.0,0.0,0.0,0.0,-242874779322857.44,0.0,0.0,0.0,-484.3164327716222,0.0,0.0,0.0,-1128951083107.7185,0.0,0.0,0.0,1127801999889.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53662865362.797066,0.0,0.0,0.0,-52513782629.19407,0.0,-30199.599330974706,-5.048709793414476e-18,-0.000301995993309747,-5.0487097934144756e-26,5.213545066899019e+23,0.0,6.707012848816083e+23,2.611142124255516e+22,521354506689.90186,0.0,1337444977427.648,26111421242.555164,0.0,0.0,0.0,0.0,0.0,0.0,1127801999889.7983,0.0,521354506689.89996,0.0,262156760167.04208,26111421242.555126,0.0,0.0,0.0,0.0,0.0,0.0,-52513782629.19407,0.0
0.8099999999999999,-1,-1,1,0.0,-30187.54170762603,0.0,-0.0003018754170762603,5.2135449355412215e+23,0.0,6.703238852008645e+23,2.6111421194482385e+22,521354493554.12213,0.0,1336692404980.1648,26111421194.48239,0.0,0.0,1128964534826.1892,0.0,0.0,0.0,0.0,0.0,521354493554.1207,0.0,262156759912.89862,26111421194.48235,0.0,0.0,-54428889758.92399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3574415.0630124635,5.9390439959775495e-58,1130069878169.455,7874929.468258344,0.0,0.0,0.0,0.0,55566043.39701167,9.232663413687616e-57,1128164286074.318,235212.36307186296,0.0,0.0,0.0,0.0,521402021374.3322,45012376.12872891,262156766977.03656,26114961365.166233,0.0,0.0,0.0,0.0,0.0,0.0,7958450717351438.0,0.0,0.0,0.0,15869.941179411951,0.0,0.0,0.0,-1128964534826.1892,0.0,0.0,0.0,1127766640105.4612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54428889758.92399,0.0,0.0,0.0,-53230979168.254265,0.0,-30187.541707624983,-7.573064690121715e-18,-0.0003018754170762498,-7.573064690121713e-26,5.2135449355412215e+23,0.0,6.703238931593149e+23,2.6111421194482385e+22,521354493554.12213,0.0,1336692420850.1052,26111421194.48239,0.0,0.0,0.0,0.0,0.0,0.0,1127766640105.4612,0.0,521354493554.1207,0.0,262156759912.89862,26111421194.48235,0.0,0.0,0.0,0.0,0.0,0.0,-53230979168.254265,0.0
0.84,-1,-1,1,0.0,-30174.92862272403,0.0,-0.0003017492862272403,5.21354480305038e+23,0.0,6.699291038783153e+23,2.611142114929726e+22,521354480305.03796,0.0,1335905171812.5425,26111421149.297264,0.0,0.0,1128977623163.347,0.0,0.0,0.0,0.0,0.0,521354480305.03644,0.0,262156759637.60724,26111421149.297207,0.0,0.0,-55229210988.41128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3558594.8489324404,5.912758035361403e-58,1130099403893.3833,7874658.67700655,0.0,0.0,0.0,0.0,55581862.73568544,9.235292009917924e-57,1128134676055.1855,235140.9686637782,0.0,0.0,0.0,0.0,521402021374.33215,45012376.128728904,262156766977.03674,26114961365.1663,0.0,0.0,0.0,0.0,0.0,0.0,7530702032409420.0,0.0,0.0,0.0,15016.96781679499,0.0,0.0,0.0,-1128977623163.347,0.0,0.0,0.0,1127730646408.2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55229210988.41128,0.0,0.0,0.0,-53982219216.319016,0.0,-30174.928622722942,-2.524354896707238e-18,-0.00030174928622722934,-2.5243548967072378e-26,5.21354480305038e+23,0.0,6.699291114090179e+23,2.611142114929726e+22,521354480305.03796,0.0,1335905186829.5112,26111421149.297264,0.0,0.0,0.0,0.0,0.0,0.0,1127730646408.2227,0.0,521354480305.03644,0.0,262156759637.60724,26111421149.297207,0.0,0.0,0.0,0.0,0.0,0.0,-53982219216.319016,0.0
0.87,-1,-1,1,0.0,-30161.707457980658,0.0,-0.00030161707457980653,5.213544669359576e+23,0.0,6.695152897815279e+23,2.6111421106799507e+22,521354466935.9576,0.0,1335079985402.7163,26111421106.79951,0.0,0.0,1128990283284.9778,0.0,0.0,0.0,0.0,0.0,521354466935.95624,0.0,262156759338.41013,26111421106.799454,0.0,0.0,-56067057220.67061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3542759.423321239,5.886446997526417e-58,1130129271378.1106,7874379.069613351,0.0,0.0,0.0,0.0,55597697.28451369,9.237923113870266e-57,1128104720603.3245,235074.4339391966,0.0,0.0,0.0,0.0,521402021374.3321,45012376.128728904,262156766977.03662,26114961365.16629,0.0,0.0,0.0,0.0,0.0,0.0,7100485957491624.0,0.0,0.0,0.0,14159.074233500287,0.0,0.0,0.0,-1128990283284.9778,0.0,0.0,0.0,1127693989642.7485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56067057220.67061,0.0,0.0,0.0,-54770749419.367035,0.0,-30161.70745797961,-5.048709793414476e-18,-0.00030161707457979607,-5.0487097934144756e-26,5.213544669359576e+23,0.0,6.695152968820146e+23,2.6111421106799507e+22,521354466935.9576,0.0,1335079999561.792,26111421106.79951,0.0,0.0,0.0,0.0,0.0,0.0,1127693989642.7485,0.0,521354466935.95624,0.0,262156759338.41013,26111421106.799454,0.0,0.0,0.0,0.0,0.0,0.0,-54770749419.367035,0.0
0.8999999999999999,-1,-1,1,0.0,-30147.818602972682,0.0,-0.00030147818602972677,5.213544534397274e+23,0.0,6.690805771140623e+23,2.61114210667793e+22,521354453439.7274,0.0,1334213125167.271,26111421066.779305,0.0,0.0,1129002441905.1487,0.0,0.0,0.0,0.0,0.0,521354453439.72565,0.0,262156759012.0748,26111421066.779255,0.0,0.0,-56946075749.95311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3526905.5360520706,5.860105494799924e-58,1130159482177.1821,7874090.990516836,0.0,0.0,0.0,0.0,55613550.293441385,9.240557264311981e-57,1128074418066.9143,235012.39670692,0.0,0.0,0.0,0.0,521402021374.33215,45012376.12872889,262156766977.03683,26114961365.166313,0.0,0.0,0.0,0.0,0.0,0.0,6668161164041058.0,0.0,0.0,0.0,13296.975656009163,0.0,0.0,0.0,-1129002441905.1487,0.0,0.0,0.0,1127656636748.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56946075749.95311,0.0,0.0,0.0,-55600257295.87199,0.0,-30147.818602971653,-5.048709793414476e-18,-0.00030147818602971647,-5.0487097934144756e-26,5.213544534397274e+23,0.0,6.690805837822231e+23,2.61114210667793e+22,521354453439.7274,0.0,1334213138464.2458,26111421066.779305,0.0,0.0,0.0,0.0,0.0,0.0,1127656636748.043,0.0,521354453439.72565,0.0,262156759012.0748,26111421066.779255,0.0,0.0,0.0,0.0,0.0,0.0,-55600257295.87199,0.0
0.9299999999999999,-1,-1,1,0.0,-30133.19411329881,0.0,-0.00030133194113298806,5.2135443980877146e+23,0.0,6.686228392270186e+23,2.611142102901296e+22,521354439808.7714,0.0,1333300350357.0767,26111421029.012966,0.0,0.0,1129014014947.967,0.0,0.0,0.0,0.0,0.0,521354439808.76953,0.0,262156758654.7899,26111421029.0129,0.0,0.0,-57870423245.679985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3511030.0569796404,5.8337283400733035e-58,1130190037505.5945,7873794.8049079785,0.0,0.0,0.0,0.0,55629424.892438404,9.243194979953897e-57,1128043767132.093,234954.47781591423,0.0,0.0,0.0,0.0,521402021374.33154,45012376.12872888,262156766977.03583,26114961365.166183,0.0,0.0,0.0,0.0,0.0,0.0,6234216668077190.0,0.0,0.0,0.0,12431.647230834467,0.0,0.0,0.0,-1129014014947.967,0.0,0.0,0.0,1127618550604.4868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57870423245.679985,0.0,0.0,0.0,-56474946470.55265,0.0,-30133.194113297686,-5.048709793414476e-18,-0.00030133194113297684,-5.0487097934144756e-26,5.2135443980877146e+23,0.0,6.686228454612356e+23,2.611142102901296e+22,521354439808.7714,0.0,1333300362788.7244,26111421029.012966,0.0,0.0,0.0,0.0,0.0,0.0,1127618550604.4868,0.0,521354439808.76953,0.0,262156758654.7899,26111421029.0129,0.0,0.0,0.0,0.0,0.0,0.0,-56474946470.55265,0.0
0.96,-1,-1,1,0.0,-30117.75618439179,0.0,-0.0003011775618439179,5.213544260350504e+23,0.0,6.681396408495289e+23,2.6111420993261493e+22,521354426035.05035,0.0,1332336804800.1467,26111420993.261497,0.0,0.0,1129024905490.93,0.0,0.0,0.0,0.0,0.0,521354426035.04926,0.0,262156758262.03958,26111420993.26144,0.0,0.0,-58844858952.82004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3495130.0196619066,5.8073106195736534e-58,1130220938095.4211,7873490.903515236,0.0,0.0,0.0,0.0,55645324.04777998,9.245836752173393e-57,1128012766967.9438,234900.27802641442,0.0,0.0,0.0,0.0,521402021374.33167,45012376.12872888,262156766977.03622,26114961365.16626,0.0,0.0,0.0,0.0,0.0,0.0,5799262668077391.0,0.0,0.0,0.0,11564.305754346191,0.0,0.0,0.0,-1129024905490.93,0.0,0.0,0.0,1127579689372.9636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58844858952.82004,0.0,0.0,0.0,-57399631270.54773,0.0,-30117.756184390742,-5.048709793414476e-18,-0.0003011775618439074,-5.0487097934144756e-26,5.213544260350504e+23,0.0,6.681396466487928e+23,2.6111420993261493e+22,521354426035.05035,0.0,1332336816364.4548,26111420993.261497,0.0,0.0,0.0,0.0,0.0,0.0,1127579689372.9636,0.0,521354426035.04926,0.0,262156758262.03958,26111420993.26144,0.0,0.0,0.0,0.0,0.0,0.0,-57399631270.54773,0.0
0.99,-1,-1,1,0.0,-30101.41527470947,0.0,-0.00030101415274709465,5.213544121100066e+23,0.0,6.676281793448536e+23,2.611142095926691e+22,521354412110.0066,0.0,1331316899760.4595,26111420959.266914,0.0,0.0,1129035001226.0303,0.0,0.0,0.0,0.0,0.0,521354412110.0053,0.0,262156757828.43283,26111420959.266857,0.0,0.0,-59874859294.00377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3479202.6763326875,5.780847784343591e-58,1130252184008.3071,7873179.70870681,0.0,0.0,0.0,0.0,55661250.507077046,9.24848303586621e-57,1127981417414.8425,234849.3740585654,0.0,0.0,0.0,0.0,521402021374.3324,45012376.12872891,262156766977.0367,26114961365.166286,0.0,0.0,0.0,0.0,0.0,0.0,5364049233859450.0,0.0,0.0,0.0,10696.446940259426,0.0,0.0,0.0,-1129035001226.0303,0.0,0.0,0.0,1127540005692.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59874859294.00377,0.0,0.0,0.0,-58379853063.64622,0.0,-30101.41527470841,-7.573064690121715e-18,-0.0003010141527470841,-7.573064690121713e-26,5.213544121100066e+23,0.0,6.676281847089026e+23,2.611142095926691e+22,521354412110.0066,0.0,1331316910456.9058,26111420959.266914,0.0,0.0,0.0,0.0,0.0,0.0,1127540005692.119,0.0,521354412110.0053,0.0,262156757828.43283,26111420959.266857,0.0,0.0,0.0,0.0,0.0,0.0,-58379853063.64622,0.0
1.02,-1,-1,1,0.0,-30084.067778737328,0.0,-0.00030084067778737324,5.213543980244925e+23,0.0,6.670852118756388e+23,2.6111420926749554e+22,521354398024.4925,0.0,1330234168698.2456,26111420926.74956,0.0,0.0,1129044171300.388,0.0,0.0,0.0,0.0,0.0,521354398024.49115,0.0,262156757347.49838,26111420926.74952,0.0,0.0,-60966759949.642395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3463245.567444664,5.754335765944856e-58,1130283774391.273,7872861.682323105,0.0,0.0,0.0,0.0,55677206.72973731,9.251134237876234e-57,1127949719229.8135,234801.31356245483,0.0,0.0,0.0,0.0,521402021374.33203,45012376.128728904,262156766977.03662,26114961365.16628,0.0,0.0,0.0,0.0,0.0,0.0,4929472277625653.0,0.0,0.0,0.0,9829.857326489291,0.0,0.0,0.0,-1129044171300.388,0.0,0.0,0.0,1127499445694.8123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60966759949.642395,0.0,0.0,0.0,-59422024514.20862,0.0,-30084.06777873622,-5.048709793414476e-18,-0.0003008406777873621,-5.0487097934144756e-26,5.213543980244925e+23,0.0,6.6708521680511e+23,2.6111420926749554e+22,521354398024.4925,0.0,1330234178528.101,26111420926.74956,0.0,0.0,0.0,0.0,0.0,0.0,1127499445694.8123,0.0,521354398024.49115,0.0,262156757347.49838,26111420926.74952,0.0,0.0,0.0,0.0,0.0,0.0,-59422024514.20862,0.0
1.05,-1,-1,1,0.0,-30065.593115122057,0.0,-0.0003006559311512205,5.2135438376869176e+23,0.0,6.665069642628664e+23,2.6111420895403574e+22,521354383768.6918,0.0,1329081085525.6848,26111420895.40358,0.0,0.0,1129052262349.024,0.0,0.0,0.0,0.0,0.0,521354383768.69086,0.0,262156756811.40994,26111420895.403522,0.0,0.0,-62127933634.74958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3447256.6103550983,5.727771123985701e-58,1130315707157.0842,7872537.335807153,0.0,0.0,0.0,0.0,55693194.798284955,9.253790702242623e-57,1127917674407.7563,234755.6086564285,0.0,0.0,0.0,0.0,521402021374.3321,45012376.128728904,262156766977.0369,26114961365.166317,0.0,0.0,0.0,0.0,0.0,0.0,4496577488131321.0,0.0,0.0,0.0,8966.622120273765,0.0,0.0,0.0,-1129052262349.024,0.0,0.0,0.0,1127457947791.4128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62127933634.74958,0.0,0.0,0.0,-60533610110.51538,0.0,-30065.59311512107,-2.524354896707238e-18,-0.0003006559311512107,-2.5243548967072378e-26,5.2135438376869176e+23,0.0,6.665069687594442e+23,2.6111420895403574e+22,521354383768.6918,0.0,1329081094492.3074,26111420895.40358,0.0,0.0,0.0,0.0,0.0,0.0,1127457947791.4128,0.0,521354383768.69086,0.0,262156756811.40994,26111420895.403522,0.0,0.0,0.0,0.0,0.0,0.0,-60533610110.51538,0.0
1.08,-1,-1,1,0.0,-30045.850044707404,0.0,-0.000300458500447074,5.213543693319984e+23,0.0,6.658890157407964e+23,2.6111420864890843e+22,521354369331.9984,0.0,1327848834796.812,26111420864.890846,0.0,0.0,1129059093461.49,0.0,0.0,0.0,0.0,0.0,521354369331.9973,0.0,262156756210.62625,26111420864.890785,0.0,0.0,-63367014875.30338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3431234.213521849,5.701151236050443e-58,1130347978562.8003,7872207.24343377,0.0,0.0,0.0,0.0,55709216.30416998,9.256452691206986e-57,1127885286605.0176,234711.72753584557,0.0,0.0,0.0,0.0,521402021374.33234,45012376.128728904,262156766977.0365,26114961365.16625,0.0,0.0,0.0,0.0,0.0,0.0,4066569111341148.0,0.0,0.0,0.0,8109.142707674531,0.0,0.0,0.0,-1129059093461.49,0.0,0.0,0.0,1127415441148.593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63367014875.30338,0.0,0.0,0.0,-61723354453.264694,0.0,-30045.850044706327,-2.524354896707238e-18,-0.0003004585004470632,-2.5243548967072378e-26,5.213543693319984e+23,0.0,6.658890198073655e+23,2.6111420864890843e+22,521354369331.9984,0.0,1327848842905.9546,26111420864.890846,0.0,0.0,0.0,0.0,0.0,0.0,1127415441148.593,0.0,521354369331.9973,0.0,262156756210.62625,26111420864.890785,0.0,0.0,0.0,0.0,0.0,0.0,-61723354453.264694,0.0
1.1099999999999999,-1,-1,1,0.0,-30024.671958992876,0.0,-0.0003002467195899287,5.2135435470286545e+23,0.0,6.652261514863544e+23,2.611142083483395e+22,521354354702.8654,0.0,1326527017636.4702,26111420834.833954,0.0,0.0,1129064449719.7217,0.0,0.0,0.0,0.0,0.0,521354354702.864,0.0,262156755533.41763,26111420834.833904,0.0,0.0,-64694187616.66908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3415177.425339727,5.674474545199143e-58,1130380582648.7292,7871872.059786613,0.0,0.0,0.0,0.0,55725272.198941156,9.259120360463315e-57,1127852561703.4275,234669.08343730815,0.0,0.0,0.0,0.0,521402021374.33246,45012376.12872891,262156766977.03708,26114961365.16633,0.0,0.0,0.0,0.0,0.0,0.0,3640794160128460.0,0.0,0.0,0.0,7260.105166148976,0.0,0.0,0.0,-1129064449719.7217,0.0,0.0,0.0,1127371843764.5518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64694187616.66908,0.0,0.0,0.0,-63001574401.394295,0.0,-30024.671958991774,-5.048709793414476e-18,-0.0003002467195899177,-5.0487097934144756e-26,5.2135435470286545e+23,0.0,6.652261551271481e+23,2.611142083483395e+22,521354354702.8654,0.0,1326527024896.5745,26111420834.833954,0.0,0.0,0.0,0.0,0.0,0.0,1127371843764.5518,0.0,521354354702.864,0.0,262156755533.41763,26111420834.833904,0.0,0.0,0.0,0.0,0.0,0.0,-63001574401.394295,0.0
1.14,-1,-1,1,0.0,-30001.860768377494,0.0,-0.0003000186076837749,5.2135433986858414e+23,0.0,6.645121713218685e+23,2.611142080480524e+22,521354339868.5841,0.0,1325103270274.5679,26111420804.805244,0.0,0.0,1129068073787.3325,0.0,0.0,0.0,0.0,0.0,521354339868.58276,0.0,262156754765.21548,26111420804.80519,0.0,0.0,-66121558277.98031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3399086.131009165,5.6477408872832496e-58,1130413510481.9543,7871532.543172983,0.0,0.0,0.0,0.0,55741362.597388044,9.261793726426463e-57,1127819508570.813,234627.019908347,0.0,0.0,0.0,0.0,521402021374.3322,45012376.128728904,262156766977.0369,26114961365.16628,0.0,0.0,0.0,0.0,0.0,0.0,3220761584058263.0,0.0,0.0,0.0,6422.518491001567,0.0,0.0,0.0,-1129068073787.3325,0.0,0.0,0.0,1127327060000.8433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66121558277.98031,0.0,0.0,0.0,-64380538068.97257,0.0,-30001.860768376457,-5.048709793414476e-18,-0.0003000186076837645,-5.0487097934144756e-26,5.2135433986858414e+23,0.0,6.645121745426304e+23,2.611142080480524e+22,521354339868.5841,0.0,1325103276697.0872,26111420804.805244,0.0,0.0,0.0,0.0,0.0,0.0,1127327060000.8433,0.0,521354339868.58276,0.0,262156754765.21548,26111420804.80519,0.0,0.0,0.0,0.0,0.0,0.0,-64380538068.97257,0.0
1.17,-1,-1,1,0.0,-29977.178850519773,0.0,-0.00029977178850519766,5.213543248149637e+23,0.0,6.637396376998107e+23,2.6111420774313695e+22,521354324814.9637,0.0,1323562761502.6226,26111420774.3137,0.0,0.0,1129069654790.6353,0.0,0.0,0.0,0.0,0.0,521354324814.96216,0.0,262156753887.7289,26111420774.31365,0.0,0.0,-67663647175.74357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382961.3176676542,5.620951931666302e-58,1130446749120.2935,7871189.587524485,0.0,0.0,0.0,0.0,55757486.51242432,9.264472622160073e-57,1127786140102.7053,234584.79080124482,0.0,0.0,0.0,0.0,521402021374.33215,45012376.1287289,262156766977.0369,26114961365.16631,0.0,0.0,0.0,0.0,0.0,0.0,2808132293674649.0,0.0,0.0,0.0,5599.694702822133,0.0,0.0,0.0,-1129069654790.6353,0.0,0.0,0.0,1127280977370.2664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67663647175.74357,0.0,0.0,0.0,-65874964155.679146,0.0,-29977.17885051882,-5.048709793414476e-18,-0.00029977178850518817,-5.0487097934144756e-26,5.213543248149637e+23,0.0,6.637396405079427e+23,2.6111420774313695e+22,521354324814.9637,0.0,1323562767102.3164,26111420774.3137,0.0,0.0,0.0,0.0,0.0,0.0,1127280977370.2664,0.0,521354324814.96216,0.0,262156753887.7289,26111420774.31365,0.0,0.0,0.0,0.0,0.0,0.0,-65874964155.679146,0.0
1.2,-1,-1,1,0.0,-29950.33826054691,0.0,-0.000299503382605469,5.21354309525843e+23,0.0,6.628995379837038e+23,2.611142074278524e+22,521354309525.84296,0.0,1321887519228.3457,26111420742.785248,0.0,0.0,1129068813361.671,0.0,0.0,0.0,0.0,0.0,521354309525.84186,0.0,262156752877.68738,26111420742.785206,0.0,0.0,-69338047011.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366805.439020312,5.594111787208081e-58,1130480280165.994,7870844.266728474,0.0,0.0,0.0,0.0,55773641.49047831,9.267156636778153e-57,1127752474676.6565,234541.53254552672,0.0,0.0,0.0,0.0,521402021374.33234,45012376.1287289,262156766977.03705,26114961365.166317,0.0,0.0,0.0,0.0,0.0,0.0,2404737020120288.0,0.0,0.0,0.0,4795.284461340983,0.0,0.0,0.0,-1129068813361.671,0.0,0.0,0.0,1127233462290.2324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69338047011.0115,0.0,0.0,0.0,-67502691144.288956,0.0,-29950.338260545912,-5.048709793414476e-18,-0.0002995033826054591,-5.0487097934144756e-26,5.21354309525843e+23,0.0,6.62899540388441e+23,2.611142074278524e+22,521354309525.84296,0.0,1321887524023.6301,26111420742.785248,0.0,0.0,0.0,0.0,0.0,0.0,1127233462290.2324,0.0,521354309525.84186,0.0,262156752877.68738,26111420742.785206,0.0,0.0,0.0,0.0,0.0,0.0,-67502691144.288956,0.0
