sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-47448.881338325344,0.0,-0.00047448881338325334,1.419726708787854e+23,1.4160347246177945e+24,0.0,1.0796300851428051e+24,141972670878.78537,1416034724617.7942,0.0,1403519110685.6467,0.0,0.0,0.0,852124837816.2397,0.0,0.0,0.0,0.0,141972670878.78516,1416034724617.792,0.0,599553933646.0159,0.0,0.0,0.0,-48159660776.609215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3186847.739479763,390223.16402360285,4.970883051422446e-65,852623355870.2756,0.0,0.0,0.0,0.0,124166.70794303685,5956182.873612084,7.587404883282036e-64,851332982647.9226,0.0,0.0,0.0,0.0,141981360028.5815,1416085399913.9954,62589821.1057934,599553939258.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6366860649.8350315,0.0,0.0,0.0,0.008276918844785541,0.0,0.0,0.0,-852124837816.2397,0.0,0.0,0.0,851186385295.0211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48159660776.609215,0.0,0.0,0.0,-47221208255.382904,-47448.88133832376,-1.8932661725304287e-18,-0.0004744888133832375,-1.8932661725304283e-26,1.419726708787854e+23,1.4160347246177945e+24,0.0,1.0796300851428111e+24,141972670878.78537,1416034724617.7942,0.0,1403519110685.6548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851186385295.0211,141972670878.78516,1416034724617.792,0.0,599553933646.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47221208255.382904
0.02,-1,-1,1,0.0,-47441.829367489016,0.0,-0.00047441829367489007,1.4197267026441288e+23,1.4160347110865344e+24,0.0,1.0792915156170095e+24,141972670264.41284,1416034711086.534,0.0,1403078970302.1125,0.0,0.0,0.0,852140373152.9552,0.0,0.0,0.0,0.0,141972670264.41257,1416034711086.5317,0.0,599553933547.4099,0.0,0.0,0.0,-48615336398.25372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187011.0640920587,388766.9620124768,4.952332760732992e-65,852643643208.3351,0.0,0.0,0.0,0.0,123936.22886108201,5957639.066674621,7.589259912431289e-64,851312666838.8253,0.0,0.0,0.0,0.0,141981360028.58142,1416085399913.9958,62589821.10579343,599553939258.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7817699512054587.0,0.0,0.0,0.0,10163.009365670965,0.0,0.0,0.0,-852140373152.9552,0.0,0.0,0.0,851164717719.9928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48615336398.25372,0.0,0.0,0.0,-47639670802.28287,-47441.82936748734,-2.524354896707238e-18,-0.0004744182936748733,-2.5243548967072378e-26,1.4197267026441288e+23,1.4160347110865344e+24,0.0,1.079291523434709e+24,141972670264.41284,1416034711086.534,0.0,1403078980465.1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851164717719.9928,141972670264.41257,1416034711086.5317,0.0,599553933547.4099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47639670802.28287
0.04,-1,-1,1,0.0,-47434.635341678346,0.0,-0.00047434635341678336,1.4197266966509433e+23,1.4160346975745466e+24,0.0,1.078946132678056e+24,141972669665.0943,1416034697574.5461,0.0,1402629972481.473,0.0,0.0,0.0,852156156033.2205,0.0,0.0,0.0,0.0,141972669665.09412,1416034697574.543,0.0,599553933445.7104,0.0,0.0,0.0,-49080116997.45806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187166.578993019,387321.76908110944,4.933922788118443e-65,852664273011.932,0.0,0.0,0.0,0.0,123712.42114697456,5959084.250720391,7.591100909772445e-64,851292007174.6223,0.0,0.0,0.0,0.0,141981360028.5813,1416085399913.995,62589821.10579343,599553939258.7976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696040967522108.2,0.0,0.0,0.0,2204.853257778741,0.0,0.0,0.0,-852156156033.2205,0.0,0.0,0.0,851142678789.3667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49080116997.45806,0.0,0.0,0.0,-48066637548.750885,-47434.635341676745,-1.262177448353619e-18,-0.00047434635341676737,-1.2621774483536189e-26,1.4197266966509433e+23,1.4160346975745466e+24,0.0,1.0789461343740971e+24,141972669665.0943,1416034697574.5461,0.0,1402629974686.3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851142678789.3667,141972669665.09412,1416034697574.543,0.0,599553933445.7104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48066637548.750885
0.06,-1,-1,1,0.0,-47427.29164352101,0.0,-0.00047427291643521003,1.4197266908078715e+23,1.4160346840807325e+24,0.0,1.0785935529708276e+24,141972669080.7871,1416034684080.7322,0.0,1402171618862.076,0.0,0.0,0.0,852172180158.6937,0.0,0.0,0.0,0.0,141972669080.78693,1416034684080.7292,0.0,599553933340.7222,0.0,0.0,0.0,-49554494637.34099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187314.361909688,385887.4895782005,4.915651917132298e-65,852685244112.8154,0.0,0.0,0.0,0.0,123495.21123497272,5960518.521400233,7.592927996950137e-64,851271004779.627,0.0,0.0,0.0,0.0,141981360028.58136,1416085399913.9954,62589821.10579341,599553939258.7975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7369866947310374e+16,0.0,0.0,0.0,22580.82703150349,0.0,0.0,0.0,-852172180158.6937,0.0,0.0,0.0,851120268167.4395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49554494637.34099,0.0,0.0,0.0,-48502560065.25976,-47427.29164351935,-1.8932661725304287e-18,-0.0004742729164351934,-1.8932661725304283e-26,1.4197266908078715e+23,1.4160346840807325e+24,0.0,1.078593570340694e+24,141972669080.7871,1416034684080.7322,0.0,1402171641442.9023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851120268167.4395,141972669080.78693,1416034684080.7292,0.0,599553933340.7222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48502560065.25976
0.08,-1,-1,1,0.0,-47419.78978569762,0.0,-0.00047419789785697615,1.4197266851147867e+23,1.4160346706014235e+24,0.0,1.0782333954359724e+24,141972668511.47864,1416034670601.423,0.0,1401703414066.7644,0.0,0.0,0.0,852188447732.1431,0.0,0.0,0.0,0.0,141972668511.47836,1416034670601.421,0.0,599553933232.213,0.0,0.0,0.0,-50038966897.59174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187454.443666906,384463.76287682005,4.897515556110771e-65,852706563901.6674,0.0,0.0,0.0,0.0,123284.54430491567,5961942.239338931,7.594741633130806e-64,851249652205.2954,0.0,0.0,0.0,0.0,141981360028.581,1416085399913.9949,62589821.10579341,599553939258.7974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437347588690776.8,0.0,0.0,0.0,1868.55186529801,0.0,0.0,0.0,-852188447732.1431,0.0,0.0,0.0,851097476609.7305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50038966897.59174,0.0,0.0,0.0,-48947993906.62667,-47419.789785695946,-1.262177448353619e-18,-0.0004741978978569594,-1.2621774483536189e-26,1.4197266851147867e+23,1.4160346706014235e+24,0.0,1.0782333968733198e+24,141972668511.47864,1416034670601.423,0.0,1401703415935.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851097476609.7305,141972668511.47836,1416034670601.421,0.0,599553933232.213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48947993906.62667
0.1,-1,-1,1,0.0,-47412.120699111154,0.0,-0.00047412120699111146,1.4197266795707962e+23,1.416034657135297e+24,0.0,1.0778652002137883e+24,141972667957.0796,1416034657135.2966,0.0,1401224760277.9248,0.0,0.0,0.0,852204950249.6719,0.0,0.0,0.0,0.0,141972667957.07928,1416034657135.294,0.0,599553933119.9441,0.0,0.0,0.0,-50534123091.69188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187586.92135155,383050.48877847876,4.8795124308801775e-65,852728230018.5614,0.0,0.0,0.0,0.0,123080.3313631281,5963355.5047344705,7.596541945731795e-64,851227951767.2485,0.0,0.0,0.0,0.0,141981360028.5813,1416085399913.9954,62589821.10579341,599553939258.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786769978001203.0,0.0,0.0,0.0,3622.8009714015643,0.0,0.0,0.0,-852204950249.6719,0.0,0.0,0.0,851074304702.5729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50534123091.69188,0.0,0.0,0.0,-49403473921.79113,-47412.12069910948,-1.8932661725304287e-18,-0.0004741212069910947,-1.8932661725304283e-26,1.4197266795707962e+23,1.416034657135297e+24,0.0,1.077865203000558e+24,141972667957.0796,1416034657135.2966,0.0,1401224763900.7256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851074304702.5729,141972667957.07928,1416034657135.294,0.0,599553933119.9441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49403473921.79113
0.12,-1,-1,1,0.0,-47404.274527983274,0.0,-0.0004740427452798327,1.4197266741757432e+23,1.4160346436795583e+24,0.0,1.0774885036979868e+24,141972667417.57428,1416034643679.5579,0.0,1400735054807.383,0.0,0.0,0.0,852221685598.7004,0.0,0.0,0.0,0.0,141972667417.5741,1416034643679.5566,0.0,599553933003.6422,0.0,0.0,0.0,-51040563794.96111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187711.839355408,381647.42320174177,4.861639434633886e-65,852750246612.5005,0.0,0.0,0.0,0.0,122882.51472632818,5964758.561666888,7.598329245433786e-64,851205899261.0509,0.0,0.0,0.0,0.0,141981360028.58124,1416085399913.9941,62589821.1057934,599553939258.7979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697798013394170.0,0.0,0.0,0.0,3507.137417412421,0.0,0.0,0.0,-852221685598.7004,0.0,0.0,0.0,851050746234.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51040563794.96111,0.0,0.0,0.0,-49869620923.60078,-47404.27452798141,-1.8932661725304287e-18,-0.00047404274527981403,-1.8932661725304283e-26,1.4197266741757432e+23,1.4160346436795583e+24,0.0,1.0774885063957844e+24,141972667417.57428,1416034643679.5579,0.0,1400735058314.5198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851050746234.478,141972667417.5741,1416034643679.5566,0.0,599553933003.6422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49869620923.60078
0.14,-1,-1,1,0.0,-47396.240406968296,0.0,-0.0004739624040696829,1.4197266689288821e+23,1.4160346302313846e+24,0.0,1.0771027833873085e+24,141972666892.88818,1416034630231.3843,0.0,1400233618403.5012,0.0,0.0,0.0,852238648912.8634,0.0,0.0,0.0,0.0,141972666892.88797,1416034630231.3818,0.0,599553932883.0037,0.0,0.0,0.0,-51558963392.367256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187829.269411466,380254.33091589465,4.843893573404751e-65,852772615848.1731,0.0,0.0,0.0,0.0,122691.01588811101,5966151.645365527,7.600103831633526e-64,851183492468.3757,0.0,0.0,0.0,0.0,141981360028.5812,1416085399913.9958,62589821.105793424,599553939258.7983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2610003766408995.5,0.0,0.0,0.0,3393.004896331695,0.0,0.0,0.0,-852238648912.8634,0.0,0.0,0.0,851026796811.3494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51558963392.367256,0.0,0.0,0.0,-50347107897.848145,-47396.24040696679,-1.262177448353619e-18,-0.00047396240406966783,-1.2621774483536189e-26,1.4197266689288821e+23,1.4160346302313846e+24,0.0,1.077102785997313e+24,141972666892.88818,1416034630231.3843,0.0,1400233621796.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851026796811.3494,141972666892.88797,1416034630231.3818,0.0,599553932883.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50347107897.848145
0.16,-1,-1,1,0.0,-47388.00648228898,0.0,-0.0004738800648228897,1.4197266638294958e+23,1.416034616787813e+24,0.0,1.0767074701650987e+24,141972666382.94955,1416034616787.8127,0.0,1399719711214.6284,0.0,0.0,0.0,852255834863.968,0.0,0.0,0.0,0.0,141972666382.9493,1416034616787.8098,0.0,599553932757.6938,0.0,0.0,0.0,-52090056407.03418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187939.281016637,378870.9780360786,4.82627187052565e-65,852795340055.4222,0.0,0.0,0.0,0.0,122505.75804853087,5967534.989713919,7.601866001997708e-64,851160729004.2352,0.0,0.0,0.0,0.0,141981360028.58136,1416085399913.9946,62589821.1057934,599553939258.7979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2523382676158709.0,0.0,0.0,0.0,3280.397479006322,0.0,0.0,0.0,-852255834863.968,0.0,0.0,0.0,851002451671.6306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52090056407.03418,0.0,0.0,0.0,-50836669934.29954,-47388.00648228738,-1.262177448353619e-18,-0.0004738800648228737,-1.2621774483536189e-26,1.4197266638294958e+23,1.416034616787813e+24,0.0,1.0767074726884826e+24,141972666382.94955,1416034616787.8127,0.0,1399719714495.0276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851002451671.6306,141972666382.9493,1416034616787.8098,0.0,599553932757.6938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50836669934.29954
