sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:I,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:I,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:I,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf
0.24,-1,-1,1,-58499.769680801684,0.0,-0.0005849976968080167,0.0,1.6398188647214968e+24,1.4160314810607804e+24,1.4567418473548313e+23,0.0,2089563094675.3352,1416031481060.78,145674184735.4831,0.0,1592188782507.4963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698154855.4838,1416031481060.7786,145674184735.48273,0.0,-96323842687.64667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597523567186.1472,4339400.2327509,7278770.1802228615,5.5278496010323826e-64,0.0,0.0,0.0,0.0,1934432640984.1843,30794273.326652434,753752.5924886116,3.9228325923584775e-63,0.0,0.0,0.0,0.0,593698451725.8889,1416085399913.9963,145682734079.84235,62589821.10579341,0.0,0.0,0.0,0.0,1.2090004824378488e+16,0.0,0.0,0.0,15405.86490310845,0.0,0.0,0.0,-1592188782507.4963,0.0,0.0,0.0,1928250955153.4265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96323842687.64667,0.0,0.0,0.0,-432385999927.71106,0.0,0.0,0.0,-1.8932661725304287e-18,-58499.76968079992,-1.8932661725304283e-26,-0.0005849976968079991,1.6398188768115012e+24,1.4160314810607804e+24,1.4567418473548313e+23,0.0,2089563110081.1997,1416031481060.78,145674184735.4831,0.0,0.0,0.0,0.0,0.0,1928250955153.4265,0.0,0.0,0.0,593698154855.4838,1416031481060.7786,145674184735.48273,0.0,0.0,0.0,0.0,0.0,-432385999927.71106,0.0,0.0,0.0
0.26,-1,-1,1,-58475.30569521265,0.0,-0.0005847530569521264,0.0,1.638620599807507e+24,1.4160314741306827e+24,1.4567417675093275e+23,0.0,2088036188139.6294,1416031474130.6824,145674176750.9327,0.0,1592032769037.5977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698150830.1367,1416031474130.6794,145674176750.9324,0.0,-97694731728.10591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597443616333.7358,4339129.629393013,7306878.857324125,5.527505029980517e-64,0.0,0.0,0.0,0.0,1934553649808.688,30794604.05586758,724563.2017230185,3.92287470660004e-63,0.0,0.0,0.0,0.0,593698451725.8877,1416085399913.9954,145682734079.8419,62589821.10579342,0.0,0.0,0.0,0.0,1.1221018432103146e+16,0.0,0.0,0.0,14298.546324125025,0.0,0.0,0.0,-1592032769037.5977,0.0,0.0,0.0,1928348591060.9932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97694731728.10591,0.0,0.0,0.0,-434010539452.9549,0.0,0.0,0.0,-6.310887241768095e-19,-58475.30569521086,-6.3108872417680944e-27,-0.0005847530569521085,1.6386206110285264e+24,1.4160314741306827e+24,1.4567417675093275e+23,0.0,2088036202438.1768,1416031474130.6824,145674176750.9327,0.0,0.0,0.0,0.0,0.0,1928348591060.9932,0.0,0.0,0.0,593698150830.1367,1416031474130.6794,145674176750.9324,0.0,0.0,0.0,0.0,0.0,-434010539452.9549,0.0,0.0,0.0
0.28,-1,-1,1,-58450.29354548469,0.0,-0.0005845029354548468,0.0,1.6373954851902011e+24,1.4160314670506304e+24,1.456741687967461e+23,0.0,2086475067978.0408,1416031467050.6301,145674168796.74606,0.0,1591875224017.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698146696.6267,1416031467050.629,145674168796.74585,0.0,-99098302736.1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597363948669.439,4338854.487624752,7334248.793946919,5.527154679362224e-64,0.0,0.0,0.0,0.0,1934673918455.875,30794940.331890643,696588.6218712138,3.922917527233093e-63,0.0,0.0,0.0,0.0,593698451725.8873,1416085399913.9956,145682734079.8417,62589821.10579339,0.0,0.0,0.0,0.0,1.0392547989571004e+16,0.0,0.0,0.0,13242.855784768704,0.0,0.0,0.0,-1591875224017.577,0.0,0.0,0.0,1928445013808.8713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99098302736.1643,0.0,0.0,0.0,-435668079284.6024,0.0,0.0,0.0,-1.8932661725304287e-18,-58450.29354548284,-1.8932661725304283e-26,-0.0005845029354548284,1.6373954955827493e+24,1.4160314670506304e+24,1.456741687967461e+23,0.0,2086475081220.8972,1416031467050.6301,145674168796.74606,0.0,0.0,0.0,0.0,0.0,1928445013808.8713,0.0,0.0,0.0,593698146696.6267,1416031467050.629,145674168796.74585,0.0,0.0,0.0,0.0,0.0,-435668079284.6024,0.0,0.0,0.0
0.3,-1,-1,1,-58424.711388641364,0.0,-0.0005842471138864136,0.0,1.6361424509781938e+24,1.416031459814308e+24,1.4567416087302237e+23,0.0,2084878370865.875,1416031459814.3076,145674160873.02234,0.0,1591716078106.8545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698142450.1095,1416031459814.3052,145674160873.02213,0.0,-100535849691.09035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597284566655.7537,4338574.627125876,7360898.712163957,5.526798319539042e-64,0.0,0.0,0.0,0.0,1934793447734.505,30795282.375107527,669790.4489786779,3.922961082324543e-63,0.0,0.0,0.0,0.0,593698451725.8889,1416085399913.9963,145682734079.84222,62589821.10579341,0.0,0.0,0.0,0.0,9603879747493960.0,0.0,0.0,0.0,12237.883779603639,0.0,0.0,0.0,-1591716078106.8545,0.0,0.0,0.0,1928540204843.804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100535849691.09035,0.0,0.0,0.0,-437359964190.1554,0.0,0.0,0.0,-2.524354896707238e-18,-58424.71138863926,-2.5243548967072378e-26,-0.0005842471138863925,1.636142460582074e+24,1.416031459814308e+24,1.4567416087302237e+23,0.0,2084878383103.7595,1416031459814.3076,145674160873.02234,0.0,0.0,0.0,0.0,0.0,1928540204843.804,0.0,0.0,0.0,593698142450.1095,1416031459814.3052,145674160873.02213,0.0,0.0,0.0,0.0,0.0,-437359964190.1554,0.0,0.0,0.0
0.32,-1,-1,1,-58398.535935013366,0.0,-0.0005839853593501335,0.0,1.634860356419566e+24,1.416031452414969e+24,1.456741529798931e+23,0.0,2083244643183.3682,1416031452414.9688,145674152979.89307,0.0,1591555257611.3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698138085.4076,1416031452414.9666,145674152979.8928,0.0,-102008752513.39198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597205473171.1614,4338289.85601033,7386847.979977869,5.5264357061431685e-64,0.0,0.0,0.0,0.0,1934912237823.796,30795630.42003991,644129.6627417181,3.923005401741583e-63,0.0,0.0,0.0,0.0,593698451725.8872,1416085399913.9956,145682734079.84164,62589821.10579341,0.0,0.0,0.0,0.0,8854294495762608.0,0.0,0.0,0.0,11282.713844662823,0.0,0.0,0.0,-1591555257611.3499,0.0,0.0,0.0,1928634143712.1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102008752513.39198,0.0,0.0,0.0,-439087627331.52686,0.0,0.0,0.0,-1.8932661725304287e-18,-58398.53593501154,-1.8932661725304283e-26,-0.0005839853593501153,1.6348603652738595e+24,1.416031452414969e+24,1.456741529798931e+23,0.0,2083244654466.0806,1416031452414.9688,145674152979.89307,0.0,0.0,0.0,0.0,0.0,1928634143712.1985,0.0,0.0,0.0,593698138085.4076,1416031452414.9666,145674152979.8928,0.0,0.0,0.0,0.0,0.0,-439087627331.52686,0.0,0.0,0.0
0.34,-1,-1,1,-58371.742313682946,0.0,-0.0005837174231368294,0.0,1.633547983311138e+24,1.4160314448454213e+24,1.456741451175269e+23,0.0,2081572332617.3586,1416031444845.421,145674145117.52686,0.0,1591392684033.2466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698133596.9926,1416031444845.4185,145674145117.52655,0.0,-103518485012.8781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597126671501.2493,4337999.969746313,7412116.418186874,5.5260665787024965e-64,0.0,0.0,0.0,0.0,1935030288294.482,30795984.71666472,619566.9222179748,3.923050517319689e-63,0.0,0.0,0.0,0.0,593698451725.8877,1416085399913.9958,145682734079.84192,62589821.10579338,0.0,0.0,0.0,0.0,8143028878448558.0,0.0,0.0,0.0,10376.373262525827,0.0,0.0,0.0,-1591392684033.2466,0.0,0.0,0.0,1928726807962.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103518485012.8781,0.0,0.0,0.0,-440852598565.4501,0.0,0.0,0.0,-1.8932661725304287e-18,-58371.742313681156,-1.8932661725304283e-26,-0.0005837174231368115,1.633547991454168e+24,1.4160314448454213e+24,1.456741451175269e+23,0.0,2081572342993.7334,1416031444845.421,145674145117.52686,0.0,0.0,0.0,0.0,0.0,1928726807962.191,0.0,0.0,0.0,593698133596.9926,1416031444845.4185,145674145117.52655,0.0,0.0,0.0,0.0,0.0,-440852598565.4501,0.0,0.0,0.0
0.36,-1,-1,1,-58344.30392083156,0.0,-0.0005834430392083155,0.0,1.6322040285704674e+24,1.4160314370979575e+24,1.4567413728612025e+23,0.0,2079859778696.047,1416031437097.957,145674137286.1202,0.0,1591228273562.8806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698128978.9263,1416031437097.9546,145674137286.11996,0.0,-105066623845.7597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1597048165327.926,4337704.74993874,7436724.129054817,5.525690659089707e-64,0.0,0.0,0.0,0.0,1935147598132.1929,30796345.531902634,596062.8249147513,3.923096463052196e-63,0.0,0.0,0.0,0.0,593698451725.8873,1416085399913.9954,145682734079.8419,62589821.105793394,0.0,0.0,0.0,0.0,7469342354734678.0,0.0,0.0,0.0,9517.918388260354,0.0,0.0,0.0,-1591228273562.8806,0.0,0.0,0.0,1928818173032.8892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105066623845.7597,0.0,0.0,0.0,-442656513797.84863,0.0,0.0,0.0,-2.524354896707238e-18,-58344.30392082965,-2.5243548967072378e-26,-0.0005834430392082963,1.6322040360398104e+24,1.4160314370979575e+24,1.4567413728612025e+23,0.0,2079859788213.9663,1416031437097.957,145674137286.1202,0.0,0.0,0.0,0.0,0.0,1928818173032.8892,0.0,0.0,0.0,593698128978.9263,1416031437097.9546,145674137286.11996,0.0,0.0,0.0,0.0,0.0,-442656513797.84863,0.0,0.0,0.0
0.38,-1,-1,1,-58316.192248211715,0.0,-0.0005831619224821171,0.0,1.630827095834174e+24,1.4160314291643237e+24,1.4567412948590079e+23,0.0,2078105202083.0398,1416031429164.3232,145674129485.90076,0.0,1591061936503.6072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698124224.8428,1416031429164.3196,145674129485.90042,0.0,-106654858645.4117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596969958716.7275,4337403.962952899,7460691.345626195,5.5253076497697565e-64,0.0,0.0,0.0,0.0,1935264165763.3809,30796713.151299942,573578.1316865862,3.923143275304514e-63,0.0,0.0,0.0,0.0,593698451725.888,1416085399913.9963,145682734079.84192,62589821.10579343,0.0,0.0,0.0,0.0,6832436438559089.0,0.0,0.0,0.0,8706.331739361223,0.0,0.0,0.0,-1591061936503.6072,0.0,0.0,0.0,1928908212128.4795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106654858645.4117,0.0,0.0,0.0,-444501125563.95105,0.0,0.0,0.0,-6.310887241768095e-19,-58316.192248209736,-6.3108872417680944e-27,-0.0005831619224820973,1.6308271026666113e+24,1.4160314291643237e+24,1.4567412948590079e+23,0.0,2078105210789.3723,1416031429164.3232,145674129485.90076,0.0,0.0,0.0,0.0,0.0,1928908212128.4795,0.0,0.0,0.0,593698124224.8428,1416031429164.3196,145674129485.90042,0.0,0.0,0.0,0.0,0.0,-444501125563.95105,0.0,0.0,0.0
0.4,-1,-1,1,-58287.37668838549,0.0,-0.0005828737668838548,0.0,1.629415685918366e+24,1.4160314210356425e+24,1.4567412171712237e+23,0.0,2076306692421.4053,1416031421035.642,145674121717.12234,0.0,1590893576618.1375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698119327.8903,1416031421035.6406,145674121717.12213,0.0,-108285003524.62172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596892056101.7354,4337097.358349366,7484038.300423821,5.52491723180652e-64,0.0,0.0,0.0,0.0,1935379989084.2893,30797087.880941898,552073.9599805628,3.923190993057721e-63,0.0,0.0,0.0,0.0,593698451725.8878,1416085399913.9958,145682734079.84195,62589821.10579341,0.0,0.0,0.0,0.0,6231486293511350.0,0.0,0.0,0.0,7940.562256007455,0.0,0.0,0.0,-1590893576618.1375,0.0,0.0,0.0,1928996896074.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108285003524.62172,0.0,0.0,0.0,-446388315040.7062,0.0,0.0,0.0,-2.524354896707238e-18,-58287.37668838361,-2.5243548967072378e-26,-0.000582873766883836,1.6294156921498538e+24,1.4160314210356425e+24,1.4567412171712237e+23,0.0,2076306700361.9695,1416031421035.642,145674121717.12234,0.0,0.0,0.0,0.0,0.0,1928996896074.785,0.0,0.0,0.0,593698119327.8903,1416031421035.6406,145674121717.12213,0.0,0.0,0.0,0.0,0.0,-446388315040.7062,0.0,0.0,0.0
0.42,-1,-1,1,-58257.82431269111,0.0,-0.000582578243126911,0.0,1.627968185943128e+24,1.4160314127023738e+24,1.4567411398006318e+23,0.0,2074462194475.3992,1416031412702.3735,145674113980.06314,0.0,1590723090382.9358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698114280.6826,1416031412702.371,145674113980.0628,0.0,-109959010188.2214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596814462267.8887,4336784.66710092,7506785.112222817,5.5245190625919965e-64,0.0,0.0,0.0,0.0,1935495065493.2979,30797470.04963115,531511.9480013102,3.9232396581861235e-63,0.0,0.0,0.0,0.0,593698451725.8883,1416085399913.9963,145682734079.84222,62589821.10579343,0.0,0.0,0.0,0.0,5665696087585997.0,0.0,0.0,0.0,7219.595837663946,0.0,0.0,0.0,-1590723090382.9358,0.0,0.0,0.0,1929084193154.989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109959010188.2214,0.0,0.0,0.0,-448320105740.6767,0.0,0.0,0.0,-1.262177448353619e-18,-58257.82431268913,-1.2621774483536189e-26,-0.0005825782431268913,1.627968191608822e+24,1.4160314127023738e+24,1.4567411398006318e+23,0.0,2074462201694.9924,1416031412702.3735,145674113980.06314,0.0,0.0,0.0,0.0,0.0,1929084193154.989,0.0,0.0,0.0,593698114280.6826,1416031412702.371,145674113980.0628,0.0,0.0,0.0,0.0,0.0,-448320105740.6767,0.0,0.0,0.0
0.44,-1,-1,1,-58227.49961700227,0.0,-0.0005822749961700227,0.0,1.6264828568796755e+24,1.4160314041542137e+24,1.4567410627502091e+23,0.0,2072569492262.24,1416031404154.2134,145674106275.02087,0.0,1590550366133.8542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698109075.2386,1416031404154.211,145674106275.02054,0.0,-111678982946.85371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596737182330.0422,4336465.599549004,7528951.6895832615,5.5241127732438955e-64,0.0,0.0,0.0,0.0,1935609391927.5383,30797860.01138649,511854.3923450303,3.9232893157753455e-63,0.0,0.0,0.0,0.0,593698451725.8875,1416085399913.9958,145682734079.8418,62589821.10579342,0.0,0.0,0.0,0.0,5134193724729426.0,0.0,0.0,0.0,6542.321203220432,0.0,0.0,0.0,-1590550366133.8542,0.0,0.0,0.0,1929170068921.0884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111678982946.85371,0.0,0.0,0.0,-450298679191.7673,0.0,0.0,0.0,-1.8932661725304287e-18,-58227.499617000474,-1.8932661725304283e-26,-0.0005822749961700047,1.626482862013869e+24,1.4160314041542137e+24,1.4567410627502091e+23,0.0,2072569498804.561,1416031404154.2134,145674106275.02087,0.0,0.0,0.0,0.0,0.0,1929170068921.0884,0.0,0.0,0.0,593698109075.2386,1416031404154.211,145674106275.02054,0.0,0.0,0.0,0.0,0.0,-450298679191.7673,0.0,0.0,0.0
0.46,-1,-1,1,-58196.364229268336,0.0,-0.0005819636422926832,0.0,1.6249578192252496e+24,1.4160313953800288e+24,1.4567409860231274e+23,0.0,2070626190798.136,1416031395380.0283,145674098602.3127,0.0,1590375283082.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698103702.919,1416031395380.0256,145674098602.3125,0.0,-113447195987.48312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596660221708.2205,4336139.843051573,7550557.6498628035,5.523697965610002e-64,0.0,0.0,0.0,0.0,1935722964904.453,30798258.148315817,493064.36157184636,3.923340014488426e-63,0.0,0.0,0.0,0.0,593698451725.8877,1416085399913.996,145682734079.84186,62589821.105793424,0.0,0.0,0.0,0.0,4636099900503787.0,0.0,0.0,0.0,5907.6178861779335,0.0,0.0,0.0,-1590375283082.7,0.0,0.0,0.0,1929254485976.394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113447195987.48312,0.0,0.0,0.0,-452326392973.5597,0.0,0.0,0.0,-1.8932661725304287e-18,-58196.36422926643,-1.8932661725304283e-26,-0.0005819636422926642,1.6249578238613492e+24,1.4160313953800288e+24,1.4567409860231274e+23,0.0,2070626196705.7534,1416031395380.0283,145674098602.3127,0.0,0.0,0.0,0.0,0.0,1929254485976.394,0.0,0.0,0.0,593698103702.919,1416031395380.0256,145674098602.3125,0.0,0.0,0.0,0.0,0.0,-452326392973.5597,0.0,0.0,0.0
0.48,-1,-1,1,-58164.376571388995,0.0,-0.0005816437657138898,0.0,1.6233910364414593e+24,1.4160313863677373e+24,1.4567409096226691e+23,0.0,2068629694994.353,1416031386367.7368,145674090962.26688,0.0,1590197710179.4768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698098154.3397,1416031386367.7344,145674090962.2667,0.0,-115266113339.46432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596583586098.1235,4335807.05926342,7571622.252492162,5.523274208804682e-64,0.0,0.0,0.0,0.0,1935835780569.7485,30798664.873942003,475105.7880787679,3.9233918069891773e-63,0.0,0.0,0.0,0.0,593698451725.8885,1416085399913.9966,145682734079.8419,62589821.10579341,0.0,0.0,0.0,0.0,4170509532927812.0,0.0,0.0,0.0,5314.332572626969,0.0,0.0,0.0,-1590197710179.4768,0.0,0.0,0.0,1929337403723.9368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115266113339.46432,0.0,0.0,0.0,-454405801569.59186,0.0,0.0,0.0,-1.262177448353619e-18,-58164.3765713869,-1.2621774483536189e-26,-0.0005816437657138689,1.6233910406119676e+24,1.4160313863677373e+24,1.4567409096226691e+23,0.0,2068629700308.684,1416031386367.7368,145674090962.26688,0.0,0.0,0.0,0.0,0.0,1929337403723.9368,0.0,0.0,0.0,593698098154.3397,1416031386367.7344,145674090962.2667,0.0,0.0,0.0,0.0,0.0,-454405801569.59186,0.0,0.0,0.0
0.5,-1,-1,1,-58131.49146619628,0.0,-0.0005813149146619628,0.0,1.6217802957038896e+24,1.4160313771042155e+24,1.4567408335521897e+23,0.0,2066577185127.1199,1416031377104.215,145674083355.21893,0.0,1590017504788.9658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698092419.286,1416031377104.2131,145674083355.21866,0.0,-117138412081.13457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596507281435.8406,4335466.8809716115,7592164.345397094,5.5228410351787024e-64,0.0,0.0,0.0,0.0,1935947834753.1162,30799080.637070045,457943.5404874284,3.9234447504347336e-63,0.0,0.0,0.0,0.0,593698451725.8875,1416085399913.9956,145682734079.84186,62589821.10579342,0.0,0.0,0.0,0.0,3736528444142454.5,0.0,0.0,0.0,4761.325843394763,0.0,0.0,0.0,-1590017504788.9658,0.0,0.0,0.0,1929418778073.9717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117138412081.13457,0.0,0.0,0.0,-456539680604.81366,0.0,0.0,0.0,-1.8932661725304287e-18,-58131.4914661943,-1.8932661725304283e-26,-0.0005813149146619428,1.621780299440416e+24,1.4160313771042155e+24,1.4567408335521897e+23,0.0,2066577189888.4434,1416031377104.215,145674083355.21893,0.0,0.0,0.0,0.0,0.0,1929418778073.9717,0.0,0.0,0.0,593698092419.286,1416031377104.2131,145674083355.21866,0.0,0.0,0.0,0.0,0.0,-456539680604.81366,0.0,0.0,0.0
0.52,-1,-1,1,-58097.66010319783,0.0,-0.0005809766010319782,0.0,1.620123197053269e+24,1.4160313675753465e+24,1.4567407578175849e+23,0.0,2064465603013.347,1416031367575.3462,145674075781.75845,0.0,1589834514268.0552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698086486.7,1416031367575.3447,145674075781.75824,0.0,-119066997741.40788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596431316330.7341,4335118.92193682,7612201.644612906,5.522397952854039e-64,0.0,0.0,0.0,0.0,1936059119411.5276,30799505.90975794,441544.04975653195,3.9234989049435097e-63,0.0,0.0,0.0,0.0,593698451725.8877,1416085399913.9958,145682734079.84183,62589821.1057934,0.0,0.0,0.0,0.0,2.2825612629571612e+16,0.0,0.0,0.0,29085.869659273973,0.0,0.0,0.0,-1589834514268.0552,0.0,0.0,0.0,1929498558094.3066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119066997741.40788,0.0,0.0,0.0,-458731012481.7899,0.0,0.0,0.0,-2.524354896707238e-18,-58097.66010319584,-2.5243548967072378e-26,-0.0005809766010319583,1.6201232198788819e+24,1.4160313675753465e+24,1.4567407578175849e+23,0.0,2064465632099.2168,1416031367575.3462,145674075781.75845,0.0,0.0,0.0,0.0,0.0,1929498558094.3066,0.0,0.0,0.0,593698086486.7,1416031367575.3447,145674075781.75824,0.0,0.0,0.0,0.0,0.0,-458731012481.7899,0.0,0.0,0.0
0.54,-1,-1,1,-58062.82773091531,0.0,-0.000580628277309153,0.0,1.618417078191743e+24,1.416031357765041e+24,1.456740682416839e+23,0.0,2062291556181.1804,1416031357765.0408,145674068241.68387,0.0,1589648561232.5464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593698080344.1565,1416031357765.0386,145674068241.6837,0.0,-121055085395.5227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1596355691830.738,4334762.716749775,7631753.508733896,5.521944369122826e-64,0.0,0.0,0.0,0.0,1936169637614.3289,30799941.260825492,425872.9797548013,3.923554342957588e-63,0.0,0.0,0.0,0.0,593698451725.8881,1416085399913.9966,145682734079.84204,62589821.10579341,0.0,0.0,0.0,0.0,2.0041837330206892e+16,0.0,0.0,0.0,25538.603400442866,0.0,0.0,0.0,-1589648561232.5464,0.0,0.0,0.0,1929576697972.3972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121055085395.5227,0.0,0.0,0.0,-460983196596.76904,0.0,0.0,0.0,-1.8932661725304287e-18,-58062.827730913596,-1.8932661725304283e-26,-0.0005806282773091359,1.6184170982335805e+24,1.416031357765041e+24,1.456740682416839e+23,0.0,2062291581719.7844,1416031357765.0408,145674068241.68387,0.0,0.0,0.0,0.0,0.0,1929576697972.3972,0.0,0.0,0.0,593698080344.1565,1416031357765.0386,145674068241.6837,0.0,0.0,0.0,0.0,0.0,-460983196596.76904,0.0,0.0,0.0
