sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-36167.475123556986,0.0,-0.00036167475123556977,3.859226440548788e+23,1.4160384020489943e+24,0.0,1.5181180095092377e+24,385922644054.8787,1416038402048.994,0.0,455435402852.77124,0.0,0.0,0.0,248282637647.36206,0.0,0.0,0.0,0.0,385922644054.87787,1416038402048.99,0.0,213608588127.2186,0.0,0.0,0.0,-6455822921.809615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4706976.617220672,963482.7809761367,1.2273715149973854e-64,248344273252.0904,0.0,0.0,0.0,0.0,755320.3944457526,5382926.413171107,6.857121641814439e-64,248237360095.3365,0.0,0.0,0.0,0.0,385945350892.49677,1416085399913.9543,62589821.10579326,213608588371.67038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242812722.9213715,0.0,0.0,0.0,0.00037284381687641144,0.0,0.0,0.0,-248282637647.36206,0.0,0.0,0.0,248222818499.3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455822921.809615,0.0,0.0,0.0,-6396003773.839484,-36167.47512355599,-5.048709793414476e-18,-0.0003616747512355598,-5.0487097934144756e-26,3.859226440548788e+23,1.4160384020489943e+24,0.0,1.5181180095092398e+24,385922644054.8787,1416038402048.994,0.0,455435402852.7719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248222818499.3924,385922644054.87787,1416038402048.99,0.0,213608588127.2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6396003773.839484
0.02,-1,-1,1,0.0,-36161.19968614111,0.0,-0.0003616119968614111,3.8592261753289405e+23,1.41603830252458e+24,0.0,1.5168128234478836e+24,385922617532.894,1416038302524.5798,0.0,455043847034.36505,0.0,0.0,0.0,248272674657.20898,0.0,0.0,0.0,0.0,385922617532.8934,1416038302524.577,0.0,213608588106.55124,0.0,0.0,0.0,-6837415729.395272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717201.7972993525,951137.9541697484,1.2116486533097144e-64,248338290729.54803,0.0,0.0,0.0,0.0,745110.0575536586,5395271.179703835,6.87284450418272e-64,248243342994.66675,0.0,0.0,0.0,0.0,385945350892.4966,1416085399913.9546,62589821.10579326,213608588371.67014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-982959983187417.2,0.0,0.0,0.0,-294.88799495622516,0.0,0.0,0.0,-248272674657.20898,0.0,0.0,0.0,248227522328.02005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6837415729.395272,0.0,0.0,0.0,-6792263695.094224,-36161.19968614007,-2.524354896707238e-18,-0.00036161199686140063,-2.5243548967072378e-26,3.8592261753289405e+23,1.41603830252458e+24,0.0,1.5168128224649243e+24,385922617532.894,1416038302524.5798,0.0,455043846739.47723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248227522328.02005,385922617532.8934,1416038302524.577,0.0,213608588106.55124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6792263695.094224
0.04,-1,-1,1,0.0,-36154.67915598811,0.0,-0.00036154679155988103,3.859225911880668e+23,1.4160382037375365e+24,0.0,1.5154566458261767e+24,385922591188.06665,1416038203737.5361,0.0,454636993747.85297,0.0,0.0,0.0,248262410067.88065,0.0,0.0,0.0,0.0,385922591188.0659,1416038203737.5325,0.0,213608588084.35095,0.0,0.0,0.0,-7234004404.378895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4727887.35545054,938248.1726993297,1.1952313459368974e-64,248332163033.87204,0.0,0.0,0.0,0.0,734439.857810981,5408160.897877974,6.889261812266217e-64,248249471027.69528,0.0,0.0,0.0,0.0,385945350892.4961,1416085399913.9546,62589821.10579327,213608588371.67004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7658892181577782.0,0.0,0.0,0.0,-2297.6676544733346,0.0,0.0,0.0,-248262410067.88065,0.0,0.0,0.0,248232321600.87158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7234004404.378895,0.0,0.0,0.0,-7203918235.037503,-36154.679155987105,-5.048709793414476e-18,-0.000361546791559871,-5.0487097934144756e-26,3.859225911880668e+23,1.4160382037375365e+24,0.0,1.5154566381672845e+24,385922591188.06665,1416038203737.5361,0.0,454636991450.1853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248232321600.87158,385922591188.0659,1416038203737.5325,0.0,213608588084.35095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7203918235.037503
0.06,-1,-1,1,0.0,-36147.91318542887,0.0,-0.00036147913185428866,3.859225650208526e+23,1.4160381056874178e+24,0.0,1.5140493953067803e+24,385922565020.85254,1416038105687.4175,0.0,454214818592.03406,0.0,0.0,0.0,248251851692.55228,0.0,0.0,0.0,0.0,385922565020.85175,1416038105687.4138,0.0,213608588060.52078,0.0,0.0,0.0,-7645621161.039228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4738992.489384858,924859.7477682669,1.1781785783480765e-64,248325898308.5828,0.0,0.0,0.0,0.0,723350.5949463833,5421549.256672755,6.906314580593212e-64,248255736047.05032,0.0,0.0,0.0,0.0,385945350892.49677,1416085399913.9548,62589821.10579327,213608588371.67017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3573833386565869.5,0.0,0.0,0.0,-1072.1500159697607,0.0,0.0,0.0,-248251851692.55228,0.0,0.0,0.0,248237208128.6076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7645621161.039228,0.0,0.0,0.0,-7630978669.244529,-36147.9131854279,-5.048709793414476e-18,-0.00036147913185427896,-5.0487097934144756e-26,3.859225650208526e+23,1.4160381056874178e+24,0.0,1.5140493917329474e+24,385922565020.85254,1416038105687.4175,0.0,454214817519.88416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248237208128.6076,385922565020.85175,1416038105687.4138,0.0,213608588060.52078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7630978669.244529
0.08,-1,-1,1,0.0,-36140.90156684537,0.0,-0.00036140901566845366,3.8592253903159555e+23,1.4160380083724807e+24,0.0,1.5125910387869998e+24,385922539031.59546,1416038008372.4802,0.0,453777311636.09985,0.0,0.0,0.0,248241011910.92355,0.0,0.0,0.0,0.0,385922539031.5947,1416038008372.476,0.0,213608588034.95654,0.0,0.0,0.0,-8072288309.780656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750475.335417284,911020.1286370691,1.1605507887565636e-64,248319509160.39478,0.0,0.0,0.0,0.0,711884.1170351151,5435388.807019688,6.9239423709478e-64,248262125442.20502,0.0,0.0,0.0,0.0,385945350892.49664,1416085399913.9543,62589821.10579329,213608588371.67014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7210925960627695.0,0.0,0.0,0.0,-2163.2777881883085,0.0,0.0,0.0,-248241011910.92355,0.0,0.0,0.0,248242169285.8839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8072288309.780656,0.0,0.0,0.0,-8073447848.018752,-36140.90156684433,-5.048709793414476e-18,-0.0003614090156684433,-5.0487097934144756e-26,3.8592253903159555e+23,1.4160380083724807e+24,0.0,1.5125910315760731e+24,385922539031.59546,1416038008372.4802,0.0,453777309472.8219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248242169285.8839,385922539031.5947,1416038008372.476,0.0,213608588034.95654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8073447848.018752
0.1,-1,-1,1,0.0,-36133.6441572205,0.0,-0.00036133644157220493,3.8592251322029594e+23,1.4160379117902162e+24,0.0,1.5110815365739616e+24,385922513220.29584,1416037911790.2158,0.0,453324460972.1884,0.0,0.0,0.0,248229900389.92664,0.0,0.0,0.0,0.0,385922513220.29517,1416037911790.2139,0.0,213608588007.54922,0.0,0.0,0.0,-8514027425.287836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4762293.394343817,896777.5004621549,1.1424093557472334e-64,248313005475.484,0.0,0.0,0.0,0.0,700082.9131316743,5449631.363962494,6.942083804742449e-64,248268629323.5981,0.0,0.0,0.0,0.0,385945350892.4965,1416085399913.9546,62589821.10579328,213608588371.67014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300616740410526.6,0.0,0.0,0.0,-90.18502212315798,0.0,0.0,0.0,-248229900389.92664,0.0,0.0,0.0,248247195188.62198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8514027425.287836,0.0,0.0,0.0,-8531322314.16799,-36133.64415721941,-5.048709793414476e-18,-0.00036133644157219404,-5.0487097934144756e-26,3.8592251322029594e+23,1.4160379117902162e+24,0.0,1.511081536273345e+24,385922513220.29584,1416037911790.2158,0.0,453324460882.0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248247195188.62198,385922513220.29517,1416037911790.2139,0.0,213608588007.54922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8531322314.16799
0.12,-1,-1,1,0.0,-36126.14084115088,0.0,-0.00036126140841150875,3.8592248758695496e+23,1.4160378159372296e+24,0.0,1.509520874201239e+24,385922487586.95483,1416037815937.2292,0.0,452856262260.37164,0.0,0.0,0.0,248218531398.00793,0.0,0.0,0.0,0.0,385922487586.9542,1416037815937.225,0.0,213608587978.18292,0.0,0.0,0.0,-8970857115.819683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4774403.894762856,882180.3115046602,1.1238159958954716e-64,248306401710.6229,0.0,0.0,0.0,0.0,687989.7305852419,5464228.479446377,6.960677165399076e-64,248275233231.27463,0.0,0.0,0.0,0.0,385945350892.4964,1416085399913.9539,62589821.10579324,213608588371.66995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-288014274944240.9,0.0,0.0,0.0,-86.40428248327225,0.0,0.0,0.0,-248218531398.00793,0.0,0.0,0.0,248252271386.93246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8970857115.819683,0.0,0.0,0.0,-9004597191.14852,-36126.140841149856,-5.048709793414476e-18,-0.00036126140841149845,-5.0487097934144756e-26,3.8592248758695496e+23,1.4160378159372296e+24,0.0,1.5095208739132238e+24,385922487586.95483,1416037815937.2292,0.0,452856262173.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248252271386.93246,385922487586.9542,1416037815937.225,0.0,213608587978.18292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9004597191.14852
0.14,-1,-1,1,0.0,-36118.39145757469,0.0,-0.00036118391457574684,3.8592246213139e+23,1.416037720809683e+24,0.0,1.5079090143939968e+24,385922462131.3899,1416037720809.6829,0.0,452372704318.199,0.0,0.0,0.0,248206917833.92972,0.0,0.0,0.0,0.0,385922462131.38904,1416037720809.6797,0.0,213608587946.73526,0.0,0.0,0.0,-9442801462.465948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4786764.183569395,867276.9155961142,1.1048323081519939e-64,248299711009.93372,0.0,0.0,0.0,0.0,675647.1998277252,5479131.799851099,6.979660853964332e-64,248281924018.4009,0.0,0.0,0.0,0.0,385945350892.4969,1416085399913.9543,62589821.10579329,213608588371.67004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-275539291842530.2,0.0,0.0,0.0,-82.66178755275905,0.0,0.0,0.0,-248206917833.92972,0.0,0.0,0.0,248257384741.27765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9442801462.465948,0.0,0.0,0.0,-9493268452.475796,-36118.39145757372,-7.573064690121715e-18,-0.00036118391457573714,-7.573064690121713e-26,3.8592246213139e+23,1.416037720809683e+24,0.0,1.5079090141184583e+24,385922462131.3899,1416037720809.6829,0.0,452372704235.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248257384741.27765,385922462131.38904,1416037720809.6797,0.0,213608587946.73526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9493268452.475796
0.16,-1,-1,1,0.0,-36110.395753846395,0.0,-0.0003611039575384639,3.859224368534082e+23,1.4160376264033658e+24,0.0,1.5062459046038862e+24,385922436853.40814,1416037626403.3655,0.0,451873771381.1658,0.0,0.0,0.0,248195074359.16266,0.0,0.0,0.0,0.0,385922436853.4075,1416037626403.3616,0.0,213608587913.076,0.0,0.0,0.0,-9929890891.07327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4799332.049130246,852115.1866152362,1.0855192825492387e-64,248292948346.4338,0.0,0.0,0.0,0.0,663097.5027395677,5494293.451512457,6.998973880403105e-64,248288686709.6747,0.0,0.0,0.0,0.0,385945350892.4964,1416085399913.9543,62589821.105793245,213608588371.67007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-263249636723970.4,0.0,0.0,0.0,-78.97489101719111,0.0,0.0,0.0,-248195074359.16266,0.0,0.0,0.0,248262520268.1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9929890891.07327,0.0,0.0,0.0,-9997336879.023916,-36110.39575384539,-5.048709793414476e-18,-0.00036110395753845384,-5.0487097934144756e-26,3.859224368534082e+23,1.4160376264033658e+24,0.0,1.5062459043406356e+24,385922436853.40814,1416037626403.3655,0.0,451873771302.1906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248262520268.1385,385922436853.4075,1416037626403.3616,0.0,213608587913.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9997336879.023916
