sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-42312.27891483058,0.0,-0.00042312278914830574,0.0,0.0,1.416042047232e+24,2.3407541620746046e+23,1.2385093836843614e+24,0.0,1416042047231.9995,234075416207.4604,990807506947.489,0.0,0.0,0.0,610267732634.3519,0.0,0.0,0.0,0.0,0.0,1416042047231.9922,234075416207.4596,453843853612.1467,0.0,0.0,0.0,-73304079299.01082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6514226196981383e-69,28.662832589255874,4170970.6101984857,611027803283.8983,0.0,0.0,0.0,0.0,8.084456695714587e-64,6346374.808372025,1.6921403420774452,563846200139.4539,0.0,0.0,0.0,0.0,62589821.10579334,1416085399913.9785,234087688305.60727,453843873359.3655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2627275381237.269,0.0,0.0,0.0,-2.1018203049898148,0.0,0.0,0.0,-610267732634.3519,0.0,0.0,0.0,563765888299.9546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73304079299.01082,0.0,0.0,0.0,-26802234966.7155,-2.524354896707238e-18,-42312.27891482933,-2.5243548967072378e-26,-0.0004231227891482932,0.0,1.416042047232e+24,2.3407541620746046e+23,1.2385093836817337e+24,0.0,1416042047231.9995,234075416207.4604,990807506945.3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563765888299.9546,0.0,1416042047231.9922,234075416207.4596,453843853612.1467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26802234966.7155
0.02,-1,-1,1,-42306.813082093046,0.0,-0.0004230681308209304,0.0,0.0,1.4160418982843783e+24,2.3407539905116793e+23,1.2380831345699075e+24,0.0,1416041898284.378,234075399051.16788,990466507655.9258,0.0,0.0,0.0,610394229108.5845,0.0,0.0,0.0,0.0,0.0,1416041898284.3728,234075399051.16702,453843853386.1088,0.0,0.0,0.0,-73771574838.76799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.387936500574989e-69,34.444315286841324,4170502.6524809673,611159174169.3906,0.0,0.0,0.0,0.0,8.084449330575472e-64,6346369.026929871,1.7136626780522575,563709524030.9941,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9795,234087688305.60733,453843873359.3655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0090778597500184e+16,0.0,0.0,0.0,24072.62287800014,0.0,0.0,0.0,-610394229108.5845,0.0,0.0,0.0,563628553775.7606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73771574838.76799,0.0,0.0,0.0,-27005875433.321682,-2.524354896707238e-18,-42306.8130820918,-2.5243548967072378e-26,-0.000423068130820918,0.0,1.4160418982843783e+24,2.3407539905116793e+23,1.2380831646606855e+24,0.0,1416041898284.378,234075399051.16788,990466531728.5481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563628553775.7606,0.0,1416041898284.3728,234075399051.16702,453843853386.1088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27005875433.321682
0.04,-1,-1,1,-42301.27908903391,0.0,-0.000423012790890339,0.0,0.0,1.4160417479231038e+24,2.340753817374342e+23,1.2376515909988216e+24,0.0,1416041747923.1035,234075381737.43414,990121272799.0571,0.0,0.0,0.0,610522018178.429,0.0,0.0,0.0,0.0,0.0,1416041747923.096,234075381737.43323,453843853155.9403,0.0,0.0,0.0,-74244598535.31366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31880334694726e-69,41.75140870808947,4170029.8986137444,611291895286.8759,0.0,0.0,0.0,0.0,8.084440021906601e-64,6346361.719887668,1.7357976041797814,563571412018.5448,0.0,0.0,0.0,0.0,62589821.10579334,1416085399913.9783,234087688305.6073,453843873359.36536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5744922311869456e+16,0.0,0.0,0.0,20595.93784949556,0.0,0.0,0.0,-610522018178.429,0.0,0.0,0.0,563489774233.1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74244598535.31366,0.0,0.0,0.0,-27212333994.056637,-3.7865323450608574e-18,-42301.27908903265,-3.7865323450608567e-26,-0.00042301279089032644,0.0,1.4160417479231038e+24,2.340753817374342e+23,1.2376516167437428e+24,0.0,1416041747923.1035,234075381737.43414,990121293394.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563489774233.1105,0.0,1416041747923.096,234075381737.43323,453843853155.9403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27212333994.056637
0.06,-1,-1,1,-42295.67513147958,0.0,-0.0004229567513147957,0.0,0.0,1.4160415961190782e+24,2.340753642613972e+23,1.2372145573989714e+24,0.0,1416041596119.078,234075364261.39716,989771645919.1768,0.0,0.0,0.0,610651082636.2924,0.0,0.0,0.0,0.0,0.0,1416041596119.0725,234075364261.3964,453843852921.465,0.0,0.0,0.0,-74723289638.58089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4958785802258e-69,50.99115857909135,4169552.405320624,611425950879.8225,0.0,0.0,0.0,0.0,8.084428251153754e-64,6346352.48020258,1.7585762887457392,563431879536.5822,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.9795,234087688305.60727,453843873359.3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.562881802411752e+16,0.0,0.0,0.0,60503.054419294,0.0,0.0,0.0,-610651082636.2924,0.0,0.0,0.0,563349564780.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74723289638.58089,0.0,0.0,0.0,-27421711279.72512,-2.524354896707238e-18,-42295.67513147836,-2.5243548967072378e-26,-0.0004229567513147836,0.0,1.4160415961190782e+24,2.340753642613972e+23,1.237214633027789e+24,0.0,1416041596119.078,234075364261.39716,989771706422.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563349564780.491,0.0,1416041596119.0725,234075364261.3964,453843852921.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27421711279.72512
0.08,-1,-1,1,-42289.998740489915,0.0,-0.0004228999874048991,0.0,0.0,1.4160414428284973e+24,2.3407534661935772e+23,1.2367719352429134e+24,0.0,1416041442828.4968,234075346619.35767,989417548194.3306,0.0,0.0,0.0,610781493030.1335,0.0,0.0,0.0,0.0,0.0,1416041442828.4915,234075346619.3569,453843852682.4736,0.0,0.0,0.0,-75207797518.27605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.984780226165305e-69,62.67864133100315,4169069.91645146,611561413053.0494,0.0,0.0,0.0,0.0,8.08441336213665e-64,6346340.792801769,1.782030218042556,563290850541.5043,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.9785,234087688305.60703,453843873359.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7417485667844308e+16,0.0,0.0,0.0,21933.988534275442,0.0,0.0,0.0,-610781493030.1335,0.0,0.0,0.0,563207848971.9697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75207797518.27605,0.0,0.0,0.0,-27634131526.12437,-3.7865323450608574e-18,-42289.99874048847,-3.7865323450608567e-26,-0.00042289998740488454,0.0,1.4160414428284973e+24,2.3407534661935772e+23,1.236771962660399e+24,0.0,1416041442828.4968,234075346619.35767,989417570128.3191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563207848971.9697,0.0,1416041442828.4915,234075346619.3569,453843852682.4736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27634131526.12437
0.1,-1,-1,1,-42284.24788188315,0.0,-0.00042284247881883147,0.0,0.0,1.4160412880259362e+24,2.3407532880537222e+23,1.2363234629495156e+24,0.0,1416041288025.9358,234075328805.37216,989058770359.6124,0.0,0.0,0.0,610913189244.5547,0.0,0.0,0.0,0.0,0.0,1416041288025.93,234075328805.37137,453843852438.7351,0.0,0.0,0.0,-75698271323.67787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86810900049221e-69,77.46224033404496,4168582.64107162,611698223245.2245,0.0,0.0,0.0,0.0,8.084394528848084e-64,6346326.009306419,1.8061972287268933,563148384992.6996,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9792,234087688305.6073,453843873359.3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.791726350474638e+16,0.0,0.0,0.0,38333.810803797096,0.0,0.0,0.0,-610913189244.5547,0.0,0.0,0.0,563064686328.6575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75698271323.67787,0.0,0.0,0.0,-27849730073.969513,-2.524354896707238e-18,-42284.24788188176,-2.5243548967072378e-26,-0.00042284247881881754,0.0,1.4160412880259362e+24,2.3407532880537222e+23,1.2363235108667794e+24,0.0,1416041288025.9358,234075328805.37216,989058808693.4232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563064686328.6575,0.0,1416041288025.93,234075328805.37137,453843852438.7351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27849730073.969513
0.12,-1,-1,1,-42278.419724622676,0.0,-0.0004227841972462267,0.0,0.0,1.4160411316712088e+24,2.3407531081461244e+23,1.2358689740061213e+24,0.0,1416041131671.2085,234075310814.61237,988695179204.897,0.0,0.0,0.0,611046197894.8569,0.0,0.0,0.0,0.0,0.0,1416041131671.2036,234075310814.61157,453843852189.9662,0.0,0.0,0.0,-76194870879.92665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2250114335170515e-68,96.16027226401152,4168090.4789849194,611836409737.2537,0.0,0.0,0.0,0.0,8.084370708793703e-64,6346307.311405579,1.8311163572214932,563004452431.7822,0.0,0.0,0.0,0.0,62589821.10579336,1416085399913.979,234087688305.6072,453843873359.3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.903685032705312e+16,0.0,0.0,0.0,39229.480261642486,0.0,0.0,0.0,-611046197894.8569,0.0,0.0,0.0,562920045833.1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76194870879.92665,0.0,0.0,0.0,-28068679588.719296,-2.524354896707238e-18,-42278.419724621315,-2.5243548967072378e-26,-0.00042278419724621307,0.0,1.4160411316712088e+24,2.3407531081461244e+23,1.2358690230429714e+24,0.0,1416041131671.2085,234075310814.61237,988695218434.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562920045833.1296,0.0,1416041131671.2036,234075310814.61157,453843852189.9662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28068679588.719296
0.14,-1,-1,1,-42272.511295446384,0.0,-0.0004227251129544638,0.0,0.0,1.4160409737313572e+24,2.3407529264110784e+23,1.2354082245331506e+24,0.0,1416040973731.357,234075292641.1078,988326579626.5204,0.0,0.0,0.0,611180487425.2262,0.0,0.0,0.0,0.0,0.0,1416040973731.3518,234075292641.10693,453843851935.8319,0.0,0.0,0.0,-76697759734.53835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.526189406301879e-68,119.8018024081726,4167593.5369320614,611975942677.4198,0.0,0.0,0.0,0.0,8.084340590995123e-64,6346283.670041173,1.856832278819964,562859082933.3716,0.0,0.0,0.0,0.0,62589821.10579335,1416085399913.9788,234087688305.60703,453843873359.36505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018665748009925e+16,0.0,0.0,0.0,40149.32598407939,0.0,0.0,0.0,-611180487425.2262,0.0,0.0,0.0,562773956883.4619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76697759734.53835,0.0,0.0,0.0,-28291189043.44811,-3.7865323450608574e-18,-42272.51129544515,-3.7865323450608567e-26,-0.00042272511295445145,0.0,1.4160409737313572e+24,2.3407529264110784e+23,1.235408274719808e+24,0.0,1416040973731.357,234075292641.1078,988326619775.8464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562773956883.4619,0.0,1416040973731.3518,234075292641.10693,453843851935.8319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28291189043.44811
0.16,-1,-1,1,-42266.51910497577,0.0,-0.00042266519104975763,0.0,0.0,1.4160408141742533e+24,2.3407527427837302e+23,1.2349409423456643e+24,0.0,1416040814174.253,234075274278.37296,987952753876.5312,0.0,0.0,0.0,611316009527.9175,0.0,0.0,0.0,0.0,0.0,1416040814174.2485,234075274278.37216,453843851675.923,0.0,0.0,0.0,-77207107327.3103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9068150300877873e-68,149.67967557146616,4167091.9810277675,612116775523.2714,0.0,0.0,0.0,0.0,8.084302528431101e-64,6346253.792377482,1.8833950836295335,562712323986.4562,0.0,0.0,0.0,0.0,62589821.105793364,1416085399913.98,234087688305.6078,453843873359.36584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1360077504706584e+16,0.0,0.0,0.0,41088.062003765255,0.0,0.0,0.0,-611316009527.9175,0.0,0.0,0.0,562626466112.7473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77207107327.3103,0.0,0.0,0.0,-28517522824.077923,-3.7865323450608574e-18,-42266.519104974504,-3.7865323450608567e-26,-0.000422665191049745,0.0,1.4160408141742533e+24,2.3407527427837302e+23,1.234940993705742e+24,0.0,1416040814174.253,234075274278.37296,987952794964.5934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562626466112.7473,0.0,1416040814174.2485,234075274278.37216,453843851675.923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28517522824.077923
