sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:p,avg:g_CB:n,avg:g_CB:fsf,avg:g_CB:I,tot:g_CB:p,tot:g_CB:n,tot:g_CB:fsf,tot:g_CB:I,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:fsf,tot:gother_forward_ci:I,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:fsf,tot:gother_forward_iv:I,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:fsf,tot:gother_forward_cv:I,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:p,avg:g_IB:n,avg:g_IB:fsf,avg:g_IB:I,tot:g_IB:p,tot:g_IB:n,tot:g_IB:fsf,tot:g_IB:I,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:p,avg:g_VB:n,avg:g_VB:fsf,avg:g_VB:I,tot:g_VB:p,tot:g_VB:n,tot:g_VB:fsf,tot:g_VB:I,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-42668.781150006675,0.0,-0.00042668781150006666,0.0,1.4160431080328244e+24,2.3407520002239225e+23,0.0,1.266322229664748e+24,1416043108032.824,234075200022.3922,0.0,1013057783731.7983,0.0,0.0,0.0,600930224794.4913,0.0,0.0,0.0,0.0,1416043108032.8157,234075200022.3914,0.0,453843865704.8381,0.0,0.0,0.0,-41716306767.53142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.5554983713711,4205195.35536049,9.446765728362929e-68,601360937919.0715,0.0,0.0,0.0,0.0,6345661.92070339,204.00237008098765,8.083548533328633e-64,573820028441.3403,0.0,0.0,0.0,0.0,1416085399913.9795,234087688305.60748,62589821.105793364,453843873359.3658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1418449319899.0825,0.0,0.0,0.0,-1.1347594559192657,0.0,0.0,0.0,-600930224794.4913,0.0,0.0,0.0,573779280934.3217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41716306767.53142,0.0,0.0,0.0,-14565362908.49662,-3.7865323450608574e-18,-42668.78115000527,-3.7865323450608567e-26,-0.0004266878115000526,1.4160431080328244e+24,2.3407520002239225e+23,0.0,1.2663222296633305e+24,1416043108032.824,234075200022.3922,0.0,1013057783730.6643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573779280934.3217,1416043108032.8157,234075200022.3914,0.0,453843865704.8381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14565362908.49662
0.02,-1,-1,1,-42664.81067155592,0.0,-0.00042664810671555914,0.0,1.4160429657656693e+24,2.3407518241563332e+23,0.0,1.2660126431390432e+24,1416042965765.669,234075182415.63327,0.0,1012810114511.2344,0.0,0.0,0.0,601030705184.6229,0.0,0.0,0.0,0.0,1416042965765.6624,234075182415.63232,0.0,453843865589.59424,0.0,0.0,0.0,-42064456262.98346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.9673107954436,4204821.741782281,9.681336702586295e-68,601465048340.9911,0.0,0.0,0.0,0.0,6345643.509020038,206.90751483486454,8.083525076230204e-64,573713481776.9016,0.0,0.0,0.0,0.0,1416085399913.9785,234087688305.60736,62589821.10579337,453843873359.3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28241239469871e+16,0.0,0.0,0.0,18259.299157589674,0.0,0.0,0.0,-601030705184.6229,0.0,0.0,0.0,573672279497.2522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42064456262.98346,0.0,0.0,0.0,-14706012316.313116,-2.524354896707238e-18,-42664.81067155453,-2.5243548967072378e-26,-0.00042664810671554527,1.4160429657656693e+24,2.3407518241563332e+23,0.0,1.2660126659631676e+24,1416042965765.669,234075182415.63327,0.0,1012810132770.5338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573672279497.2522,1416042965765.6624,234075182415.63232,0.0,453843865589.59424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14706012316.313116
0.04,-1,-1,1,-42660.76995607782,0.0,-0.0004266076995607781,0.0,1.4160428221296645e+24,2.340751646651769e+23,0.0,1.2656975953999316e+24,1416042822129.664,234075164665.17685,0.0,1012558076319.945,0.0,0.0,0.0,601132800465.7936,0.0,0.0,0.0,0.0,1416042822129.656,234075164665.1761,0.0,453843865471.52,0.0,0.0,0.0,-42418589617.36956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.5216583400921,4204442.084335536,9.930459727776863e-68,601570836044.7277,0.0,0.0,0.0,0.0,6345623.954809557,209.8991336878423,8.083500163926605e-64,573605199317.0211,0.0,0.0,0.0,0.0,1416085399913.98,234087688305.60767,62589821.10579333,453843873359.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8679924544822428e+16,0.0,0.0,0.0,14943.93963585794,0.0,0.0,0.0,-601132800465.7936,0.0,0.0,0.0,573563533708.2316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42418589617.36956,0.0,0.0,0.0,-14849307915.868107,-1.262177448353619e-18,-42660.769956076525,-1.2621774483536189e-26,-0.0004266076995607652,1.4160428221296645e+24,2.340751646651769e+23,0.0,1.2656976140798557e+24,1416042822129.664,234075164665.17685,0.0,1012558091263.8845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573563533708.2316,1416042822129.656,234075164665.1761,0.0,453843865471.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14849307915.868107
0.06,-1,-1,1,-42656.65692453076,0.0,-0.00042656656924530754,0.0,1.4160426770933335e+24,2.3407514676714317e+23,0.0,1.265376881212979e+24,1416042677093.333,234075146767.14313,0.0,1012301504970.383,0.0,0.0,0.0,601236529621.23,0.0,0.0,0.0,0.0,1416042677093.3254,234075146767.14246,0.0,453843865350.5014,0.0,0.0,0.0,-42778890001.34867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.3661429086285,4204056.30478879,1.0196014720838921e-67,601678321923.2981,0.0,0.0,0.0,0.0,6345603.110471089,212.9814197308115,8.083473608426143e-64,573495158742.715,0.0,0.0,0.0,0.0,1416085399913.9802,234087688305.6074,62589821.10579337,453843873359.3657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.728846569602845e+16,0.0,0.0,0.0,45830.77255682275,0.0,0.0,0.0,-601236529621.23,0.0,0.0,0.0,573453020970.8451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42778890001.34867,0.0,0.0,0.0,-14995335520.191128,-2.524354896707238e-18,-42656.6569245293,-2.5243548967072378e-26,-0.00042656656924529296,1.4160426770933335e+24,2.3407514676714317e+23,0.0,1.2653769385014455e+24,1416042677093.333,234075146767.14313,0.0,1012301550801.1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573453020970.8451,1416042677093.3254,234075146767.14246,0.0,453843865350.5014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14995335520.191128
0.08,-1,-1,1,-42652.46902600606,0.0,-0.00042652469026006055,0.0,1.416042530613473e+24,2.3407512871877694e+23,0.0,1.265050373741876e+24,1416042530613.4727,234075128718.7769,0.0,1012040298993.5006,0.0,0.0,0.0,601341987124.8124,0.0,0.0,0.0,0.0,1416042530613.466,234075128718.77612,0.0,453843865226.41486,0.0,0.0,0.0,-43145553357.72753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,822.6797995962165,4203664.055655166,1.0480282044713701e-67,601787602493.7224,0.0,0.0,0.0,0.0,6345580.796970827,216.15857759158726,8.083445181692543e-64,573383260261.5217,0.0,0.0,0.0,0.0,1416085399913.9795,234087688305.60748,62589821.10579334,453843873359.3656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.167157505512238e+16,0.0,0.0,0.0,17337.2600440979,0.0,0.0,0.0,-601341987124.8124,0.0,0.0,0.0,573340641185.5807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43145553357.72753,0.0,0.0,0.0,-15144190081.235065,-3.7865323450608574e-18,-42652.46902600464,-3.7865323450608567e-26,-0.00042652469026004634,1.416042530613473e+24,2.3407512871877694e+23,0.0,1.2650503954134515e+24,1416042530613.4727,234075128718.7769,0.0,1012040316330.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573340641185.5807,1416042530613.466,234075128718.77612,0.0,453843865226.41486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15144190081.235065
0.1,-1,-1,1,-42648.204055970295,0.0,-0.0004264820405597029,0.0,1.4160423826585023e+24,2.3407511051553006e+23,0.0,1.2647178253221943e+24,1416042382658.502,234075110515.53,0.0,1011774260257.7552,0.0,0.0,0.0,601449174495.703,0.0,0.0,0.0,0.0,1416042382658.496,234075110515.52933,0.0,453843865099.1326,0.0,0.0,0.0,-43518779337.0811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.6768945013289,4203265.319634556,1.078599089904318e-67,601898681356.5443,0.0,0.0,0.0,0.0,6345556.800044098,219.43547344833294,8.083414610805772e-64,573269499160.3212,0.0,0.0,0.0,0.0,1416085399913.9785,234087688305.60736,62589821.10579336,453843873359.36536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.469473127058708e+16,0.0,0.0,0.0,27755.785016469657,0.0,0.0,0.0,-601449174495.703,0.0,0.0,0.0,573226389332.6161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43518779337.0811,0.0,0.0,0.0,-15295966418.209608,-2.524354896707238e-18,-42648.20405596887,-2.5243548967072378e-26,-0.00042648204055968864,1.4160423826585023e+24,2.3407511051553006e+23,0.0,1.264717860016926e+24,1416042382658.502,234075110515.53,0.0,1011774288013.5406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573226389332.6161,1416042382658.496,234075110515.52933,0.0,453843865099.1326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15295966418.209608
0.12,-1,-1,1,-42643.85932512315,0.0,-0.0004264385932512314,0.0,1.416042233185104e+24,2.3407509215393505e+23,0.0,1.2643790637070114e+24,1416042233185.1035,234075092153.935,0.0,1011503250965.6088,0.0,0.0,0.0,601558167501.6614,0.0,0.0,0.0,0.0,1416042233185.0962,234075092153.93417,0.0,453843864968.5156,0.0,0.0,0.0,-43898781504.56903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.6194859519929,4202859.814506416,1.111647935454746e-67,602011636506.141,0.0,0.0,0.0,0.0,6345530.857634492,222.8170454797332,8.083381561958786e-64,573153794494.0619,0.0,0.0,0.0,0.0,1416085399913.9797,234087688305.60748,62589821.10579335,453843873359.36554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5439379588658932e+16,0.0,0.0,0.0,28351.503670927137,0.0,0.0,0.0,-601558167501.6614,0.0,0.0,0.0,573110184126.3907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43898781504.56903,0.0,0.0,0.0,-15450769777.795088,-2.524354896707238e-18,-42643.85932512178,-2.5243548967072378e-26,-0.00042643859325121775,1.416042233185104e+24,2.3407509215393505e+23,0.0,1.264379099146391e+24,1416042233185.1035,234075092153.935,0.0,1011503279317.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573110184126.3907,1416042233185.0962,234075092153.93417,0.0,453843864968.5156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15450769777.795088
0.14,-1,-1,1,-42639.43214379505,0.0,-0.00042639432143795045,0.0,1.4160420821522823e+24,2.340750736298372e+23,0.0,1.2640338715339394e+24,1416042082152.282,234075073629.83716,0.0,1011227097227.1514,0.0,0.0,0.0,601669014522.7484,0.0,0.0,0.0,0.0,1416042082152.2761,234075073629.8364,0.0,453843864834.4113,0.0,0.0,0.0,-44285782130.008835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.8266822697317,4202447.354787316,1.1475812302162236e-67,602126518639.7319,0.0,0.0,0.0,0.0,6345502.650635901,226.30872043148918,8.083345628662474e-64,573036093207.8862,0.0,0.0,0.0,0.0,1416085399913.9783,234087688305.60718,62589821.10579334,453843873359.3652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.621511690680404e+16,0.0,0.0,0.0,28972.093525443226,0.0,0.0,0.0,-601669014522.7484,0.0,0.0,0.0,572991972154.0261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44285782130.008835,0.0,0.0,0.0,-15608710789.192614,-3.7865323450608574e-18,-42639.432143793725,-3.7865323450608567e-26,-0.0004263943214379372,1.4160420821522823e+24,2.340750736298372e+23,0.0,1.2640339077490567e+24,1416042082152.282,234075073629.83716,0.0,1011227126199.2451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572991972154.0261,1416042082152.2761,234075073629.8364,0.0,453843864834.4113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15608710789.192614
0.16,-1,-1,1,-42634.919641041466,0.0,-0.0004263491964104146,0.0,1.416041929516617e+24,2.340750549389615e+23,0.0,1.263682024873833e+24,1416041929516.6167,234075054938.96146,0.0,1010945619899.0662,0.0,0.0,0.0,601781770055.4796,0.0,0.0,0.0,0.0,1416041929516.611,234075054938.9606,0.0,453843864696.6571,0.0,0.0,0.0,-44680014853.07089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.6896961306231,4202027.732428434,1.1868973247720047e-67,602243384689.4314,0.0,0.0,0.0,0.0,6345471.787838349,229.91633025479095,8.083306312566215e-64,572916335797.0778,0.0,0.0,0.0,0.0,1416085399913.9788,234087688305.60748,62589821.10579336,453843873359.36536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.702364000126254e+16,0.0,0.0,0.0,29618.91200101003,0.0,0.0,0.0,-601781770055.4796,0.0,0.0,0.0,572871693524.7932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44680014853.07089,0.0,0.0,0.0,-15769908703.472301,-3.7865323450608574e-18,-42634.919641039996,-3.7865323450608567e-26,-0.0004263491964103999,1.416041929516617e+24,2.340750549389615e+23,0.0,1.2636820618974727e+24,1416041929516.6167,234075054938.96146,0.0,1010945649517.9779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572871693524.7932,1416041929516.611,234075054938.9606,0.0,453843864696.6571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15769908703.472301
