sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-44081.955838881884,0.0,-0.00044081955838881875,0.0,0.0,1.4160365053183023e+24,1.7340764051111603e+23,1.0563048913586144e+24,0.0,1416036505318.302,173407640511.116,1161935380494.4758,0.0,0.0,0.0,799153353763.1536,0.0,0.0,0.0,0.0,0.0,1416036505318.298,173407640511.11557,549824270825.9739,0.0,0.0,0.0,-187042244094.65244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1817422403809186e-66,24975.687250318613,3494257.415158917,801099868958.8666,0.0,0.0,0.0,0.0,8.052675786161217e-64,6321427.958168639,0.9430544950611147,704867241285.6174,0.0,0.0,0.0,0.0,62589821.105793394,1416085399913.9897,173416424741.29596,549824399100.9089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1515866455368.0203,0.0,0.0,0.0,-1.6674531009048223,0.0,0.0,0.0,-799153353763.1536,0.0,0.0,0.0,704574605596.1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187042244094.65244,0.0,0.0,0.0,-92463495929.29085,-1.262177448353619e-18,-44081.95583888039,-1.2621774483536189e-26,-0.00044081955838880385,0.0,1.4160365053183023e+24,1.7340764051111603e+23,1.0563048913570978e+24,0.0,1416036505318.302,173407640511.116,1161935380492.8076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704574605596.1249,0.0,1416036505318.298,173407640511.11557,549824270825.9739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92463495929.29085
0.02,-1,-1,1,-44064.50154849168,0.0,-0.0004406450154849167,0.0,0.0,1.4160364585841377e+24,1.7340762149789808e+23,1.0553145697096422e+24,0.0,1416036458584.1372,173407621497.89804,1160846026680.6064,0.0,0.0,0.0,798709053720.476,0.0,0.0,0.0,0.0,0.0,1416036458584.135,173407621497.8975,549824267953.304,0.0,0.0,0.0,-187687294993.17407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.312284701248092e-66,26000.41271173411,3495815.2584819333,800662291396.4668,0.0,0.0,0.0,0.0,8.051370361496026e-64,6320403.239833705,0.9588802463798392,705347506467.6257,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.9883,173416424741.29578,549824399100.9086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3220947947278618e+16,0.0,0.0,0.0,14543.04274200648,0.0,0.0,0.0,-798709053720.476,0.0,0.0,0.0,705049811203.2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187687294993.17407,0.0,0.0,0.0,-94028037932.87567,-2.524354896707238e-18,-44064.501548490145,-2.5243548967072378e-26,-0.00044064501548490137,0.0,1.4160364585841377e+24,1.7340762149789808e+23,1.0553145829305901e+24,0.0,1416036458584.1372,173407621497.89804,1160846041223.6492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705049811203.2202,0.0,1416036458584.135,173407621497.8975,549824267953.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-94028037932.87567
0.04,-1,-1,1,-44046.8139653576,0.0,-0.00044046813965357593,0.0,0.0,1.416036413227941e+24,1.7340760223678854e+23,1.054311000441445e+24,0.0,1416036413227.9407,173407602236.7885,1159742100485.5896,0.0,0.0,0.0,798253368902.2845,0.0,0.0,0.0,0.0,0.0,1416036413227.9377,173407602236.78802,549824265024.5225,0.0,0.0,0.0,-188335533441.2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4426113619389687e-66,27023.444631194874,3497413.520913156,800213362248.1533,0.0,0.0,0.0,0.0,8.050067094832709e-64,6319380.215026612,0.9753040199364159,705839785984.7252,0.0,0.0,0.0,0.0,62589821.10579339,1416085399913.991,173416424741.29666,549824399100.9103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.287932582126761e+16,0.0,0.0,0.0,47167.25840339437,0.0,0.0,0.0,-798253368902.2845,0.0,0.0,0.0,705536945517.5599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188335533441.2182,0.0,0.0,0.0,-95619062889.23468,-2.524354896707238e-18,-44046.81396535607,-2.5243548967072378e-26,-0.00044046813965356065,0.0,1.416036413227941e+24,1.7340760223678854e+23,1.054311043320771e+24,0.0,1416036413227.9407,173407602236.7885,1159742147652.8481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,705536945517.5599,0.0,1416036413227.9377,173407602236.78802,549824265024.5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95619062889.23468
0.06,-1,-1,1,-44028.89249670562,0.0,-0.0004402889249670561,0.0,0.0,1.4160363691445417e+24,1.734075827264355e+23,1.053294187790154e+24,0.0,1416036369144.5413,173407582726.4355,1158623606569.1694,0.0,0.0,0.0,797786611811.1638,0.0,0.0,0.0,0.0,0.0,1416036369144.538,173407582726.43497,549824262039.8015,0.0,0.0,0.0,-188987267281.79752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5727227977800894e-66,28044.78751063117,3499051.0789223504,799753397227.6512,0.0,0.0,0.0,0.0,8.048765980417979e-64,6318358.879245494,0.9923554645688858,706343700593.3453,0.0,0.0,0.0,0.0,62589821.1057934,1416085399913.9907,173416424741.2962,549824399100.9097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.269613762025298e+16,0.0,0.0,0.0,24965.75138227828,0.0,0.0,0.0,-797786611811.1638,0.0,0.0,0.0,706035630298.4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188987267281.79752,0.0,0.0,0.0,-97236260803.32443,-2.524354896707238e-18,-44028.8924967042,-2.5243548967072378e-26,-0.00044028892496704187,0.0,1.4160363691445417e+24,1.734075827264355e+23,1.0532942104862915e+24,0.0,1416036369144.5413,173407582726.4355,1158623631534.9207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706035630298.4427,0.0,1416036369144.538,173407582726.43497,549824262039.8015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-97236260803.32443
0.08,-1,-1,1,-44010.73704006846,0.0,-0.00044010737040068454,0.0,0.0,1.4160363262413374e+24,1.734075629648051e+23,1.0522640901270274e+24,0.0,1416036326241.337,173407562964.80508,1157490499139.7302,0.0,0.0,0.0,797309034548.8619,0.0,0.0,0.0,0.0,0.0,1416036326241.3342,173407562964.8046,549824258999.3549,0.0,0.0,0.0,-189642794408.4874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.702615594013497e-66,29064.414531556456,3500727.024320659,799282651544.4724,0.0,0.0,0.0,0.0,8.047467052399406e-64,6317339.259308636,1.0100669081459415,706858937798.1572,0.0,0.0,0.0,0.0,62589821.1057934,1416085399913.9907,173416424741.2959,549824399100.9093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56629035709121e+16,0.0,0.0,0.0,17229.19392800331,0.0,0.0,0.0,-797309034548.8619,0.0,0.0,0.0,706545554134.5122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189642794408.4874,0.0,0.0,0.0,-98879296764.94363,-3.7865323450608574e-18,-44010.73704006692,-3.7865323450608567e-26,-0.00044010737040066914,0.0,1.4160363262413374e+24,1.734075629648051e+23,1.0522641057899299e+24,0.0,1416036326241.337,173407562964.80508,1157490516368.9229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706545554134.5122,0.0,1416036326241.3342,173407562964.8046,549824258999.3549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-98879296764.94363
0.1,-1,-1,1,-43992.346250904884,0.0,-0.0004399234625090488,0.0,0.0,1.41603628443152e+24,1.7340754294939882e+23,1.0512206411560618e+24,0.0,1416036284431.5198,173407542949.39877,1156342705271.668,0.0,0.0,0.0,796820856624.7693,0.0,0.0,0.0,0.0,0.0,1416036284431.517,173407542949.39816,549824255903.1233,0.0,0.0,0.0,-190302407256.22586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8322982348995996e-66,30082.392280629265,3502440.5651001856,798801347759.0901,0.0,0.0,0.0,0.0,8.046170225934427e-64,6316321.288629864,1.02847325574187,707385221162.7812,0.0,0.0,0.0,0.0,62589821.10579338,1416085399913.9885,173416424741.29565,549824399100.9082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4120945015144957.5,0.0,0.0,0.0,4533.0395166594535,0.0,0.0,0.0,-796820856624.7693,0.0,0.0,0.0,707066441184.0841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190302407256.22586,0.0,0.0,0.0,-100547987282.50061,-2.524354896707238e-18,-43992.346250903465,-2.5243548967072378e-26,-0.0004399234625090346,0.0,1.41603628443152e+24,1.7340754294939882e+23,1.0512206452770061e+24,0.0,1416036284431.5198,173407542949.39877,1156342709804.7068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707066441184.0841,0.0,1416036284431.517,173407542949.39816,549824255903.1233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100547987282.50061
0.12,-1,-1,1,-43973.71852296787,0.0,-0.00043973718522967865,0.0,0.0,1.4160362436363318e+24,1.7340752267717194e+23,1.0501637412078189e+24,0.0,1416036243636.3315,173407522677.1719,1155180115328.6008,0.0,0.0,0.0,796322255702.9377,0.0,0.0,0.0,0.0,0.0,1416036243636.3286,173407522677.17133,549824252750.9613,0.0,0.0,0.0,-190966393125.2988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9617810781529757e-66,31098.80205144776,3504191.058409891,798309666533.1875,0.0,0.0,0.0,0.0,8.044875397445822e-64,6315304.885916159,1.047612489009883,707922320293.0458,0.0,0.0,0.0,0.0,62589821.105793394,1416085399913.9905,173416424741.2961,549824399100.9092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3447697922013361.0,0.0,0.0,0.0,3792.4677142146975,0.0,0.0,0.0,-796322255702.9377,0.0,0.0,0.0,707598061498.3083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190966393125.2988,0.0,0.0,0.0,-102242195128.20197,-2.524354896707238e-18,-43973.71852296631,-2.5243548967072378e-26,-0.00043973718522966304,0.0,1.4160362436363318e+24,1.7340752267717194e+23,1.0501637446555167e+24,0.0,1416036243636.3315,173407522677.1719,1155180119121.0684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707598061498.3083,0.0,1416036243636.3286,173407522677.17133,549824252750.9613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-102242195128.20197
0.14,-1,-1,1,-43954.85151513865,0.0,-0.0004395485151513865,0.0,0.0,1.4160362037827942e+24,1.7340750214459582e+23,1.0490932635888183e+24,0.0,1416036203782.7937,173407502144.5958,1154002589947.7002,0.0,0.0,0.0,795813376740.781,0.0,0.0,0.0,0.0,0.0,1416036203782.7908,173407502144.59515,549824249542.5441,0.0,0.0,0.0,-191635036335.62494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09108032678023e-66,32113.771022526435,3505977.9780061855,797807755790.5939,0.0,0.0,0.0,0.0,8.043582404903584e-64,6314289.923989897,1.067525895020956,708470040665.4817,0.0,0.0,0.0,0.0,62589821.10579339,1416085399913.9895,173416424741.29602,549824399100.9089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2898936777163974.5,0.0,0.0,0.0,3188.8304548803717,0.0,0.0,0.0,-795813376740.781,0.0,0.0,0.0,708140220694.9728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191635036335.62494,0.0,0.0,0.0,-103961877100.98547,-2.524354896707238e-18,-43954.85151513729,-2.5243548967072378e-26,-0.0004395485151513729,0.0,1.4160362037827942e+24,1.7340750214459582e+23,1.0490932664877548e+24,0.0,1416036203782.7937,173407502144.5958,1154002593136.5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708140220694.9728,0.0,1416036203782.7908,173407502144.59515,549824249542.5441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-103961877100.98547
0.16,-1,-1,1,-43935.74247769275,0.0,-0.0004393574247769274,0.0,0.0,1.416036164803967e+24,1.7340748134764212e+23,1.048009052356007e+24,0.0,1416036164803.9666,173407481347.64206,1152809957591.6077,0.0,0.0,0.0,795294330754.8894,0.0,0.0,0.0,0.0,0.0,1416036164803.9631,173407481347.64145,549824246277.4391,0.0,0.0,0.0,-192308619440.72147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2202145469873983e-66,33127.44492368897,3507800.918687315,797295729495.5112,0.0,0.0,0.0,0.0,8.042291062645619e-64,6313276.257122281,1.0882584506619901,709028224816.3811,0.0,0.0,0.0,0.0,62589821.1057934,1416085399913.9902,173416424741.29614,549824399100.9092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2449520227072591.0,0.0,0.0,0.0,2694.4722497798502,0.0,0.0,0.0,-795294330754.8894,0.0,0.0,0.0,708692761266.2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192308619440.72147,0.0,0.0,0.0,-105707047257.57812,-1.262177448353619e-18,-43935.74247769131,-1.2621774483536189e-26,-0.00043935742477691305,0.0,1.416036164803967e+24,1.7340748134764212e+23,1.0480090548055271e+24,0.0,1416036164803.9666,173407481347.64206,1152809960286.0798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,708692761266.2183,0.0,1416036164803.9631,173407481347.64145,549824246277.4391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-105707047257.57812
