sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,0.0,-44310.83376755811,0.0,-0.000443108337675581,0.0,1.4160297723355682e+24,1.1623867877381246e+23,8.222643421415805e+23,0.0,1416029772335.5679,116238678773.81244,1233396513212.3706,0.0,0.0,0.0,990005109039.8575,0.0,0.0,0.0,0.0,0.0,1416029772335.5654,116238678773.81224,640266248908.6597,0.0,0.0,0.0,-396874844736.1466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.524430173326157e-65,276663.81292511936,2806984.854994989,994139698263.9479,0.0,0.0,0.0,0.0,3.866025088676208e-63,30348298.04826295,0.1893154688125133,1724285195828.4941,0.0,0.0,0.0,0.0,62589821.10579342,1416085399913.9995,116244505822.62483,640269043123.6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-122951640437.04669,0.0,0.0,0.0,-0.18442746065557003,0.0,0.0,0.0,-990005109039.8575,0.0,0.0,0.0,1706319480658.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396874844736.1466,0.0,0.0,0.0,-1113189216355.351,-44310.83376755663,-1.8932661725304287e-18,-0.0004431083376755662,-1.8932661725304283e-26,0.0,1.4160297723355682e+24,1.1623867877381246e+23,8.222643421414577e+23,0.0,1416029772335.5679,116238678773.81244,1233396513212.1865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706319480658.881,0.0,1416029772335.5654,116238678773.81224,640266248908.6597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1113189216355.351
0.02,-1,-1,1,0.0,-44290.87266787818,0.0,-0.00044290872667878176,0.0,1.4160297658791946e+24,1.1623866555942816e+23,8.214337727373642e+23,0.0,1416029765879.194,116238665559.42813,1232150659106.0461,0.0,0.0,0.0,989517542775.2937,0.0,0.0,0.0,0.0,0.0,1416029765879.1914,116238665559.42787,640266242515.2374,0.0,0.0,0.0,-397633126184.4855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5258378381974495e-65,276774.3142834675,2808692.56172,993660035754.6519,0.0,0.0,0.0,0.0,3.865954705429599e-63,30347745.55991542,0.19203246927166812,1724462055377.7856,0.0,0.0,0.0,0.0,62589821.105793424,1416085399914.0,116244505822.62498,640269043123.6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-721670857381075.6,0.0,0.0,0.0,-1082.5062860716134,0.0,0.0,0.0,-989517542775.2937,0.0,0.0,0.0,1706473705753.1484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397633126184.4855,0.0,0.0,0.0,-1114589290244.8438,-44290.87266787677,-1.8932661725304287e-18,-0.00044290872667876766,-1.8932661725304283e-26,0.0,1.4160297658791946e+24,1.1623866555942816e+23,8.214337720156944e+23,0.0,1416029765879.194,116238665559.42813,1232150658023.5415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706473705753.1484,0.0,1416029765879.1914,116238665559.42787,640266242515.2374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1114589290244.8438
0.04,-1,-1,1,0.0,-44270.737211176966,0.0,-0.00044270737211176954,0.0,1.4160297593677772e+24,1.1623865221675789e+23,8.205959488155927e+23,0.0,1416029759367.7769,116238652216.75786,1230893923223.389,0.0,0.0,0.0,989025771507.5204,0.0,0.0,0.0,0.0,0.0,1416029759367.7754,116238652216.75763,640266236062.8446,0.0,0.0,0.0,-398398084346.9761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5272567099297675e-65,276885.69537804084,2810414.9915946596,993176237835.309,0.0,0.0,0.0,0.0,3.865883761839911e-63,30347188.673033014,0.19483997301551553,1724639787365.5073,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.001,116244505822.62535,640269043123.6022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3090892539159705.5,0.0,0.0,0.0,-4636.338808739558,0.0,0.0,0.0,-989025771507.5204,0.0,0.0,0.0,1706628616244.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398398084346.9761,0.0,0.0,0.0,-1116000933720.6343,-44270.7372111754,-1.8932661725304287e-18,-0.00044270737211175393,-1.8932661725304283e-26,0.0,1.4160297593677772e+24,1.1623865221675789e+23,8.205959457246994e+23,0.0,1416029759367.7769,116238652216.75786,1230893918587.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706628616244.839,0.0,1416029759367.7754,116238652216.75763,640266236062.8446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1116000933720.6343
0.06,-1,-1,1,0.0,-44250.42316698513,0.0,-0.00044250423166985125,0.0,1.416029752799993e+24,1.1623863874264273e+23,8.197506932202183e+23,0.0,1416029752799.9927,116238638742.6427,1229626039830.3274,0.0,0.0,0.0,988529692426.7174,0.0,0.0,0.0,0.0,0.0,1416029752799.991,116238638742.64247,640266229550.049,0.0,0.0,0.0,-399169882146.43945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5286870512368286e-65,276997.9768318977,2812152.505234207,992688203393.0134,0.0,0.0,0.0,0.0,3.8658122447714656e-63,30346627.284504496,0.1977426706511589,1724818414772.9792,0.0,0.0,0.0,0.0,62589821.10579342,1416085399913.999,116244505822.62503,640269043123.6008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1838150429250051.8,0.0,0.0,0.0,-2757.2256438750774,0.0,0.0,0.0,-988529692426.7174,0.0,0.0,0.0,1706784230647.3794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399169882146.43945,0.0,0.0,0.0,-1117424423124.3254,-44250.42316698362,-1.8932661725304287e-18,-0.0004425042316698362,-1.8932661725304283e-26,0.0,1.416029752799993e+24,1.1623863874264273e+23,8.197506913820665e+23,0.0,1416029752799.9927,116238638742.6427,1229626037073.0996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706784230647.3794,0.0,1416029752799.991,116238638742.64247,640266229550.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1117424423124.3254
0.08,-1,-1,1,0.0,-44229.9260805609,0.0,-0.00044229926080560894,0.0,1.4160297461743954e+24,1.1623862513379563e+23,8.1889782181211e+23,0.0,1416029746174.395,116238625133.7956,1228346732718.1648,0.0,0.0,0.0,988029198650.7941,0.0,0.0,0.0,0.0,0.0,1416029746174.392,116238625133.79527,640266222975.3267,0.0,0.0,0.0,-399948688907.9556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.530129172060443e-65,277111.18297548237,2813905.477593354,992195827309.4761,0.0,0.0,0.0,0.0,3.865740138727165e-63,30346061.272680968,0.20074557319391956,1724997961474.488,0.0,0.0,0.0,0.0,62589821.10579342,1416085399913.9985,116244505822.62482,640269043123.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2755330264968177.0,0.0,0.0,0.0,-4132.995397452265,0.0,0.0,0.0,-988029198650.7941,0.0,0.0,0.0,1706940567922.3818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399948688907.9556,0.0,0.0,0.0,-1118860062312.5396,-44229.92608055936,-1.262177448353619e-18,-0.0004422992608055935,-1.2621774483536189e-26,0.0,1.4160297461743954e+24,1.1623862513379563e+23,8.188978190567799e+23,0.0,1416029746174.395,116238625133.7956,1228346728585.1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1706940567922.3818,0.0,1416029746174.392,116238625133.79527,640266222975.3267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1118860062312.5396
0.1,-1,-1,1,0.0,-44209.24136126862,0.0,-0.00044209241361268614,0.0,1.4160297394895537e+24,1.1623861138678843e+23,8.180371424445237e+23,0.0,1416029739489.5535,116238611386.7884,1227055713666.7854,0.0,0.0,0.0,987524178572.1146,0.0,0.0,0.0,0.0,0.0,1416029739489.5498,116238611386.78812,640266216337.1333,0.0,0.0,0.0,-400734681242.45935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5315833558682107e-65,277225.3360610053,2815674.300201091,991698999817.1633,0.0,0.0,0.0,0.0,3.865667429533624e-63,30345490.526305284,0.20385404088725206,1725178452439.5657,0.0,0.0,0.0,0.0,62589821.10579343,1416085399914.0002,116244505822.62498,640269043123.6011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-244837849193563.06,0.0,0.0,0.0,-367.2567737903446,0.0,0.0,0.0,-987524178572.1146,0.0,0.0,0.0,1707097648190.1194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400734681242.45935,0.0,0.0,0.0,-1120308151227.7175,-44209.24136126719,-1.8932661725304287e-18,-0.00044209241361267183,-1.8932661725304283e-26,0.0,1.4160297394895537e+24,1.1623861138678843e+23,8.180371421996875e+23,0.0,1416029739489.5535,116238611386.7884,1227055713299.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707097648190.1194,0.0,1416029739489.5498,116238611386.78812,640266216337.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1120308151227.7175
0.12,-1,-1,1,0.0,-44188.36417556062,0.0,-0.00044188364175560613,0.0,1.416029732743897e+24,1.1623859749804616e+23,8.171684551605563e+23,0.0,1416029732743.8965,116238597498.04613,1225752682740.8342,0.0,0.0,0.0,987014515988.1647,0.0,0.0,0.0,0.0,0.0,1416029732743.8948,116238597498.0458,640266209633.8118,0.0,0.0,0.0,-401528042881.1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5330499361055027e-65,277340.46226389165,2817459.380646089,991197606628.3762,0.0,0.0,0.0,0.0,3.8655941005185826e-63,30344914.914504804,0.2070738060950618,1725359913650.3884,0.0,0.0,0.0,0.0,62589821.10579341,1416085399913.9998,116244505822.62498,640269043123.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-242714061288783.97,0.0,0.0,0.0,-364.0710919331759,0.0,0.0,0.0,-987014515988.1647,0.0,0.0,0.0,1707255492105.9153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401528042881.1405,0.0,0.0,0.0,-1121769019362.9587,-44188.36417555924,-1.262177448353619e-18,-0.00044188364175559236,-1.2621774483536189e-26,0.0,1.416029732743897e+24,1.1623859749804616e+23,8.17168454917842e+23,0.0,1416029732743.8965,116238597498.04613,1225752682376.763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707255492105.9153,0.0,1416029732743.8948,116238597498.0458,640266209633.8118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1121769019362.9587
0.14,-1,-1,1,0.0,-44167.28951722751,0.0,-0.000441672895172275,0.0,1.4160297259358548e+24,1.1623858346383782e+23,8.16291551166491e+23,0.0,1416029725935.8545,116238583463.83778,1224437326749.7363,0.0,0.0,0.0,986500089479.4237,0.0,0.0,0.0,0.0,0.0,1416029725935.8525,116238583463.83743,640266202863.6724,0.0,0.0,0.0,-402328965593.3599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5345292312184276e-65,277456.5865820961,2819261.144715738,990691528322.7882,0.0,0.0,0.0,0.0,3.8655201357597374e-63,30344334.312293775,0.21041101871666795,1725542372286.7795,0.0,0.0,0.0,0.0,62589821.10579342,1416085399914.0005,116244505822.62524,640269043123.6016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-240560981959104.56,0.0,0.0,0.0,-360.8414729386568,0.0,0.0,0.0,-986500089479.4237,0.0,0.0,0.0,1707414121494.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402328965593.3599,0.0,0.0,0.0,-1123242997969.2893,-44167.28951722601,-1.8932661725304287e-18,-0.00044167289517226,-1.8932661725304283e-26,0.0,1.4160297259358548e+24,1.1623858346383782e+23,8.162915509259293e+23,0.0,1416029725935.8545,116238583463.83778,1224437326388.8938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707414121494.5125,0.0,1416029725935.8525,116238583463.83743,640266202863.6724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1123242997969.2893
0.16,-1,-1,1,0.0,-44146.012150092,0.0,-0.0004414601215009199,0.0,1.4160297190637622e+24,1.1623856928026555e+23,8.154062125883374e+23,0.0,1416029719063.762,116238569280.26552,1223109318882.506,0.0,0.0,0.0,985980772292.2466,0.0,0.0,0.0,0.0,0.0,1416029719063.761,116238569280.26512,640266196024.9395,0.0,0.0,0.0,-403137649434.68097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.536021581996695e-65,277573.7357675091,2821080.0367850307,990180640232.8976,0.0,0.0,0.0,0.0,3.865445518217591e-63,30343748.58591748,0.21387229647274386,1725725856727.2686,0.0,0.0,0.0,0.0,62589821.10579345,1416085399913.9993,116244505822.62473,640269043123.6005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-238394758384674.8,0.0,0.0,0.0,-357.5921375770122,0.0,0.0,0.0,-985980772292.2466,0.0,0.0,0.0,1707573559083.9116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403137649434.68097,0.0,0.0,0.0,-1124730436583.937,-44146.01215009033,-1.8932661725304287e-18,-0.00044146012150090327,-1.8932661725304283e-26,0.0,1.4160297190637622e+24,1.1623856928026555e+23,8.154062123499425e+23,0.0,1416029719063.762,116238569280.26552,1223109318524.9136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707573559083.9116,0.0,1416029719063.761,116238569280.26512,640266196024.9395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1124730436583.937
