sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:p_contact,avg:current_CB:n_contact,tot:current_CB:p_contact,tot:current_CB:n_contact,avg:g_CB:I,avg:g_CB:n,avg:g_CB:p,avg:g_CB:fsf,tot:g_CB:I,tot:g_CB:n,tot:g_CB:p,tot:g_CB:fsf,tot:g_opt_ci_CB:I,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:fsf,tot:g_opt_iv_CB:I,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:fsf,tot:g_opt_cv_CB:I,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:fsf,tot:g_nr_top_CB:I,tot:g_nr_top_CB:n,tot:g_nr_top_CB:p,tot:g_nr_top_CB:fsf,tot:g_nr_bottom_CB:I,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:fsf,tot:gother_forward_ci:I,tot:gother_forward_ci:n,tot:gother_forward_ci:p,tot:gother_forward_ci:fsf,tot:gabs_forward_ci:I,tot:gabs_forward_ci:n,tot:gabs_forward_ci:p,tot:gabs_forward_ci:fsf,tot:gother_forward_iv:I,tot:gother_forward_iv:n,tot:gother_forward_iv:p,tot:gother_forward_iv:fsf,tot:gabs_forward_iv:I,tot:gabs_forward_iv:n,tot:gabs_forward_iv:p,tot:gabs_forward_iv:fsf,tot:gother_forward_cv:I,tot:gother_forward_cv:n,tot:gother_forward_cv:p,tot:gother_forward_cv:fsf,tot:gabs_forward_cv:I,tot:gabs_forward_cv:n,tot:gabs_forward_cv:p,tot:gabs_forward_cv:fsf,avg:current_IB:p_contact,avg:current_IB:n_contact,tot:current_IB:p_contact,tot:current_IB:n_contact,avg:g_IB:I,avg:g_IB:n,avg:g_IB:p,avg:g_IB:fsf,tot:g_IB:I,tot:g_IB:n,tot:g_IB:p,tot:g_IB:fsf,tot:g_opt_ci_IB:I,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:fsf,tot:g_opt_iv_IB:I,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:fsf,tot:g_opt_cv_IB:I,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:fsf,tot:g_nr_top_IB:I,tot:g_nr_top_IB:n,tot:g_nr_top_IB:p,tot:g_nr_top_IB:fsf,tot:g_nr_bottom_IB:I,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:fsf,avg:current_VB:p_contact,avg:current_VB:n_contact,tot:current_VB:p_contact,tot:current_VB:n_contact,avg:g_VB:I,avg:g_VB:n,avg:g_VB:p,avg:g_VB:fsf,tot:g_VB:I,tot:g_VB:n,tot:g_VB:p,tot:g_VB:fsf,tot:g_opt_ci_VB:I,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:fsf,tot:g_opt_iv_VB:I,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:fsf,tot:g_opt_cv_VB:I,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:fsf,tot:g_nr_top_VB:I,tot:g_nr_top_VB:n,tot:g_nr_top_VB:p,tot:g_nr_top_VB:fsf,tot:g_nr_bottom_VB:I,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:fsf
0.18,-1,-1,1,0.0,-46771.642573069,0.0,-0.00046771642573069,9.182773041654727e+23,1.148600820427826e+23,1.4160330421912092e+24,0.0,1388363459092.9026,114860082042.78256,1416033042191.209,0.0,889332719505.2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448046458.2522,114860082042.7824,1416033042191.2068,0.0,-143417306870.59384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890908628680.1652,15830945.32098391,319906.98233326414,4.075263104714113e-65,0.0,0.0,0.0,0.0,1062196593020.9984,2107592.32693722,6828672.104185671,8.698829634897625e-64,0.0,0.0,0.0,0.0,642448395848.8048,114866892160.18599,1416085399914.0017,62589821.105793454,0.0,0.0,0.0,0.0,-16310121788401.998,0.0,0.0,0.0,-24.65962841687724,0.0,0.0,0.0,-889332719505.2433,0.0,0.0,0.0,1061299138770.6776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143417306870.59384,0.0,0.0,0.0,-315383726160.6876,0.0,0.0,0.0,-46771.64257306733,-1.8932661725304287e-18,-0.0004677164257306732,-1.8932661725304283e-26,9.18277304149163e+23,1.148600820427826e+23,1.4160330421912092e+24,0.0,1388363459068.244,114860082042.78256,1416033042191.209,0.0,0.0,0.0,0.0,0.0,1061299138770.6776,0.0,0.0,0.0,642448046458.2522,114860082042.7824,1416033042191.2068,0.0,0.0,0.0,0.0,0.0,-315383726160.6876,0.0,0.0,0.0
0.2,-1,-1,1,0.0,-46742.23454723253,0.0,-0.0004674223454723253,9.170632906651046e+23,1.1486007764118314e+23,1.4160330352782897e+24,0.0,1386527965636.7202,114860077641.1831,1416033035278.2893,0.0,889179347957.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448041725.2876,114860077641.18286,1416033035278.2869,0.0,-145099424046.0879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890773888600.7468,15872550.822780602,319834.1857596199,4.0743359368885555e-65,0.0,0.0,0.0,0.0,1062365925969.6903,2058433.4903433756,6828761.077220038,8.698942955414724e-64,0.0,0.0,0.0,0.0,642448395848.8036,114866892160.18575,1416085399914.0007,62589821.105793424,0.0,0.0,0.0,0.0,-14820760825415.916,0.0,0.0,0.0,-22.40783113404177,0.0,0.0,0.0,-889179347957.519,0.0,0.0,0.0,1061462677585.8036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145099424046.0879,0.0,0.0,0.0,-317382753696.77924,0.0,0.0,0.0,-46742.234547230946,-1.8932661725304287e-18,-0.0004674223454723094,-1.8932661725304283e-26,9.170632906502832e+23,1.1486007764118314e+23,1.4160330352782897e+24,0.0,1386527965614.3115,114860077641.1831,1416033035278.2893,0.0,0.0,0.0,0.0,0.0,1061462677585.8036,0.0,0.0,0.0,642448041725.2876,114860077641.18286,1416033035278.2869,0.0,0.0,0.0,0.0,0.0,-317382753696.77924,0.0,0.0,0.0
0.22,-1,-1,1,0.0,-46712.32843862591,0.0,-0.000467123284386259,9.158287154169378e+23,1.1486007322688737e+23,1.4160330282483753e+24,0.0,1384661384426.1423,114860073226.88734,1416033028248.375,0.0,889025351349.4763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448036890.9255,114860073226.88713,1416033028248.3726,0.0,-146812003814.2592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890638862364.2476,15913415.898523074,319760.5276529666,4.073397795487468e-65,0.0,0.0,0.0,0.0,1062535558975.9745,2010245.7253960022,6828851.103232583,8.699057617146679e-64,0.0,0.0,0.0,0.0,642448395848.8032,114866892160.18571,1416085399914.0005,62589821.10579342,0.0,0.0,0.0,0.0,-13388270978394.033,0.0,0.0,0.0,-20.242018530261703,0.0,0.0,0.0,-889025351349.4763,0.0,0.0,0.0,1061626427480.3047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146812003814.2592,0.0,0.0,0.0,-319413079965.32806,0.0,0.0,0.0,-46712.32843862422,-1.8932661725304287e-18,-0.00046712328438624216,-1.8932661725304283e-26,9.158287154035504e+23,1.1486007322688737e+23,1.4160330282483753e+24,0.0,1384661384405.9019,114860073226.88734,1416033028248.375,0.0,0.0,0.0,0.0,0.0,1061626427480.3047,0.0,0.0,0.0,642448036890.9255,114860073226.88713,1416033028248.3726,0.0,0.0,0.0,0.0,0.0,-319413079965.32806,0.0,0.0,0.0
0.24,-1,-1,1,0.0,-46681.907203203795,0.0,-0.0004668190720320379,9.145728748123498e+23,1.1486006879947198e+23,1.416033021097322e+24,0.0,1382762651659.966,114860068799.47194,1416033021097.3218,0.0,888870707689.5585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448031951.403,114860068799.4717,1416033021097.319,0.0,-148556087980.99524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890503539539.6947,15953544.96727863,319685.9793584308,4.0724483155290565e-65,0.0,0.0,0.0,0.0,1062705504789.7552,1963022.8209833393,6828942.217245747,8.699173664702368e-64,0.0,0.0,0.0,0.0,642448395848.8049,114866892160.18593,1416085399914.0015,62589821.10579344,0.0,0.0,0.0,0.0,-12011738995037.932,0.0,0.0,0.0,-18.160809839493595,0.0,0.0,0.0,-888870707689.5585,0.0,0.0,0.0,1061790398112.8694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148556087980.99524,0.0,0.0,0.0,-321475778422.46643,0.0,0.0,0.0,-46681.907203202085,-1.262177448353619e-18,-0.00046681907203202075,-1.2621774483536189e-26,9.145728748003395e+23,1.1486006879947198e+23,1.416033021097322e+24,0.0,1382762651641.8074,114860068799.47194,1416033021097.3218,0.0,0.0,0.0,0.0,0.0,1061790398112.8694,0.0,0.0,0.0,642448031951.403,114860068799.4717,1416033021097.319,0.0,0.0,0.0,0.0,0.0,-321475778422.46643,0.0,0.0,0.0
0.26,-1,-1,1,0.0,-46650.952785174195,0.0,-0.00046650952785174185,9.13295023476045e+23,1.1486006435850191e+23,1.4160330138207445e+24,0.0,1380830640389.0452,114860064358.50188,1416033013820.7441,0.0,888715394130.6903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448026902.7312,114860064358.5017,1416033013820.7415,0.0,-150332780644.37665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890367909531.4268,15992943.117739799,319610.5105430993,4.071487110658099e-65,0.0,0.0,0.0,0.0,1062875776348.7136,1916757.738491346,6829034.456332829,8.69929114530297e-64,0.0,0.0,0.0,0.0,642448395848.8041,114866892160.18573,1416085399914.001,62589821.10579344,0.0,0.0,0.0,0.0,-10692241006727.701,0.0,0.0,0.0,-16.165832088212483,0.0,0.0,0.0,-888715394130.6903,0.0,0.0,0.0,1061954599147.6462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150332780644.37665,0.0,0.0,0.0,-323571985677.4985,0.0,0.0,0.0,-46650.95278517257,-1.8932661725304287e-18,-0.00046650952785172564,-1.8932661725304283e-26,9.132950234653524e+23,1.1486006435850191e+23,1.4160330138207445e+24,0.0,1380830640372.8787,114860064358.50188,1416033013820.7441,0.0,0.0,0.0,0.0,0.0,1061954599147.6462,0.0,0.0,0.0,642448026902.7312,114860064358.5017,1416033013820.7415,0.0,0.0,0.0,0.0,0.0,-323571985677.4985,0.0,0.0,0.0
0.28,-1,-1,1,0.0,-46619.446030231426,0.0,-0.00046619446030231424,9.119943706840782e+23,1.1486005990353157e+23,1.4160330064139913e+24,0.0,1378864155100.6223,114860059903.53154,1416033006413.991,0.0,888559386899.6558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448021740.682,114860059903.53136,1416033006413.989,0.0,-152143253539.71576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890231961567.8553,16031616.064762503,319534.08905149245,4.070513771305001e-65,0.0,0.0,0.0,0.0,1063046386792.0322,1871442.6679561671,6829127.859794737,8.699410109007014e-64,0.0,0.0,0.0,0.0,642448395848.8035,114866892160.18579,1416085399914.0005,62589821.10579344,0.0,0.0,0.0,0.0,-9433995725673.137,0.0,0.0,0.0,-14.263463639304973,0.0,0.0,0.0,-888559386899.6558,0.0,0.0,0.0,1062119040252.4532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152143253539.71576,0.0,0.0,0.0,-325702906906.77606,0.0,0.0,0.0,-46619.44603022972,-1.262177448353619e-18,-0.00046619446030229716,-1.2621774483536189e-26,9.119943706746439e+23,1.1486005990353157e+23,1.4160330064139913e+24,0.0,1378864155086.3584,114860059903.53154,1416033006413.991,0.0,0.0,0.0,0.0,0.0,1062119040252.4532,0.0,0.0,0.0,642448021740.682,114860059903.53136,1416033006413.989,0.0,0.0,0.0,0.0,0.0,-325702906906.77606,0.0,0.0,0.0
0.3,-1,-1,1,0.0,-46587.366588842524,0.0,-0.00046587366588842513,9.106700763713947e+23,1.1486005543410157e+23,1.416032998872125e+24,0.0,1376861925682.0425,114860055434.10155,1416032998872.1248,0.0,888402661218.2697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448016460.7607,114860055434.10135,1416032998872.123,0.0,-153988751996.98907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890095684688.8024,16069570.10706819,319456.68074451096,4.069527862634651e-65,0.0,0.0,0.0,0.0,1063217349475.7449,1827069.0826839532,6829222.469356773,8.699530608961019e-64,0.0,0.0,0.0,0.0,642448395848.8037,114866892160.18579,1416085399914.0007,62589821.10579341,0.0,0.0,0.0,0.0,-8228704950827.918,0.0,0.0,0.0,-12.441158261848614,0.0,0.0,0.0,-888402661218.2697,0.0,0.0,0.0,1062283731096.8494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153988751996.98907,0.0,0.0,0.0,-327869821888.00854,0.0,0.0,0.0,-46587.366588840916,-1.262177448353619e-18,-0.0004658736658884091,-1.2621774483536189e-26,9.106700763631655e+23,1.1486005543410157e+23,1.416032998872125e+24,0.0,1376861925669.6006,114860055434.10155,1416032998872.1248,0.0,0.0,0.0,0.0,0.0,1062283731096.8494,0.0,0.0,0.0,642448016460.7607,114860055434.10135,1416032998872.123,0.0,0.0,0.0,0.0,0.0,-327869821888.00854,0.0,0.0,0.0
0.32,-1,-1,1,0.0,-46554.69280814709,0.0,-0.0004655469280814709,9.09321246669243e+23,1.1486005094973892e+23,1.4160329911898873e+24,0.0,1374822600673.669,114860050949.73889,1416032991189.887,0.0,888245191215.3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448011058.1818,114860050949.73871,1416032991189.8848,0.0,-155870601599.83765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889959067731.4143,16106812.086220633,319378.24931927276,4.068528922251376e-65,0.0,0.0,0.0,0.0,1063388677989.9386,1783627.792210252,6829318.329388855,8.699652701680017e-64,0.0,0.0,0.0,0.0,642448395848.8038,114866892160.18587,1416085399914.001,62589821.105793454,0.0,0.0,0.0,0.0,-7080611103547.029,0.0,0.0,0.0,-10.705330165103078,0.0,0.0,0.0,-888245191215.3231,0.0,0.0,0.0,1062448681350.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155870601599.83765,0.0,0.0,0.0,-330074091745.22015,0.0,0.0,0.0,-46554.692808145555,-1.262177448353619e-18,-0.0004655469280814555,-1.2621774483536189e-26,9.093212466621618e+23,1.1486005094973892e+23,1.4160329911898873e+24,0.0,1374822600662.9626,114860050949.73889,1416032991189.887,0.0,0.0,0.0,0.0,0.0,1062448681350.0016,0.0,0.0,0.0,642448011058.1818,114860050949.73871,1416032991189.8848,0.0,0.0,0.0,0.0,0.0,-330074091745.22015,0.0,0.0,0.0
0.34,-1,-1,1,0.0,-46521.401610760804,0.0,-0.00046521401610760796,9.079469289019461e+23,1.148600464499551e+23,1.4160329833616742e+24,0.0,1372744739704.393,114860046449.95508,1416032983361.6738,0.0,888086949827.8206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642448005527.8441,114860046449.95493,1416032983361.6711,0.0,-157790215651.2712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889822099314.3129,16143349.34696884,319298.7561069174,4.06751645762379e-65,0.0,0.0,0.0,0.0,1063560386178.0422,1741108.9934900284,6829415.487152621,8.699776447362271e-64,0.0,0.0,0.0,0.0,642448395848.8032,114866892160.18578,1416085399914.001,62589821.105793454,0.0,0.0,0.0,0.0,-5990981076973.22,0.0,0.0,0.0,-9.057894792407751,0.0,0.0,0.0,-888086949827.8206,0.0,0.0,0.0,1062613900678.2908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157790215651.2712,0.0,0.0,0.0,-332317166510.7986,0.0,0.0,0.0,-46521.401610759276,-1.8932661725304287e-18,-0.00046521401610759267,-1.8932661725304283e-26,9.07946928895956e+23,1.148600464499551e+23,1.4160329833616742e+24,0.0,1372744739695.3364,114860046449.95508,1416032983361.6738,0.0,0.0,0.0,0.0,0.0,1062613900678.2908,0.0,0.0,0.0,642448005527.8441,114860046449.95493,1416032983361.6711,0.0,0.0,0.0,0.0,0.0,-332317166510.7986,0.0,0.0,0.0
0.36,-1,-1,1,0.0,-46487.468358464044,0.0,-0.0004648746835846404,9.065461059597815e+23,1.148600419342465e+23,1.4160329753815106e+24,0.0,1370626804983.8704,114860041934.24648,1416032975381.5103,0.0,887927908690.0306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447999864.3035,114860041934.24623,1416032975381.5085,0.0,-159749103570.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889684767819.8987,16179189.699038358,319218.1598453,4.066489943189408e-65,0.0,0.0,0.0,0.0,1063732488158.4347,1699502.3202287361,6829513.993079263,8.699901910243198e-64,0.0,0.0,0.0,0.0,642448395848.8043,114866892160.18597,1416085399914.001,62589821.10579345,0.0,0.0,0.0,0.0,-4959015459787.325,0.0,0.0,0.0,-7.497643496375531,0.0,0.0,0.0,-887927908690.0306,0.0,0.0,0.0,1062779398742.5315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159749103570.465,0.0,0.0,0.0,-334600593630.4643,0.0,0.0,0.0,-46487.468358462495,-1.262177448353619e-18,-0.0004648746835846249,-1.2621774483536189e-26,9.065461059548229e+23,1.148600419342465e+23,1.4160329753815106e+24,0.0,1370626804976.373,114860041934.24648,1416032975381.5103,0.0,0.0,0.0,0.0,0.0,1062779398742.5315,0.0,0.0,0.0,642447999864.3035,114860041934.24623,1416032975381.5085,0.0,0.0,0.0,0.0,0.0,-334600593630.4643,0.0,0.0,0.0
0.38,-1,-1,1,0.0,-46452.86669837486,0.0,-0.0004645286669837486,9.051176899486694e+23,1.1486003740208935e+23,1.4160329672430015e+24,0.0,1368467151701.3428,114860037402.08932,1416032967243.0012,0.0,887768038008.3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447994061.729,114860037402.0891,1416032967242.999,0.0,-161748880368.74683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889547061374.4502,16214341.380450767,319136.41642199346,4.065448817081376e-65,0.0,0.0,0.0,0.0,1063904998348.7306,1658796.8902625986,6829613.901083644,8.700029158995459e-64,0.0,0.0,0.0,0.0,642448395848.8025,114866892160.1855,1416085399914.0005,62589821.105793454,0.0,0.0,0.0,0.0,-3982982662665.464,0.0,0.0,0.0,-6.021958249388263,0.0,0.0,0.0,-887768038008.3594,0.0,0.0,0.0,1062945185194.7197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161748880368.74683,0.0,0.0,0.0,-336926027561.129,0.0,0.0,0.0,-46452.866698373095,-1.262177448353619e-18,-0.0004645286669837309,-1.2621774483536189e-26,9.051176899446855e+23,1.1486003740208935e+23,1.4160329672430015e+24,0.0,1368467151695.3193,114860037402.08932,1416032967243.0012,0.0,0.0,0.0,0.0,0.0,1062945185194.7197,0.0,0.0,0.0,642447994061.729,114860037402.0891,1416032967242.999,0.0,0.0,0.0,0.0,0.0,-336926027561.129,0.0,0.0,0.0
0.4,-1,-1,1,0.0,-46417.568388732565,0.0,-0.0004641756838873256,9.036605149982193e+23,1.1486003285294304e+23,1.416032958939298e+24,0.0,1366264017151.9717,114860032852.94301,1416032958939.2979,0.0,887607306419.8285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447988113.8796,114860032852.94284,1416032958939.296,0.0,-163791277381.73697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889408967825.7734,16248813.022440437,319053.4785833269,4.064392477422178e-65,0.0,0.0,0.0,0.0,1064077931493.0846,1618981.350917102,6829715.268919874,8.700158267181819e-64,0.0,0.0,0.0,0.0,642448395848.8044,114866892160.18591,1416085399914.0012,62589821.10579346,0.0,0.0,0.0,0.0,-3063389391029.52,0.0,0.0,0.0,-4.6316051504109055,0.0,0.0,0.0,-887607306419.8285,0.0,0.0,0.0,1063111269674.1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163791277381.73697,0.0,0.0,0.0,-339295240640.67993,0.0,0.0,0.0,-46417.56838873073,-1.262177448353619e-18,-0.0004641756838873073,-1.2621774483536189e-26,9.036605149951558e+23,1.1486003285294304e+23,1.416032958939298e+24,0.0,1366264017147.3398,114860032852.94301,1416032958939.2979,0.0,0.0,0.0,0.0,0.0,1063111269674.1401,0.0,0.0,0.0,642447988113.8796,114860032852.94284,1416032958939.296,0.0,0.0,0.0,0.0,0.0,-339295240640.67993,0.0,0.0,0.0
0.42,-1,-1,1,0.0,-46381.543100835625,0.0,-0.0004638154310083562,9.021733290854088e+23,1.1486002828624268e+23,1.416032950463039e+24,0.0,1364015508374.876,114860028286.24265,1416032950463.0386,0.0,887445680831.3689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447982014.0433,114860028286.24245,1416032950463.0369,0.0,-165878154470.53735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889270474717.9777,16282613.616035847,318969.2956031757,4.063320278105363e-65,0.0,0.0,0.0,0.0,1064251302693.0074,1580043.922272675,6829818.158586178,8.700289313770863e-64,0.0,0.0,0.0,0.0,642448395848.8041,114866892160.18582,1416085399914.0005,62589821.10579345,0.0,0.0,0.0,0.0,-2199940671537.932,0.0,0.0,0.0,-3.3261382228229195,0.0,0.0,0.0,-887445680831.3689,0.0,0.0,0.0,1063277661802.7162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165878154470.53735,0.0,0.0,0.0,-341710135445.2106,0.0,0.0,0.0,-46381.54310083413,-1.8932661725304287e-18,-0.00046381543100834123,-1.8932661725304283e-26,9.021733290832087e+23,1.1486002828624268e+23,1.416032950463039e+24,0.0,1364015508371.5493,114860028286.24265,1416032950463.0386,0.0,0.0,0.0,0.0,0.0,1063277661802.7162,0.0,0.0,0.0,642447982014.0433,114860028286.24245,1416032950463.0369,0.0,0.0,0.0,0.0,0.0,-341710135445.2106,0.0,0.0,0.0
0.44,-1,-1,1,0.0,-46344.75819296164,0.0,-0.0004634475819296164,9.006547847015238e+23,1.1486002370140165e+23,1.4160329418063152e+24,0.0,1361719588042.278,114860023701.40163,1416032941806.3147,0.0,887283126236.7094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447975754.9996,114860023701.40146,1416032941806.3123,0.0,-168011513949.4309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,889131569263.0004,16315752.480374796,318883.8129047334,4.0622315239776084e-65,0.0,0.0,0.0,0.0,1064425127442.2095,1541972.4382683686,6829922.636787115,8.70042238372578e-64,0.0,0.0,0.0,0.0,642448395848.8044,114866892160.18608,1416085399914.0012,62589821.10579344,0.0,0.0,0.0,0.0,-1394181694472.4036,0.0,0.0,0.0,-2.107893673470244,0.0,0.0,0.0,-887283126236.7094,0.0,0.0,0.0,1063444371179.3572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168011513949.4309,0.0,0.0,0.0,-344172758894.1873,0.0,0.0,0.0,-46344.758192960115,-1.262177448353619e-18,-0.0004634475819296011,-1.2621774483536189e-26,9.006547847001295e+23,1.1486002370140165e+23,1.4160329418063152e+24,0.0,1361719588040.17,114860023701.40163,1416032941806.3147,0.0,0.0,0.0,0.0,0.0,1063444371179.3572,0.0,0.0,0.0,642447975754.9996,114860023701.40146,1416032941806.3123,0.0,0.0,0.0,0.0,0.0,-344172758894.1873,0.0,0.0,0.0
0.46,-1,-1,1,0.0,-46307.17845117706,0.0,-0.0004630717845117705,8.991034281523772e+23,1.1486001909780511e+23,1.4160329329605828e+24,0.0,1359374058282.2705,114860019097.80508,1416032932960.5825,0.0,887119605506.7399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447969328.9559,114860019097.80495,1416032932960.579,0.0,-170193516553.42844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888992238308.2609,16348239.23281531,318796.9716264562,4.061125465310278e-65,0.0,0.0,0.0,0.0,1064599421666.1433,1504754.385584802,6830028.775464106,8.700557568680085e-64,0.0,0.0,0.0,0.0,642448395848.8029,114866892160.18553,1416085399914.0005,62589821.105793424,0.0,0.0,0.0,0.0,-646423674106.0344,0.0,0.0,0.0,-0.9773420339915901,0.0,0.0,0.0,-887119605506.7399,0.0,0.0,0.0,1063611407373.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170193516553.42844,0.0,0.0,0.0,-346685318420.73303,0.0,0.0,0.0,-46307.17845117546,-1.8932661725304287e-18,-0.0004630717845117545,-1.8932661725304283e-26,8.991034281517302e+23,1.1486001909780511e+23,1.4160329329605828e+24,0.0,1359374058281.2922,114860019097.80508,1416032932960.5825,0.0,0.0,0.0,0.0,0.0,1063611407373.0677,0.0,0.0,0.0,642447969328.9559,114860019097.80495,1416032932960.579,0.0,0.0,0.0,0.0,0.0,-346685318420.73303,0.0,0.0,0.0
0.48,-1,-1,1,0.0,-46268.76579081114,0.0,-0.0004626876579081114,8.975176872346084e+23,1.1486001447481135e+23,1.416032923916611e+24,0.0,1356976542046.345,114860014474.81133,1416032923916.6108,0.0,886955079148.5475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642447962727.4883,114860014474.8112,1416032923916.6077,0.0,-172426499829.69223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,888852468299.8779,16380083.76092089,318708.7081217758,4.060001291427308e-65,0.0,0.0,0.0,0.0,1064774201767.0486,1468376.9402317053,6830136.65240694,8.700694967716392e-64,0.0,0.0,0.0,0.0,642448395848.8035,114866892160.18568,1416085399914.0007,62589821.10579344,0.0,0.0,0.0,0.0,44955765461.74903,0.0,0.0,0.0,0.06796960107749328,0.0,0.0,0.0,-886955079148.5475,0.0,0.0,0.0,1063778779914.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172426499829.69223,0.0,0.0,0.0,-349250200595.58234,0.0,0.0,0.0,-46268.76579080958,-1.8932661725304287e-18,-0.0004626876579080957,-1.8932661725304283e-26,8.975176872346537e+23,1.1486001447481135e+23,1.416032923916611e+24,0.0,1356976542046.4133,114860014474.81133,1416032923916.6108,0.0,0.0,0.0,0.0,0.0,1063778779914.507,0.0,0.0,0.0,642447962727.4883,114860014474.8112,1416032923916.6077,0.0,0.0,0.0,0.0,0.0,-349250200595.58234,0.0,0.0,0.0
