sweep_parameter:V,band_info:CB:sign,band_info:IB:sign,band_info:VB:sign,avg:current_CB:n_contact,avg:current_CB:p_contact,tot:current_CB:n_contact,tot:current_CB:p_contact,avg:g_CB:fsf,avg:g_CB:p,avg:g_CB:n,avg:g_CB:I,tot:g_CB:fsf,tot:g_CB:p,tot:g_CB:n,tot:g_CB:I,tot:g_opt_ci_CB:fsf,tot:g_opt_ci_CB:p,tot:g_opt_ci_CB:n,tot:g_opt_ci_CB:I,tot:g_opt_iv_CB:fsf,tot:g_opt_iv_CB:p,tot:g_opt_iv_CB:n,tot:g_opt_iv_CB:I,tot:g_opt_cv_CB:fsf,tot:g_opt_cv_CB:p,tot:g_opt_cv_CB:n,tot:g_opt_cv_CB:I,tot:g_nr_top_CB:fsf,tot:g_nr_top_CB:p,tot:g_nr_top_CB:n,tot:g_nr_top_CB:I,tot:g_nr_bottom_CB:fsf,tot:g_nr_bottom_CB:p,tot:g_nr_bottom_CB:n,tot:g_nr_bottom_CB:I,tot:gother_forward_ci:fsf,tot:gother_forward_ci:p,tot:gother_forward_ci:n,tot:gother_forward_ci:I,tot:gabs_forward_ci:fsf,tot:gabs_forward_ci:p,tot:gabs_forward_ci:n,tot:gabs_forward_ci:I,tot:gother_forward_iv:fsf,tot:gother_forward_iv:p,tot:gother_forward_iv:n,tot:gother_forward_iv:I,tot:gabs_forward_iv:fsf,tot:gabs_forward_iv:p,tot:gabs_forward_iv:n,tot:gabs_forward_iv:I,tot:gother_forward_cv:fsf,tot:gother_forward_cv:p,tot:gother_forward_cv:n,tot:gother_forward_cv:I,tot:gabs_forward_cv:fsf,tot:gabs_forward_cv:p,tot:gabs_forward_cv:n,tot:gabs_forward_cv:I,avg:current_IB:n_contact,avg:current_IB:p_contact,tot:current_IB:n_contact,tot:current_IB:p_contact,avg:g_IB:fsf,avg:g_IB:p,avg:g_IB:n,avg:g_IB:I,tot:g_IB:fsf,tot:g_IB:p,tot:g_IB:n,tot:g_IB:I,tot:g_opt_ci_IB:fsf,tot:g_opt_ci_IB:p,tot:g_opt_ci_IB:n,tot:g_opt_ci_IB:I,tot:g_opt_iv_IB:fsf,tot:g_opt_iv_IB:p,tot:g_opt_iv_IB:n,tot:g_opt_iv_IB:I,tot:g_opt_cv_IB:fsf,tot:g_opt_cv_IB:p,tot:g_opt_cv_IB:n,tot:g_opt_cv_IB:I,tot:g_nr_top_IB:fsf,tot:g_nr_top_IB:p,tot:g_nr_top_IB:n,tot:g_nr_top_IB:I,tot:g_nr_bottom_IB:fsf,tot:g_nr_bottom_IB:p,tot:g_nr_bottom_IB:n,tot:g_nr_bottom_IB:I,avg:current_VB:n_contact,avg:current_VB:p_contact,tot:current_VB:n_contact,tot:current_VB:p_contact,avg:g_VB:fsf,avg:g_VB:p,avg:g_VB:n,avg:g_VB:I,tot:g_VB:fsf,tot:g_VB:p,tot:g_VB:n,tot:g_VB:I,tot:g_opt_ci_VB:fsf,tot:g_opt_ci_VB:p,tot:g_opt_ci_VB:n,tot:g_opt_ci_VB:I,tot:g_opt_iv_VB:fsf,tot:g_opt_iv_VB:p,tot:g_opt_iv_VB:n,tot:g_opt_iv_VB:I,tot:g_opt_cv_VB:fsf,tot:g_opt_cv_VB:p,tot:g_opt_cv_VB:n,tot:g_opt_cv_VB:I,tot:g_nr_top_VB:fsf,tot:g_nr_top_VB:p,tot:g_nr_top_VB:n,tot:g_nr_top_VB:I,tot:g_nr_bottom_VB:fsf,tot:g_nr_bottom_VB:p,tot:g_nr_bottom_VB:n,tot:g_nr_bottom_VB:I
# ,,,,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,mA/cm^2,mA/cm^2,mA,mA,cm^-3/s,cm^-3/s,cm^-3/s,cm^-3/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s,1/s
0.0,-1,-1,1,-42183.02242781262,0.0,-0.0004218302242781261,0.0,0.0,1.4160331444051771e+24,7.791710321192437e+22,5.994248245588937e+23,0.0,1416033144405.1768,77917103211.92435,1138907166661.898,0.0,0.0,0.0,1122891087701.8738,0.0,0.0,0.0,0.0,0.0,1416033144405.1755,77917103211.92418,700893989002.2845,0.0,0.0,0.0,-684877910042.2616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5818033503283341e-65,124168.56146123368,2323185.221734965,1130028928555.2217,0.0,0.0,0.0,0.0,7.926312868062076e-64,6222235.7629707195,0.40143562334305144,1054225156213.6597,0.0,0.0,0.0,0.0,62589821.105793454,1416085399914.006,77921022499.12804,700895901071.9373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-198911803921.58664,0.0,0.0,0.0,-0.3779324274510145,0.0,0.0,0.0,-1122891087701.8738,0.0,0.0,0.0,1052245415528.8691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684877910042.2616,0.0,0.0,0.0,-614232237869.6338,-1.262177448353619e-18,-42183.0224278109,-1.2621774483536189e-26,-0.00042183022427810893,0.0,1.4160331444051771e+24,7.791710321192437e+22,5.994248245586942e+23,0.0,1416033144405.1768,77917103211.92435,1138907166661.5188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052245415528.8691,0.0,1416033144405.1755,77917103211.92418,700893989002.2845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-614232237869.6338
0.02,-1,-1,1,-42161.1044373667,0.0,-0.00042161104437366697,0.0,0.0,1.4160331344475462e+24,7.791709426294041e+22,5.987048274517267e+23,0.0,1416033134447.546,77917094262.94038,1137539172158.2805,0.0,0.0,0.0,1122487413760.9111,0.0,0.0,0.0,0.0,0.0,1416033134447.544,77917094262.94022,700893981653.358,0.0,0.0,0.0,-685842223255.9886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5856137916854152e-65,124467.67734181671,2324586.6053714054,1129635306497.7837,0.0,0.0,0.0,0.0,7.925931823909875e-64,6221936.649104599,0.4083306065161375,1054664236203.9371,0.0,0.0,0.0,0.0,62589821.10579344,1416085399914.0056,77921022499.128,700895901071.9371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-68393594681432.375,0.0,0.0,0.0,-129.9478298947215,0.0,0.0,0.0,-1122487413760.9111,0.0,0.0,0.0,1052678671365.5151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685842223255.9886,0.0,0.0,0.0,-616033480990.5397,-6.310887241768095e-19,-42161.104437365095,-6.3108872417680944e-27,-0.00042161104437365087,0.0,1.4160331344475462e+24,7.791709426294041e+22,5.9870482738333365e+23,0.0,1416033134447.546,77917094262.94038,1137539172028.3337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052678671365.5151,0.0,1416033134447.544,77917094262.94022,700893981653.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-616033480990.5397
0.04,-1,-1,1,-42138.99767731081,0.0,-0.000421389976773108,0.0,0.0,1.4160331244172315e+24,7.791708522567506e+22,5.979786295255264e+23,0.0,1416033124417.2312,77917085225.67503,1136159396098.5,0.0,0.0,0.0,1122080181715.38,0.0,0.0,0.0,0.0,0.0,1416033124417.229,77917085225.67487,700893974235.1832,0.0,0.0,0.0,-686814759852.0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5894482350101709e-65,124768.67736244897,2326000.3524715854,1129238212053.7876,0.0,0.0,0.0,0.0,7.925548379560815e-64,6221635.651110948,0.4154669244247379,1055106653496.1478,0.0,0.0,0.0,0.0,62589821.105793476,1416085399914.0056,77921022499.12802,700895901071.9364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-413300457444826.3,0.0,0.0,0.0,-785.2708691451699,0.0,0.0,0.0,-1122080181715.38,0.0,0.0,0.0,1053115215773.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686814759852.0619,0.0,0.0,0.0,-617849794695.5182,-6.310887241768095e-19,-42138.99767730946,-6.3108872417680944e-27,-0.0004213899767730946,0.0,1.4160331244172315e+24,7.791708522567506e+22,5.9797862911222704e+23,0.0,1416033124417.2312,77917085225.67503,1136159395313.2312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053115215773.5667,0.0,1416033124417.229,77917085225.67487,700893974235.1832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-617849794695.5182
0.06,-1,-1,1,-42116.697474972665,0.0,-0.00042116697474972657,0.0,0.0,1.4160331143123428e+24,7.791707609791636e+22,5.972460767349551e+23,0.0,1416033114312.3423,77917076097.91634,1134767545796.4146,0.0,0.0,0.0,1121669303205.5166,0.0,0.0,0.0,0.0,0.0,1416033114312.3394,77917076097.91612,700893966746.0463,0.0,0.0,0.0,-687795724155.1488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5933073113371556e-65,125071.6110588818,2327426.770633038,1128837558992.5198,0.0,0.0,0.0,0.0,7.925162471911403e-64,6221332.7194543015,0.42285747180095723,1055552490854.0244,0.0,0.0,0.0,0.0,62589821.10579347,1416085399914.0054,77921022499.12779,700895901071.9363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-214040267371425.56,0.0,0.0,0.0,-406.67650800570846,0.0,0.0,0.0,-1121669303205.5166,0.0,0.0,0.0,1053555130310.985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687795724155.1488,0.0,0.0,0.0,-619681551667.2921,-1.262177448353619e-18,-42116.69747497125,-1.2621774483536189e-26,-0.0004211669747497124,0.0,1.4160331143123428e+24,7.791707609791636e+22,5.9724607652091423e+23,0.0,1416033114312.3423,77917076097.91634,1134767545389.7368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053555130310.985,0.0,1416033114312.3394,77917076097.91612,700893966746.0463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-619681551667.2921
0.08,-1,-1,1,-42094.198931649924,0.0,-0.0004209419893164992,0.0,0.0,1.416033104130887e+24,7.791706687735996e+22,5.965070087843252e+23,0.0,1416033104130.8867,77917066877.35994,1133363316690.2178,0.0,0.0,0.0,1121254686207.8538,0.0,0.0,0.0,0.0,0.0,1416033104130.8848,77917066877.35971,700893959184.1525,0.0,0.0,0.0,-688785328701.7881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.597191685647919e-65,125376.53063167905,2328866.1801845115,1128433257505.5234,0.0,0.0,0.0,0.0,7.924774034463519e-64,6221027.80193447,0.4305160394125731,1056001834466.5103,0.0,0.0,0.0,0.0,62589821.105793454,1416085399914.0051,77921022499.12769,700895901071.9357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422414283176001.8,0.0,0.0,0.0,-802.5871380344033,0.0,0.0,0.0,-1121254686207.8538,0.0,0.0,0.0,1053998499901.1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688785328701.7881,0.0,0.0,0.0,-621529143197.6467,-6.310887241768095e-19,-42094.19893164829,-6.3108872417680944e-27,-0.00042094198931648283,0.0,1.416033104130887e+24,7.791706687735996e+22,5.96507008361911e+23,0.0,1416033104130.8867,77917066877.35994,1133363315887.6309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053998499901.1257,0.0,1416033104130.8848,77917066877.35971,700893959184.1525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-621529143197.6467
0.1,-1,-1,1,-42071.4969759872,0.0,-0.00042071496975987194,0.0,0.0,1.416033093870821e+24,7.79170575616013e+22,5.957612584389717e+23,0.0,1416033093870.8206,77917057561.60129,1131946391034.0461,0.0,0.0,0.0,1120836234662.8608,0.0,0.0,0.0,0.0,0.0,1416033093870.8174,77917057561.60107,700893951547.6449,0.0,0.0,0.0,-689783795176.4618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6011020412127066e-65,125683.48971705676,2330318.915436771,1128025213844.0923,0.0,0.0,0.0,0.0,7.924382998890105e-64,6220720.8449155735,0.4384574192266767,1056454774317.9922,0.0,0.0,0.0,0.0,62589821.10579344,1416085399914.005,77921022499.12778,700895901071.936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19948488428796.594,0.0,0.0,0.0,-37.902128014713526,0.0,0.0,0.0,-1120836234662.8608,0.0,0.0,0.0,1054445413220.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689783795176.4618,0.0,0.0,0.0,-623392973772.0842,-6.310887241768095e-19,-42071.49697598562,-6.3108872417680944e-27,-0.00042071496975985617,0.0,1.416033093870821e+24,7.79170575616013e+22,5.9576125841902335e+23,0.0,1416033093870.8206,77917057561.60129,1131946390996.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054445413220.583,0.0,1416033093870.8174,77917057561.60107,700893951547.6449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-623392973772.0842
0.12,-1,-1,1,-42048.58628430813,0.0,-0.0004204858628430812,0.0,0.0,1.4160330835299806e+24,7.791704814813153e+22,5.950086514509534e+23,0.0,1416033083529.9802,77917048148.13152,1130516437756.8113,0.0,0.0,0.0,1120413848394.7048,0.0,0.0,0.0,0.0,0.0,1416033083529.9785,77917048148.13126,700893943834.5756,0.0,0.0,0.0,-690791354472.4678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6050390996535726e-65,125992.54496181541,2331785.3249412905,1127613330239.698,0.0,0.0,0.0,0.0,7.923989293028989e-64,6220411.791751202,0.4466975195963775,1056911404241.5514,0.0,0.0,0.0,0.0,62589821.10579344,1416085399914.0051,77921022499.12799,700895901071.9366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19745713619417.27,0.0,0.0,0.0,-37.516855876892805,0.0,0.0,0.0,-1120413848394.7048,0.0,0.0,0.0,1054895962727.3195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690791354472.4678,0.0,0.0,0.0,-625273468842.6005,0.0,-42048.58628430653,0.0,-0.0004204858628430653,0.0,1.4160330835299806e+24,7.791704814813153e+22,5.9500865143120824e+23,0.0,1416033083529.9802,77917048148.13152,1130516437719.2954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054895962727.3195,0.0,1416033083529.9785,77917048148.13126,700893943834.5756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-625273468842.6005
0.14,-1,-1,1,-42025.46132345191,0.0,-0.0004202546132345191,0.0,0.0,1.4160330731061326e+24,7.791703863432963e+22,5.942490058060584e+23,0.0,1416033073106.1323,77917038634.3296,1129073111031.5107,0.0,0.0,0.0,1119987422737.7368,0.0,0.0,0.0,0.0,0.0,1416033073106.1306,77917038634.32935,700893936042.9176,0.0,0.0,0.0,-691808247749.1433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6090036073015564e-65,126303.7549523896,2333265.7727770703,1127197504541.4683,0.0,0.0,0.0,0.0,7.92359284224702e-64,6220100.583855262,0.4552535233022632,1057371822283.844,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0059,77921022499.12805,700895901071.9374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19511656800383.02,0.0,0.0,0.0,-37.07214792072773,0.0,0.0,0.0,-1119987422737.7368,0.0,0.0,0.0,1055350245040.8331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691808247749.1433,0.0,0.0,0.0,-627171070089.311,-6.310887241768095e-19,-42025.461323450574,-6.3108872417680944e-27,-0.00042025461323450566,0.0,1.4160330731061326e+24,7.791703863432963e+22,5.942490057865464e+23,0.0,1416033073106.1323,77917038634.3296,1129073110994.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055350245040.8331,0.0,1416033073106.1306,77917038634.32935,700893936042.9176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-627171070089.311
0.16,-1,-1,1,-42002.11630511127,0.0,-0.0004200211630511126,0.0,0.0,1.416033062596937e+24,7.791702901745698e+22,5.934821313607446e+23,0.0,1416033062596.9368,77917029017.45695,1127616049585.4146,0.0,0.0,0.0,1119556848333.3125,0.0,0.0,0.0,0.0,0.0,1416033062596.9348,77917029017.45673,700893928170.5496,0.0,0.0,0.0,-692834726918.4487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6129963458473528e-65,126617.18105091834,2334760.63927752,1126777630017.9458,0.0,0.0,0.0,0.0,7.92319356837516e-64,6219787.159866114,0.4641440475748414,1057836130884.5669,0.0,0.0,0.0,0.0,62589821.10579346,1416085399914.0059,77921022499.12805,700895901071.9375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19236061635770.3,0.0,0.0,0.0,-36.54851710796356,0.0,0.0,0.0,-1119556848333.3125,0.0,0.0,0.0,1055808361107.5593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692834726918.4487,0.0,0.0,0.0,-629086239729.2433,-1.262177448353619e-18,-42002.11630510977,-1.2621774483536189e-26,-0.0004200211630510976,0.0,1.416033062596937e+24,7.791702901745698e+22,5.9348213134150834e+23,0.0,1416033062596.9368,77917029017.45695,1127616049548.8657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055808361107.5593,0.0,1416033062596.9348,77917029017.45673,700893928170.5496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-629086239729.2433
